   oṃ	om
   yathā prathame 'dhyāya udgīthabhaktināmākṣarāṇyudgītha	yaTA praTame aDyAyaH udgITa Bakti nAma akzarANi udgITa
   ityupāsyatvenoktāni, tatheha sāmnaḥ saptavidhabhaktināmākṣarāṇi samāhṛtya	iti upAsya tvena uktAni, taTA iha sAmnaH saptaviDa Bakti nAma akzarANi samAhRtya
   tribhisribhiḥ samatayā sāmatvaṃ parikalpyopāsyatvenocyante /	triBisriBiH sama tayA sAma tvam parikalpya upAsya tvena ucyante /
   tadupāsanena mṛtyugocarākṣarasamakhyāsāmānyena taṃ mṛtyuṃ prāpya	tad upAsanena mRtyu gocara akzara sama KyA sAmAnyena tam mRtyum prApya
   tadatiriktākṣareṇa tasyā'dityasya mṛtyoratikramaṇāyaiva saṃkramamaṃ	tad atirikta akzareNa tasyA adityasya mRtyoH atikramaNAya eva saMkramamam
   kalpayati /	kalpayati /
   atimṛtyu saptavidhaṃ sāmopāsīta	atimRtyu saptaviDam sAma upAsIta
   mṛtyumatikrāntamatiriktākṣarasaṃkhyayetyamṛtyu sāma /	mRtyum atikrAntam atirikta akzara saMKyayA iti amRtyu sAma /
   tasya prathamabhaktināmākṣarāṇi biṅkāra ityetattryakṣaraṃ bhaktimāna	tasya praTama Bakti nAma akzarANi biFkAraH iti etat tri akzaram BaktimAna
   prastāva iti ca bhaktestryakṣarameva māna tatpūrveṇa samam //1 //	prastAvaH iti ca BakteH tri akzaram eva mAna tat pUrveNa samam //1 //
   START ChUp 2,10.2	START ShUp 2,10.2
   ādir iti dvyakṣaram |	AdiH iti dvi akzaram |
   pratihāra iti caturakṣaram |	pratihAraH iti catur akzaram |
   tata ihaikam |	tatas iha ekam |
   tat samam || ChUp_2,10.2 ||	tat samam || ShUp_2,10.2 ||
   ChUpBh_2,10.2 ādiriti dvyakṣaraṃ, saptavidhasya sāmnaḥ saṃkhyāpūraṇa	ChUpBh_2,10.2 AdiH iti dvi akza raM, saptaviDasya sAmnaH saMKyA pUraNa
   oṅkāra ādirityucyate /	oFkAraH AdiH iti ucyate /
   pratihāra iti caturakṣaram /	pratihAraH iti catur akzaram /
   tata ihaikamakṣaramavacchidyā'dyakṣarayoḥ prakṣipyate /	tatas iha ekam akzaram avacCidyA adi akzarayoH prakzipyate /
   tena tatsamameva bhavati //2 //	tena tad samam eva Bavati //2 //
   START ChUp 2,10.3	START ShUp 2,10.3
   udgītha iti tryakṣaram upadrava iti caturakṣaraṃ tribhis tribhiḥ samaṃ	udgITaH iti tri akzaram upadravaH iti catur akzaram triBiH triBiH samam
   bhavati |	Bavati |
   akṣaram atiśiṣyate tryakṣaram |	akzaram atiSizyate tri akzaram |
   tat samam || ChUp_2,10.3 ||	tat samam || ShUp_2,10.3 ||
   ChUpBh_2,10.3 udgītha iti tryakṣaramupadrava iti caturakṣaraṃ	ChUpBh_2,10.3 udgITaH iti tri akzaram upadravaH iti catur akzaram
   tribhisribhiḥ samaṃ bhavatyakṣaramatiśiṣ.yate 'tiricyate /	triBisriBiH samam Bavati akzaram atiSiz.yate atiricyate /
   tena vaiṣamye prāpte sāmnaḥ samatvakaraṇāyā'ha tadekamapi sadakṣaramiti	tena vEzamye prApte sAmnaH samatva karaNAyAH aha tat ekam api sat akzaram iti
   tryakṣarameva bhavati /	tri akzaram eva Bavati /
   atastatsamam //3 //	atas tad samam //3 //
   START ChUp 2,10.4	START ShUp 2,10.4
   nidhanam iti tryakṣaram |	niDanam iti tri akzaram |
   tat samam eva bhavati |	tat samam eva Bavati |
   tāni ha vā etāni dvāviṃśatir akṣarāṇi || ChUp_2,10.4 ||	tAni ha vE etAni dvAviMSatiH akzarANi || ShUp_2,10.4 ||
   ChUpBh_2,10.4 nidhanamiti tryakṣaraṃ tatsamameva bhavati /	ChUpBh_2,10.4 niDanam iti tri akzaram tad samam eva Bavati /
   evaṃ tryakṣarasamatayā sāmatvaṃ sampādya yathāprāptānyevākṣarāṇi	evam tri akzara sa matayA sAma tvam sampAdya yaTAprAptAni eva akzarANi
   saṃkhyāyante   tāni ha vā etāni saptabhaktināmākṣarāṇi dvāviṃśatiḥ //4 //	saMKyAyante  tAni ha vE etAni sapta Bakti nAma akzarANi dvAviMSatiH //4 //
   START ChUp 2,10.5	START ShUp 2,10.5
   ekaviṃśatyādityam āpnoti |	ekaviMSati Adityam Apnoti |
   ekaviṃśo vā ito 'sāv ādityaḥ |	ekaviMSaH vE itas asO AdityaH |
   dvāviṃśena param ādityāj jayati |	dvAviMSena param AdityAt jayati |
   tan nākam |	tat nAkam |
   tad viśokam || ChUp_2,10.5 ||	tat viSokam || ShUp_2,10.5 ||
   ChUpBh_2,10.5 tatraikaviṃśatyakṣarasaṃkhyayā'dityamāpnoti mṛtyum /	ChUpBh_2,10.5 tatra ekaviMSati akzara saMKyayA adityam Apnoti mRtyum /
   yasmādekaviṃśa ito 'smāllokādasāvādityaḥ saṃkhyayā /	yasmAt ekaviMSaH itas asmAt lokAt asO= AdityaH saMKyayA /
   "dvādaśa māsāḥ pañcartavasraya ime lokā asāvāditya ekaviṃśa"iti	"dvAdaSa mAsAH paQca Rtava srayaH ime lokAH asO= AdityaH ekaviMSa" iti
   śruteratiśiṣṭena dvāviṃśenākṣareṇa paraṃ mṛtyorādityājjayatyāpnotītyarthaḥ	SruteH atiSizwena dvAviMSena akzareNa param mRtyoH AdityAt jayati Apnoti iti arTaH
   yacca tadādityātparaṃ kiṃ tat?nākaṃ kamiti sukhaṃ tasya pratiṣedho 'kaṃ	yat ca tadA AdityAt param kim tat?nAkam kam iti suKam tasya pratizeDaH akam
   tanna bhavatīti nākaṃ kamevetyarthaḥ /	tat na Bavati iti nAkam kam eva iti arTaH /
   mṛtyuviṣayatvādduḥkhasya viśokaṃ ca tadvigataśokaṃ	mRtyu vizaya tvAt duHKasya viSokam ca tad vigata Sokam
   mānasaduḥkharahitamityarthaḥ /	mAnasa duHKa rahitam iti arTaH /
   tadāpnotīti //5 //	tat Apnoti iti //5 //
   START ChUp 2,10.6	START ShUp 2,10.6
   āpnotīhādityasya jayam |	Apnoti iha Adityasya jayam |
   paro hāsyādityajayāj jayo bhavati ya etad evaṃ vidvān ātmasaṃmitam	paraH ha asya Aditya jayAt jayaH Bavati yaH etat evam vidvAn Atma saMmitam
   atimṛtyu saptavidhaṃ sāmopāste sāmopāste || ChUp_2,10.6 ||	atimRtyu saptaviDam sAma upAste sAma upAste || ShUp_2,10.6 ||
   ChUpBh_2,10.6 uktasyaiva piṇḍitārthamāha ekaviṃśatisaṃkhyayā'dityasya	ChUpBh_2,10.6 uktasya eva piNxita arTamAha  ekaviMSati saMKyayA adityasya
   jayamāpnoti paro hāsyaivaṃvida ādityajayānmṛtyugocarātparo jayo bhavati	jayam Apnoti paraH ha asya evaMvidaH Aditya jayAt mRtyu gocarAt paraH jayaH Bavati
   dvāviṃśatyakṣarasaṃkhyayetyarthaḥ /	dvAviMSati akzara saMKyayA iti arTaH /
   ya etadevaṃ dvānitikyādyuktārtham /	yaH etat evam dvAnitikyAt yukta arTam /
   tasyaitadyathoktaṃ phalamiti dvirabhyāsaḥ sāptavidhyasamāptyarthaḥ //6//	tasya etat yaTA uktam Palam iti dvis aByAsaH sAptaviDi asamApti arTaH //6//
   iti chāndogyopaniṣadi dvitīyādhyāyasya daśamaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya daSamaH KaNxaH
   START ChUp 2,11.1	START ShUp 2,11.1
   mano hiṅkāraḥ |	manaH hiFkAraH |
   vāk prastāvaḥ |	vAc prastAvaH |
   cakṣur udgīthaḥ |	cakzuH udgITaH |
   śrotraṃ pratihāraḥ |	Srotram pratihAraH |
   prāṇo nidhanam |	prANaH niDanam |
   etad gāyatraṃ prāṇeṣu protam || ChUp_2,11.1 ||	etat gAyatram prANezu protam || ShUp_2,11.1 ||
   ChUpBh_2,11.1 vinā nāmagrahaṇaṃ pañcavidhasya saptavidhasya ca sāmna	ChUpBh_2,11.1 vinA nAma grahaNam paQcaviDasya saptaviDasya ca sAmna
   upāsanamuktam /	upAsanam uktam /
   athedānīṃ gāyatrādināmagrahaṇapūrvakaṃ viśiṣṭaphalāni	aTa idAnIm gAyatra Adi nAm agrahaNa pUrvakam viSizwa PalAni
   sāmopāsanāntarāṇyucyante yathākramaṃ gāyatrādīnāṃ karmaṇi prayogastathaiva	sAma upAsana antarANi ucyante yaTAkramam gAyatra AdInAm karmaNi prayogaH taTA eva
   mano hiṅkāro manasaḥ sarvakaraṇapravṛttīnāṃ prāthamyāt /	manaH hiFkAraH manasaH sarva karaNa pravRttInAm prATamyAt /
   tadānantaryādvākprastāvaścakṣurudgīthaḥ śraiṣṭhyāt /	tadA anantaryAt vAc prastAvaH cakzu H udgITaH SrEzWyAt /
   śrotraṃ pratihāraḥ pratihṛtatvāt /	Srotram pratihAraH pratihRta tvAt /
   prāṇo nidhanaṃ yathoktānāṃ prāṇe nidhanātsvāpakāle /	prANaH niDanam yaTA uktAnAm prANe niDanAt svApa kAle /
   etadgāyatraṃ sāma prāṇeṣu protam /	etat gAyatram sAma prANezu protam /
   gāyatryāḥ prāṇasaṃstutatvāt //1 //	gAyatryAH prANa saMstuta tvAt //1 //
   START ChUp 2,11.2	START ShUp 2,11.2
   sa ya evam etad gāyatraṃ prāṇeṣu protaṃ veda |	sa yaH evam etat gAyatram prANezu protam veda |
   prāṇī bhavati |	prANI Bavati |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   mahāmanāḥ syāt |	mahAmanAH syAt |
   tad vratam || ChUp_2,11.2 ||	tat vratam || ShUp_2,11.2 ||
   ChUpBh_2,11.2 sa ya evametadgāyatraṃ prāṇeṣu protaṃ veda prāṇī bhavati /	ChUpBh_2,11.2 sa yaH evam etat gAyatram prANezu protam veda prANI Bavati /
   avikalakaraṇo bhavatītyetat /	avikala karaNaH Bavati iti etat /
   sarvamāyureti /	sarvam AyuH eti /
   śataṃ varṣaṇi  sarvamāyuḥ puruṣasyeti śruteḥ /	Satam varzaNi  sarvam AyuH puruzasya iti SruteH /
   jyogujjvalaṃ jīvati /	jyogujjvalam jIvati /
   mahānbhavati prajādibhirmahāṃśca kīrtyā /	mahAn Bavati prajA AdiBiH mahAn= ca kIrtyA /
   gāyatropāsakasyaitadvrataṃ bhavati yanmahāmanāstvakṣudracittaḥ	gAyatra upAsakasya etat vratam Bavati yat mahAmanAH tu akzudra cittaH
   syādityarthaḥ //2//	syAt iti arTaH //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasyaikādaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya ekAdaSaH KaNxaH
   START ChUp 2,12.1	START ShUp 2,12.1
   abhimanthati sa hiṅkāraḥ |	aBimanTati sa hiFkAraH |
   dhūmo jāyate sa prastāvaḥ |	DUmaH jAyate sa prastAvaH |
   jvalati sa udgīthaḥ |	jvalati saH udgITaH |
   aṅgārā bhavanti sa pratihāraḥ |	aFgArAH Bavanti sa pratihAraH |
   upaśāmyati tan nidhanam |	upaSAmyati tat niDanam |
   saṃśāmyati tan nidhanam |	saMSAmyati tat niDanam |
   etad rathaṃtaram agnau protam || ChUp_2,12.1 ||	etat raTaMtaram agnO protam || ShUp_2,12.1 ||
   ChUpBh_2,12.1 abhimanthati sa hiṅkāraḥ prāthamyāt /	ShUpBu _2,12.1 aBimanTati sa hiFkAraH prATamyAt /
   agnerdhūmo jāyate sa prastāva ānantaryāt /	agneH DUmaH jAyate sa prastAvaH AnantaryAt /
   jvalati sa udgītho haviḥ sambandhācchraiṣṭhyaṃ jvalanasya /	jvalati saH udgITaH haviH sambanDAt SrEzWyam jvalanasya /
   aṅgārā bhavanti sa pratihāro 'ṅgārāṇāṃ pratihṛtatvāt /	aFgArAH Bavanti sa pratihAraH aFgArANAm pratihRta tvAt /
   upaśamaḥ sāvaśeṣatvādagneḥ /	upaSamaH sa avaSeza tvAt agneH /
   saṃśamo niḥśeṣopaśamaḥ samāptisāmānyānnidhanametadrathantara magnau protam	saMSamaH niHSeza upaSamaH samApti sAmAnyAt niDanam etat raTantara magnO protam
   manthane hyagnergīyate //1 //	manTane hi agneH gIyate //1 //
   START ChUp 2,12.2	START ShUp 2,12.2
   sa ya evam etad rathaṃtaram agnau protaṃ veda |	sa yaH evam etat raTaMtaram agnO protam veda |
   brahmavarcasy: annādo bhavati |	brahmavarcasy: anna AdaH Bavati |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   na pratyaṅṅ agnim ācāmen na niṣṭhīvet |	na pratyaF agnim AcAmet na nizWIvet |
   tad vratam || ChUp_2,12.2 ||	tat vratam || ShUp_2,12.2 ||
   ChUpBh_2,12.2 sa ya ityādi pūrvavat /	ChUpBh_2,12.2 sa yaH ityAdi pUrvavat /
   brahmavarcasī vṛttasvādhyāyanimittaṃ tejo brahmavartasam /	brahmavarcasI vRtta svADyAya nimittam tejaH brahmavartasam /
   tejastu kevalaṃ tviḍbhāvaḥ /	tejaH tu kevalam tu iz BAvaH /
   annādo dīptāgniḥ /	anna AdaH dIpta agniH /
   na pratyaṅṅagnerabhimukho nā'cāmenna bhakṣayetkiñcinna	na pratyaFFagneH aBimuKaH nA acAmet na Bakzayet kiQcinna
   niṣṭhīvecchleṣmanirasanaṃ ca na kuryāttadvratam //2//	nizWIvet Slezma nirasanam ca na kuryAt tat vratam //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasya dvādaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya dvAdaSaH KaNxaH
   START ChUp 2,13.1	START ShUp 2,13.1
   upamantrayate sa hiṅkāraḥ |	upamantrayate sa hiFkAraH |
   jñapayate sa prastāvaḥ |	jQapayate sa prastAvaH |
   striyā saha śete sa udgīthaḥ |	striyA saha Sete saH udgITaH |
   prati strīṃ saha śete sa pratihāraḥ |	prati strIm saha Sete sa pratihAraH |
   kālaṃ gacchati tan nidhanam |	kAlam gacCati tat niDanam |
   pāraṃ gacchati tan nidhanam |	pAram gacCati tat niDanam |
   etad vāmadevyaṃ mithune protam || ChUp_2,13.1 ||	etat vAmadevyam miTune protam || ShUp_2,13.1 ||
   ChUpBh_2,13.1 upamantrayate saṅketaṃ karoti prāthamyātsa hiṅkāraḥ /	ShUpBh_2,13.1 upamantrayate saFketam karoti prATamyAt sa hiFkAraH /
   jñapayate toṣayati sa prastāvaḥ /	jQapayate tozayati sa prastAvaH /
   sahaśayanamekaparyaṅkagamanaṃ sa udgīthaḥ śraiṣṭhyāt /	saha Sayanam eka paryaFka gamanam saH udgITaH SrEzWyAt /
   prati srīṃ śayanaṃ sriyā abhimukhībhāvaḥ sa pratihāraḥ /	prati srIm Sayanam sriyA aBimuKIBAvaH sa pratihAraH /
   kālaṃ gacchati maithunena pāraṃ samāptiṃ gacchati	kAlam gacCati mETunena pAram samAptim gacCati
   tannidhanametadvāmadevyaṃ mithune protam /	tat niDanam etat vAmadevyam miTune protam /
   vāyvambumithunasambandhāt //1 //	vAyu ambu miTuna sambanDAt //1 //
   START ChUp 2,13.2	START ShUp 2,13.2
   sa ya evam etad vāmadevyaṃ mithune protaṃ veda |	sa yaH evam etat vAmadevyam miTune protam veda |
   mithunī bhavati |	miTunI Bavati |
   mithunān mithunāt prajāyate |	miTunAt miTunAt prajAyate |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   na kāṃcana pariharet |	na kAMcana pariharet |
   tad vratam || ChUp_2,13.2 ||	tat vratam || ShUp_2,13.2 ||
   ChUpBh_2,13.2 sa ya ityādi pūrvavat /	ChUpBh_2,13.2 sa yaH ityAdi pUrvavat /
   mithunī bhavatyavidhuro bhavatītyarthaḥ /	miTunI Bavati aviDuraH Bavati iti arTaH /
   mithunānmithunātprajāyata ityamogharetastvamucyate /	miTunAt miTunAt prajAyate iti amoGa retaH tvam ucyate /
   na kāñcana kāñcidapi sriyaṃ svātmatalpaprāptāṃ na pariharetsamāgamārthinīm	na kAQcana kAQcid api sriyam sva Atma talpa prAptAm na pariharet samAgama arTinIm
   vāmadevyasāmopāsanāṅgatvena vidhānāt etasmādanyatra pratiṣedhasmṛtayaḥ	vAmadevya sAma upAsana aFga tvena viDAnAt etasmAt anyatra pratizeDa smRtayaH
   vacanaprāmāṇyācca dharmāvagaterna pratiṣedhaśāsreṇāsya virodhaḥ //2//	vacana prAmANyAt ca Darma avagateH na pratizeDa SAsreNa asya viroDaH //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasya tryodaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya tryodaSaH KaNxaH
   START ChUp 2,14.1	START ShUp 2,14.1
   udyan hiṅkāraḥ |	udyan hiFkAraH |
   uditaḥ prastāvaḥ |	uditaH prastAvaH |
   madhyaṃdina udgīthaḥ |	maDyaMdinaH udgITaH |
   aparāhṇaḥ pratihāraḥ |	aparAhNaH pratihAraH |
   astaṃ yan nidhanam |	astam yat niDanam |
   etad bṛhad āditye protam || ChUp_2,14.1 ||	etat bRhat Aditye protam || ShUp_2,14.1 ||
   ChUpBh_2,14.1 udyansavitā sa hiṅkāraḥ prāthamyāddarśanasya /	ChUpBh_2,14.1 udyan savitA sa hiFkAraH prATamyAt darSanasya /
   uditaḥ prastāvaḥ prastavanahetutvātkarmaṇām /	uditaH prastAvaH prastavana hetu tvAt karmaNAm /
   madhyandina udgīthaḥ śraiṣṭhyāt /	maDyandinaH udgITaH SrEzWyAt /
   aparāhnaḥ pratihāraḥ paśvādīnāṃ gṛhānprati haraṇāt /	aparAhnaH pratihAraH paSu AdInAm gRhAn prati haraNAt /
   yadastaṃ yaṃstannidhanaṃ rātrau gṛhe nidhānātprāṇinām /	yat aH tam yan= tat niDanam rAtrO gRhe niDAnAt prANinAm /
   etadbṛhadāditye protaṃ bṛhata ādityadaivatyatvāt //1 //	etat bRhat Aditye protam bRhataH Aditya dEvatya tvAt //1 //
   START ChUp 2,14.2	START ShUp 2,14.2
   sa ya evam etad bṛhad āditye protaṃ veda |	sa yaH evam etat bRhat Aditye protam veda |
   tejasvy: annādo  bhavati |	tejasvy: anna AdaH  Bavati |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   tapantaṃ na nindet |	tapantam na nindet |
   tad vratam || ChUp_2,14.2 ||	tat vratam || ShUp_2,14.2 ||
   ChUpBh_2,14.2 sa ya ityādi pūrvavat /	ChUpBh_2,14.2 sa yaH ityAdi pUrvavat /
   tapantaṃ na nindettadvratam //2//	tapantam na nindet tat vratam //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasya caturdaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya caturdaSaH KaNxaH
   START ChUp 2,15.1	START ShUp 2,15.1
   abhrāṇi saṃplavante sa hiṅkāraḥ |	aBrANi saMplavante sa hiFkAraH |
   megho jāyate sa prastāvaḥ |	meGaH jAyate sa prastAvaH |
   varṣati sa udgīthaḥ |	varzati saH udgITaH |
   vidyotate stanayati sa pratihāraḥ |	vidyotate stanayati sa pratihAraH |
   udgṛhṇāti tan nidhanam |	udgRhNAti tat niDanam |
   etad vairūpaṃ parjanye protam || ChUp_2,15.1 ||	etat vErUpam parjanye protam || ShUp_2,15.1 ||
   ChUpBh_2,15.1 abhrāṇyabbharaṇāt, megha udakasektṛtvāt /	ChUpBu _2,15.1 aBrANi abBaraNa at, meGaH udaka sektR tvAt /
   uktārthamanyat /	ukta arTam anyat /
   etadvairūpaṃ nāma sāma parjanye protam /	etat vErUpam nAma sAma parjanye protam /
   anetarūpatvāt abhrādibhiḥ parjanyasya vairūpyam //1 //	aneta rUpa tvAt aBra AdiBiH parjanyasya vErUpyam //1 //
   START ChUp 2,15.2	START ShUp 2,15.2
   sa ya evam etad vairūpaṃ parjanye protaṃ veda |	sa yaH evam etat vErUpam parjanye protam veda |
   virūpāṃś ca surūpaṃś ca paśūn avarundhe |	virUpAn ca surUpan ca paSUn avarunDe |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   varṣantaṃ na nindet |	varzantam na nindet |
   tad vratam || ChUp_2,15.2 ||	tat vratam || ShUp_2,15.2 ||
   ChUpBh_2,15.2 virūpāṃśca surūpāṃścājāviprabhṛtīnpaśūnavarundhe	ChUpBu _2,15.2 virUpAn= ca surUpAn= ca aja avi praBRtIn paSUn avarunDe
   prāpnotītyarthaḥ /	prApnoti iti arTaH /
   varṣantaṃ na nindettadvratam //2//	varzantam na nindet tat vratam //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasya pañcadaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya paQcadaSaH KaNxaH
   START ChUp 2,16.1	START ShUp 2,16.1
   vasanto hiṅkāraḥ |	vasantaH hiFkAraH |
   grīṣmaḥ prastāvaḥ |	grIzmaH prastAvaH |
   varṣā udgīthaḥ |	varzAH udgITaH |
   śarat pratihāraḥ |	Sarad pratihAraH |
   hemanto nidhanam |	hemantaH niDanam |
   etad vairājam ṛtuṣu protam || ChUp_2,16.1 ||	etat vErAjam Rtuzu protam || ShUp_2,16.1 ||
   ChUpBh_2,16.1 vasanto hiṃṅkāraḥ prāthamyāt /	ChUpBu _2,16.1 vasantaH hiMFkAraH prATamyAt /
   grīṣmaḥ prastāva ityādi pūrvavat //1 //	grIzmaH prastAvaH ityAdi pUrvavat //1 //
   START ChUp 2,16.2	START ShUp 2,16.2
   sa ya evam etad vairājam ṛtuṣu protaṃ veda |	sa yaH evam etat vErAjam Rtuzu protam veda |
   virājati prajayā |	virAjati prajayA |
   paśubhir brahmavarcasena |	paSuBiH brahmavarcasena |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   ṛtūn na nindet |	RtUn na nindet |
   tad vratam || ChUp_2,16.2 ||	tat vratam || ShUp_2,16.2 ||
   ChUpBh_2,16.2 etadvairājamṛtuṣu protaṃ veda virājati ṛtuvadyathartava	ChUpBh_2,16.2 etat vErAjam Rtuzu protam veda virAjati Rtu vat yaTa Rtava
   ārtavairdharmairvirājanta evaṃ prajādibhirvidvānityuktamanyat /	ArtavEH DarmEH virAjante evam prajA AdiBiH vidvAn iti uktam anyat /
   ṛtīnna nindettadvratam //2//	RtIn na nindet tat vratam //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasya ṣoḍaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya zoxaSaH KaNxaH
   START ChUp 2,17.1	START ShUp 2,17.1
   pṛthivī hiṅkāraḥ |	pRTivI hiFkAraH |
   antarikṣaṃ prastāvaḥ |	antarikzam prastAvaH |
   dyaur udgīthaḥ |	dyOH udgITaH |
   diśaḥ pratihāraḥ |	diSaH pratihAraH |
   samudro nidhanam |	samudraH niDanam |
   etāḥ śakvaryo lokeṣu protāḥ || ChUp_2,17.1 ||	etAH SakvaryaH lokezu protAH || ShUp_2,17.1 ||
   ChUpBh_2,17.1 pṛthivī hiṅkāra ityādi pūrvavat /	Chu upBh_2,17.1 pRTivI hiFkAraH ityAdi pUrvavat /
   śakvarya iti nityaṃ bahuvacanaṃ revatya iva /	SakvaryaH iti nityam bahuvacanam revatyaH iva /
   lokeṣu protāḥ //1 //	lokezu protAH //1 //
   START ChUp 2,17.2	START ShUp 2,17.2
   sa ya evam etāḥ śakvaryo lokeṣu protā veda |	sa yaH evam etAH SakvaryaH lokezu protAH veda |
   lokī bhavati sarvam āyur eti |	lokI Bavati sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   lokān na nindet |	lokAn na nindet |
   tad vratam || ChUp_2,17.2 ||	tat vratam || ShUp_2,17.2 ||
   ChUpBh_2,17.2 lokī bhavati lokaphalena yujyata ityartaḥ /	ShUpBh_2,17.2 lokI Bavati loka Palena yujyate iti artaH /
   lokānna nindettadvratam //2//	lokAn na nindet tat vratam //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasya saptadaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasya saptadaSaH KaNxaH
   START ChUp 2,18.1	START ShUp 2,18.1
   ajā hiṅkāraḥ |	ajAH hiFkAraH |
   avayaḥ prastāvaḥ |	avayaH prastAvaH |
   gāva udgīthaḥ |	gAvaH udgITaH |
   aśvāḥ pratihāraḥ |	aSvAH pratihAraH |
   puruṣo nidhanam |	puruzaH niDanam |
   etā revatyaḥ paśuṣu protāḥ || ChUp_2,18.1 ||	etAH revatyaH paSuzu protAH || ShUp_2,18.1 ||
   ChUpBh_2,18.1 ajā hiṅkāra ityādi pūrvavat /	ChUpBh_2,18.1 ajAH hiFkAraH ityAdi pUrvavat /
   paśuṣu protāḥ //1 //	paSuzu protAH //1 //
   START ChUp 2,18.2	START ShUp 2,18.2
   sa ya evam etā revatyaḥ paśuṣu protā veda |	sa yaH evam etAH revatyaH paSuzu protAH veda |
   paśumān bhavati |	paSumAn Bavati |
   sarvam āyur eti |	sarvam AyuH eti |
   jyog jīvati |	jyok jIvati |
   mahān prajayā paśubhir bhavati |	mahAn prajayA paSuBiH Bavati |
   mahān kīrtyā |	mahAn kIrtyA |
   paśūn na nindet |	paSUn na nindet |
   tad vratam || ChUp_2,18.2 ||	tat vratam || ShUp_2,18.2 ||
   ChUpBh_2,18.2 paśūnna  nindettadvratam //2//	ChUpBu _2,18.2 paSUn na  nindet tat vratam //2//
   iti chāndogyopaniṣadi dvitīyādhyāyasyasyāṣṭādaśaḥ khaṇḍaḥ	iti CAnda ugya upanizadi dvitIya aDyAyasyasya azwAdaSaH KaNxaH
   START ChUp 2,19.1	START ShUp 2,19.1
   loma hiṅkāraḥ |	loma hiFkAraH |
   tvak prastāvaḥ |	tvac prastAvaH |
   māṃsam udgīthaḥ |	mAMsam udgITaH |
   asthi pratihāraḥ |	asTi pratihAraH |
   majjā nidhanam |	majjA niDanam |
   etad yajñāyajñīyam aṅgeṣu protam || ChUp_2,19.1 ||	etat yajQAyajQIyam aFgezu protam || ShUp_2,19.1 ||
   ChUpBh_2,19.1 loma hiṅkāro dehāvayavānāṃ prāthamyāt /	ShUpB= _2,19.1 loma hiFkAraH deha avayavAnAm prATamyAt /
   tvakprastāva ānantaryāt /	tvac prastAvaH AnantaryAt /
   māṃsamudgīthaḥ śraiṣṭhyāt /	mAMsa mudgITaH SrEzWyAt /
   asthi pratihāraḥ pratihṛtatvāt /	asTi pratihAraH pratihRta tvAt /
   majjā nidhanamāntyāt /	majjA niDana mAntyAt /
   etadyajñāyajñīyaṃ nāma sāma dehāvayavaveṣu protam //1 //	etat yajQAyajQIyam nAma sAma deha avayava vezu protam //1 //
   START ChUp 2,19.2	START ShUp 2,19.2
