   oṃ	om
   na paramāṇava eveśvaradharmādharmaparigṛhītāḥ, na ca tasyecchāmātreṇa	na paramANavaH eva-ISvara-Darma-aDarma-parigRhItAH, na ca tasya-icCA-mAtreNa
   pravṛttiḥ, kintu prayatnavaśāt /	pravRttiH, kintu prayatna-vaSAt /
   na cecchāyāmapi heturasti /	na ca-id-CAyAm-api hetuH-asti /
   na ca nityaivecchā, 728nityaṃ pravṛttiprasaṅgāt /	na ca nitya-eva-icCA, 728nityam pravRtti-prasaFgAt /
   api ca yathācetanatvāccetanādhiṣṭhitatvamanumīyate, tathā	api ca yaTA-acetana-tvAt-cetanA-aDizWita-tvam-anumIyate, taTA
   prayojanābhāvādapyanadhiṣṭhānamiti jñāyate /	prayojana-aBAvAt-api-anaDizWAnam-iti jQAyate /
   kataradatrānumānaṃ balīya iti 729cintayāmaḥ /	katara-datra-anumAnam balIyaH iti 729cintayAmaH /
   tena yatraiva prayojanaṃ, 730tadevācetanaṃ731 cetanādhiṣṭhitamiti	tena yatra-eva prayojanan, 730tat-eva-acetanaM731 cetanA-aDizWitam-iti
   vyāptirāśrayaṇīyā732, tathādarśanāt /	vyAptiH-ASrayaNIyA732, taTA-adarSanAt /
   api ca vyāptigrahaṇapūrvakamanumānam, anvayavyatirekābhyāñca	api ca vyApti-grahaNa-pUrvakam-anumAnam, anvaya-vyatireka-aByAQca
   vyāptiravagamyate /	vyAptiH-avagamyate /
   yathā ca cetano 'dhiṣṭhāteti pratīyate, tathā vigrahādimānapi /	yaTA ca cetanaH aDizWAtA-iti pratIyate, taTA vigrahAt-imAn-api /
   tenānumānaṃ pravartamānaṃ tathāvidhamevānumāpayet /	tena-anumAnam pravartamAnam taTAviDam-eva-anumApayet /
   na ca tasya dharmādharmau, paramāṇūn vā pratyadhiṣṭhātṛtopapadyata	na ca tasya Darma-aDarmO, paramANUn vA pratyaDizWAtRtA-upapadyata
   ityanadhiṣṭhānameva /	iti-anaDizWAnam-eva /
   tena vigrahādimadadhiṣṭhānayogyamevācetanaṃ cetanādhiṣṭhitamiti	tena vigrahAt-imat-aDizWAna-yogyam-eva-acetanam cetanA-aDizWitam-iti
   vyāptirāśrayaṇīyā /	vyAptiH-ASrayaNIyAH /
   nanvevaṃ sati prasiddhasyāpi 733dhūmādyanumānasyocchedaḥ prāpnoti /	nanu-evam sati prasidDasya-api 733DUma-Adi-anumAnasya-ucCedaH prApnoti /
   tathābhūtena hi mahānasādivartinā vyāptiravagatā, na tathāvidhasyānumānam	taTABUtena hi mahAnasa-Adi-vartinA vyAptiH-avagatA, na taTAviDasya-anumAnam
   yathāvidhasyānumānam, na tathāvidhasya vyāptidhīsamaye 'navadhāraṇamiti /	yaTAviDasya-anumAnam, na taTAviDasya vyApti-DIsa-maye anavaDAraNam-iti /
   tadayuktam--deśakālādyupādhiparityāgena hi sāmānyena sambandhagrahaṇam /	tad-ayukta-m--deSa-kAla-Adi-upADi-parityAgena hi sAmAnyena sambanDa-grahaNam /
   tenehāpi bhavatyeva yadvāsyādiṣu dṛṣṭam, tat dharmādharmayorapīti /	tena-iha-api Bavati-eva yat-vAsi-a-Adizu dRzwam, tat Darma-aDarmayoH-api-iti /
   yādṛśantu rūpaṃ vyāpakamupalabhyate, tadevānumātuṃ śakyate, nānyat /	yAdRSantu rUpam vyApakam-upalaByate, tat-eva-anumAtum Sakyate, na-anyat /
   iha ca vigrahavattvādyapi vyāptyanupraveśīti, tadanumātavyam /	iha ca vigrahavat-tva-Adi-api vyApti-anupraveSIti, tad-anumAtavyam /
   na ca tadanumātuṃ śakyata iti cet /	na ca tad-anumAtum Sakyate iti ced /
   varaṃ cetanānumānatyāgaḥ734tadananubaddhasya 735tasyānumānāt /	varam cetanA-anumAna-tyAgaH734tad-ananubadDasya 735tasya-anumAnAt /
   teneśvarasya 736sarvajñatānumāne hetvabhāvena jñānābhāvaniścayāt /	tena-ISvarasya 736-sarvajQa-tA-anumAne hetu-aBAvena jQAna-aBAva-niScayAt /
   tenānādireva vṛddhavyavahāraparamparā śabdārthāvagame hetuḥ /	tena-anAdiH-eva vRdDa-vyavahAra-paramparA Sabda-arTa-avagame hetuH /
   na ca sṛṣṭyādāvīśvarakṛtassaṅketaḥ, saṅketasyaiva kartumaśakteḥ /	na ca sRzwi-AdO=-ISvara-kRta-ssaFketaH, saFketasya-eva kartum-aSakteH /
   na khalvadyatanā janāḥ 737saṅketavākyasyār'thamanavabudhyamānāssaṅketaṃ	na Kalu-adyatanAH janAH 737saFketa-vAkyasyAr-aTam-anavabuDyamAna-AssaFketam
   pratipadyante /	pratipadyante /
   tasmādanādireva738 vṛddhavyavahāraparamparābhyupagamanīyā /	tasmAt-anAdiH-eva738 vRdDa-vyavahAra-parampara-aByupagamanIyAH /
   evaṃ puruṣasya dharmapratītiṃ prati śabdamantareṇopāyābhāvānna	evam puruzasya Darma-pratItim prati Sabdam-antareNa-upAya-aBAvAt-na
   pauruṣayatve vedasyā739pūrvakāryātmake vedārthe prāmāṇyopapattiriti,	pOruzaya-tve vedasya-a739-pUrva-kArya-Atmake veda-arTe prAmANya-upapattiH-iti,
   740vedasyāpauruṣeyatvāśrayaṇam /	740vedasya-apOruzeya-tva-ASrayaNam /
   vedānāmapauruṣeyatvanirūpaṇam /	vedAnAm-apOruzeya-tva-nirUpaNam /
   kathamapauruṣeyatvaṃ vedānām /	kaTam-apOruzeya-tvam vedAnAm /
   ucyate--- 741karturasmaraṇāt /	ucyate-- 741kartuH-asmaraNAt /
   na cānumānamapi karturupapadyate /	na ca-anumAnam-api kartuH-upapadyate /
   pramāṇāntareṇāpratīter'the742 puraṇāṇāṃ vākyasya racanāyāmaśakteḥ /	pramANa-antareNa-apratIter-aTe742 puraNANAm vAkyasya racanAyAm-aSakteH /
   kāṭhakādisamākhyāpi kartṛsadbhāvaṃ ja 743sādhayitumalam /	kAWaka-Adi-samAKyA-api kartR-sadBAvam jaH 743-sADayitum-alam /
   744pravacanenāpi tadupapatteḥ /	744-pravacanena-api tad-upapatteH /
   mantrārthavādāstu na svātantryeṇār'thamavagamayitumīśate, kintu	mantra-arTa-vAdAH-tu na svAtantryeNa-Ar-aTam-avagamayitum-ISate, kintu
   vidhyuddeśānusāreṇa tadanuguṇamarthamiti, na siddhārthapratipādane teṣāṃ	viDi-uddeSa-anusAreNa tad-anuguNam-arTam-iti, na sidDArTa-pratipAdane tezAm
   prāmāṇyamiti, siddhamapauruṣeyatvaṃ śabdārthasambandhasyeti /	prAmANyam-iti, sidDam-apOruzeya-tvam Sabda-arTa-sambanDasya-iti /
   dustarkatimiraṃ bhettuṃ śiṣyāṇāṃ dṛṣṭirodhakam /	dustarka-timiram Bettum SizyANAm dRzwi-roDakam /
   idaṃ śālikanāthena vihitaṃ 745milāñjanam //	idam SAlika-nATena vihitam 745milA-aQjanam //
   iti mahāmahopādhyāyaśrīśālikanāthamiśrapraṇītāyāṃ prakaraṇapañcikāyāṃ	iti mahA-mahA-upADyAya-SrI-SAlika-nATa-miSra-praNItAyAm prakaraNa-paQcikAyAm
   vimalāñjanaṃ nāma saptamaṃ prakaraṇaṃ samāptam /	vimalAQjanam nAma saptamam prakaraNam samAptam /
