   PADA MARKERS	PADAH MARKERS
   tataḥ samālokya mahāntam adbhutaṃ $ prabhāvam enaṃ vipulasya karmaṇaḥ &	tatas samAlokya mahAntam adButam $ praBAvam enam vipulasya karmaNaH &
   śubhāśubhasyāsti phalaṃ sukhāsukhaṃ % vicintya cedaṃ vijahīta kāpatham //	SuBa aSuBasya asti Palam suKa asuKam % vicintya ca idam vijahIta kApaTam //
   HJm_3.44 //	HJm_3.44 //
   pramādanidrāvinimīlitātmanāṃ $ śarīriṇāṃ saupāyikī prabodhanā &	pramAda nidrA vinimIlita AtmanAm $ SarIriNAm sOpAyikI praboDanAH &
   vipaścitāṃ tu sphuṭabuddhicakṣuṣāṃ % sati prabodhe kim iva prabodhyate //	vipaScitAm tu sPuwa budDi cakzuzAm % sati praboDe kim iva praboDyate //
   HJm_3.45 //	HJm_3.45 //
   hitonmukhānām api dharmyayā girā $ bhṛśaṃ prabodhaṃ janayanti sādhavaḥ &	hita unmuKAnAm api DarmyayA girA $ BRSam praboDam janayanti sADavaH &
   gater viśeṣo bhavati prasarpatāṃ % pratodasaṃcodanayā hi vājinām //	gateH viSezaH Bavati prasarpatAm % pratoda saMcodanayA hi vAjinAm //
   HJm_3.46 //	HJm_3.46 //
   bahucchalaṃ pālayatā gṛhāśramaṃ $ na dhīmatā viśvasanīyam aṇv api &	bahu= Calam pAlayatA gRha ASramam $ na DImatA viSvasanIyam aNu api &
   na yujyate svaptum anāhitāṅkuśa  % pracaṇḍamattadviradādhirohiṇaḥ //	na yujyate svaptum anAhita aFkuSa % pracaNxa matta dvirada aDirohiNaH //
   HJm_3.47 //	HJm_3.47 //
   sutapralāpā bhavanaṃ samṛddhimad $ vilāsalāvaṇyavibhūṣitāḥ striyaḥ &	suta pralApAH Bavanam samRdDimat $ vilAsa lAvaNya viBUzitAH striyaH &
   prasaṅgināṃ sarvam amedhasām idaṃ % śamānukūlasya nirodhakaṃ pathaḥ //	prasaFginAm sarvam ameDasAm idam % Sama anukUlasya niroDakam paTaH //
   HJm_3.48 //	HJm_3.48 //
   kathaṃ cid aṣṭābhir apoḍham akṣaṇair avāpya mānuṣyam idaṃ sudurlabham /*	kaTam cit azwABiH apoXam akzaNEH avApya mAnuzyam idam su durlaBam /*
   śamāya yo na tvarate pramādabhāg niyojanīyo 'naḍuhām asau dhuri //	SamAya yaH na tvarate pramAda BAj niyojanIyaH anaxuhAm asO Duri //
   HJm_3.49 //*	HJm_3.49 //*
   idam avāptam avāpyam idaṃ punaḥ $ kṛtam idaṃ karaṇīyam idaṃ nṛṇām &	idam avAptam avApyam idam punar $ kRtam idam karaNIyam idam nRNAm &
   iti manogṛhacitraṇayā kṣayaṃ % vrajati naiva manorathavartikā // HJm_3.50	iti manaH gRha citraNayA kzayam % vrajati na eva manoraTa vartikA // HJm_3.50
   viṣayopabhogam avasānadāruṇaṃ $ parirabhya candanam ivāhiveṣṭitam &	vizaya upaBogam avasAna dAruNam $ pariraBya candanam iva ahi vezwitam &
   sukham ity abhūtaparikalpanānugā % bahuduḥkhajālam adhiśerate janāḥ //	suKam iti aBUta parikalpana anugAH % bahu duHKa jAlam aDiSerate janAH //
   HJm_3.51 //	HJm_3.51 //
   dhig aho tiraskṛtam avidyayā jagat $ sakalaṃ kalaṅkitam anaṅgajair malaiḥ	Dik aho tiraskRtam avidyayA jagat $ sakalam kalaFkitam anaFga jEH malEH
   yad idaṃ sametya maraṇārigocaraṃ % gajasuptikām iva vidhāya tiṣṭhati //	yat idam sametya maraNAri gocaram % gaja suptikAm iva viDAya tizWati //
   HJm_3.52 //	HJm_3.52 //
   hṛtasatpathaṃ nivaraṇāribhiḥ śaṭhair $ avicintya saṃtatam anityatābhayam &	hRta sat paTam nivaraNa ariBiH SaWEH $ avicintya saMtatam anitya tA aBayam &
   anuśāsanaṃ plavam apāsya saugataṃ % vinimajjati vyasanasāgare jagat //	anuSAsanam plavam apAsya sOgatam % vinimajjati vyasana sAgare jagat //
   HJm_3.53 //	HJm_3.53 //
   pratikṣaṇaṃ kṣayam upayātijīvitaṃ $ praśāmyato vapur iva kṛṣṇavartmanaḥ &	pratikzaNam kzayam upayAti jIvitam $ praSAmyataH vapuH iva kRzNavartmanaH &
   ataḥ sadā viṣayaparāṅmukhīm imāṃ % tvarāvatīṃ kurutamatiṃ hitaṃ prati //	atas sadA vizaya parAFmuKIm imAm % tvarAvatIm kuruta matim hitam prati //
   HJm_3.54 //	HJm_3.54 //
   iti vacanam ayuktanyāyam uktam mayā $ ced anubhavata yatheṣṭaṃ	iti vacanam ayukta nyAyam uktam mayA $ ced anuBavata yaTezwam
   kāmasaukhyānubandham &	kAma sOKya anubanDam &
   atha tu guṇavad etat sādhavaḥ cintayitvā % śrayata viṣayatṛṣṇāṃ	aTa tu guNavat etat sADavaH cintayitvA % Srayata vizaya tRzNAm
   rodhinīṃśāntim agryām // HJm_3.55 //	roDinIMSa antim agryAm // HJm_3.55 //
   iti dharmadeśanāṃ kṛtvā bodhisattvaḥsasuhṛjjano gṛhaṃ praviveśa |	iti Darma deSanAm kRtvA boDisattvaHsa suhRd janaH gRham praviveSa |
   tad evaṃ subhāṣitaratnaparīkṣāpaṭunā tena bhagavatā prāṇair api	tat evam su BAzita ratna parIkzA pawunA tena BagavatA prANEH api
   subhāṣitāni krītānīti vicintya satatam eva duḥkhocchedam icchatā prājñena	su BAzitAni krItAni iti vicintya satatam eva duHKa ucCedam icCatA prAjQena
   dharmakathāśravaṇe mahān ādaraḥ karaṇīyaḥ | kalyāṇamitrasevā	Darma kaTA SravaNe mahAn AdaraH karaNIyaH | kalyANa mitra sevA
   cābhilaṣitaphalaniṣpādinī bhavatīti tadanuvartinā bhavitavyam iti ||	ca aBilazita Pala nizpAdinI Bavati iti tad anuvartinA Bavitavyam iti ||
   || dharmakāmajātakaṃ nāma tṛtīyam ||	|| DarmakAmajAtakam nAma tRtIyam ||
   4. Śaśa	4. ŚaSa
   tiryagyonigatair api sadbhiḥ prāṇāḥ parārtham utsṛṣṭāḥ /*	tiryagyoni gatEH api sadBiH prANAH para arTam utsRzwAH /*
   ko nāma puruṣabhūtaḥ saktiṃ dhanamātrake kuryāt // HJm_4.1 //*	kaH nAma puruza BUtaH saktim Dana mAtrake kuryAt // HJm_4.1 //*
   tadyathānuśrūyate	tat yaTA anuSrUyate
   stimitanilīnaśukasaṃghātaharitaśādvalopagūḍhabhūbhāge	stimita nilIna Suka saMGAta harita SAdvala upagUXa BU BAge
   vividhaśikharitarucchāyopaviṣṭaromanthāyamānahariṇagaṇe	viviDa SiKari taru= CAyA upavizwa raH manTAyamAna hariNa gaNe
   bhramadalikulopagīyamānakusumitalatāsaṃparkasurabhipavanākampyamānanirjharavāridhautaśilātalaparyante	Bramat ali kula upagIyamAna kusumita latA saMparka suraBi pavana akampyamAna nirJara vAri DOta SilA tala paryante
   munijanamano'nukūle	muni jana manaH anukUle
   kūlaviṭapilatākisalayāskhalitasarittaraṅgāhatakumudadhavalaphenaśekharālaṃkṛtasalile	kUla viwapi latA kisalaya asKalita sarit taraFga Ahata kumuda Davala Pena SeKara alaMkRta salile
   salilacaravihaṅgonnāditapadminīvane kvacid acalavanāntare bodhisattvaḥ	salila cara vihaFga unnAdita padminI vane kvacid acala vana antare boDisattvaH
   śaśo bhavati sma | tasya ca tatra sahavāsaguṇād abhivṛddhasauhṛdaḥ	SaSaH Bavati sma | tasya ca tatra saha vAsa guNAt aBivRdDa sOhRdaH
   praśamopacayaśāntendriyagrāmo grāmyopabhogaparāṅmukhamanāś	praSama upacaya SAnta indriya grAmaH grAmya upaBoga parAFmuKa manAH 
   cīrājināṣāḍhakamaṇḍalumātraparigrahaḥ kaṣṭatapās tāpasaḥ sahāyo babhūva |	cIra ajina AzAXaka maNxalu mAtra parigrahaH kazwa tapAH tApasaH sahAyaH baBUva |
   śāntau samānadharmāṇau $ samaduḥkhasukhodayau &	SAntO samAna DarmANO $ sama duHKa suKa udayO &
   tāv anyonyam apaśyantau % na remāte suhṛttamau // HJm_4.2 //	tO anyonyam apaSyantO % na remAte suhRttamO // HJm_4.2 //
   bālye śaśena rahitaḥ kaṃcit kālaṃ bhavaty anuṣṇāṃśuḥ /*	bAlye SaSena rahitaH kaMcid kAlam Bavati anuzNAMSuH /*
   na tu tena śaśākṛtinā kadācid api sa vratī suhṛdā // HJm_4.3 //*	na tu tena SaSa AkRtinA kadAcid api sa vratI suhRdA // HJm_4.3 //*
   sāptapadīnaṃ sakhyaṃ bhavati satāṃ prakṛtiśuddhacittānām /*	sAptapadInam saKyam Bavati satAm prakRti SudDa cittAnAm /*
   kim utānyonyaguṇakathāviśrambhanibaddhabhāvānām // HJm_4.4 //*	kim uta anyonya guNa kaTA viSramBa nibadDa BAvAnAm // HJm_4.4 //*
   bhavati śamābhiratānāṃ puṃsāṃ dharmāya pāṭavaṃ buddheḥ /*	Bavati Sama aBiratAnAm puMsAm DarmAya pAwavam budDeH /*
   pratanumanasāṃ tiraścāṃ dharmārambhe kutaḥ saṃjñā // HJm_4.5 //*	pratanu manasAm tiraScAm Darma AramBe kutas saMjQA // HJm_4.5 //*
   śaśajātir aho kveyaṃ kvedaṃ vāksauṣṭhavaṃ kva ca śamo 'yam /*	SaSa jAtiH aho kva iyam kva idam vAc sOzWavam kva ca SamaH ayam /*
   abhavad iti devatānāṃ śaśa eva savismayaṃ cetaḥ // HJm_4.6 //*	aBavat iti devatAnAm SaSaH eva sa vismayam cetaH // HJm_4.6 //*
   atha kadācid asalilatayā paripāṇḍuṣu sāsūyakṛṣīvalajanāvalokyamāneṣu	aTa kadAcid asalila tayA paripANxuzu sa asUya kRzI vala jana avalokyamAnezu
   viśrāntavidyullatāvilāseṣu pavanabalavicchinnasaṃghāteṣu jaladeṣu	viSrAnta vidyut latA vilAsezu pavana bala vicCinna saMGAtezu jaladezu
   dinakarakiraṇāpītasāvaśeṣasalileṣu parimlānagarbhalaghuśālicchanneṣu	dinakara kiraNa apItasa avaSeza salilezu parimlAna garBa laGu SAli= Cannezu
   kedāreṣu	kedArezu
   sakṛtpūravicchedapratanujalavimuktavipulatarapulinataṭāvasthitasphuṭitottānaśuktipuṭāsv	sakRt pUra vicCeda pratanu jala vimukta vipulatara pulina tawa avasTita sPuwita uttAna Sukti puwAsu 
   saritsv āgharmaklamavinibaddhaśvāsapracalatkaṇṭheṣu madakāle 'pi	saritsu AGarma klama vinibadDa SvAsa pracalat kaNWezu mada kAle api
   vinivṛttanṛttavyāpāreṣu nīlakaṇṭheṣu nimnapravirūḍhaśuṣkaśaṣpāṅkurāyāṃ	vinivRtta nRtta vyApArezu nIlakaNWezu nimna pravirUXa Suzka Sazpa aFkurAyAm
   vasumatyām alabdhatṛṇāhāratayā parikṣāmakukṣiṣu	vasumatyAm alabDa tRNa AhAra tayA parikzAma kukzizu
   mandagamanacalitaśithilasāsnāsu kṣīrakṣayalaghūdhnīṣu paridurbalavatsāsu	manda gamana calita SiTila sAsnAsu kzIra kzaya laGu uDnIzu paridurbala vatsAsu
   vatsatarīṣu śākaprāyakadannābhyavahārakṛśaparuṣāṅgeṣu daridrajaneṣu	vatsatarIzu SAka prAyakadanna aByavahAra kRSa paruza aFgezu daridra janezu
   durbhikṣadoṣaparāṅmukhīkṛtātithijanasatkāreṣu grāmeṣu kvacit kvacic	durBikza doza parAFmuKIkRta atiTi jana satkArezu grAmezu kvacid kvacid 
   chrūyamāṇamanthānaśabdeṣu gokuleṣu sa tāpasas taṃ śaśam avocat | aho	CrUyamANa manTAna Sabdezu go kulezu sa tApasaH tam SaSam avocat | aho
   kṛtopakāram api vipatsu nānuvartante prakṛtilaghavaḥ prāṇinaḥ | paśyatu	kRta upakAram api vipatsu na anuvartante prakRti laGavaH prANinaH | paSyatu
   bhavān ayaṃ hi |	BavAn ayam hi |
   āsāreṇa vibhinnacandrakamaṇiṃ tanvan kalāpaṃ mudā $ lāsyaṃ lāsakavat purā	AsAreNa viBinna candraka maNim tanvan kalApam mudA $ lAsyam lAsaka vat purA
   viracayan stautīva yaṃ kekayā &	viracayan stOtI iva yam kekayAH &
   tasminn eva śikhī nirambhasi ghane cakṣuḥpradānālasaḥ % prāyeṇodayavantam	tasmin eva SiKI niramBasi Gane cakzuH pradAna alasaH % prAyeNa udayavantam
   eva bhajate svārthapravīṇo janaḥ // HJm_4.7 //	eva Bajate sva arTa pravINaH janaH // HJm_4.7 //
   nistoyā viralībhavanti jaladā vicchinnam aindraṃ dhanuḥ $ śrūyante na	nistoyAH viralIBavanti jaladAH vicCinnam Endram DanuH $ SrUyante na
   kalāpināṃ giriguhāsaṃsargadīrghā giraḥ &	kalApinAm giri guhA saMsarga dIrGAH giraH &
   sarvaṃ vastu nisargabhaṅguram iti dhyātveva śokāc ciraṃ % vidyullāsikayā	sarvam vastu nisarga BaFguram iti DyAtvA iva SokAt ciram % vidyut lAsikayA
   vilāsamadhuraṃ lāsyaṃ parityajyate // HJm_4.8 //	vilAsa maDuram lAsyam parityajyate // HJm_4.8 //
   jātaṃ kṣīṇaphalaṃ phaladrumavanaṃ śoṣaṃ gatā vīrudhaḥ $ pramlānāni śanair	jAtam kzINa Palam Pala druma vanam Sozam gatAH vIruDaH $ pramlAnAni SanEs 
   bisāni bisinīpaṅke kharatvaṃ gate &	bisAni bisinI paFke Kara tvam gate &
   yo 'py āsīd badareṅgudīphalacayaḥ svalpo mamātroṭaje % kṣīṇaḥ so 'pi	yaH api AsIt badara iFgudI Pala cayaH su alpaH mama atra uwaje % kzINaH saH api
   suduṣkarāya tapase yātrāṃ kariṣye katham // HJm_4.9 //	su duzkarAya tapase yAtrAm karizye kaTam // HJm_4.9 //
   āhāreṇa vinā pratikṣaṇam ayaṃ dehaḥ klamaṃ gacchati $ klāntyā cetasi	AhAreNa vinA pratikzaNam ayam dehaH klamam gacCati $ klAntyA cetasi
   yoginaḥ pratihate sthairyaṃ samādheḥ kutaḥ &	yoginaH pratihate sTEryam samADeH kutas &
   prājñasyāpi samādhihīnamanasas tattvābhimukhyaṃ kutas %	prAjQasya api samADi hIna manasaH tattva aBimuKyam kutas %
   tattvādarśanabaddhamohatimiraḥ paścād vṛthā śrāmyati // HJm_4.10 //	tattva adarSana badDa moha timiraH paScAt vRTA SrAmyati // HJm_4.10 //
   tyaktvā tato 'jinakamaṇḍaluvalkalāni $ sthāsyāmi bāndhavajanena saha	tyaktvA tatas ajina kamaNxalu valkalAni $ sTAsyAmi bAnDava janena saha
   svagehe &	sva gehe &
   durbhikṣadoṣam apavāhya punar vanānte % vatsyāmi vatsala ciraṃ bhavatā	durBikza dozam apavAhya punar vanAnte % vatsyAmi vatsala ciram BavatA
   sahātra // HJm_4.11 //	saha atra // HJm_4.11 //
   atha bodhisattvaś cirasaṃvāsābhivardhitapremārdrahṛdayas tam ṛṣim uvāca |	aTa boDisattvaH cira saMvAsa aBivarDita prema Ardra hRdayaH tam Rzim uvAca |
   ālānam unmūlya sukhābhikāṅkṣī $ yātaḥ kathaṃcid dvirado vanāntam &	AlAnam unmUlya suKa aBikAFkzI $ yAtaH kaTaMcid dviradaH vanAntam &
   vismṛtya bhūyo 'ṅkuśapātaduḥkhaṃ % janāntam evecchati gantum ajñaḥ //	vismRtya BUyas aFkuSa pAta duHKam % jana antam eva icCati gantum ajQaH //
   HJm_4.12 //	HJm_4.12 //
   śamena medhāvitayā tapoguṇaiḥ $ śrutena ca jñeyapathānugāminā &	Samena meDAvitayA tapaH guNEH $ Srutena ca jQeya paTa anugAminA &
   munīṃs tvam anyān abhibhūya vartase % raviḥ pradīpān iva dūram aṃśubhiḥ //	munIn tvam anyAn aBiBUya vartase % raviH pradIpAn iva dUram aMSuBiH //
   HJm_4.13 //	HJm_4.13 //
   iti tvam ālokitaśāstraniścayo 'py $ anandhakāreṇa vivekacakṣuṣā &	iti tvam Alokita SAstra niScayaH api $ ananDakAreNa viveka cakzuzA &
   praveṣṭukāmo viṣayārigocaraṃ % kathaṃ pramādyann iva nāma lakṣyase //	pravezwu kAmaH vizayAri gocaram % kaTam pramAdyan iva nAma lakzyase //
   HJm_4.14 //	HJm_4.14 //
   tamovinirbhedi pathāṃ prakāśakaṃ $ manaḥprasādaṃ janayac charīriṇām &	tamaH vinirBedi paTAm prakASakam $ manaH prasAdam janayat SarIriNAm &
   na vetti dhandhaḥ sudhiyāṃ subhāṣitaṃ % prasādi jātyandha ivendumaṇḍalam	na vetti DanDaH suDiyAm su BAzitam % prasAdi jAti anDaH iva indu maNxalam
   // HJm_4.15 //	// HJm_4.15 //
   svabuddhidīpena vinā tamasvinīṃ $ sukhānuṣaktiṃ tyajatīti kā kathā &	sva budDi dIpena vinA tamasvinIm $ suKa anuzaktim tyajati iti kA kaTA &
   gṛhasthatāyāṃ ramayanti yan mano  % viśuddhasattvās tad asāṃprataṃ mahat	gRhasTa tAyAm ramayanti yat mano % viSudDa sattvAH tat asAMpratam mahat 
   // HJm_4.16 //	// HJm_4.16 //
   dvisandhyam ājyāhutigandhavāsitair $ niveśitāntarbadareṅgudīphalaiḥ &	dvi sanDyam Ajya Ahuti ganDa vAsitEH $ niveSita antar badara iFgudI PalEH &
   jalāśayālīnaśarārisārasais % tarūpagūḍhair uṭajair alaṃkṛtāḥ // HJm_4.17	jalASaya AlIna Sara ari sArasEH % tarUpa gUXEH uwajEH alaMkRtAH // HJm_4.17
   tapasvikanyoddhṛtakumbhavāriṇā $ prasicyamānodgatabālapādapāḥ &	tapasvi kanyA udDRta kumBa vAriNA $ prasicyamAna udgata bAla pAdapAH &
   taṭadrumacchāyaniruddhasindhavaḥ % samucchvasatpuṣpasugandhivāyavaḥ //	tawa druma= CAya nirudDa sinDavaH % samucCvasat puzpa suganDi vAyavaH //
   HJm_4.18 //	HJm_4.18 //
   paribhramattāpasaputrakānugaiḥ $ kvacin mṛgaiḥ khaṇḍitavīraṇāṅkurāḥ &	pariBramat tApasa putraka anugEH $ kvacid mRgEH KaNxita vIraNa aFkurAH &
   japāc calacchmaśruniruddhakandharais % tapodhanair āśritaśailagahvarāḥ //	japAt calat SmaSru nirudDa kanDarEH % tapoDanEH ASrita SEla gahvarAH //
   HJm_4.19 //	HJm_4.19 //
   aho dṛḍhasnehanibaddhacetasām $ asatsukhāsvādalavānuṣaṅgiṇām &	aho dRXa sneha nibadDa cetasAm $ asat suKa AsvAda lava anuzaFgiNAm &
   na nāma paryutsukayanti rāgiṇām % amedhasāṃ cittam upatyakā bhuvaḥ //	na nAma paryutsukayanti rAgiNAm % ameDasAm cittam upatyakAH BuvaH //
   HJm_4.20 //	HJm_4.20 //
   akuśalajanasevyaṃ kāpathaṃ prāpya mohāt $ skhalati niyatam ajñaḥ	akuSala jana sevyam kApaTam prApya mohAt $ sKalati niyatam ajQaH
   snehapāśān amuktvā &	sneha pASAn amuktvA &
   sukṛtibhir anuyāte saṃvidāno 'pi mārge % yad arajasi na tiṣṭhaty etad	sukRtiBiH anuyAte saMvidAnaH api mArge % yat arajasi na tizWati etat 
   aprāptam atra // HJm_4.21 //	aprAptam atra // HJm_4.21 //
   bahuvyasanadoṣam api nāma gārhasthyam avetya katham imāṃ śamānukūlāṃ	bahu vyasana dozam api nAma gArhasTyam avetya kaTam imAm Sama anukUlAm
   vimuktimārgaprakāśinīṃ pravrajyām apāsya sukhalavahetor mahat pratibhayaṃ	vimukti mArga prakASinIm pravrajyAm apAsya suKa lava hetoH mahat pratiBayam
   duḥkhapātālaṃ praveṣṭum icchasi | yac ca bhavatābhidhīyate punar ahaṃ	duHKa pAtAlam pravezwum icCasi | yat ca BavatA aBiDIyate punar aham
   tapovanam āgamiṣyāmīti nedaṃ śraddhīyate | kutaḥ | pracuravighno hi	tapaH vanam AgamizyAmi iti na idam SradDIyate | kutas | pracura viGnaH hi
   gṛhavāsaḥ |	gRha vAsaH |
   indriyārthavaśagasya kāminīḥ $ paśyataḥ smitavilāsabhūṣaṇāḥ &	indriya arTa vaSagasya kAminIH $ paSyataH smita vilAsa BUzaNAH &
   apy akhaṇḍaphalade tapovane % rāgikasya hṛdayaṃ nivekṣyate // HJm_4.22 //	api aKaNxa Pala de tapaH vane % rAgikasya hRdayam nivekzyate // HJm_4.22 //
   api ca maharṣe viṣayānuvartino hi prāṇino mahānti vyasanāny anubhavanti |	api ca mahA Rze vizaya anuvartinaH hi prANinaH mahAnti vyasanAni anuBavanti |
   paśya |	paSya |
   mṛgo mṛgayugītena $ nīyate śaragocaram &	mRgaH mRgayugItena $ nIyate Sara gocaram &
   viṣayāsvādalubdhānāṃ % bhavanty eva vipattayaḥ // HJm_4.23 //	vizaya AsvAda lubDAnAm % Bavanti eva vipattayaH // HJm_4.23 //
   śalabhaḥ prayāti patito vibhāvasau $ gurudāhaduḥkham upagamya pañcatām &	SalaBaH prayAti patitaH viBAvasO $ guru dAha duHKam upagamya paQcatAm &
   kamanīyarūpahṛtacetasāṃ kathaṃ % na bhaviṣyati vyasanam aṅgināṃ punaḥ //	kamanIya rUpa hRta cetasAm kaTam % na Bavizyati vyasanam aFginAm punar //
   HJm_4.24 //	HJm_4.24 //
   yadi nādadīta baḍiśastham āmiṣaṃ $ śakalī ka enam udakāt samuddharet &	yadi na AdadIta baxiSa sTam Amizam $ SakalI kaH enam udakAt samudDaret &
   sukhalubdhabuddhir anubaddham agrato % na bhayaṃ vilokayati bāliśo janaḥ	suKa lubDa budDiH anubadDam agratas % na Bayam vilokayati bAliSaH janaH
   // HJm_4.25 //	// HJm_4.25 //
   kamale nimīlati śilīmukhaḥ sthitaḥ $ samupaiti kṛcchram atigandhalālasaḥ &	kamale nimIlati SilImuKaH sTitaH $ samupEti kRcCram atiganDa lAlasaH &
   gajabandhakīm anusaran vanāt karī % sahate pratodaniśitāṅkuśavyathām //	gaja banDakIm anusaran vanAt karI % sahate pratoda niSita aFkuSa vyaTAm //
   HJm_4.26 //	HJm_4.26 //
   vipadāṃ padaṃ tanudhiyāṃ vimohanaṃ $ sthirabuddhibhiḥ parihṛtaṃ	vipadAm padam tanu DiyAm vimohanam $ sTira budDiBiH parihRtam
   mahātmabhiḥ &	mahAtmaBiH &
   yadi vaḥ sanātanasukhaspṛhāsty ato % viṣavaj jahīta viṣayāhigocaram //	yadi vaH sanAtana suKa spRhA asti atas % viza vat jahIta vizaya ahi gocaram //
   HJm_4.27 //	HJm_4.27 //
   ṛṣir uvāca | satyam anekeṣāṃ paribhavādīnāṃ	RziH uvAca | satyam anekezAm pariBava AdInAm
   doṣaśarāṇāṃ śaravyabhūto gṛhavāsaḥ sukhalavāsvādamohitātmabhir na śakyate	doza SarANAm Saravya BUtaH gRha vAsaH suKa lava AsvAda mohita AtmaBiH na Sakyate
   parityaktum | kiṃ tu |	parityaktum | kim tu |
   śaśa suhṛttama śīlayaśonidher $ bhavata eva guṇā nanu tādṛśāḥ &	SaSa suhRttama SIla yaSaH niDeH $ BavataH eva guNAH nanu tAdRSAH &
   mama bhaviṣyati yair hṛtacetasaḥ % punar ihāgamanaṃ śamam icchataḥ //	mama Bavizyati yEH hRta cetasaH % punar iha Agamanam Samam icCataH //
   HJm_4.28 //	HJm_4.28 //
   bodhisattva uvāca | yady avaśyam eva gantum abhilaṣitaṃ tathāpy ekam imaṃ	boDisattvaH uvAca | yadi avaSyam eva gantum aBilazitam taTA api ekam imam
   divasam ihoṣitvā śvaḥ svam abhiprāyam anuṣṭhātāsi | tataḥ sa munir evaṃ	divasam iha uzitvA Svas svam aBiprAyam anuzWAtA asi | tatas sa muniH evam
   cintayāmāsa | niyatam ayaṃ māṃ nimantrayitukāmaḥ |	cintayAmAsa | niyatam ayam mAm nimantrayitu kAmaH |
   jambūvanaṃ kvacid anena phalābhirāmaṃ $ dṛṣṭaṃ bhavet kim athavā phalito	jambU vanam kvacid anena Pala aBirAmam $ dRzwam Bavet kim aTavA PalitaH 
   'tra cūtaḥ &	atra cUtaH &
   pākābhitāmrasukumāraphalādhivāso % śailāntare kvacid udumbarapādapo vā //	pAka aBitAmra sukumAra Pala aDivAsaH % SEla antare kvacid udumbara pAdapaH vA //
   HJm_4.29 //	HJm_4.29 //
   atha śaśas tāṃ rajanīm ativāhya prabhātasamaye kṛtsnaṃ tad vanaṃ	aTa SaSaH tAm rajanIm ativAhya praBAta samaye kRtsnam tat vanam
   paribhramyālabdhamūlaphalaś cintayāmāsa |	pariBramya alabDamUlaPalaH cintayAmAsa |
   asminn abhuktavati sakṣudhi durbalāṅge $ śānte munau samasukhavyasane	asmin aBuktavati sa kzuDi durbala aFge $ SAnte munO sama suKa vyasane
   susakhyau &	su saKyO &
   bhokṣye tṛṇaṃ katham ahaṃ haritaṃ vanānte % pāsyāmi śītavimalaṃ salilaṃ	Bokzye tRNam kaTam aham haritam vanAnte % pAsyAmi SIta vimalam salilam
   kathaṃ vā // HJm_4.30 //	kaTam vA // HJm_4.30 //
   athavā saty asminn arthijanasādhanakṣame śarīre kim aham aśakta iva	aTavA sati asmin arTi jana sADana kzame SarIre kim aham aSaktaH iva
   viṣaṇṇamanās tiṣṭhāmi | tatas tam ṛṣim upagamyovāca | maharṣe	vizaNNa manAH tizWAmi | tatas tam Rzim upagamya uvAca | mahA Rze
   pratipālyatāṃ tāvan muhūrtaṃ yāvad aham āhārajātaṃ kiṃcid upaharāmi |	pratipAlyatAm tAvat muhUrtam yAvat aham AhAra jAtam kiMcid upaharAmi |
   tataḥ sa munir acintayat | parikṣīṇakandamūlaphale 'smin vane kīdṛśī punar	tatas sa muniH acintayat | parikzINa kanda mUla Pale asmin vane kIdRSI punar 
   āhāropaharaṇaśaktir asya syāt | atha sa mahātmā jvalitāṅgārarāśim avalokya	AhAra upaharaNa SaktiH asya syAt | aTa sa mahAtmA jvalita aFgAra rASim avalokya
   praṇidhim evam abhivardhayāmāsa |	praNiDim evam aBivarDayAmAsa |
   yathārthinaḥ kṣudupaśamāya nirvyathas $ tyajāmy asūn hutabhuji	yaTA arTinaH kzuD upaSamAya nirvyaTaH $ tyajAmi asUn hutaBuji
   cañcalārciṣi &	caQcala arcizi &
   tathā jagadvyasananirastikāriṇīṃ % sudurlabhāṃ daśabalatām avāpnuyām //	taTA jagat vyasana nirasti kAriNIm % su durlaBAm daSa balatAm avApnuyAm //
   HJm_4.31 //	HJm_4.31 //
   muktaḥ svātmā parārthe pramuditamanasā cintayitveti tena $ kleśacchedāya	muktaH sva AtmA para arTe pramudita manasA cintayitvA iti tena $ kleSa= CedAya
   śāntaṃ padam abhilaṣatā prāṇināṃ bāndhavena &	SAntam padam aBilazatA prANinAm bAnDavena &
   śāntajvālākalāpaḥ sa ca vanadahanas tasya puṇyānubhāvāt %	SAnta jvAlA kalApaH sa ca vana dahanaH tasya puNya anuBAvAt %
   preṅkhattoyormilekhaṃ pracaladalikulaṃ prāpa padmākaratvam // HJm_4.32 //	preFKat toya Urmi leKam pracalat ali kulam prApa padma Akara tvam // HJm_4.32 //
   atha sa muniḥ kaṣṭam ity uktvā dahananirvāpaṇāya gṛhītasalilakamaṇḍalus	aTa sa muniH kazwam iti uktvA dahana nirvApaNAya gRhIta salila kamaNxalus
   tvaritam upagamya taṃ mahātmānaṃ vikasitapuṇḍarīkamadhye 'vatiṣṭhamānaṃ	tvaritam upagamya tam mahAtmAnam vikasita puNxarIka maDye avatizWamAnam
   dharmaṃ deśayantam apaśyat |	Darmam deSayantam apaSyat |
   adhiṣṭhitaṃ tena bhṛśaṃ śaśena $ rarāja tad vāriṇi puṇḍarīkam &	aDizWitam tena BRSam SaSena $ rarAja tat vAriNi puNxarIkam &
   śaratprasanne nabhasi prasannaṃ % prakāśalakṣmeva śaśāṅkabimbam //	Sarad prasanne naBasi prasannam % prakASa lakzmA iva SaSAFka bimbam //
   HJm_4.33 //	HJm_4.33 //
