   (Vaidya 340)	(VEdyaH 340)
   pratyupasthitā - ime pṛthagjanadharmāḥ, ime śrāvaka dharmāḥ, ime	pratyupasTitAH  ime pRTagjana-DarmAH, ime SrAvaka DarmAH, ime
   pratyekabuddhadharmāḥ ime samyaksaṃbuddhadharmā iti | tatkasmāddhetoḥ?	pratyekabudDa-DarmAH ime samyaksaMbudDa-DarmAH iti | tat-kasmAt-hetoH?
   tameva bhagavan dharmaṃ prajñāpāramitābhāvanāyogamanuyuktaḥ kulaputro	tam-eva Bagavan Darmam prajQApAramitA-BAvanA-yogam-anu-yuktaH kula-putraH-
   nopalabhate, yasyaitān dharmān pṛthagjanadharmān vā nirdiśet,	na-upalaBate, yasya-etAn DarmAn pRTagjana-DarmAn vA nirdiSet-,
   śaikṣadharmān vā nirdiśet, aśaikṣadharmān vā nirdiśet,	SEkza-DarmAn vA nirdiSet, aSEkza-DarmAn vA nirdiSet-,
   samyaksaṃbuddhadharmān vā nirdiśet | tānatyantatayā dharmān na	samyaksaMbudDa-DarmAn vA nirdiSet | tAn-atyanta-tayA DarmAn na
   samanupaśyāmi | evaṃ bhāvanā bhagavan prajñāpāramitābhāvanā | na bhagavan	samanupaSyAmi | evam BAvanA Bagavan prajQApAramitA-BAvanA | na Bagavan
   prajñāpāramitābhāvanāyogamanuyuktasya kulaputrasyaivaṃ bhavati - ayaṃ	prajQApAramitA-BAvanA-yogam-anu-yuktasya kula-putrasya-evam Bavati  ayam
   kāmadhātuḥ, ayaṃ rūpadhātuḥ, ayamārūpyadhātuḥ, yāvad ayaṃ nirodhadhāturiti	kAmaDAtuH, ayam rUpa-DAtuH, ayam-ArUpya-DAtuH, yAvat ayam niroDa-DAtuH-iti
   | tatkasmāddhetoḥ? tathā hi sa bhagavan na kaściddharmaḥ, yo	| tat-kasmAt-hetoH? taTA hi sa Bagavat na kaScid-DarmaH, yaH-
   nirodhadharmaṃ samanupaśyati | evaṃ bhāvanā bhagavan prajñāpāramitābhāvanā	niroDa-Darmam samanupaSyati | evam BAvanA Bagavan prajQApAramitA-BAvanA
   veditavyā ||	veditavyA ||
   (SaptaŚ, Vaidya 344) punaraparaṃ bhagavan eṣā sā prajñāpāramitābhāvanā yā	(SaptaŚ, VEdyaH 344) punar-aparam Bagavan ezA sA prajQApAramitA-BAvanA yA
   na kasyaciddharmasyopakāraṃ vā apakāraṃ vā karoti | na hi bhagavan	na kasyacid-Darmasya-upakAram vA apakAram vA karoti | na hi Bagavan
   prajñāpāramitābhāvanā buddhadharmāṇāṃ dhātrī, na	prajQApAramitA-BAvanA budDa-DarmANAm DAtrI, na
   pṛthagjanadharmāṇāmācchetrī | eṣaiva sā bhagavan prajñāpāramitābhāvanā yā	pRTagjana-DarmANAm-AcCetrI | ezA-eva sA Bagavan prajQApAramitA-BAvanA yA
   naiva pṛthagjanadharmāṇāṃ nirodhaḥ, na buddhadharmāṇāṃ nirodhaḥ, na	na-eva pRTagjana-DarmANAm niroDaH, na budDa-DarmANAm niroDaH, na
   buddhadharmāṇāṃ pratilambhaḥ ||	budDa-DarmANAm pratilamBaH ||
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - sādhu sādhu	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  sADu sADu
   mañjuśrīḥ yastvamimamevaṃrūpaṃ gambhīraṃ dharmaṃ deśayasi | sthāpitā te	maQjuSrIH yaH-tvam-imam-evaMrUpam gamBIram Darmam deSayasi | sTApitA te
   mañjuśrīriyaṃ mudrā bodhisattvānāṃ mahāsattvānām, ābhimānikānāṃ ca	maQjuSrIH-iyam mudrA boDisattvAnAm mahAsattvAnAm, ABimAnikAnAm ca
   śrāvakāṇām, aupalambhikānāṃ ca bodhisattvayānikānāṃ ca yathābhūtaṃ	SrAvakANAm, OpalamBikAnAm ca boDisattva-yAnikAnAm ca yaTABUtam
   pratibodhāya | na te mañjuśrīḥ kulaputrā vā kuladuhitaro vā	pratiboDAya | na te maQjuSrIH kula-putrAH vA kula-duhitaraH vA
   ekabuddhaparyupāsitā bhaviṣyanti naikabuddhāvaropitakuśalamūlāḥ, ye imaṃ	ekabudDa-paryupAsitAH Bavizyanti na-eka-budDa-avaropita-kuSala-mUlAH, ye imam
   gambhīraṃ prajñāpāramitānirdeśaṃ śrutvā notrasiṣyanti na saṃtrasiṣyanti na	gamBIram prajQApAramitA-nirdeSam SrutvA na-utrasizyanti na saMtrasizyanti na
   saṃtrāsamāpatsyante | api tu khalu punarmañjuśrīḥ atikramya te	saMtrAsam-Apatsyante | api tu Kalu punar-maQjuSrIH atikramya te
   buddhasahasrāvaropitakuśalamūlā bhaviṣyanti, ye imaṃ gambhīraṃ	budDa-sahasra-avaropita-kuSala-mUlA Bavizyanti, ye imam gamBIram
   prajñāpāramitānirdeśaṃ śrutvā adhimokṣyanti, notrasiṣyanti na	prajQApAramitA-nirdeSam SrutvA aDimokzyanti, na-utrasizyanti na
   saṃtrasiṣyanti na saṃtrāsamāpatsyante ||	saMtrasizyanti na saMtrAsam-Apatsyante ||
   evamukte mañjuśrīḥ kumārabhūto bhagavantametadavocat - pratibhāti me	evam-ukte maQjuSrIH kumAra-BUtaH Bagavantam-etat-avocat  pratiBAti me
   bhagavan bhūyasyā mātrayā prajñāpāramitānirdeśaḥ | pratibhātu te	Bagavan BUyasyA mAtrayA prajQApAramitA-nirdeSaH | pratiBAtu te
   mañjuśrīḥ, iti bhagavānasyāvocat | mañjuśrīrāha - eṣā sā bhagavan	maQjuSrIH, iti BagavAn-asya-avocat | maQjuSrIH-Aha  ezA sA Bagavan
   prajñāpāramitābhāvanā yā na kasyaciddharmasya sthitimupalabhate nāsthitim	prajQApAramitA-BAvanA yA na kasyacid-Darmasya sTitim-upalaBate na-asTitim
   | tatkasmāddhetoḥ? asthitatvātsarvadharmāṇāṃ nopalabhate | eṣaiva sa	| tat-kasmAt-hetoH? asTita-tvAt-sarva-DarmANAm na-upalaBate | ezA-eva sa
   bhagavan prajñāpāramitābhāvanā veditavyā, yā na	Bagavan prajQApAramitA-BAvanA veditavyA, yA na
   kasyaciddharmasyādhyālambanāya pratyupasthitā | tatkasya hetoḥ? tathā hi	kasyacid-Darmasya-aDyAlambanAya pratyupasTitAH | tat-kasya hetoH? taTA hi
   bhagavan nirālambanāḥ sarvadharmāḥ | evaṃ bhāvanā bhagavan	Bagavat nirAlambanAH sarva-DarmAH | evam BAvanA Bagavan
   prajñāpāramitābhāvanā ||	prajQApAramitA-BAvanA ||
   punaraparaṃ bhagavan sā prajñāpāramitābhāvanā draṣṭavyā yatra buddhadharmā	punar-aparam Bagavan sA prajQApAramitA-BAvanA drazwavyA yatra budDa-DarmA
   api nābhimukhībhavanti kutaḥ punaḥ pratyekabuddhadharmāḥ | nāpi	api na-aBimuKIBavanti kutas punar pratyekabudDa-DarmAH | na-api
   śrāvakadharmā abhimukhībhavanti, kaḥ punarvādaḥ pṛthagjanadharmāṇām ||	SrAvaka-DarmAH aBimuKIBavanti, kaH punar-vAdaH pRTagjana-DarmANAm ||
   punaraparaṃ bhagavan sā prajñāpāramitābhāvanā yā(yāṃ?) bhāvanāmāgamya	punar-aparam Bagavan sA prajQApAramitA-BAvanA yA(yAM?) BAvanAm-Agamya
   acintyānapi buddhadharmānacintyā buddhadharmā iti na vikalpamāpadyate |	acintyAn-api budDa-DarmAn-acintyAH budDa-DarmAH iti na vikalpam-Apadyate |
   seyaṃ bhagavan prajñāpāramitābhāvanā bodhisattvānāṃ mahāsattvānāṃ	sA-iyam Bagavan prajQApAramitA-BAvanA boDisattvAnAm mahAsattvAnAm
   sarvadharmāvikalpāya draṣṭavyā ||	sarva-Darma-avikalpAya drazwavyA ||
   punaraparaṃ bhagavan sā prajñāpāramitābhāvanā yā(yāṃ?) bhāvanāmāgamya	punar-aparam Bagavan sA prajQApAramitA-BAvanA yA(yAM?) BAvanAm-Agamya
   sarvadharmān buddhadharmān paśyati, sarvadharmānacintyadharmān	sarva-DarmAn budDa-DarmAn paSyati, sarva-DarmAn-acintya-DarmAn
   paśyatyasamanupaśyanatayā | bahubuddhaśatasahasraparyupāsitāste bhagavan	paSyati-asamanupaSyana-tayA | bahu-budDa-Sata-sahasra-paryupAsitAH-te Bagavan
   kulaputrāḥ kuladuhitaraśca bhaviṣyanti ye imaṃ prajñāpāramitānirdeśaṃ	kula-putrAH kula-duhitaraH-ca Bavizyanti ye imam prajQApAramitA-nirdeSam
   śrutvā adhimokṣyante nottrasiṣyanti na saṃtrasiṣyanti na	SrutvA aDimokzyante na-uttrasizyanti na saMtrasizyanti na
   saṃtrāsamāpātsyante ||	saMtrAsam-ApAtsyante ||
   punaraparaṃ bhagavan sā prajñāpāramitābhāvanā yāṃ na kaściddharmaḥ	punar-aparam Bagavan sA prajQApAramitA-BAvanA yAm na kaScid-DarmaH
   saṃkliśyate vā vyavadāyate vā samanupaśyati | evaṃ bhāvanā bhagavan	saMkliSyate vA vyavadAyate vA samanupaSyati | evam BAvanA Bagavan
   prajñāpāramitābhāvanā | sā caiṣā bhagavan prajñāpāramitābhāvanā yā naiva	prajQApAramitA-BAvanA | sA ca-ezA Bagavan prajQApAramitA-BAvanA yA na-eva
   pṛthagjananānātvaṃ karoti, na śrāvakanānātvam, na pratyekabuddhanānātvam,	pRTagjana-nAnAtvam karoti, na SrAvaka-nAnA-tvam, na pratyekabudDa-nAnA-tvam,
   yāvat samyaksaṃbuddhanānātvaṃ ca karoti | eṣā sā bhagavan	yAvat samyaksaMbudDa-nAnA-tvam ca karoti | ezA sA Bagavan
   prajñāpāramitābhāvanā ||	prajQApAramitA-BAvanA ||
   (SaptaŚ, Vaidya 345) atha khalu bhagavān mañjuśriyaṃ	(SaptaŚ, VEdyaH 345) aTa Kalu BagavAn maQju-Sriyam
   kumārabhūtamāmantrayate sma - kiyantastvayā mañjuśrīḥ tathāgatāḥ	kumAra-BUtam-Amantrayate sma  kiyantaH-tvayA maQjuSrIH taTAgatAH
   paryupāsitāḥ? mañjuśrīrāha - yāvanto bhagavan māyāpuruṣasya cittacaitasikā	paryupAsitAH? maQjuSrIH-Aha  yAvantaH Bagavat mAyA-puruzasya citta-cEtasikA
   niruddhāḥ, iyanto mayā bhagavan tathāgatāḥ paryupāsitāḥ | bhagavānāha - na	nirudDAH, iyantaH mayA Bagavan taTAgatAH paryupAsitAH | BagavAn-Aha  na
   tvaṃ mañjuśrīḥ buddhadharmasaṃsthitaḥ? mañjuśrīrāha - kaścitpunarbhagavan	tvam maQjuSrIH budDa-Darma-saMsTitaH? maQjuSrIH-Aha  kaScid-punar-Bagavan
   sa dharma upalabhyate yo na buddhadharmasaṃsthitaḥ? bhagavānāha - kasya	sa DarmaH upalaByate yaH na budDa-Darma-saMsTitaH? BagavAn-Aha  kasya
   punarmañjuśrīḥ ete buddhadharmāḥ? mañjuśrīrāha - bhagavan tava tāvadete	punar-maQjuSrIH ete budDa-DarmAH? maQjuSrIH-Aha  Bagavan tava tAvat-ete
   buddhadharmā iti nāma na saṃvidyate nopalabhyate, kutaḥ punaranyeṣāṃ	budDa-DarmA iti nAma na saMvidyate na-upalaByate, kutas punar-anyezAm
   bhaviṣyati?	Bavizyati?
   bhagavānāha - prāptā te mañjuśrīrasaṅgatā? mañjuśrīrāha - tadyadā	BagavAn-Aha  prAptA te maQju-SrIra-saFga-tA? maQjuSrIH-Aha  tat-yadA
   tāvadahaṃ bhagavan na saṅgataiva, tatkiṃ bhūyo 'hamasaṅgatāmanuprāpsyāmi?	tAvat-aham Bagavat na saFga-tA-eva, tat-kim BUyas aham-asaFga-tAm-anuprApsyAmi?
   bhagavānāha - tatkiṃ niṣaṇṇo 'si mañjuśrīrbodhimaṇḍe? mañjuśrīrāha -	BagavAn-Aha  tat-kim nizaNNaH asi maQju-SrIH-boDimaNxe? maQjuSrIH-Aha -
   bhagavāneva tāvadbodhimaṇḍe na niṣaṇṇaḥ, kathaṃ punarahaṃ niṣatsyāmi	BagavAn-eva tAvat-boDimaNxe na nizaNNaH, kaTam punar-aham nizatsyAmi
   bhūtakoṭiṃ pramāṇīkṛtya? bhagavānāha - bhūtakoṭiriti mañjuśrīḥ	BUtakowim pramANIkRtya? BagavAn-Aha  BUtakowiH-iti maQjuSrIH
   kasyaitadadhivacanam? mañjuśrīrāha - bhūtakoṭiriti bhagavan	kasya-etat-aDivacanam? maQjuSrIH-Aha  BUtakowiH-iti Bagavan
   satkāyasyaitadadhivacanam | bhagavānāha - kiṃ saṃdhāya mañjuśrīrevaṃ	sat-kAyasya-etat-aDivacanam | BagavAn-Aha  kim saMDAya maQju-SrIH-evam
   vadasi? mañjuśrīrāha - asanneṣa bhagavan kāyo na satkāyaḥ | naiṣa	vadasi? maQjuSrIH-Aha  asan=-eza Bagavan kAyaH na satkAyaH | na-eza
   saṃkrāmati na viṣaṃkrāmati | tenaiṣa kāyo 'satkāya ||	saMkrAmati na vizaMkrAmati | tena-eza kAyaH asatkAya ||
   atha khalvāyuṣmān śāradvatīputro bhagavantametadavocat - niyatāste	aTa Kalu-AyuzmAn SAradvatI-putraH Bagavantam-etat-avocat  niyatAH-te
   bhagavan bodhisattvā mahāsattvā bhaviṣyanti bodhaye, ye imaṃ	Bagavan boDisattvAH mahAsattvAH Bavizyanti boDaye, ye imam
   prajñāpāramitānirdeśaṃ śrutvā adhimokṣyante notrasiṣyanti na	prajQApAramitA-nirdeSam SrutvA aDimokzyante na-utrasizyanti na
   saṃtrasiṣyanti saṃtrāsamāpatsyante ||	saMtrasizyanti saMtrAsam-Apatsyante ||
   atha khalu maitreyo bodhisattvo mahāsattvo bhagavantametadavocat -	aTa Kalu mEtreyaH boDisattvaH mahAsattvaH Bagavantam-etat-avocat -
   āsannībhūtāste bhagavan bodhisattvā mahāsattvā bhaviṣyanti bodhaye, ye	AsannIBUtAH-te Bagavan boDisattvAH mahAsattvAH Bavizyanti boDaye, ye
   imaṃ prajñāpāramitānirdeśaṃ śrutvā adhimokṣyante, notrasiṣyanti na	imam prajQApAramitA-nirdeSam SrutvA aDimokzyante, na-utrasizyanti na
   saṃtrasiṣyanti na saṃtrāsamāpatsyante | tatkasmāddhetoḥ? eṣaiva bhagavan	saMtrasizyanti na saMtrAsam-Apatsyante | tat-kasmAt-hetoH? ezA-eva Bagavan
   paramā bodhiḥ, yaiṣāṃ dharmāṇāmanubodhanā ||	paramA boDiH, yA-ezAm DarmANAm-anuboDanAH ||
   atha khalu mañjuśrīḥ kumārabhūto bhagavantametadavocat - buddhā eva te	aTa Kalu maQjuSrIH kumAra-BUtaH Bagavantam-etat-avocat  budDAH eva te
   bhagavan bodhisattvā mahāsattvā draṣṭavyāḥ, ye imaṃ prajñāpāramitānirdeśaṃ	Bagavan boDisattvAH mahAsattvAH drazwavyAH, ye imam prajQApAramitA-nirdeSam
   śrutvā adhimokṣyante, notrasiṣyanti na saṃtrasiṣyanti na	SrutvA aDimokzyante, na-utrasizyanti na saMtrasizyanti na
   saṃtrāsamāpatsyante | tatkasmāddhetoḥ? buddha iti paramārthato	saMtrAsam-Apatsyante | tat-kasmAt-hetoH? budDaH iti paramArTa-taH-
   'nutpādasyaitadadhivacanam ||	anutpAdasya-etat-aDivacanam ||
   atha khalu nirālambā bhaginī bhagavantametadavocat - na te bhagavan	aTa Kalu nirAlambA BaginI Bagavantam-etat-avocat  na te Bagavan
   bodhisattvā mahāsattvāḥ pṛthagjanadharmān śrāvakadharmān	boDisattvAH mahAsattvAH pRTagjana-DarmAn SrAvaka-DarmAn
   pratyekabuddhadharmān samyaksaṃbuddhadharmānadhyāmbiṣyante, ye imaṃ	pratyekabudDa-DarmAn samyaksaMbudDa-Darma-anaDya-ambizyante, ye imam
   prajñāpāramitānirdeśaṃ śrutvā adhimokṣyante, notrasiṣyanti na	prajQApAramitA-nirdeSam SrutvA aDimokzyante, na-utrasizyanti na
   saṃtrasiṣyanti na saṃtrāsamāpatsyante | tatkasmāddhetoḥ? tathā hi bhagavan	saMtrasizyanti na saMtrAsam-Apatsyante | tat-kasmAt-hetoH? taTA hi Bagavan
   nirālambāḥ sarvadharmā asaṃvidyamānatvāt | tenaiṣāmālambanaṃ na saṃvidyate	nirAlambAH sarva-DarmAH asaMvidyamAna-tvAt | tena-ezAm-Alambanam na saMvidyate
   atha khalu bhagavānāyuṣmantaṃ śāradvatīputramāmantrayate sma -	aTa Kalu BagavAn-Ayuzmantam SAradvatI-putram-Amantrayate sma -
   evametacchāradvatīputra, evametat | niyatāste kulaputrāḥ kuladuhitaraśca	evam-etat-SAradvatI-putra, evam-etat | niyatAH-te kula-putrAH kula-duhitaraH-ca
   bhaviṣyanti bodhaye, ye imaṃ prajñāpāramitānirdeśaṃ śrutvā adhimokṣyante,	Bavizyanti boDaye, ye imam prajQApAramitA-nirdeSam SrutvA aDimokzyante,
   nottrasanti na saṃtrasanti na saṃtrāsamāpatsyante | avinivartanīyabhūmau	na-uttrasanti na saMtrasanti na saMtrAsam-Apatsyante | avinivartanIya-BUmO
   tvaṃ (SaptaŚ, Vaidya 346) śāradvatīputra pratiṣṭhitāṃstān kulaputrān	tvam (SaptaŚ, VEdyaH 346) SAradvatI-putra pratizWitAn=-tAn kula-putrAn
   kuladuhitaraśca jānīṣva, ye imaṃ prajñāpāramitānirdeśaṃ śrutvā	kula-duhitaraH-ca jAnIzva, ye imam prajQApAramitA-nirdeSam SrutvA
   adhimokṣyante, nottrasiṣyanti na saṃtrasiṣyanti na saṃtrāsamāpatsyante,	aDimokzyante, na-uttrasizyanti na saMtrasizyanti na saMtrAsam-Apatsyante,
   mūrdhnā ca pratigrahīṣyanti | te te śāradvatīputra paramadānapatayo	mUrDnA ca pratigrahIzyanti | te te SAradvatI-putra parama-dAna-patayaH-
   bhaviṣyanti mahādānapatayo viśiṣṭadānapatayaḥ | te te śāradvatīputra	Bavizyanti mahA-dAna-patayaH viSizwa-dAna-patayaH | te te SAradvatI-putra
   śīlasaṃpannā bhaviṣyanti paramaśīlavantaḥ	SIla-saMpannAH Bavizyanti parama-SIlavantaH
   paramaviśiṣṭaśīlaguṇapathaprāptāḥ, ye imaṃ prajñāpāramitānirdeśaṃ śrutvā	parama-viSizwa-SIla-guNa-paTa-prAptAH, ye imam prajQApAramitA-nirdeSam SrutvA
   adhimokṣyante, nottrasiṣyanti na saṃtrasiṣyanti na saṃtrāsamāpatsyante |	aDimokzyante, na-uttrasizyanti na saMtrasizyanti na saMtrAsam-Apatsyante |
   te te śāradvatīputra paramayā kṣāntyā, parameṇa vīryeṇa, paramairdhyānaiḥ,	te te SAradvatI-putra paramayA kzAntyA, parameNa vIryeNa, paramEH-DyAnEH,
   paramayā apratisamayā prajñayā samanvāgatā bhaviṣyanti | te te	paramayA apratisamayA prajQayA samanvAgatAH Bavizyanti | te te
   śāradvatīputra bodhisattvā mahāsattvā yāvat sarvakāravaropetena	SAradvatI-putra boDisattvAH mahAsattvAH yAvat sarva-kAra-vara-upetena
   sarvajñajñānena samanvāgatā bhaviṣyanti, ye imaṃ prajñāpāramitānirdeśaṃ	sarvajQa-jQAnena samanvAgatA Bavizyanti, ye imam prajQApAramitA-nirdeSam
   śrutvā adhimokṣyante, notrasiṣyanti na saṃtrasiṣyanti na	SrutvA aDimokzyante, na-utrasizyanti na saMtrasizyanti na
   saṃtrāsamāpatsyante ||	saMtrAsam-Apatsyante ||
   punaraparaṃ bhagavan mañjuśriyaṃ kumārabhūmetadavocat - kaṃ punastvaṃ	punar-aparam Bagavat maQju-Sriyam kumAra-BUm-etat-avocat  kam punar-tvam
   mañjuśrīḥ arthavaśaṃ saṃpaśyan icchasyanuttarāṃ	maQjuSrIH arTa-vaSam saMpaSyan icCasi-anuttarAm
   samyaksaṃbodhimabhisaṃboddhum? mañjuśrīrāha - sacedahaṃ bhagavan bodhaye	samyaksaMboDim-aBisaMbodDum? maQjuSrIH-Aha  saced-aham Bagavan boDaye
   saṃpratiṣṭheyam, evamahamiccheyamabhisaṃboddhum | nāhaṃ bhagavan bodhiṃ	saMpratizWeyam, evam-aham-icCeyam-aBisaMbodDum | na-aham Bagavan boDim
   prārthayāmi | tatkasmāddhetoḥ? bodhirevaiṣa yo 'yaṃ mañjuśrīḥ kumārabhūtaḥ	prArTayAmi | tat-kasmAt-hetoH? boDiH-eva-eza yaH ayam maQjuSrIH kumAra-BUtaH
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - sādhu sādhu	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  sADu sADu
   mañjuśrīḥ, yastvamimānyevaṃrūpāṇi gambhīrāṇi gambhīrāṇi sthānāni nirdiśasi	maQjuSrIH, yaH-tvam-imAni-evaMrUpANi gamBIrANi gamBIrANi sTAnAni nirdiSasi
   | yathāpi tvaṃ pūrvajinakṛtādhikāro 'nupalambhaciracaritabrahmacaryaḥ |	| yaTA-api tvam pUrva-jina-kRta-aDikAraH anupalamBa-cira-carita-brahmacaryaH |
   mañjuśrīrāha - labdha eva bhagavan dharmaḥ syāt, yadyahamanupalambhacārī	maQjuSrIH-Aha  labDaH eva Bagavan DarmaH syAt, yadi-aham-anupalamBa-cArI
   syām ||	syAm ||
   evamukte bhagavān mañjuśriyaṃ kumārabhūtametadavocat - paśyasi tvaṃ	evam-ukte BagavAn maQju-Sriyam kumAra-BUtam-etat-avocat  paSyasi tvam
   mañjuśrīrimāṃ mama śrāvakasaṃpadam? mañjuśrīrāha paśyāmi bhagavan |	maQjuSrIH-imAm mama SrAvaka-saMpadam? maQjuSrIH-Aha paSyAmi Bagavan |
   bhagavānāha - kathaṃ paśyasi? mañjuśrīrāha - tathāhaṃ bhagavan paśyāmi	BagavAn-Aha  kaTam paSyasi? maQjuSrIH-Aha  taTA-aham Bagavan paSyAmi
   yathā naiva pṛthagjanāna paśyāmi, naiva śaikṣān paśyāmi, naivāśaikṣān	yaTA na-eva pRTagjanAna paSyAmi, na-eva SEkzAn paSyAmi, na-eva-aSEkzAn
   paśyāmi | nāpi paśyāmi, nāpi naiva paśyāmi, evaṃ paśyāmi | yannaiva bahūn	paSyAmi | na-api paSyAmi, na-api na-eva paSyAmi, evam paSyAmi | yat-na-eva bahUn
   paśyāmi, nāpyalpakān paśyāmi | yannaiva vinītān paśyāmi, nāpyavinītān	paSyAmi, na-api-alpakAn paSyAmi | yat-na-eva vinItAn paSyAmi, na-api-avinItAn
   paśyāmi ||	paSyAmi ||
   atha khalvāyuṣmān śāradvatīputro mañjuśriyaṃ kumārabhūtametadavocat -	aTa Kalu-AyuzmAn SAradvatI-putraH maQju-Sriyam kumAra-BUtam-etat-avocat -
   yastvaṃ mañjuśrīḥ śrāvakayānikānevaṃ paśyasi, samyaksaṃbuddhayānikān	yaH-tvam maQjuSrIH SrAvaka-yAnikAn-evam paSyasi, samyaksaMbudDa-yAnikAn
   punastvaṃ kathaṃ paśyasi? mañjuśrīrāha - bodhisattva iti bhadanta	punar-tvam kaTam paSyasi? maQjuSrIH-Aha  boDisattvaH iti Badanta
   śāradvatīputra nāma dharmaṃ na samanupaśyāmi, bodhāya saṃprasthita iti	SAradvatIputra nAma Darmam na samanupaSyAmi, boDAya saMprasTitaH iti
   nāma dharmaṃ na samanupaśyāmi | bodhāya caratīti nāma dharmaṃ na	nAma Darmam na samanupaSyAmi | boDAya carati-iti nAma Darmam na
   samanupaśyāmi | abhisaṃbudhyata iti nāma dharmaṃ na samanupaśyāmi | evaṃ	samanupaSyAmi | aBisaMbuDyate iti nAma Darmam na samanupaSyAmi | evam
   bhadanta śāradvatīputra samyaksaṃbuddhayānikān paśyāmi | śāradvatīputra	Badanta SAradvatI-putra samyaksaMbudDa-yAnikAn paSyAmi | SAradvatI-putra
   āha - tathāgataṃ punastvaṃ mañjuśrīḥ kathaṃ paśyasi? mañjuśrīrāha -	Aha  taTAgatam punar-tvam maQjuSrIH kaTam paSyasi? maQjuSrIH-Aha -
   tiṣṭhatu bhadanta śāradvatīputra mahānāgaḥ | mā mahānāgaṃ ghaṭṭaya ||	tizWatu Badanta SAradvatI-putra mahA-nAgaH | mA mahA-nAgam GawwayaH ||
   evamukte āyuṣmān śāradvatīputro mañjuśriyaṃ kumārabhūtametadavocat -	evam-ukte AyuzmAn SAradvatI-putraH maQju-Sriyam kumAra-BUtam-etat-avocat -
   buddha iti mañjuśrīḥ kasyaitadadhivacanam? mañjuśrīrāha - yatpunarbhadanta	budDaH iti maQjuSrIH kasya-etat-aDivacanam? maQjuSrIH-Aha  yat-punar-Badanta
   śāradvatīputra ucyate ātmeti, kasyaitadadhivacanam? śāradvatīputra āha -	SAradvatI-putraH ucyate AtmA-iti, kasya-etat-aDivacanam? SAradvatI-putraH Aha -
   anutpādasyaitanmañjuśrīradhivacanaṃ yaduta ātmeti | mañjuśrīrāha -	anutpAdasya-etat-maQju-SrIH-aDivacanam yat-uta AtmA-iti | maQjuSrIH-Aha -
   (SaptaŚ, Vaidya 347) evametadbhadanta śāradvatīputra	(SaptaŚ, VEdyaH 347) evam-etat-Badanta SAradvatI-putra
   yasyaitadadhivacanamātmeti, tasyaitadadhivacanaṃ buddha iti | api tu	yasya-etat-aDivacanam-AtmA-iti, tasya-etat-aDivacanam budDaH iti | api tu
   bhadanta śāradvatīputra apadādhivacanametad yadidamucyate buddha iti | na	Badanta SAradvatI-putra apadADi-vacanam-etat yat-idam-ucyate budDaH iti | na
   hyetadbhadanta śāradvatīputra vācābhirvijñāpayituṃ buddha iti | vāgapi	hi-etat-Badanta SAradvatI-putra vAcABiH-vijQApayitum budDaH iti | vAc-api
   bhadanta śāradvatīputra na sukarā nirūpayitum - iyaṃ vāgiti, kutaḥ	Badanta SAradvatI-putra na sukarA nirUpayitum  iyam vAgiti, kutas-
   punarbuddha iti | api tu bhadanta śāradvatīputra yadevaṃ vadasi -	punar-budDaH iti | api tu Badanta SAradvatI-putra yat-evam vadasi -
   kasyaitadadhivacanaṃ buddha iti, yo na samudāgato notpanno na nirotsyate,	kasya-etat-aDivacanam budDaH iti, yaH na samudAgataH na-utpannaH na nirotsyate,
   yo na kenaciddharmeṇa samanvāgato nāpyatra kiṃcitpadamabhedam,	yaH na kenacid-DarmeNa samanvAgataH na-api-atra kiMcid-padam-aBedam,
   apadasyaitadbhadanta śāradvatīputra adhivacanaṃ yaduta buddha iti |	apadasya-etat-Badanta SAradvatI-putra aDivacanam yat-uta budDaH iti |
   tathāgataṃ bhadanta śāradvatīputra paryeṣitukāmena ātmā paryeṣitavyaḥ |	taTAgatam Badanta SAradvatI-putra paryezitu-kAmena AtmA paryezitavyaH |
   ātmeti bhadanta śāradvatīputra buddhasyaitadadhivacanam | yathā ātmā	AtmA-iti Badanta SAradvatI-putra budDasya-etat-aDivacanam | yaTA AtmA
   atyantatayā na saṃvidyate nopalabhyate, tathā buddho 'pyatyantatayā na	atyanta-tayA na saMvidyate na-upalaByate, taTA budDaH api-atyanta-tayA na
   saṃvidyate nopalabhyate | yathā ātmā na kenaciddharmeṇa vacanīyaḥ, tathā	saMvidyate na-upalaByate | yaTA AtmA na kenacid-DarmeNa vacanIyaH, taTA
   buddho 'pi na kenaciddharmeṇa vacanīyaḥ | yatra na kācitsaṃkhyā, sa ucyate	budDaH api na kenacid-DarmeNa vacanIyaH | yatra na kAcid-saMKyA, saH ucyate
   buddha iti | na caitadbhadanta śāradvatīputra sukaramājñātumātmeti	budDaH iti | na ca-etat-Badanta SAradvatI-putra sukaram-AjQAtum-AtmA-iti
   yadadhivacanam, evametadbhadanta śāradvatīputra na sukaramājñātuṃ buddha	yat-aDivacanam, evam-etat-Badanta SAradvatI-putra na sukaram-AjQAtum budDa
   iti yadadhivacanam ||	iti yat-aDivacanam ||
