   oṃ	om
   eṣa hi vā aṅgānāṃ rasaḥ || BrhUp_1,3.19 ||	eza hi vE aFgAnAm rasaH || BrhUp_1,3.19 ||
   BrhUpBh_1,3.19 so 'yāsya āṅgirasa ityādi yathopanyastamevopādīyate	Brhu-upBh_1,3.19 saH ayAsyaH AFgirasaH ityAdi yaTA-upanyastam-eva-upAdIyate
   uttarārtham'prāṇo vā aṅgānāṃ rasaḥ'ityevamantaṃ vākyaṃ	uttara-arTam-aprANaH vE aFgAnAm rasaH-aiti-evam-antam vAkyam
   yathāvyākhyārthameva punaḥ smārayati /	yaTAvyAKya-arTam-eva punar smArayati /
   katham? 'prāṇo vā aṅgānāṃ rasaḥ'iti /	kaTam? aprANaH vE aFgAnAm rasaH-aiti /
   'prāṇo hi'-hiśabdaḥ prasiddhau- aṅgānāṃ rasaḥ /	aprANaH hi-a-hi-SabdaH prasidDO aFgAnAm rasaH /
   prasiddhametatprāṇasyāṅgarasatvaṃ na vāgādīnām /	prasidDam-etat-prANasya-aFga-rasa-tvam na vAc-AdInAm /
   tasmādyuktaṃ prāṇo vā iti smāraṇam /	tasmAt-yuktam prANaH vA iti smAraNam /
   kathaṃ punaḥ prasiddhatvam? ityata āha /	kaTam punar prasidDa-tvam? iti-atas Aha /
   tasmācchabda upasaṃhārārtha uparitvena sambadhyate /	tasmAt-SabdaH upasaMhAra-arTaH upari-tvena sambaDyate /
   yasmādyato 'vayavātkasmādanuktaviśeṣāt, yasmātkasmādyataḥ kutaścicca	yasmAt-yatas avayavAt-kasmAt-anukta-viSezAt, yasmAt-kasmAt-yatas kutaScid-ca
   aṅgāccharīrāvayavādaviśeṣitātprāṇa utkrāmatyapasarpati tadeva tatraiva	aFgAt-SarIra-avayavAt-aviSezitAt-prANaH utkrAmati-apasarpati tat-eva tatra-eva
   tadaṅgaṃ śuṣyati nīrasaṃ bhavati śoṣamupaiti /	tad-aFgam Suzyati nIrasam Bavati Sozam-upEti /
   tasmādeṣa hi vā aṅgānāṃ rasaḥ ityupasaṃhāraḥ /	tasmAt-eza hi vE aFgAnAm rasaH iti-upasaMhAraH /
   ataḥ kāryakaraṇānāmātmā prāṇa ityetatsiddham /	atas kArya-karaNAnAm-AtmA prANaH iti-etat-sidDam /
   ātmāpāye hi śeṣo maraṇaṃ syāttasmāttena jīvanti prāṇinaḥ sarve /	Atma-apAye hi SezaH maraNam syAt-tasmAt-tena jIvanti prANinaH sarve /
   tasmādapāsya vāgādīnprāṇa evopāsya iti samudāyārthaḥ //19//	tasmAt-apAsya vAc-AdIn-prANaH eva-upAsyaH iti samudAya-arTaH //19//
   na kevalaṃ kāryakaraṇayorevātmā prāṇo rūpakarmabhūtayoḥ /	na kevalam kArya-karaNayoH-eva-AtmA prANaH rUpa-karma-BUtayoH /
   kiṃ tarhi? ṛgyajuḥsāmnāṃ nāmabhūtānāmātmeti sarvātmakatayā prāṇaṃ	kim tarhi? Rc-yajuH-sAmnAm nAma-BUtAnAm-AtmA-iti sarva-Atmaka-tayA prANam
   stuvanmahīkarotyupāsyatvāya-	stuvan-mahIkaroti-upAsya-tvAya-
   START BrhUp 1,3.20	START BrhUp 1,3.20
   eṣa u eva bṛhaspatiḥ |	ezaH u eva bRhaspatiH |
   vāg vai bṛhatī |	vAc vE bRhatI |
   tasyā eṣa patis tasmād u bṛhaspatiḥ || BrhUp_1,3.20 ||	tasyAH eza patiH tasmAt u bRhaspatiH || BrhUp_1,3.20 ||
   BrhUpBh_1,3.20 eṣa u eva prakṛta āṅgiraso bṛhaspatiḥ /	Brhu-upBh_1,3.20 ezaH u eva prakRtaH AFgirasaH bRhaspatiH /
   kathaṃ bṛhaspatiḥ? ityucyate- vāgvai bṛhatī bṛhatīcchandaḥ	kaTam bRhaspatiH? iti-ucyate vAc-vE bRhatI bRhati-icCandaH
   ṣaṭtriṃśadakṣarā /	zawtriMSat-akzarA /
   anuṣṭupca vāk /	anuzwuB-ca vAc /
   katham? "vāgvā anuṣṭup"(nṛsi.pū.1 / 1) iti śruteḥ /	kaTam? "vAc-vA anuzwup"(-nRsi.pU.1 / 1) iti SruteH /
   sā ca vāganuṣṭubbṛhatyāṃ chandasyantarbhavati /	sA ca vAc-anuzwuB-bRhatyAm Candasi-antar-Bavati /
   ato yuktaṃ vāgvai bṛhatīti prasiddhavadvaktum /	atas yuktam vAc-vE bRhatI-iti prasidDa-vat-vaktum /
   bṛhatyāṃ ca sarvā ṛco 'ntarbhavanti prāṇasaṃstutatvāt /	bRhatyAm ca sarvAH RcaH antarBavanti prANa-saMstuta-tvAt /
   "prāṇo bṛhatī prāṇa ṛca ityeva vidyāt"iti śrutyantarāt /	"prANaH bRhatI prANaH RcaH iti-eva vidyAt"iti Sruti-antarAt /
   vāgātmatvāccarcā prāṇe 'ntarbhāvaḥ /	vAc-Atma-tvAt-carcA prANe antarBAvaH /
   tatkatham? ityāha- tasyā vāco bṛhatyā ṛca eṣa prāṇaḥ patiḥ /	tat-kaTam? iti-Aha tasyAH vAcaH bRhatyAH RcaH eza prANaH patiH /
   tasyā nirvartakatvāt /	tasyAH nirvartaka-tvAt /
   kauṣṭhyāgnipreritamārutanirvartyā hi ṛk /	kOzWyA-agni-prerita-mAruta-nirvartyA hi Rc /
   pālanādvā vācaḥ patiḥ /	pAlanAt-vA vAcaH patiH /
   prāṇena hi pālyate vāk /	prANena hi pAlyate vAc /
   aprāṇasya śabdoccāraṇasāmarthyābhāvāt /	aprANasya Sabda-uccAraNa-sAmarTya-aBAvAt /
   tasmā bṛhaspatirṛcāṃ prāṇa ātmetyarthaḥ //20//	tasmE bRhaspatiH-RcAm prANaH AtmA-iti-arTaH //20//
   tathā yajuṣām /	taTA yajuzAm /
   katham?	kaTam?
   START BrhUp 1,3.21	START BrhUp 1,3.21
   eṣa u eva brahmaṇaspatiḥ |	ezaH u eva brahmaNaspatiH |
   vāg vai brahma |	vAc vE brahma |
   tasyā eṣa patis tasmād u brahmaṇaspatiḥ || BrhUp_1,3.21 ||	tasyAH eza patiH tasmAt u brahmaNaspatiH || BrhUp_1,3.21 ||
   BrhUpBh_1,3.21 eṣa u eva brahmaṇaspatiḥ /	Brhu-upBh_1,3.21 ezaH u eva brahmaNaspatiH /
   vāgvai brahma, brahma yajuḥ, tacca vāgviśeṣa eva /	vAc-vE brahma, brahma yajuH, tat-ca vAc-viSezaH eva /
   tasyā vāco yajuṣo brahmaṇa eṣa patistasmādu brahmaṇaspatiḥ pūrvavat /	tasyAH vAcaH yajuzaH brahmaNaH eza patiH-tasmAdu brahmaNaspatiH pUrvavat /
   kathaṃ punaretadavagamyate bṛhatībrahmaṇorṛgyajuṣṭvaṃ na	kaTam punar-etat-avagamyate bRhatI-brahmaNaH-rRc-yajuzwvam na
   punaranyārthatvam? ityucyate- vāco 'nte	punar-anya-arTa-tvam? iti-ucyate vAcaH ante
   sāmasāmānādhikaraṇyanirdeśāt"vāgvai sāma"(1 / 3 / 22) iti /	sAma-sAmAna-aDikaraNya-nirdeSAt"-vAc-vE sAma"(1 / 3 / 22) iti /
   tathā ca'vāgvai bṛhatī' 'vāgvai brahma'iti ca	taTA ca-avAc-vE bRhatI-a avAc-vE brahma-aiti ca
   vāksamānādhikaraṇayorṛgyajuṣṭvaṃ yuktam /	vAc-samAna-aDikaraNayoH-Rc-yajuzwvam yuktam /
   pariśeṣācca- sāmni abhihite ṛgyajuṣī eva pariśiṣṭe /	pariSezAt-ca sAmni aBihite Rc-yajuzI eva pariSizwe /
   vāgviśeṣatvācca- vāgviśeṣo hi ṛgyajuṣī /	vAc-viSeza-tvAt-ca vAc-viSezaH hi Rc-yajuzI /
   tasmāt tayorvācā samānādhikaraṇatā yuktā /	tasmAt tayoH-vAcA samAna-aDikaraNa-tA yuktAH /
   aviśeṣaprasaṅgācca- sāmodgītha iti ca spaṣṭaṃ viśeṣābhidhānatvam, tathā	aviSeza-prasaFgAt-ca sAma-udgITaH iti ca spazwam viSeza-aBiDAna-tvam, taTA
   bṛhatībrahmaśabdayorapi viśeṣābhidhānatvaṃ yuktam /	bRhatI-brahma-SabdayoH-api viSeza-aBiDAna-tvam yuktam /
   anyathā anirdhārita viśeṣayorānarthakyāpatteśca viśeṣābhidhānasya	anyaTA anirDArita viSezayoH-AnarTakI-ApatteH-ca viSeza-aBiDAnasya
   vāṅmātratve cobhayatra paunaruktyāt /	vAc-mAtra-tve ca-uBayatra pOnaruktyAt /
   ṛgyajuḥsāmodgīthaśabdānāṃ ca śrutiṣvevaṅkramadarśanāt //21//	Rc-yajuH-sAma-udgITa-SabdAnAm ca Srutizu-evaFkrama-darSanAt //21//
   START BrhUp 1,3.22	START BrhUp 1,3.22
   eṣa u eva sāma |	ezaH u eva sAma |
   vāg vai sāmaiṣa sā cāmaś ceti tat sāmnaḥ sāmatvam |	vAc vE sAma-eza sA ca-AmaH ca-iti tat sAmnaH sAma-tvam |
   yad v eva samaḥ pluṣiṇā samo maśakena samo nāgena sama ebhis tribhir	yat u eva samaH pluziNA samaH maSakena samaH nAgena samaH eBiH triBiH-
   lokaiḥ samo 'nena sarveṇa tasmād v eva sāma |	lokEH samaH anena sarveNa tasmAt v eva sAma |
   aśnute sāmnaḥ sāyujyaṃ salokatām |	aSnute sAmnaH sAyujyam salokatAm |
   ya evam etat sāma veda || BrhUp_1,3.22 ||	yaH evam etat sAma vedaH || BrhUp_1,3.22 ||
   BrhUpBh_1,3.22 eṣa u eva sāma /	Brhu-upBh_1,3.22 ezaH u eva sAma /
   katham? ityāha vāgvai sā yatkiñcitstrīśabdābhidheyaṃ sā vāk /	kaTam? iti-Aha vAc-vE sA yat-kiQcit-strI-Sabda-aBiDeyam sA vAc /
   sarvastrīśabdābhidheyavastuviṣayo 'maḥ śabdaḥ /	sarva-strI-Sabda-aBiDeya-vastu-vizayaH amaH SabdaH /
   "kena me paiṃsnāni nāmānyāpnoṣīti, prāṇeneti brūyātkena me strīnāmānīti	"kena me pEMsnAni nAmAnyApnozi-iti, prANena-iti brUyAt-kena me strI-nAmAni-iti
   vācā"(kauṣī.u 1 / 7) iti śrutyantarāt vākprāṇābhidhānabhūto 'yaṃ	vAcA"(ka-ozI.u 1 / 7) iti Sruti-antarAt vAc-prANa-aBiDAna-BUtaH ayam
   sāmaśabdaḥ, tathā prāṇanirvartyasvarādisamudāyamātraṃ gitiḥ	sAma-SabdaH, taTA prANa-nirvartya-svara-Adi-samudAya-mAtram gitiH
   sāmaśabdenābhidhīyate;ato na prāṇavāgvyatirekeṇa sāmanāmāsti kiñcit,	sAma-Sabdena-aBiDIyate;atas na prANa-vAc-vyatirekeNa sAmanAmA-asti kiQcit,
   svaravarṇādeśca prāṇanirvartyatvātprāṇatantratvācca /	svara-varNa-AdeH-ca prANa-nirvartya-tvAt-prANa-tantra-tvAt-ca /
   eṣa u eva prāṇaḥ sāma /	ezaH u eva prANaH sAma /
   yasmātsāma sāmeti vākprāṇātmakam- sā cāmaśceti, tattasmātsāmno	yasmAt-sAma sAma-iti vAc-prANa-Atmakam sA ca-AmaH-ceti, tat-tasmAt-sAmnaH-
   gītirūpabhya svarādisamudāyasya sāmatvaṃ tatpragītaṃ bhuvi /	gIti-rUpaByaH svara-Adi-samudAyasya sAma-tvam tad-pragItam Buvi /
   yad u eva samastulyaḥ sarveṇa vakṣyamāṇena prakāreṇa, tasmādvā sāmetyanena	yat u eva samaH-tulyaH sarveNa vakzyamANena prakAreNa, tasmAt-vA sAma-iti-anena
   sambandhaḥ /	sambanDaH /
   vāśabdaḥ sāmaśabdalābhanimittaprakārāntaranirdeśasāmarthyalabhyaḥ /	vA-SabdaH sAma-Sabda-lABa-nimitta-prakAra-antara-nirdeSa-sAmarTya-laByaH /
   kena punaḥ prakāreṇa prāṇasya tulyatvam? ityucyate- samaḥ pluṣiṇā	kena punar prakAreNa prANasya tulya-tvam? iti-ucyate samaH pluziNA
   puttikāśarīreṇa samo maśakena maśakaśarīreṇa, samo nāgena hastiśarīreṇa,	puttikA-SarIreNa samaH maSakena maSaka-SarIreNa, samaH nAgena hasti-SarIreNa,
   sama ebhistribhirlokaistrailokyaśarīreṇa prājāpatyena, samo 'nena	samaH eBiH-triBiH-lokEH-trElokya-SarIreNa prAjApatyena, samaH anena
   jagadrūpeṇa hairaṇyagarbheṇa /	jagat-rUpeNa hEraNyagarBeNa /
   puttikādiśarīreṣu gotvādivatkārtsnyena parisamāpta iti samatvaṃ	puttikA-Adi-SarIrezu go-tva-Adi-vat-kArtsnyena parisamAptaH iti sama-tvam
   prāṇasya;na punaḥ śarīramātraparimāṇenaiva, amūrtatvātsarvagatatvācca /	prANasya;na punar SarIra-mAtra-parimANena-eva, amUrta-tvAt-sarva-gata-tvAt-ca /
   na ca ghaṭaprāsādādipradīpavatsaṃkocavikāsitayā śarīre tāvanmātraṃ	na ca Gawa-prAsAda-Adi-pradIpa-vat-saMkoca-vikAsitayA SarIre tAvat-mAtram
   samatvam /	sama-tvam /
   "ta ete sarva eva samāḥ sarve 'nantāḥ"(bṛha.u.1 / 5 / 13) iti śruteḥ /	"tas ete sarve eva samAH sarve anantAH"(-bRha.u.1 / 5 / 13) iti SruteH /
   sarvagatasya tu śarīraparimāṇavṛttilābho na virudhyate /	sarva-gatasya tu SarIra-parimANa-vRtti-lABaH na viruDyate /
   evaṃ samatvātsāmākhyaṃ prāṇaṃ veda yaḥśratiprakāśitamahacvaṃ	evam samatvAt-sAma-AKyam prANam veda yaH-Srati-prakASita-mahacvam
   taspaitatphalam-aśnute vyāpnoti sāmnaḥ prāṇasya sāyujyaṃ sayugbhāvaṃ	taspa-etat-Palam--aSnute vyApnoti sAmnaH prANasya sAyujyam sa-yugBAvam
   samānadehendriyābhimānatvam, sālokyaṃ samānalophatāṃ vā bhāvanāviśeṣataḥ,	samAna-deha-indriya-aBimAna-tvam, sAlokyam samAna-loPa-tAm vA BAvanA-viSezataH,
   ya evametadyathoktaṃ sāma prāṇaṃ veda-ā prāṇātmābhimānābhivyakterupāste	yaH evam-etat-yaTA-uktam sAma prANam veda-A prANa-Atma-aBimAna-aBivyakteH-upAste
   ityarthaḥ //22//	iti-arTaH //22//
   START BrhUp 1,3.23	START BrhUp 1,3.23
   eṣa u vā udgīthaḥ |	ezaH u vE udgITaH |
   prāṇo vā ut prāṇena hīdaṃ sarvam uttabdham |	prANaH vA ud prANena hi-idam sarvam uttabDam |
   vāg eva gīthā |	vAc eva gITAH |
   uc ca gīthā ceti |	ud ca gITA ca-iti |
   sa udgīthaḥ || BrhUp_1,3.23 ||	saH udgITaH || BrhUp_1,3.23 ||
   BrhUpBh_1,3.23 eṣa u vā udgīthaḥ /	Brhu-upBh_1,3.23 ezaH u vE udgITaH /
   udgītho nāma sāmāvayavo bhaktiviśeṣo nodgānam, sāmādhikārāt /	udgITaH nAma sAma-avayavaH Bakti-viSezaH na-udgAnam, sAma-aDikArAt /
   kathamudgīthaḥ prāṇaḥ? prāṇo vā utprāṇena hi yasmādidaṃ sarvaṃ	kaTam-udgITaH prANaH? prANaH vE utprANena hi yasmAt-idam sarvam
   jagaduttabdhamūrdhvaṃ stabdhamuttambhitaṃ vidhṛtamityarthaḥ /	jagat-uttabDam-UrDvam stabDam-uttamBitam viDRtam-iti-arTaH /
   uttabdhārthāvadyotako 'yamucchabdaḥ prāṇaguṇābhidhāyakaḥ, tasmādutprāṇaḥ /	uttabDa-arTa-avadyotakaH ayam-ucCabdaH prANa-guNa-aBiDAyakaH, tasmAt-utprANaH /
   vāgeva gīthāśabdaviśeṣatvādudgīthabhakteḥ /	vAc-eva gITA-Sabda-viSeza-tvAt-udgITa-BakteH /
   gāyateḥ śabdārthatvātsā vāgeva /	gAyateH Sabda-arTa-tvAt-sA vAc-eva /
   na hyudgīthabhakteḥśabdavyatirekeṇa kiñcidrūpamutprekṣyate /	na hi-udgITa-BakteH-Sabda-vyatirekeNa kiQcid-rUpam-utprekzyate /
   tasmādyuktamavadhāraṇaṃ vāgeva gītheti /	tasmAt-yuktam-avaDAraNam vAc-eva gITA-iti /
   ucca prāṇo gīthā ca prāṇatantrā vāgityubhayamekena śabdenābhidhīyate sa	ucca prANaH gITA ca prANa-tantrA vAc-iti-uBayam-ekena Sabdena-aBiDIyate sa
   udgīthaḥ //23//	udgITaH //23//
   START BrhUp 1,3.24	START BrhUp 1,3.24
   tad dhāpi brahmadattaś caikitāneyo rājānaṃ bhakṣayann uvāca |	tat DApi brahmadattaH cEkitAneyaH rAjAnam Bakzayan uvAca |
   ayaṃ tyasya rājā mūrdhānaṃ vipātayatād yad ito 'yāsya āṅgiraso	ayam tyasya rAjA mUrDAnam vipAtayatAt yat itas ayAsyaH AFgirasaH-
   'nyenodagāyad iti |	anyena-udagAyat iti |
   vācā ca hy eva sa prāṇena codagāyad iti || BrhUp_1,3.24 ||	vAcA ca hi eva sa prANena ca-udagAyat iti || BrhUp_1,3.24 ||
   BrhUpBh_1,3.24 taddhāpi tattatraitasminnukter'the hāpyākhyāyikāpi śrūtaye	Brhu-upBh_1,3.24 tat-ha-api tat-tatra-etasmin=-ukter-aTe ha-apya-AKyAyikA-api SrUtaye
   hasma /	hasma /
   brahmadatto nāmataḥ cikitānasyāpatyaṃ caikitānastadapatyaṃ yuvā	brahmadattaH nAmataH cikitAnasya-apatyam cEkitAnaH-tad-apatyam yuvA
   caikitāneyaḥ, rājānaṃ yajñe somaṃ bhakṣayannuvāca /	cEkitAneyaH, rAjAnam yajQe somam Bakzayan=-uvAca /
   kim? ayaṃ camasastho mayābhakṣyamāṇo rājā tyasya tasya mamānṛtavādino	kim? ayam camasa-sTaH mayA-BakzyamANaH rAjA tyasya tasya mama-anRta-vAdinaH-
   mūrdhānaṃ śiro vipātayatādvispaṣṭaṃ pātayatu /	mUrDAnam SiraH vipAtayatAt-vispazwam pAtayatu /
   torayaṃ tātaṅṅādeśaḥ āśipi loṭ, vipātayatāditi /	torayam tAtaFFAdeSaH ASipi low, vipAtayatAt-iti /
   yadyahamanṛtavādī syāmityarthaḥ /	yadi-aham-anRta-vAdI syAm-iti-arTaH /
   kathaṃ punaranṛtavāditvaprāptiḥ? ityucyate-yadyadīto 'smātprakṛtāt	kaTam punar-anRta-vAdi-tva-prAptiH? iti-ucyate--yat-yadItaH asmAt-prakRtAt-
   prāṇādvāksaṃyuktāt, ayāsyaḥ-mukhyaprāṇābhidhāyakena	prANAt-vAc-saMyukta-at, ayAsyaH--muKya-prANa-aBiDAyakena
   ayāsyāṅgirasaśabdenābhidhīyate viśvasṛjāṃ pūrvarṣīṇāṃ satre udrātāso	ayAsya-AFgirasa-Sabdena-aBiDIyate viSvasRjAm pUrva-RzINAm satre udrAtAsaH-
   'nyena devatāntareṇa vākprāṇavyatiriktenodagāyadudgānaṃ kṛtavān, tato	anyena devatA-antareNa vAc-prANa-vyatiriktena-udagAyat-udgAnam kRtavAn, tatas-
   'hamanṛtavādī syām, tasya mama devatā viparītapratipatturmūrdhānaṃ	aham-anRta-vAdI syAm, tasya mama devatA viparIta-pratipattuH-mUrDAnam
   vipātayatu, ityevaṃ śapathaṃ cakāreti vijñāne pratyayadārḍhyakartavyatāṃ	vipAtayatu, iti-evam SapaTam cakAra-iti vijQAne pratyaya-dArXya-kartavyatAm
   darśayati /	darSayati /
   tamimamākhyāyikānirdhāritamarthaṃ svena vacasopasaṃharati śrutiḥ-vācā ca	tam-imam-AKyAyikA-nirDAritam-arTam svena vacasA-upasaMharati SrutiH--vAcA ca
   prāṇapradhānayā prāṇena ca svasyātmabhūtena so 'yāsya āṅgirasa	prANa-praDAnayA prANena ca svasya-Atma-BUtena saH ayAsyaH AFgirasa
   udgātodagāyadityeṣor'tho nirdhāritaḥ śapathena //24//	udgAtA-udagAyat-iti-ezor-aTo nirDAritaH SapaTena //24//
   START BrhUp 1,3.25	START BrhUp 1,3.25
   tasya haitasya sāmno yaḥ svaṃ veda bhavati hāsya svam |	tasya ha-etasya sAmnaH yaH svam veda Bavati ha-asya svam |
   tasya vai svara eva svam |	tasya vE svaraH eva svam |
   tasmād ārtvijyaṃ kariṣyan vāci svaram iccheta |	tasmAt Artvijyam karizyan vAci svaram icCeta |
   tayā vācā svarasampannayārtvijyaṃ kuryāt |	tayA vAcA svara-sampannayA-Artvijyam kuryAt |
   tasmād yajñe svaravantaṃ didṛkṣanta eva |	tasmAt yajQe svaravantam didRkzante eva |
   atho yasya svaṃ bhavati |	aTo yasya svam Bavati |
   bhavati hāsya svaṃ ya evam etat sāmnaḥ svaṃ veda || BrhUp_1,3.25 ||	Bavati ha-asya svam yaH evam etat sAmnaH svam vedaH || BrhUp_1,3.25 ||
   BrhUpBh_1,3.25 tasyeti prakṛtaṃ prāṇamabhisamvadhnāti /	Brhu-upBh_1,3.25 tasya-iti prakRtam prANam-aBisamvaDnAti /
   haitasyeti mukhyaṃ vyapadiśatyabhinayena /	ha-etasya-iti muKyam vyapadiSati-aBinayena /
   sāmnaḥ sāmaśabdavācyasyaprāṇasyayaḥsvaṃ dhanaṃ veda, tasya ha kiṃ syāt?	sAmnaH sAma-Sabda-vAcyasya-prANasyayaH-svam Danam veda, tasya ha kim syAt-?
   bhavati hāsyasvam /	Bavati hAsya-svam /
   phalena pralobhyābhimukhīkṛtya śuśrūṣave āha-tasya vai sāmnaḥ svara eva	Palena praloBya-aBimuKIkRtya SuSrUzave Aha-tasya vE sAmnaH svaraH eva
   svam /	svam /
   svara iti kaṇṭhagataṃ mādhuryaṃ tadevāsya svaṃ vibhūṣaṇam /	svaraH iti kaNWa-gatam mADuryam tat-eva-asya svam viBUzaNam /
   tena hi bhūṣitamṛddhimallakṣyataudgānam /	tena hi BUzitam-Rdhimat-lakzya-ta-OdgAnam /
   yasmādevaṃ tasmādārtvijyaṃ ṛtvikkarmodgānaṃ kariṣyanvāci viṣaye vāci	yasmAt-evam tasmAt-Artvijyam Rtvij-karma-udgAnam karizyan-vAci vizaye vAci
   vāgāśritaṃ svaramiccheta icchet sāmno dhanavattāṃ svareṇa cikīrṣurudgātā /	vAc-ASritam svaram-icCeta icCet sAmnaH Danavat-tAm svareNa cikIrzuH-udgAtA /
   idaṃ tu prāsaṅgikaṃvidhīyate;sāmnaḥ sausvaryeṇa svaravacvapratyayekartavye	idam tu prAsaFgikaMviDIyate;-sAmnaH sOsvaryeNa svara-vat-vapratyayeka-rtavye
   icchāmātreṇa sausvaryaṃ na bhavatīti dantadhāvanatailapānādi	icCA-mAtreNa sOsvaryam na Bavati-iti danta-DAvana-tEla-pAna-Adi
   sāmarthyātkartavyamityarthaḥ /	sAmarTyAt-kartavyam-iti-arTaH /
   tathaivaṃ saṃskṛtayā vācā svarasampannayārtvijyaṃ kuryāt /	taTA-evam saMskRtayA vAcA svara-sampannayA-Artvijyam kuryAt /
   tasmādyasmātsāmnaḥ svabhūtaḥ svarastena svena bhūṣitaṃ sāma ato yajñe	tasmAt-yasmAt-sAmnaH sva-BUtaH svaraH-tena svena BUzitam sAma atas yajQe
   svaravantamudgātāraṃ didṛkṣanta eva draṣṭumicchanta eva dhanināmava	svaravantam-udgAtAram didRkzante eva drazwum-icCantaH eva DaninAm-ava
   laukikāḥ /	lOkikAH /
   prasiddhaṃ hi loke 'tho api yasya svaṃ dhanaṃ bhavati taṃ dhaninaṃ	prasidDam hi loke aTo api yasya svam Danam Bavati tam Daninam
   didṛkṣante iti siddhasya guṇavijñānaphalasambandhasya upasaṃhāraḥ kriyate-	didRkzante iti sidDasya guNa-vijQAna-Pala-sambanDasya upasaMhAraH kriyate-
   bhavati hāsya svaṃ ya evametatsāmnaḥ svaṃ vedeti //25//	Bavati ha-asya svam yaH evam-etat-sAmnaH svam veda-iti //25//
   athānyo guṇaḥ suvarṇavattālakṣaṇo vidhīyate /	aTa-anyaH guNaH suvarNa-vattA-lakzaNaH viDIyate /
   asāvapi sausvaryameva /	asO=-api sOsvaryam-eva /
   etāvānviśeṣaḥ- pūrvaṃ kaṇṭhagatamādhuryamidaṃ tu lākṣaṇikaṃ	etAvAn-viSezaH pUrvam kaNWa-gata-mADuryam-idam tu lAkzaNikam
   suvarṇaśabdavācyam /	suvarNa-Sabda-vAcyam /
   START BrhUp 1,3.26	START BrhUp 1,3.26
   tasya haitasya sāmno yaḥ suvarṇaṃ veda bhavati hāsya suvarṇam |	tasya ha-etasya sAmnaH yaH suvarNam veda Bavati ha-asya suvarNam |
   tasya vai svara eva suvarṇam |	tasya vE svaraH eva suvarNam |
   bhavati hāsya suvarṇaṃ ya evam etat sāmnaḥ suvarṇaṃ veda || BrhUp_1,3.26	Bavati ha-asya suvarNam yaH evam etat sAmnaH suvarNam vedaH || BrhUp_1,3.26
   BrhUpBh_1,3.26 tasya haitasya sāmno yaḥ suvarṇaṃ veda bhavati hāsya	Brhu-upBh_1,3.26 tasya ha-etasya sAmnaH yaH suvarNam veda Bavati ha-asya
   suvarṇam /	suvarNam /
   suvarṇa śabdasāmānyātsvarasuvarṇayoḥ lokikameva suvarṇaṃ guṇavijñānaphalaṃ	suvarNa Sabda-sAmAnyAt-svara-suvarNayoH lokikam-eva suvarNam guNa-vijQAna-Palam
   bhavatītyarthaḥ /	Bavati-iti-arTaH /
   tasya vai svara eva suvarṇam /	tasya vE svaraH eva suvarNam /
   bhavati hāsya suvarṇaṃ ya evametatsāmnaḥ suvarṇaṃ vedeti pūrvavatsarvam	Bavati ha-asya suvarNam yaH evam-etat-sAmnaH suvarNam veda-iti pUrvavat-sarvam
   tathā pratiṣṭhāguṇaṃ vidhitsannāha-	taTA pratizWA-guNam viDitsanna-Aha-
   START BrhUp 1,3.27	START BrhUp 1,3.27
   tasya haitasya sāmno yaḥ pratiṣṭhāṃ veda prati ha tiṣṭhati |	tasya ha-etasya sAmnaH yaH pratizWAm veda prati ha tizWati |
   tasya vai vāg eva pratiṣṭhā |	tasya vE vAc eva pratizWA |
   vāci hi khalv eṣa etat prāṇaḥ pratiṣṭhito gīyate |	vAci hi Kalu ezaH etat prANaH pratizWitaH gIyate |
   anna ity u haika āhuḥ || BrhUp_1,3.27 ||	annaH iti u ha-eke AhuH || BrhUp_1,3.27 ||
   BrhUpBh_1,3.27 tasya haitasya sāmno yaḥ pratiṣṭhāṃ veda /	Brhu-upBh_1,3.27 tasya ha-etasya sAmnaH yaH pratizWAm veda /
   pratitiṣṭhatyasyāmiti pratiṣṭhā vāktāṃ pratiṣṭhāṃ sāmno guṇaṃ yo veda sa	pratitizWati-asyAm-iti pratizWA vA-aktAm pratizWAm sAmnaH guNam yaH veda sa
   pratitiṣṭhati ha /	pratitizWati ha /
   "taṃ yathā yathopāsate"iti śrutestadguṇatvaṃ yuktam /	"tam yaTA yaTA-upAsate"iti SruteH-tad-guNa-tvam yuktam /
   pūrvavatphalena pratilobhitāya kā pratilobhitāya kā pratiṣṭheti śuśrūpave	pUrvavat-Palena pratiloBitAya kA pratiloBitAya kA pratizWA-iti SuSrUpave
   āha- tasya vai sāmno vāgeva, vāgiti jihvāmūlīyādīnāṃ sthānānāmākhyā, saiva	Aha tasya vE sAmnaH vAc-eva, vAc-iti jihvA-mUlIya-AdInAm sTAnAnAm-AKyA, sA-eva
   pratiṣṭhā, tadāha- vāci hi jihvāmūlīyādiṣuhi yasmātpratiṣṭhitaḥ sanneṣa	pratizWA, tadA-aha vAci hi jihvA-mUlIya-Adizuhi yasmAt-pratizWitaH san=-eza
   prāṇa etadgānaṃ gīyate gītibhāvamāpadyate tasmātsāmnaḥ pratiṣṭhā vāk /	prANaH etat-gAnam gIyate gIti-BAvam-Apadyate tasmAt-sAmnaH pratizWA vAc /
   anne pratiṣṭhito gīyata ityu haike 'nye āhuḥ /	anne pratizWitaH gIyate ityu ha-eke anye AhuH /
   iha pratitiṣṭhatīti yuktam /	iha pratitizWati-iti yuktam /
