   oṃ	om
   iti kaṇvavacanam //	iti kaNva-vacanam //
   āvapanaṃ ca bhūmeḥ // Gaut_1.34 //	Avapanam ca BUmeH // GOt-_1.34 //
   bhūmigrahaṇamasthinivṛttyartham /	BUmi-grahaNam-asTi-nivRtti-arTam /
   cakorāt smṛtyantaroktānyapi draṣṭavyāni /	cakorAt smRti-antara-uktAni-api drazwavyAni /
   tathācoktaṃ vasiṣṭhena-	taTA-ca-uktam vasizWena-
   khananāddahanāddharṣāt gobhirākramaṇādapi /	KananAt-dahanAt-harzAt goBiH-AkramaNAt-api /
   caturbhiḥśuddhyate bhūmiḥ pañcamāccopalepanāt //	caturBiH-SudDyate BUmiH paQcamAt-ca-upalepanAt //
   iti /	iti /
   tathā ca manuḥ-	taTA ca manuH-
   sammārjanena sekena dāhenollekhanena ca /	sammArjanena sekena dAhena-ulleKanena ca /
   gavāṃ ca parivāsena bhūmiḥśuddhyati pañcabhiḥ //	gavAm ca parivAsena BUmiH-SudDi-ati paQcaBiH //
   iti /	iti /
   yathālepaṃ vikalpena samuccayena vā śaucaṃ kartavyam //	yaTAlepam vikalpena samuccayena vA SOcam kartavyam //
   celavadrajjuvidalacarmaṇām // Gaut_1.35 //	cela-vat-rajju-vidala-carmaNAm // GOt-_1.35 //
   rajjuḥ darbhādiniṣpannaḥ /	rajjuH darBa-Adi-nizpannaH /
   vidalaḥ vaṃśamayūrapakṣādiniṣpannaḥ carma vyāghracarmādi	vidalaH vaMSa-mayUra-pakza-Adi-nizpannaH carma vyAGra-carma-Adi
   teṣāmaspṛśyaspṛṣṭānāṃ celavat vastravacchaucam /	tezAm-aspRSya-spRzwAnAm cela-vat vastra-vat-SOcam /
   carmaśabdena prakṛtigrahaṇena vikārasyāpi grahaṇam /	carma-Sabdena prakRti-grahaNena vikArasya-api grahaNam /
   rajjvādīnāṃ prokṣaṇasyāpi praveśārthamatideśaḥ /	rajju-AdInAm prokzaNasya-api praveSa-arTam-atideSaH /
   atospṛśyaspṛṣṭānāṃ prokṣaṇamapi kartavyam /	atas-spRSya-spRzwAnAm prokzaNam-api kartavyam /
   tathā ca paiṭhanasiḥ-'rajjuvidalacarmaṇāmaspṛśyaspṛṣṭānāṃ	taTA ca pEWana-siH--arajju-vidala-carmaNA-Am-aspRSya-spRzwAnAm
   prokṣaṇācchuddhiḥ'; iti //	prokzaNAt-SudDiH-a; iti //
   utsargo vātyantopahatānām // Gaut_1.36 //	utsargaH vA-atyanta-upahatAnAm // GOt-_1.36 //
   rajjvādīnāṃ tyāgo vā /	rajju-AdInAm tyAgaH vA /
   vyavasthaitavikalpo 'yam /	vyavasTA-eta-vikalpaH ayam /
   ato 'tyantopahatānāṃ tyāgaḥ /	atas atyanta-upahatAnAm tyAgaH /
   itareṣāṃ śaucamiti //	itarezAm SOcam-iti //
   idānīṃ 'dravyahasta ucchiṣṭo nidhāyācāmet'; ityuktaṃ,	idAnIm adravya-hastaH ucCizwaH niDAya-AcAmet-a; iti-uktaM,
   tadācamanavidhitsayā'ha-	tad-Acamana-viDi-tsayA-aha-
   prāṅmukha udaṅmukho vā śaucamārabheta // Gaut_1.37 //	prAFmuKaH udak-muKaH vA SOcam-AraBeta // GOt-_1.37 //
   prāṅmukha udaṅmukho vetīcchāto vikalpaḥ /	prAFmuKaH udaFmuKaH vA-iti-icCAtaH vikalpaH /
   nanu ca śauca grahaṇamanarthakam, uttaratrācāmoditi vakṣyati,	nanu ca SOca grahaNam-anarTakam, uttaratra-AcAma-uditi vakzyati,
   tenaivārthasiddhatvāditi /	tena-eva-arTa-sidDa-tvAt-iti /
   ucyate-anyadapi śaucāṅgametaddigabhimukha eva kuryāditi /	ucyate-anyat-api SOca-aFgam-etat-diS-aBimuKaH eva kuryAt-iti /
   evaṃ ca pādaprakṣālanādikamapi taddigabhimukha eva kuryāditi /	evam ca pAda-prakzAlana-Adikam-api tad-diS-aBimuKaH eva kuryAt-iti /
   ārabheteti samāhitārtham, ato yāvadācamanaparisamāptiḥ tāvantaṃ	AraBeta-iti samAhita-arTam, atas yAvat-Acamana-parisamAptiH tAvantam
   kālamananyacitto bhavet //	kAlam-ananya-cittaH Bavet //
   śucau deśa āsīno dakṣiṇaṃ bāhuṃ jānvantarā kṛtvā yajñopavītyā	SucO deSaH AsInaH dakziNam bAhum jAnu-antarA kRtvA yajQopavItyA
   maṇibandhātpāṇī prakṣālya vāgyato hṛdayaspṛśastriścaturvāpa ācāmet //	maNibanDAt-pANI prakzAlya vAgyataH hRdaya-spRSaH-tris-catur-vApaH AcAmet //
   Gaut_1.38 //	GOt-_1.38 //
   śucau deśe sthāne anupahate /	SucO deSe sTAne anupahate /
   evaṃ ca pādaprakṣālanamapyarthasiddhaṃ mā bhūt	evam ca pAda-prakzAlanam-api-arTa-sidDam mA BUt-
   aśuddhipādasambandhāddeśasyāpyaśucibhāva iti /	aSudDi-pAda-sambanDAt-deSasya-api-aSuci-BAvaH iti /
   tathā ca vakhiṣṭhaḥ- 'prakṣālya pādau pāṇo cā maṇibandhanāt'; iti /	taTA ca vaKizWaH aprakzAlya pAdO pANaH cA maNibanDanAt-a; iti /
   āsīna eva, nānyāvasthaḥ /	AsInaH eva, na-anya-avasTaH /
   tathāca vasiṣṭhaḥ-'vrajan tiṣṭhan śayānaḥ praṇato vā nācāmet'; iti /	taTA-ca vasizWaH--avrajan tizWan SayAnaH praNataH vA na-AcAmet-a; iti /
   dākṣiṇaṃ bāhuṃ jānvormadhye kṛtvā /	dAkziNam bAhum jAnvoH-maDye kRtvA /
   yajñopavītoti /	yajQopavIta-uti /
   yadi kadācit ayajñopavīti bhūtvāpyāste tathāpyācamane avaśyaṃ	yadi kadAcid ayajQopavIti BUtvA-api-Aste taTA-api-Acamane avaSyam
   yajñopavītinā bhavitavyamiti /	yajQa-upavItinA Bavitavyam-iti /
   tathā cāpaspambaḥ-'upāsane gurūṇāṃ vṛddhānāmatithīnāṃ home japyakarmaṇi	taTA ca-apaspambaH--aupAsane gurUNAm vRdDAnAm-atiTInAm home japya-karmaNi
   bhojana ācamane svādhyāye ca yajñopavīti syāt'; iti /	BojanaH Acamane svADyAye ca yajQopavIti syAt-a; iti /
   ācamanāṅgatvenānyayajñopavītotpādanārthaṃ vā /	Acamana-aFga-tvena-anya-yajQa-upavIta-utpAdana-arTam vA /
   tathā ca vasiṣṭhaḥ-	taTA ca vasizWaH-
   snātakānāṃ tu nityaṃ syādantarvāsastathottaram /	snAtakAnAm tu nityam syAt-antarvAsaH-taTA-uttaram /
   yajñopavīte dde yaṣṭiḥ sodakaśca kamaṇḍaluḥ //	yajQopavIte dde yazwiH sa-udakaH-ca kamaNxaluH //
   iti //	iti //
   maṇiryasmindeśe badhyate sa maṇibandhaḥ /	maNiH-yasmin-deSe baDyate sa maNibanDaH /
   tasmādāmaṇibandhanātpāṇī prakṣālya vāgyatastūrṣṇīṃ hṛdayaspṛśo	tasmAt-AmaNibanDanAt-pANI prakzAlya vAgyataH-tUrzNIm hRdaya-spRSaH-
   hṛdayaṃgamāḥ /	hRdayaMgamAH /
   apāṃparimāṇārthamidam /	apAMparimANa-arTam-idam /
   māṣanimajjanamātrāstāvatyo bhavanti /	mAza-nimajjana-mAtrAH-tAvatyaH Bavanti /
   tathācāhośanā 'māṣanimajjanamātrā hṛdayaṃgamā bhavanti'; iti /	taTA-acAhoSanA amAza-nimajjana-mAtrA hRdayaMgamAH Bavanti-a; iti /
   triścaturvetyatra vikalpo vyavasthitaḥ- yadā 'āpaḥ punantu';	tris-catur-vA-iti-atra vikalpaH vyavasTitaH yadA aApaH punantu-a;
   ityādimantramuktvā'camyate tadā catuḥ	ityAdi-mantra-muktvA-acamyate tadA catuH
   anyatra tririti /	anyatra tris-iti /
   abgrahaṇaṃ gomūtrādinivṛttyarthaṃ teṣāṃ śuddhihetutvasāmānyādgrahaṇaṃ mā	abgrahaNam go-mUtra-Adi-nivRtti-arTam tezAm SudDi-hetu-tva-sAmAnyAt-grahaNam mA
   bhūditi /	BUt-iti /
   uṣṇabuddhudaphenakaṣāyādivarjanārthaṃ vā /	uzNa-budDudaPena-kazAya-Adi-varjana-arTam vA /
   pibediti vaktavye ācāmediti gurusūtrakaraṇaṃ vidhyantaropasaṅgrahārtham /	pibet-iti vaktavye AcAmet-iti guru-sUtra-karaNam viDi-antara-upasaFgraha-arTam /
   tatra tūśanā'ha- 'dakṣiṇaṃ hastatalaṃ gokarṇākāraṃ vinyasya brāhmeṇa	tatra tu-uSanA-aha adakziNam hasta-talam gokarNa-AkAram vinyasya brAhmeNa
   tīrthenāśabdaṃ pibedṛgyajuḥsāmavedān dhyāyan'; iti //	tIrTena-aSabdam pibet-RS-yajuH-sAma-vedAn DyAyan-a; iti //
   dviḥ parimṛjyāt // Gaut_1.39 //	dvis parimRjyAt // GOt-_1.39 //
   prakṛtāboṣṭhau, atrānuktatvāt, smṛtyantaradarśanācca, brāhmeṇaiva tīrthena	prakRta-abozWO, atra-anukta-tvAt, smRti-antara-darSanAt-ca, brAhmeNa-eva tIrTena
   parityupasargo vidhyantaropasaṃgrahārthaḥ /	parityupasargaH viDi-antara-upasaMgraha-arTaH /
   tatra tūktaṃ kaṇvena-'atharvavedetihāsapurāṇāni dhyāyan brāhmeṇa	tatra tu-uktam kaNvena--aaTarvaveda-itihAsa-purANAni DyAyan brAhmeNa
   tīrthenoṣṭhayoḥ salomapradeśaṃ mṛjyāt'; iti //	tIrTena-uzWayoH sa-loma-pradeSam mRjyAt-a; iti //
   pādau cābhyukṣet // Gaut_1.40 //	pAdO ca-aByukzet // GOt-_1.40 //
   cakārāt mukhaṃ ca /	cakArAt muKam ca /
   abhyupasargo vidhyantaropasaṃgrahārthaḥ /	aByupasargaH viDi-antara-upasaMgraha-arTaH /
   tatrāha bhārgavaḥ-'oṣṭhau parimṛjyāttato mukhaṃ	tatra-Aha BArgavaH--aozWO parimRjyAt-tatas muKam
   parimṛjedagnāndhyāyaṃ stataḥ pādāvabhyukṣet viṣṇuṃ dhyān'iti //	parimRjet-agnAnDya-ayam stataH pAdO=-aByukzet vizNum DyAn-aiti //
   khāni copaspṛśecchīrṣaṇyāni // Gaut_1.41 //	KAni ca-upaspRSet-SIrzaNyAni // GOt-_1.41 //
   khāni śīrṣaṇyāni nayananāsikākarṇāni /	KAni SIrzaNyAni nayana-nAsikA-karNAni /
   cakārāddhṛdayaṃ ca /	cakArAt-hRdayam ca /
   tathāca manuḥ-	taTA-ca manuH-
   trirācāmedapaḥ pūrvaṃ dvirunmṛjyāttato mukham /	tris-AcAmet-apaH pUrvam dvis-unmRjyAt-tatas muKam /
   khāni copaspṛśedadbhirātmānaṃ hṛdayaṃ śiraḥ //	KAni ca-upaspRSet-adBiH-AtmAnam hRdayam SiraH //
   iti //	iti //
   upopasargo vidhyantaropasaṃgrahārthaḥ tannośanā 'aṅguṣṭhopakaniṣṭikābhyāṃ	upopasargaH viDi-antara-upasaMgraha-arTaH tad-na-uSanA aaFguzWa-upaka-nizwikAByAm
   nayane candrādityau dhyātvā tata upaspṛśya tarjanyaṅguṣṭhābhyāṃ	nayane candra-AdityO DyAtvA tatas upaspRSya tarjanI-aFguzWAByAm
   nāsikāvakāśau prāṇān dhyātvā tata upaspṛśya kaniṣṭhikāṅguṣṭhābhyāṃ karṇau	nAsikA-avakASO prANAn DyAtvA tatas upaspRSya kanizWikA-aFguzWAByAm karNO
   diśo dhyātvā tata upaspṛśyāṅguṣṭhena kevalena hṛdayamupaspṛśedātmānaṃ	diSaH DyAtvA tatas upaspRSya-aFguzWena kevalena hRdayam-upaspRSet-AtmAnam
   dhyāyan'; iti //	DyAyan-a; iti //
   mūrdhani ca dadyāt // Gaut_1.42 //	mUrDani ca dadyAt // GOt-_1.42 //
   mūrdhani cet vaktavye dadyāditi grahaṇaṃ sarvāṅgulyartham /	mUrDani ced vaktavye dadyAt-iti grahaNam sarva-aFguli-arTam /
   tathāca smṛtyantaraṃ 'sarvāṅgulibhiḥ śriyaṃ dhyātvā mūrdhani prakṣipet';	taTA-ca smRti-antaram asarva-aFguliBiH Sriyam DyAtvA mUrDani prakzipet-a;
   iti /	iti /
   cakārātsavye ca pāṇau /	cakArAt-savye ca pANO /
   tathā ca vasiṣṭhaḥ-'mūrdhani ca dadyātsavye pāṇau'; iti /	taTA ca vasizWaH--amUrDani ca dadyAt-savye pANO-a; iti /
   kṣatriyavaiśyayorapyetadevācamanaṃ viśeṣānabhidhānāt strīśūdrau ca	kzatriya-vESyayoH-api-etat-eva-Acamanam viSeza-anaBiDAnAt strI-SUdrO ca
   sakṛtsakṛt'; iti smṛtyantarābhidhānāt strīśūdrayośca sakṛtpānāt	sakRt-sakRt-a; iti smRti-antara-aBiDAnAt strI-SUdrayoH-ca sakRt-pAnAt-
   sakṛdoṣṭhasparśanācca śuddhirdraṣṭavyā atrānuktāpi //	sakRt-ozWa-sparSanAt-ca SudDiH-drazwavyAH atra-anuktA-api //
   na kevalamucchiṣṭasparśa evācamanaṃ, anyadapyācamananimittamidānīmāha-	na kevalam-ucCizwa-sparSaH eva-Acamanan, anyat-api-Acamana-nimittam-idAnIm-Aha-
   suptvā bhuktvā kṣutvā ca punaḥ // Gaut_1.43 //	suptvA BuktvA kzutvA ca punar // GOt-_1.43 //
   punargrahaṇaṃ ādāvante cācamanaṃ kuryādityevamartham /	punar-grahaNam AdO=-ante ca-Acamanam kuryAt-iti-evam-arTam /
   cakārāt snātvā ruditvā ca /	cakArAt snAtvA ruditvA ca /
   tathā ca vasiṣṭhaḥ- 'suptvā bhuktvā kṣutvā snātvā pītvā ruditvā cācāntaḥ	taTA ca vasizWaH asuptvA BuktvA kzutvA snAtvA pItvA ruditvA ca-AcAntar-
   punarācāmet'; iti //	punar-AcAmet-a; iti //
   tatra kṣutasyāniyatakālatvāt ādāvaśakyamācamanamiti cet tatrāpi	tatra kzutasya-aniyata-kAla-tvAt AdO=-aSakyam-Acamanam-iti ced tatra-api
   nityaprāyatyārtha ārambhaḥ /	nitya-prAyatya-arTaH AramBaH /
   yathā'hāpastambaḥ-'muhūrtamapi śaktiviṣaye nāprayatastiṣṭhet'; iti /	yaTA-aha-apa-stambaH--amuhUrtam-api Sakti-vizaye na-aprayataH-tizWet-a; iti /
   svāpādau prayatasyāpyācamanamārambhasārmathyāt /	svApa-AdO prayatasya-api-Acamanam-AramBa-sArmaTyAt /
   atastatrādāvante cācamanaṃ kuryāt tatra bhojane kecidādāvapi	atas-tatra-AdO=-ante ca-Acamanam kuryAt tatra Bojane kecid-AdO=-api
   dvirācamanamicchanti /	dvis-Acamanam-icCanti /
   tathācāpastambaḥ 'bhokṣyamāṇastu prayato dvirācāmet'; iti /	taTA-cApa-stambaH aBokzyamANaH-tu prayataH dvis-AcAmet-a; iti /
   anye svāpādāvanta eva dvirācamanamicchanti yathā'hośanā-	anye svApAdA=-antaH eva dvis-Acamanam-icCanti yaTA-aha-uSanA-
   'suptvā bhuktvā kṣutvā snātvā pītvā ruditvā cācāntaḥ punarācāmeddvi'; iti	asuptvA BuktvA kzutvA snAtvA pItvA ruditvA ca-AcAntar punar-AcAmet-dvi-a; iti
   evaṃ ca bhojane ādāvante cca dvirācamanaṃ svāpādāvekamante ca dviḥ /	evam ca Bojane AdO=-ante cca dvis-Acamanam sva-apAdO=-ekam-ante ca dvis /
   kṣutasyāniyatatvādanta eva dviriti siddhāntaḥ //	kzutasya-aniyata-tvAt-antaH eva dvis-iti sidDAntaH //
   idānīnucchiṣṭasaṃśleṣe aśucitve prāpte āha-	idAnIn-ucCizwa-saMSleze aSuci-tve prApte Aha-
   dantaśliṣṭeṣu dantavadanyatra jihvābhimarśanāt //	danta-Slizwezu danta-vat-anyatra jihvA-aBimarSanAt //
   daśanāntaralagneṣu bhakṣyabhojyāvayaveṣu dantavat anucchiṣṭo	daSana-antara-lagnezu Bakzya-Bojya-avayavezu danta-vat anucCizwaH-
   bhavatītyarthaḥ /	Bavati-iti-arTaH /
   na cejjihvayā saṃspṛśyante //	na ced-jihvayA saMspRSyante //
   atrāpi-	atra-api-
   prākcyuterityeke // Gaut_1.44 //	prAk-cyuteH-iti-eke // GOt-_1.44 //
   satyapi jihvābhimarśane yāvat svasthānānna cyavanti tāvacchucirityeke	sati-api jihvA-aBimarSane yAvat sva-sTAnAt-na cyavanti tAvat-SuciH-iti-eke
   manyante //	manyante //
   cyuteṣvāsrāvavadvidyānnigiranneva tacchuciḥ // Gaut_1.46 //	cyutezu-AsrAva-vat-vidyAt-nigiran=-A-iva tat-SuciH // GOt-_1.46 //
   cyuteṣu āsye yajjalaṃ tadāsrāve yadvadvijātīyāt tannigiran śucacireva	cyutezu Asye yat-jalam tadAsrAve yadvat-vijAtIyAt tat-nigiran SucacirA-iva
   bhavati /	Bavati /
   ācamanaśaṅkā	Acamana-SaFkA
   nāstītyarthaḥ /	na-asti-iti-arTaH /
   evaṃ cāsrāvamapi nigiran śucireva bhavati /	evam ca-AsrAvam-api nigiran SuciH-eva Bavati /
   kutaḥ cyuteṣu nigiran śuciriti vaktavye āsrāvavadvidyādityārambhāt /	kutas cyutezu nigiran SuciH-iti vaktavye AsrAva-vat-vidyAt-iti-AramBAt /
   gautamastu dantaśliṣṭānāṃ sati jihvābhimarśane aśucirbhavatīti /	gOtamaH-tu danta-SlizwAnAm sati jihvA-aBimarSane aSuciH-Bavati-iti /
   anyamataṃ tu prākcyuteriti /	anya-matam tu prAk-cyuteH-iti /
   so 'yaṃ vyavasthitavikalpaḥ, karmānuṣṭhānādhikṛtasyācamananamanyasya neti	saH ayam vyavasTita-vikalpaH, karma-anuzWAna-aDikRtasya-Acamananam-anyasya na-iti
   yathocchiṣṭāvayavo bahirbhūtaḥ aśucitvamāpādayati tadvadāsrāvasyāpi prāpta	yaTA-ucCizwa-avayavaH bahirBUtaH aSuci-tvam-ApAdayati tadvat-AsrAvasya-api prApta
   āha-	Aha-
   na mukhyā vipruṣa ucchiṣṭaṃ kurvanti na cedaṅge nipatanti // Gaut_1.47 //	na muKyAH vipruzaH ucCizwam kurvanti na ced-aFge nipatanti // GOt-_1.47 //
   mukhe bhavā mukhyāḥ vipruṣa āsrābāvayavāḥ te mantrayamāṇasya vinirgatā	muKe BavAH muKyAH vipruzaH AsrAba-avayavAH te mantrayamANasya vinirgatA
   nāprāyatyaṃ janayanti yadyaṅge stanodarādau na nipatanti /	na-aprAyatyam janayanti yadi-aFge stana-udara-AdO na nipatanti /
   niśabdo niścayārthaḥ ato niścayena yadyaṅge patanti tadānīmevocchiṣṭaṃ	niSabdaH niScaya-arTaH atas niScayena yadi-aFge patanti tadAnIm-eva-ucCizwam
   janayanti nāśaṅkāmātreṇeti /	janayanti na-ASaFkA-mAtreNa-iti /
   evaṃ cocchiṣṭāvayavo yatrakutracinnipatannucchiṣṭaṃ janayati, āsrāvo 'ṅga	evam ca-ucCizwa-avayavaH yatra-kutracid-nipatan=-ucCizwam janayati, AsrAvaH aFga
   eveti siddhāntaḥ //	eva-iti sidDAntaH //
   sarvaśaucārthamidamadhunocyate-	sarva-SOca-arTam-idam-aDunA-ucyate-
   lepagandhāpakarṣaṇe śaucamamedhyaliptasya // Gaut_1.48 //	lepa-ganDa-apakarzaNe SOcam-ameDya-liptasya // GOt-_1.48 //
   lepagandhayorapanayane kṛte amedhyaliptasya amedhyasambaddhasya śucitvaṃ	lepa-ganDayoH-apanayane kRte ameDya-liptasya ameDya-sambadDasya Suci-tvam
   bhavati /	Bavati /
   amedhyaśabdena dvādaśamalā ucyante //	ameDya-Sabdena dvAdaSa-malAH ucyante //
   yathā'ha manuḥ-	yaTA-aha manuH-
   vasā śuklamasṛṅmajjā mūtraviḍghrāṇakarṇaviṭ /	vasA Suklam-asRk-majjA mUtra-viz-GrANa-karNa-viz /
   śleṣmāśru dūṣikā svedo dvādaśaite nṛṇāṃ malāḥ //	Slezma-aSru dUzikA svedaH dvAdaSA-ete nRNAm malAH //
   anabhivyaktagandhānāṃ śleṣmādīnāṃ lepamātradarśanāt lepagrahaṇam /	anaBivyakta-ganDAnAm Slezma-AdInAm lepa-mAtra-darSanAt lepa-grahaNam /
   mūtrādīnāṃ lepānupalabdhergandhamātropalabdheśca gandhagrahaṇam /	mUtra-AdInAm lepa-anupalabDeH-ganDa-mAtra-upalabDeH-ca ganDa-grahaNam /
   śaucādhikāre punaḥ śaucagrahaṇaṃ taijasādīnāmapi lepagandhāpanayanayādeva	SOca-aDikAre punar SOca-grahaNam tEjasa-AdInAm-api lepa-ganDa-apanayanayAt-eva
   śaucamityevamartham //	SOcam-iti-evam-arTam //
   tat kena kartavyamityata āha-	tat kena kartavyam-iti-atas Aha-
   tadadbhiḥ pūrvaṃ mṛtā ca // Gaut_1.49 //	tat-adBiH pUrvam mRtA ca // GOt-_1.49 //
   tacchaucamadbhiḥ pūrvaṃ tato mṛdā /	tad-SOcamadBiH pUrvam tatas mRdA /
   cakārāttata ubhayena /	cakArAt-tatas uBayena /
   tadgrahaṇaṃ annalepasyāpi cūrṇādinā apakarṣaṇārtham /	tad-grahaNam anna-lepasya-api cUrNa-AdinA apakarzaNa-arTam /
   tadadbhirmṛdā ceti vaktavye pūrvagrahaṇaṃ yatra nātīva lepo lakṣyate	tat-adBiH-mRdA ca-iti vaktavye pUrva-grahaNam yatra na-atIva lepaH lakzyate
   tatrādbhireva śasaucamityevamarthaṃ, yathā'ha manuḥ-	tatra-adBiH-eva SasOcam-iti-evam-arTaM, yaTA-aha manuH-
   nirlepaṃ kāñcanaṃ bhāṇḍamadbhireva viśudhyati /	nirlepam kAQcanam BANxamadBiH-eva viSuDyati /
   abjamaśmamayaṃ caiva rājataṃ cānupaskṛtam //	abjam-aSma-mayam ca-eva rAjatam ca-anupaskRtam //
   iti //	iti //
   athavā yatra yatra śaucamuktaṃ tatra tatrādbhireva śaucaṃ prathamaṃ	aTavA yatra yatra SOca-m-uktam tatra tatra-adBiH-eva SOcam praTamam
   kāryamityevamartham /	kAryam-iti-evam-arTam /
   yathā mṛdā adbhiriti samuccīyate tathā bhasmādibhirapi samuccayārtho	yaTA mRdA adBiH-iti samuccIyate taTA Basma-AdiBiH-api samuccaya-arTaH-
   visamāsaḥ /	visamAsaH /
   taisajādīnāṃ dravyāṇāmuktatvāt idaṃ śaucaṃ śarīrāvayavasyāmedhyaliptasya	tEsaja-AdInAm dravyANAm-ukta-tvAt idam SOcam SarIra-avayavasya-ameDya-liptasya
   draṣṭavyam //	drazwavyam //
   mūtrapurīṣasrehuvisraṃsanābhyavahārasaṃyogeṣu ca // Gaut_1.50 //	mUtra-purIza-srehu-visraMsana-aByavahAra-saMyogezu ca // GOt-_1.50 //
   cakāraḥ ācamanānukarṣaṇārthaḥ /	cakAraH Acamana-anukarzaNa-arTaH /
   visraṃsanaṃ nirasanaṃ, tat mūtrapūrīṣasrehūṇāṃ pratyekaṃ sambadhyate /	visraMsanam nirasanaM, tat mUtra-pUrIza-srehUNAm pratyekam sambaDyate /
   abhyavahārasaṃyogo 'bhyavahāryadravyopayogaḥ /	aByavahAra-saMyogaH aByavahArya-dravya-upayogaH /
   tasyānamedhyatvāt lepagandhāpakarṣaṇārthamabhidhānaṃ, ācamanasya 'suptvā	tasya-anameDya-tvAt lepa-ganDa-apakarzaNa-arTam-aBiDAnan, Acamanasya asuptvA
   bhuktvā'; ityanena siddhatvāt lepagandhāpakarṣaṇaṃ ca	BuktvA-a; iti-anena sidDa-tvAt lepa-ganDa-apakarzaNam ca
   mṛtsalilaprakṣālanena kuryāt /	mRd-salila-prakzAlanena kuryAt /
   evaṃ ca 'tadadbhiḥ pūrvam'; ityatra yaduktaṃ cūrṇādinā annalepāpakarṣaṇaṃ	evam ca atadadBiH pUrvam-a; iti-atra yat-uktam cUrNa-AdinA anna-lepa-apakarzaNam
   tenāśakyamidaṃ draṣṭavyam /	tena-aSakyam-idam drazwavyam /
   athavā-abhyavahārasaṃyogasyāpi ācamanārtha evopanyāsaḥ /	aTavA-a-aByavahAra-saMyogasya-api Acamana-arTaH eva-upanyAsaH /
   'suptvā bhuktvā'; ityanenaiva siddhamanūdyate kramārtham,	asuptvA BuktvA-a; iti-anena-eva sidDam-anUdyate krama-arTam,
   kathaṃ-tadgrahaṇenānnalepāpakarṣaṇamuktaṃ tadapakarṣaṇaṃ pūrvaṃ kṛtvā	kaTan-tad-grahaNena-anna-lepa-apakarzaNam-uktam tad-apakarzaNam pUrvam kRtvA
   tataācāmedityevamarthaṃ anyathā sandehaḥ syāditi /	tataA-cAmet-iti-evam-arTam anyaTA sandehaH syAt-iti /
   tathā cāpastambaḥ 'mūtraṃ kṛtvā pūrīṣaṃ vā	taTA ca-apastambaH amUtram kRtvA pUrIzam vA
   mūtrapurīṣalepānannalepānucchiṣṭalepān	mUtra-purIza-lepAn-anna-lepa-an-ucCizwa-lepAn
   retasaśca ye lepāstān prakṣālya pādau cācamya prayato bhavati'; iti /	retasaH-ca ye lepAH-tAn prakzAlya pAdO ca-Acamya prayataH Bavati-a; iti /
   mūtrapurīṣau prasiddhau /	mUtra-purIzO prasidDO /
   srehū retaḥ /	srehuH retaH /
   mūtrādīnāmācamanārthamupanyāsaḥ lepagandhāpakarṣasya 'lepagandhāpakarṣaṇe	mUtra-AdInAm-Acamana-arTam-upanyAsaH lepa-ganDa-apakarzasya alepa-ganDa-apakarzaNe
   śaucam'; ityanenaiva siddhatvāt //	SOcam-a; iti-anena-eva sidDa-tvAt //
   yatra cāmnāyo vidadhyāt // Gaut_1.51 //	yatra ca-AmnAyaH vidaDyAt // GOt-_1.51 //
   tatra tadeva bhavatīti śeṣaḥ /	tatra tat-eva Bavati-iti SezaH /
   āmnāyo vedaḥ, sa yatra yajñaviṣaye sphyādīnāṃ prakṣālanamātrādeva śuddhiṃ	AmnAyaH vedaH, sa yatra yajQa-vizaye sPya-AdInAm prakzAlana-mAtrAt-eva SudDim
   vidadhyāt tatra tadeva, na dārusāmānyena takṣaṇādi /	vidaDyAt tatra tat-eva, na dAru-sAmAnyena takzaNa-Adi /
   atulyabalatvādevedaṃ siddhamiti cet śrutyuktasya laukike	atulya-bala-tvAt-eva-idam sidDam-iti ced Sruti-uktasya lOkike
   ananupraveśanārtha upanyāsaḥ, yathār davyā yāgaviṣaye śrutyā prakṣālanena	ananupraveSana-arTaH upanyAsaH, yaTAr davyA yAga-vizaye SrutyA prakzAlanena
   śuddhiruktā, tasyā laukike vyāpṛtāyā api	SudDiH-uktA, tasyAH lOkike vyApRtAyAH api
   darvīsāmānyena śrutyuktā mā bhūt smṛtyuktāmeva	darvI-sAmAnyena Sruti-uktAH mA BUt smRti-uktAm-eva
   kuryādityevamarthamupanyāsaḥ /	kuryAt-iti-evam-arTam-upanyAsaH /
   athavā-āmnāyaśabdena manurucyate /	aTavA-a-AmnAya-Sabdena manuH-ucyate /
   sa yatra śaucaṃ vidadhyāt tatra tadeva, yathā 'yatīnāṃ tu caturguṇam';	sa yatra SOcam vidaDyAt tatra tat-eva, yaTA ayatInAm tu caturguNam-a;
   ityādi /	ityAdi /
   taduktatvādevāsandeha iti cet ucyate- yasminviṣaye na kiṃciducyate tatra	tad-ukta-tvAt-eva-Asan-dehaH iti ced ucyate yasmin-vizaye na kiMcid-ucyate tatra
   smṛtyantaroktaṃ bhavati /	smRti-antara-uktam Bavati /
   yatra lepagandhāpakarṣaṇādi kiṃciducyate tatra smṛtyantareṇa vikalpaśaṅkā	yatra lepa-ganDa-apakarzaNa-Adi kiMcid-ucyate tatra smRti-antareNa vikalpa-SaFkA
   bhavatīti tannirāsārthamuktaṃ 'yatra cāmnāyo vidadhyāt'; iti /	Bavati-iti tad-nirAsa-arTam-uktam ayatra ca-AmnAyaH vidaDyAt-a; iti /
