   (Vaidya 100)	(VEdyaH 100)
   na strī na pumān na napuṃsakaṃ na cāhaṃ na mama na cānyasya kasyacit |	na strI na pumAn na napuMsakam na ca-aham na mama na ca-anyasya kasyacid |
   evamabdhātustejodhāturvāyudhāturākāśadhāturvijñānadhātuḥ nātmā na sattvo	evam-ap-DAtuH-tejaH-DAtuH-vAyu-DAtuH-a-AkASa-DAtuH-vijQAna-DAtuH na-AtmA na sattvaH-
   na jīvo na jantuḥ na manujo na mānavo na strī na pumān na napuṃsakaṃ na	na jIvaH na jantuH na manujaH na mAnavaH na strI na pumAn na napuMsakam na
   cāhaṃ na mama na cānyasya kasyacit ||	ca-aham na mama na ca-anyasya kasyacid ||
   tatra avidyā katamā? yā eṣāmeva ṣaṇṇāṃ dhātūnāmekasaṃjñā piṇḍasaṃjñā	tatra avidyA katamA? yA ezAm-eva zaNNAm DAtUnAm-eka-saMjQA piNxa-saMjQA
   nityasaṃjñā dhruvasaṃjñā śāśvatasaṃjñā sukhasaṃjñā ātmasaṃjñā	nitya-saMjQA Druva-saMjQA SASvata-saMjQA suKa-saMjQA Atma-saMjQA
   sattvajīvajantupoṣapuruṣapudgalasaṃjñā manujamānavasaṃjñā	sattva-jIva-jantu-poza-puruza-pudgala-saMjQA manuja-mAnava-saMjQA
   ahaṃkāramamakārasaṃjñā, evamādi vividhamajñānam | iyamucyate avidyeti |	ahaMkAra-m-amakAra-saMjQA, evamAdi viviDam-ajQAnam | iyam-ucyate avidyA-iti |
   evamavidyāyāṃ satyāṃ viṣayeṣu rāgadveṣamohāḥ pravartante | tatra ye	evam-avidyAyAm satyAm vizayezu rAga-dveza-mohAH pravartante | tatra ye
   rāgadveṣamohā viṣayeṣu, amī(avidyāpratyayāḥ) saṃskārā ityucyante |	rAga-dveza-mohAH vizayezu, amI(a-vidyA-pratyayAH) saMskArAH iti-ucyante |
   vastuprativijñaptirvijñānam | vijñānasahabhuvaścatvāraḥ skandhā arūpiṇaḥ	vastu-prativijQaptiH-vijQAnam | vijQAna-sahaBuvaH-catvAraH skanDAH arUpiNaH
   upādānākhyāḥ tannāma | rūpaṃ catvāri mahābhūtāni tāni copādāya rūpam |	upAdAna-AKyAH tad-nAma | rUpam catvAri mahABUtAni tAni ca-upAdAya rUpam |
   tacca nāma tacca rūpamaikadhyamabhisaṃkṣipya tannāmarūpam |	tat-ca nAma tat-ca rUpam-EkaDyam-aBisaMkzipya tad-nAma-rUpam |
   nāmarūpasaṃniśritāni indriyāṇi ṣaḍāyatanam | trayāṇāṃ dharmāṇāṃ saṃnipātaḥ	nAma-rUpa-saMniSritAni indriyANi zaz-Ayatanam | trayANAm DarmANAm saMnipAtaH
   sparśaḥ | sparśānubhavo vedanā | vedanādhyavasānaṃ tṛṣṇā |	sparSaH | sparSa-anuBavaH vedanA | vedanA-aDyavasAnam tRzNA |
   tṛṣṇāvaipulyamupādānam | upādānanirjātaṃ punarbhavajanakaṃ karma bhavaḥ |	tRzNA-vEpulyam-upAdAnam | upAdAna-nirjAtam punarBava-janakam karma BavaH |
   bhavahetukaḥ skandhaprādurbhāvo jātiḥ | jātasya skandhaparipāko jarā |	Bava-hetukaH skanDa-prAdurBAvaH jAtiH | jAtasya skanDa-paripAkaH jarA |
   jīrṇasya skandhasya vināśo maraṇam | mriyamāṇasya saṃmūḍhasya	jIrNasya skanDasya vinASaH maraNam | mriyamANasya saMmUXasya
   sābhiṣvaṅgasya antaḥparidāhaḥ śokaḥ | śokotthamālapanaṃ paridevaḥ |	sa-aBizvaFgasya antar-paridAhaH SokaH | Soka-utTam-Alapanam paridevaH |
   pañcavijñānakāyasaṃyuktamasātamanubhavanaṃ duḥkham | manasikārasaṃyuktaṃ	paQca-vijQAna-kAya-saMyuktam-asAtam-anuBavanam duHKam | manasikAra-saMyuktam
   mānasaṃ duḥkhaṃ daurmanasyam | ye cāpi anye evamādayaḥ kleśāḥ, te upāyāsā	mAnasam duHKam dOrmanasyam | ye ca-api anye evamAdayaH kleSAH, te upAyAsA
   iti ||	iti ||
   tatra mahāndhakārārthena avidyā | abhisaṃskārārthena saṃskārāḥ |	tatra mahA-anDakAra-arTena avidyA | aBisaMskAra-arTena saMskArAH |
   vijñāpanārthena vijñānam | anyonyopastambhanārthena nāmarūpam |	vijQApana-arTena vijQAnam | anyonya-upastamBa-na-arTena nAma-rUpam |
   āyadvārārthena ṣaḍāyatanam | sparśanārthena sparśaḥ | anubhavanārthena	Aya-dvAra-arTena zaz-Ayatanam | sparSana-arTena sparSaH | anuBavana-arTena
   vedanā | paritarṣaṇārthena tṛṣṇā | upādānarthena upādānam |	vedanA | paritarzaNa-arTena tRzNA | upAdAn-arTena upAdAnam |
   punarbhavajananārthena bhavaḥ | skandhaprādurbhāvārthena jātiḥ |	punarBava-janana-arTena BavaH | skanDa-prAdurBAva-arTena jAtiH |
   skandhaparipākārthena jarā | vināśārthena (ŚālSū, Vaidya 104) maraṇam |	skanDa-paripAka-arTena jarA | vinASa-arTena (ŚAlSU, VEdyaH 104) maraNam |
   śocanārthena śokaḥ | vacanaparidevanārthena paridevaḥ |	Socana-arTena SokaH | vacana-paridevana-arTena paridevaH |
   kāyasaṃpīḍanārthena duḥkham | cittasaṃpīḍanārthena daurmanasyam |	kAya-saMpIxana-arTena duHKam | citta-saMpIxana-arTena dOrmanasyam |
   upakleśārthena upāyāsāḥ ||	upakleSa-arTena upAyAsAH ||
   punaraparam - tattve 'pratipattirmithyāpratipattirajñānamavidyā |	punar-aparam  tattve apratipattiH-miTyA-pratipattiH-ajQAnam-avidyA |
   evamavidyāyāṃ satyāṃ trividhāḥ saṃskārā abhinirvartante - puṇyopagā	evam-avidyAyAm satyAm triviDAH saMskArAH aBinirvartante  puNya-upagA
   apuṇyopagā āneñjyopagāḥ | tatra puṇyopagānāṃ saṃskārāṇāṃ puṇyopagameva	apuNya-upagAH Anen-jya-upagAH | tatra puNya-upagAnAm saMskArANAm puNya-upagamA-iva
   vijñānaṃ bhavati | apuṇyopagānāṃ saṃskārāṇāmapuṇyopagameva vijñānaṃ	vijQAnam Bavati | apuNya-upagAnAm saMskArANAm-apuNya-upagamA-iva vijQAnam
   bhavati | āneñjyopagānāṃ saṃskārāṇāmāneñjyopagameva vijñānaṃ bhavati |	Bavati | AneQjya-upagAnAm saMskArANAmAneQjya-upagam-eva vijQAnam Bavati |
   idamucyate saṃskārapratyayaṃ vijñānamiti | vijñānasahabhuvaścatvāro	idam-ucyate saMskAra-pratyayam vijQAnam-iti | vijQAna-sahaBuvaH-catvAraH-
   'rūpiṇaḥ skandhā nāmarūpam | tadvijñānapratyayaṃ nāmarūpamucyate |	arUpiNaH skanDAH nAma-rUpam | tat-vijQAna-pratyayam nAma-rUpam-ucyate |
   nāmarūpavivṛddhyā ṣaḍbhirāyatanadvāraiḥ kṛtyakriyāḥ pravartante |	nAma-rUpa-vivRdDyA zaxBiH-Ayatana-dvArEH kRtya-kriyAH pravartante |
   tannāmarūpapratyayaṃ ṣaḍāyatanamityucyate | ṣaḍbhyaścāyatanebhyaḥ ṣaṭ	tad-nAma-rUpa-pratyayam zaz-Ayatanam-iti-ucyate | zaxByaH-ca-AyataneByaH zax-
   sparśakāyāḥ pravartante | ayaṃ ṣaḍāyatanapratyayaḥ sparśa ityucyate |	sparSakAyAH pravartante | ayam zaz-Ayatana-pratyayaH sparSaH iti-ucyate |
   yajjātīyaḥ sparśo bhavati, tajjātīyā vedanā pravartate | iyamucyate	yat-jAtIyaH sparSaH Bavati, tad-jAtIyA vedanA pravartate | iyam-ucyate
   sparśapratyayā vedaneti | yastāṃ vedanāṃ viśeṣeṇāsvādayati abhinandati	sparSa-pratyayAH vedanA-iti | yaH-tAm vedanAm viSezeNa-AsvAdayati aBinandati
   adhyavasyati adhyavasāya tiṣṭhati, sā vedanāpratyayā tṛṣṇetyucyate |	aDyavasyati aDyavasAya tizWati, sA vedanA-pratyayA tRzNA-iti-ucyate |
   āsvādanābhinandanādhyavasānādhyavasāyasthānādātmapriyarūpasātarūpairviyogo	AsvAdana-aBinandana-aDyavasAna-aDyavasAya-sTAnAt-Atma-priya-rUpa-sAta-rUpEH-viyogaH-
   mā bhūditi nityamaparityāgāya yaivaṃ prārthanā, idamucyate	mA BUt-iti nityam-aparityAgAya yA-evam prArTanA, idam-ucyate
   tṛṣṇāpratyayamupādānam | evaṃ prārthayamānaḥ punarbhavajanakaṃ karma	tRzNA-pratyayam-upAdAnam | evam prArTayamAnaH punarBava-janakam karma
   samutthāpayati kāyena vācā manasā ca, sa upādānapratyayo bhava ityucyate |	samutTApayati kAyena vAcA manasA ca, saH upAdAnapratyayaH BavaH iti-ucyate |
   tatkarmanirjātānāṃ pañcaskandhānāmabhinirvṛttiryā, sā bhavapratyayā	tad-karma-nirjAtAnAm paQca-skanDAnAm-aBinirvRttiH-yA, sA Bava-pratyayA
   jātirityucyate | jātyābhinirvṛttānāṃ skandhānāmupacayanaparipākādvināśo	jAtiH-iti-ucyate | jAtyA-aBinirvRttAnAm skanDAnAm-upacayana-paripAkAt-vinASaH-
   bhavati, tadidaṃ jātipratyayaṃ jarāmaraṇamityucyate ||	Bavati, tat-idam jAti-pratyayam jarA-maraNam-iti-ucyate ||
   evamayaṃ dvādaśāṅgaḥ pratītyasamutpādaḥ anyonyahetukaḥ anyonyapratyayaḥ |	evam-ayam dvAdaSa-aFgaH pratItyasamutpAdaH anyonya-hetukaH anyonya-pratyayaH |
   na nityo nānityo na saṃskṛto nāsaṃskṛto nāhetuko nāpratyayo na vedayitā na	na nityaH na-anityaH na saMskRtaH na-asaMskRtaH na-ahetukaH na-apratyayaH na vedayitA na
   kṣayadharmo na vināśadharmo na nirodhadharmo 'nādikālapravṛtto 'nucchinno	kzaya-DarmaH na vinASa-DarmaH na niroDa-DarmaH anAdi-kAla-pravRttaH anucCinno
   'pravartate nadīsrotavat ||	apravartate nadI-srota-vat ||
   yadyayaṃ dvādaśāṅgaḥ pratītyasamutpādo 'nyonyahetuko 'nyonyapratyayaḥ, na	yadi-ayam dvAdaSa-aFgaH pratItyasamutpAdaH anyonya-hetukaH anyonya-pratyayaH, na
   nityo nānityo na saṃskṛto nāsaṃskṛto nāhetuko nāpratyayo na vedayitā na	nityaH na-anityaH na saMskRtaH na-asaMskRtaH na-ahetukaH na-apratyayaH na vedayitA na
   kṣayadharmo na vināśadharmo na nirodhadharmo 'nādikālapravṛtto 'nucchinno	kzaya-DarmaH na vinASa-DarmaH na niroDa-DarmaH anAdi-kAla-pravRttaH anucCinno
   'nupravartate nadīsrotavat, atha ca imānyasya dvādaśāṅgasya	anupravartate nadI-srotavat, aTa ca imAni-asya dvAdaSa-aFgasya
   pratītyasamutpādasya catvāri aṅgāni saṃghātakriyāyai hetutvena pravartante	pratItyasamutpAdasya catvAri aFgAni saMGAta-kriyAyE hetu-tvena pravartante
   | katamāni catvāri? yaduta avidyā tṛṣṇā karma vijñānaṃ ca | tatra vijñānaṃ	| katamAni catvAri? yat-uta avidyA tRzNA karma vijQAnam ca | tatra vijQAnam
   bījasvabhāvatvena hetuḥ | karma kṣetrasvabhāvena hetuḥ | avidyā tṛṣṇā ca	bIja-svaBAva-tvena hetuH | karma kzetra-svaBAvena hetuH | avidyA tRzNA ca
   kleśasvabhāvatvena hetuḥ | tatra karmakleśā vijñānabījaṃ janayanti | tatra	kleSa-svaBAva-tvena hetuH | tatra karma-kleSAH vijQAna-bIjam janayanti | tatra
   karma vijñānabījasya kṣetrakāryaṃ karoti | tṛṣṇā vijñānabījaṃ snehayati |	karma vijQAna-bIjasya kzetra-kAryam karoti | tRzNA vijQAna-bIjam snehayati |
   avidyā vijñānabījamavakirati | asatāmeṣāṃ pratyayānāṃ	avidyA vijQAna-bIjam-avakirati | asatAm-ezAm pratyayAnAm
   vijñānabījasyābhinirvṛttirna bhavati | tatra karmaṇo naivaṃ bhavati - ahaṃ	vijQAna-bIjasya-aBinirvRttiH-na Bavati | tatra karmaNaH na-evam Bavati  aham
   vijñānabījasya kṣetrakāryaṃ karomīti | tṛṣṇāyā api naivaṃ bhavati - ahaṃ	vijQAna-bIjasya kzetra-kAryam karomi-iti | tRzNAyAH api na-evam Bavati  aham
   vijñānabījaṃ snehayāmīti | avidyāyā api naivaṃ bhavati - ahaṃ	vijQAna-bIjam snehayAmi-iti | avidyAyAH api na-evam Bavati  aham
   vijñānabījamavakirāmīti | vijñānabījasyāpi naivaṃ bhavati - ahamebhiḥ	vijQAna-bIjam-avakirAmi-iti | vijQAna-bIjasya-api na-evam Bavati  aham-eBiH
   pratyayairjanitamiti | atha ca vijñānabījaṃ karmakṣetrapratiṣṭhitaṃ	pratyayEH-janitam-iti | aTa ca vijQAna-bIjam karma-kzetra-pratizWitam
   tṛṣṇāsnehābhiṣyanditamavidyayā svavakīrṇaṃ virohati | tatratatra	tRzNA-sneha-aBizyanditam-avidyayA su-avakIrNam virohati | tatra-tatra
   upapattyāyatanapratisaṃdhau mātuḥkukṣau nāmarūpāṅkuramabhinirvartayati |	upapatti-Ayatana-pratisaMDO mAtuH-kukzO nAma-rUpa-aFkuram-aBinirvartayati |
   sa ca nāmarūpāṅkuro na svayaṃkṛto na parakṛto nobhayakṛto (ŚālSū, Vaidya	sa ca nAma-rUpa-aFkuraH na svayaMkRtaH na para-kRtaH na-uBaya-kRtaH (ŚAlSU, VEdya
   105) neśvarakṛto na kālapariṇāmito na prakṛtisaṃbhūto na caikakāraṇādhīno	105) na-ISvara-kRtaH na kAla-pariNAmitaH na prakRti-saMBUtaH na ca-eka-kAraNa-aDInaH-
   nāpyahetusamutpannaḥ | atha ca mātāpitṛsaṃyogadṛtusamavāyādanyeṣāṃ ca	na-api-ahetu-samutpannaH | aTa ca mAtA-pitR-saMyoga-dRtu-samavAyAt-anyezAm ca
   pratyayānāṃ samavāyāt tatra tatra āsvādaviddhaṃ	pratyayAnAm samavAyAt tatra tatra AsvAda-vidDam
   vijñānabījamupapattyāyatanapratisaṃghau mātuḥ kukṣau	vijQAna-bIjam-upapatti-Ayatana-pratisaMGO mAtuH kukzO
   nāmarūpāṅkuramabhinirvartayati, asvāmikeṣu dharmeṣu amameṣu aparigraheṣu	nAma-rUpa-aFkuram-aBinirvartayati, asvAmikezu Darmezu amamezu aparigrahezu
   ākāśasameṣu māyālakṣaṇasvabhāveṣu hetupratyayānāmavaikalyāt | tadyathā -	AkASa-samezu mAyA-lakzaNa-svaBAvezu hetu-pratyayAnAm-avEkalyAt | tat-yaTA -
   pañcabhiḥ kāraṇaiḥ cakṣurvijñānamutpadyate | katamaiḥ pañcabhiḥ? yaduta	paQcaBiH kAraNEH cakzuH-vijQAnam-utpadyate | katamEH paQcaBiH? yat-uta
   cakṣuḥ pratītya rūpaṃ ca ālokaṃ ca ākāśaṃ ca tajjamanasikāraṃ ca pratītya	cakzuH pratItya rUpam ca Alokam ca AkASam ca tad-jamana-sikAram ca pratItya
   utpadyate cakṣurvijñānam | tatra cakṣurvijñānasya cakṣurāśrayakṛtyaṃ	utpadyate cakzuH-vijQAnam | tatra cakzuH-vijQAnasya cakzuH-ASraya-kRtyam
   karoti | rūpaṃ cakṣurvijñānasya ālambanakṛtyaṃ karoti | ālokaḥ	karoti | rUpam cakzuH-vijQAnasya Alambana-kRtyam karoti | AlokaH
   avabhāsakṛtyaṃ karoti | ākāśamanāvaraṇakṛtyaṃ karoti | tajjamanasikāraḥ	avaBAsa-kRtyam karoti | AkASam-anAvaraNa-kRtyam karoti | tad-ja-manasikAraH
   samanvāhārakṛtyaṃ karoti | asatāmeṣāṃ pratyayānāṃ cakṣurvijñānaṃ	samanvAhAra-kRtyam karoti | asatAm-ezAm pratyayAnAm cakzuH-vijQAnam
   notpadyate | yadā tu cakṣurādhyātmikamāyatanamavikalaṃ bhavati, evaṃ	na-utpadyate | yadA tu cakzuH-ADyAtmikam-Ayatanam-avikalam Bavati, evam
   rūpālokākāśatajjamanasikārāśca avikalā bhavanti, tataḥ sarveṣāṃ	rUpa-Aloka-AkASa-tajja-manasikArAH-ca avikalAH Bavanti, tatas sarvezAm
   samavāyāccakṣurvijñānamutpadyate | tatra cakṣuṣo naivaṃ bhavati - ahaṃ	samavAyAt-cakzuH-vijQAnam-utpadyate | tatra cakzuzaH na-evam Bavati  aham
   cakṣurvijñānasyāśrayakṛtyaṃ karomīti | rūpasyāpi naivaṃ bhavati - ahaṃ	cakzuH-vijQAnasya-ASraya-kRtyam karomi-iti | rUpasya-api na-evam Bavati  aham
   cakṣurvijñānasya ālambanakṛtyaṃ karomīti | ālokasyāpi naivaṃ bhavati -	cakzuH-vijQAnasya Alambana-kRtyam karomi-iti | Alokasya-api na-evam Bavati -
   ahaṃ cakṣurvijñānasya avabhāsakṛtyaṃ karomīti | ākāśasyāpi naivaṃ bhavati	aham cakzuH-vijQAnasya avaBAsa-kRtyam karomi-iti | AkASasya-api na-evam Bavati
   - ahaṃ cakṣurvijñānasya anāvaraṇakṛtyaṃ karomīti | tajjamanasikārasyāpi	 aham cakzuH-vijQAnasya anAvaraNa-kRtyam karomi-iti | tad-ja-manasikArasya-api
   naivaṃ bhavati - ahaṃ cakṣurvijñānasya samanvāhārakṛtyaṃ karomīti |	na-evam Bavati  aham cakzuH-vijQAnasya samanvAhAra-kRtyam karomi-iti |
   cakṣurvijñānasyāpi naivaṃ bhavati - ahamebhiḥ pratyayairjanitamiti | atha	cakzuH-vijQAnasya-api na-evam Bavati  aham-eBiH pratyayEH-janitam-iti | aTa
   ca punaḥ satsu eṣu pratyayeṣu cakṣurvijñānasyotpattirbhavati | evaṃ	ca punar satsu ezu pratyayezu cakzuH-vijQAnasya-utpattiH-Bavati | evam
   śeṣāṇāmindriyāṇāṃ yathāyogaṃ yojyam ||	SezANAm-indriyANAm yaTAyogam yojyam ||
   tatra na kaściddharmo 'smāllokāt paralokaṃ saṃkrāmati | asti ca	tatra na kaScid-DarmaH asmAt-lokAt para-lokam saMkrAmati | asti ca
   karmaphalaprativijñaptiḥ, hetupratyayānāmavaikalyāt | tadyathā	karma-Pala-prativijQaptiH, hetu-pratyayAnAm-avEkalyAt | tat-yaTA
   supariśuddhe ādarśamaṇḍale mukhapratibimbakaṃ dṛśyate | na ca tatra	su-pariSudDe AdarSa-maNxale muKa-pratibimbakam dRSyate | na ca tatra
   ādarśamaṇḍale mukhaṃ saṃkrāmati | asti ca mukhaprativijñaptiḥ,	AdarSa-maNxale muKam saMkrAmati | asti ca muKa-prativijQaptiH,
   hetupratyayānāmavaikalyāt | evamasmāllokāt na kaścit cyutaḥ,	hetu-pratyayAnAm-avEkalyAt | evam-asmAt-lokAt na kaScid cyutaH,
   nāpyanyatropapannaḥ | asti ca karmaphalaprativijñaptiḥ,	na-api-anyatra-upapannaH | asti ca karma-Pala-prativijQaptiH,
   hetupratyayānāmavaikalyāt | tadyathā candramaṇḍalaṃ	hetu-pratyayAnAm-avEkalyAt | tat-yaTA candra-maNxalam
   catvāriṃśadyojanaśatamūrdhvaṃ vrajati | atha ca punaḥ parītte	catvAriMSat-yojana-Satam-UrDvam vrajati | aTa ca punar parItte
   'bhyudakabhājane candrasya pratibimbaṃ dṛśyate | na ca candramaṇḍalaṃ	aByudaka-BAjane candrasya pratibimbam dRSyate | na ca candra-maNxalam
   tasmātsthānāccyutam, parītte udakasya bhājane saṃkrāntaṃ bhavati | asti ca	tasmAt-sTAnAt-cyutam, parItte udakasya BAjane saMkrAntam Bavati | asti ca
   candramaṇḍalaprativijñaptiḥ, hetupratyayānāmavaikalyāt | evamasmāllokānna	candra-maNxala-prativijQaptiH, hetu-pratyayAnAm-avEkalyAt | evam-asmAt-lokAn-na
   kaścit cyutaḥ, nāpyanyatropapannaḥ | asti ca karmaphalaprativijñaptiḥ,	kaScid cyutaH, na-api-anyatra-upapannaH | asti ca karma-Pala-prativijQaptiH,
   hetupratyayānāmavaikalyāt ||	hetu-pratyayAnAm-avEkalyAt ||
   tadyathā agnirupādānapratyaye sati jvalati, upādānavaikalyānna jvalati,	tat-yaTA agniH-upAdAna-pratyaye sati jvalati, upAdAna-vEkalyAt-na jvalati,
   evameva karmakleśajanitaṃ vijñānabījaṃ tatra tatra	evam-eva karma-kleSa-janitam vijQAna-bIjam tatra tatra
   upapattyāyatanapratisaṃghau mātuḥ kukṣau nāmarūpāṅkuramabhinirvartayati,	upapatti-Ayatana-pratisaMGO mAtuH kukzO nAma-rUpa-aFkuram-aBinirvartayati,
   asvāmikeṣu dharmeṣu amameṣu aparigraheṣu ākāśasameṣu māyālakṣaṇasvabhāveṣu	asvAmikezu Darmezu amamezu aparigrahezu AkASa-samezu mAyA-lakzaNa-svaBAvezu
   hetupratyayānāmavaikalyāt | evaṃ ādhyātmikasya pratītyasamutpādasya	hetu-pratyayAnAm-avEkalyAt | evam ADyAtmikasya pratItyasamutpAdasya
   pratyayopanibandho draṣṭavyaḥ ||	pratyaya-upanibanDaH drazwavyaH ||
   tatra ādhyātmikaḥ pratītyasamutpādaḥ pañcabhirākārairdraṣṭavyaḥ | katamaiḥ	tatra ADyAtmikaH pratItyasamutpAdaH paQcaBiH-AkArEH-drazwavyaH | katamEH
   pañcabhiḥ? na śāśvatataḥ, nocchedataḥ, na saṃkrāntitaḥ, parīttahetuto	paQcaBiH? na SASvatataH, na-ucCedataH, na saMkrAntitaH, parItta-hetuto
   vipulaphalābhinirvṛttataḥ, tatsadṛśānuprabandhataśceti | kathaṃ na	vipula-Pala-aBinirvRttataH, tad-sadRSa-anuprabanDataH-ca-iti | kaTam na
   śāśvatataḥ? yasmādanye māraṇāntikāḥ skandhāḥ, anye aupapattyaṃśikāḥ	SASvatataH? yasmAt-anye mAraNa-antikAH skanDAH, anye Opapatti-aMSikAH
   (ŚālSū, Vaidya 106) skandhāḥ, na tu ya evaṃ māraṇāntikāḥ skandhāḥ, ta eva	(ŚAlSU, VEdyaH 106) skanDAH, na tu yaH evam mAraNa-antikAH skanDAH, te eva
   aupapattyaṃśikāḥ | api tu māraṇāntikāḥ skandhā nirudhyante, tasminneva ca	Opapatti-aMSikAH | api tu mAraNa-antikAH skanDAH niruDyante, tasmin=-eva ca
   samaye aupapattyaṃśikāḥ skandhāḥ prādurbhavanti | ato na śāśvatataḥ ||	samaye Opapatti-aMSikAH skanDAH prAdurBavanti | atas na SASvatataH ||
   kathaṃ nocchedataḥ? na ca pūrvaniruddheṣu māraṇāntikeṣu skandheṣu	kaTam na-ucCedataH? na ca pUrva-nirudDezu mAraNa-antikezu skanDezu
   aupapattyaṃśikāḥ skandhāḥ prādurbhavanti, nāpyaniruddheṣu | api tu	Opapatti-aMSikAH skanDAH prAdurBavanti, na-api-anirudDezu | api tu
   māraṇāntikāḥ skandhā nirudhyante, tasminneva ca samaye aupapattyaṃśikāḥ	mAraNa-antikAH skanDAH niruDyante, tasmin=-eva ca samaye Opapatti-aMSikAH
   skandhāḥ prādurbhavanti tulādaṇḍonnāmāvanāmavat | ato nocchedataḥ ||	skanDAH prAdurBavanti tulA-daNxa-unnAma-avanAma-vat | atas na-ucCedataH ||
   kathaṃ na saṃkrāntitaḥ? visadṛśāḥ sattvanikāyāḥ sabhāgāyāṃ jātyāṃ	kaTam na saMkrAntitaH? visadRSAH sattva-nikAyAH saBAgAyAm jAtyAm
   jātimabhinirvartayanti | ato na saṃkrāntitaḥ | kathaṃ parīttahetuto	jAtim-aBinirvartayanti | atas na saMkrAntitaH | kaTam parItta-hetuto
   vipulaphalābhinirvṛttitaḥ? parīttaṃ karma kriyate, vipulaḥ phalavipāko	vipula-Pala-aBinirvRttitaH? parIttam karma kriyate, vipulaH Pala-vipAkaH-
   'nubhūyate | ataḥ parīttahetuto vipulaphalābhinirvṛttitaḥ || kathaṃ	anuBUyate | atas parItta-hetutaH vipula-Pala-aBinirvRttitaH || kaTam
   tatsadṛśānuprabandhataḥ? yathāvedanīyaṃ karma kriyate, tathāvedanīyo	tad-sadRSa-anuprabanDataH? yaTAvedanIyam karma kriyate, taTA-vedanIyaH-
   vipāko 'nubhūyate | atastatsadṛśānuprabandhataśca || evamādhyātmikaḥ	vipAkaH anuBUyate | atas-tad-sadRSa-anuprabanDataH-ca || evam-ADyAtmikaH
   pratītyasamutpādaḥ pañcabhirākārairdraṣṭavyaḥ ||	pratItyasamutpAdaH paQcaBiH-AkArEH-drazwavyaH ||
   yaḥ kaścid bhadanta śāriputra imaṃ pratītyasamutpādaṃ bhagavatā	yaH kaScid Badanta SAriputraH imam pratItyasamutpAdam BagavatA
   samyakpraṇītamevaṃ yathābhūtaṃ samyakprajñayā satatasamitamajīvaṃ nirjīvaṃ	samyak-praNItam-evam yaTABUtam samyak-prajQayA satata-samitam-ajIvam nirjIvam
   yathāvadaviparītamajātamabhūtamakṛtamasaṃskṛtamapratighamanālambaṃ	yaTAvat-aviparItam-ajAtam-aBUtam-akRtam-asaMskRtam-apratiGam-anAlambam
   śivamabhayamanāhāryamavyayamavyupaśamasvabhāvaṃ paśyati, asataḥ tucchataḥ	Sivam-aBayam-anAhAryam-avyayam-avyupaSama-svaBAvam paSyati, asataH tucCataH
   riktataḥ asārataḥ rogataḥ gaṇḍataḥ śalyataḥ aghataḥ anityataḥ duḥkhataḥ	riktataH asArataH rogataH gaNxataH SalyataH aGatas anityataH duHKataH
   śūnyataḥ anātmataḥ samanupaśyati, na sa pūrvāntaṃ pratisarati - kiṃ	SUnyataH anAtmataH samanupaSyati, na sa pUrva-antam pratisarati  kim
   nvahamabhūvamatīte 'dhvani, kathaṃ nvahamabhūvamatīte 'dhvani iti |	nu-aham-aBUvam-atIte aDvani, kaTam nu-aham-aBUvam-atIte aDvani iti |
   aparāntaṃ vā na punaḥ pratisarati - kiṃ nvahaṃ bhaviṣyāmyanāgate 'dhvani,	apara-antam vA na punar pratisarati  kim nu-aham BavizyAmi-anAgate aDvani,
   āhosvinna bhaviṣyāmyanāgate 'dhvani, ko nu bhaviṣyāmyanāgate 'dhvani,	Ahosvit-na BavizyAmi-anAgate aDvani, kaH nu BavizyAmi-anAgate aDvani,
   kathaṃ nu bhaviṣyāmyanāgate 'dhvani iti | pratyutpannaṃ vā punarnaṃ	kaTam nu BavizyAmi-anAgate aDvani iti | pratyutpannam vA punar-nam
   pratisarati - kiṃ nvidam, kathaṃ nvidam, ke santaḥ ke bhaviṣyāmaḥ, ime	pratisarati  kim nu-idam, kaTam nu-idam, ke santaH ke BavizyAmaH, ime
   sattvāḥ kuta āgatāḥ, itaścyutāḥ kutra gamiṣyantīti | yāni ekeṣāṃ	sattvAH kutas AgatAH, itas-cyutAH kutra gamizyanti-iti | yAni ekezAm
   śramaṇabrāhmaṇānāṃ pṛthag loke dṛṣṭigatāni bhaviṣyanti, tadyathā -	SramaNa-brAhmaNAnAm pRTak loke dRzwi-gatAni Bavizyanti, tat-yaTA -
   ātmavādapratisaṃyuktāni sattvavādapratisaṃyuktāni jīvavādapratisaṃyuktāni	Atma-vAda-pratisaMyuktAni sattva-vAda-pratisaMyuktAni jIva-vAda-pratisaMyuktAni
   pudgalavādapratisaṃyuktāni kautukamaṅgalavādapratisaṃyuktāni unmiñjitāni	pudgala-vAda-pratisaMyuktAni kOtuka-maFgala-vAda-pratisaMyuktAni unmiQjitAni
   nimiñjitāni ca, tānyasya tasmin samaye prahīṇāni bhavanti parijñātāni	nimiQjitAni ca, tAni-asya tasmin samaye prahINAni Bavanti parijQAtAni
   samucchinnamūlāni tālamastakavadanābhāsagatāni	samucCinna-mUlAni tAla-mastaka-vadana-ABAsa-gatAni
   āyatyāmanutpādānirodhadharmāṇi ||	AyatyAm-anutpAda-ani-roDa-DarmANi ||
