   oṃ	om
   evaṃ niyogapratyabhijñopavṛṃhitasaṃnidhisamāmnānavaśādavaghātādayo	evam niyoga-pratyaBijQA-upavRMhita-saMniDi-samAmnAna-vaSAdava-GAta-At-ayaH-
   'vahantyādipadairadhikāraniyogaidamarthyenānvayino 'vagatā -	avahanti-Adi-padEH-aDikAra-niyoga-Edam-arTyena-anvayinaH avagatA -
   ssantastadanvitāvasthairvrīhyādibhissaha kriyā--kārakabhāvenānvitāstān	ssantaH-tad-anvita-avasTEH-vrIhi-AdiBiH-saha kriyA---kAraka-BAvena-anvitAH-tAn
   prati śeṣatāṃ pratipadyante /	prati Seza-tAm pratipadyante /
   svamatena śrutyādīnāṃ viniyojakatvakathanam /	sva-matena Sruti-AdInAm viniyojaka-tva-kaTanam /
   kiṃ punaravadhātasya vrīhyādiśeṣatve pramāṇam ? kāryamiti brūmaḥ /	kim punar-avaDAtasya vrIhi-Adi-Seza-tve pramANam ? kAryam-iti brUmaH /
   tathā hi---na kāryamanyārthaṃ bhavati, kāryatvādeva /	taTA hi---na kAryam-anya-arTam Bavati, kArya-tvAt-eva /
   tena yat kāryeṇa sambaddham, tattāvattadartham /	tena yat kAryeNa sambadDam, tat-tAvat-tad-arTam /
   yadapi ca kāryaidamarthyāpannena saṃbaddhaṃ, tenāpi saha yasya	yat-api ca kAryA-Edam-arTya-Apannena saMbadDan, tena-api saha yasya
   sādhyasādhanabhāvaḥ, tadapi tadarthameva,	sADya-sADana-BAvaH, tat-api tad-arTam-eva,
   kāryaidamarthyāpannasyānyaidamarthye pramāṇābhāvāt /	kAryA-Edam-arTya-Apannasya-anyEdamarTye pramANa-aBAvAt /
   evaṃ 1396sarveṣu śeṣa--śeṣitvaṃ veditavyam /	evam 1396-sarvezu Seza--Sezi-tvam veditavyam /
   yadi 1397kāryatayaivaidamarthyāvagamaḥ, kathaṃ tarhi śrutyādīnāṃ	yadi 1397kArya-tayA-eva-EdamarTya-avagamaH, kaTam tarhi Sruti-AdInAm
   viniyogakāraṇatvam ? dvāraviśeṣasamarpakatayā /	viniyoga-kAraNa-tvam ? dvAra-viSeza-samarpaka-tayA /
   kāryaviśeṣakaratayā ca śeṣaśśeśiṇi śeṣatāmāpadyate, nānyathā,	kArya-viSeza-karatayA ca SezaH-SeSiNi Seza-tAm-Apadyate, na-anyaTA,
   akiñcitkarasya śeṣatvānupapatteḥ /	akiQcitkarasya Seza-tva-anupapatteH /
   tatra śrutiḥ"vrīhīnavahantī"ti dvitīyātmikā	tatra SrutiH-"vrIhIn-avahanti-i"ti dvitIya-AtmikA
   vrīhyādigatantuṣakaṇavimocanādi samabhivyāhṛtakriyāsādhyabhūtaṃ	vrIhi-Adi-gatantuza-kaNa-vimocana-Adi samaBivyAhRta-kriyA-asADya-BUtam
   samarpayantī 1398niyogakaraṇatāmanuvadati, na purdvītīyaiva śeṣitāṃ	samarpayantI 1398niyoga-karaNa-tAm-anuvadati, na purdvItIya-eva SezitAm
   vrīhyādīnām, avadhātasya ca śeṣatāmāha /	vrIhi-AdInAm, avaDAtasya ca Seza-tAm-Aha /
   "gāṃ dadātī"tyādiṣu vyabhicārāt /	"gAm dadAti-i"tyAdizu vyaBicArAt /
   kriyājanyaphalabhāgitā hi sarvatrāvyabhicāriṇī dvitīnayāvācyā, na śeṣitā,	kriyA-janya-Pala-BAgitA hi sarvatra-avyaBicAriNI dvitInayA-avAcyA, na SezitA,
   vyabhicāritvāt /	vyaBicAri-tvAt /
   kriyājanyasya phalasya bhāgi kārakameva karma /	kriyA-janyasya Palasya BAgi kArakam-eva karma /
   tacca kiñcidīpsitam, bhūta-bhāvyupayogāt /	tat-ca kiQcid-Ipsitam, BUta-BAvi-upayogAt /
   kiñciccānīpsitam, anupayogāt //	kiQcid-ca-anIpsitam, anupayogAt //
   anenaiva viśeṣeṇa bhagavataḥ pāṇinessūtradvayam--- "karturīpsitatamaṃ	anena-eva viSezeNa BagavataH pANineH-sUtra-dvayam-- "kartuH-Ipsitatamam
   karma" [pā. sū. 1. 4. 49] "tathāyuktañcānīpsitami" [pā. sū. 1. 4. 50] ti	karma" [pA. sU. 1. 4. 49] "taTA-yuj-taQcAni-Ipsitami" [pA. sU. 1. 4. 50] ti
   ca /	ca /
   yeṣāṃ mate śeṣitaiva dvitīyārthaḥ, teṣāṃ mate"suvarṇaṃ bhāryami"ti	yezAm mate SezitA-eva dvitIya-arTaH, tezAm mate"-suvarNam BAryam-i"ti
   kratudharma eva syāt /	kratu-DarmaH eva syAt /
   śrutānuguṇādhikārānupraveśitaiva nyāyyā yataḥ, na svatantrādhikārakalpanā,	Sruta-anuguNa-aDikAra-anupraveSitA-eva nyAyyAH yatas-, na svatantra-aDikAra-kalpanA,
   avagatasuvarṇaśeṣitvatyāgaprasaṅgāt /	avagata-suvarNa-Sezi-tva-tyAga-prasaFgAt /
   kriyājanyaphalabhāgitve tu śabdārthe, na śrutahāniriti,	kriyA-janya-Pala-BAgi-tve tu Sabda-arTe, na Sruta-hAniH-iti,
   1399svatantrakartravagamāt 1400tatkāraṇabhūtādhikārakalpanaiva nyāyyā /	1399svatantra-kartR-avagamAt 1400-tad-kAraNa-BUta-aDikAra-kalpanA-eva nyAyyAH /
   prakṛtaniyogāpratyabhijñānānniyogāntare sthite	prakRta-niyoga-apratyaBijQAnAt-niyoga-antare sTite
   prajāpativratādhikārakalpanevādhikārakalpanaivācitā---iti /	prajApati-vrata-aDikAra-kalpa-nA-iva-aDikAra-kalpanA-eva-AcitA---iti /
   liṅgasyodāharaṇam /	liFgasya-udAharaNam /
   1401snānādiṣu vastusvabhāvaparyālocanayā	1401snAna-Adizu vastu-svaBAva-paryAlocanayA
   liṅgātkartṛsaṃskārarūpakāryāṅgīkāraḥ /	liFgAt-kartR-saMskAra-rUpa-kArya-aFgIkAraH /
   tena kartari śeṣatā snānādīnām, sāmarthyāt /	tena kartari Seza-tA snAna-AdInAm, sAmarTyAt /
   sāmarthyamātrañca liṅgam, nābhidhānasāmarthyameva /	sAmarTya-mAtraQca liFgam, na-aBiDAna-sAmarTyam-eva /
   vākyasyodāharaṇam /	vAkyasya-udAharaNam /
   "abhikrāmaṃ juhotī" [tai. sa. 2. 6. 6. 1] tayādiṣu vākyādabhikramaṇasya	"aBikrAmam juhotI" [tE. sa. 2. 6. 6. 1] tayA-Adizu vAkyAt-aBikramaNasya
   homaḥ kāryatayā pratīyata iti, vākyenāyaṃ viniyogaḥ /	homaH kArya-tayA pratIyate iti, vAkyena-ayam viniyogaH /
   1402sannipattyopakārakāṇāntu na prakaraṇena viniyogassambhavati /	1402sannipattyA-upakAra-kANa-an-tu na prakaraNena viniyoga-ssamBavati /
   yeṣāṃ prakaraṇaṃ dvāraṃ kalpayati, teṣāṃ prakaraṇādhīno viniyogaḥ /	yezAm prakaraNam dvAram kalpayati, tezAm prakaraNa-aDInaH viniyogaH /
   prakaraṇanirūpaṇam /	prakaraNa-nirUpaNam /
   itikarttavyatākāṅkṣāṃ prakaraṇam /	itikartta-vyatA-kAFkzAm prakaraNam /
   tayā ca karaṇopakāraḥ kāryabhūtaḥ kalpyate /	tayA ca karaNa-upakAraH kArya-BUtaH kalpyate /
   na cāsau sannipattyopakāriṇaṃ dvāramiti, na teṣāṃ prakaraṇena viniyogaḥ /	na ca-asO sannipattyA-upakAriNam dvAram-iti, na tezAm prakaraNena viniyogaH /
   sthāna-samākhyayossannipātiṣu na viniyojakatvam /	sTAna--samAKyayoH-sannipAtizu na viniyojaka-tvam /
   sthāna-samākhyayorapi sannipattyopakārakāṇi prati na kāryakalpakateti, na	sTAna--samAKyayoH-api sannipattyA-upakArakANi prati na kArya-kalpaka-tA-iti, na
   viniyogakāraṇatvam, evaṃ1403 sannipatyopakārakāṇāṃ	viniyoga-kAraNa-tvam, evaM1403 sannipatya-upakArakANAm
   niyogaidamarthyamabhidhānataḥ, viniyogataśca kārakaidamarthyam,	niyoga-Edam-arTyam-aBiDAnataH, viniyogataH-ca kArakEdam-arTyam,
   upādānataścādhikāraniyogakaraṇībhūtayāgādyaidamarthyaṃm /	upAdAnataH-ca-aDikAra-niyoga-karaNI-BUta-yAgAt-yEdam-arTyaMm /
   1404niyogākṣepo hyupādānam, tatkṛtaṃ prokṣaṇādeḥ kratvarthatvam /	1404niyoga-AkzepaH hi-upAdAnam, tad-kRtam prokzaNa-AdeH kratu-arTa-tvam /
   yadi tadiyakaraṇopakārakatā prokṣaṇāderna syāt, tadā kenāpareṇa prakāreṇa	yadi tat-iya-karaNa-upakAraka-tA prokzaNa-AdeH-na syAt, tadA kena-apareNa prakAreNa
   tadanvitaniyogapratītirnirvahatīti, niyoga eva tadanvitaḥ pratipannastasya	tad-anvita-niyoga-pratItiH-nirvahati-iti, niyogaH eva tad-anvitaH pratipannaH-tasya
   karaṇopakārakatāṃ kalpayan karaṇaidamarthyamākṣipatīti, tatkṛtameva	karaNa-upakAraka-tAm kalpayan karaNA-Edam-arTyam-Akzipati-iti, tat-kRtam-eva
   prokṣaṇādeḥ kratvarthatvam /	prokzaNa-AdeH kratu-arTa-tvam /
   viniyogāt punaḥ kārakaidamarthyameveti kathaṃ punasteṣāṃ karaṇopakārakatā	viniyogAt punar kArakA-Edam-arTyam-eva-iti kaTam punar-tezAm karaNa-upakAraka-tA
   ? tuṣakaṇavimocanādikāryaparamparādānenopakāryaviśeṣādhāyakatayā /	? tuza-kaNa-vimocana-Adi-kArya-paramparA-dAnena-upakArya-viSeza-ADAyaka-tayA /
   nanvevaṃ sati kārakānupraveśināmavaghātādīnāṃ	nanu-evam sati kAraka-anupraveSinAm-avaGAta-AdInAm
   1405karaṇaśarīraviśeṣādhāyakatayā karaṇopakārakatvaṃ,	1405karaNa-SarIra-viSeza-ADAyaka-tayA karaNa-upakAraka-tvaM,
   prayājādīnāntvavyatiriktakaraṇānugrahajanakateti, na sarvaireka upakāraḥ	prayAja-AdIna-antva-vyatirikta-karaNa-anugraha-janakatA-iti, na sarvEH-ekaH upakAraH
   kriyate /	kriyate /
   tataśca sarvaireketikartavyateti na syāt /	tatas-ca sarvEH-ekA-itikartavyatA-iti na syAt /
   ucyate /	ucyate /
   upakāryaviśeṣāyattasiddhitvādupakārasiddherupakāryaviśeṣasyopakāraṃ1406	upakArya-viSeza-Ayatta-sidDi-tvAt-upakAra-sidDeH-upakArya-viSezasya-upakAraM1406
   janayitumalam, nānyasyetyavaghātādiviniyogādavagamyate /	janayitum-alam, na-anyasya-iti-avaGAta-Adi-viniyogAt-avagamyate /
   evañcopapannamavaghātāderapi prayājādibhissaha karaṇopakārajanakatvam /	evaQca-upapannam-avaGAta-AdeH-api prayAja-AdiBiH-saha karaNa-upakAra-janaka-tvam /
   sannipātināmārādupakārakatvaśaṅkā-nirāsau /	sannipAtinAmArAt-upakAraka-tva-SaFkA--nirAsO /
   kasmāt punaḥ prayājādivadavadhātādayo 'pyupakārakā nābhyupeyante ?	kasmAt punar prayAja-Adi-vat-avaDAta-AdayaH api-upakArakAH na-aByupeyante ?
   prakṛtādhikāraniyogapratyabhijñānāt /	prakRta-aDikAra-niyoga-pratyaBijQAnAt /
   sambhavati cātra niyogaikyaṃ tadīyavrīhisaṃskāramukhenetyuktam1407 /	samBavati ca-atra niyoga-Ekyam tadIya-vrIhi-saMskAra-muKena-iti-uktam-1407 /
   prayājāditulyatve hyavaghātādīnāmaṅgīkriyamāṇe,	prayAja-Adi-tulya-tve hi-avaGAta-AdInAm-aFgIkriyamANe,
   utpattiniyogāntaramāśrayaṇīyamiti vakṣyāmaḥ1408 /	utpatti-niyoga-antaram-ASrayaNIyam-iti vakzyAmaH1408 /
   tatra saṅgrahaślokāḥ---sannidhānavaśotpannā prakṛtāpūrvagāminī1409 /	tatra saFgraha-SlokAH----sanniDAna-vaSa-utpannA prakRta-apUrva-gAminI1409 /
   mā bādhi 1410pratyabhijñeti tadanugrahakāṅkṣayā // 3 //	mA bADi 1410pratyaBijQA-iti tad-anugraha-kAFkzayA // 3 //
   avahantyādibhiśśabdaiḥ kāryānvitapadārthakaiḥ /	avahanti-AdiBiH-SabdEH kArya-anvita-padArTakEH /
   prakṛtāpūrvasambaddha1411 eva svārtho 'bhidhīyate // 4 //	prakRta-apUrva-sambadDa-1411 eva sva-arTaH aBiDIyate // 4 //
   tathā sati tadīyatvaṃ teṣāṃ rakṣitumicchatā /	taTA sati tadIya-tvam tezAm rakzitum-icCatA /
   brīhyādibhiḥ padairyuktā kāryasādhanalakṣaṇā // 5 //	brIhi-AdiBiH padEH-yuktA kArya-sADana-lakzaNAH // 5 //
   kriyākārakasambandho 'pyatassādhanagocaraḥ1412 /	kriyA-kAraka-sambanDaH api-atassADana-gocaraH1412 /
   śeṣibhāvo 'pi1413 tasyaiva śrautadvārānusārataḥ // 6 //	Sezi-BAvaH api-1413 tasya-eva SrOta-dvAra-anusArataH // 6 //
   iti mahāmahopādhyāyaśrīmacchālikanāthamiśrapraṇītāyāṃ	iti mahA-mahA-upADyAya-SrImat-SAlika-nATa-miSra-praNItAyAm
   prakaraṇapañcikāyāmaṅgapārāyaṇe sannipattyopakārakāṅganirūpaṇaparaḥ	prakaraNa-paQcikAyAm-aFga-pArAyaNe sannipattyA-upakAraka-aFga-nirUpaNa-paraH
   prathamaḥ paricchedassamāptaḥ //	praTamaH paricCedassamAptaH //
   athāṅgapārāyaṇe ārādupakārakāṅganirupaṇaparaḥ	aTa-aFga-pArAyaNe ArAt-upakAraka-aFga-nirupaNa-paraH
   dvitīyaḥ paricchedaḥ prakaraṇārthapratijñā /	dvitIyaH paricCedaH prakaraNa-arTa-pratijQA /
   1414ārādupakārakaṃ dvividham--adṛṣṭaprayojanaṃ, dṛṣṭā-dṛṣṭāprayojanañca /	1414ArAt-upakArakam dviviDam---a-dRzwa-prayojanan, dRzwA--dRzwa-aprayojanaQca /
   tatrādṛṣṭaprayojanaṃ "samidho yajati" [śa. brā. 2. 6. 1. 1] ityādi /	tatra-adRzwa-prayojanam "samiDaH yajati" [Sa. brA. 2. 6. 1. 1] ityAdi /
   asya kārakagataṃ kiñcit prayojanaṃ na dṛśyate /	asya kAraka-gatam kiQcid prayojanam na dRSyate /
   ārādupakārakaviṣaya ekadeśimatam /	ArAt-upakAraka-vizayaH eka-deSi-matam /
   1415tatra kecittāvadadhikārāpūrvaṃ	1415tatra kecid-tAvat-aDikAra-apUrvam
   pratyaṅgatāsiddhyarthameṣāmadhikṛtādhikāramicchanti /	pratyaFga-tA-sidDi-arTam-ezAm-aDikRta-aDikAram-icCanti /
   te hi manyanate---utpattiniyogāstāvat samidādiṣu nirvivādaṃ sammatāḥ /	te hi manyanate---utpatti-niyogAH-tAvat samiD-Adizu nirvivAdam sammatAH /
   na ca niyogo niyojyamantareṇābhidhīyate /	na ca niyogaH niyojyam-antareNa-aBiDIyate /
   tathā sati viśvajidādiṣu niyojyaparikalpanā na syāt /	taTA sati viSva-jit-Adizu niyojya-parikalpanA na syAt /
   tatra ca niyojye kalpayitavye, yadyanuṣaṅgaḥ phalapadasya kalpyeta, yadi	tatra ca niyojye kalpayitavye, yadi-anuzaFgaH Pala-padasya kalpyeta, yadi
   vā viśvajinyāyenādhikārī kalpyeta, tadādhikārāpūrvasyetikartavyatākāṅkṣā	vA viSvajinyAyena-aDikArI kalpI-eta, tadA-aDikAra-apUrvasya-iti-kartavyatA-kAFkzA
   na 1416paripūryate /	na 1416paripUryate /
   na paramāpūrvādhikṛte tvadhikāriṇi sati, upāyo-peyabhāvo gamyate /	na parama-apUrva-aDikRte tu-aDikAriNi sati, upAyaH--peya-BAvaH gamyate /
   na hyanyathādhikṛtādhikārabhāva upapadyate /	na hi-anyaTA-aDikRta-aDikAra-BAvaH upapadyate /
   yasya hi paramāpūrvaṃ sādhyam, sa paramāpūrvādhikārī, tena	yasya hi parama-apUrvam sADyam, sa parama-apUrva-aDikArI, tena
   yathā"darśapūrṇamāsābhyāṃ svargakāmo yajete"tyādau svargakāme	yaTA-"darSa-pUrNamAsAByAm svarga-kAmaH yajeta-i"ti-AdO svarga-kAme
   sādhyasvargaviśiṣṭe 'dhikāriṇi svarga-yāgayorupāyo-peyabhāvaḥ, tathaihāpi	sADya-svarga-viSizwe aDikAriNi svarga-yAgayoH-upAyaH--peya-BAvaH, taTA-eha-api
   samidādiparamāpūrvayoḥ /	samiD-Adi-parama-apUrvayoH /
   tatra"na ca kāryamanyārthami"ti nyāyenādhikāraniyogaidamarthyameva	tatra"na ca kAryam-anya-arTam-i"ti nyAyena-aDikAra-niyoga-Edam-arTyam-eva
   samidādīnāmavasīyate /	samiD-AdInAm-avasIyate /
   tadidaṃ grāhakagrahaṇamiti gīyate /	tat-idam grAhaka-grahaNam-iti gIyate /
   tatrotpattiśiṣṭāgneyādikaraṇāvaruddhe paramāpūrve	tatra-utpatti-Sizwa-Agneya-Adi-karaNa-avarudDe paramApUrve
   prakārāntareṇaidamarthyānupapatteritikartavyatātvenaiva sambandhaḥ--iti /	prakAra-antareNa-Edam-arTya-anupapatteH-itikartavya-tA-tvena-eva sambanDaH--iti /
   tannirāsaḥ /	tad-nirAsaH /
   tadidamanupapannamiti prābhākarāḥ /	tat-idam-anupapannam-iti prABAkarAH /
   1417tathāhi---yadi sarvasya niyogasya niyojyānvitābhidhānamāśrīyate,	1417taTA-ahi---yadi sarvasya niyogasya niyojya-anvitA-aBiDAnam-ASrIyate,
   1418tarhi rājasūyikānāmijyāviśeṣāṇāmutpattiniyogānāmapi sādhikāratvaṃ syāt	1418tarhi rAjasUyikA-nAmijyA-viSezANAm-utpatti-niyogAnAm-api sADikAra-tvam syAt-
   tato 'bhiṣecanīyatantramadhye paṭhitānāṃ	tatas aBizecanIya-tantra-maDye paWitAnAm
   videvanādīnāmabhiṣecanīyāvāntarāpūrvaprakaraṇena tadaṅgataiva syāt /	videvana-AdInAm-aBizecanIyAva-antara-apUrva-prakaraNena tad-aFga-tA-eva syAt /
   athocyeta---nādṛṣṭārtho niyogo niyojyānvito 'bhidhīyate,	aTa-ucyeta---na-adRzwa-arTaH niyogaH niyojya-anvitaH aBiDIyate,
   kintvanuṣṭhānalabdhaye /	kintu-anuzWAna-labDaye /
   abhiṣecanīyādayaśca paramāpūrvaprayuktyaiva labdhānuṣṭhānāḥ,	aBizecanIya-AdayaH-ca parama-apUrva-prayuktyA-eva labDa-anuzWAnAH,
   paramāpūrvasyāpi tadviṣayatvāt, tenaiva svasiddhyarthaṃ	parama-apUrvasya-api tad-vizaya-tva-at, tena-eva sva-sidDi-arTam
   viṣayībhūtāsvijyāsu prayujyamānāsu tadviṣayottpattiniyogā api	vizayIBUtAsvijyAsu prayujyamAnAsu tad-viza-ya-uttpatti-niyogAH api
   labdhasiddhayo na svasiddhaye niyojyāntaramākāṅkṣanti---iti /	labDa-sidDayaH na sva-sidDaye niyojya-antaram-AkAFkzanti---iti /
   tarhi prayājādiniyoga api viniyuktaviṣayatvānnādhikārāntaramapekṣeran /	tarhi prayAja-Adi-niyoga api viniyukta-vizaya-tvAt-na-aDikAra-antaram-apekzeran /
   syānmataṃ---viniyoga eva teṣāmadhikṛtādhikāramantareṇānupapannaḥ---iti /	syAt-mataM----viniyogaH eva tezAm-aDikRta-aDikAram-antareNa-anupapannaH---iti /
   tadasat---niyogaidamarthyamātreṇa prathamaṃ	tat-asat----niyoga-Edam-arTya-mAtreNa praTamam
   śabdenāvagatādhikārasambandhānāṃ prakaraṇenetikartavyatātvena viniyogāt /	Sabdena-avagata-aDikAra-sambanDAnAm prakaraNena-iti-kartavya-tA-tvena viniyogAt /
   tathāhi---adhikāravidhisannidhau "samidho yajatī"tyādayo niradhikārā eva	taTA-hi---aDikAra-viDi-sanniDO "samiDaH yajati-i"tyAdayaH niraDikArAH eva
   tāvadāmnāyante /	tAvat-AmnAyante /
   tatra yo 'sāvadhikāravidhiḥ, sa eva prayojanabhūto	tatra yaH asO=-aDikAra-viDiH, saH eva prayojana-BUtaH-
   niradhikārassaimidādibhissvayamaprayojanabhūtairanvitassvaśabdenābhidhīyate1419	niraDikAra-ssEmidAdi-BiH-svayam-aprayojana-BUtEH-anvita-ssva-Sabdena-aBiDIyate1419
   samidādivākyāni ca dravyadevatāviśiṣṭāni yāgasvarūpāṇyeva sannidhāpayanti,	samiD-Adi-vAkyAni ca dravya-devatA-viSizwAni yAga-svarUpANi-eva sanniDApayanti,
   sannidhānamātreṇa taissahādhikāraniyogasyānvayaḥ /	sanniDAna-mAtreNa tEssaha-aDikAra-niyogasya-anvayaH /
   yadi ca sannidhānaṃ nā'driyeta, tadā samidādhikāraniyogasyānvayaḥ /	yadi ca sanniDAnam nA-adriyeta, tadA samidADikAra-niyogasya-anvayaH /
   yadi ca sannidhānaṃ nā'driyeta, tadā samidādiṣvapi kimiti	yadi ca sanniDAnam nA-adriyeta, tadA samiD-Adizu-api kim-iti
   paramāpūrvādhikārī kalpyate /	parama-apUrva-aDikArI kalpyate /
   tadevaṃ sannidhānamātratassiddhamadhikāraidamarthyaṃ1420 kathaṃ	tat-evam sanniDAna-mAtratassidDam-aDikAra-Edam-arTyaM1420 kaTam
   bhavatītyapekṣā /	Bavati-iti-apekzA /
   tathā sādhyabhūtasyādhikārāpūrvasya ca kathamityākāṅkṣā /	taTA sADya-BUtasya-aDikArA-pUrvasya ca kaTam-iti-AkAFkzAH /
   tena karaṇopakāra eva teṣāṃ dvāramāśrīyate /	tena karaNa-upakAraH eva tezAm dvAram-ASrIyate /
   tatra yadaidamarthyenānvitābhidhānama, tadgrāhakagrahaṇam /	tatra yadA-EdamarTyena-anvitA-aBiDAnam-a, tad-grAhaka-grahaNam /
   yacca teṣāṃ karaṇopakāradvāraparikalpanam, sa eva prakaraṇaviniyogaḥ---iti	yat-ca tezAm karaNa-upakAra-dvAra-parikalpa-nam, saH eva prakaraNa-viniyogaH---iti
   avāntarāpūrvāpahnavaśaṅkā-parihārau /	avAntarA-pUrva-apahnava-SaFkA--parihArO /
   nanvevamavāntarāpūrvāṇyapahnutāni ? nāpahnoṣyāmahe /	nanu-evam-avAntarA-pUrvANi-apahnutAni ? na-apahnozyAmahe /
   yadyapi prathamaṃ liṅādayo na vyatiriktaṃ niyogaṃ pratipādayitumīśate,	yadi-api praTamam liFa-AdayaH na vyatiriktam niyogam pratipAdayitum-ISate,
   "vrīhīnavahantītyādi"ṣvivaśaṅkyamānādhikāraniyogānuvādakatvāt /	"vrIhi-inavahanti-ityAdi"zu-ivaSaFkyamAna-aDikAra-niyoga-anuvAdaka-tvAt /
   tathāpyadhikāraniyogaṃ pratyeṣāṃ	taTA-api-aDikAra-niyogam pratyezAm
   kṣaṇabhaṅgināmavāntarāpūrvāṇyajanayatāmaṅgatā nopapadyata iti,	kzaNa-BaFginAm-avAntarA-pUrvANi-ajanayatAm-aFga-tA na-upapadyate iti,
   paścādyadadhikārāpūrvāṅgabhāvopapādanāyā'śrayaṇīyānyavāntarāpūrvāṇi	paScAt-yat-aDikAra-apUrva-aFga-BAva-upapAdanAyA-aSrayaNIyAni-avAntarA-pUrvANi
   liṅā'bhigheyānnayupeyante /	liFA-aBiGeyAt-nayupeyante /
   tadetaddīkṣaṇīyāvāṅniyamādhikaraṇe [mī. da. 9. 1. 2.] vyutpāditam /	tat-etat-dIkzaNIyAvAk-niyama-aDikaraNe [mI. da. 9. 1. 2.] vyutpAditam /
   nanvemāśrayiṣvavāntarāpūrvābhyupagamo yathā, tathātraiva vakṣyāmaḥ /	nanu-ema-ASrayizu-avAntarA-pUrva-aByupagamaH yaTA, taTA-atra-eva vakzyAmaH /
   yāni 1421cāvāntarāpūrvāṇi, tāni śabdenāṅgabhūtānyadhikārāpūrvaṃ	yAni 1421cOvAntarA-pUrvANi, tAni Sabdena-aFga-BUtAni-aDikAra-apUrvam
   pratyupanīyante /	pratyupanIyante /
   dīkṣaṇīyādiṣvavāntarāpūrvaśaṅkā-parihārau /	dIkzaNIya-Adizu-avAntarA-pUrva-SaFkA--parihArO /
   nanvevaṃ tarhi dīkṣaṇīyādiṣu vāṅniyamasyāvāntarāpūrvaprayuktatā na syāt /	nanu-evam tarhi dIkzaNIya-Adizu vAc-niyamasya-avAntarA-pUrva-prayukta-tA na syAt /
   kintu"prokṣitābhyāmulūkhala-musalābhyāmavahantī"tivat	kintu"-prokzitAByAm-ulUKala--musalAByAm-avahantI"tivat
   tadapūrvaprayuktataivā'padyeta /	tad-apUrva-prayukta-tA-evA-apadyeta /
   na /	na /
   tasya svarūpaniṣpattyarthatvāt, yadyapyavāntarāpūrvāṇāṃ	tasya svarUpa-nizpatti-arTa-tva-at, yadi-api-avAntara-apUrvANAm
   paramāpūrvāṅgabhāvaḥ, tathāpi teṣu svarūpaniṣpattyartha eva vāṅniyamādiko	paramA-pUrva-aFga-BAvaH, taTA-api tezu svarUpa-nizpatti-arTaH eva vAc-niyama-AdikaH-
   dharmaḥ,"dīkṣaṇīyāyāmanubrūyād" [āpa. śrau. sū. 20. 4. 10] iti	DarmaH,"dIkzaNIyAyAm-anubrUyAd" [Apa. SrO. sU. 20. 4. 10] iti
   dīkṣaṇīyāsambaddhāvāntarāpūrvasvarūpasaṃbandhāvagamāt /	dIkzaNIyA-sambadDOvAntarA-pUrva-svarUpa-saMbanDa-avagamAt /
   na ca teṣāṃ svarūpaparityāgenāṅgā-ṅgibhāvalakṣaṇā yuktā, lakṣaṇaiva yataḥ	na ca tezAm sva-rUpa-parityAgena-aFga-a-Fgi-BAva-lakzaNA yuktA, lakzaNA-eva yatas-
   na ca svarūpārthatvenānanuṣṭhānam1422 /	na ca svarUpa-arTa-tvena-ananuzWAnam-1422 /
   svarūpasyaivānanyagamyasiddhitvāt /	svarUpasya-eva-ananya-gamya-sidDi-tvAt /
   śabdaikagamyasiddhikaṃ sarvamapūrvam, avaghātādīnāntu	Sabda-eka-gamya-sidDikam sarvam-apUrvam, avaGAta-AdIn-A-antu
   pramāṇāntarāvaseyasiddhīnāṃ vināpi prokṣaṇaṃ svarūpasiddheḥ /	pramANa-antara-avaseya-sidDInAm vinA-api prokzaNam svarUpa-sidDeH /
   svarūpārthatve 1423yuktaṃ niyamaniyogasyānanuṣṭhānam /	svarUpa-arTa-tve 1423yuktam niyama-niyogasya-ananuzWAnam /
   tadevaṃ svayamaṅgatvāllabdhānuṣṭhāneṣu prayājādiṣu nādhikārakalpanāvakāśaḥ	tat-evam svayam-aFga-tvAt-labDa-anuzWAnezu prayAja-Adizu na-aDikAra-kalpanA-vakASaH
   tenaiva prakāreṇa pradhānaviṣayeṣūtpattiniyogeṣu karaṇāvāntaravyāpāro1424	tena-eva prakAreNa praDAna-vizayezu-utpatti-niyogezu karaNOvAntara-vyApAraH-1424
   veditavyaḥ /	veditavyaH /
   yo hi tamavāntaravyāpāraṃ nābhyupagacchati, tasya1425 karaṇabhedo na	yaH hi tam-avAntara-vyApAram nAByupagacCati, tasya1425 karaNa-BedaH na
   syāddarśapūrṇamāsādiṣpha, tathā'gneyādidharmā upāṃśuyājādiṣu bhaveyuḥ,	syAt-darSa-pUrNamAsa-AdizPa, taTA-agneya-Adi-DarmAH upAMSuyAja-Adizu BaveyuH,
   paramāpūrvaprayuktatvāt, tatprati sādhanabhāvāviśeṣāt /	parama-apUrva-prayukta-tvAt, tat-prati sADana-BAva-aviSezAt /
   avāntaravyāpārabhede tu yuktāvyavasthā, anyathā'gneyasya karaṇatā,	avAntara-vyApAra-Bede tu yukta-avyavasTA, anyaTA-agneyasya karaNa-tA,
   anyathopāṃśuyājādīnāmiti /	anyaTA-upAMSuyAja-AdInAm-iti /
   yathā bṛhadra---thantarayosstutisādhanayorapyanyathā sādhanateti	yaTA bRhadra---TantarayoH-stuti-sADanayoH-api-anyaTA sADana-tA-iti
   dharmavyavasthā /	Darma-vyavasTA /
