   =ācāra.kāṇḍam=	=a-AcAra.-kANxam=
   Par2.1cd/.dharmaṃ.sādhāraṇaṃ.śaktyā.cāturvarṇya.āśrama.āgataṃ.//	Par2.1cd/.-DarmaM.sa-ADAraNaM.SaktyA.cAturvarNya.ASrama.AgataM.//
   Par2.2ab/.taṃ.pravakṣyāmy.ahaṃ.pūrvaṃ.parāśara.vaco.yathā./	Par2.2ab/.taM.pravakzyAmi-.ahan.pUrvam.parASara-.vacaH-.yaTA./
   Par2.2cd/.ṣaṭ.karma.sahito.vipraḥ.kṛṣi.karma.ca.kārayet.//	Par2.2cd/.zaw.-karma.-sahitaH-.-vipraH.kRzi.karma.ca.kArayet.//
   Par2.3ab/.kṣudhitaṃ.tṛṣitaṃ.śrāntaṃ.balīvardaṃ.na.yojayet./	Par2.3ab/.kzuDitaM.tRzitaM.SrAntaM.balIvardaM.na.yojayet./
   Par2.3cd/.hīna.aṅgaṃ.vyādhitaṃ.klībaṃ.vṛṣaṃ.vipro.na.vāhayet.//	Par2.3cd/.-hIna-.aFgaM.vyADitaM.klIbaM.-vRzan.vipro.na.vAhayet.//
   Par2.4ab/.sthira.aṅgaṃ.balīvardaḥ.tṛptaṃ.sunardaṃ.ṣaṇḍha.varjitaṃ./	Par2.4ab/.-sTira-.aFgaM.balI-vardaH.tRptaM.su-nardaM.zaNXa-.-varjitaM./
   Par2.4cd/.vāhayed.divasasya.ardhaṃ.paścāt.snānaṃ.samācaret.//	Par2.4cd/.vAhayet-.divasasya-.arDaM.paH-cAt.snAnaM.sam-Acaret.//
   Par2.5ab/.japyaṃ.deva.arcanaṃ.homaṃ.svādhyāyaṃ.ca.evaṃ.abhyaset./	Par2.5ab/.japyaM.deva-.arcanan.homan.svADyAyan.ca-.evaM.aBya-set./
   Par2.5cd/.eka.dvi.tri.catur.viprān.bhojayet.snātakān.dvijaḥ.//.	Par2.5cd/.eka.-dvi.tri.catur.-viprAn-.Bojayet.snAtakAn-.dvijaH.//.
   Par2.6ab/.svayaṃ.kṛṣṭe.tathā.kṣetre.dhānyaiś.ca.svayaṃ.arjitaiḥ./	Par2.6ab/.-svayaM.kRzwe.-taTA-a.kzetre.DAnya-ES.ca.-svayaM.arjitEH./
   Par2.6cd/.nirvapet.pañca.yajñāṃś.ca.kratu.dīkṣāṃ.ca.kārayet.//	Par2.6cd/.-nirvapet.-paQca.yajQAMS.ca.kratu.-dIkzAM.ca.kArayet.//
   Par2.7ab/.tilā.rasā.na.vikretā.vikretā.dhānya.tat.samāḥ./	Par2.7ab/.tilA.-rasA.na.-vikretA.-vikreta-a.-DAnya.-tat.-samAH./
   Par2.7cd/.viprasya.evaṃ.vidhā.vṛttis.tṛṇa.kāṣṭha.ādi.vikrayaḥ.//	Par2.7cd/.-viprasya-.evaM.viDA.-vRtti-s.tRNa.-kAzWa.Adi-.vikrayaH.//
   Par2.8ab/.brāhmaṇaś.cet.kṛṣiṃ.kuryāt.tan.mahā.doṣaṃ.āpnuyāt./	Par2.8ab/.-brAhmaNa-S.cet.-kRziM.kuryA-t.tan.-mahA.dozaM.ApnuyAt./
   Par2.8cd/.saṃvatsareṇa.yat.pāpaṃ.matsya.ghātī.samāpnuyāt.//	Par2.8cd/.-saMvatsareNa.yat.pApan.matsya.GAtI.-samApnuyAt.//
   Par2.9ab/.ayo.mukhena.kāṣṭhena.tad.eka.ahena.lāṅgalī./	Par2.9ab/.ayo.muKena.kAzWena.tad-.eka.ahena-.-lAFgalI./
   Par2.9cd/.pāśako.matsya.ghātī.ca.vyādhaḥ.śākunikas.tathā.//	Par2.9cd/.-pASa-ko.matsya.GAtI.-ca.vyADaH.SAkunikas.-taTA.//
   Par2.10ab/.adātā.karṣakaś.caiva.sarve.te.sama.bhāginaḥ./	Par2.10ab/.adAtA.-karzakaS.ca-eva.-sarve.te.-sama.BAginaH./
   Par2.10cd/.vṛkṣaṃ.chittvā.mahīṃ.bhitvā.hatvā.ca.kṛmi.kīṭakān.//	Par2.10cd/.-vRkzaM.CittvA.mahIM.BitvA-a.hatvA.-ca.-kRmi.-kIwakAn-.//
   Par2.11ab/.karṣakaḥ.khala.yajñena.sarva.pāpaiḥ.pramucyate./	Par2.11ab/.karzakaH.Kala.-yajQena.-sarva.pApa-eH.pramucyate./
   Par2.11cd/.yo.na.dadyād.dvijātibhyo.rāśi.mūlaṃ.upāgataḥ.//	Par2.11cd/.yo.na.dadyAt-.dvijAtiByo.rASi.-mUlaM.upAgataH.//
   Par2.12ab/.sa.cauraḥ.sa.ca.pāpiṣṭho.brahmaghnaṃ.taṃ.vinirdiśet./	Par2.12ab/.sa.-cOra-H.sa.-ca.pA-pizWaH-.-brahma-GnaM.taM.vinirdiSa-it./
   Par2.12cd/.rājñe.dattvā.tu.ṣaḍ.bhāgaṃ.devānāṃ.ca.eka.viṃśakaṃ.//	Par2.12cd/.-rAjQe.-dattva-A.tu.-zaz-.BAgaM.devAnAn.ca-.eka.viMSakaM.//
   Par2.13ab/.viprāṇāṃ.triṃśakaṃ.bhāgaṃ.sarva.pāpaiḥ.pramucyate.//	Par2.13ab/.-viprANa-aM.triMSakaM.Ba-AgaM.-sarva.-pApa-eH.pramucyate.//
   Par2.13cd/.kṣatriyo.api.kṛṣiṃ.kṛtvā.devān.viprāṃś.ca.pūjayet.//	Par2.13cd/.kzatriyaH-.api.kRzin.kRtvA.-devAn-.viprAMS.ca.-pUjayet.//
   Par2.14ab/.vaiśyaḥ.śūdras.tathā.kuryāt.kṛṣi.vāṇijya.śilpakaṃ./	Par2.14ab/.-vESyaH.-SUdra-s.-taTA.kuryAt.-kRzi.vANijya.-Silpa-kaM./
   Par2.14cd/.vikarma.kurvate.śūdrā.dvija.śuśrūṣayā.ujjhitāḥ.//	Par2.14cd/.-vikarma.-kurvate.-SUdrA.-dvija.-SuSrUzayA.-ujJitAH.//
   Par2.15ab/.bhavanty.alpa.āyuṣas.te.vai.nirayaṃ.yānty.asaṃśayaṃ.//	Par2.15ab/.Bavanti-.alpa.Ayuza-s.te.-vE.-nirayaM.ya-anty.a-saMSayaM.//
   Par2.15cd/.caturṇāṃ.api.varṇānāṃ.eṣa.dharmaḥ.sanātanaḥ.//E	Par2.15cd/.-caturNAM.api.varNAnAM.eza.-DarmaH.-sanAtanaH.//E
   Par3.1ab/.ataḥ.śuddhiṃ.pravakṣyāmi.janane.maraṇe.tathā./	Par3-.1ab/.ataH.-SudDiM.pravakzyAmi.janane.maraNeH-taTA./
   Par3.1cd/.dina.trayeṇa.śudhyanti.brāhmaṇāḥ.preta.sūtake.//	Par3.1cd/.dina.-trayeNa.SuDyanti.-brAhmaNAH.preta.-sUta-ke.//
   Par3.2ab/.kṣatriyo.dvādaśa.ahena.vaiśyaḥ.pañcadaśa.ahakaiḥ./	Par3.2ab/.kzatriyo.-dvAdaSa.a-hena.-vESyaH.paQcadaSa-.ahakEH./
   Par3.2cd/.śūdraḥ.śudhyati.māsena.parāśara.vaco.yathā.//	Par3.2cd/.-SUdraH.SuDyati.mAsena.-parASara-.vacaH-.yaTA.//
   Par3.3ab/.upāsane.tu.viprāṇāṃ.aṅga.śuddhiś.ca.jāyate./	Par3.3ab/.upAsane.tu.-viprANa-aM.aFga.-SudDi-S.ca.-jAyate./
   Par3.3cd/.brāhmaṇānāṃ.prasūtau.tu.deva.sparśe.vidhīyate.//	Par3.3cd/.-brAhmaNAnAM.prasUta-o.tu.-deva.-sparSe.-viDIyate.//
   Par3.4ab/.jātau.vipro.daśa.ahena.dvādaśa.ahena.bhūmipaḥ./	Par3.4ab/.jAtO.-vipro.daSa.a-hena.-dvAdaSa-.a-hena.BUmipaH./
   Par3.4cd/.vaiśyaḥ.pañcadaśa.ahena.śūdro.māsena.śudhyati.//	Par3.4cd/.-vESyaH.paQcadaSa-.a-hena.-SUdro.m-Asena.-SuDyati.//
   Par3.5ab/.eka.ahāt.śudhyate.vipro.yo.agni.veda.samanvitaḥ./	Par3.5ab/.eka-.ahAt.SuDyate.-vipraH-.yaH-.agni.veda.-samanvitaH./
   Par3.5cd/.try.ahāt.kevala.vedas.tu.dvi.hīno.daśabhir.dinaiḥ.//	Par3.5cd/.tri-.ahAt.-kevala.-veda-s.tu.dvi.hInaH-.daSaBiH-.dinEH.//
   Par3.6ab/.janma.karma.paribhraṣṭaḥ.saṃdhyā.upāsana.varjitaḥ./	Par3.6ab/.jan-ma.karma.-pariBrazwaH.saMDyA.upAsana.varjitaH./
   Par3.6cd/.nāma.dhāraka.vipras.tu.daśa.ahaṃ.sūtakī.bhavet.//	Par3.6cd/.nAma.-DAraka.vipras.tu.-daSa.ahaM.sUtakI.-Bava-it.//
   Par3.7ab/.eka.piṇḍās.tu.dāyādāḥ.pṛthag.dāra.niketanāḥ./	Par3.7ab/.eka.-piNxA-s.tu.dAya-AdAH.-pRTak-.dAra.-niketanAH./
   Par3.7cd/.janmany.api.vipattau.ca.teṣāṃ.tat.sūtakaṃ.bhavet.//	Par3.7cd/.-janmani-.api.vipattO.-ca.tezAn=-tat.-sUta-kaM.Ba-vet.//
   Par3.8ab/.tāvat.tat.sūtakaṃ.gotre.caturtha.puruṣeṇa.tu./	Par3.8ab/.ta-avat.-tat.-sUta-kaM.gotre.-caturTa.-puruzeNa.tu./
   Par3.8cd/.dāyād.vicchedaṃ.āpnoti.pañcamo.vā.ātma.vaṃśajaḥ.//	Par3.8cd/.-dAyAd.vicCedaM.A-Apnoti.paQcamaH-.vA.Atma.-vaMSa-jaH.//
   Par3.9ab/.caturthe.daśa.rātraṃ.syāt.ṣaṇ.ṇiśāḥ.puṃsi.pañcame./	Par3.9ab/.caturTe.daSa.rAtraM.sya-at.zaN.NiSAH-.puMsi.-paQcame./
   Par3.9cd/.ṣaṣṭhe.catur.ahāt.śuddhiḥ.saptame.tu.dina.trayāt.//	Par3.9cd/.-zazWe.-catur.ahAt.-SudDiH.saptame.tu.dina-.tra-yAt.//
   Par3.10ab/.bhṛgv.agni.maraṇe.caiva.deśa.antara.mṛte.tathā./.	Par3.10ab/.BRgu-.agni.-maraNet-ca-eva.-deSa.antara.mRte.-taTA./.
   Par3.10cd/.bāle.prete.ca.samnyaste.sadyaḥ.śaucaṃ.vidhīyate.//	Par3.10cd/.-bAle.-prete.-ca.-samnyaste.-sadyaH.SOcaM.viDIyate.//
   Par3.11ab/.deśa.antara.mṛtaḥ.kaścit.sagotraḥ.śrūyate.yadi./	Par3.11ab/.deSa.antara.-mRtaH.-kaH-cit.-sagotraH.SrUyate.-yadi./
   Par3.11cd/.na.tri.rātraṃ.aho.rātraṃ.sadyaḥ.snātvā.śucir.bhavet.//	Par3.11cd/.na.tri.rAtraM.aho.-rAtraM.sadyaH.-snAtvA.-SuciH-.Bavet.//
   Par3.12ab/.deśa.antara.gato.vipraḥ.prayāsāt.kāla.kāritāt./	Par3.12ab/.da-ISa-.antara.-gato.-vipraH.prayAsa-at.kAla.kAri-tAt./
   Par3.12cd/.deha.nāśaṃ.anuprāptas.tithir.na.jñāyate.yadi.//	Par3.12cd/.-deha.na-aSaM.anuprApta-s.tiTiH-.na.jQAyate.-yadi.//
   Par3.13ab/.kṛṣṇa.aṣṭamī.tv.amāvāsyā.kṛṣṇā.ca.ekādaśī.ca.yā./	Par3.13ab/.kRzNa-.azwamI.-tu-.amAvAsyA.-kRzNA.ca.ekAdaSI.ca.yA./
   Par3.13cd/.udakaṃ.piṇḍa.dānaṃ.ca.tatra.śrāddhaṃ.ca.kārayet.//	Par3.-13cd/.udakaM.piNxa.dAnan=-ca.tatra-.SrAdDan.ca.kArayet.//
   Par3.14ab/.ajāta.dantā.ye.bālā.ye.ca.garbhād.vinihsṛtāḥ./	Par3.14ab/.a-jAta.dantA.ye.-bAla-A.ye.-ca.garBAd.vinihsRtAH./
   Par3.14cd/.na.teṣāṃ.agni.saṃskāro.na.āśaucaṃ.na.udaka.kriyā.//	Par3.14cd/.na.tezAn.agni.-saMskAraH-.na.a-ASOcaM.na-.udaka.kriyA.//
   Par3.15ab/.yadi.garbho.vipadyeta.sravate.vā.api.yoṣitaḥ./	Par3.15ab/.ya-di.garBo.vipadyeta.-sravate.vA.api.yozitaH./
   Par3.15cd/.yāvan.māsaṃ.sthito.garbho.dinaṃ.tāvat.tu.sūtakaṃ.//	Par3.15cd/.yAvan.mAsaM.sTitaH-.garBaH-.dinaM.tOvat.tu.-sUtakaM.//
   Par3.16ab/.ā.caturthād.bhavet.srāvaḥ.pātaḥ.pañcama.ṣaṣṭhayoḥ./	Par3.16ab/.A.-caturTAt-.Bavet.-srAvaH-.pAtaH.-paQcama.-zazWayoH./
   Par3.16cd/.ata.ūrdhvaṃ.prasūtiḥ.syād.daśa.ahaṃ.sūtakaṃ.bhavet.//	Par3.16cd/.ata.UrDvaM.prasUtiH.syAd.daSa-.ahaM.sUta-kaM.Ba-vet.//
   Par3.16ab!/.danta.jāte.anujāte.ca.kṛta.cūḍe.ca.saṃsthite./	Par3.16ab!/.danta.-jAte.-anujAteH-ca.kRta.cUxe.-ca.-saMsTite./
   Par3.16cd!/.agni.saṃskaraṇe.teṣāṃ.tri.rātraṃ.aśucir.bhavet.//	Par3.16cd!/.agni.-saMskaraNe.-tezAn.tri.rAtraM.a-Sucir.-Bavet.//
   Par3.17ab/.ā.danta.janmanaḥ.sadya.ā.cūḍān.naiṣikī.smṛtā./	Par3.17ab/.A.danta.-janmanaH.-sadya-.A.-cUxAn.nEzikI.-smRtA./
   Par3.17cd/.tri.rātraṃ.ā.vrata.ādeśād.daśa.rātraṃ.ataḥ.paraṃ.//	Par3.17cd/.-tri.rAtraM.A.-vrata-.AdeSAt-.daSa.rAtraM.ataH.paraM.//
   Par3.18ab/.brahma.cārī.gṛhe.yeṣāṃ.hūyate.ca.huta.aśanaḥ./	Par3.18ab/.brahma.cArI.-gRhe.yezAn.hUyate.-ca.huta-.aSanaH./
   Par3.18cd/.samparkaṃ.na.ca.kurvanti.na.teṣāṃ.sūtakaṃ.bhavet.//	Par3.18cd/.-samparkaM.na.ca.kurvanti.na.tezAM.sUta-kaM.Ba-vet.//
   Par3.19ab/.samparkād.duṣyate.vipro.janane.maraṇe.tathā./	Par3.19ab/.-samparkAt-.duzyate.-vipro.janane.maraNeH-taTA./
   Par3.19cd/.samparkāc.ca.nivṛttasya.na.pretaṃ.na.eva.sūtakaṃ.//	Par3.19cd/.-samparkAc.ca.-nivRtta-sya.na.-pretaM.na-.eva.-sUtakaM.//
   Par3.20ab/.śilpinaḥ.kārukā.vaidyā.dāsī.dāsāś.ca.nāpitāḥ./	Par3.20ab/.-SilpinaH.-kArukA.-vEdyA.-dAsI.dAsa-aS.ca.nApitAH./
   Par3.20cd/.rājānaḥ.śrotriyāś.caiva.sadyaḥ.śaucāḥ.prakīrtitāḥ.//	Par3.20cd/.-rAjAnaH.Srotriya-AS.ca-eva.-sadyas-.SOcAH.-prakIrtitAH.//
   Par3.21ab/.savrataḥ.satra.pūtaś.ca.āhita.agniś.ca.yo.dvijaḥ./	Par3.21ab/.sa-vrataH.-satra.-pUta-S.ca.a-ahita-.agni-S.ca.yo.-dvijaH./
   Par3.21cd/.rājñaś.ca.sūtakaṃ.na.asti.yasya.ca.icchati.pārthivaḥ.//	Par3.21cd/.-rAjQa-S.ca.-sUta-kaM.na-.aH-ti.yasya.-ca.icCati.-pArTivaH.//
   Par3.22ab/.udyato.nidhane.dāne.ārto.vipro.nimantritaḥ./	Par3.22ab/.udyato.niDane.dAne.a-Arto.vipro.nimantritaH./
   Par3.22cd/.tadā.ṛṣibhir.dṛṣṭaṃ.yathā.kālena.śudhyati.//	Par3.22cd/.-tadA.-RziBiH-.dRzwaM.yaTA.-kAlena.-SuDyati.//
   Par3.23ab/.prasave.gṛha.medhī.tu.na.kuryāt.saṃkaraṃ.yadi./	Par3.23ab/.-prasave.-gRha.-meDI.-tu.na.kuryAt.-saMkaraM.yadi./
   Par3.23cd/.daśa.ahāt.śudhyate.mātā.tv.avagāhya.pitā.śuciḥ.//	Par3.23cd/.daSa.a-hAt.SuDyate.mAtA.tu-.avagAhya.pitA.-SuciH.//
   Par3.24ab/.sarveṣāṃ.śāvaṃ.āśaucaṃ.mātā.pitros.tu.sūtakaṃ./	Par3.24ab/.-sarveza-am.SAvaM.a-ASOcaM.mAtA.-pitros.tu.-sUta-kaM./
   Par3.24cd/.sūtakaṃ.mātur.eva.syāt.upaspṛśya.pitā.śuciḥ.//	Par3.-24cd/.-sUtakaM.mAtuH-.eva.sya-at.upaspRSya.-pitA.-SuciH.//
   Par3.25ab/.yadi.patnyāṃ.prasūtāyāṃ.samparkaṃ.kurute.dvijaḥ./	Par3.25ab/.yadi.patnyAM.prasUtAyAM.samparkaM.kurute.-dvijaH./
   Par3.25cd/.sūtakaṃ.tu.bhavet.tasya.yadi.vipraḥ.ṣaḍ.aṅgavit.//	Par3.-25cd/.-sUta-kaM.tu.-Bava-it.tasya.yadi.vipraH.-zaz-.aFga-vit.//
   Par3.26ab/.samparkāj.jāyate.doṣo.na.anyo.doṣo.asti.vai.dvije./	Par3.26ab/.-samparkAj.ja-Ayate.dozaH-.na.a-nyo.-dozaH-.asti.vE.-dvije./
   Par3.26cd/.tasmāt.sarva.prayatnena.samparkaṃ.varjayed.budhaḥ.//	Par3.26cd/.ta-smAt.-sarva.-prayatnena.-samparkaM.varjayet-.buDaH.//
   Par3.27ab/.vivāha.utsava.yajñeṣu.tv.antarā.mṛta.sūtake./	Par3.27ab/.-vivAha-.utsava-.yajQa-izu.tu-.antarA.-mRta.sUtake./
   Par3.27cd/.pūrva.saṃkalpitaṃ.dravyaṃ.dīyamānaṃ.na.duṣyati.//	Par3.27cd/.-pUrva.-saMkalpitaM.dravyaM.dIyamAnaM.na.-duzyati.//
   Par3.28ab/.antarā.daśa.ahasya.punar.maraṇa.janmanī./	Par3.28ab/.antarA.-daSa-.ahasya.-punar-.maraNa.-janmanI./
   Par3.28cd/.tāvat.syād.aśucir.vipro.yāvat.tat.syād.anirdaśaṃ.//	Par3.28cd/.tAvat.syAt-.aSucir.vipraH-.yAvat.-tat.sya-Ad.a-nirdaSaM.//
   Par3.29ab/.brāhmaṇa.arthe.vipannānāṃ.bandi.go.grahaṇe.tathā./	Par3.29ab/.-brAhmaNa-.arTe.-vipannAnAM.bandi.go.grahaNeH-taTA./
   Par3.29cd/.āhaveṣu.vipannānāṃ.eka.rātraṃ.aśaucaṃ.//	Par3.-29cd/.Ahavezu.-vipannAnAM.eka.rAtraM.a-SOcaM.//
   Par3.30ab/.dvāv.imau.puruṣau.loke.sūrya.maṇḍala.bhedinau./	Par3.30ab/.dvO=-.imO.-puruzO.-loke.-sUrya.-maNxala.BedinO./
   Par3.30cd/.parivrāḍ.yoga.yuktaś.ca.raṇe.ca.abhimukho.hataḥ.//	Par3.-30cd/.-parivrAx.-yoga-.yukta-S.ca.raNe.ca.aBi-muKo.-hataH.//
   Par3.31ab/.yatra.yatra.hataḥ.śūraḥ.śatrubhiḥ.pariveṣṭitaḥ./	Par3.31ab/.yatra.yatra.-hataH.-SUraH.SatruBiH.parivezwitaH./
   Par3.31cd/.akṣayān.labhate.lokān.yadi.klībaṃ.na.bhāṣate.//	Par3.31cd/.akzaya-an.laBate.lokAn.ya-di.klI-baM.na.-BAzate.//
   Par3.32ab/.samnyastaṃ.brāhmaṇaṃ.dṛṣṭvā.sthānāc.calati.bhāskaraḥ./	Par3.32ab/.-samnyastan.-brAhmaNaM.dRzwvA.-sTAna-ac.calati.BAskaraH./
   Par3.32cd/.eṣa.me.maṇḍalaṃ.bhittvā.paraṃ.sthānaṃ.prayāsyati.//	Par3.32cd/.eza.-me.-maNxalaM.BittvA-a.-paraM.sTAnaM.prayAsyati.//
   Par3.33ab/.yas.tu.bhagneṣu.sainyeṣu.vidravatsu.samantataḥ./	Par3.33ab/.ya-s.tu.Bagna-izu.-sEnya-izu.-vidravat-su.-samantataH./
   Par3.33cd/.paritrātā.yadā.gacchet.sa.ca.kratu.phalaṃ.labhet.//	Par3.33cd/.-paritrAtA.-yadA.gacCet.-sa.ca.kratu.PalaM.la-Bet.//
   Par3.34ab/.yasya.cheda.kṣataṃ.gātraṃ.śara.mudgara.yaṣṭibhiḥ./	Par3.34ab/.yasya.-Ceda-.kzataM.gAtraM.Sara.-mudgara.-yazwiBiH./
   Par3.34cd/.deva.kanyās.tu.taṃ.vīraṃ.haranti.ramayanti.ca.//	Par3.34cd/.-deva.-kanyA-s.tu.taM.vIraM.haranti.ramayanti.-ca.//
   Par3.35ab/.deva.aṅganā.sahasrāṇi.śūraṃ.āyodhane.hataṃ./	Par3.35ab/.deva-.aFganA.-sahasra-aNi.SUraM.a-AyoDane.-hataM./
   Par3.35cd/.tvaramāṇāḥ.pradhāvanti.mama.bhartā.mama.iti.ca.//	Par3.35cd/.-tvaramANAH.praDAvanti.-mama.-BartA.mama.iti.ca.//
   Par3.36ab/.yaṃ.yajña.saṃghais.tapasā.ca.viprāḥ.svarga.eṣiṇo.vā.atra.yathā.yānti./	Par3.36ab/.yaM.yajQa.-saMGa-es.-tapasA-a.ca.-viprAH.svarga-.eziNaH-.vA.atra.yaTA.yAnti./
   Par3.36cd/.kṣaṇena.yānty.eva.hi.tatra.vīrāḥ.prāṇān.suyuddhena.parityajantaḥ.//	Par3.36cd/.-kzaNena.yAnti-.eva.-hi.tatra.vIrAH.-prANAn-.su-yudDena.-parityajantaH.//
   Par3.37ab/.jitena.labhyate.lakṣmīr.mṛtena.api.sura.aṅganāḥ./	Par3.37ab/.jitena.laByate.-lakzmIH-.mRtena.api.sura-.aFganAH./
   Par3.37cd/.kṣaṇa.dhvaṃsini.kāye.asmin.kā.cintā.maraṇe.raṇe.//	Par3.37cd/.-kzaNa.-DvaMsi-ni.kAye.asmin.kA.cintA.-maraNe.raNe.//
   Par3.38ab/.lalāṭa.deśe.rudhiraṃ.sravac.ca.yasya.āhave.tu.praviśec.ca.vaktraṃ./	Par3.38ab/.lalAwa.deSe.-ruDiraM.sra-vac.ca.yasya-.Aha-ve.tu.-praviSec.ca.vaktraM./
   Par3.38cd/.tat.soma.pānena.kila.asya.tulyaṃ.saṃgrāma.yajñe.vidhivac.ca.dṛṣṭaṃ.//	Par3.38cd/.-tat.-soma.-pAnena.kila.asya.-tulyaM.-saMgrAma.-yajQe.-viDivat-.ca.-dRzwaM.//
   Par3.39ab/.anāthaṃ.brāhmaṇaṃ.pretaṃ.ye.vahanti.dvijātayaḥ./	Par3.39ab/.a-nATaM.-brAhmaNaM.pretaM.ye.vahanti.-dvijAtayaH./
   Par3.39cd/.pade.pade.yajña.phalaṃ.ānupūrvyāl.labhanti.te.//	Par3.39cd/.-pade.-pade.-yajQa.-PalaM.AnupUrvyAl.laBanti.te.//
   Par3.40ab/.na.teṣāṃ.aśubhaṃ.kiṃcit.pāpaṃ.vā.śubha.karmaṇāṃ./	Par3.40ab/.na.-teza-aM.a-SuBaM.kiMcit.pApaM.vA.-SuBa.-karmaNAM./
   Par3.40cd/.jala.avagāhanāt.teṣāṃ.sadyaḥ.śaucaṃ.vidhīyate.//	Par3.40cd/.-jala-.ava-gAhanAt.tezAn=-sadyaH.-SOcaM.viDIyate.//
   Par3.41ab/.asatoraṃ.abandhuṃ.ca.pretī.bhūtaṃ.dvija.uttamaṃ./	Par3.41ab/.a-sa-toraM.a-banDuM.ca.-pretI.-BUtaM.dvija.uttamaM./
   Par3.41cd/.vahitvā.ca.dahitvā.ca.prāṇa.āyāmena.śudhyati.//	Par3.41cd/.-vahi-tvA.-ca.-dahi-tvA.ca.-prANa-.AyAm-ena.-SuDyati.//
   Par3.42ab/.anugamya.icchayā.pretaṃ.jñātiṃ.ajñātiṃ.eva.vā./	Par3.42ab/.anugamya-.icCayA.-pretaM.jQAtiM.a-jQAtiM.eva.vA./
   Par3.42cd/.snātvā.sacailaṃ.spṛṣṭvā.agniṃ.ghṛtaṃ.prāśya.viśudhyati.//	Par3.42cd/.-snAtvA.-sa-cElaM.spRzwvA-a.agniM.GRtaM.prASya.-viSuDyati.//
   Par3.43ab/.kṣatriyaṃ.mṛtaṃ.ajñānād.brāhmaṇo.yo.anugacchati./	Par3.43ab/.kzatriyaM.mRtaM.a-jQAnAt-.brAhmaNaH-.yaH-.anugacCati./
   Par3.43cd/.eka.ahaṃ.aśucir.bhūtvā.pañca.gavyena.śudhyati.//	Par3.43cd/.-eka-.ahaM.a-SuciH-.BU-tvA.-paQca.ga-vyena.-SuDyati.//
   Par3.44ab/.śavaṃ.ca.vaiśyaṃ.ajñānād.brāhmaṇe.yo.anugacchati./	Par3.44ab/.-Savan=-ca.-vESyaM.a-jQAnAt-.brAhmaNe.yaH-.anugacCati./
   Par3.44cd/.kṛtvā.āśaucaṃ.dvi.rātraṃ.ca.prāṇa.āyāmān.ṣaḍ.ācaret.//	Par3.44cd/.kRtvA-a.ASOcaM.t-vi.rAtraM.ca.-prANa.-AyAmAn.zaz-.Acaret.//
   Par3.45ab/.pretī.bhūtaṃ.tu.yaḥ.śūdraṃ.brāhmaṇo.jñāna.durbalaḥ./	Par3.45ab/.-pretI.-BUtaM.tu.yaH.SUdraM.brAhmaNaH-.jQAna.-durbalaH./
   Par3.45cd/.anugacchen.nīyamānaṃ.tri.rātraṃ.aśucir.bhavet.//	Par3.45cd/.anugacCen.nIyamAnan.tri.rAtraM.a-Sucir.-Bavet.//
   Par3.46ab/.tri.rātre.tu.tataḥ.pūrṇe.nadīṃ.gatvā.samudragāṃ./	Par3.46ab/.tri.rAtre.tu.tataH.-pUrNe.nadIM.ga-tvA.-samudra-gAM./
   Par3.46cd/.prāṇa.āyāma.śataṃ.kṛtvā.ghṛtaṃ.prāśya.viśudhyati.//	Par3.-46cd/.-prANa-.AyAma.-SataM.kRtvA-a.-GRtaM.prASya.-viSuDyati.//
   Par3.47ab/.vinirvartya.yadā.śūdrā.udaka.antaṃ.upasthitaḥ./	Par3.47ab/.-vinirvartya.yadA.-SUdrA.-udaka-.antaM.upasTitaH./
   Par3.47cd/.dvijais.tadā.anugantavyā.eṣa.dharmaḥ.sanātanaḥ.//E	Par3.47cd/.-dvijEH-.tadA.-anuganta-vyA.eza.-DarmaH.-sanAtanaH.//E
   Prāyaścitta.kāṇḍam	PrAyaH-citta.kANxam
   Pṣ4.1ab/.atimānād.atikrodhāt.snehād.vā.yadi.vā.bhayāt./	Pz4.1ab/.ati-mAnAt-.atikroDAt.-snehAt-.vA.yadi-.vA.BayAt./
   Par4.1cd/.udvadhnīyāt.strī.pumān.vā.gatir.eṣā.vidhīyate.//	Par4.1cd/.udvaDnIyAt.H-trI.-pumAn-.vA.gatiH-.ezA.-viDIyate.//
   Par4.2ab/.pūya.śoṇita.sampūrṇe.tv.andhe.tamasi.majjati./	Par4.2ab/.pUya.-SoNita.-sampUrNe.tu-.anDe.tamasi.majjati./
   Par4.2cd/.ṣaṣṭhīr.varṣa.sahasrāṇi.narakaṃ.pratipadyate.//	Par4.2cd/.-zazWIr.-varza.-sahasrANi.narakaM.pratipadyate.//
   Par4.3ab/.na.āśaucaṃ.na.udakaṃ.na.agniṃ.na.aśru.pātaṃ.ca.kārayet./	Par4.-3ab/.na.ASOcaM.na-.uda-kaM.na-.agniM.na.aSru-.pAtaM.ca.kArayet./
   Par4.3cd/.voḍhāro.agni.pradātāraḥ.pāśac.cheda.karās.tathā.//	Par4.3cd/.-voXAraH-.agni.-pradAtAraH.pASac.Ceda.karAs.-taTA-.//
   Par4.4ab/.tapta.kṛcchreṇa.śudhyanti.ity.evaṃ.āha.prajā.patiḥ./	Par4.4ab/.-tapta.kRcCreNa.SuDyanti.iti-.evaM.Aha.-prajA.patiH./
