   (Vaidya 108)	(VEdyaH 108)
   pratyayai (pratītyotpādai)rjanita iti || api tu vijñānabījaṃ	pratyayE (pratItya-utpAdE)H-janitaH iti || api tu vijQAna-bIjam
   karmakṣetrapratiṣṭhitaṃ tṛṣṇāsnehābhisyanditamavidyāvakīrṇaṃ virohati |	karma-kzetra-pratizWitam tRzNA-sneha-aBisyanditam-avidyA-avakIrNam virohati |
   nāmarūpāṅkurasyābhinirvṛttirbhavati || sa cāsau nāmarūpāṅkuro na	nAma-rUpa-aFkurasya-aBinirvRttiH-Bavati || sa ca-asO nAma-rUpa-aFkuraH na
   svayaṃkṛto na parakṛto nobhayakṛto neśvaranirmito na kālapariṇāmito na	svayaMkRtaH na para-kRtaH na-uBaya-kRtaH na-ISvara-nirmitaH na kAla-pariNAmitaH na
   prakṛtisaṃbhūto nākāraṇādhīno nāpyahetusamutpannaḥ | atha ca	prakRti-saMBUtaH na-akAraNa-aDInaH na-api-ahetu-samutpannaH | aTa ca
   mātāpitṛsaṃyogāt ṛtusamavāyādanyeṣāṃ ca pratyayānāṃ	mAtA-pitR-saMyogAt Rtu-samavAyAt-anyezAm ca pratyayAnAm
   samavāyādāsvādātprabuddhaṃ (MŚālSū, Vaidya 113) vijñānabījaṃ	samavAyAt-AsvAdAt-prabudDam (MŚAt-SU, VEdyaH 113) vijQAna-bIjam
   tatratropapattyā mātuḥ kukṣau nāmarūpāṅkuramabhinirvartayati, asvāmikeṣu	tatratra-upapattyA mAtuH kukzO nAma-rUpa-aFkuram-aBinirvartayati, asvAmikezu
   (dharmanairātmyena) adharmeṣu (pudgalanairātmyena) amameṣu aparigraheṣu	(Darma-nErAtmyena) aDarmezu (pudgala-nErAtmyena) amamezu aparigrahezu
   apratyarthikeṣu ākāśasameṣu māyālambanasvabhāveṣu,	apratyarTikezu AkASa-samezu mAyA-Alambana-svaBAva-izu,
   hetupratyayānāmavaikalyāt | (peyālam, peyālaśabdena sāvaśeṣaṃ nirdiśati)	hetu-pratyayAnAm-avEkalyAt | (peyA-alam, peyAla-Sabdena sa-avaSezam nirdiSati)
   tadyathā - pañcabhiḥ kāraṇaiścakṣurvijñānamutpadyate | katamaiḥ pañcabhiḥ?	tat-yaTA  paQcaBiH kAraNEH-cakzuH-vijQAnam-utpadyate | katamEH paQcaBiH?
   cakṣuśca pratītya rūpaṃ ca ālokaṃ ca ākāśaṃ ca tajjamanasikāraṃ ca	cakzuH-ca pratItya rUpam ca Alokam ca AkASam ca tad-jamana-sikAram ca
   pratītya utpadyate cakṣurvijñānam | tatra cakṣurvijñānasya	pratItya utpadyate cakzuH-vijQAnam | tatra cakzuH-vijQAnasya
   cakṣurāśrayakṛtyaṃ karoti, rūpamālambanakṛtyaṃ karoti, āloko	cakzuH-ASraya-kRtyam karoti, rUpam-Alambana-kRtyam karoti, AlokaH-
   'vabhāsakṛtyaṃ karoti, ākāśamanāvaraṇakṛtyaṃ karoti, tajjamanasikāraḥ	avaBAsa-kRtyam karoti, AkASam-anAvaraNa-kRtyam karoti, tad-ja-manasikAraH
   samanvāharaṇakṛtyaṃ karoti | asatsu pratyayeṣu cakṣurvijñānaṃ notpadyate |	samanvAharaNa-kRtyam karoti | asatsu pratyayezu cakzuH-vijQAnam na-utpadyate |
   yadā cakṣurādhyātmikamāyatanamavikalaṃ bhavati, evaṃ	yadA cakzuH-ADyAtmikam-Ayatanam-avikalam Bavati, evam
   rūpālokākāśatajjamanasikārāścāvikalā bhavanti, tataḥ sarveṣāṃ	rUpa-Aloka-AkASa-tajja-manasikArAH-ca-avikalAH Bavanti, tatas sarvezAm
   samavāyāccakṣurvijñānasyotpattirbhavati | tatrāpi cakṣuṣo naivaṃ bhavati -	samavAyAt-cakzuH-vijQAnasya-utpattiH-Bavati | tatra-api cakzuzaH na-evam Bavati -
   ahaṃ cakṣurvijñānasya āśrayakṛtyaṃ karomīti | rūpasyāpi naivaṃ bhavati -	aham cakzuH-vijQAnasya ASraya-kRtyam karomi-iti | rUpasya-api na-evam Bavati -
   ahaṃ cakṣurvijñānasya avalambanakṛtyaṃ karomīti | ālokasyāpi naivaṃ	aham cakzuH-vijQAnasya avalambana-kRtyam karomi-iti | Alokasya-api na-evam
   bhavati - ahaṃ cakṣurvijñānasya avabhāsakṛtyaṃ karomīti | ākāśasyāpi	Bavati  aham cakzuH-vijQAnasya avaBAsa-kRtyam karomi-iti | AkASasya-api
   naivaṃ bhavati - ahaṃ cakṣurvijñānasya anāvaraṇakṛtyaṃ karomīti |	na-evam Bavati  aham cakzuH-vijQAnasya anAvaraNa-kRtyam karomi-iti |
   tajjamanasikārasyāpi naivaṃ bhavati - ahaṃ cakṣurvijñānasya	tad-ja-mana-sikArasya-api na-evam Bavati  aham cakzuH-vijQAnasya
   samanvāharaṇakṛtyaṃ karomīti | cakṣurvijñānasyāpi naivaṃ bhavati -	samanvAharaNa-kRtyam karomi-iti | cakzuH-vijQAnasya-api na-evam Bavati -
   ahamebhiḥ pratyayasamavāyairjanita iti | atha ca satsu pratyayeṣu	aham-eBiH pratyaya-samavAyEH-janitaH iti | aTa ca satsu pratyayezu
   cakṣurvijñānasyotpattiḥ prādurbhāvo bhavati | evaṃ śeṣāṇāmindriyāṇāṃ	cakzuH-vijQAnasya-utpattiH prAdurBAvaH Bavati | evam SezANAm-indriyANAm
   yathāyogaṃ kartavyam || tatra pratītyasamutpāde na kaściddharmo	yaTAyogam kartavyam || tatra pratItyasamutpAde na kaScid-DarmaH-
   asmāllokātparalokaṃ saṃkrāmati, (iti śāśvatāntaniṣedhaḥ), asti ca	asmAt-lokAt-para-lokam saMkrAmati, (iti SASvata-anta-nizeDaH), asti ca
   karmaphalaprativijñaptihetupratyayānāmavaikalyāt | (peyālam) | yathā	karma-Pala-prativijQapti-hetu-pratyayAnAm-avEkalyAt | (peyA-Alam) | yaTA
   agnirupādānavaikalyānna jvalati, upādānāvaikalyācca jvalati, evameva	agniH-upAdAna-vEkalyAt-na jvalati, upAdAna-avEkalyAt-ca jvalati, evam-eva
   karmakleśajanitaṃ vijñānabījaṃ tatratatropapattyā āyatanapratisaṃdhau	karma-kleSa-janitam vijQAna-bIjam tatra-tatra-upapattyA Ayatana-pratisaMDO
   mātuḥ kukṣau nāmarūpāṅkuramabhinirvartayati, asvāmikeṣu adharmeṣu	mAtuH kukzO nAma-rUpa-aFkuram-aBinirvartayati, asvAmikezu aDarmezu
   aparigraheṣu apratyarthikeṣu ākāśasameṣu māyālakṣaṇasvabhāveṣu,	aparigrahezu apratyarTikezu AkASa-samezu mAyA-lakzaNa-svaBAva-izu,
   hetupratyayānāmavaikalyāt | evaṃ ādhyātmikasya pratītyasamutpādasya	hetu-pratyayAnAm-avEkalyAt | evam ADyAtmikasya pratItyasamutpAdasya
   pratyayopanibandho draṣṭavyaḥ ||	pratyaya-upanibanDaH drazwavyaH ||
   (MŚālSū, Vaidya 114) tatra ādhyātmikaḥ pratītyasamutpādaḥ pañcabhiḥ	(MŚAt-SU, VEdyaH 114) tatra ADyAtmikaH pratItyasamutpAdaH paQcaBiH
   kāraṇairdraṣṭavyaḥ | katamaiḥ pañcabhiḥ? yaduta na śāśvatataḥ,	kAraNEH-drazwavyaH | katamEH paQcaBiH? yat-uta na SASvatataH,
   nocchedataḥ, na saṃkrāntitaḥ, parittahetutaḥ vipulaphalābhinirvṛttitaḥ,	na-ucCedataH, na saMkrAntitaH, paritta-hetutaH vipula-Pala-aBinirvRttitaH,
   tatsadṛśānubandhataśceti | kathaṃ na śāśvatataḥ? yasmādanye maraṇāntikāḥ	tad-sadRSa-anubanDataH-ca-iti | kaTam na SASvatataH? yasmAt-anye maraNa-antikAH
   skandhāḥ, anye aupapattyaṃśikāḥ skandhāḥ prādurbhavanti | na tu ya eva	skanDAH, anye Opapatti-aMSikAH skanDAH prAdurBavanti | na tu yaH eva
   maraṇāntikāḥ skandhāḥ, ta eva aupapattyaṃśikāḥ skandhāḥ prādurbhavantīti	maraNa-antikAH skanDAH, te eva Opapatti-aMSikAH skanDAH prAdurBavanti-iti
   na | ato hetorna śāśvatataḥ || kathaṃ punarnocchedataḥ? na ca	na | atas hetoH-na SASvatataH || kaTam punar-na-ucCedataH? na ca
   pūrvaniruddheṣu maraṇāntikeṣu skandheṣu aupapattyaṃśikāḥ skandhāḥ	pUrva-nirudDezu maraNa-antikezu skanDezu Opapatti-aMSikAH skanDAH
   prādurbhavanti, nāpyaniruddheṣu | api tu maraṇāntikāḥ skandhā nirudhyante,	prAdurBavanti, na-api-anirudDezu | api tu maraNa-antikAH skanDAH niruDyante,
   tasminneva samaye aupapattikāśca skandhāḥ punarbhavanti, prādurbhavanti,	tasmin=-eva samaye OpapattikAH-ca skanDAH punar-Bavanti, prAdurBavanti,
   tulādaṇḍonnāmāvanāmavat | ato nocchedataḥ || kathaṃ na saṃkrāntita iti?	tulA-daNxa-unnAma-avanAma-vat | atas na-ucCedataH || kaTam na saMkrAntitaH iti?
   visadṛśāt sattvanikāyāt visabhāgāḥ skandhā jātyantareṣvabhinirvartante,	visadRSAt sattva-nikAyAt visaBAgAH skanDAH jAti-antarezu-aBinirvartante,
   ato na saṃkrāntitaḥ || kathaṃ parīttahetuto vipulaphalābhinirvṛttitaḥ?	atas na saMkrAntitaH || kaTam parItta-hetutaH vipula-Pala-aBinirvRttitaH?
   parīttaṃ karma kriyate, vipulaphalavipāko 'nubhūyate, ataḥ parittahetuto	parIttam karma kriyate, vipula-Pala-vipAkaH anuBUyate, atas paritta-hetuto
   vipulaphalābhinirvṛttitaḥ || kathaṃ tatsadṛśānuprabandhataḥ?	vipula-Pala-aBinirvRttitaH || kaTam tad-sadRSa-anuprabanDataH?
   yathāvedanīyaṃ karma kriyate, tathāvedanīyo vipāko 'nubhūyate,	yaTAvedanIyam karma kriyate, taTAvedanIyaH vipAkaH anuBUyate,
   atastatsadṛśānuprabandhataśceti ||	atas-tad-sadRSa-anuprabanDataH-ca-iti ||
   yaḥ kaścidbhadanta śāradvatīputra imaṃ pratītyasamutpādaṃ bhagavatā	yaH kaScid-Badanta SAradvatI-putraH imam pratItyasamutpAdam BagavatA
   tathāgatena samyakpraṇītaṃ yathābhūtaṃ samyakprajñayā satatasamitaṃ ajīvaṃ	taTAgatena samyak-praNItam yaTABUtam samyak-prajQayA satata-samitam ajIvam
   nirjīvaṃ yathāvad (vi)parītaṃ ajātaṃ abhūtaṃ akṛtaṃ asaṃskṛtaṃ apramitaṃ	nirjIvam yaTAvat (vi)parItam ajAtam aBUtam akRtam asaMskRtam apramitam
   anāvaraḥaṃ śivaṃ abhayaṃ ahāryaṃ avyayaṃ avyupaśamasvabhāvaṃ paśyati,	anAvaraHam Sivam aBayam ahAryam avyayam avyupaSama-svaBAvam paSyati,
   asatyato 'saktataḥ asārato rogato gaḥḍataḥ śalyato 'nityataḥ duḥkhataḥ	asatyataH asaktatas asArataH rogataH gaHxataH SalyataH anityataH duHKataH
   śūnyato 'nātmataḥ samanupaśyati, sa na pūrvāntaṃ pratisarati -	SUnyataH anAtmataH samanupaSyati, sa na pUrva-antam pratisarati -
   kimahamabhūvamatīte 'dhvani āhosvinnābhūvamatīte 'dhvani, ko	kim-aham-aBUvam-atIte aDvani Ahosvit-na-aBUvam-atIte aDvani, kaH-
   nvahamabhūvamatīte 'dhvani | aparāntaṃ vā punarna pratisarati - kiṃ nu	nu-aham-aBUvam-atIte aDvani | apara-antam vA punar-na pratisarati  kim nu
   bhaviṣyāmyahamanāgate 'dhvani, āhosvinna bhaviṣyāmyahamanāgate 'dhvani, ko	BavizyAmi-aham-anAgate aDvani, Ahosvit-na BavizyAmi-aham-anAgate aDvani, kaH-
   nvahaṃ bhaviṣyāmīti | pratyutpannaṃ vā punarna pratisarati - kiṃ nvidam,	nu-aham BavizyAmi-iti | pratyutpannam vA punar-na pratisarati  kim nu-idam,
   kathaṃsvididam, ki santaḥ ke bhaviṣyāma iti ||	kaTaMsvid-idam, ki santaH ke BavizyAmaH iti ||
   āryadaśabhūmake 'pyuktam - "tatrāvidyātṛṣṇokādānaṃ kleśavartmano	Arya-daSa-BUmake api-uktam  "tatra-avidyA-tRzNA-ukA-dAnam kleSa-vartmanaH-
   vyavacchedaḥ, saṃskārā bhavaśca karmavartmano vyavacchedaḥ, pariśeṣaṃ	vyavacCedaH, saMskArAH BavaH-ca karma-vartmanaH vyavacCedaH, pariSezam
   duḥkhavartmano vyavacchedaḥ | (avidyāpratyayāḥ) saṃskārā ityeṣā pūrvāntikī	duHKa-vartmanaH vyavacCedaH | (avidyA-pratyayAH) saMskArAH iti-ezA pUrva-antikI
   apekṣā, vijñānaṃ yāvadvedaneti eṣā pratyutpannāpekṣā, tṛṣṇā yāvadbhava iti	apekzA, vijQAnam yAvat-vedanA-iti ezA pratyutpanna-apekzA, tRzNA yAvat-BavaH iti
   eṣā aparāntikī apekṣā, ata ūrdhvamasya pravṛttiriti | peyālam ||"	ezA apara-antikI apekzA, atas UrDvam-asya pravRttiH-iti | peyAlam ||"
   "tasyaivaṃ (MŚālSū, Vaidya 115) bhavati - saṃyogāt saṃskṛtaṃ pravartate,	"tasya-evam (MŚAt-SU, VEdyaH 115) Bavati  saMyogAt saMskRtam pravartate,
   visaṃyogānna pravartate | sāmagryā saṃskṛtaṃ pravartate, visāmagryā na	visaMyogAt-na pravartate | sAmagryA saMskRtam pravartate, visAmagryAH na
   pravartate | hanta, vayamevaṃ bahudoṣaduṣṭaṃ saṃskṛtaṃ viditvā asya	pravartate | hanta, vayam-evam bahu-doza-duzwam saMskRtam viditvA asya
   saṃyogasya asyāśca sāmagryā vyavacchedaṃ kariṣyāmaḥ, na cātyantopaśamaṃ	saMyogasya asyAH-ca sAmagryA vyavacCedam karizyAmaH, na ca-atyanta-upaSamam
   sarva - saṃskārāṇāmadhigamiṣyāmaḥ sattvaparipācanatāyai" iti || idaṃ	sarve  saMskArANAm-aDigamizyAmaH sattva-paripAcana-tAyE" iti || idam
   saṃkṣepānmohaśodhanam ||	saMkzepAt-moha-SoDanam ||
   tattvaṃ adharasaṃvṛttyakṣaraṃ saṃvṛtisvabhāvasarvadharmānutpādajñānam |	tattvam aDara-saMvRtti-akzaram saMvRti-svaBAva-sarva-Darma-anutpAda-jQAnam |
   tadāha - rūpaṃ tu dvividham, - varṇataḥ saṃsthānataḥ | te ca viṃśatidhā,	tat-Aha  rUpam tu dviviDam,  varNataH saMsTAnataH | te ca viMSatiDA,
   tatra nīlādi nava, dīrghādyekādaśa | etatsarvaṃ rūpaṃ pāramārthikaṃ	tatra nIla-Adi nava, dIrGa-Adi-ekAdaSa | etat-sarvam rUpam pAramArTikam
   nāstīti pratijñā, svarūpeṇa hetuḥ | svahetunā tathaiva janito yathāvat	na-asti-iti pratijQA, svarUpeNa hetuH | sva-hetunA taTA-eva janitaH yaTAvat-
   paramārthikaṃ tu | yathā jalacandraḥ iti dṛṣṭāntaḥ | svarūpeṇa nāsti	paramArTikam tu | yaTA jala-candraH iti dRzwAntaH | svarUpeNa na-asti
   rupamityasyāyamabhiprāyaḥ | "pararūpeṇa rūpaṃ nāsti, svarūpeṇa vā	rupam-iti-asya-ayam-aBiprAyaH | "para-rUpeNa rUpam nAsti, svarUpeNa vA
   ubhayarūpeṇa vā anubhayarūpeṇa veti" śāstram || utpādakahetupakṣo vikalpaḥ	uBaya-rUpeNa vA anuBaya-rUpeNa veti" SAstram || utpAdaka-hetu-pakzaH vikalpaH
   "na sat nāsat na sadasat na cāpyanubhayātmakam" | iti śāstram || ||	"na sat na-asat na sat-asat na ca-api-anuBaya-Atmakam" | iti SAstram || ||
   kartṛpakṣo vikalpaḥ, tatra vilomnā nidarśanam |	kartR-pakzaH vikalpaH, tatra vilomnA nidarSanam |
   "na sannāsanna sadasanna cāpyanubhayātmakam |	"na san=-Asan-na sat-asat-na ca-api-anuBaya-Atmakam |
   catuḥkoṭivinirmuktaṃ tattvaṃ mādhyamikā viduḥ" ||	catur-kowi-vinirmuktam tattvam mADyamikAH viduH" ||
   "na svati nāpi parato na dvābhyāṃ nāpyahetutaḥ |	"na svati na-api paratas na dvAByAm na-api-ahetutaH |
   utpannā jātu dṛśyante bhāvāḥ kvacana kecana" ||	utpannAH jAtu dRSyante BAvAH kvacana kecana" ||
   tatra sato vidyamānasyotpādāyogāt vidyamānasyotpāde	tatra sataH vidyamAnasya-utpAda-ayogAt vidyamAnasya-utpAde
   niravadhijanmaprasaṅgenānavasthā syāt | asadutpāde	niravaDi-janma-prasaFgena-anavasTA syAt | asat-utpAde
   śaśaviṣāṇādīnāmutpādaprasaṅgāddhetoḥ prāk asaditi cet, tadeva cintyate -	SaSa-vizANa-AdInAm-utpAda-prasaFgAt-hetoH prAk asat-iti cet, tat-eva cintyate -
   hetoḥ kimutpadyate sadasadvā? ubhayātmakasyotpāde	hetoH kim-utpadyate sat-asadvA? uBaya-Atmakasya-utpAde
   viruddhadharmayorekasvabhāvatābhyupagamaḥ kathaṃ syāt? bhavatu	virudDa-DarmayoH-eka-svaBAvatA-aByupagamaH kaTam syAt? Bavatu
   viruddhadharmabandhanasvarūpaṃ ca pararūpanimittakam | tacca pararūpaṃ	virudDa-Darma-banDana-svarUpam ca para-rUpa-nimittakam | tat-ca para-rUpam
   viruddhadharmābhyāsaḥ, sa ca bhedakaḥ | yatra parapratipattistatra kiṃ	virudDa-Darma-aByAsaH, sa ca BedakaH | yatra para-pratipattiH-tatra kim
   svarūpapratipattireva nāsti? pratītirasti, na svarūpapratipattiḥ | iyameva	svarUpa-pratipattiH-eva nAsti? pratItiH-asti, na svarUpa-pratipattiH | iyam-eva
   pratītiriti cet, tarhi apratītireva pratītiḥ | kiṃ brūmaḥ? atha ghaṭe	pratItiH-iti cet, tarhi apratItiH-eva pratItiH | kim brUmaH? aTa Gawe
   paṭābhāvo 'sti | ghaṭaḥ paṭo na bhavatīti cet, miśrapratītirapi nāsti |	pawa-aBAvaH asti | GawaH pawaH na Bavati-iti cet, miSra-pratItiH-api na-asti |
   tasmāt ghaṭo bhāvābhāvātmakaḥ, ataḥ siddhāḥ dvirūpatā | (MŚālSū, Vaidya	tasmAt GawaH BAva-aBAva-AtmakaH, atas sidDAH dvi-rUpa-tA | (MŚAt-SU, VEdya
   116) satyam, yadi vyavahartavyaikaśarīratāṃ tyaktvā prasahya	116) satyam, yadi vyavahartavya-eka-SarIra-tAm tyaktvA prasahya
   rūpasyābhāvasya kiṃcidrūpaṃ syāt, tatra	rUpasya-aBAvasya kiMcid-rUpam syAt, tatra
   hyananyagatikobhayābhāvasvarūpopalambhāt abhāvo vyavahriyate ghaṭasyeti |	hi-ananya-gatika-uBayA-BAva-svarUpa-upalamBAt aBAvaH vyavahriyate Gawasya-iti |
   tasmānna dvisvabhāvasya janma | ahetukotpannaṃ sarvaṃ sarvasmādutpadyate |	tasmAt-na dvi-svaBAvasya janma | ahetuka-utpannam sarvam sarvasmAt-utpadyate |
   atha hetuśabdo na nityaikaheturapekṣitaḥ, tasyotpāde sarvadaiva	aTa hetu-SabdaH na nitya-eka-hetuH-apekzitaH, tasya-utpAde sarva-dEva
   udayavyayau syātām, nityaikahetūtpannāpekṣāyā ayogāt | parāpekṣāyāṃ so 'pi	udaya-vyayO syAtAm, nitya-eka-hetu-utpanna-apekzAyAH ayogAt | para-apekzAyAm saH api
   anityaḥ, anityaṃ prati vikalpe sarvaṃ pūrvadāpadyate ||	anityaH, anityam prati vikalpe sarvam pUrva-dApadyate ||
   ataḥ svasmāt svayamutpadyate, anyasmādvā? nādyaḥ, prāganutpannaḥ	atas svasmAt svayam-utpadyate, anyasmAt-vA? na-AdyaH, prAk-anutpannaH
   svayamutpadyate | kimanutpannena rūpeṇa utpannena vā? anutpannena rūpeṇa	svayam-utpadyate | kim-anutpannena rUpeNa utpannena vA? anutpannena rUpeNa
   anutpanna evotpannaḥ, anutpādena rūpeṇotpādāyogāt | atha prāgabhāvaḥ	anutpannaH eva-utpannaH, anutpAdena rUpeNa-utpAda-ayogAt | aTa prAc-aBAvaH
   anutpannaśabdavācyaḥ, tat kiṃ prāgabhāvaḥ svena rūpeṇotpadyate? yadyevam,	anutpanna-Sabda-vAcyaH, tat kim prAc-aBAvaH svena rUpeNa-utpadyate? yadi-evam,
   tadā abhāvanaṃ bhāvaḥ, paścādbhāva iti cet, tatra kimabhāva eva bhāvo	tadA aBAvanam BAvaH, paScAt-BAvaH iti cet, tatra kim-aBAvaH eva BAvaH-
   bhavati? evaṃ sati abhāvasya punaḥpunarutpāde na prayojanamutpaśyāmaḥ,	Bavati? evam sati aBAvasya punar-punarutpAde na prayojanam-utpaSyAmaH,
   anavadhirutpādaśceti pararūpeṇotpāde ca apūrvakotpāda evāṅgīkṛtaḥ syāt |	anavaDiH-utpAdaH-ca-iti para-rUpeNa-utpAde ca apUrvaka-utpAdaH eva-aFgIkRtaH syAt |
   na caivaṃ siddhāntaḥ, utpannena utpāde vā saṃsāreṣu	na ca-evam sidDAntaH, utpannena utpAde vA saMsArezu
   utpādaviramābhāvaprasaṅgaḥ prayojanābhāvaśca | dvitīyo 'pi na,	utpAda-virama-aBAva-prasaFgaH prayojana-aBAvaH-ca | dvitIyaH api na,
   anyasmādanyotpādāt | atha vā - svayameva anyarūpeṇa utpadyate, svātmani	anyasmAt-anya-utpAdAt | aTa vA  svayam-eva anya-rUpeNa utpadyate, sva-Atmani
   kāritravirodhaḥ, svātmani kriyāvirodhāt | na parata utpādaḥ, kutastatra	kAritra-viroDaH, sva-Atmani kriyA-viroDAt | na paratas utpAdaH, kutas-tatra
   siddhasya vā asiddhasya vā? uktamatrottaram - siddhasya utpādena kim,	sidDasya vA asidDasya vA? uktam-atra-uttaram  sidDasya utpAdena kim,
   asiddhasya utpāda eva nāsti | ityādinā 'pi ubhayapakṣataḥ pratyekaṃ ye	asidDasya utpAdaH eva na-asti | ityAdinA api uBaya-pakzataH pratyekam ye
   prasahu(jya?)nte, dvayorbhāve kathaṃ na bhavati iti nyāyāt ||	prasahu(jya?)nte, dvayoH-BAve kaTam na Bavati iti nyAyAt ||
   nāpyahetutaḥ, sarvatra sarvadotpādaprasaṅgāt, tathā anutpādaprasaṅgācca |	na-api-ahetutaH, sarvatra sarva-dA-utpAda-prasaFgAt, taTA anutpAda-prasaFgAt-ca |
   kuta etat? asmātpramāṇāt | tadyathā - yat svatantraṃ na tat kādācitkam,	kutas etat? asmAt-pramANAt | tat-yaTA  yat svatantram na tat kAdAcid-kam,
   yathā anyā sāmagrī | svātantryaṃ ca vivādapadam | tasmāt kādācitkatayā	yaTA anyA sAmagrI | svAtantryam ca vivAda-padam | tasmAt kAdAcid-ka-tayA
   paratantratā vyāptā | yat kādācitkaṃ tatparatantram, yathā	paratantra-tA vyAptA | yat kAdAcid-kam tat-paratantram, yaTA
   kuśūlatalanimīlitaṃ bījamaṅkurajananaṃ prati | kādācitkāśca bhāvāḥ | iti	kuSUla-tala-nimIlitam bIjam-aFkura-jananam prati | kAdAcid-kAH-ca BAvAH | iti
   vivādapadam | yat paratantraṃ tatpratītyasamutpannam, yathā tadeva vījam |	vivAda-padam | yat paratantram tat-pratItya-samutpannam, yaTA tat-eva vIjam |
   paratantrāśca bhāvā vivādapadam | yatpratītyotpannaṃ tannotpannaṃ	paratantrAH-ca BAvAH vivAda-padam | yat-pratItya-utpannam tat-na-utpannam
   svabhāvataḥ | yathā jalacandraḥ pratītyotpannaśca | paratantrāśca bhāvā	svaBAvataH | yaTA jala-candraH pratItya-utpannaH-ca | paratantrAH-ca BAvA
   vivādapadam || āryacandrapradīpasūtre -	vivAda-padam || Arya-candra-pradIpa-sUtre -
   yaḥ pratyayairjāyati sa hyajāto	yaH pratyayEH-jAyati sa hi-ajAtaH-
   na tasya utpāda sabhāvato 'sti |	na tasya utpAda saBAvataH asti |
   yaḥ pratyayādhīnu sa śūnya uktaḥ	yaH pratyaya-aDInu sa SUnyaH uktaH
   yaḥ śūnyatāṃ jānati so 'pramattaḥ ||	yaH SUnyatAm jAnati saH apramattaH ||
   iti vacanaṃ dhāryaṃ manasikāryaṃ sarvathā sarvadā sarvadarśibhiḥ ||	iti vacanam DAryam manasi-kAryam sarvaTA sarvadA sarva-darSiBiH ||
   (madhyamaka - śālistambasūtraṃ samāptam ||)	(maDyamakaH  SAli-stamba-sUtram samAptam ||)
