   BhG 10.1	Bhu 10.1
   sukhaṃ dharmāsādhāraṇa-kāraṇakam anukūla-vedanīyam | duḥkham	suKam Darma-asADAraNa--kAraNakam anukUla--vedanIyam | duHKam
   adharmāsādhāraṇa-kāraṇakaṃ pratikūla-vedanīyam | bhava utpattiḥ | bhāvaḥ	aDarma-asADAraNa--kAraNakam pratikUla--vedanIyam | BavaH utpattiH | BAvaH
   sattā | abhāvo 'satteti vā | bhayaṃ ca trāsas tad-viparītam abhayam | eva	sattA | aBAvaH asatta-iti vA | Bayam ca trAsaH tad--viparItam aBayam | eva
   ca ekaś ca-kāra ukta-samuccayārthaḥ | aparo	ca ekaH ca-kAraH ukta--samuccaya-arTaH | aparaH-
   'nuktābuddhy-ajñānādi-samuccayārthaḥ | evety ete sarva-loka-prasiddhā	anuktA-budDi--a-jQAna-Adi-samuccaya-arTaH | eva-iti ete sarva-loka--prasidDA
   evety arthaḥ | matta eva bhavatīty uttareṇānvayaḥ ||4||	eva-iti arTaH | mattaH eva Bavati-iti uttareNa-anvayaH ||4||
   ahiṃsā prāṇināṃ pīḍāyā niviṛttiḥ | samatā cittasya	ahiMsA prANinAm pIxAyAH niviRttiH | sama-tA cittasya
   rāga-dveṣādi-rahitāvasthā | tuṣṭir bhogyeṣv etāvatālam iti buddhiḥ | tapaḥ	rAga--dveza-Adi--rahita-avasTA | tuzwiH Bogyezu etAvatA-alam iti budDiH | tapaH
   śāstrīya-mārgeṇa kāyendriya-śoṣaṇam | dānaṃ deśe kāle śraddhayā	SAstrIya--mArgeNa kAya-indriya--SozaNam | dAnam deSe kAle SradDayA
   yathā-śakty-arthānāṃ sat-pātre samarpaṇam | yaśo dharma-nimittā	yaTA-Sakti--arTAnAm sat--pAtre samarpaNam | yaSaH Darma--nimittA
   loka-ślāghā-rūpā prasiddhiḥ | ayaśas tv adharma-nimittā loka-nindā-rūpā	loka--SlAGA--rUpA prasidDiH | ayaSaH tu aDarma--nimittA loka-nindA--rUpA
   prasiddhiḥ | ete buddhy-ādayo bhāvāḥ kārya-viśeṣāḥ sa-kāraṇakāḥ	prasidDiH | ete budDi--AdayaH BAvAH kArya--viSezAH sa-kAraNakAH
   pṛthag-vidhā dharmādharmādi-sādhana-vaicitryeṇa nānā-vidhā bhūtānāṃ	pRTak--viDA Darma-aDarma-Adi--sADana--vEcitryeNa nAnA-viDA BUtAnAm
   sarveṣāṃ prāṇināṃ mattaḥ parameśvarād eva bhavanti nānyasmāt tasmāt kiṃ	sarvezAm prANinAm mattaH parameSvarAt eva Bavanti na-anyasmAt tasmAt kim
   vācyaṃ mama loka-maheśvaratvam ity arthaḥ ||5||	vAcyam mama loka-maheSvara-tvam iti arTaH ||5||
   viśvanāthaḥ : na ca śāstra-jñāḥ sva-buddhy-ādibhir mattatvaṃ jñātuṃ	viSvanATaH : na ca SAstra-jQAH sva-budDi--AdiBiH matta-tvam jQAtum
   śaknuvanti, yato buddhy-ādīnāṃ sattvādivan-māyā-guṇa-janyatvān matta eva	Saknuvanti, yatas budDi--AdInAm sattva-Adi-van-mAyA--guNa--janya-tvAt mattaH eva
   jātānām api guṇātīte mayi nāsti svataḥ praveśayogyatety āha buddhiḥ	jAtAnAm api guNa-atIte mayi na-asti svatas praveSa-yogya-tA-iti Aha budDiH
   sūkṣmārtha-niścaya-sāmarthyam | jñānam ātmānātma-vivekaḥ | asaṃmoho	sUkzma-arTa--niScaya--sAmarTyam | jQAnam AtmAnAtma-vivekaH | asaMmohaH-
   vaiyagryābhāvaḥ | ete trayo bhāvā mat-tattva-jñāna-hetutvena sambhāvyamānā	vEyagrya-aBAvaH | ete trayaH BAvAH mat--tattva--jQAna--hetu-tvena samBAvyamAnA
   iva, na tu hetavaḥ | prasaṅgād anyān api bhāvān lokeṣu dṛṣṭān na svata	iva, na tu hetavaH | prasaFgAt anyAn api BAvAn lokezu dRzwAn na svata
   evodbhūtān āha kṣamā sahiṣṇutvam | satyaṃ yathārtha-bhāṣaṇam | damo	eva-udBUtAn Aha kzamA sahizNu-tvam | satyam yaTArTa-BAzaNam | damaH-
   bāhyendriya-nigrahaḥ | śamo 'ntarindriya-nigrahaḥ | ete sāttvikāḥ | sukhaṃ	bAhya-indriya--nigrahaH | SamaH antar-indriya--nigrahaH | ete sAttvikAH | suKam
   sāttvikam | duḥkhaṃ tāmasam | bhavābhāvau janma-mṛtyu-duḥkha-viśeṣau,	sAttvikam | duHKam tAmasam | Bava-aBAvO janma--mRtyu--duHKa-viSezO,
   bhayaṃ tāmasam abhayaṃ jñānotthaṃ sāttvikam | rājasādy-utthaṃ rājasam |	Bayam tAmasam aBayam jQAna-utTam sAttvikam | rAjasAdy-utTam rAjasam |
   samatātmaupamyena sarvatra sukha-duḥkhādi-darśanam ahiṃsā samate	samatA-Atm-a-Opamyena sarvatra suKa--duHKa-Adi-darSanam ahiMsA samate
   sāttvikyau | tuṣṭiḥ santuṣṭiḥ | sā nirupādhiḥ sāttvikī | sopādhis tu	sAttvikyO | tuzwiH santuzwiH | sA nirupADiH sAttvikI | sa-upADiH tu
   rājasī | tapo-dāne 'pi sopādhi-nirupāditvābhyāṃ sāttvika-rājase, yaśo	rAjasI | tapaH--dAne api sa-upADi--nirupAdi-tvAByAm sAttvika-rAjase, yaSaH-
   'yaśasy api tathā | matta iti ete man-māyāto bhavanto 'pi śakti-śaktimator	ayaSasi api taTA | mattaH iti ete man-m-AyAtaH BavantaH api Sakti-SaktimatoH-
   aikyāt matta eva ||4-5||	EkyAt mattaH eva ||4-5||
   baladevaḥ : athātmanaḥ sarvāditvaṃ sarveśvaratvaṃ ca prapañcayati buddhir	baladevaH : aTa-AtmanaH sarva-Adi-tvam sarva-ISvara-tvam ca prapaQcayati budDiH-
   iti dvābhyām | buddhiḥ sūkṣmārtha-vivecana-sāmarthyam | jñānam	iti dvAByAm | budDiH sUkzma-arTa--vivecana--sAmarTyam | jQAnam
   cid-acid-vastu-vivecanam | asaṃmoho vyagratvābhāvaḥ | kṣamā sahiṣṇutā |	cit--acit--vastu--vivecanam | asaMmohaH vyagra-tva-aBAvaH | kzamA sahizNu-tA |
   satyaṃ yathā-dṛṣṭārtha-viṣayaṃ para-hita-bhāṣaṇam | damo 'nartha-viṣayāc	satyam yaTA-dRzwa-arTa--vizayam para-hita-BAzaNam | damaH anarTa--vizayAt-
   chokāder niyamanam | śamas tasmān manasaḥ | sukhaṃ ānukūlyena vedyam |	Coka-AdeH niyamanam | SamaH tasmAt manasaH | suKam AnukUlyena vedyam |
   duḥkhaṃ tu prātikūlyena vedyam | bhavo janma | abhāvo mṛtyuḥ | bhayam	duHKam tu prAtikUlyena vedyam | BavaH janma | aBAvaH mRtyuH | Bayam
   āgāmi-duḥkha-kāraṇa-vīkṣaṇād vitrāsaḥ san nivṛttiḥ | abhayam ahiṃsā	AgAmi--duHKa-kAraNa--vIkzaNAt vitrAsaH san nivRttiH | aBayam ahiMsA
   parapīḍanājanakatā | samatā rāga-dveṣa-śūnyatā | tuṣṭiḥ adṛṣṭa-labdhena	para-pIxana-ajanaka-tA | sama-tA rAga--dveza--SUnyatA | tuzwiH adRzwa-labDena
   santoṣaḥ | tapaḥ vedokta-kāya-kleśaḥ | dānaṃ svabhogyasya sat-pātre	santozaH | tapaH veda-ukta-kAya--kleSaH | dAnam sva-Bogyasya sat--pAtre
   'rpaṇam | yaśaḥ sādguṇya-khyātiḥ | tad-viparītaṃ ayaśaḥ evam ādayo bhāvā	arpaNam | yaSaH sAdguNya--KyAtiH | tad--viparItam ayaSaH evam AdayaH BAvA
   bhūtānāṃ deva-mānavādīnāṃ matto mat-saṅkalpād eva bhavantīty aham eva	BUtAnAm deva-mAnava-AdInAm mattaH mat--saFkalpAt eva Bavanti-iti aham eva
   teṣāṃ hetur ity arthaḥ | pṛthag-vidhā bhinna-lakṣaṇā ||4-5||	tezAm hetuH iti arTaH | pRTak--viDA Binna--lakzaNA ||4-5||
   BhG 10.6	Bhu 10.6
   maharṣayaḥ sapta pūrve catvāro manavas tathā	mahA-RzayaH sapta pUrve catvAraH manavaH taTA
   mānasā jātā yeṣāṃ loka imāḥ prajāḥ ||6||	mAnasAH jAtAH yezAm loke imAH prajAH ||6||
   śrīdharaḥ : kiṃ ca maharṣaya iti | sapta maharṣayo bhṛgv-ādayaḥ sapta	SrIDaraH : kim ca mahA-RzayaH iti | sapta mahA-RzayaH BRgu--AdayaH sapta
   brahmāṇa ity ete purāṇe niścayaṃ gatāḥ [Mbh 12.201.5] ity ādi	brahmANaH iti ete purANe niScayam gatAH [MB 12.201.5] iti Adi
   purāṇa-prasiddhāḥ | tebhyo 'pi pūrve anye catvāro maharṣayaḥ sanakādayaḥ |	purANa--prasidDAH | teByaH api pUrve anye catvAraH mahA-RzayaH sanaka-AdayaH |
   tathā manavaḥ svāyambhuvādayaḥ | mad-bhāvā madīyo bhāvaḥ prabhāvo yeṣu te	taTA manavaH svAyamBuva-AdayaH | mad-BAvA madIyaH BAvaH praBAvaH yezu te
   | hiraṇyagarbhātmano mamaiva manasaḥ saṅkalpa-mātrāj jātāḥ | prabhāvam	| hiraNyagarBa-AtmanaH mama-eva manasaH saFkalpa--mAtrAt jAtAH | praBAvam
   evāha yeṣām iti | yeṣāṃ bhṛgv-ādīnāṃ sanakādīnāṃ manūnāṃ cemā brāhmaṇādyā	eva-Aha yezAm iti | yezAm BRgu--AdInAm sanaka-AdInAm manUnAm ca-imAH brAhmaNa-AdyA
   loke vardhamānā yathāyathaṃ putra-pautrādi-rūpāḥ śiṣa-praśiṣyādi-rūpāś ca	loke varDamAnAH yaTAyaTam putra--pOtra-Adi-rUpAH Siza--praSizya-Adi--rUpAH ca
   prajā jātāḥ pravartante ||6||	prajAH jAtAH pravartante ||6||
   madhusūdanaḥ : itaś caitad evam maharṣaya iti | maharṣayo	maDusUdanaH : itas ca-etat evam mahA-RzayaH iti | mahA-RzayaH-
   veda-tad-artha-draṣṭāraḥ sarvajñā vidyā-sampradāya-pravartakā bhṛgv-ādyāḥ	veda--tad--arTa-drazwAraH sarva-jQAH vidyA--sampradAya--pravartakAH BRgu--AdyAH
   sapta pūrve sargādya-kālāvirbhūtāḥ | tathā ca purāṇe -	sapta pUrve sarga-At-ya--kAla-AvirBUtAH | taTA ca purANe -
   bhṛguṃ marīcim atriṃ ca pulastyaṃ pulahaṃ kratum |	BRgum marIcim atrim ca pulastyam pulaham kratum |
   vasiṣṭhaṃ ca mahātejāḥ so 'sṛjan manasā sutān |	vasizWam ca mahA-tejAH saH asRjat manasA sutAn |
   sapta brahmaṇa ity ete purāṇe niścayaṃ gatāḥ || iti |[*ENDNOTE] [Mbh	sapta brahmaNaH iti ete purANe niScayam gatAH || iti |[*ENDNOTE] [MB
   tathā catvāro manavaḥ sāvarṇā iti prasiddhāḥ | athavā maharṣayaḥ sapta	taTA catvAraH manavaH sAvarNAH iti prasidDAH | aTavA mahA-RzayaH sapta
   bhṛgv-ādyāḥ | tebhyo 'pi pūrve prathamāś catvāraḥ sanakādyā maharṣayaḥ |	BRgu--a-AdyAH | teByaH api pUrve praTamAH catvAraH sanaka-AdyAH mahA-RzayaH |
   manavas tathā svāyambhuvādayaś caturdaśa mayi parameśvare bhāvo bhāvanā	manavaH taTA svAyamBuva-AdayaH caturdaSa mayi parameSvare BAvaH BAvanA
   yeṣāṃ te mad-bhāvā mac-cintana-parā mad-bhāvanāvaśād	yezAm te mad-BAvA mac--cintana--parA mad-BAvanA-vaSAt-
   āvīribhūta-madīya-jñānaiśvarya-śaktaya ity arthaḥ | mānasā manasaḥ	AvIri-BUta-madIya--jQAna-ESvarya--SaktayaH iti arTaH | mAnasAH manasaH
   saṅkalpād evotpannā na tu yonijāḥ | ato viśuddha-janmatvena	saFkalpAt eva-utpannAH na tu yoni-jAH | atas viSudDa--janma-tvena
   sarva-prāṇi-śreṣṭhā matta eva hiraṇyagarbhātmano jātāḥ sargādya-kāle	sarva--prANi--SrezWAH mattaH eva hiraNyagarBa-AtmanaH jAtAH sarga-At-ya--kAle
   prādurbhūtāḥ | yeṣāṃ maharṣīṇāṃ saptānāṃ bhṛgv-ādīnāṃ catūrṇāṃ ca	prAdurBUtAH | yezAm mahA-RzINAm saptAnAm BRgu--AdInAm catUrNAm ca
   sanakādīnāṃ manūnāṃ ca caturdaśānām asmin loke janmanā ca vidyayā ca	sanaka-AdInAm manUnAm ca caturdaSAnAm asmin loke janmanA ca vidyayA ca
   santati-bhūtā imā brāhmaṇādyāḥ sarvāḥ prajāḥ ||6||	santati--BUtAH imAH brAhmaNa-AdyAH sarvAH prajAH ||6||
   viśvanāthaḥ : buddhi-jñānāsaṃmohān sva-tattva-jñāne 'samarthānuktvā	viSvanATaH : budDi-jQAna-asaMmohAn sva--tattva--jQAne asamarTAnuktvA
   tattvato 'pi tatrāsamarthān āha maharṣayaḥ sapta marīcy-ādayas tebhyo 'pi	tattvataH api tatra-asamarTAn Aha mahA-RzayaH sapta marIci--AdayaH teByaH api
   pūrve 'nye catvāraḥ sanakādayo manavaś caturdaśa svāyambhuvādayo matta eva	pUrve anye catvAraH sanaka-AdayaH manavaH caturdaSa svAyamBuva-AdayaH mattaH eva
   hiraṇyagarbhātmanaḥ sakāśād bhavo janma yeṣāṃ marīcy-ādīnāṃ sanakādīnāṃ	hiraNyagarBa-AtmanaH sakASAt BavaH janma yezAm marIci--AdInAm sanaka-AdInAm
   cemā brāhmaṇādyā loke vartamānāḥ prajāḥ putra-pautrādi-rūpāḥ	ca-imAH brAhmaNa-AdyAH loke vartamAnAH prajAH putra--pOtra-Adi--rUpAH
   śiṣya-praśiṣya-rūpāś ca ||6||	Sizya--praSizya--rUpAH ca ||6||
   baladevaḥ : itaś caitad evam ity āha maharṣaya iti | sapta bhṛgv-ādayas	baladevaH : itas ca-etat evam iti Aha mahA-RzayaH iti | sapta BRgu--AdayaH-
   tebhyo 'pi pūrve prathamāś catvāraḥ sanakādaya ekādaśaite maharṣayas tathā	teByaH api pUrve praTamAH catvAraH sanaka-AdayaH ekAdaSA-ete mahA-RzayaH taTA
   manavaś caturdaśa svāyambhuvādaya evaṃ pañcaviṃśatir ete mānasā	manavaH caturdaSa svAyamBuva-AdayaH evam paQcaviMSatiH ete mAnasA
   hiraṇyagarbhātmano mama manaḥ-prabhṛtyebhyo jātā mad-bhāvā	hiraNyagarBa-AtmanaH mama manaH--praBRti-eByaH jAtA mad-BAvA
   mac-cintana-parās tat-prabhāvenopalabdha-maj-jñānaiśvarya-śaktaya ity	mac--cintana--parAH tat--praBAvena-upalabDa-maj-jQAna-ESvarya--SaktayaH iti-
   arthaḥ | yeṣāṃ bhṛgv-ādīnāṃ pañcaviṃśater imā brāhmaṇa-kṣatriyādayaḥ prajā	arTaH | yezAm BRgu--AdInAm paQcaviMSateH imAH brAhmaNa--kzatriya-AdayaH prajA
   janmanā vidyayā ca santati-rūpā bhavanti ||6||	janmanA vidyayA ca santati--rUpAH Bavanti ||6||
   BhG 10.7	Bhu 10.7
   etāṃ vibhūtiṃ yogaṃ ca mama yo vetti tattvataḥ |	etAm viBUtim yogam ca mama yaH vetti tattvataH |
   so 'vikampena yogena yujyate nātra saṃśayaḥ ||7||	saH avikampena yogena yujyate na-atra saMSayaH ||7||
   śrīdharaḥ : yathokta-vibhūty-ādi-tattva-jñānasya phalam āha etām iti |	SrIDaraH : yaTA-ukta--viBUti--Adi--tattva--jQAnasya Palam Aha etAm iti |
   etāṃ bhṛgv-ādi-lakṣaṇāṃ mama vibhūtim | yogaṃ caiśvarya-lakṣaṇam |	etAm BRgu--Adi-lakzaNAm mama viBUtim | yogam ca-ESvarya--lakzaNam |
   tattvato yo vetti, so 'vikalpena niḥsaṃśayena yogena samyag-darśanena	tattvataH yaH vetti, saH avikalpena niHsaMSayena yogena samyak--darSanena
   yukto bhavati nāsty atra saṃśayaḥ ||7||	yuktaH Bavati na-asti atra saMSayaH ||7||
   madhusūdanaḥ : evaṃ sopādhikasya bhagavataḥ prabhāvam uktvā	maDusUdanaH : evam sa-upADikasya BagavataH praBAvam uktvA
   taj-jñāna-phalam āha etām iti | etāṃ prāg uktāṃ	taj-jQAna--Palam Aha etAm iti | etAm prAk uktAm
   buddhy-ādi-maharṣy-ādi-rūpāṃ vibhūtiṃ vividha-bhāvaṃ	budDi--Adi--mahA-RzI--Adi-rUpAm viBUtim viviDa-BAvam
   tat-tad-rūpeṇāvasthitiṃ yogaṃ ca tat-tad-artha-nirmāṇa-sāmarthyaṃ	tat--tad--rUpeNa-avasTitim yogam ca tat--tad--arTa--nirmANa--sAmarTyam
   paramaiśvaryam iti yāvat | mama yo vetti tattvato yathāvat so	parama-ESvaryam iti yAvat | mama yaH vetti tattvataH yaTAvat saH-
   'vikampenāpracalitena yogena samyag-jñāna-sthairya-lakṣaṇena samādhinā	avikampena-apracalitena yogena samyak--jQAna--sTErya--lakzaNena samADinA
   yujyate nātra saṃśayaḥ pratibandhaḥ kaścit ||7||	yujyate na-atra saMSayaH pratibanDaH kaScid ||7||
   viśvanāthaḥ : kintu bhaktyāham ekayā grāhyaḥ [BhP 11.14.11] iti mad-ukter	viSvanATaH : kintu BaktyA-aham ekayA grAhyaH [Bhj 11.14.11] iti mad--ukteH-
   mad-ananya-bhakta eva mat-prasādān mad-vāci dṛḍham āstikyaṃ dadhāno	mad--ananya-BaktaH eva mat--prasAdAt mad--vAci dRXam Astikyam daDAnaH-
   mat-tattvaṃ vettīty āha etāṃ saṅkṣepeṇaiva vakṣyamāṇāṃ vibhūtiṃ yogaṃ	mat--tattvam vetti-iti Aha etAm saFkzepeNa-eva vakzyamANAm viBUtim yogam
   bhakti-yogaṃ ca yas tattvato vetti | mat-prabhoḥ śrī-kṛṣṇasya vākyatvād	Bakti-yogam ca yaH tattvataH vetti | mat--praBoH SrI--kRzNasya vAkya-tvAt-
   idam eva paramaṃ tattvam iti dṛḍhatarāstikyavān eva yo vetti saḥ |	idam eva paramam tattvam iti dRXa-tarAH-tikyavAn eva yaH vetti saH |
   avikalpena niścalena yogena mat-tattva-jñāna-lakṣaṇena yujyate yukto	avikalpena niScalena yogena mat--tattva--jQAna--lakzaNena yujyate yuktaH-
   bhaved atra nāsti ko 'pi sandehaḥ ||7||	Bavet atra na-asti kaH api sandehaH ||7||
   baladevaḥ : uktārtha-jñāna-phalam āha etām iti | etāṃ	baladevaH : ukta-arTa--jQAna--Palam Aha etAm iti | etAm
   vidhi-rudrādi-devatā-sanakādi-maharṣi-svāyambhuvādi-manu-pramukhaḥ	viDi--rudra-Adi-devatA--sanaka-Adi--mahA-Rzi--svAyamBuva-Adi-manu--pramuKaH
   kṛtsn-prapañco mad-adhīna-sthiti-pravṛtti-jñānaiśvarya-śaktiko bhavatīty	kRtsn--prapaQcaH mad--aDIna--sTiti--pravRtti--jQAna-ESvarya--SaktikaH Bavati-iti-
   evaṃ pāramaiśvarya-lakṣaṇāṃ vibhūtim | yogam anādy-ajatvādibhiḥ	evam pAramESvarya--lakzaNAm viBUtim | yogam anAdy-a-ja-tu-A-AdiBiH
   kalyāṇa-guṇa-ratnair mama sambandhaṃ ca yo vetti sarveśvareṇa sarvajñena	kalyANa--guNa-ratnEH mama sambanDam ca yaH vetti sarva-ISvareNa sarvajQena
   vāsudevenopadiṣṭam idaṃ tāttvikaṃ bhavatīti dṛḍha-viśvāsena yo gṛhṇāti sa	vAsudevena-upadizwam idam tAttvikam Bavati-iti dRXa--viSvAsena yaH gRhNAti sa
   avikalpena sthireṇa yogena mad-bhakti-lakṣaṇena yujyate sampanno bhavati |	avikalpena sTireNa yogena mad-Bakti-lakzaNena yujyate sampannaH Bavati |
   etādṛśatayā maj-jñānaṃ mad-bhakter utpādakaṃ vivardhakaṃ ceti bhāvaḥ ||7||	etAdRSa-tayA maj-jQAnam mad-BakteH utpAdakam vivarDakam ca-iti BAvaH ||7||
   BhG 10.8	Bhu 10.8
   ahaṃ sarvasya prabhavo mattaḥ sarvaṃ pravartate |	aham sarvasya praBavaH mattaH sarvam pravartate |
   matvā bhajante māṃ budhā bhāva-samanvitāḥ ||8||	matvA Bajante mAm buDAH BAva--samanvitAH ||8||
   śrīdharaḥ : yathā ca vibhūti-yogayor jñānena samyag-jñānāvāptis tad	SrIDaraH : yaTA ca viBUti--yogayoH jQAnena samyak--jQAna-avAptiH tat-
   darśayati aham ity ādi-caturbhiḥ | ahaṃ sarvasya jagataḥ prabhavo	darSayati aham iti Adi-caturBiH | aham sarvasya jagataH praBavaH-
   bhṛgv-ādi-manv-ādi-rūpa-vibhūti-dvāreṇotpatti-hetuḥ | matta eva ca	BRgu--Adi-manv-Adi--rUpa-viBUti-dvAreNa-utpatti-hetuH | mattaH eva ca
   sarvasya buddhir jñānam asaṃmoha ity ādi sarvaṃ pravartata iti | evaṃ	sarvasya budDiH jQAnam asaMmohaH iti Adi sarvam pravartate iti | evam
   matvāvabudhya budhā vivekino bhāva-samanvitāḥ prīti-yuktā māṃ bhajante	matvA-avabuDya buDAH vivekinaH BAva--samanvitAH prIti-yuktAH mAm Bajante
   madhusūdanaḥ : yādṛśena vibhūti-yogayor jñānenāvikampa-yoga-prāptis tad	maDusUdanaH : yAdRSena viBUti--yogayoH jQAnena-avikampa--yoga--prAptiH tat-
   darśayati aham ity ādi-caturbhiḥ | ahaṃ paraṃ brahma vāsudevākhyaṃ	darSayati aham iti Adi-caturBiH | aham param brahma vAsudeva-AKyam
   sarvasya jagataḥ prabhava utpatti-kāraṇam upādānaṃ nimittaṃ ca	sarvasya jagataH praBavaH utpatti-kAraNam upAdAnam nimittam ca
   sthiti-nāśādi ca sarvaṃ satta eva pravartate bhavati | mayaivāntaryāmiṇā	sTiti-nASA-Adi ca sarvam sattaH eva pravartate Bavati | mayA-eva-antaryAmiNA
   sarvajñena sarva-śaktinā preryamāṇaṃ sva-sva-maryādām anatikramya sarvaṃ	sarvajQena sarva--SaktinA preryamANam sva-sva-maryAdAm anatikramya sarvam
   jagat pravartate ceṣṭata iti vā | ity evaṃ matvā budhā	jagat pravartate cezwataH iti vA | iti evam matvA buDA
   vivekenāvagata-tattva-bhāvena paramārtha-tattva-grahaṇaa-rūpeṇa premṇā	vivekena-avagata--tattva--BAvena parama-arTa--tattva-grahaNa-a--rUpeNa premNA
   samanvitāḥ santo māṃ bhajante ||8||	samanvitAH santaH mAm Bajante ||8||
   viśvanāthaḥ : tatra mahaiśvarya-lakṣaṇāṃ vibhūtim āha ahaṃ sarvasya	viSvanATaH : tatra mahA-ESvarya--lakzaNAm viBUtim Aha aham sarvasya
   prākṛtāprākṛta-vastu-mātrasya prabhavaḥ utpatti-prādurbhāvayor hetuḥ |	prAkRta-aprAkRta-vastu--mAtrasya praBavaH utpatti-prAdurBAvayoH hetuH |
   matta evāntaryāmi-svarūpāt sarvaṃ jagat pravartate cesṭate | tathā matta	mattaH eva-antaryAmi--svarUpAt sarvam jagat pravartate ceswate | taTA matta
   eva nāradādy-avatarātmakāt sarvaṃ bhakti-jñāna-tapaḥ-karmādikaṃ sādhanaṃ	eva nArada-Adi--avatara-AtmakAt sarvam Bakti-jQAna--tapaH--karma-Adikam sADanam
   tat tat sādhyaṃ ca pravṛttaṃ bhavati | aikāntika-bhakti-lakṣaṇaṃ yogam āha	tat tat sADyam ca pravRttam Bavati | EkAnti-ka-Bakti-lakzaNam yogam Aha
   iti matvā āstikyato jñānena niścitya ity arthaḥ | bhāvo dāsya-sakhyādis	iti matvA AstikyataH jQAnena niScityaH iti arTaH | BAvaH dAsya--saKI-Adi-s
   tad-yuktāḥ ||8||	tad--yuktAH ||8||
   baladevaḥ : atha catuḥślokyā paramaikāntināṃ bhaktiṃ bruvan tasyā janakaṃ	baladevaH : aTa catur-SlokyA parama-EkAntinAm Baktim bruvan tasyAH janakam
   poṣakaṃ cātma-yāthātmyaṃ tāvad āha aham iti | svayaṃ bhagavān kṛṣṇo 'haṃ	pozakam ca-Atma-yATAtmyam tAvat Aha aham iti | svayam BagavAn kRzNaH aham
   sarvasyāsya vidhi-rudra-pramukhasya prapañcasya prabhavo hetuḥ | evam	sarvasya-asya viDi-rudra--pramuKasya prapaQcasya praBavaH hetuH | evam
   evātharvasu paṭhyate - yo brahmāṇaṃ vidadhāti pūrvaṃ yo vai vedāṃś ca	eva-aTarvasu paWyate  yaH brahmANam vidaDAti pUrvam yaH vE vedAn ca
   gāpayati sma kṛṣṇaḥ [GTU 1.22] iti | atha puruṣo ha vai nārāyaṇo 'kāmayata	gApayati sma kRzNaH [GTU 1.22] iti | aTa puruzaH ha vE nArAyaNaH akAmayata
   prajāḥ sṛjaye ity upakramya nārāyaṇād brahmā jāyate nārāyaṇāt prajāpatiḥ	prajAH sRjaye iti upakramya nArAyaNAt brahmA jAyate nArAyaNAt prajApatiH
   prajāyate nārāyaṇād indro jāyate nārāyaṇād aṣṭau vasavo jāyante nārāyaṇād	prajAyate nArAyaNAt indraH jAyate nArAyaNAt azwO vasavaH jAyante nArAyaNAt-
   ekādaśa rudrā jāyante nārāyaṇād dvādaśādityāḥ ity ādi | eṣa nārāyaṇaḥ	ekAdaSa rudrAH jAyante nArAyaNAt dvAdaSa-AdityAH iti Adi | eza nArAyaNaH
   kṛṣṇo bodhyaḥ brahmaṇyo devakī-putraḥ ity ādy-uttara-pāṭhāt | tad āhuḥ -	kRzNaH boDyaH brahmaNyaH devakI--putraH iti Adi--uttara--pAWAt | tat AhuH -
   eko vai nārāyaṇa āsīn na brahmā na īśāno nāpo nāgī samau neme	ekaH vE nArAyaNaH AsIt na brahmA na ISAnaH na-apaH nAgI samO na-ime
   dyāv-āpṛthivī na nakṣatrāṇi na sūryaḥ sa ekākī na ramate tasya	dyAv-A-pRTivI na nakzatrANi na sUryaH saH ekAkI na ramate tasya
   dhyānāntaḥsthasya yatra chāndogaiḥ kriyamāṇāṣṭakādi-saṃjñakā stuti-stomaḥ	DyAna-antar-sTasya yatra CAndogEH kriyamANa-azwaka-Adi-saMjQakA stuti--stomaH
   stomam ucyate ity ādy upakramya pradhānādi-sṛṣṭim abhidhāyātha punar eva	stomam ucyate iti Adi upakramya praDAna-Adi-sRzwim aBiDAya-aTa punar eva
   nārāyaṇaḥ so 'nyat kāmo manasā dhyāyata tasya dhyānātaḥsthasya	nArAyaNaH saH anyat kAmaH manasA DyAyata tasya DyAna-ataHsTasya
   tal-lalāṭāttrakṣyaḥ śūlapāṇiḥ puruṣo 'jāyata bibhrac chriyaṃ satyaṃ	tal-lalAwAt-trakzyaH SUlapANiH puruzaH ajAyata biBrat Sriyam satyam
   brahmacaryaṃ tapo-vairāgyam iti | tatra catur-mukho jāyate ity ādi ca |	brahmacaryam tapo--vErAgyam iti | tatra catur-muKaH jAyate iti Adi ca |
   ṛkṣu ca yaṃ kāmaye taṃ tam ugraṃ kṛṣṇomi taṃ brahmāṇaṃ tam ṛṣiṃ taṃ	Rkzu ca yam kAmaye tam tam ugram kRzNomi tam brahmANam tam Rzim tam
   sumedhasam ity ādi | mokṣa-dharme ca -	sumeDasam iti Adi | mokza-Darme ca -
   prajāpatiṃ ca rudraṃ cāpy aham eva sṛjāmi vai |	prajApatim ca rudram ca-api aham eva sRjAmi vE |
   tau hi māṃ vijānīto mama māyā-vimohitau || iti |	tO hi mAm vijAnItaH mama mAyA--vimohitO || iti |
   vārāhe ca -	vArAhe ca -
   nārāyaṇaḥ paro devas tasmāj jātaś caturmukhaḥ |	nArAyaNaH paraH devaH tasmAt jAtaH caturmuKaH |
   tasmād rudro 'bhavad devaḥ sa ca sarvajñatāṃ gataḥ || iti |	tasmAt rudraH aBavat devaH sa ca sarvajQa-tAm gataH || iti |
