   (Vaidya 311)	(VEdyaH 311)
   nandīrāgasahagatāyāstatratatrābhinandinyā aśeṣataḥ prahāṇaṃ pratiniḥsargo	nandI-rAga-saha-gatAyAH-tatra-tatra-aBinandinyAH aSezatas prahANam pratiniHsargaH-
   vyayībhāvaḥ kṣayo virāgo nirodho vyupaśamo 'staṃgamaḥ, idamucyate	vyayIBAvaH kzayaH virAgaH niroDaH vyupaSamaH astaMgamaH, idam-ucyate
   duḥkhanirodhamāryasatyam || tatra duḥkhanirodhagāminī pratipadā āryasatyaṃ	duHKa-niroDam-Arya-satyam || tatra duHKa-niroDa-gAminI pratipadA Arya-satyam
   katamat? yaduta samyagdṛśyā(ṣṭyādi?)bhirāryāṣṭāṅgamārgaḥ | tadyathā -	katamat? yat-uta samyak-dRSya-a(zwi-Adi-?)BiH-Arya-azwa-aFga-mArgaH | tat-yaTA -
   kaścitpuruṣo jvarābhibhūtaḥ kuśalasaṃpaddṛṣṭakarmāṇaṃ śrutaśāstraṃ	kaScid-puruzaH jvara-aBiBUtaH kuSala-saMpad-dRzwa-karmANam Sruta-SAstram
   vaidyamupasaṃkramya kathayedevam - jvare 'śāntibhūto 'smi |	vEdyam-upasaMkramya kaTayet-evam  jvare aSAnti-BUtaH asmi |
   asyopaśamāyauṣadhamupadiśyamānamicchāmīti | sa tasya bhiṣak prāṅ nidānaṃ	asya-upaSamAya-OzaDam-upadiSyamAnam-icCAmi-iti | sa tasya Bizaj prAk nidAnam
   pṛcchet - kiṃ tvayā bhuktaṃ pītaṃ ceti | āturastasya kathayet - mayā hi	pRcCet  kim tvayA Buktam pItam ca-iti | AturaH-tasya kaTayet  mayA hi
   dadhi trapuṣaṃ bhakṣitam, annapānaṃ takraṃ pītamiti | sa tasya bhiṣag	daDi trapuzam Bakzitam, anna-pAnam takram pItam-iti | sa tasya Bizaj-
   viśeṣaṇamupadiśya auṣadhamupadiśet | evameva jātyādimahājvarasaṃtāpitāḥ	viSezaNam-upadiSya OzaDam-upadiSet | evam-eva jAti-Adi-mahA-jvara-saMtApitAH
   sādhavo mahācittabhiṣajaṃ mahākāruṇikaṃ nāthaṃ tathāgatamupasaṃkramya	sADavaH mahA-citta-Bizajam mahA-kAruNikam nATam taTAgatam-upasaMkramya
   duḥkhajvarāpahaṃ dharmaṃ pṛccheyuḥ | tebhyo bhagavān nidānaṃ	duHKa-jvara-apaham Darmam pRcCeyuH | teByaH BagavAn nidAnam
   samudayākhyāmākhyāya āryāṣṭāṅgo mārgo mahauṣadhaṃ śāntikaraṃ	samudaya-AKyAm-AKyAya Arya-azwa-aFgaH mArgaH mahOzaDam SAnti-karam
   nirvāṇamupadiśet | (AvSū, Vaidya 315) kleśāturo 'pyenaṃ mārgaṃ bhāvayan	nirvANam-upadiSet | (AvSU, VEdyaH 315) kleSa-AturaH api-enam mArgam BAvayan
   nacirātsarvaduḥkhakṣayamavāpya nirvāṇapuraṃ gatvā pariśāntimavāpnotīti ||	nacirAt-sarva-duHKa-kzayam-avApya nirvANa-puram gatvA pariSAntim-avApnoti-iti ||
   etāni khalu bhikṣavaścatvāryāryasatyāni ||	etAni Kalu BikzavaH-catvAri-Ari-a-satyAni ||
   (7) tatra bhikṣavaḥ katama āryāṣṭāṅgamārgaḥ? tadyathā - samyagdṛṣṭiḥ |	(7) tatra BikzavaH katamaH Arya-azwa-aFga-mArgaH? tat-yaTA  samyak-dRzwiH |
   samyaksaṃkalpaḥ | samyagvāk | samyakkarmāntaḥ | samyagājīvaḥ |	samyak-saMkalpaH | samyak-vAc | samyak-karmAntaH | samyak-AjIvaH |
   samyagvyāyāmaḥ | samyaksmṛtiḥ | samyaksamādhiriti || tatra bhikṣavaḥ	samyak-vyAyAmaH | samyak-smRtiH | samyak-samADiH-iti || tatra BikzavaH
   katamā samyagdṛṣṭiḥ? astyayaṃ lokaḥ, asti paralokaḥ, asti pitā, asti	katamA samyak-dRzwiH? asti-ayam lokaH, asti para-lokaH, asti pitA, asti
   dattam, asti hutam, asti iṣṭāniṣṭasukṛtaduṣkṛtānāṃ karmaṇāṃ phalavipākaḥ,	dattam, asti hutam, asti izwa-anizwa-su-kRta-duzkRtAnAm karmaNAm Pala-vipAkaH,
   santi loke samyaggatāḥ samyakpratipannā iti | iyaṃ bhikṣavaḥ samyagdṛṣṭiḥ	santi loke samyak-gatAH samyak-pratipannAH iti | iyam BikzavaH samyak-dRzwiH
   | samyaksaṃkalpaḥ katamaḥ? buddhatvādipariṇāmitaṃ dānam, śīlaṃ ca	| samyak-saMkalpaH katamaH? budDa-tva-Adi-pariNAmitam dAnam, SIlam ca
   cakravartyādipariṇāmitam | ayaṃ bhikṣavaḥ samyaksaṃkalpaḥ || samyagvāk	cakravarti-Adi-pariNAmitam | ayam BikzavaH samyak-saMkalpaH || samyak-vAc-
   katamā? iha bhikṣavaḥ pāruṣyānṛtapaiśunyasaṃbhinnapralāpavarjitā	katamA? iha BikzavaH pAruzya-anRta-pESunya-saMBinna-pralApa-varjitA
   anamṛtavāk | iyamucyate samyagvāk || samyakkarmāntaḥ katamaḥ?	anamRta-vAc | iyam-ucyate samyak-vAc || samyak-karmAntaH katamaH?
   kāyavāṅmanasāṃ daśakuśaleṣu karmapatheṣu vyāpāraḥ | tatra kāyikaṃ	kAya-vAc-manasAm daSa-kuSalezu karma-paTezu vyApAraH | tatra kAyikam
   trividham - prāṇātipātādadattādānātkāmamithyācārādviratiḥ | vācikaṃ	triviDam  prANa-atipAtAt-adatta-AdAnAt-kAma-miTyA-AcArAt-viratiH | vAcikam
   caturvidham - anṛtapāruṣyapaiśunyasaṃbhinnapralāpādviratiḥ | mānasikaṃ	caturviDam  anRta-pAruzya-pESunya-saMBinna-pralApAt-viratiH | mAnasikam
   trividham - abhidhyāvyāpādamithyādṛṣṭyā viratiḥ || tatra prāṇātipātaḥ	triviDam  aBiDyA-vyApAdamiTyA-dRzwyA viratiH || tatra prANa-atipAtaH
   katamaḥ? prāṇī ca bhavati, prāṇisaṃjñī ca bhavati, vadhakacittaṃ	katamaH? prANI ca Bavati, prANi-saMjQI ca Bavati, vaDaka-cittam
   cotpādayati, jīvitādvyaparopayati | ayamucyate bhikṣavaḥ prāṇātipātaḥ |	ca-utpAdayati, jIvitAt-vyaparopayati | ayam-ucyate BikzavaH prANa-atipAtaH |
   anyatra pramādādadṛṣṭādvā aprāṇivadhaḥ || tatra adattādānaṃ katamat?	anyatra pramAdAt-adRzwAt-vA aprANi-vaDaH || tatra adatta-AdAnam katamat?
   steyacittasya paradravyasvīkaraṇamadattādānam, anyatra	steya-cittasya para-dravya-svIkaraNam-adattAdAnam, anyatra
   mātāpitṛbhrātṛsvajanamitradravyasya svalpasyānuparodhino	mAtA-pitR-BrAtR-sva-jana-mitra-dravyasya svalpasya-anuparoDinaH-
   grahaṇamadattādānam || tatra kāmamithyācāraḥ katamaḥ? parastrī(ṇā)	grahaNam-adatta-AdAnam || tatra kAma-miTyA-AcAraH katamaH? para-strI(NA)
   mupabhogo bhartṛrājāmātāpitṛrakṣitānām | athavā asthānagamyādeśakāleṣu	mupaBogaH BartR-rAjA-mAtA-pitR-rakzitAnAm | aTavA asTAna-gamya-AdeSa-kAlezu
   vipratipattiḥ kāyika(kī) | evaṃ trividhaḥ || anṛtaṃ katamat? sākṣipraśne	vipratipattiH kAyika(kI) | evam triviDaH || anRtam katamat? sAkzi-praSne
   'yathābhūtān vitathavacanamanahitā vā arhannasmīti parihāsyavastu,	ayaTA-BUtAn vitaTa-vacanam-anahitAH vE arhan=-asmi-iti parihAsya-vastu,
   idamucyate anṛtam || paiśunyaṃ katamat? abhūtena satyena vā	idam-ucyate anRtam || pESunyam katamat? aBUtena satyena vA
   bhedakaraṇavacanaṃ paiśunyam || pārūṣyaṃ katamat?	Beda-karaNa-vacanam pESunyam || pArUzyam katamat?
   paraduḥkhacikīrṣoryadaniṣṭavacanaśrāvaṇaduḥkhamasya bhavatu, ityanayā	para-duHKa-cikIrzoH-yat-anizwa-vacana-SrAvaNa-duHKam-asya Bavatu, iti-anayA
   buddhyā yad niṣṭhūravacanaśrāvaṇaṃ kriyate, tatpāruṣyam ||	budDyA yat nizWUra-vacana-SrAvaNam kriyate, tad-pAruzyam ||
   saṃbhinnapralāpaḥ katamaḥ? rājakathā caurakathā dyūtakathā madyakathā	saMBinna-pralApaH katamaH? rAja-kaTA cOra-kaTA dyUta-kaTA madya-kaTA
   strīkathā ākhyāyikākathā | ayamucyate saṃbhinnapralāpaḥ | vācikameva	strI-kaTA AKyAyikA-kaTA | ayam-ucyate saMBinna-pralApaH | vAcikam-eva
   caturvidham || abhidhyā katamā? paradravyasvīkaraṇecchayā anyasya dravyāṇi	caturviDam || aBiDyA katamA? para-dravya-svIkaraNa-icCayA anyasya dravyANi
   tāniḥ mama syuritīyamucyate abhidhyā || vyāpādaḥ katamaḥ? parasya	tAniH mama syuH-iti-iyam-ucyate aBiDyA || vyApAdaH katamaH? parasya
   jīvitavyaparopaṇamavacchedanapīḍanādicintanam | ayamucyate vyāpādaḥ ||	jIvitavyapara-upaNama-vacCedana-pIxana-Adi-cintanam | ayam-ucyate vyApAdaH ||
   mithyādṛṣṭiḥ katamā? nāstyayaṃ lokaḥ, nāsti paralokaḥ ityādi pūrvavat |	miTyAdRzwiH katamA? na-asti-ayam lokaH, na-asti para-lokaH ityAdi pUrvavat |
   etanmānasaṃ trividham | iyamucyate mithyādṛṣṭiḥ || atha samyagājīvaḥ	etat-mAnasam triviDam | iyam-ucyate miTyAdRzwiH || aTa samyak-AjIvaH
   katamaḥ? bhikṣostāvat kuhanā lapanā naimittikatvaṃ naiṣpeṣikatvaṃ lābhena	katamaH? BikzoH-tAvat kuhanA lapanA nEmittika-tvam nEzpezika-tvam lABena
   lābhapratikāṅkṣā samyagājīvaḥ | kuhanālapanādayaḥ | tatra kuhanā katamā?	lABa-pratikAFkzA samyak-AjIvaH | kuhana-Alapana-AdayaH | tatra kuhanA katamA?
   bhikṣurdānapatiṃ dṛṣṭvā paryaṅkaṃ baddhvā pathi śūnyāgāre niṣīdati dhyāyī	BikzuH-dAnapatim dRzwvA paryaFkam badDvA paTi SUnya-AgAre nizIdati DyAyI
   - bhikṣurarhanniti lābhasatkāro me bhaviṣyati, evamādikā kuhanetyucyate ||	 BikzuH-arhan=-iti lABa-satkAraH me Bavizyati, evamAdikA kuhanA-iti-ucyate ||
   tatra lapanā katamā? iha bhikṣurlābhasatkāranimittameva tvaṃ me mātā, tvaṃ	tatra lapanA katamA? iha BikzuH-lABa-satkAra-nimittam-eva tvam me mAtA, tvam
   me duhiteti, evamanyānyapi priyavacanāni (AvSū, Vaidya 316) bravīti |	me duhitA-iti, evam-anyAni-api priya-vacanAni (AvSU, VEdyaH 316) bravIti |
   evamādikā lapanetyucyate || tatra naimittikatvaṃ katamat? bhikṣustāvat	evamAdikA lapanA-iti-ucyate || tatra nEmittika-tvam katamat? BikzuH-tAvat-
   piṇḍapātraṃ paribhuktvā sakṛdasakṛd yad brūte - yādṛśo 'yaṃ piṇḍapātaḥ,	piNxa-pAtram pariBuktvA sakRt-asakRt yat brUte  yAdRSaH ayam piNxapAtaH,
   tādṛśo 'nyeṣu upāsakagṛheṣu na labhyate | alābhasatkāracittasya tu vadato	tAdRSaH anyezu upAsaka-gRhezu na laByate | alABa-satkAra-cittasya tu vadataH-
   naiva doṣaḥ | idamucyate naimittikatvam || tatra naiṣpeṣikatvaṃ katamat?	na-eva dozaH | idam-ucyate nEmittika-tvam || tatra nEzpezika-tvam katamat?
   bhikṣustāvad yatra gṛhe piṇḍapātraṃ na labhate, dāpayitukāmaśca bhavati,	BikzuH-tAvat yatra gRhe piNxa-pAtram na laBate, dApayitu-kAmaH-ca Bavati,
   tatra brūte - adānapatayo nirayaṃ gacchanti | yūyamapi adānapatayaḥ	tatra brUte  adAna-patayaH nirayam gacCanti | yUyam-api adAna-patayaH
   vyaktaṃ nirayagāminaḥ, iti narakabhayabhītebhyaḥ piṇḍapātramanu	vyaktam niraya-gAminaH, iti naraka-Baya-BIteByaH piNxa-pAtram-anu
   prayacchati, taṃ ca labdhvā paribhuṅkte | idamucyate naiṣpaṣikatvam ||	prayacCati, tam ca labDvA pariBuFkte | idam-ucyate nEzpazika-tvam ||
   tatra lābhena lābhapratikāṅkṣā katamā? bhikṣustāvadātmīyena dhanena	tatra lABena lABa-pratikAFkzA katamA? BikzuH-tAvat-AtmIyena Danena
   śobhanānicīvarāṇi copakrīya upāsakebhyo darśayati - īdṛśāni vayaṃ vastrāṇi	SoBanA-nicIvarANi ca-upakrIyaH upAsakeByaH darSayati  IdRSAni vayam vastrANi
   dānapatibhyo labhāmahe iti | tenāñjitāni vastrāṇi prayacchanti | tāni	dAna-patiByaH laBAmahe iti | tena-aQjitAni vastrANi prayacCanti | tAni
   paribhuṅkte | iyamucyate bhikṣorlābhena lābhapratikāṅkṣā | ayaṃ bhikṣavo	pariBuFkte | iyam-ucyate BikzoH-lABena lABa-pratikAFkzA | ayam BikzavaH-
   mithyājīvaḥ, tasmādviratiḥ samyagājīvaḥ || iha khalu bhikṣavaḥ upāsakasya	miTyA-jIvaH, tasmAt-viratiH samyak-AjIvaH || iha Kalu BikzavaH upAsakasya
   mithyājīvaḥ katamaḥ? viṣavikrayaḥ | śastravikrayaḥ | sattvavikrayaḥ |	miTyAjIvaH katamaH? viza-vikrayaH | Sastra-vikrayaH | sattva-vikrayaH |
   madyavikrayaḥ | māṃsavikrayaḥ | apravekṣitatilasarṣapapīḍanam |	madya-vikrayaH | mAMsa-vikrayaH | apravekzita-tila-sarzapa-pIxanam |
   ayamupāsakasya mithyājīvaḥ | asmādviratiḥ | ayamucyate bhikṣavaḥ	ayam-upAsakasya miTyAjIvaH | asmAt-viratiH | ayam-ucyate BikzavaH
   samyagājīvaḥ || samyagvyāyāmaḥ katamaḥ?	samyak-AjIvaH || samyak-vyAyAmaH katamaH?
   abhivādanabahulapratyupasthānāñjaliḥ sāmīcīkarmakaraṇam | ayamucyate	aBivAdana-bahula-pratyupasTAna-aQjaliH sAmIcIkarma-karaNam | ayam-ucyate
   bhikṣavaḥ samyagvyāyāmaḥ || samyaksmṛtiḥ katamāḥ? iha khalu bhikṣavo	BikzavaH samyak-vyAyAmaH || samyak-smRtiH katamAH? iha Kalu BikzavaH-
   bhikṣuḥ striyaṃ dṛṣṭvā utpanne rāge bāhyātmikayoḥ śarīrayoraśubhākāreṇa	BikzuH striyam dRzwvA utpanne rAge bAhya-AtmikayoH SarIrayoH-aSuBa-AkAreNa
   yathābhūtadarśī bhavati - santyasmin kāye keśā romāṇi nakhā dantā	yaTABUta-darSI Bavati  santi-asmin kAye keSAH romANi naKA dantA
   rajomalatvaṅmāṃsam, asthisnāyusirā vṛkkā hṛdayam(ā) maka āmāśayaḥ	rajaH-mala-tvac-mAMsam, asTi-snAyu-sirA vRkkAH hRdaya-m(A) makaH AmASayaH
   pakkāśayaḥ antrāṇi antraguṇā odarīyakaṃ yakṛt parīṣamaśru svedaḥ khelakaḥ	pakkASayaH antrANi antra-guNAH odarIyakam yakRt parIzam-aSru svedaH KelakaH
   siṃghāṇako vasā lasīkā majjā medaḥ pittaṃ śleṣmā pūyaṃ śoṇitaṃ	siMGANakaH vasA lasIkA majjA medaH pittam SlezmA pUyam SoNitam
   mastakaluṅgamuccāraprasravaiḥ pūrṇaṃ nānāprakārakamaśuciriti | iyamucyate	mastaka-luFgam-uccAra-prasravEH pUrNam nAnA-prakArakam-aSuciH-iti | iyam-ucyate
   bhikṣavaḥ samyaksmṛtiḥ || samyaksamādhiḥ katamaḥ? catvāri dhyānāni | iha	BikzavaH samyak-smRtiH || samyak-samADiH katamaH? catvAri DyAnAni | iha
   bhikṣavo bhikṣuḥ viviktaṃ kāmaiḥ viviktaṃ pāpakairakuśalairdharmaiḥ	BikzavaH BikzuH viviktam kAmEH viviktam pApakEH-akuSalEH-DarmEH
   savitarkaṃ savicāraṃ vivekajaṃ prītisukhaṃ prathamadhyānamupasaṃpadya	sa-vitarkam sa-vicAram viveka-jam prIti-suKam praTama-DyAnam-upasaMpadya
   viharati | sa vitarkavicāravyupaśamādadhyātmasaṃprasādāccetasa	viharati | sa vitarka-vicAra-vyupaSamAt-aDyAtma-saMprasAdAt-cetasa
   ekotibhāvādavitarkamavicāraṃ samādhijaṃ prītisukhaṃ	ekoti-BAvAt-avitarkam-avicAram samADi-jam prIti-suKam
   dvitīyadhyānamupasaṃpadyaṃ viharati | sa prītervirāgādupekṣako viharati	dvitIya-DyAnam-upasaMpadyam viharati | sa prIteH-virAgAt-upekzakaH viharati
   smṛtaḥ saṃprajānan, sukhaṃ ca kāyena pratisaṃvedayate - yattadāryā	smRtaH saMprajA-Anan, suKam ca kAyena pratisaMvedayate  yat-tat-AryA
   ācakṣate upekṣakaḥ smṛtimān sukhavihārī - tṛtīyaṃ dhyānamupasaṃpadya	Acakzate upekzakaH smRtimAn suKa-vihArI  tRtIyam DyAnam-upasaMpadya
   viharati | sa sukhasya ca prahāṇādduḥkhasya ca prahāṇāt pūrvameva ca	viharati | sa suKasya ca prahANAt-duHKasya ca prahANAt pUrvam-eva ca
   saumanasyadaurmanasyayorastaṃgamādaduḥkhāsukhamupekṣāsmṛtipariśuddhaṃ	sOmanasya-dOrmanasyayoH-a-staMgamAt-aduHKa-asuKam-upekzA-smRti-pariSudDam
   caturthadhyānamupasaṃpadya viharati | imāni khalu bhikṣavaścatvāri	caturTa-DyAnam-upasaMpadya viharati | imAni Kalu BikzavaH-catvAri
   dhyānāni | ayamucyate samyaksamādhiḥ || ayamucyate bhikṣavaḥ āryāṣṭāṅgo	DyAnAni | ayam-ucyate samyak-samADiH || ayam-ucyate BikzavaH Arya-azwa-aFgaH-
   mārgaḥ ||	mArgaH ||
   (8) dvāviṃśatīndriyāṇi katamāni? yaduta cakṣurindriyaṃ śrotrendriyaṃ	(8) dvAviMSati-indriyANi katamAni? yat-uta cakzuH-indriyam Srotra-indriyam
   ghrāṇendriyaṃ jihvendriyaṃ kāyendriyaṃ manendriyaṃ puruṣendriyaṃ	GrANa-indriyam jihvA-indriyam kAya-indriyam mana-indriyam puruza-indriyam
   strīndriyaṃ duḥkhendriyaṃ sukhendriyaṃ saumanasyendriyaṃ	strI-indriyam duHKa-indriyam suKa-indriyam sOmanasya-indriyam
   daurmanasyendriyaṃ upekṣendriyaṃ śraddhendriyaṃ vīryendriyaṃ	dOrmanasya-indriyam upekza-indriyam SradDA-indriyam vIrya-indriyam
   samādhīndriyaṃ smṛtīndriyaṃ jñānendriyaṃ jīvitendriyam,	samADi-indriyam smRti-indriyam jQAna-indriyam jIvita-indriyam,
   anājñātamājñāsyāmīndriyam, ājñendriyam, ājñātāvīndriyam | imāni bhikṣava	anAjQAtam-AjQAsyAmi-indriyam, AjQa-indriyam, AjQAta-avIndriyam | imAni Bikzava
   dvāviṃśatīndriyāṇi ||	dvAviMSati-indriyANi ||
   (AvSū, Vaidya 317) (9) tatra bhikṣavaścātvāri dhyānāni katamāni? iha	(AvSU, VEdyaH 317) (9) tatra BikzavaH-cAtvAri DyAnAni katamAni? iha
   bhikṣavo bhikṣurviviktaṃ kāmaiḥ viviktaṃ pāpakairakuśalairdharmaiḥ	BikzavaH BikzuH-viviktam kAmEH viviktam pApakEH-akuSalEH-DarmEH
   savitarkaṃ savicāraṃ vivekajaṃ prītisukhaṃ prathamaṃ dhyānamupasaṃpadya	sa-vitarkam sa-vicAram viveka-jam prIti-suKam praTamam DyAnam-upasaMpadya
   viharati | sa vitarkavicārāṇāṃ vyupaśamādadhyātmasaṃprasādāccetasa	viharati | sa vitarka-vicArANAm vyupaSamAt-aDyAtma-saMprasAdAt-cetasa
   ekotibhāvādavitarkamavicāraṃ samādhijaṃ prītisukhaṃ dvitīyaṃ	ekoti-BAvAt-avitarkam-avicAram samADi-jam prIti-suKam dvitIyam
   dhyānamupasaṃpadya viharati | sa prītervirāgādupekṣako viharati, smṛtaḥ	DyAnam-upasaMpadya viharati | sa prIteH-virAgAt-upekzakaH viharati, smRtaH
   saṃprajanyaṃ ca(saṃprajānan) sukhaṃ kāyena pratisaṃvedayate - yattadāryā	saMprajanyam ca(-saMprajAnan) suKam kAyena pratisaMvedayate  yat-tat-AryA
   ācakṣate upekṣakaḥ smṛtimān sukhavihārī - tṛtīyaṃ dhyānamupasaṃpadya	Acakzate upekzakaH smRtimAn suKa-vihArI  tRtIyam DyAnam-upasaMpadya
   viharati | sa sukhasya ca prahāṇādduḥkhasya ca prahāṇāt pūrvameva	viharati | sa suKasya ca prahANAt-duHKasya ca prahANAt pUrvam-eva
   saumanasyadaurmanasyayorastaṃgamāda duḥkhāsukhamupekṣāsmṛtipariśuddhaṃ	sOmanasya-dOrmanasyayoH-astaMgamAda duHKa-asuKam-upekzA-smRti-pariSudDam
   caturthaṃ dhyānamupasaṃpadya viharati || imāni bhikṣavaścatvāri dhyānāni	caturTam DyAnam-upasaMpadya viharati || imAni BikzavaH-catvAri DyAnAni
   (10) tatra katame catvāro brahmavihārāḥ? iha bhikṣavo	(10) tatra katame catvAraH brahma-vihArAH? iha BikzavaH-
   bhikṣurmaitrīsahagatena cittena avaireṇa asaṃpannena avyābādhena vipulena	BikzuH-mEtrI-sahagatena cittena avEreNa asaMpannena avyAbADena vipulena
   mahadgatena apramāṇena subhāvitena ekādrisamaṃ vimucya sphuritvā	mahat-gatena apramANena su-BAvitena eka-adri-samam vimucya sPuritvA
   upasaṃpadya viharati, tathā dvitīyam, tathā tṛtīyam, tathā caturtham, iti	upasaMpadya viharati, taTA dvitIyam, taTA tRtIyam, taTA caturTam, iti
   ūrdhvamadhastiryak sarvaśaḥ sarvāvantamimaṃ lokaṃ maitrīsahagatena cittena	UrDvam-aDas-tiryak sarvaSas sarvOvantam-imam lokam mEtrI-sahagatena cittena
   avaireṇa asaṃpannena avyābādhena vipulena mahadgatena advayena apramāṇena	avEreNa asaMpannena avyAbADena vipulena mahat-gatena advayena apramANena
   subhāvitena ekāṃ diśamadhimucya sphuritvā upasaṃpadya viharati | evaṃ	su-BAvitena ekAm diSam-aDimucya sPuritvA upasaMpadya viharati | evam
   karuṇāsahagatena, muditāsahagatena, upekṣāsahagatena cittena avaireṇa	karuNA-sahagatena, mudita-asaha-gatena, upekzA-sahagatena cittena avEreNa
   asaṃpannena avyābādhena vipulena mahadgatena advayena apramāṇena	asaMpannena avyAbADena vipulena mahat-gatena advayena apramANena
   subhāvitena ekāṃ diśamadhimucya sphuritvā upasaṃpadya viharati | ime	su-BAvitena ekAm diSam-aDimucya sPuritvA upasaMpadya viharati | ime
   catvāro brahmavihārāḥ ||	catvAraH brahma-vihArAH ||
   (11) tatra katamāścatasraḥ pratisaṃvidaḥ? asti duḥkhā pratipad	(11) tatra katamAH-catasraH pratisaMvidaH? asti duHKA pratipad-
   dhandhābhijñā | asti duḥkhā pratipat kṣiprābhijñā | asti sukhā pratipad	DanDa-aBijQA | asti duHKA pratipad kzipra-aBijQAH | asti suKA pratipad-
   dhandhābhijñā | asti sukhā pratipat kṣiprābhijñā | tatra katamā sā duḥkhā	DanDa-aBijQA | asti suKA pratipad kzipra-aBijQA | tatra katamA sA duHKA
   pratipad dhandhābhijñā? ihaikatyaḥ prakṛtyaiva tīvrarāgo bhavati,	pratipad DanDa-aBijQA? iha-ekatyaH prakRtyA-eva tIvra-rAgaH Bavati,
   tīvradveṣo bhavati, tīvramoho bhavati | so 'bhīkṣṇaṃ tīvrarāgajaṃ	tIvra-dvezaH Bavati, tIvra-mohaH Bavati | saH aBIkzNam tIvra-rAga-jam
   duḥkhadaurmanasyaṃ pratisaṃvedayati | so 'bhīkṣaṇaṃ tīvradveṣatayā	duHKa-dOrmanasyam pratisaMvedayati | saH aBIkzaNam tIvra-dveza-tayA
   dveṣajaṃ duḥkhadaurmanasyaṃ pratisaṃvedayati | so 'bhīkṣaṇaṃ tīvramohatayā	dveza-jam duHKa-dOrmanasyam pratisaMvedayati | saH aBIkzaNam tIvra-moha-tayA
   mohajaṃ duḥkhadaurmanasyaṃ pratisaṃvedayati | tasyemāni pañca lokottarāṇi	moha-jam duHKa-dOrmanasyam pratisaMvedayati | tasya-imAni paQca loka-uttarANi
   indriyāṇi dhandhāni bhavanti mṛdūni saśīghravāhīni | katamāni pañca?	indriyANi DanDAni Bavanti mRdUni sa-SIGra-vAhIni | katamAni paQca?
   yaduta śraddhendriyaṃ vīryendriyaṃ smṛtīndriyaṃ samādhīndriyaṃ	yat-uta SradDA-indriyam vIrya-indriyam smRti-indriyam samADi-indriyam
   prajñendriyam | sa eṣāṃ pañcānāṃ lokottarāṇamindriyāṇāṃ	prajQA-indriyam | saH ezAm paQcAnAm loka-uttarANam-indriyANAm
   mṛdutvādaśīghravāhitvācca dhandhamevānantaryasamādhiṃ spṛśati yaduta	mRdu-tvAt-aSIGra-vAhi-tvAt-ca DanDam-eva-Anantarya-samADim spRSati yat-uta
   āsravāṇāṃ kṣayāya | iyaṃ duḥkhā pratipaddhandhābhijñā | tatra katamā	AsravANAm kzayAya | iyam duHKA pratipad-hanDA-aBijQA | tatra katamA
   duḥkhā pratipatkṣiprābhijñā? ihaikatyaḥ prakṛtyaiva tīvrarāgo bhavati,	duHKA pratipad-kzipra-aBijQA? iha-ekatyaH prakRtyA-eva tIvra-rAgaH Bavati,
   tīvradveṣo bhavati, tīvramoho bhavati | so 'bhīkṣṇaṃ tīvrarāgatayā rāgajaṃ	tIvra-dvezaH Bavati, tIvra-mohaH Bavati | saH aBIkzNam tIvra-rAga-tayA rAga-jam
   duḥkhadaurmanasyaṃ pratisaṃvedayati | abhīkṣṇaṃ tīvradveṣatayā dveṣajaṃ	duHKa-dOrmanasyam pratisaMvedayati | aBIkzNam tIvra-dveza-tayA dveza-jam
   duḥkhadaurmanasyaṃ pratisaṃvedayati | abhīkṣṇaṃ (AvSū, Vaidya 318)	duHKa-dOrmanasyam pratisaMvedayati | aBIkzNam (AvSU, VEdyaH 318)
   tīvramohatayā mohajaṃ duḥkhadaurmanasyaṃ pratisaṃvedayati | tasyemāni	tIvra-moha-tayA moha-jam duHKa-dOrmanasyam pratisaMvedayati | tasya-imAni
   pañca lokottarāṇi indriyāṇi adhimātrāṇi bhavanti tīkṣṇāni śīghravāhīni |	paQca loka-uttarANi indriyANi aDimAtrANi Bavanti tIkzNAni SIGra-vAhIni |
   katamāni pañca? yaduta śraddhendriyaṃ vīryendriyaṃ smṛtīndriyaṃ	katamAni paQca? yat-uta SradDA-indriyam vIrya-indriyam smRti-indriyam
   samādhīndriyaṃ prajñendriyam | sa eṣāṃ pañcānāṃ	samADi-indriyam prajQA-indriyam | saH ezAm paQcAnAm
   lokottarāṇāmindriyāṇāmadhimātratvācchīghravāhitvācca kṣipramevānantaryaṃ	loka-uttarANAm-indriyANAm-aDimAtra-tvAt-SIGra-vAhi-tvAt-ca kzipram-eva-Anantaryam
   samādhiṃ spṛśati yaduta āsravāṇāṃ kṣayāya | iyaṃ duḥkhā	samADim spRSati yat-uta AsravANAm kzayAya | iyam duHKA
   pratipatkṣiprābhijñā || tatra katamā sukhā pratipaddhandhābhijñā?	pratipad-kzi-pra-aBijQA || tatra katamA suKA pratipad-hanDA-aBijQA?
   ihaikatyaḥ prakṛtyaiva alparāgo bhavati, alpadveṣo bhavati | so	iha-ekatyaH prakRtyA-eva alpa-rAgaH Bavati, alpa-dvezaH Bavati | saH-
   '(lpa)rāgatayā nābhīkṣṇaṃ rāgajaṃ duḥkhadaurmanasyaṃ pratisaṃvedayati |	a(lpa-)rAga-tayA na-aBIkzNam rAga-jam duHKa-dOrmanasyam pratisaMvedayati |
