   mātṛkā 1	mAtRkA 1
   N1.42c/ kṛtopakārād āptaṃ ca śabalaṃ samudāhṛtam // 42	N1.42c/ kRta-upakArAt Aptam ca Sabalam samudAhRtam // 42
   N1.43a/ pārśvikadyūtadautyārtipratirūpakasāhasaiḥ/	N1.43a/ pArSvika-dyUta-dOtya-Arti-pratirUpaka-sAhasEH/
   N1.43c/ vyājenopārjitaṃ yac ca tat kṛṣṇaṃ samudāhṛtam // 43	N1.43c/ vyAjena-upArjitam yat ca tat kRzNam samudAhRtam // 43
   N1.44a/ tena krayo vikrayaś ca dānaṃ grahaṇam eva ca /	N1.44a/ tena krayaH vikrayaH ca dAnam grahaNam eva ca /
   N1.44c/ vividhāś ca pravartante kriyāḥ saṃbhoga eva ca // 44	N1.44c/ viviDAH ca pravartante kriyAH saMBogaH eva ca // 44
   N1.45a/ yathāvidhena dravyeṇa yatkiṃcit kurute naraḥ /	N1.45a/ yaTAviDena dravyeNa yat-kiMcid kurute naraH /
   N1.45c/ tathāvidham avāpnoti sa phalaṃ pretya ceha ca // 45	N1.45c/ taTAviDam avApnoti sa Palam pretya ca-iha ca // 45
   N1.46a/ tat punar dvādaśavidhaṃ prativarṇāśrayāt smṛtam /	N1.46a/ tat punar dvAdaSaviDam prativarNa-ASrayAt smRtam /
   N1.46c/ sādhāraṇaṃ syāt trividhaṃ śeṣaṃ navavidhaṃ smṛtam // 46	N1.46c/ sADAraNam syAt triviDam Sezam navaviDam smRtam // 46
   N1.47a/ kramāgataṃ prītidāyaḥ prāptaṃ ca saha bhāryayā /	N1.47a/ krama-Agatam prIti-dAyaH prAptam ca saha BAryayA /
   N1.47c/ aviśeṣeṇa varṇānāṃ sarveṣāṃ trividhaṃ dhanam // 47	N1.47c/ aviSezeNa varNAnAm sarvezAm triviDam Danam // 47
   N1.48a/ vaiśeṣikaṃ dhanaṃ jñeyaṃ brāhmaṇasya trilakṣaṇam /	N1.48a/ vESezikam Danam jQeyam brAhmaNasya tri-lakzaNam /
   N1.48c/ pratigraheṇa yallabdhaṃ yājyataḥ śiṣyatas tathā // 48	N1.48c/ pratigraheNa yat-labDam yAjyataH SizyataH taTA // 48
   N1.49a/ trividhaṃ kṣatriyasyāpi prāhur vaiśeṣikaṃ dhanam /	N1.49a/ triviDam kzatriyasya-api prAhuH vESezikam Danam /
   N1.49c/ yuddhopalabdhaṃ kāraś ca daṇḍaś ca vyavahārataḥ // 49	N1.49c/ yudDa-upalabDam kAraH ca daNxaH ca vyavahArataH // 49
   N1.50a/ vaiśeṣikaṃ dhanaṃ jñeyaṃ vaiśyasyāpi trilakṣaṇam /	N1.50a/ vESezikam Danam jQeyam vESyasya-api tri-lakzaNam /
   N1.50c/ kṛṣigorakṣavāṇijyaiḥ śūdrasyaibhyas tv anugrahāt // 50	N1.50c/ kRzi-gorakza-vANijyEH SUdrasya-eByaH tu anugrahAt // 50
   N1.51a/ sarveṣām eva varṇānām eṣa dharmyo dhanāgamaḥ /	N1.51a/ sarvezAm eva varNAnAm eza DarmyaH Dana-AgamaH /
   N1.51c/ viparyayād adharmyaḥ syān na ced āpad garīyasī // 51	N1.51c/ viparyayAt aDarmyaH syAt na ced Apad garIyasI // 51
   N1.52a/ āpatsv anantarā vṛttir brāhmaṇasya vidhīyate /	N1.52a/ Apatsu anantarA vRttiH brAhmaNasya viDIyate /
   N1.52c/ vaiśyavṛttis tataś coktā na jaghanyā kathaṃcana // 52	N1.52c/ vESya-vRttiH tatas ca-uktA na jaGanyA kaTaMcana // 52
   N1.53a/ na kathaṃcana kurvīta brāhmaṇaḥ karma vārṣalam /	N1.53a/ na kaTaMcana kurvIta brAhmaNaH karma vArzalam /
   N1.53c/ vṛṣalaḥ karma na brāhmaṃ patanīye hi te tayoḥ // 53	N1.53c/ vRzalaH karma na brAhmam patanIye hi te tayoH // 53
   N1.54a/ utkṛṣṭaṃ cāpakṛṣṭaṃ ca tayoḥ karma na vidyate /	N1.54a/ utkRzwam ca-apakRzwam ca tayoH karma na vidyate /
   N1.54c/ madhyame karmaṇī hitvā sarvasādhāraṇe hi te // 54	N1.54c/ maDyame karmaNI hitvA sarva-sADAraNe hi te // 54
   N1.55a/ āpadaṃ brāhmaṇas tīrtvā kṣatravṛttyā hṛtair dhanaiḥ /	N1.55a/ Apadam brAhmaNaH tIrtvA kzatra-vRttyA hRtEH DanEH /
   N1.55c/ utsṛjet kṣatravṛttiṃ tāṃ kṛtvā pāvanam ātmanaḥ // 55	N1.55c/ utsRjet kzatra-vRttim tAm kRtvA pAvanam AtmanaH // 55
   N1.56a/ tasyām eva tu yo vṛttau brāhmaṇo ramate rasāt /	N1.56a/ tasyAm eva tu yaH vRttO brAhmaNaH ramate rasAt /
   N1.56c/ kāṇḍapṛṣṭhaś cyuto mārgāt so 'apāṅkteyaḥ prakīrtitaḥ // 56	N1.56c/ kANxapRzWaH cyutaH mArgAt saH aapAFkteyaH prakIrtitaH // 56
   N1.57a/ vaiśyavṛttāv avikreyaṃ brāhmaṇasya payo dadhi /	N1.57a/ vESya-vRttO avikreyam brAhmaNasya payaH daDi /
   N1.57c/ ghṛtaṃ madhu madhūcchiṣṭaṃ lākṣākṣārarasāsavāḥ // 57	N1.57c/ GRtam maDu maDUcCizwam lAkzA-kzAra-rasa-AsavAH // 57
   N1.58a/ māṃsaudanatilakṣaumasomapuṣpaphalapalāḥ /	N1.58a/ mAMsa-odana-tila-kzOma-soma-puzpa-Pala-palAH /
   N1.58c/ manuṣyaviṣaśastrāmbulavaṇāpūpavīrudhaḥ // 58	N1.58c/ manuzya-viza-Sastra-ambu-lavaNa-apUpa-vIruDaH // 58
   N1.59a/ nīlīkauṣeyacarmāsthikutapaikaśaphā mṛdaḥ /	N1.59a/ nIlI-kOzeya-carma-asTi-kutapa-ekaSaPAH mRdaH /
   N1.59c/ udaśvitkeśapiṇyākaśākādyauṣadhayas tathā // 59	N1.59c/ udaSvit-keSa-piNyAka-SAka-Adya-ozaDayaH taTA // 59
   N1.60a/ brāhmaṇasya tu vikreyaṃ śuṣkaṃ dāru tṛṇāni ca /	N1.60a/ brAhmaNasya tu vikreyam Suzkam dAru tRNAni ca /
   N1.60c/ gandhadravyairakāvetratūlamūlatuśād ṛte // 60	N1.60c/ ganDa-dravyEraka-avetra-tUla-mUla-tuSAt Rte // 60
   N1.61a/ svayaṃ śīrṇaṃ ca vidalaṃ phalānāṃ badareṅgude /	N1.61a/ svayam SIrNam ca vidalam PalAnAm badara-iFgude /
   N1.61c/ rajjuḥ kārpāsikaṃ sūtraṃ tac ced avikṛtaṃ bhavet // 61	N1.61c/ rajjuH kArpAsikam sUtram tat ced avikRtam Bavet // 61
   N1.62a/ aśaktau bheṣajasyārthe yajñahetos tathaiva ca /	N1.62a/ aSaktO Bezajasya-arTe yajQa-hetoH taTA-eva ca /
   N1.62c/ yady avaśyaṃ tu vikreyās tilā dhānyena tatsāmāḥ // 62	N1.62c/ yadi avaSyam tu vikreyAH tilAH DAnyena tad-sAmAH // 62
   N1.63a/ avikreyāṇi vikrīṇan brāhmaṇaḥ pracyutaḥ pathaḥ /	N1.63a/ avikreyANi vikrINan brAhmaNaH pracyutaH paTaH /
   N1.63c/ mārge punar avasthāpya rājñā daṇḍena bhūyasā // 63	N1.63c/ mArge punar avasTApya rAjQA daNxena BUyasA // 63
   N1.64a/ pramāṇāni pramāṇasthaiḥ paripālyāni yatnataḥ /	N1.64a/ pramANAni pramANa-sTEH paripAlyAni yatnatas /
   N1.64c/ sīdanti hi pramāṇāni pramāṇair avyavasthitaiḥ // 64	N1.64c/ sIdanti hi pramANAni pramANEH avyavasTitEH // 64
   N1.65a/ likhitaṃ sākṣiṇo bhuktiḥ pramāṇaṃ trividhaṃ smṛtaṃ /	N1.65a/ liKitam sAkziNaH BuktiH pramANam triviDam smRtam /
   N1.65c/ dhanasvīkaraṇe yena dhanī dhanam upāśnute // 65	N1.65c/ Dana-svIkaraNe yena DanI Danam upASnute // 65
   N1.66a/ likhitaṃ balavan nityaṃ jīvantas tv eva sākṣiṇaḥ /	N1.66a/ liKitam balavat nityam jIvantaH tu eva sAkziNaH /
   N1.66c/ kālātiharaṇād bhuktir iti śāstreṣu niścayaḥ // 66	N1.66c/ kAla-atiharaNAt BuktiH iti SAstrezu niScayaH // 66
   N1.67a/ trividhasyāsya dṛṣṭasya pramāṇasya yathākramam /	N1.67a/ triviDasya-asya dRzwasya pramANasya yaTAkramam /
   N1.67c/ pūrvaṃ pūrvaṃ guru jñeyaṃ bhuktir ebhyo garīyasī // 67	N1.67c/ pUrvam pUrvam guru jQeyam BuktiH eByaH garIyasI // 67
   N1.68a/ vidyamāne 'api likhite jīvatsv api hi sākṣiṣu /	N1.68a/ vidyamAne aapi liKite jIvatsu api hi sAkzizu /
   N1.68c/ viśeṣataḥ sthāvarāṇāṃ yan na bhuktaṃ na tat sthiram // 68	N1.68c/ viSezataH sTAvarANAm yat na Buktam na tat sTiram // 68
   N1.69a/ bhujyamānān parair arthān yaḥ svān maurkhyād upekṣate /	N1.69a/ BujyamAnAn parEH arTAn yaH svAn mOrKyAt upekzate /
   N1.69c/ samakṣaṃ jīvato 'apy asya tān bhuktiḥ kurute vaśe // 69	N1.69c/ samakzam jIvataH aapi asya tAn BuktiH kurute vaSe // 69
   N1.70a/ yatkiṃcid daśa varṣāṇi saṃnidhau prekṣate dhanī /	N1.70a/ yat-kiMcid daSa varzANi saMniDO prekzate DanI /
   N1.70c/ bhujyamānaṃ parais tūṣṇīṃ na sa tal labdhum arhati // 70	N1.70c/ BujyamAnam parEH tUzNIm na sa tat labDum arhati // 70
   N1.71a/ upekṣāṃ kurvatas tasya tūṣṇīṃ bhūtasya tiṣṭhataḥ /	N1.71a/ upekzAm kurvataH tasya tUzNIm BUtasya tizWataH /
   N1.71c/ kāle 'atipanne pūrvokte vyavahāro na sidhyati // 71	N1.71c/ kAle aatipanne pUrva-ukte vyavahAraH na siDyati // 71
   N1.72a/ ajaḍaś ced apogaṇḍo viṣaye cāsya bhujyate /	N1.72a/ ajaxaH ced apogaNxaH vizaye ca-asya Bujyate /
   N1.72c/ bhuktaṃ tad vyavahāreṇa bhoktā tad dhanam arhati // 72	N1.72c/ Buktam tat vyavahAreNa BoktA tat Danam arhati // 72
   N1.73a/ ādhiḥ sīmā bāladhanaṃ nikṣepopanidhī striyaḥ /	N1.73a/ ADiH sImA bAla-Danam nikzepa-upaniDI striyaH /
   N1.73c/ rājasvaṃ śrotriyasvaṃ ca nopabhogena jīryate // 73	N1.73c/ rAja-svam Srotriya-svam ca na-upaBogena jIryate // 73
   N1.74a/ pratyakṣaparibhogāc ca svāmino dvidaśāḥ samāḥ /	N1.74a/ pratyakza-pariBogAt ca svAminaH dvi-daSAH samAH /
   N1.74c/ ādhyādīny api jīryante strīnarendradhanād ṛte // 74	N1.74c/ ADi-AdIni api jIryante strI-narendra-DanAt Rte // 74
   N1.75a/ strīdhanaṃ ca narendrāṇāṃ na kadācana jīryate /	N1.75a/ strIDanam ca narendrANAm na kadAcana jIryate /
   N1.75c/ anāgamaṃ bhujyamānaṃ vatsarāṇāṃ śatair api // 75	N1.75c/ anAgamam BujyamAnam vatsarANAm SatEH api // 75
   N1.76a/ nirbhogo yatra dṛśyeta na dṛśyetāgamaḥ kvacit /	N1.76a/ nirBogaH yatra dRSyeta na dRSyet-a-AgamaH kvacid /
   N1.76c/ āgamaḥ kāraṇaṃ tatra na bhogas tatra kāraṇam // 76	N1.76c/ AgamaH kAraNam tatra na BogaH tatra kAraNam // 76
   N1.77a/ anāgamaṃ bhujyate yan na tad bhogo 'ativartate /	N1.77a/ anAgamam Bujyate yat na tat BogaH aativartate /
   N1.77c/ prete tu bhoktari dhanaṃ yāti tadvaṃśyabhogyatām // 77	N1.77c/ prete tu Boktari Danam yAti tad-vaMSya-Bogya-tAm // 77
   N1.78a/ āhartaivābhiyuktaḥ sann arthānām uddharet padam /	N1.78a/ AhartA-eva-aBiyuktaH san arTAnAm udDaret padam /
   N1.78c/ bhuktir eva viśuddhiḥ syāt prāptānāṃ pitṛtaḥ kramāt // 78	N1.78c/ BuktiH eva viSudDiH syAt prAptAnAm pitRtaH kramAt // 78
   N1.79a/ anvāhitaṃ hṛtaṃ nyastaṃ balāvaṣṭabdhaṃ yācitam /	N1.79a/ anvAhitam hRtam nyastam bala-avazwabDam yAcitam /
   N1.79c/ apratyakṣaṃ ca yad bhuktaṃ ṣaḍ etāny āgamaṃ vinā // 79	N1.79c/ apratyakzam ca yat Buktam zaw etAni Agamam vinA // 79
   N1.80a/ tathārūḍhavivādasya pretasya vyavahāriṇaḥ /	N1.80a/ taTA-ArUXa-vivAdasya pretasya vyavahAriNaH /
   N1.80c/ putreṇa so 'arthaḥ saṃśodhyo na taṃ bhogo 'ativartate // 80	N1.80c/ putreNa saH aarTaH saMSoDyaH na tam BogaH aativartate // 80
   N1.81a/ yad vināgamam apy ūrdhvaṃ bhuktaṃ pūrvais tribhir bhavet /	N1.81a/ yat vinA-Agamam api UrDvam Buktam pUrvEH triBiH Bavet /
   N1.81c/ na tac chakyam apākartuṃ kramāt tripuruṣāgatam // 81	N1.81c/ na tat Sakyam apAkartum kramAt tri-puruza-Agatam // 81
   N1.82a/ santo 'api na pramāṇaṃ syur mṛte dhanini sākṣiṇaḥ /	N1.82a/ santaH aapi na pramANam syuH mRte Danini sAkziNaH /
   N1.82c/ anyatra śrāvitaṃ yat syāt svayam āsannamṛtyunā // 82	N1.82c/ anyatra SrAvitam yat syAt svayam Asanna-mRtyunA // 82
   N1.83a/ na hi pratyarthini prete pramāṇaṃ sākṣiṇāṃ vacaḥ /	N1.83a/ na hi pratyarTini prete pramANam sAkziNAm vacaH /
   N1.83c/ sākṣimat karaṇaṃ tatra pramāṇaṃ syād viniścaye // 83	N1.83c/ sAkzimat karaNam tatra pramANam syAt viniScaye // 83
   N1.84a/ śrāvitas tv ātureṇāpi yas tv artho dharmasaṃhitaḥ /	N1.84a/ SrAvitaH tu AtureNa-api yaH tu arTaH Darma-saMhitaH /
   N1.84c/ mṛte 'api tatra sākṣī syāt ṣaṭsu cānvāhitādiṣu // 84	N1.84c/ mRte aapi tatra sAkzI syAt zawsu ca-anvAhita-Adizu // 84
   N1.85a/ kriya rṇādiṣu sarveṣu balavaty uttarottarā /	N1.85a/ kriya rNa-Adizu sarvezu balavatI uttarottarA /
   N1.85c/ pratigrahādhikrīteṣu pūrvā pūrvā garīyasī // 85	N1.85c/ pratigraha-aDi-krItezu pUrvA pUrvA garIyasI // 85
   N1.86a/ sthānalābhanimittaṃ hi dānagrahaṇam iṣyate /	N1.86a/ sTAna-lABa-nimittam hi dAna-grahaNam izyate /
   N1.86c/ tat kusīdam iti proktaṃ tena vṛttiḥ kusīdinām // 86	N1.86c/ tat kusIdam iti proktam tena vRttiH kusIdinAm // 86
   N1.87a/ kāyikā kālikā caiva kāritā ca tathā smṛtā /	N1.87a/ kAyikA kAlikA ca-eva kAritA ca taTA smRtA /
   N1.87c/ cakravṛddhiś ca śāstreṣu tasya vṛddhiś caturvidhā // 87	N1.87c/ cakravRdDiH ca SAstrezu tasya vRdDiH caturviDAH // 87
   N1.88a/ kāyāvirodhinī śaśvat paṇapādyā tu kāyikā /	N1.88a/ kAya-aviroDinI SaSvat paNapAdyA tu kAyikAH /
   N1.88c/ pratimāsaṃ sravati yā vṛddhiḥ sā kālikā smṛtā // 88	N1.88c/ pratimAsam sravati yA vRdDiH sA kAlikA smRtAH // 88
   N1.89a/ vṛddhiḥ sā kāritā nāma ya rṇikena svayaṃkṛtā /	N1.89a/ vRdDiH sA kAritA nAma yaH rNikena svayaMkRtA /
   N1.89c/ vṛddher api punar vṛddhiś cakravṛddhir udāhṛtā // 89	N1.89c/ vRdDeH api punar vRdDiH cakravRdDiH udAhRtA // 89
   N1.90a/ ṛṇānāṃ sārvabhaumo 'ayaṃ vidhir vṛddhikaraḥ smṛtaḥ /	N1.90a/ RNAnAm sArvaBOmaH aayam viDiH vRdDi-karaH smRtaH /
   N1.90c/ deśācāravidhis tv anyo yatra rṇam avatiṣṭhati // 90	N1.90c/ deSa-AcAra-viDiH tu anyaH yatra rNam avatizWati // 90
   N1.91a/ dviguṇaṃ triguṇaṃ caiva tathānyasmiṃś caturguṇam /	N1.91a/ dviguNam triguNam ca-eva taTA-anyasmin caturguNam /
   N1.91c/ tathāṣṭaguṇam anyasmin deśe deśe 'avatiṣṭhate // 91	N1.91c/ taTA-azwaguNam anyasmin deSe deSe aavatizWate // 91
   N1.92a/ hiraṇyadhānyavastrāṇāṃ vṛddhir dvitricaturguṇā /	N1.92a/ hiraNya-DAnya-vastrANAm vRdDiH dvi-tri-caturguNAH /
   N1.92c/ ghṛtasyāṣṭaguṇā vṛddhiḥ strīpaśūnāṃ ca saṃtatiḥ // 92	N1.92c/ GRtasya-azwaguNA vRdDiH strI-paSUnAm ca saMtatiH // 92
   N1.93a/ sūtrakarpāsakiṇvānāṃ trapuṣaḥ sīsakasya ca /	N1.93a/ sUtra-karpAsa-kiNvAnAm trapuzaH sIsakasya ca /
   N1.93c/ āyudhānāṃ ca sarveṣāṃ carmaṇas tāmralohayoḥ // 93	N1.93c/ AyuDAnAm ca sarvezAm carmaNaH tAmra-lohayoH // 93
   N1.94a/ anyeṣāṃ caiva sarveṣām iṣṭakānāṃ tathaiva ca /	N1.94a/ anyezAm ca-eva sarvezAm izwakAnAm taTA-eva ca /
   N1.94c/ akṣayyā vṛddhir eteṣāṃ manur āha prajāpatiḥ // 94	N1.94c/ akzayyA vRdDiH etezAm manuH Aha prajApatiH // 94
   N1.95a/ tailānāṃ caiva sarveṣāṃ madyānāṃ madhusarpiṣām /	N1.95a/ tElAnAm ca-eva sarvezAm madyAnAm maDu-sarpizAm /
   N1.95c/ vṛddhir aṣṭaguṇā jñeyā guḍasya lavaṇasya ca // 95	N1.95c/ vRdDiH azwaguNAH jQeyAH guxasya lavaNasya ca // 95
   N1.96a/ na vṛddhiḥ prītidattānāṃ syād anākāritā kvacit /	N1.96a/ na vRdDiH prIti-dattAnAm syAt anAkAritA kvacid /
   N1.96c/ anākāritam apy ūrdhvaṃ vatsarārdhād vivardhate // 96	N1.96c/ anAkAritam api UrDvam vatsara-arDAt vivarDate // 96
   N1.97a/ eṣa vṛddhividhiḥ proktaḥ prativṛddhasya dharmataḥ /	N1.97a/ eza vRdDi-viDiH proktaH prativRdDasya DarmataH /
   N1.97c/ vṛddhis tu yoktā dhānyānāṃ vārdhuṣyaṃ tad udāhṛtam // 97	N1.97c/ vRdDiH tu yoktA DAnyAnAm vArDuzyam tat udAhRtam // 97
   N1.98a/ āpadaṃ nistared vaiśyaḥ kāmaṃ vārdhuṣakarmaṇā /	N1.98a/ Apadam nistaret vESyaH kAmam vArDuza-karmaNA /
   N1.98c/ āpatsv api hi kaṣṭāsu brāhmaṇasya na vārdhuṣam // 98	N1.98c/ Apatsu api hi kazwAsu brAhmaNasya na vArDuzam // 98
   N1.99a/ brāhmaṇasya tu yad deyaṃ sānvayasya na cāsti saḥ /	N1.99a/ brAhmaNasya tu yat deyam sa-anvayasya na ca-asti saH /
   N1.99c/ svakulyasyāsya nivapet tadabhāve 'asya bandhuṣu // 99	N1.99c/ sva-kulyasya-asya nivapet tad-aBAve aasya banDuzu // 99
   N1.100a/ yadā tu na svakulyāḥ syur na ca saṃbandhibāndhavāḥ /	N1.100a/ yadA tu na sva-kulyAH syuH na ca saMbanDi-bAnDavAH /
   N1.100c/ tadā dadyāt svajātibhyas teṣv asatsv apsu nikṣipet // 100	N1.100c/ tadA dadyAt sva-jAtiByaH tezu asatsu apsu nikzipet // 100
   N1.101a/ gṛhītvopagataṃ dadyād ṛṇikāyodayaṃ dhanī /	N1.101a/ gRhItvA-upagatam dadyAt RNikAya-udayam DanI /
   N1.101c/ adadad yācyamānas tu śeṣahānim avāpnuyāt // 101	N1.101c/ adadat yAcyamAnaH tu Seza-hAnim avApnuyAt // 101
   N1.102a/ lekhyaṃ dadyād ṛṇe śuddhe tadabhāve pratiśravam /	N1.102a/ leKyam dadyAt RNe SudDe tad-aBAve pratiSravam /
   N1.102c/ dhanikarṇikayor evaṃ viśuddhiḥ syāt parasparam // 102	N1.102c/ Danika-RNikayoH evam viSudDiH syAt parasparam // 102
   N1.103a/ viśrambhahetū dvāv atra pratibhūr ādhir eva ca /	N1.103a/ viSramBa-hetU dvO atra pratiBUH ADiH eva ca /
   N1.103c/ likhitaṃ sākṣiṇaś ca dve pramāṇe vyaktikārake // 103	N1.103c/ liKitam sAkziNaH ca dve pramANe vyakti-kArake // 103
   N1.104a/ upasthānāya dānāya pratyayāya tathaiva ca /	N1.104a/ upasTAnAya dAnAya pratyayAya taTA-eva ca /
   N1.104c/ trividhaḥ pratibhūr dṛṣṭas triṣv evārtheṣu sūribhiḥ //	N1.104c/ triviDaH pratiBUH dRzwaH trizu eva-arTezu sUriBiH //
   N1.105a/ ṛṇiṣv apratikurvatsu pratyaye vā vivādite /	N1.105a/ RNizu apratikurvatsu pratyaye vA vivAdite /
   N1.105c/ pratibhūs tad ṛṇaṃ dadyād anupasthāpayaṃs tathā //	N1.105c/ pratiBUH tat RNam dadyAt anupasTApayan taTA //
   N1.106a/ bahavaś cet pratibhuvo dadyus te 'arthaṃ yathākṛtam /	N1.106a/ bahavaH ced pratiBuvaH dadyuH te aarTam yaTAkRtam /
   N1.106c/ arthe 'aviśeṣite hy eṣu dhaninaś chandataḥ kriyā //	N1.106c/ arTe aaviSezite hi ezu DaninaH CandataH kriyA //
   N1.107a/ yaṃ cārthaṃ pratibhūr dadyād dhanikenopapīḍitaḥ /	N1.107a/ yam ca-arTam pratiBUH dadyAt Danikena-upapIxitaH /
   N1.107c/ ṛṇikas taṃ pratibhuve dviguṇaṃ pratipādayet // 107	N1.107c/ RNikaH tam pratiBuve dviguNam pratipAdayet // 107
   N1.108a/ adhikriyata ity ādhiḥ sa vijñeyo dvilakṣaṇaḥ /	N1.108a/ aDikriyate iti ADiH sa vijQeyaH dvi-lakzaNaH /
   N1.108c/ kṛtakālopaneyaś ca yāvaddeyodyatas tathā // 108	N1.108c/ kRta-kAla-upaneyaH ca yAvat-deyA-udyataH taTA // 108
   N1.109a/ sa punar dvividhaḥ prokto gopyo bhogyas tathaiva ca /	N1.109a/ sa punar dviviDaH proktaH gopyaH BogyaH taTA-eva ca /
   N1.109c/ pratidānaṃ tathaivāsya lābhahānir viparyaye // 109	N1.109c/ pratidAnam taTA-eva-asya lABa-hAniH viparyaye // 109
   N1.110a/ pramādād dhaninas tadvad ādhau vikṛtim āgate /	N1.110a/ pramAdAt DaninaH tadvat ADO vikRtim Agate /
   N1.110c/vinaṣṭe mūlanāśaḥ syād daivarājakṛtād ṛte // 110	N1.110c/vinazwe mUla-nASaH syAt dEva-rAja-kRtAt Rte // 110
   N1.111a/ rakṣyamāṇo 'api yatrādhiḥ kāleneyād asāratām /	N1.111a/ rakzyamANaH aapi yatra-ADiH kAlena-IyAt asAra-tAm /
   N1.111c/ ādhir anyo 'adhikartavyo deyaṃ vā dhanine dhanam //	N1.111c/ ADiH anyaH aaDikartavyaH deyam vA Danine Danam //
   N1.112a/ atha śaktivihīnaḥ syād ṛṇī kālaviparyayāt /	N1.112a/ aTa Sakti-vihInaH syAt RNI kAla-viparyayAt /
   N1.112c/ śakyaprekṣam ṛṇaṃ dāpyaḥ kāle kāle yathodayam // 112	N1.112c/ Sakya-prekzam RNam dApyaH kAle kAle yaTA-udayam // 112
   N1.113a/ śakto vā yadi daurātmyān na dadyād dhanine dhanam /	N1.113a/ SaktaH vA yadi dOrAtmyAt na dadyAt Danine Danam /
   N1.113c/ rājñā dāpayitavyaḥ syād gṛhītvāṃśaṃ tu viṃśakam //	N1.113c/ rAjQA dApayitavyaH syAt gRhItvA-aMSam tu viMSakam //
   N1.114a/ naśyed ṛṇaparīmāṇaṃ kāleneha rṇikasya cet /	N1.114a/ naSyet RNa-parImANam kAlena-iha rNikasya ced /
   N1.114c/ jātisaṃjñādhivāsānām āgamo lekhyataḥ smṛtaḥ // 114	N1.114c/ jAti-saMjQA-aDivAsAnAm AgamaH leKyataH smRtaH // 114
   N1.115a/ lekhyaṃ tu dvividhaṃ jñeyaṃ svahastānyakṛtaṃ tathā /	N1.115a/ leKyam tu dviviDam jQeyam sva-hasta-anya-kRtam taTA /
   N1.115c/ asākṣimat sākṣimac ca siddhir deśasthites tayoḥ //	N1.115c/ asAkzimat sAkzimat ca sidDiH deSa-sTiteH tayoH //
   N1.116a/ deśācārāviruddhaṃ yad vyaktādhikṛtalakṣaṇam /	N1.116a/ deSa-AcAra-avirudDam yat vyakta-aDikRta-lakzaNam /
   N1.116c/ tat pramāṇaṃ smṛtaṃ lekhyam aviluptakramākṣaram //	N1.116c/ tat pramANam smRtam leKyam avilupta-krama-akzaram //
   N1.117a/ mattābhiyuktastrībālabalātkārakṛtaṃ ca yat /	N1.117a/ matta-aBiyukta-strI-bAla-balAtkAra-kRtam ca yat /
   N1.117c/ tad apramāṇakaraṇaṃ bhītopadhikṛtaṃ tathā // 117	N1.117c/ tat apramANa-karaNam BIta-upaDi-kRtam taTA // 117
   N1.118a/ mṛtāḥ syuḥ sākṣiṇo yatra dhanikarṇikalekhakāḥ /	N1.118a/ mRtAH syuH sAkziNaH yatra Danika-RNika-leKakAH /
   N1.118c/ tad apy apārthaṃ likhitam ṛte tv ādheḥ sthirāśrayāt //	N1.118c/ tat api apArTam liKitam Rte tu ADeH sTira-ASrayAt //
   N1.119a/ ādhir yo dvividhaḥ prokto jaṅgamaḥ sthāvaras tathā /	N1.119a/ ADiH yaH dviviDaH proktaH jaFgamaH sTAvaraH taTA /
   N1.119c/ siddhir atrobhayasyāsya bhogo yady asti nānyathā // 119	N1.119c/ sidDiH atra-uBayasya-asya BogaH yadi asti na-anyaTA // 119
   N1.120a/ darśitaṃ pratikālaṃ yac chrāvitaṃ śrāvitaṃ ca yat /	N1.120a/ darSitam pratikAlam yat SrAvitam SrAvitam ca yat /
   N1.120c/ lekhyaṃ sidhyati sarvatra mṛteṣv api hi sākṣiṣu // 120	N1.120c/ leKyam siDyati sarvatra mRtezu api hi sAkzizu // 120
   N1.121a/ aśrutārtham adṛṣṭārthaṃ vyavahārārtham eva ca /	N1.121a/ aSruta-arTam adRzwa-arTam vyavahAra-arTam eva ca /
   N1.121c/ na lekhyaṃ siddhim āpnoti jīvatsv api hi sākṣiṣu // 121	N1.121c/ na leKyam sidDim Apnoti jIvatsu api hi sAkzizu // 121
   N1.122a/ lekhye deśāntaranyaste dagdhe durlikhite hṛte /	N1.122a/ leKye deSa-antara-nyaste dagDe durliKite hRte /
   N1.122c/ satas tatkālakaraṇam asato dṛṣṭadarśanam // 122	N1.122c/ sataH tad-kAla-karaNam asataH dRzwa-darSanam // 122
   N1.123a/ yasmin syāt saṃśayo lekhye bhūtābhūtakṛte kvacit /	N1.123a/ yasmin syAt saMSayaH leKye BUta-aBUta-kRte kvacid /
   N1.123c/ tatsvahastakriyācihnaprāptiyuktibhir uddharet // 123	N1.123c/ tad-sva-hasta-kriyA-cihna-prApti-yuktiBiH udDaret // 123
   N1.124a/ lekhyaṃ yac cānyanāmāṅkaṃ hetvantarakṛtaṃ bhavet /	N1.124a/ leKyam yat ca-anya-nAma-aFkam hetu-antara-kRtam Bavet /
   N1.124c/ vipratyaye parīkṣyaṃ tat saṃbandhāgamahetubhiḥ // 124	N1.124c/ vipratyaye parIkzyam tat saMbanDa-Agama-hetuBiH // 124
   N1.124-1a/ lekhyaṃ yac cānyanāmāṅkaṃ hetvantarakṛtaṃ bhavet /	N1.124-1a/ leKyam yat ca-anya-nAma-aFkam hetu-antara-kRtam Bavet /
