   śrīḥ	SrIH
   sauhitya-vacanollāsa-sahāsa-pratibhādi-kṛt // VisSd_3.168 //	sOhitya-vacana-ullAsa--sahAsa--pratiBA-Adi-kRt // VisSd-_3.168 //
   mātsarya-dveṣa-rāgādeś cāpalyaṃ tv anavasthitiḥ /	mAtsarya--dveza--rAga-AdeH cApalyam tu anavasTitiH /
   tatra bharsana-pāruṣya-svacchanācaraṇādayaḥ // VisSd_3.169 //	tatra Barsana--pAruzya--svacCana-AcaraNa-AdayaH // VisSd-_3.169 //
   ratyāyāsamanastāpa-kṣut-pipāsādi-saṃbhavā /	ratyAyAsa-manaH-tApa--kzut--pipAsA-Adi-saMBavAH /
   glānir niṣprāṇatā-kampa-kārśyānutsāhatādi-kṛt // VisSd_3.170 //	glAniH nizprANa-tA--kampa-kArSya-anutsAhata-Adi--kRt // VisSd-_3.170 //
   dhyānaṃ cintā hitānāpteḥ śūnyatāśvāsa-tāpa-kṛt /	DyAnam cintA hita-an-ApteH SUnyatA-ASvAsa--tApa--kRt /
   tarko vicāraḥ sandehād bhrūśiro 'ṅguli-nartakaḥ // VisSd_3.171 //	tarkaH vicAraH sandehAt BrU-SiraH aFguli-nartakaH // VisSd-_3.171 //
   ratyādayo 'py aniyate rase syur vyabhicāriṇaḥ /	rati-AdayaH api aniyate rase syuH vyaBicAriNaH /
   śṛṅgāra-vīrayor hāso vīre krodhas tathā mataḥ // VisSd_3.172 //	SRFgAra--vIrayoH hAsaH vIre kroDaH taTA mataH // VisSd-_3.172 //
   śānte jugupsā kathitā vyabhicāritayā punaḥ /	SAnte jugupsA kaTitA vyaBicAritayA punar /
   ity ādy-anyat samunnateyaṃ tathā bhāvita-buddhibhiḥ // VisSd_3.173 //	iti Ady-anyat samunnatA-iyam taTA BAvita--budDiBiH // VisSd-_3.173 //
   aviruddhā viruddhā vā yaṃ tirodhātum akṣamāḥ /	avirudDAH virudDAH vA yam tiroDAtum akzamAH /
   āsvādāṅkura-kando 'sau bhāvaḥ sthāyīti saṃmataḥ // VisSd_3.174 //	AsvAda-aFkura--kandaH asO BAvaH sTAyI-iti saMmataH // VisSd-_3.174 //
   ratir hāsaś ca śokaś ca krodhotsāhau bhayaṃ tathā /	ratiH hAsaH ca SokaH ca kroDa-utsAhO Bayam taTA /
   jugupsā vismayaś cettham aṣṭau proktāḥ śamo 'pi ca // VisSd_3.175 //	jugupsA vismayaH ca-itTam azwO proktAH SamaH api ca // VisSd-_3.175 //
   ratir mano 'nukūle 'rthe manasaḥ pravaṇāyitam /	ratiH manaH anukUle arTe manasaH pravaNAyitam /
   vāg-ādi-vaikṛtaiś ceto-vikāso hāsa iṣyate // VisSd_3.176 //	vAc--Adi--vEkRtEH cetaH--vikAsaH hAse izyate // VisSd-_3.176 //
   iṣṭa-nāśādibhiś ceto-vaiklavyaṃ śoka-śabda-bhāk /	izwa-nASa-AdiBiH cetaH--vEklavyam Soka--Sabda-BAj /
   pratikūleṣu taikṣṇyasyā-vabodhaḥ krodha iṣyate // VisSd_3.177 //	pratikUlezu tEkzNyasya-a-vaboDaH kroDaH izyate // VisSd-_3.177 //
   kāryārambheṣu saṃrambhaḥ stheyānutsāha ucyate /	kArya-AramBezu saMramBaH sTeyAnutsAhaH ucyate /
   raudra-śaktyā tu janitaṃ citta-vaiklavyaṃ bhayam // VisSd_3.178 //	rOdra--SaktyA tu janitam citta-vEklavyam Bayam // VisSd-_3.178 //
   doṣekṣaṇādibhir garhā jugupsā vismayodbhavā /	doza-IkzaNa-AdiBiH garhA jugupsA vismaya-udBavAH /
   vividheṣu padārtheṣu loka-sīmātivartiṣu // VisSd_3.179 //	viviDezu padArTezu loka-sImA-ativartizu // VisSd-_3.179 //
   visphāraś cetaso yas tu sa vismaya udāhṛtaḥ /	visPAraH cetasaH yaH tu sa vismayaH udAhRtaH /
   śamo nirīhāvasthāyāṃ svātma-viśrāmajaṃ sukham // VisSd_3.180 //	SamaH nirIha-avasTAyAm sva-Atma--viSrAma-jam suKam // VisSd-_3.180 //
   nānābhinaya-saṃbandhān bhāvayanti rasān yataḥ /	nAnA-aBinaya--saMbanDAn BAvayanti rasAn yatas /
   tasmād bhāvā amī proktāḥ sthāyi-sañcāri-sāttvikāḥ // VisSd_3.181 //	tasmAt BAvAH amI proktAH sTAyi--saQcAri--sAttvikAH // VisSd-_3.181 //
   śṛṅgāra-hāsya-karuṇa-raudra-vīra-bhayānakāḥ /	SRFgAra-hAsya--karuNa--rOdra-vIra--BayAnakAH /
   bībhatso 'dbhuta ity aṣṭau rasāḥ śāntas tathā mataḥ // VisSd_3.182 //	bIBatsaH adButaH iti azwO rasAH SAntaH taTA mataH // VisSd-_3.182 //
   śṛṅgaṃ hi manmathodbhedas tad āgamana-hetukaḥ /	SRFgam hi manmaTa-udBedaH tat Agamana--hetukaH /
   uttama-prakṛti-prāyo rasaḥ śṛṅgāra iṣyate // VisSd_3.183 //	uttama--prakRti-prAyaH rasaH SRFgAraH izyate // VisSd-_3.183 //
   paroḍhāṃ varjayitvātra veśyāṃ cānanurāgiṇīm /	paroXAm varjayitvA-atra veSyAm ca-ananurAgiNIm /
   ālambanaṃ nāyikāḥ syur dakṣiṇādyāś ca nāyakam // VisSd_3.184 //	Alambanam nAyikAH syuH dakziNa-AdyAH ca nAyakam // VisSd-_3.184 //
   candra-candana-rolamba-rutādy-uddīpanaṃ matam /	candra--candana--rolamba-ruta-Adi--uddIpanam matam /
   bhrū-vikṣepa-kaṭākṣādir anubhāvaḥ prakīrtitaḥ // VisSd_3.185 //	BrU--vikzepa--kawAkza-AdiH anuBAvaH prakIrtitaH // VisSd-_3.185 //
   tyaktvaugrya-maraṇālasya-jugupsā-vyabhicāriṇaḥ /	tyaktu-A-ogrya-maraNa-Alasya-jugupsA--vyaBicAriNaH /
   sthāyi-bhāvo ratiḥ śyāma-varṇo 'yaṃ viṣṇu-daivataḥ /	sTAyi-BAvaH ratiH SyAma-varNaH ayam vizNu--dEvataH /
   vipralambho 'tha saṃbhoga ity eṣa dvividho mataḥ // VisSd_3.186 //	vipralamBaH aTa saMBogaH iti eza dviviDaH mataH // VisSd-_3.186 //
   yatra tu ratiḥ prakṛṣṭā nābhīṣṭam upaitai vipralambho 'sau /	yatra tu ratiH prakRzwA na-aBIzwam upEtEH vipralamBaH asO /
   sa ca pūrva-rāga-māna-pravāsa-karuṇātmakaś caturdhā syāt // VisSd_3.187 //	sa ca pUrva-rAga-mAna--pravAsa--karuNa-AtmakaH caturDA syAt // VisSd-_3.187 //
   śravaṇād darśanād vāpi mithaḥ saṃrūḍha-rāgayoḥ /	SravaNAt darSanAt vA-api miTas saMrUXa-rAgayoH /
   daśā-viśeṣo yo 'prāptau pūrvarāgaḥ sa ucyate // VisSd_3.188 //	daSA--viSezaH yaH aprAptO pUrva-rAgaH saH ucyate // VisSd-_3.188 //
   śravaṇaṃ tu bhavet tatra dūta-vandī-sakhī-mukhāt /	SravaNam tu Bavet tatra dUta--vandI--saKI--muKAt /
   indrajāle ca citre ca sākṣāt svapne ca darśanam // VisSd_3.189 //	indrajAle ca citre ca sAkzAt svapne ca darSanam // VisSd-_3.189 //
   abhilāṣaś cintā-smṛti-guṇa-kathanodvega-saṃpralāpāś ca /	aBilAzaH cintA--smRti--guNa--kaTana-udvega--saMpralApAH ca /
   unmādo 'tha vyādhir jaḍatā mṛtir iti daśātra kāma-daśāḥ // VisSd_3.190 //	unmAdaH aTa vyADiH jaxa-tA mRtiH iti daSa-atra kAma-daSAH // VisSd-_3.190 //
   abhilāṣaḥ spṛhā cintā prāpty-upāyādi-cintanam /	aBilAzaH spRhA cintA prApti--upAya-Adi--cintanam /
   unmādaś cāparicchedaś cetanācetaneṣv api // VisSd_3.191 //	unmAdaH ca-aparicCedaH cetana-acetanezu api // VisSd-_3.191 //
   alakṣya-vāk-pralāpaḥ syāc cetaso bhramaṇād bhṛśam /	alakzya-vAk--pralApaH syAt cetasaH BramaNAt BRSam /
   vyādhis tu dīrgha-niḥśvāsa-pāṇḍutā-kṛśatādayaḥ // VisSd_3.192 //	vyADiH tu dIrGa--niHSvAsa--pANxu-tA-kRSata-AdayaH // VisSd-_3.192 //
   jaḍatā hīna-ceṣṭatvam aṅgānāṃ manasas tathā /	jaxa-tA hIna-cezwa-tvam aFgAnAm manasaH taTA /
   rasa-viccheda-hetutvān maraṇaṃ naiva varṇyate // VisSd_3.193 //	rasa-vicCeda--hetu-tvAt maraNam na-eva varNyate // VisSd-_3.193 //
   jāta-prāyaṃ tu tad vācyaṃ cetasākāṅkṣitaṃ tathā /	jAta--prAyam tu tat vAcyam cetasA-AkAFkzitam taTA /
   varṇyate 'pi yadi pratyuj-jīvanaṃ syād adūrataḥ // VisSd_3.194 //	varNyate api yadi pratyuj-jIvanam syAt adUrataH // VisSd-_3.194 //
   ādau vācyaḥ striyā rāgaḥ puṃsaḥ paścāt tad-iṅgitaiḥ /	AdO vAcyaH striyAH rAgaH puMsaH paScAt tad--iFgitEH /
   nīlī kusumbhaṃ mañjiṣṭhā pūrvarāgo 'pi ca tridhā // VisSd_3.195 //	nIlI kusumBam maQjizWA pUrva-rAgaH api ca triDA // VisSd-_3.195 //
   na cātiśobhate yan nāpaiti prema manogatam /	na ca-ati-SoBate yat na-apEti prema manogatam /
   tan nīlī-rāgam ākhyātaṃ yathā śrī-rāma-sītayoḥ // VisSd_3.196 //	tat nIlI-rAgam AKyAtam yaTA SrI-rAma-sItayoH // VisSd-_3.196 //
   kusumbha-rāgaṃ tat prāhur yad apaiti ca śobhate /	kusumBa-rAgam tat prAhuH yat apEti ca SoBate /
   mañjiṣṭhā-rāgam āhus tad yan nāpaity atiśobhate // VisSd_3.197 //	maQjizWA-rAgam AhuH tat yat na-apEti ati-SoBate // VisSd-_3.197 //
   mānaḥ kopaḥ sa tu dvedhā praṇayerṣyā-samudbhavaḥ /	mAnaH kopaH sa tu dveDA praNaya-IrzyA--samudBavaH /
   dvayoḥ praṇayamānaḥ syāt pramode sumahaty api // VisSd_3.198 //	dvayoH praNayamAnaH syAt pramode su-mahati api // VisSd-_3.198 //
   premṇaḥ kuṭila-gāmitvāt kopo yaḥ kāraṇaṃ vinā /	premNaH kuwila--gAmi-tvAt kopaH yaH kAraNam vinA /
   patyur anya-priyā-saṅge dṛṣṭe 'thānumite śrute // VisSd_3.199 //	patyuH anya-priyA--saFge dRzwe aTa-anumite Srute // VisSd-_3.199 //
   īrṣyāmāno bhavet strīṇāṃ tatratv anumitis tridhā /	IrzyAmAnaH Bavet strINAm tatra-tu anumitiH triDA /
   utsvapnāyita-bhogāṅka-gotra-skhalana-saṃbhavā // VisSd_3.200 //	utsvapnAyita--Boga-aFka--gotra--sKalana--saMBavAH // VisSd-_3.200 //
   sāma bhedo 'tha dānaṃ ca naty-upekṣe rasāntaram /	sAma BedaH aTa dAnam ca nati--upekze rasa-antaram /
   tad-bhaṅgāya patiḥ kuryāt ṣaḍ-upāyān iti kramāt // VisSd_3.201 //	tad--BaFgAya patiH kuryAt zaz--upAyAn iti kramAt // VisSd-_3.201 //
   tatra priya-vacaḥ sāma bhedas tat-sakhy-upārjanam /	tatra priya-vacaH sAma BedaH tat--saKy-u-pArjanam /
   dānaṃ vyājena bhūṣādeḥ pādayoḥ patanaṃ natiḥ // VisSd_3.202 //	dAnam vyAjena BUzA-AdeH pAdayoH patanam natiH // VisSd-_3.202 //
   sāmādau tu parikṣīṇe syād upekṣāvadhīraṇam /	sAma-AdO tu parikzINe syAt upekzA-avaDIraNam /
   rabhasa-trāsa-harṣādeḥ kopa-bhraṃśo rasāntaram // VisSd_3.203 //	raBasa-trAsa--harza-AdeH kopa--BraMSaH rasa-antaram // VisSd-_3.203 //
   pravāso bhinna-deśitvaṃ kāryāc chāpāc ca saṃbhramāt /	pravAsaH Binna-deSi-tvam kAryAt SApAt ca saMBramAt /
   tatrāṅga-cela-mālinyam eka-veṇī-dharaṃ śiraḥ // VisSd_3.204 //	tatra-aFga-cela-m-Alinyam eka-veNI--Daram SiraH // VisSd-_3.204 //
   niḥśvāsocchvāsa-rudita-bhūmi-pātādi jāyate /	niHSvAsa-ucCvAsa--rudita--BUmi--pAta-Adi jAyate /
   aṅgeṣv asauṣṭhavaṃ tāpaḥ pāṇḍutā kṛśatāruciḥ // VisSd_3.205 //	aFgezu asOzWavam tApaH pANxu-tA kRSa-tA-aruciH // VisSd-_3.205 //
   adhṛtiḥ syād anālambas tan-mayonmāda-mūrcchanāḥ /	aDRtiH syAt anAlambaH tan--maya-unmAda--mUrcCanAH /
   mṛtiś ceti kramāj jñeyā daśa smara-daśā iha // VisSd_3.206 //	mRtiH ca-iti kramAt jQeyAH daSa smara--daSAH iha // VisSd-_3.206 //
   asauṣṭhavaṃ malāpattis tāpas tu viraha-jvaraḥ /	asOzWavam mala-ApattiH tApaH tu viraha--jvaraH /
   arucir vastu-vairāgyaṃ sarvatrārāgitā dhṛtiḥ // VisSd_3.207 //	aruciH vastu-vErAgyam sarvatra-ArAgitA DRtiH // VisSd-_3.207 //
   anālambanatā cāpi śūnyatā manasaḥ smṛtā /	anAlambanatA ca-api SUnyatA manasaH smRtA /
   tan-mayaṃ tat-prakāśo hi bāhyābhyantaratas tathā /	tan--mayam tat--prakASaH hi bAhya-aByantarataH taTA /
   bhāvī bhavan bhūta iti tridhā syāt tatra kāryajaḥ // VisSd_3.208 //	BAvI Bavan BUtaH iti triDA syAt tatra kArya-jaH // VisSd-_3.208 //
   yūnor ekatarasmin gatavati lokāntaraṃ punar alabhye /	yUnoH ekatarasmin gatavati loka-antaram punar alaBye /
   vimanāyate yadaikas tato bhavet karuṇa-vipralambhākhyaḥ // VisSd_3.209 //	vimanAyate yadA-ekaH tatas Bavet karuNa--vipralamBa-AKyaH // VisSd-_3.209 //
   darśana-sparśanādīni niṣevete vilāsinau /	darSana-sparSana-AdIni nizevete vilAsinO /
   yatrānuraktāv anyonyaṃ saṃbhogo 'yam udāhṛtaḥ // VisSd_3.210 //	yatra-anuraktO anyonyam saMBogaH ayam udAhRtaH // VisSd-_3.210 //
   saṅkhyātum aśakyatayā cumbana-parirambhaṇādi-bahu-bhedāt /	saFKyAtum aSakya-tayA cumbana--pariramBaNa-Adi-bahu--BedAt /
   ayam eka eva dhīraiḥ kathitaḥ saṃbhoga-śṛṅgāraḥ // VisSd_3.211 //	ayam ekaH eva DIrEH kaTitaH saMBoga--SRFgAraH // VisSd-_3.211 //
   tatra syād ṛtu-ṣaṭkaṃ candrādityau tathodayāsta-mayaḥ /	tatra syAt Rtu--zawkam candra-AdityO taTA-udayAH-ta-mayaH /
   jala-keli-vana-vihāra-prabhāta-madhu-pāna-yāminī-prabhṛtiḥ // VisSd_3.212	jala-keli--vana--vihAra--praBAta--maDu--pAna--yAminI--praBRtiH // VisSd-_3.212
   anulepana-bhūṣāḍyā vācyaṃ śuci medhyam anyac ca /	anulepana--BUzAxyA vAcyam Suci meDyam anyat ca /
   kathitaś caturvidho 'sāv ānantaryāt tu pūrva-rāgādeḥ // VisSd_3.213 //	kaTitaH caturviDaH asO AnantaryAt tu pUrva-rAga-AdeH // VisSd-_3.213 //
   vikṛtākāra-vāg-veṣā-ceṣṭādeḥ kuhukād bhavet /	vikRta-AkAra-vAc--vezA--cezwA-AdeH kuhukAt Bavet /
   hāsyo hāsa-sthāyi-bhāvaḥ śvetaḥ pramatha-daivataḥ // VisSd_3.214 //	hAsyaH hAsa--sTAyi-BAvaH SvetaH pramaTa--dEvataH // VisSd-_3.214 //
   vikṛtākāra-vāk-ceṣṭaṃ yam ālokya hasej janaḥ /	vikRta-AkAra-vAk-cezwam yam Alokya haset janaH /
   tam atrālambanaṃ prāhus tac-ceṣṭoddīpanaṃ matam // VisSd_3.215 //	tam atra-Alambanam prAhuH tat--cezwA-uddIpanam matam // VisSd-_3.215 //
   anubhāvo 'kṣi-saṅkoca-vadana-smeratādayaḥ /	anuBAvaH akzi--saFkoca--vadana--smera-tA-AdayaH /
   nidrālasyāvahitthādyā atra syur vyabhicāriṇaḥ // VisSd_3.216 //	nidrA-Alasya-avahitTa-AdyAH atra syuH vyaBicAriNaH // VisSd-_3.216 //
   jyeṣṭhānāṃ smita-hasite madhyānāṃ vihasitāvahasite ca /	jyezWAnAm smita--hasite maDyAnAm vihasita-avahasite ca /
   nīcānām apahasitaṃ tathātihasitaṃ tad eṣa ṣaḍ-bhedaḥ // VisSd_3.217 //	nIcAnAm apahasitam taTA-atihasitam tat eza zaz--BedaH // VisSd-_3.217 //
   īṣad-vikāsi-nayanaṃ smitaṃ syād spanditādharam /	Izat--vikAsi-nayanam smitam syAt spandita-aDaram /
   kiñcil lakṣa-dvijaṃ tatra hasitaṃ kathitaṃ budhaiḥ // VisSd_3.218 //	kiQcid lakza--dvijam tatra hasitam kaTitam buDEH // VisSd-_3.218 //
   madhura-svaraṃ vihasitaṃ sāṃsa-śiraḥ-kampam avahasitam /	maDura--svaram vihasitam sAMsa-SiraH--kampam avahasitam /
   apahasitaṃ sāsrākṣaṃ vikṣiptāṅgaṃ ca bhavaty atihasitam // VisSd_3.219 //	apahasitam sa-asrAkzam vikzipta-aFgam ca Bavati ati-hasitam // VisSd-_3.219 //
   yasya hāsaḥ sa cet kvāpi sākṣān naiva nibadhyate /	yasya hAsaH sa ced kvApi sAkzAt na-eva nibaDyate /
   tathāpy eṣa vibhāvādi-sāmarthyād upalabhyate // VisSd_3.220 //	taTA-api eza viBAva-Adi-sAmarTyAt upalaByate // VisSd-_3.220 //
   abhedena vibhāvādi-sādhāraṇyāt pratīyate /	aBedena viBAva-Adi--sADAraNyAt pratIyate /
   sāmājikais tato hāsya-raso 'yam anubhūyate // VisSd_3.221 //	sAmAjikEH tatas hAsya--rasaH ayam anuBUyate // VisSd-_3.221 //
   iṣṭa-nāśād aniṣṭāpteḥ karuṇākhyo raso bhavet /	izwa-nASAt anizwa-ApteH karuNA-AKyaH rasaH Bavet /
   dhīraiḥ kapota-varṇo 'yaṃ kathito yama-daivataḥ // VisSd_3.222 //	DIrEH kapota--varNaH ayam kaTitaH yama-dEvataH // VisSd-_3.222 //
   śoko 'tra sthāyi-bhāvaḥ syāc chocyam ālambanaṃ matam /	SokaH atra sTAyi-BAvaH syAt Socyam Alambanam matam /
   tasya dāhādikāvasthā bhaved uddīpanaṃ punaḥ // VisSd_3.223 //	tasya dAha-Adika-avasTA Bavet uddIpanam punar // VisSd-_3.223 //
   anubhāvā daiva-nindā-bhūpāta-kranditādayaḥ /	anuBAvAH dEva--nindA--BU-pAta--krandita-AdayaH /
   vaivarṇyocchvāsa-niḥśvāsa-stambha-pralapanāni ca // VisSd_3.224 //	vEvarNya-ucCvAsa--niHSvAsa--stamBa--pralapanAni ca // VisSd-_3.224 //
   nirveda-mohāpasmāra-vyādhi-glāni-smṛti-śramāḥ /	nirveda--moha-apasmAra--vyADi-glAni--smRti-SramAH /
   viṣāda-jaḍatonmāda-cintādyā vyabhicāriṇaḥ // VisSd_3.225 //	vizAda-jaxa-ta-unmAda--cintA-AdyAH vyaBicAriNaH // VisSd-_3.225 //
   śoka-sthāyitayā bhinno vipralambhād ayaṃ rasaḥ /	Soka-sTAyitayA BinnaH vipralamBAt ayam rasaH /
   vipralambhe ratiḥ sthāyī punaḥ-saṃbhoga-hetukaḥ // VisSd_3.226 //	vipralamBe ratiH sTAyI punar--saMBoga--hetukaH // VisSd-_3.226 //
   raudraḥ krodha-sthāyi-bhāvo rakto rudrādhidaivataḥ /	rOdraH kroDa-sTAyi-BAvaH raktaH rudra-aDidEvataH /
   ālambanam aris tasya tac ceṣṭoddīpanaṃ matam // VisSd_3.227 //	Alambanam ariH tasya tat cezwA-uddIpanam matam // VisSd-_3.227 //
   muṣṭi-prahāra-pātana-vikṛta-cchedāvadāraṇaiś caiva /	muzwi--prahAra--pAtana--vikRta--=-Ceda-avadAraNEH ca-eva /
   saṅgrāma-saṃbhramādyair asyoddīptir bhavet prauḍhā // VisSd_3.228 //	saFgrAma--saMBrama-AdyEH asya-uddIptiH Bavet prOXAH // VisSd-_3.228 //
   bhrū-vibhaṅgauṣṭha-nirveśa-bāhu-sphoṭana-tarjanāḥ /	BrU--viBaFga-ozWa--nirveSa--bAhu--sPowana--tarjanAH /
   ātmāvadāna-kathanam āyudhotkṣepaṇāni ca // VisSd_3.229 //	Atma-avadAna--kaTanam AyuDa-utkzepaNAni ca // VisSd-_3.229 //
   anubhāvās tathākṣepa-krūra-sandarśanādayaḥ /	anuBAvAH taTA-Akzepa--krUra--sandarSana-AdayaH /
   ugratā-vega-romāñca-sveda-vepathavo madaḥ // VisSd_3.230 //	ugra-tA--vega--romAQca-sveda-vepaTavaH madaH // VisSd-_3.230 //
   mohāmarṣādayas tatra bhāvāḥ syur vyabhicāriṇaḥ /	moha-amarza-AdayaH tatra BAvAH syuH vyaBicAriNaH /
   raktāsya-netratā cātra bhedinī yuddha-vīrataḥ // VisSd_3.231 //	rakta-Asya-netra-tA ca-atra BedinI yudDa--vIrataH // VisSd-_3.231 //
   uttama-prakṛtir vīra utsāha-sthāyi-bhāvakaḥ /	uttama--prakRtiH vIraH utsAha-sTAyi--BAvakaH /
   mahendra-daivato hema-varṇo 'yaṃ samudāhṛtaḥ // VisSd_3.232 //	mahA-indra-dEvataH hema-varNaH ayam samudAhRtaH // VisSd-_3.232 //
   ālambana-vibhāvās tu vijetavyādayo matāḥ /	Alambana--viBAvAH tu vijetavI-a-AdayaH matAH /
   vijetavyādi-ceṣṭādyās tasyoddīpana-rūpiṇaḥ /	vijetavI-a-Adi--cezwA-AdyAH tasya-uddIpana--rUpiNaH /
   anubhāvās tu tatra syuḥ sahāyānveṣaṇādayaḥ // VisSd_3.233 //	anuBAvAH tu tatra syuH sahAya-anvezaNa-AdayaH // VisSd-_3.233 //
   sañcāriṇas tu dhṛti-mati-garva-smṛti-tarka-romāñcāḥ /	saQcAriNaH tu DRti-mati--garva--smRti-tarka-romAQcAH /
   sa ca dāna-dharma-yuddhair dayayā ca samanvitaś caturdhā syāt //	sa ca dAna--Darma--yudDEH dayayA ca samanvitaH caturDA syAt //
   VisSd_3.234 //	VisSd-_3.234 //
   bhayānakau bhaya-sthāyi-bhāvo bhūtādhidaivataḥ /	BayAnakO Baya-sTAyi-BAvaH BUta-aDidEvataH /
   strī-nīca-prakṛtiḥ kṛṣṇo matas tattva-viśāradaiḥ // VisSd_3.235 //	strI--nIca--prakRtiH kRzNaH mataH tattva--viSAradEH // VisSd-_3.235 //
   yasmād utpadyate bhītis tad atrālambanaṃ matam /	yasmAt utpadyate BItiH tat atra-Alambanam matam /
   ceṣṭā ghoratarās tasya bhaved uddīpanaṃ punaḥ // VisSd_3.236 //	cezwAH GoratarAH tasya Bavet uddIpanam punar // VisSd-_3.236 //
   anubhāvo 'tra vaivarṇya-gadgada-svara-bhāṣaṇam /	anuBAvaH atra vEvarNya--gadgada--svara--BAzaNam /
   pralaya-sveda-romāñca-kampa-dik-prekṣaṇādayaḥ // VisSd_3.237 //	pralaya-sveda--romAQca--kampa--dik--prekzaNa-AdayaH // VisSd-_3.237 //
   jugupsāvega-saṃmoha-santrāsa-mlāni-dīnatāḥ /	jugupsA-vega--saMmoha--santrAsa--mlA-ni-dIna-tAH /
   śaṅkāpasmāra-saṃbhrānti-mṛtyvādyā vyabhicāriṇaḥ // VisSd_3.238 //	SaFkA-apasmAra--saMBrAnti-mRtyu-AdyAH vyaBicAriNaH // VisSd-_3.238 //
   jugupsā-sthāyi-bhāvas tu bībhatsaḥ kathyate rasaḥ /	jugupsA-sTAyi-BAvaH tu bIBatsaH kaTyate rasaH /
   nīla-varṇo mahā-kāla-daivato 'yam udāhṛtaḥ // VisSd_3.239 //	nIla-varNaH mahA-kAla-dEvataH ayam udAhRtaH // VisSd-_3.239 //
   durgandha-māṃsa-rudhira-medāṃsyālambanaṃ matam /	durganDa--mAMsa-ruDira--medAMsi-Alambanam matam /
   tatraiva kṛmi-pātādyam uddīpanam udāhṛtam // VisSd_3.240 //	tatra-eva kRmi-pAta-Adyam uddIpanam udAhRtam // VisSd-_3.240 //
   niṣṭhīvanāsya-valana-netra-saṅkocanādayaḥ /	nizWIva-nAsi-a--valana--netra--saFkocana-AdayaH /
   anubhāvās tatra matās tathā syur vyabhicāriṇaḥ // VisSd_3.241 //	anuBAvAH tatra matAH taTA syuH vyaBicAriNaH // VisSd-_3.241 //
   moho 'pasmāra āvego vyādhiś ca maraṇādayaḥ /	mohaH apasmAraH AvegaH vyADiH ca maraNa-AdayaH /
   adbhuto vismaya-sthāyi-bhāvo gandharva-daivataḥ // VisSd_3.242 //	adButaH vismaya--sTAyi-BAvaH ganDarva--dEvataH // VisSd-_3.242 //
   pīta-varṇo vastu lokā-tigam ālambanaṃ matam /	pIta-varNaH vastu lokA-tigam Alambanam matam /
   guṇānāṃ tasya mahimā bhaved uddīpanaṃ punaḥ // VisSd_3.243 //	guNAnAm tasya mahimA Bavet uddIpanam punar // VisSd-_3.243 //
   stambhaḥ svedo 'tha romāñca-gadgada-svara-saṃbhramāḥ /	stamBaH svedaH aTa romAQca--gadgada--svara--saMBramAH /
   tathā netra-vikāsādyā anubhāvāḥ prakīrtitāḥ // VisSd_3.244 //	taTA netra-vikAsa-AdyAH anuBAvAH prakIrtitAH // VisSd-_3.244 //
   vitarkāvega-saṃbhrānti-harṣādyā vyabhicāriṇaḥ /	vitarka-Avega--saMBrAnti-harza-AdyAH vyaBicAriNaH /
   śāntaḥ śama-sthāyi-bhāva uttama-prakṛtir mataḥ // VisSd_3.245 //	SAntaH Sama-sTAyi-BAvaH uttama--prakRtiH mataH // VisSd-_3.245 //
   kundendu-sundara-cchāyaḥ śrī-nārāyaṇa-daivataḥ /	kunda-indu-sundara--cCAyaH SrI-nArAyaNa--dEvataH /
   anityatvādināśeṣa-vastu-niḥsāratā tu yā // VisSd_3.246 //	anitya-tva-Adi-nA-aSeza-vastu--niHsAra-tA tu yA // VisSd-_3.246 //
   paramātma-svarūpaṃ vā tasyālambanam iṣyate /	paramAtma--svarUpam vA tasya-Alambanam izyate /
   puṇyāśramaharikṣetra-tīrtha-ramya-vanādayaḥ // VisSd_3.247 //	puNya-ASrama-hari-kzetra-tIrTa--ramya-vana-AdayaH // VisSd-_3.247 //
   mahā-puruṣa-saṅgādyās tasyoddīpana-rūpiṇaḥ /	mahA--puruza--saFga-AdyAH tasya-uddIpana--rUpiNaH /
   romāñcādyāś cānubhāvās tathā syur vyabhicāriṇaḥ // VisSd_3.248 //	romAQca-AdyAH ca-anuBAvAH taTA syuH vyaBicAriNaH // VisSd-_3.248 //
   nirveda-harṣa-smaraṇam atibhūta-dayādayaḥ /	nirveda--harza-smaraNam ati-BUta--dayA-AdayaH /
   nirahaṅkāra-rūpatvād dayā-vīrādir eṣa no // VisSd_3.249 //	nirahaFkAra---rUpa-tvAt dayA-vIra-AdiH eza naH // VisSd-_3.249 //
   yukta-viyukta-daśāyām avasthito yaḥ śamaḥ sa eva yataḥ /	yukta--viyukta-daSAyAm avasTitaH yaH SamaH saH eva yatas /
   rasatām eti tad asmin sañcāryādeḥ sthitiś ca na viśuddhā // VisSd_3.250 //	rasa-tAm eti tat asmin saQcArya-AdeH sTitiH ca na viSudDAH // VisSd-_3.250 //
   sphuṭaṃ camatkāritayā vatsalaṃ ca rasaṃ viduḥ /	sPuwam camatkAri-tayA vatsalam ca rasam viduH /
   sthāyī vatsalatā snehaḥ putrādy-ālambanaṃ matam // VisSd_3.251 //	sTAyI vatsala-tA snehaH putra-Adi--a-Alambanam matam // VisSd-_3.251 //
   uddīpanāni tac ceṣṭā vidyā-śaurya-dayādayaḥ /	uddIpanAni tat cezwA vidyA--SOrya--dayA-AdayaH /
