   PADA MARKERS	PADAH MARKERS
   caturasraṃ ca parito % vṛttaṃ madhye suśobhanam // MatsP_58.22 //	catur asram ca paritas % vRttam maDye su SoBanam // Mat sP_58.22 //
   vedyāścopari tatkṛtvā $ grahāṃllokapatīṃstataḥ &	vedyAH ca upari tat kRtvA $ grahAn= loka patIn= tatas &
   vinyasenmantrataḥ sarvān % pratidikṣu vicakṣaṇaḥ // MatsP_58.23 //	vinyaset mantrataH sarvAn % pratidikzu vicakzaNaH // Mat sP_58.23 //
   kūrmādi sthāpayenmadhye $ vāruṇaṃ mantramāśritaḥ &	kUrma Adi sTApayet maDye $ vAruNam mantram ASritaH &
   brahmāṇaṃ ca śivaṃ viṣṇuṃ % tatraiva sthāpayedbudhaḥ // MatsP_58.24 //	brahmANam ca Sivam vizNum % tatra eva sTApayet buDaH // Mat sP_58.24 //
   vināyakaṃ ca vinyasya $ kamalāmambikāṃ tathā &	vinAyakam ca vinyasya $ kamalAm ambikAm taTA &
   śāntyarthaṃ sarvalokānāṃ % bhūtagrāmaṃ nyasettataḥ // MatsP_58.25 //	SAnti arTam sarva lokAnAm % BUta grAmam nyaset tatas // Mat sP_58.25 //
   puṣpabhakṣyaphalairyuktam $ evaṃ kṛtvādhivāsanam &	puzpa Bakzya PalEH yuktam $ evam kRtvA aDivAsanam &
   kumbhān sajalagarbhāṃstān % vāsobhiḥ pariveṣṭayet // MatsP_58.26 //	kumBAn sa jala garBAn= tAn % vAsoBiH parivezwayet // Mat sP_58.26 //
   puṣpagandhairalaṃkṛtya $ dvārapālānsamantataḥ &	puzpa ganDEH alaMkRtya $ dvArapAlAn samantataH &
   paṭhadhvamiti tānbrūyād % ācāryastvabhipūjayet // MatsP_58.27 //	paWaDvam iti tAn brUyAt % AcAryaH tu aBipUjayet // Mat sP_58.27 //
   bahvṛcau pūrvataḥ sthāpyau $ dakṣiṇena yajurvidau &	bahvRcO pUrvatas sTApyO $ dakziNena yajurvidO &
   sāmagau paścime tadvad % uttareṇa tvatharvaṇau // MatsP_58.28 //	sAmagO paScime tadvat % uttareNa tu aTarvaNO // Mat sP_58.28 //
   udaṅmukho dakṣiṇato $ yajamāna upāviśet &	udak muKaH dakziNatas $ yajamAnaH upAviSet &
   yajadhvamiti tānbrūyād % dhautrikānpunareva tu // MatsP_58.29 //	yajaDvam iti tAn brUyAt % DOtrikAn punar eva tu // Mat sP_58.29 //
   utkṛṣṭānmantrajāpena $ tiṣṭhadhvamiti jāpakān &	utkRzwAn mantra jApena $ tizWaDvam iti jApakAn &
   evamādiśya tānsarvān % paryukṣyāgniṃ sa mantravit // MatsP_58.30 //	evam AdiSya tAn sarvAn % paryukzya agnim sa mantra vid // Mat sP_58.30 //
   juhuyādvāruṇairmantrair $ ājyaṃ ca samidhastathā &	juhuyAt vAruNEH mantrEH $ Ajyam ca samiDaH taTA &
   ṛtvigbhiścātha hotavyaṃ % vāruṇaireva sarvataḥ // MatsP_58.31 //	RtvigBiH ca aTa hotavyam % vAruNEH eva sarvatas // Mat sP_58.31 //
   grahebhyo vidhivaddhutvā $ tathendrāyeśvarāya ca &	graheByaH viDivat hutvA $ taTA indrAya ISvarAya ca &
   marudbhyo lokapālebhyo % vidhivadviśvakarmaṇe // MatsP_58.32 //	marudByaH lokapAleByaH % viDivat viSvakarmaNe // Mat sP_58.32 //
   rātrisūktaṃ ca raudraṃ ca $ pāvamānaṃ sumaṅgalam &	rAtrisUktam ca rOdram ca $ pAvamAnam su maFgalam &
   japeyuḥ pauruṣaṃ sūktaṃ % pūrvato bahvṛcaḥ pṛthak // MatsP_58.33 //	japeyuH pOruzam sUktam % pUrvatas bahvRcaH pRTak // Mat sP_58.33 //
   śākraṃ raudraṃ ca saumyaṃ ca $ kūṣmāṇḍaṃ jātavedasam &	SAkram rOdram ca sOmyam ca $ kUzmANxam jAtavedasam &
   saurasūktaṃ japenmantraṃ % dakṣiṇena yajurvidaḥ // MatsP_58.34 //	sOrasUktam japet mantram % dakziNena yajurvidaH // Mat sP_58.34 //
   vairājyaṃ pauruṣaṃ sūktaṃ $ sauvarṇaṃ rudrasaṃhitām &	vErAjyam pOruzam sUktam $ sOvarNam rudra saMhitAm &
   śaiśavaṃ pañcanidhanaṃ % gāyatraṃ jyeṣṭhasāma ca // MatsP_58.35 //	SESavam paQcaniDanam % gAyatram jyezWasAma ca // Mat sP_58.35 //
   vāmadevyaṃ bṛhatsāma $ rauravaṃ sarathaṃtaram &	vAmadevyam bRhatsAma $ rOravam sa raTaMtaram &
   gavāṃ vrataṃ ca kāṇvaṃ ca % rakṣoghnaṃ vayasastathā \	gavAm vratam ca kANvam ca % rakzaH Gnam vayasaH taTA \
   gāyeyuḥ sāmagā rājan # paścimaṃ dvāramāśritāḥ // MatsP_58.36 //	gAyeyuH sAmagAH rAjan # paScimam dvAram ASritAH // Mat sP_58.36 //
   atharvaṇaścottarataḥ $ śāntikaṃ pauṣṭikaṃ tathā &	aTarvaNaH ca uttaratas $ SAntikam pOzwikam taTA &
   japeyurmanasā devam % āśritya varuṇaṃ prabhum // MatsP_58.37 //	japeyuH manasA devam % ASritya varuNam praBum // Mat sP_58.37 //
   pūrvedyuramito rātrāv $ evaṃ kṛtvādhivāsanam &	pUrvedyus amitaH rAtrO $ evam kRtvA aDivAsanam &
   gajāśvarathyāvalmīkāt % saṃgamāddhradagokulāt \	gaja aSva raTyA valmIkAt % saMgamAt hrada gokulAt \
   mṛdamādāya kumbheṣu # prakṣipeccatvarāttathā // MatsP_58.38 //	mRdam AdAya kumBezu # prakzipet catvarAt taTA // Mat sP_58.38 //
   rocanāṃ ca sasiddhārthāṃ $ gandhaṃ guggulameva ca &	rocanAm ca sa sidDArTAm $ ganDam guggulam eva ca &
   snapanaṃ tasya kartavyaṃ % pañcagavyasamanvitam // MatsP_58.39 //	snapanam tasya kartavyam % paQcagavya samanvitam // Mat sP_58.39 //
   pratyekaṃ tu mahāmantrair $ eva kṛtvā vidhānataḥ &	pratyekam tu mahA mantrEH $ eva kRtvA viDAnataH &
   evaṃ kṣapātivāhyātha % vidhiyuktena karmaṇā // MatsP_58.40 //	evam kzapA ativAhya aTa % viDi yuktena karmaNA // Mat sP_58.40 //
   tataḥ prabhāte vimale $ saṃjāte 'tha śataṃ gavām &	tatas praBAte vimale $ saMjAte aTa Satam gavAm &
   brāhmaṇebhyaḥ pradātavyam % aṣṭaṣaṣṭiśca vā punaḥ \	brAhmaNeByaH pradAtavyam % azwazazwiH ca vA punar \
   pañcāśadvātha ṣaṭtriṃśat # pañcaviṃśatirapyatha // MatsP_58.41 //	paQcASat vA aTa zawtriMSat # paQcaviMSatiH api aTa // Mat sP_58.41 //
   tataḥ sāṃvatsaraprokte $ śubhe lagne suśobhane &	tatas sAMvatsara prokte $ SuBe lagne su SoBane &
   vedaśabdaiśca gāndharvair % vādyaiśca vividhaiḥ punaḥ // MatsP_58.42 //	veda SabdEH ca gAnDarvEH % vAdyEH ca viviDEH punar // Mat sP_58.42 //
   kanakālaṃkṛtāṃ kṛtvā $ jale gāmavatārayet &	kanaka alaMkRtAm kRtvA $ jale gAm avatArayet &
   sāmagāya ca sā deyā % brāhmaṇāya viśāṃ pate // MatsP_58.43 //	sAmagAya ca sA deyA % brAhmaNAya viSAm pate // Mat sP_58.43 //
   pātrīmādāya sauvarṇīṃ $ pañcaratnasamanvitām &	pAtrIm AdAya sOvarNIm $ paQcaratna samanvitAm &
   tato nikṣipya makara  % matsyādīṃścaiva sarvaśaḥ \	tatas nikzipya makara % matsya AdIn= ca eva sarvaSas \
   dhṛtāṃ caturvidhair viprair # vedavedāṅgapāragaiḥ // MatsP_58.44 //	DRtAm caturviDEH viprEH # veda vedAFga pAragEH // Mat sP_58.44 //
   mahānadījalopetāṃ $ dadhyakṣatasamanvitām &	mahAnadI jala upetAm $ daDi akzata samanvitAm &
   uttarābhimukhīṃ dhenuṃ % jalamadhye tu kārayet // MatsP_58.45 //	uttara aBimuKIm Denum % jala maDye tu kArayet // Mat sP_58.45 //
   atharvaṇena saṃsnātāṃ $ punarmāmetyatheti ca &	aTarvaNena saMsnAtAm $ punar mAm eti aTa iti ca &
   āpo hi ṣṭheti mantreṇa % kṣiptvāgatya ca maṇḍapam // MatsP_58.46 //	ApaH hi zWA iti mantreNa % kziptvA Agatya ca maNxapam // Mat sP_58.46 //
   pūjayitvā sarastatra $ baliṃ dadyātsamantataḥ &	pUjayitvA saraH tatra $ balim dadyAt samantataH &
   punardināni hotavyaṃ % catvāri munisattamāḥ // MatsP_58.47 //	punar dinAni hotavyam % catvAri muni sattamAH // Mat sP_58.47 //
   caturthīkarma kartavyaṃ $ deyā tatrāpi śaktitaḥ &	caturTIkarma kartavyam $ deyA tatra api Saktitas &
   dakṣiṇā rājaśārdūla % varuṇakṣmāpaṇaṃ tataḥ // MatsP_58.48 //	dakziNA rAja SArdUla % varuNa kzmApaNam tatas // Mat sP_58.48 //
   kṛtvā tu yajñapātrāṇi $ yajñopakaraṇāni ca &	kRtvA tu yajQa pAtrANi $ yajQa upakaraNAni ca &
   ṛtvigbhyastu samaṃ dattvā % maṇḍapaṃ vibhajetpunaḥ \	RtvigByaH tu samam dattvA % maNxapam viBajet punar \
   hemapātrīṃ ca śayyāṃ ca # sthāpakāya nivedayet // MatsP_58.49 //	hema pAtrIm ca SayyAm ca # sTApakAya nivedayet // Mat sP_58.49 //
   tataḥ sahasraṃ viprāṇām $ athavāṣṭaśataṃ tathā &	tatas sahasram viprANAm $ aTavA azwaSatam taTA &
   bhojanīyaṃ yathāśakti % pañcāśadvātha viṃśatiḥ \	BojanIyam yaTASakti % paQcASat vA aTa viMSatiH \
   evameṣa purāṇeṣu # taḍāgavidhirucyate // MatsP_58.50 //	evam eza purANezu # taxAga viDiH ucyate // Mat sP_58.50 //
   kūpavāpīṣu sarvāsu $ tathā puṣkariṇīṣu ca &	kUpa vApIzu sarvAsu $ taTA puzkariNIzu ca &
   eṣa eva vidhirdṛṣṭaḥ % pratiṣṭhāsu tathaiva ca // MatsP_58.51 //	ezaH eva viDiH dRzwaH % pratizWAsu taTA eva ca // Mat sP_58.51 //
   mantratastu viśeṣaḥ syāt $ prāsādādyānabhūmiṣu &	mantrataH tu viSezaH syAt $ prAsAdAt yAna BUmizu &
   ayaṃ tvaśaktāvardhena % vidhirdṛṣṭaḥ svayambhuvā \	ayam tu aSaktO= arDena % viDiH dRzwaH svayamBuvA \
   alpeṣvekāgnivatkṛtvā # vittaśāṭhyādṛte nṛṇām // MatsP_58.52 //	alpezu ekAgni vat kRtvA # vitta SAWyAt Rte nRNAm // Mat sP_58.52 //
   prāvṛṭkāle sthite toye hy $ agniṣṭomaphalaṃ smṛtam &	prAvRz kAle sTite toye hi $ agnizwoma Palam smRtam &
   śaratkāle sthitaṃ yatsyāt % taduktaphaladāyakam \	Sarad kAle sTitam yat syAt % tad ukta Pala dAyakam \
   vājapeyātirātrābhyāṃ # hemante śiśire sthitam // MatsP_58.53 //	vAjapeya atirAtrAByAm # hemante SiSire sTitam // Mat sP_58.53 //
   aśvamedhasamaṃ prāhur $ vasantasamaye sthitam &	aSvameDa samam prAhuH $ vasanta samaye sTitam &
   grīṣme 'pi tatsthitaṃ toyaṃ % rājasūyādviśiṣyate // MatsP_58.54 //	grIzme api tat sTitam toyam % rAjasUyAt viSizyate // Mat sP_58.54 //
   etānmahārāja viśeṣadharmān $ karoti yo 'pyāgamaśuddhabuddhiḥ &	etAn mahA rAja viSeza DarmAn $ karoti yaH api Agama SudDa budDiH &
   sa yāti rudrālayamāśu pūtaḥ % kalpānanekāndivi modate ca // MatsP_58.55 //	sa yAti rudra Alayam ASu pUtaH % kalpAn anekAn divi modate ca // Mat sP_58.55 //
   anekalokānsa mahattamādīn $ bhuktvā parārdhadvayamaṅganābhiḥ &	aneka lokAn sa mahattama AdIn $ BuktvA parArDa dvayam aFganABiH &
   sahaiva viṣṇoḥ paramaṃ padaṃ yat % prāpnoti tadyāgaphalena bhūyaḥ //	saha eva vizNoH paramam padam yat % prApnoti tad yAga Palena BUyas //
   MatsP_58.56 //	Mad sP_58.56 //
   Matsya Purāṇa 59	Matsya PurANaH 59
   *ṛṣaya ūcuḥ	*RzayaH UcuH
   pādapānāṃ vidhiṃ sūta $ yathāvadvistarādvada &	pAdapAnAm viDim sUta $ yaTAvat vistarAt vada &
   vidhinā kena kartavyaṃ % pādapodyāpanaṃ budhaiḥ // MatsP_59.1 //	viDinA kena kartavyam % pAdapa udyApanam buDEH // Mat sP_59.1 //
   ye ca lokāḥ smṛtāsteṣāṃ $ tānidānīṃ vadasva naḥ &	ye ca lokAH smRtAH tezAm $ tAn idAnIm vadasva naH &
   yatphalaṃ labhate pretya % tatsarvaṃ vaktumarhasi // MatsP_59.2 //	yat Palam laBate pretya % tat sarvam vaktum arhasi // Mat sP_59.2 //
   *sūta uvāca	*sUtaH uvAca
   pādapānāṃ vidhiṃ vakṣye $ tathaivodyānabhūmiṣu &	pAdapAnAm viDim vakzye $ taTA eva udyAna BUmizu &
   taḍāgavidhivatsarvam % āsādya jagadīśvara // MatsP_59.3 //	taxAga viDi vat sarvam % AsAdya jagat ISvara // Mat sP_59.3 //
   ṛtviṅmaṇḍapasambhāraś $ cācāryaścaiva tadvidhaḥ &	Rtvij maNxapa samBAraH $ ca AcAryaH ca eva tadviDaH &
   pūjayedbrāhmaṇāṃstadvad % dhemavastrānulepanaiḥ // MatsP_59.4 //	pUjayet brAhmaNAn= tadvat % Dema vastra anulepanEH // Mat sP_59.4 //
   sarvauṣadhyudakaiḥ siktān $ piṣṭātakavibhūṣitān &	sarva ozaDi udakEH siktAn $ pizwAtaka viBUzitAn &
   vṛkṣānmālyairalaṃkṛtya % vāsobhirabhiveṣṭayet // MatsP_59.5 //	vRkzAn mAlyEH alaMkRtya % vAsoBiH aBivezwayet // Mat sP_59.5 //
   sūcyā sauvarṇayā kāryaṃ $ sarveṣāṃ karṇavedhanam &	sUcyA sOvarNayA kAryam $ sarvezAm karNa veDanam &
   añjanaṃ cāpi dātavyaṃ % tadvaddhemaśalākayā // MatsP_59.6 //	aQjanam ca api dAtavyam % tadvat hema SalAkayA // Mat sP_59.6 //
   phalāni sapta cāṣṭau vā $ kāladhautāni kārayet &	PalAni sapta ca azwO vA $ kAla DOtAni kArayet &
   pratyekaṃ sarvavṛkṣāṇāṃ % vedyāṃ tānyadhivāsayet // MatsP_59.7 //	pratyekam sarva vRkzANAm % vedyAm tAni aDivAsayet // Mat sP_59.7 //
   dhūpo 'tra guggulaḥ śreṣṭhas $ tāmrapātrairadhiṣṭhitān &	DUpaH atra guggulaH SrezWaH $ tAmra pAtrEH aDizWitAn &
   saptadhānyasthitānkṛtvā % vastragandhānulepanaiḥ // MatsP_59.8 //	saptaDAnya sTitAn kRtvA % vastra ganDa anulepanEH // Mat sP_59.8 //
   kumbhānsarveṣu vṛkṣeṣu $ sthāpayitvā nareśvara &	kumBAn sarvezu vRkzezu $ sTApayitvA nareSvara &
   sahiraṇyānaśeṣāṃstān % kṛtvā balinivedanam // MatsP_59.9 //	sa hiraNyAn aSezAn= tAn % kRtvA bali nivedanam // Mat sP_59.9 //
   yathāsvaṃ lokapālānām $ indrādīnāṃ viśeṣataḥ &	yaTAsvam lokapAlAnAm $ indra AdInAm viSezataH &
   vanaspateśca vidvadbhir % homaḥ kāryo dvijātibhiḥ // MatsP_59.10 //	vanaspateH ca vidvadBiH % homaH kAryaH dvijAtiBiH // Mat sP_59.10 //
   tataḥ śuklāmbaradharāṃ $ sauvarṇakṛtabhūṣaṇām &	tatas Sukla ambara DarAm $ sOvarNa kRta BUzaNAm &
   sakāṃsyadohāṃ sauvarṇa  % śṛṅgābhyām atiśālinīm \	sa kAMsya dohAm sOvarNa % SRFgAByAm ati SAlinIm \
   payasvinīṃ vṛkṣamadhyād # utsṛjedgāmudaṅmukhīm // MatsP_59.11 //	payasvinIm vRkza maDyAt # utsRjet gAm udaFmuKIm // Mat sP_59.11 //
   tato 'bhiṣekamantreṇa $ vādyamaṅgalagītakaiḥ &	tatas aBizeka mantreNa $ vAdya maFgala gItakEH &
   ṛgyajuḥsāmamantraiśca % vāruṇairabhitastathā \	Rc yajuH sAma mantrEH ca % vAruNEH aBitas taTA \
   taireva kumbhaiḥ snapanaṃ # kuryādbrāhmaṇapuṃgavaḥ // MatsP_59.12 //	tEH eva kumBEH snapanam # kuryAt brAhmaNa puMgavaH // Mat sP_59.12 //
   snātaḥ śuklāmbarastadvad $ yajamāno 'bhipūjayet &	snAtaH Sukla ambaraH tadvat $ yajamAnaH aBipUjayet &
   gobhir vibhavataḥ sarvān % ṛtvijastānsamāhitaḥ // MatsP_59.13 //	goBiH viBavataH sarvAn % RtvijaH tAn samAhitaH // Mat sP_59.13 //
   hemasūtraiḥ sakaṭakair $ aṅgulīyapavitrakaiḥ &	hema sUtrEH sakawakEH $ aFgulIya pavitrakEH &
   vāsobhiḥ śayanīyaiśca % tathopaskarapādukaiḥ \	vAsoBiH SayanIyEH ca % taTA upaskara pAdukEH \
   kṣīreṇa bhojanaṃ dadyād # yāvaddinacatuṣṭayam // MatsP_59.14 //	kzIreNa Bojanam dadyAt # yAvat dina catuzwayam // Mat sP_59.14 //
   homaśca sarṣapaiḥ kāryo $ yavaiḥ kṛṣṇatilaistathā &	homaH ca sarzapEH kAryaH $ yavEH kRzNa tilEH taTA &
   palāśasamidhaḥ śastāś % caturthe 'hni tathotsavaḥ \	palASa samiDaH SastAH % caturTe ahni taTA utsavaH \
   dakṣiṇā ca punastadvad # deyā tatrāpi śaktitaḥ // MatsP_59.15 //	dakziNA ca punar tadvat # deyA tatra api Saktitas // Mat sP_59.15 //
   yadyadiṣṭatamaṃ kiṃcit $ tattad dadyādamatsarī &	yat yat izwatamam kiMcid $ tat tat dadyAt amatsarI &
   ācārye dviguṇaṃ dadyāt % praṇipatya visarjayet // MatsP_59.16 //	AcArye dviguNam dadyAt % praNipatya visarjayet // Mat sP_59.16 //
   anena vidhinā yastu $ kuryādvṛkṣotsavaṃ budhaḥ &	anena viDinA yaH tu $ kuryAt vRkza utsavam buDaH &
   sarvānkāmānavāpnoti % phalaṃ cānantyamaśnute // MatsP_59.17 //	sarvAn kAmAn avApnoti % Palam ca Anantyam aSnute // Mat sP_59.17 //
   yaścaikamapi rājendra $ vṛkṣaṃ saṃsthāpayennaraḥ &	yaH ca ekam api rAja indra $ vRkzam saMsTApayet naraH &
   so 'pi svarge vasedrājan % yāvadindrāyutatrayam // MatsP_59.18 //	saH api svarge vaset rAjan % yAvat indra ayuta trayam // Mat sP_59.18 //
   bhūtānbhavyāṃśca manujāṃs $ tārayeddrumasaṃmitān &	BUtAn BavyAn= ca manujAn $ tArayet druma saMmitAn &
   paramāṃ siddhimāpnoti % punarāvṛttidurlabhām // MatsP_59.19 //	paramAm sidDim Apnoti % punarAvRtti durlaBAm // Mat sP_59.19 //
   ya idaṃ śṛṇuyānnityaṃ $ śrāvayedvāpi mānavaḥ &	yaH idam SRNuyAt nityam $ SrAvayet vA api mAnavaH &
   so 'pi sampūjito devair % brahmaloke mahīyate // MatsP_59.20 //	saH api sampUjitaH devEH % brahma loke mahIyate // Mat sP_59.20 //
   Matsya Purāṇa 60	Matsya PurANaH 60
   *matsya uvāca	*matsyaH uvAca
   tathaivānyatpravakṣyāmi $ sarvakāmaphalapradam &	taTA eva anyat pravakzyAmi $ sarva kAma Pala pradam &
   saubhāgyaśayanaṃ nāma % yatpurāṇavido viduḥ // MatsP_60.1 //	sOBAgya Sayanam nAma % yat purANa vidaH viduH // Mat sP_60.1 //
   purā dagdheṣu lokeṣu $ bhūrbhuvaḥsvarmahādiṣu &	purA dagDezu lokezu $ BUrBuvaH svar maha Adizu &
   saubhāgyaṃ sarvabhūtānām % ekasthamabhavattadā \	sOBAgyam sarva BUtAnAm % ekasTam aBavat tadA \
   vaikuṇṭhaṃ svargamāsādya # viṣṇor vakṣaḥsthalasthitam // MatsP_60.2 //	vEkuNWam svargam AsAdya # vizNoH vakzaH sTala sTitam // Mat sP_60.2 //
   tataḥ kālena mahatā $ punaḥ sargavidhau nṛpa &	tatas kAlena mahatA $ punar sarga viDO nRpa &
   ahaṃkārāvṛte loke % pradhānapuruṣānvite // MatsP_60.3 //	ahaMkAra AvRte loke % praDAna puruza anvite // Mat sP_60.3 //
   spardhāyāṃ ca pravṛttāyāṃ $ kamalāsanakṛṣṇayoḥ &	sparDAyAm ca pravRttAyAm $ kamala Asana kRzNayoH &
   liṅgākārā samudbhūtā % vahnerjvālātibhīṣaṇā \	liFga AkArA samudBUtA % vahneH jvAlA ati BIzaNA \
   tayābhitaptasya harer # vakṣasastadviniḥsṛtam // MatsP_60.4 //	tayA aBitaptasya hareH # vakzasaH tad viniHsRtam // Mat sP_60.4 //
   vakṣaḥsthalaṃ samāśritya $ viṣṇoḥ saubhāgyamāsthitam &	vakzaH sTalam samASritya $ vizNoH sOBAgyam AsTitam &
   rasarūpaṃ tato yāvat % prāpnoti vasudhātalam // MatsP_60.5 //	rasa rUpam tatas yAvat % prApnoti vasuDA talam // Mat sP_60.5 //
   utkṣiptamantarikṣe tad $ brahmaputreṇa dhīmatā &	utkziptam antarikze tat $ brahma putreNa DImatA &
   dakṣeṇa pītamātraṃ tad % rūpalāvaṇyakārakam // MatsP_60.6 //	dakzeNa pIta mAtram tat % rUpa lAvaNya kArakam // Mat sP_60.6 //
   balaṃ tejo mahajjātaṃ $ dakṣasya parameṣṭhinaḥ &	balam tejaH mahat jAtam $ dakzasya paramezWinaH &
   śeṣaṃ yadapatadbhūmāv % aṣṭadhā samajāyata // MatsP_60.7 //	Sezam yat apatat BUmO % azwaDA samajAyata // Mat sP_60.7 //
   tato janānāṃ saṃjātāḥ $ sapta saubhāgyadāyikāḥ &	tatas janAnAm saMjAtAH $ sapta sOBAgya dAyikAH &
   ikṣavo rasarājāśca % niṣpāvājājidhānyakam // MatsP_60.8 //	ikzavaH rasarAjAH ca % nizpAva ajAji DAnyakam // Mat sP_60.8 //
   vikāravacca gokṣīraṃ $ kusumbhaṃ kuṅkumaṃ tathā &	vikAra vat ca go kzIram $ kusumBam kuFkumam taTA &
   lavaṇaṃ cāṣṭamaṃ tadvat % saubhāgyāṣṭakamucyate // MatsP_60.9 //	lavaNam ca azwamam tadvat % sOBAgya azwakam ucyate // Mat sP_60.9 //
   pītaṃ yadbrahmaputreṇa $ yogajñānavidā punaḥ &	pItam yat brahma putreNa $ yoga jQAna vidA punar &
   duhitā sābhavattasya % yā satītyabhidhīyate // MatsP_60.10 //	duhitA sA aBavat tasya % yA satI iti aBiDIyate // Mat sP_60.10 //
   lokānatītya lālityāl $ lalitā tena cocyate &	lokAn atItya lAlityAt $ lalitA tena ca ucyate &
   trailokyasundarīm enām % upayeme pinākadhṛk // MatsP_60.11 //	trElokya sundarIm enAm % upayeme pinAkaDRk // Mat sP_60.11 //
   yā devī saubhāgyamayī $ bhuktimuktiphalapradā &	yA devI sOBAgya mayI $ Bukti mukti Pala pradA &
   tāmārādhya pumānbhaktyā % nārī vā kiṃ na vindati // MatsP_60.12 //	tAm ArADya pumAn BaktyA % nArI vA kim na vindati // Mat sP_60.12 //
   *manuruvāca	*manuH uvAca
   kathamārādhanaṃ tasyā $ jagaddhātryā janārdana &	kaTam ArADanam tasyAH $ jagadDAtryAH janArdana &
   tadvidhānaṃ jagannātha % tatsarvaṃ ca vadasva me // MatsP_60.13 //	tad viDAnam jagannATa % tat sarvam ca vadasva me // Mat sP_60.13 //
   *matsya uvāca	*matsyaH uvAca
   vasantamāsamāsādya $ tṛtīyāyāṃ janapriya &	vasanta mAsam AsAdya $ tRtIyAyAm jana priya &
   śuklapakṣasya pūrvāhṇe % tilaiḥ snānaṃ samācaret // MatsP_60.14 //	Sukla pakzasya pUrvAhNe % tilEH snAnam samAcaret // Mat sP_60.14 //
   tasminnahani sā devī $ kila viśvātmanā satī &	tasmin= ahani sA devI $ kila viSvAtmanA satI &
   pāṇigrahaṇakair mantrair % udūḍhā varavarṇinī // MatsP_60.15 //	pANigrahaNakEH mantrEH % udUXA varavarNinI // Mat sP_60.15 //
   tayā sahaiva deveśaṃ $ tṛtīyāyām athārcayet &	tayA saha eva deveSam $ tRtIyAyAm aTa arcayet &
   phalairnānāvidhairdhūpair % dīpanaivedyasaṃyutaiḥ // MatsP_60.16 //	PalEH nAnAviDEH DUpEH % dIpa nEvedya saMyutEH // Mat sP_60.16 //
   pratimāṃ pañcagavyena $ tathā gandhodakena tu &	pratimAm paQcagavyena $ taTA ganDa udakena tu &
   snāpayitvārcayed gaurīm % induśekharasaṃyutām // MatsP_60.17 //	snApayitvA arcayet gOrIm % indu SeKara saMyutAm // Mat sP_60.17 //
   namo 'stu pāṭalāyai tu $ pādau devyāḥ śivasya tu &	namaH astu pAwalAyE tu $ pAdO devyAH Sivasya tu &
   śivāyeti ca saṃkīrya % jayāyai gulphayor dvayoḥ // MatsP_60.18 //	SivAya iti ca saMkIrya % jayAyE gulPayoH dvayoH // Mat sP_60.18 //
   triguṇāyeti rudrāya $ bhavānyai jaṅghayoryugam &	triguNAya iti rudrAya $ BavAnyE jaFGayoH yugam &
   śivāṃ rudreśvarāyai ca % vijayāyeti jānunī \	SivAm rudra ISvarAyE ca % vijayAya iti jAnunI \
   saṃkīrtya harikeśāya # tathorū varade namaḥ // MatsP_60.19 //	saMkIrtya harikeSAya # taTA UrU vara de namaH // Mat sP_60.19 //
   īśāyai ca kīṭaṃ devyāḥ $ śaṃkarāyeti śaṃkaram &	ISAyE ca kIwam devyAH $ SaMkarAya iti SaMkaram &
   kukṣidvayaṃ ca koṭavyai % śūline śūlapāṇaye // MatsP_60.20 //	kukzi dvayam ca kowavyE % SUline SUlapANaye // Mat sP_60.20 //
   maṅgalāyai namastubhyam $ udaraṃ cābhipūjayet &	maFgalAyE namaH tuByam $ udaram ca aBipUjayet &
   sarvātmane namo rudram % īśānyai ca kucadvayam // MatsP_60.21 //	sarvAtmane namaH rudram % ISAnyE ca kuca dvayam // Mat sP_60.21 //
   śivaṃ vedātmane tadvad $ rudrāṇyai kaṇṭhamarcayet &	Sivam veda Atmane tadvat $ rudrANyE kaNWam arcayet &
   tripuraghnāya viśveśam % anantāyai karadvayam // MatsP_60.22 //	tripura GnAya viSveSam % anantAyE kara dvayam // Mat sP_60.22 //
   trilocanāya ca haraṃ $ bāhū kālānalapriye &	trilocanAya ca haram $ bAhU kAla anala priye &
   saubhāgyabhavanāyeti % bhūṣaṇāni sadārcayet \	sOBAgya BavanAya iti % BUzaNAni sadA arcayet \
   svāhāsvadhāyai ca mukham # īśvarāyeti śūlinam // MatsP_60.23 //	svAhA svaDAyE ca muKam # ISvarAya iti SUlinam // Mat sP_60.23 //
   aśokamadhuvāsinyai $ pūjyāvoṣṭhau ca bhūtidau &	aSoka maDu vAsinyE $ pUjyO= ozWO ca BUti dO &
   sthāṇave tu haraṃ tadvad % dhāsyaṃ candramukhapriye // MatsP_60.24 //	sTANave tu haram tadvat % DAsyam candra muKa priye // Mat sP_60.24 //
   namo 'rdhanārīśaharam $ asitāṅgīti nāsikām &	namaH arDanArI ISa haram $ asitAFgI iti nAsikAm &
   nama ugrāya lokeśaṃ % laliteti punarbhruvau // MatsP_60.25 //	namaH ugrAya lokeSam % lalitA iti punar BruvO // Mat sP_60.25 //
   śarvāya purahantāraṃ $ vāsavyai tu tathālakān &	SarvAya pura hantAram $ vAsavyE tu taTA alakAn &
   namaḥ śrīkaṇṭhanāthāyai % śivakeśāṃstato 'rcayet \	namaH SrIkaNWa nATAyE % Siva keSAn= tatas arcayet \
