   oṃ	om
        athavā prajñaptimātram asyaivāsādhāraṇaṃ rūpam iti prājña itarayor	aTavA prajQapti-mAtram asya-eva-asADAraNam rUpam iti prAjQaH itarayoH-
   viśiṣṭam api vijñānam asti /	viSizwam api vijQAnam asti /
        so 'yaṃ prājñas tṛtīyaḥ pādaḥ //5//	saH ayam prAjQaH tRtIyaH pAdaH //5//
        START MandUp 6	START MandUp 6
        eṣaḥ sarveśvara eṣa sarvajña eṣo 'ntaryāmy eṣa yoniḥ sarvasya	ezaH sarveSvaraH eza sarvajQaH ezaH antaryAmi eza yoniH sarvasya
   prabhavāpyayau hi bhūtānām || MandUp_6 ||	praBava-apyayO hi BUtAnAm || MandUp_6 ||
        MandUpC_6	Mandu-upC_6
        eṣa hi svarūpāvasthaḥ sarveśvaraḥ sādhidaivikasya bhedajātasya	eza hi svarUpa-avasTaH sarva-ISvaraH sa-ADidEvikasya Beda-jAtasya
   sarvasyeśitā naitasmāj jātyantarabhūto 'nyeṣām iva /	sarvasya-ISitAH na-etasmAt jAti-antara-BUtaH anyezAm iva /
        "prāṇabandhanaṃ hi somya manaḥ"(chā.u.6 / 8 / 2) iti śruteḥ /	"prANa-banDanam hi somya manaH"(-CA.u.6 / 8 / 2) iti SruteH /
        ayam eva hi sarvasya sarvabhedāvastho jñātetyeṣa sarvajñaḥ /	ayam eva hi sarvasya sarva-Beda-avasTaH jQAtA-iti-eza sarvajQaH /
        eṣo 'ntaryāmy antaranupraviśya sarveṣāṃ bhūtānāṃ niyantāpy eṣa eva /	ezaH antaryAmi antaranupraviSya sarvezAm BUtAnAm niyantA-api ezaH eva /
        ata eva yathoktaṃ sabhedaṃ jagatprasūyata ity eṣa yoniḥ sarvasya /	atas eva yaToktam sa-Bedam jagat-prasUyate iti eza yoniH sarvasya /
        yata evaṃ prabhavaś cāpi yaś ca prabhavāpyayau hi bhūtānām eṣa eva	yatas evam praBavaH ca-api yaH ca praBava-apyayO hi BUtAnAm ezaH eva
   atha gauḍapādīyakārikāḥ	aTa gOxapAdIya-kArikAH
   START MandUpK 1.1	START Mandu-upK 1.1
   atraitasmin yathokte 'rtha ete ślokā bhavanti	atra-etasmin yaTA-ukte arTaH ete SlokAH Bavanti
   bahiḥprajño vibhuḥ viśvo hy antaḥprajñas tu taijasaḥ /	bahis-prajQaH viBuH viSvaH hi antar-prajQaH tu tEjasaH /
   ghanaprajñaḥ tathā prājña eka eva tridhā smṛtaḥ // MandUpK_1.1 //	GanaprajQaH taTA prAjQaH ekaH eva triDA smRtaH // Mandu-upK_1.1 //
   MandUpKC_1.1	Mandu-upKC_1.1
   bahiḥprajña iti /	bahis-prajQaH iti /
   paryāyeṇa tristhānatvāt sa aham iti smṛtyā pratisandhānāc ca	paryAyeNa tri-sTAna-tvAt sa aham iti smRtyA pratisanDAnAt ca
   sthānatrayavyatiriktamekatvaṃ śuddhatvam asaṅgatvaṃ ca siddham ity	sTAna-traya-vyatiriktam-eka-tvam SudDa-tvam asaFga-tvam ca sidDam iti-
   abhiprāyaḥ /	aBiprAyaH /
   mahāmatsyādidṛṣṭāntaśruteḥ //1//	mahA-matsya-Adi-dRzwAnta-SruteH //1//
   START MandUpK 1.2	START Mandu-upK 1.2
   jāgaritāvasthāyām eva viśvādīnāṃ trayāṇām anubhavapradarśanārtho 'yaṃ	jAgarita-avasTAyAm eva viSva-AdInAm trayANAm anuBava-pradarSana-arTaH ayam
   ślokaḥ	SlokaH
   dakṣiṇākṣimukhe viśvo manasy antas tu taijasaḥ /	dakziNa-akzi-muKe viSvaH manasi antar tu tEjasaH /
   ākāśe ca hṛdi prājñas tridhā dehe vyavasthitaḥ // MandUpK_1.2 //	AkASe ca hRdi prAjQaH triDA dehe vyavasTitaH // Mandu-upK_1.2 //
   MandUpKC_1.2	Mandu-upKC_1.2
   dakṣiṇam akṣyeva mukhaṃ tasminprādhānyena draṣṭā sthūlānāṃ viśvo	dakziNam akzyeva muKam tasmin-prADAnyena drazwA sTUlAnAm viSvo
   'nubhūyate"indho ha vai nāmaiṣa yo 'yaṃ dakṣiṇe 'kṣan puruṣaḥ" /	anuBUyate"inDaH ha vE nAma-eza yaH ayam dakziNe akzan puruzaH" /
   iti śruteḥ /	iti SruteH /
   indho dīptiguṇo vaiśvānaraḥ /	inDaH dIpti-guNaH vESvAnaraH /
   ādityāntargato vairāja ātmā cakṣuṣi ca draṣṭaikaḥ /	Aditya-antargataH vErAjaH AtmA cakzuzi ca drazwA-ekaH /
   nanv ayo hiraṇyagarbhaḥ kṣetrajño dakṣiṇo 'kṣi(kṣa)ṇyakṣṇorniyantā draṣṭā	nanu ayaH hiraNyagarBaH kzetrajQaH dakziNaH akzi-(kza)NI-akzNoH-niyantA drazwA
   cānyo dehasvāmī /	ca-anyaH deha-svAmI /
   na svato bhedānabhyupagamāt /	na svatas Beda-anaByupagamAt /
   "eko devaḥ sarvabhūteṣu gūḍhaḥ"(śve.u.6 / 11) iti śruteḥ /	"ekaH devaH sarva-BUtezu gUXaH"(Sve.u.6 / 11) iti SruteH /
   "kṣetrajñaṃ cāpi māṃ viddhiṃ sarvakṣetreṣu bhārata" /	"kzetrajQam ca-api mAm vidDim sarva-kzetrezu BArata" /
   (gītā 13 / 2) "āvibhaktaṃ ca bhūteṣu vibhaktamiva ca sthitam" /	(gItAH 13 / 2) "AviBaktam ca BUtezu viBaktam-iva ca sTitam" /
   (gītā 13 / 16) iti smṛteḥ /	(gItAH 13 / 16) iti smRteH /
   "sarveṣu karaṇeṣv aviśeṣe 'pi dakṣiṇākṣaṇy upalabdhipāṭavadarśanāt tatra	"sarvezu karaNezu aviSeze api dakziNa-akzaNI upalabDi-pAwava-darSanAt tatra
   viśeṣeṇa nirdeśo viśvasya /	viSezeNa nirdeSaH viSvasya /
   dakṣiṇākṣigato rūpaṃ dṛṣṭvā nimīlitākṣas tadeva smaran manasyantaḥ svapna	dakziNa-akzi-gataH rUpam dRzwvA nimIlita-akzaH tat-eva smaran manasi-antar svapna
   iva tadeva vāsanārūpābhivyaktaṃ paśyati /	iva tat-eva vAsanA-rUpa-aBivyaktam paSyati /
   yathātra tathā svapne /	yaTA-atra taTA svapne /
   ato manasyantas tu taijaso 'pi viśva eva /	atas manasi-antaH tu tEjasaH api viSvaH eva /
   ākāśe ca hṛdi smaraṇākhyavyāpāroparame prājña ekībhūto ghanaprajña eva	AkASe ca hRdi smaraNa-AKya-vyApAra-uparame prAjQaH ekIBUtaH Gana-prajQaH eva
   bhavati manovyāpārābhāvāt /	Bavati manaH-vyApAra-aBAvAt /
   darśanasmaraṇa eva hi manaḥspandite tadabhāve hṛdyevāviśeṣeṇa	darSana-smaraNaH eva hi manaH-spandite tad-aBAve hRdi-eva-aviSezeNa
   prāṇātmanāvasthānam /	prANa-AtmanA-avasTAnam /
   "prāṇo hy evaitān sarvān saṃvṛṅkte"(chā.4 / 3 / 3) iti śruteḥ /	"prANaH hi eva-etAn sarvAn saMvRFkte"(CA.4 / 3 / 3) iti SruteH /
   taijaso hiraṇyagarbho manaḥsthatvāt /	tEjasaH hiraNyagarBaH manaH-sTa-tvAt /
   "liṅgaṃ manaḥ"(bṛ.u4.4.6) /	"liFgam manaH"(bR.u4.4.6) /
   "manomayo 'yaṃ puruṣaḥ" (bṛ.u5 / 3 / 1) ityādiśrutibhyaḥ /	"manaH-mayaH ayam puruzaH" (bR.u5 / 3 / 1) ityAdi-SrutiByaH /
   nanu vyākṛtaḥ prāṇaḥ suṣupte /	nanu vyAkRtaH prANaH suzupte /
   tadātmakāni karaṇāni bhavanti /	tad-AtmakAni karaNAni Bavanti /
   katham avyākṛtatā?	kaTam avyAkRta-tA?
   naiṣa doṣo 'vyākṛtasya deśakālaviśeṣābhāvāt /	na-eza dozaH avyAkRtasya deSa-kAla-viSeza-aBAvAt /
   yadyapi prāṇābhimāne sati vyākṛtataiva prāṇasya tathāpi	yadi-api prANa-aBimAne sati vyAkRta-tA-eva prANasya taTA-api
   piṇḍaparicchinnaviśeṣābhimānanirodhaḥ prāṇobhavatītyavyākṛta eva prāṇaḥ	piNxa-paricCinna-viSeza-aBimAna-niroDaH prANa-uBavati-iti-avyAkRtaH eva prANaH
   suṣupte paricchinnābhimānavatām /	suzupte paricCinna-aBimAnavatAm /
   yathā prāṇalaye paricchinnābhimānināṃ prāṇo 'vyākṛtas tathā prāṇābhimānino	yaTA prANa-laye paricCinna-aBimAninAm prANaH avyAkRtaH taTA prANa-aBimAninaH-
   'py aviśeṣāpattāvavyākṛtatā samānā prasavabījātmakatvaṃ ca tadadhyakṣaś	api aviSeza-ApattO=-avyAkRta-tA samAnA prasava-bIja-Atmaka-tvam ca tad-aDyakzaH-
   caiko 'vyākṛtāvasthaḥ /	ca-ekaH avyAkRta-avasTaH /
   paricchinnābhimāninām adhyakṣāṇāṃ ca tena ekatvam iti pūrvoktaṃ	paricCinna-aBimAninAm aDyakzANAm ca tena ekatvam iti pUrva-uktam
   viśeṣaṇamekībhūta prajñānaghana ityādyupapantam /	viSezaNam-ekIBUta prajQAna-GanaH ityAdi-upapantam /
   tasminn uktahetutvāc ca /	tasmin ukta-hetu-tvAt ca /
   kathaṃ prāṇaśabdatvam avyākṛtasya /	kaTam prANa-Sabda-tvam avyAkRtasya /
   "prāṇabandhanaṃ hi somya manaḥ"(chā.u6 / 8 / 2) iti śruteḥ /	"prANa-banDanam hi somya manaH"(-CA.u6 / 8 / 2) iti SruteH /
   nanu tatra"sadeva somya"(chā.u6 / 2 / 1) iti prakṛtaṃ sadbrahma	nanu tatra"sat-eva somya"(CA.u6 / 2 / 1) iti prakRtam sat-brahma
   prāṇaśabdavācyam /	prANa-Sabda-vAcyam /
   naiṣa doṣo bījātmakatvābhyupagamātsataḥ /	na-eza dozaH bIja-Atmaka-tva-aByupagamAt-sataH /
   yady api tadbrahma prāṇaśabdavācyaṃ tatra tathāpi jīvaprasavabījātmakatvam	yadi api tat-brahma prANa-Sabda-vAcyam tatra taTA-api jIva-prasava-bIja-Atmaka-tvam
   apiratyajya eva prāṇaśabdatvaṃ sataḥ sacchabdavācyatā ca /	apiH-atyajya eva prANa-Sabda-tvam sataH sat-Sabda-vAcya-tA ca /
   yadi hi nirbījarūpaṃ vivakṣitaṃ brahmābhaviṣyat"neti	yadi hi nirbIja-rUpam vivakzitam brahma-aBavizyat"na-iti
   neti"(bṛ.u.4.4.2.24.5.15)"yato vāco nivartante"(tai.u.2.9)"anyadeva	na-iti-"(bR.u.4.4.2.24.5.15)"yataH vAcaH nivartante"(tE.u.2.9)"anyat-eva
   tadviditād athāviditāt"(ke.u1.3) ityavakṣyata"na	tad-viditAt aTa-avidita-at"(ke.u1.3) iti-avakzyata"na
   sattannāsaducyate"(gītā.13.12) iti smṛteḥ /	sat-tad-nAsat-ucyate"(gItA.13.12) iti smRteH /
   nirbījatayaiva cet sati līnānāṃ suṣuptapralayayoḥ punarutthānānupapattiḥ	nirbIja-tayA-eva ced sati lInAnAm suzupta-pralayayoH punar-utTAna-anupapattiH
   syāt /	syAt /
   muktānāṃ ca punarutpattiprasaṅgo bījābhāvāviśeṣāt /	muktAnAm ca punar-utpatti-prasaFgaH bIja-aBAva-aviSezAt /
   jñānadāhyabījābhāve ca jñānānarthakyaprasaṅgaḥ /	jQAna-dAhya-bIja-aBAve ca jQAna-anarTakya-prasaFgaH /
   tasmāt sa bījatvābhyupagamena eva sataḥ prāṇatvavyapadeśaḥ sarvaśrutiṣu ca	tasmAt sa bIja-tva-aByupagamena eva sataH prANa-tva-vyapadeSaH sarva-Srutizu ca
   kāraṇatvavyapadeśaḥ /	kAraNa-tva-vyapadeSaH /
   ata eva"akṣarātparataḥ paraḥ"(mu.u2.1.2) /	atas eva"-akzarAt-paratas paraH"(mu.u2.1.2) /
   "sabāhyābhyāntaro hy ajaḥ" (mu.u2.1.2) /	"sa-bAhya-aBya-antaraH hi ajaH" (mu.u2.1.2) /
   "yato vāco nivartante"(tai.u2.9) /	"yataH vAcaH nivartante"(tE.u2.9) /
   "neti neti"(bṛ.u4.4.12) ityādinā bījavatvāpanayanena vyapadeśaḥ /	"nA-iti na-iti"(bR.u4.4.12) ityAdinA bIjavatvA-apanayanena vyapadeSaH /
   tāṃ bījāvasthāṃ tasyaiva prājñaśabdavācyasya turīyatvena	tAm bIja-avasTAm tasya-eva prAjQa-Sabda-vAcyasya turIyatvena
   dehādisaṃbandhajāgradādirahitāṃ pāramārthikīṃ pṛthagvakṣyati /	deha-Adi-saMbanDa-jAgrat-Adi-rahitAm pAramArTikIm pRTak-vakzyati /
   bījāvasthāpi na kiñcidavediṣamityutthitasya pratyayadarśanāddehe	bIja-avasTA-api na kiQcid-avedizam-iti-utTitasya pratyaya-darSanAt-dehe
   'nubhūyata eveti tridhā dehe vyavasthitety ucyate //2//	anuBUyate eva-iti triDA dehe vyavasTitA-iti ucyate //2//
   START MandUpK 1.3-4	START Mandu-upK 1.3-4
   viśvaḥ hi sthūlabhuṅ nityaṃ taijasaḥ praviviktabhuk /	viSvaH hi sTUla-Buj nityam tEjasaH pravivikta-Buj /
   ānandabhuk tathā prājñastridhā bhogaṃ nibodhata // MandUpK_1.3 //	Ananda-Buj taTA prAjQaH-triDA Bogam niboData // Mandu-upK_1.3 //
   sthūlaṃ tarpayate viśvaṃ praviviktaṃ tu taijasam /	sTUlam tarpayate viSvam praviviktam tu tEjasam /
   ānandaś ca tathā prājñaṃ tridhā tṛptiṃ nibodhata // MandUpK_1.4 //	AnandaH ca taTA prAjQam triDA tRptim niboData // Mandu-upK_1.4 //
   MandUpKC_1.3-4	Mandu-upKC_1.3-4
   uktārthau ślokau //3-4 //	ukta-arTO SlokO //3-4 //
   START MandUpK 1.5	START Mandu-upK 1.5
   triṣu dhāmasu yadbhojyaṃ bhoktā yaś ca prakīrtitaḥ /	trizu DAmasu yat-Bojyam BoktA yaH ca prakIrtitaH /
   vadaitadubhayaṃ yas tu sa bhuñjāno na lipyate // MandUpK_1.5 //	vada-etat-uBayam yaH tu sa BuQjAnaH na lipyate // Mandu-upK_1.5 //
   MandUpKC_1.5	Mandu-upKC_1.5
   triṣu dhāmasu jāgradādiṣu sthūlapraviviktānandākhyaṃ bhojyam ekaṃ	trizu DAmasu jAgrat-Adizu sTUla-pravivikta-Ananda-AKyam Bojyam ekam
   tridhābhūtam /	triDA-BUtam /
   yaś ca viśvataijasaprājñākhyo bhoktaikaḥ sa aham	yaH ca viSva-tEjasaprAjQa-AKyaH BoktA-ekaH sa aham
   ityekatvenapratisaṃdhānāddraṣṭutvāviśeṣāc ca prakīrtitaḥ /	iti-eka-tvena-pratisaMDAnAt-drazwu-tva-aviSezAt ca prakIrtitaH /
   yo vedaitadubhayaṃ bhojyabhoktṛtayānekadhā bhinnaṃ sa bhuñjāno na lipyate	yaH veda-etat-uBayam Bojya-BoktRtayA-anekaDA Binnam sa BuQjAnaH na lipyate
   bhojyasya sarvasyaikasya bhoktur bhojyatvāt /	Bojyasya sarvasya-ekasya BoktuH Bojya-tvAt /
   na hi yasya yo viṣayaḥ sa tena hīyate vardhate vā na hy agniḥ svaviṣayaṃ	na hi yasya yaH vizayaH sa tena hIyate varDate vA na hi agniH sva-vizayam
   dagdhvā kāṣṭhādi tadvat //5//	dagDvA kAzWa-Adi tadvat //5//
   START MandUpK 1.6	START Mandu-upK 1.6
   prabhavaḥ sarvabhāvānāṃ satām iti viniścayaḥ /	praBavaH sarva-BAvAnAm satAm iti viniScayaH /
   sarvaṃ janayati prāṇaś ceto 'ṃśūn puruṣaḥ pṛthak // MandUpK_1.6 //	sarvam janayati prANaH cetaH aMSUn puruzaH pRTak // Mandu-upK_1.6 //
   MandUpKC_1.6	Mandu-upKC_1.6
   satāṃ vidyamānānāṃ svenāvidyākṛtanāmarūpamāyāsvarūpeṇa sarvabhāvānāṃ	satAm vidyamAnAnAm svena-avidyA-kRta-nAma-rUpa-mAyA-svarUpeNa sarva-BAvAnAm
   viśvataijasaprājñabhedānāṃ prabhavotpattiḥ /	viSva-tEjasa-prAjQa-BedAnAm praBava-utpattiH /
   vakṣyati ca"vandhyāputro na tattvena māyayā vāpi jāyate"iti /	vakzyati ca"vanDyA-putraH na tattvena mAyayA vA-api jAyate"-iti /
   yadi hy asatām eva janma syād brahmaṇo 'vyavahāryasya	yadi hi asatAm eva janma syAt brahmaNaH avyavahAryasya
   grahaṇadvārābhāvādasatvaprasaṅgaḥ /	grahaNa-dvAra-aBAvAt-asatva-prasaFgaH /
   dṛṣṭaṃ ca rajjusarpādīnām avidyākṛtamāyābījotpannānāṃ rajjvādy ātmanā	dRzwam ca rajju-sarpa-AdInAm avidyA-kRta-mAyA-bIja-utpannAnAm rajju-Adi AtmanA
   satvam /	satvam /
   na hi nirāspadā rajjusarpamṛgatṛṣṇikādayaḥ kvacid upalabhyante kenacit /	na hi nirAspadAH rajju-sarpa-mRga-tRzNikA-AdayaH kvacid upalaByante kenacid /
   yathā rajjvāṃ prāksarpotpatte rajjvātmanāṃ sarpaḥ sanneva āsīd evaṃ	yaTA rajjvAm prAc-sarpa-utpatte rajjvAtmanAm sarpaH san=-A-ivaH AsIt evam
   sarvabhāvānām utpatteḥ prākprāṇabījātmanaiva satvam /	sarva-BAvAnAm utpatteH prAc-prANa-bIja-AtmanA-eva satvam /
   ityataḥ śrutir api vakti"brahmaivedam"(mu.u2.2.11)"ātmaivedam agra	iti-atas SrutiH api vakti"brahma-eva-idam-"(mu.u2.2.11)"AtmA-eva-idam agra
   āsīt"(bṛ.u.1.4.1) iti /	AsIt-"(bR.u.1.4.1) iti /
   sarvaṃ janayati prāṇaścetoṃ'śūnaṃśava iva raveś cidātmakasya puruṣasya	sarvam janayati prANaH-cetaH-M-aSUn-aMSavaH iva raveH cit-Atmakasya puruzasya
   cetorūpā jalārkasamāḥ prājñataijasaviśvabhedena devatiryagādidehabhedeṣu	cetaH-rUpAH jala-arka-samAH prAjQa-tEjasa-viSva-Bedena deva-tiryak-Adi-deha-Bedezu
   vibhāvyamānāś cetoṃśavoyetān puruṣaḥ pṛthag viṣayabhāvavilakṣaṇān	viBAvyamAnAH cetoMSava-uyetAn puruzaH pRTak vizaya-BAva-vilakzaNAn
   agniviṣphuliṅgavat salakṣaṇāñjalārkavac ca jīvalakṣaṇāṃstvitarān	agni-vizPuliFga-vat sa-lakzaNa-aQjala-arka-vat ca jIva-lakzaNAn=-tu-itarAn
   sarvabhāvān prāṇo bījātmā janayati"yathorṇanābhiḥ"(mu.u.1.1.7)"yathāgneḥ	sarva-BAvAn prANaH bIja-AtmA janayati"yaTA-UrNanABiH"(mu.u.-1.1.7)"yaTa-agneH
   kṣudrārvisphuliṅgāḥ"(bṛ.u.2.1.20) ityādiśruteḥ //6//	kzudrArvi-sPuliFgAH"(bR.u.2.1.20) iti-Adi-SruteH //6//
   START MandUpK 1.7	START Mandu-upK 1.7
   vibhūtiṃ prasavaṃ tv anye manyante sṛṣṭicintakāḥ /	viBUtim prasavam tu anye manyante sRzwi-cintakAH /
   svapnamāyāsarūpeti sṛṣṭir anyaiḥ vikalpitā // MandUpK_1.7 //	svapnam-AyAsa-rUpA-iti sRzwiH anyEH vikalpitAH // Mandu-upK_1.7 //
   MandUpKC_1.7	Mandu-upKC_1.7
   vibhūtir vistāreśvarasya sṛṣṭir iti sṛṣṭicintakā manyante na tu	viBUtiH vistAra-ISvarasya sRzwiH iti sRzwi-cintakAH manyante na tu
   paramārthacintakānāṃ sṛṣṭav ādara ity arthaḥ /	parama-arTa-cintakAnAm sRzwau AdaraH iti arTaH /
   "indro māyābhiḥ pururūpeyate" (bṛ.u.2.5.19) iti śruteḥ /	"indraH mAyABiH pururUpeyate" (bR.u.2.5.19) iti SruteH /
   na hi māyāvinaṃ sūtram ākāśe nikṣipya tena sāyudham āruhya cakṣurgocaratām	na hi mAyAvinam sUtram AkASe nikzipya tena sa-AyuDam Aruhya cakzuH-gocaratAm
   atītya yuddhena khaṇḍaśaśchinnaṃ patitaṃ punarutthitaṃ ca paśyatāṃ tat	atItya yudDena KaNxaSas-Cinnam patitam punar-utTitam ca paSyatAm tat-
   kṛtaṃ māyādisatatvacintāyām ādaro bhavati /	kRtam mAyA-Adi-satatva-cintAyAm AdaraH Bavati /
   tathaivāyaṃ māyāvinaḥ sūtraprasāraṇasamaḥ	taTA-eva-ayam mAyAvinaH sUtra-prasAraNa-samaH
   suṣuptasvapnādivikāsastadārūḍhamayāvisamaś ca tatsthaḥ prājñataijasādiḥ /	suzupta-svapna-Adi-vikAsaH-tad-ArUXa-maya-avisamaH ca tad-sTaH prAjQa-tEjasA-AdiH /
   sūtratadārūḍhābhyāmanyaḥ paramārthamāyāvī sa eva bhūmiṣṭho māyāchanno	sUtra-tadArUXAByAm-anyaH parama-arTam-AyAvI saH eva BUmizWaH mAyA-Canno
   'dṛśyamāna eva sthito yathā tathā turīyākhyaṃ paramārthatattvam /	adRSyamAnaH eva sTitaH yaTA taTA turIya-AKyam parama-arTa-tattvam /
   atas tac cintāyām evādaro mumukṣūṇāmāryāṇāṃ na niṣprayojanāyāṃ sṛṣṭav	atas tat cintAyAm eva-AdaraH mumukzUNAm-AryANAm na nizprayojanAyAm sRzwav
   ādara ityataḥ sṛṣṭicintakānām evaite vikalpety āha svapnamāyāsarūpeti /	AdaraH iti-atas sRzwi-cintakAnAm eva-ete vikalpa-iti Aha svapnam-AyAsa-rUpA-iti /
   svapnarūpā māyāsarūpā ceti //7//	svapna-rUpA mAyA-sarUpA ca-iti //7//
   START MandUpK 1.8	START Mandu-upK 1.8
   icchāmātraṃ prabhoḥ sṛṣṭir iti sṛṣṭau viniścitāḥ /	icCA-mAtram praBoH sRzwiH iti sRzwO viniScitAH /
   kālāt prasūtiṃ bhūtānāṃ manyante kālacintakāḥ // MandUpK_1.8 //	kAlAt prasUtim BUtAnAm manyante kAla-cintakAH // Mandu-upK_1.8 //
   MandUpKC_1.8	Mandu-upKC_1.8
   icchāmātraṃ prabhoḥ satyasaṃkalpatvāt sṛṣṭir ghaṭādiḥ saṃkalpanāmātraṃ na	icCA-mAtram praBoH satya-saMkalpa-tvAt sRzwiH Gawa-AdiH saMkalpanA-mAtram na
   saṃkalpanātiriktam /	saMkalpanA-atiriktam /
   kālād eva sṛṣṭir iti kecit //8//	kAlAt eva sRzwiH iti kecid //8//
   START MandUpK 1.9	START Mandu-upK 1.9
   bhogārthaṃ sṛṣṭir iti anye krīḍārtham iti cāpare /	Boga-arTam sRzwiH iti anye krIxA-arTam iti ca-apare /
   devasyaiṣa svabhāvo 'yam āptakāmasya kā spṛhā // MandUpK_1.9 //	devasya-eza svaBAvaH ayam Apta-kAmasya kA spRhA // Mandu-upK_1.9 //
   MandUpKC_1.9	Mandu-upKC_1.9
   bhogārthaṃ krīḍārtham iti cānye sṛṣṭiṃ manyante /	Boga-arTam krIxA-arTam iti ca-anye sRzwim manyante /
   anayoḥ pakṣayor dūṣaṇaṃ devasyaiṣa svabhāvo 'yam iti devasya	anayoH pakzayoH dUzaNam devasya-eza svaBAvaH ayam iti devasya
   svabhāvapakṣam āśritya sarveṣāṃ vā pakṣāṇām āptakāmasya kā spṛheti /	svaBAva-pakzam ASritya sarvezAm vA pakzANAm Apta-kAmasya kA spRhA-iti /
   na hi rajjvādīnām avidyāsvabhāvavyatirekeṇa sarpādyābhāsatve kāraṇaṃ	na hi rajju-AdInAm avidyA-svaBAva-vyatirekeNa sarpa-Adya-ABAsa-tve kAraNam
   śakyaṃ vaktum //9//	Sakyam vaktum //9//
        START MandUp 7	START MandUp 7
        caturthaḥ pādaḥ kramaprāpto vaktavya ity āhanāntaḥprajñam ityādinā /	caturTaH pAdaH krama-prAptaH vaktavyaH iti Ahana-antar-prajQam ityAdinA /
        sarvaśabdapravṛttinimittaśūnyatvāt tasya śabdānabhidheyatvam iti	sarva-Sabda-pravRtti-nimitta-SUnya-tvAt tasya Sabda-anaBiDeya-tvam iti
   viśeṣapratiṣedhena eva ca turīyaṃ nirdidikṣati /	viSeza-pratizeDena eva ca turIyam nirdidikzati /
        śūnyam eva tarhi tat /	SUnyam eva tarhi tat /
        na mithyāvikalpasya nirnimittatvānupapatter na hi	na miTyA-vikalpasya nirnimitta-tva-anupapatteH na hi
   rajatasarpapuruṣamṛgatṛṣṇikādivikalpāḥ śuktikārajjusthāṇur ūṣarādi	rajata-sarpa-puruza-mRga-tRzNikA-Adi-vikalpAH SuktikA-rajju-sTANuH Uzara-Adi
   vyatirekeṇāvastvāspadāḥ śakyāḥ kalpayitum /	vyatirekeNa-avastu-AspadAH SakyAH kalpayitum /
        evaṃ tarhi prāṇādisarvavikalpāspadatvāt turīyasya śabdavācyatvam iti	evam tarhi prANa-Adi-sarva-vikalpa-Aspada-tvAt turIyasya Sabda-vAcya-tvam iti
   na pratiṣedhaiḥ pratyāyyatvam /	na pratizeDEH pratyAyya-tvam /
        udakādhārāder iva ghaṭādeḥ /	udaka-ADAra-AdeH iva Gawa-AdeH /
        na prāṇādivikalpasyāsatvāc chuktikādiṣv iva rajatādeḥ /	na prANa-Adi-vikalpasya-asa-tvAt SuktikA-Adizu iva rajata-AdeH /
        na hi sadasatoḥ saṃbandhaḥ śabdapravṛttinimittabhāgavastutvāt /	na hi sat-asatoH saMbanDaH Sabda-pravRtti-nimitta-BAga-vastu-tvAt /
        nāpi pramāṇāntaraviṣayatvaṃ svarūpeṇa gavādivad ātmano	na-api pramANa-antara-vizaya-tvam sva-rUpeNa gavA-Adi-vat AtmanaH-
   nirupādhikatvād /	nirupADika-tvAt /
        gavādivan nāpi jātimatvamadvitīyatvena sāmānyaviśeṣābhāvāt /	gavA-Adi-vat na-api jAtimatvam-advitIya-tvena sAmAnya-viSeza-aBAvAt /
        nāpi kriyāvatvaṃ pācakādivadavikriyatvāt /	na-api kriyAva-tvam pAcaka-Adi-vat-avikriya-tvAt /
        nāpi guṇavatvaṃ nīlādivan nirguṇatvāt /	na-api guNava-tvam nIla-Adi-vat nirguNa-tvAt /
        ato nābhidhānena nirdeśam arhati /	atas na-aBiDAnena nirdeSam arhati /
        śaśaviṣāṇādisamatvān nirarthakatvaṃ tarhi /	SaSa-vizANa-Adi-sama-tvAt nirarTaka-tvam tarhi /
        nātmatvāvagame turīyasyānātmatṛṣṇāvyāvṛttihetutvāc chuktikāvagama iva	na-Atma-tva-avagame turIyasya-anAtma-tRzNA-vyAvRtti-hetu-tvAt SuktikA-avagamaH iva
   rajatatṛṣṇāyāḥ /	rajata-tRzNAyAH /
        na hi turīyasyātmatvāvagame satyavidyātṛṣṇādidoṣāṇāṃ sambhavo 'sti /	na hi turIyasya-Atmatva-avagame satya-vidyA-tRzNA-Adi-dozANAm samBavaH asti /
        na ca turīyasyā'tmatvānavagame kāraṇamasti sarvopaniṣadāṃ	na ca turIyasyA-atma-tvAnavagame kAraNam-asti sarva-upanizadAm
   tādarthyenopakṣayāt /	tAdarTyena-upakzayAt /
        "tatvamasi"(chā.u.6.8.16)"ayamātmā brahma"(bṛ.u.2.5.19)"tatsatyaṃ sa	"ta-tvam-asi"(-CA.u.6.8.16)"ayam-AtmA brahma-"(bR.u.2.5.19)"tat-satyam sa
   ātmā"(chā.u.6.8.16)"yatsākṣādaṣarokṣādbrahma"(bṛ.u.3.4.1)"sabāhyābhyantaro	Atma-a"(CA.u.6.8.16)"yat-sAkzA-daza-rokzAt-brahma-"(bR.u.3.4.1)"sa-bAhya-aByantaraH-
   hyajaḥ"(mu.u.2.1.2) /	hi-ajaH"(mu.u.2.1.2) /
        "ātmaivedaṃ sarvam"(chā.u.7.25.2) ityādīnām /	"AtmA-eva-idam sarvam"(CA.u.7.25.2) ityAdInAm /
