   REFERENCE SYSTEM:	RA-eFA-eRENCE SYSTEM:
   1 3 1 0305a ṛjunītī no varuṇo mitro nayati vidvān .	1 3 1 0305aH Rju-nItI naH varuNaH mitraH nayati vidvAn .
   1 3 1 0305c aryamā devaiḥ sajoṣāḥ .. 218	1 3 1 0305c aryamAH devEH sa-jozAH .. 218
   1 3 1 0306a dūrādiheva yatsato 'ruṇapsuraśiśvitat .	1 3 1 0306a dUrAt-iha-iva yat-sataH aruNapsuraSiSvitat .
   1 3 1 0306c vi bhānuṃ viśvathātanat .. 219	1 3 1 0306t vi BAnum viSvaTAtanat .. 219
   1 3 1 0307a ā no mitrāvaruṇā ghṛtairgavyūtimukṣatam .	1 3 1 0307aH A naH mitrAvaruNA GRtEH-ga-vyUtim-ukzatam .
   1 3 1 0307c madhvā rajāṃsi sukratū .. 220	1 3 1 0307t maDvA rajAMsi sukratU .. 220
   1 3 1 0308a udu tye sūnavo giraḥ kāṣṭhā yajñeṣvatnata .	1 3 1 0308aH udu tye sUnavaH giraH kAzWA yajQezu-atnataH .
   1 3 1 0308c vāśrā abhijñu yātave .. 221	1 3 1 0308t vA-aSrAH aBijQu yAtave .. 221
   1 3 1 0309a idaṃ viṣṇurvi cakrame tredhā ni dadhe padam .	1 3 1 0309aH idam vizNuH-vi cakrame treDA ni daDe padam .
   1 3 1 0309c samūḍhamasya pāṃsule .. 222	1 3 1 0309c sa-mUXam-asya pAMsule .. 222
   1 3 1 0401a atīhi manyuṣāviṇaṃ suṣuvāṃsamuperaya .	1 3 1 0401a atIhi manyuzAviNam suzuva-aMsam-uperaya .
   1 3 1 0401c asya rātau sutaṃ piba .. 223	1 3 1 0401c asya rAtO sutam piba .. 223
   1 3 1 0402a kadu pracetase mahe vaco devāya śasyate .	1 3 1 0402a kadu pracetase mahe vacaH devAya Sasyate .
   1 3 1 0402c tadidhyasya vardhanam .. 224	1 3 1 0402c tad-iDyasya varDanam .. 224
   1 3 1 0403a ukthaṃ ca na śasyamānaṃ nāgo rayirā ciketa .	1 3 1 0403aH ukTam ca na SasyamAnam nAgaH rayirA ciketa .
   1 3 1 0403c na gāyatraṃ gīyamānam .. 225	1 3 1 0403d na gAyatram gIyamAnam .. 225
   1 3 1 0404a indra ukthebhirmandiṣṭho vājānāṃ ca vājapatiḥ .	1 3 1 0404aH indraH ukTeBiH-mandizWaH vAjAnAm ca vAja-patiH .
   1 3 1 0404c harivāntsutānāṃ sakhā .. 226	1 3 1 0404t harivAntsutAnAm saKA .. 226
   1 3 1 0405a ā yāhyupa naḥ sutaṃ vājebhirmā hṛṇīyathāḥ .	1 3 1 0405aH A yAhi-upa naH sutam vAjeBiH-mA hRNIyaTAH .
   1 3 1 0405c mahāṃ iva yuvajāniḥ .. 227	1 3 1 0405d mahAm iva yuvajAniH .. 227
   1 3 1 0406a kadā vaso stotraṃ haryata ā ava śmaśā rudhadvāḥ .	1 3 1 0406a kadA vaso stotram haryate A ava SmaSAH ruDa-dvAH .
   1 3 1 0406c dīrghaṃ sutam vātāpyāya .. 228	1 3 1 0406t dIrGam sutam vAtApyAya .. 228
   1 3 1 0407a brāhmaṇādindra rādhasaḥ pibā somamṛtūṃ ranu .	1 3 1 0407a brAhmaNAt-indra rADasaH pibA somam-RtUm ranu .
   1 3 1 0407c tavedaṃ sakhyamastṛtam .. 229	1 3 1 0407c tava-idam saKyam-astRtam .. 229
   1 3 1 0408a vayaṃ ghā te api smasi stotāra indra girvaṇaḥ .	1 3 1 0408a vayam GA te api smasi stotAraH indra girvaNaH .
   1 3 1 0408c tvaṃ no jinva somapāḥ .. 230	1 3 1 0408c tvam naH jinva somapAH .. 230
   1 3 1 0409a endra pṛkṣu kāsu cinnṛmṇaṃ tanūṣu dhehi naḥ .	1 3 1 0409aH endra pRkzu kAsu cit-nRmNam tanUzu Dehi naH .
   1 3 1 0409c satrājidugra pauṃsyam .. 231	1 3 1 0409t satrAjit-ugra pOMsyam .. 231
   1 3 1 0410a evā hyasi vīrayurevā śūra uta sthiraḥ .	1 3 1 0410aH evA hi-asi vIrayuH-evA SUraH uta sTiraH .
   1 3 1 0410c evā te rādhyaṃ manaḥ .. 232	1 3 1 0410t evA te rADyam manaH .. 232
   1 3 1 0501a abhi tvā śūra nonumo 'dugdhā iva dhenavaḥ .	1 3 1 0501a aBi tvA SUra na-unumaH adugDAH iva DenavaH .
   1 3 1 0501c īśānamasya jagataḥ svardṛśamīśānamindra tasthuṣaḥ .. 233	1 3 1 0501t ISAnam-asya jagataH svardRSam-ISAnam-indra tasTuzaH .. 233
   1 3 1 0502a tvāmiddhi havāmahe sātau vājasya kārvaḥ .	1 3 1 0502a tvAm-idDi havAmahe sAtO vAjasya kArvaH .
   1 3 1 0502c tvāṃ vṛtreṣvindra satpatiṃ narastvāṃ kāṣṭhāsvarvataḥ .. 234	1 3 1 0502d tvAm vRtrezu-indra sat-patim naraH-tvAm kAzWA-svarvataH .. 234
   1 3 1 0503a abhi pra vaḥ surādhasamindramarca yathā vide .	1 3 1 0503a aBi pra vaH surADasam-indram-arca yaTA vide .
   1 3 1 0503c yo jaritṛbhyo maghavā purūvasuḥ sahasreṇeva śikṣati .. 235	1 3 1 0503t yaH jaritRByaH maGavA purUvasuH sahasreNa-iva Sikzati .. 235
   1 3 1 0504a taṃ vo dasmamṛtīṣahaṃ vasormandānamandhasaḥ .	1 3 1 0504a tam vaH dasma-mRtIzaham vasoH-mandAnam-anDasaH .
   1 3 1 0504c abhi vatsaṃ na svasareṣu dhenava indraṃ gīrbhirnavāmahe .. 236	1 3 1 0504c aBi vatsam na svasarezu DenavaH indram gIrBiH-navAmahe .. 236
   1 3 1 0505a tarobhirvo vidadvasumindraṃ sabādha ūtaye .	1 3 1 0505a taroBiH-vaH vidadvasum-indram sa-bADaH Utaye .
   1 3 1 0505c bṛhadgāyantaḥ sutasome adhvare huve bharaṃ na kāriṇam .. 237	1 3 1 0505t bRhat-gAyantaH sutasome aDvare huve Baram na kAriNam .. 237
   1 3 1 0506a taraṇiritsiṣāsati vājaṃ purandhyā yujā .	1 3 1 0506a taraNiH-itsizA-asati vAjam puranDyAH yujA .
   1 3 1 0506c ā va indraṃ puruhūtaṃ name girā nemiṃ taṣṭeva sudruvam .. 238	1 3 1 0506t A vaH indram puruhUtam name girA nemim tazwA-iva sudruvam .. 238
   1 3 1 0507a pibā sutasya rasino matsvā na indra gomataḥ .	1 3 1 0507a pibA sutasya rasinaH matsvA naH indra gomataH .
   1 3 1 0507c āpirno bodhi sadhamādye vṛdhe3 'smāṃ avantu te dhiyaḥ .. 239	1 3 1 0507t ApiH-naH boDi saDamAdye vRDe3 asmAm avantu te DiyaH .. 239
   1 3 1 0508a tvaṃ hyehi cerave vidā bhagaṃ vasuttaye .	1 3 1 0508a tvam hi-ehi cerave vidA Bagam vasuttaye .
   1 3 1 0508c udvāvṛṣasva maghavangaviṣṭaya udindrāśvamiṣṭaye .. 240	1 3 1 0508c udvAvRzasva maGavan-gavizwayaH udindra-aSvam-izwaye .. 240
   1 3 1 0509a na hi vaścaramaṃ ca na vasiṣṭhaḥ parimaṃste .	1 3 1 0509a na hi vaH-caramam ca na vasizWaH pariman=-te .
   1 3 1 0509c asmākamadya marutaḥ sute sacā viśve pibantu kāminaḥ .. 241	1 3 1 0509d asmAkam-adya marutaH sute sacAH viSve pibantu kAminaH .. 241
   1 3 1 0510a mā cidanyadvi śaṃsata sakhāyo mā riṣaṇyata .	1 3 1 0510a mA cit-anyat-vi SaMsata saKAyaH mA rizaNyate .
   1 3 1 0510c indramitstotā vṛṣaṇaṃ sacā sute muhurukthā ca śaṃsata .. 242	1 3 1 0510t indramit-stotA vRzaNam sacA sute muhur-ukTA ca SaMsate .. 242
   tṛtīya prapāṭhakaḥ . dvitīyo 'rdhaḥ	tRtIya prapAWakaH . dvitIyaH arDaH
   1 3 1 0601a na kiṣṭaṃ karmaṇā naśadyaścakāra sadāvṛdham .	1 3 1 0601a na kizwam karmaNA naSadyaH-cakAra sadAvRDam .
   1 3 1 0601c indraṃ na yajñairviśvagūrtamṛbhvasamadhṛṣṭaṃ dhṛṣṇumojasā ..	1 3 1 0601t indram na yajQEH-viSva-gUrtam-RBva-sama-DRzwam DRzNum-ojasA ..
   1 3 2 0602a ya ṛte cidabhiśriṣaḥ purā jatrubhya ātṛdaḥ .	1 3 2 0602a ye Rte cit-aBiSrizaH purA jatruByaH AtR-daH .
   1 3 2 0602c sandhātā sandhiṃ maghavā purūvasurniṣkartā vihrutaṃ punaḥ ..	1 3 2 0602c sanDAtA sanDim maGavA purU-vasuH-nizkartA vihrutam punar ..
   1 3 2 0603a ā tvā sahasramā śataṃ yuktā rathe hiraṇyaye .	1 3 2 0603aH A tvA sahasramA Satam yuktAH raTe hiraNyaye .
   1 3 2 0603c brahmayujo haraya indra keśino vahantu somapītaye .. 245	1 3 2 0603d brahma-yujaH harayaH indra keSinaH vahantu soma-pItaye .. 245
   1 3 2 0604a ā mandrairindra haribhiryāhi mayūraromabhiḥ .	1 3 2 0604aH A mandrEH-indra hariBiH-yAhi mayUra-romaBiH .
   1 3 2 0604c mā tvā ke cinni yemurinna pāśino 'ti dhanveva tāṃ ihi .. 246	1 3 2 0604c mA tvA ke cit-ni yemurit-na pASinaH ati Danu-A-iva tAm ihi .. 246
   1 3 2 0605a tvamaṅga pra śaṃsiṣo devaḥ śaviṣṭha martyam .	1 3 2 0605a tvam-aFga pra SaMsizaH devaH SavizWa martyam .
   1 3 2 0605c na tvadanyo maghavannasti marḍitendra bravīmi te vacaḥ .. 247	1 3 2 0605d na tvad-anyaH maGavan=-asti marxita-indra bravImi te vacaH .. 247
   1 3 2 0606a tvamindra yaśā asyṛjīṣī śavasaspatiḥ .	1 3 2 0606a tvam-indra yaSA asyRjIzI Sava-saspatiH .
   1 3 2 0606c tvaṃ vṛtrāṇi haṃsyapratīnyeka itpurvanuttaścarṣaṇīdhṛtiḥ ..	1 3 2 0606c tvam vRtrANi haMsya-pratIni-ekaH id-puru-anuttaH-carzaNI-DRtiH ..
   1 3 2 0607a indramiddevatātaya indraṃ prayatyadhvare .	1 3 2 0607aH indramid-devatAtayaH indram prayati-aDvare .
   1 3 2 0607c indraṃ samīke vanino havāmaha indraṃ dhanasya sātaye .. 249	1 3 2 0607t indram samIke vaninaH havAmahe indram Danasya sAtaye .. 249
   1 3 2 0608a imā u tvā purūvaso giro vardhantu yā mama .	1 3 2 0608aH imAH u tvA purUvasaH giraH varDantu yA mama .
   1 3 2 0608c pāvakavarṇāḥ śucayo vipaścito 'bhi stomairanūṣata .. 250	1 3 2 0608t pAvaka-varNAH SucayaH vipaScitaH aBi stomEH-anUzataH .. 250
   1 3 2 0609a udu tye madhumattamā gira stomāsa īrate .	1 3 2 0609aH udu tye maDumattamAH giraH stomAsaH Irate .
   1 3 2 0609c satrājito dhanasā akṣitotayo vājayanto rathā iva .. 251	1 3 2 0609t satrAjitaH DanasAH akzitotayaH vAjayantaH raTAH iva .. 251
   1 3 2 0610a yathā gauro apā kṛtaṃ tṛṣyannetyaveriṇam .	1 3 2 0610a yaTA gOraH apA kRtam tRzyat-=-etya-veriNam .
   1 3 2 0610c āpitve naḥ prapitve tūyamā gahi kaṇveṣu su sacā piba .. 252	1 3 2 0610t Api-tve naH prapitve tUyamAH gahi kaNvezu su sacA piba .. 252
   1 3 2 0701a śagdhyū3ṣu śacīpata indra viśvābhirūtibhiḥ .	1 3 2 0701a SagDyU3zu SacIpataH indra viSva-aBirUtiBiH .
   1 3 2 0701c bhagaṃ na hi tvā yaśasaṃ vasuvidamanu śūra carāmasi .. 253	1 3 2 0701c Bagam na hi tvA yaSasam vasu-vidam-anu SUra carAmasi .. 253
   1 3 2 0702a yā indra bhuja ābharaḥ svarvāṃ asurebhyaḥ .	1 3 2 0702a yAH indra BujaH ABaraH svarvAm asureByaH .
   1 3 2 0702c stotāraminmaghavannasya vardhaya ye ca tve vṛktabarhiṣaḥ ..	1 3 2 0702c stotAram-id-maGa-vannasya varDaya ye ca tve vRkta-barhizaH ..
   1 3 2 0703a pra mitrāya prāryamṇe sacathyamṛtāvaso .	1 3 2 0703a pra mitrAya prAryamNe sa-caTi-amRta-avasaH .
   1 3 2 0703c varūthye3 varuṇe chandyaṃ vacaḥ stotraṃ rājasu gāyata .. 255	1 3 2 0703t varUTye3 varuNe Candyam vacaH stotram rAjasu gAyata .. 255
   1 3 2 0704a abhi tvā pūrvapītaya indra stomebhirāyavaḥ .	1 3 2 0704a aBi tvA pUrva-pItayaH indra stomeBiH-AyavaH .
   1 3 2 0704c samīcīnāsa ṛbhavaḥ samasvaranrudrā gṛṇanta pūrvyam .. 256	1 3 2 0704c samIcInAsaH RBavaH sama-svaran-rudrAH gRNanta pUrvyam .. 256
   1 3 2 0705a pra va indrāya bṛhate maruto brahmārcata .	1 3 2 0705a pra vaH indrAya bRhate marutaH brahmA-arcata .
   1 3 2 0705c vṛtraṃ hanati vṛtrahā śatakraturvajreṇa śataparvaṇā .. 257	1 3 2 0705t vRtram hanati vRtrahA SatakratuH-vajreNa SataparvaNAH .. 257
   1 3 2 0706a bṛhadindrāya gāyata maruto vṛtrahantamam .	1 3 2 0706a bRhat-indrAya gAyata marutaH vRtrahantamam .
   1 3 2 0706c yena jyotirajanayannṛtāvṛdho devaṃ devāya jāgṛvi .. 258	1 3 2 0706t yena jyotiH-ajanayat-nRtAvRDaH devam devAya jAgRvi .. 258
   1 3 2 0707a indra kratuṃ na ā bhara pitā putrebhyo yathā .	1 3 2 0707aH indra kratum naH A Bara pitA putreByaH yaTA .
   1 3 2 0707c śikṣā ṇo asminpuruhūta yāmani jīvā jyotiraśīmahi .. 259	1 3 2 0707c SikzA NaH asmin-puruhUta yAmani jIvAH jyotiH-aSImahi .. 259
   1 3 2 0708a mā na indra parā vṛṇagbhavā naḥ sadhamādye .	1 3 2 0708a mA naH indra parA vRNagBavAH naH saDamAdye .
   1 3 2 0708c tvaṃ na ūtī tvaminna āpyam mā na indra parā vṛṇak .. 260	1 3 2 0708c tvam na UtI tvaminnaH Apyam mA naH indra parA vRNak .. 260
   1 3 2 0709a vayaṃ gha tvā sutāvanta āpo na vṛktabarhiṣaḥ .	1 3 2 0709a vayam Ga tvA sutAvantaH ApaH na vRkta-barhizaH .
   1 3 2 0709c pavitrasya prasravaṇeṣu vṛtrahanpari stotāra āsate .. 261	1 3 2 0709c pavitrasya prasravaNezu vRtrahan-pari stotAraH Asate .. 261
   1 3 2 0710a yadindra nāhuṣīṣvā ojo nṛmṇaṃ ca kṛṣṭiṣu .	1 3 2 0710a yat-indra nAhuzIzvAH ojaH nRmNam ca kRzwizu .
   1 3 2 0710c yadvā pañca kṣitīnāṃ dyumnamā bhara satrā viśvāni pauṃsyā ..	1 3 2 0710d yat-vA paQca kzitInAm dyumnamA Bara satrA viSvAni pOMsyAH ..
   1 3 2 0801a satyamitthā vṛṣedasi vṛṣajūtirno 'vitā .	1 3 2 0801a satyam-itTA vRzet-asi vRzajUtiH-naH avitA .
   1 3 2 0801c vṛṣā hyugra śṛṇviṣe parāvati vṛṣo arvāvati śrutaḥ .. 263	1 3 2 0801t vRzA hi-ugra SRNvize parAvati vRzaH arvAvati SrutaH .. 263
   1 3 2 0802a yacchakrāsi parāvati yadarvāvati vṛtrahan .	1 3 2 0802a yat-SakrA-asi parAvati yat-arvAvati vRtrahan .
   1 3 2 0802c atastvā gīrbhirdyugadindra keśibhiḥ sutāvāṃ ā vivāsati .. 264	1 3 2 0802t atas-tvA gIrBiH-dyugadindra keSiBiH sutAvAm A vivAsati .. 264
   1 3 2 0803a abhi vo vīramandhaso madeṣu gāya girā mahā vicetasam .	1 3 2 0803a aBi vaH vIram-anDasaH madezu gAya girA mahA vicetasam .
   1 3 2 0803c indraṃ nāma śrutyaṃ śākinaṃ vaco yathā .. 265	1 3 2 0803t indram nAma Srutyam SAkinam vacaH yaTA .. 265
   1 3 2 0804a indra tridhātu śaraṇaṃ trivarūthaṃ svastaye .	1 3 2 0804aH indra triDAtu SaraNam tri-varUTam svastaye .
   1 3 2 0804c chardiryaccha maghavadbhyaśca mahyaṃ ca yāvayā didyumebhyaḥ ..	1 3 2 0804d CardiH-yacCa maGavadByaH-ca mahyam ca yAvayA didyumeByaH ..
   1 3 2 0805a śrāyanta iva sūryaṃ viśvedindrasya bhakṣata .	1 3 2 0805a SrAyantaH iva sUryam viSvet-indrasya Bakzata .
   1 3 2 0805c vasūni jāto janimānyojasā prati bhāgaṃ na dīdhimaḥ .. 267	1 3 2 0805t vasUni jAtaH janimAni-ojasA prati BAgam na dIDimaH .. 267
   1 3 2 0806a na sīmadeva āpa tadiṣaṃ dīrghāyo martyaḥ .	1 3 2 0806a na sImadevaH Apa tat-izam dIrGAyaH martyaH .
   1 3 2 0806c etagvā cidyā etaśo yuyojata indro harī yuyojate .. 268	1 3 2 0806t etak-vA cidyAH etaSaH yuyojataH indraH harI yuyojate .. 268
   1 3 2 0807a ā no viśvāsu havyamindraṃ samatsu bhūṣata .	1 3 2 0807aH A naH viSvAsu havyam-indram samatsu BUzata .
   1 3 2 0807c upa brahmāṇi savanāni vṛtrahanparamajyā ṛcīṣama .. 269	1 3 2 0807c upa brahmANi savanAni vRtrahan-paramajyA RcIzama .. 269
   1 3 2 0808a tavedindrāvamaṃ vasu tvaṃ puṣyasi madhyamam .	1 3 2 0808a tavet-indra-avamam vasu tvam puzyasi maDyamam .
   1 3 2 0808c satrā viśvasya paramasya rājasi na kiṣṭvā goṣu vṛṇvate .. 270	1 3 2 0808c satrA viSvasya paramasya rAjasi na kizwvA gozu vRNvate .. 270
   1 3 2 0809a kveyatha kvedasi purutrā ciddhi te manaḥ .	1 3 2 0809a kveyaTa kved-asi purutrA cit-hi te manaH .
   1 3 2 0809c alarṣi yudhma khajakṛtpurandara pra gāyatrā agāsiṣuḥ .. 271	1 3 2 0809c ala-rzi yuDma Kaja-kRt-purandara pra gAyatrAH agAsizuH .. 271
   1 3 2 0810a vayamenamidā hyopīpemeha vajriṇam .	1 3 2 0810a vayam-enam-idA hi-opIpema-iha vajriNam .
   1 3 2 0810c tasmā u adya savane sutaṃ bharā nūnaṃ bhūṣata śrute .. 272	1 3 2 0810d tasmE u adya savane sutam BarA nUnam BUzata Srute .. 272
   1 3 2 0901a yo rājā carṣaṇīnāṃ yātā rathebhiradhriguḥ .	1 3 2 0901a yaH rAjA carzaNInAm yAtAH raTeBiH-aDriguH .
   1 3 2 0901c viśvāsāṃ tarutā pṛtanānāṃ jyeṣṭhaṃ yo vṛtrahā gṛṇe .. 273	1 3 2 0901t viSvAsAm taru-tA pRtanAnAm jyezWam yaH vRtrahA gRNe .. 273
   1 3 2 0902a yata indra bhayāmahe tato no abhayaṃ kṛdhi .	1 3 2 0902a yatas indra BayAmahe tatas naH aBayam kRDi .
   1 3 2 0902c maghavañchagdhi tava tanna ūtaye vi dviṣo vi mṛdho jahi .. 274	1 3 2 0902d maGavan-SagDi tava tat-naH Utaye vi dvizaH vi mRDaH jahi .. 274
   1 3 2 0903a vāstoṣpate dhruvā sthūṇāṃ satraṃ somyānām .	1 3 2 0903a vAstozpate DruvA sTUNAm satram somyAnAm .
   1 3 2 0903c drapsaḥ purāṃ bhettā śaśvatīnāmindro munīnāṃ sakhā .. 275	1 3 2 0903t drapsaH purAm BettA SaSvatInAm-indraH munInAm saKA .. 275
   1 3 2 0904a baṇmahāṃ asi sūrya baḍāditya mahāṃ asi .	1 3 2 0904a baNma-hAm asi sUrya baxa-Aditya mahAm asi .
   1 3 2 0904c mahaste sato mahimā paniṣṭama mahnā deva mahāṃ asi .. 276	1 3 2 0904c mahar-te sataH mahimA panizwama mahnA deva mahAm asi .. 276
   1 3 2 0905a aśvī rathī surūpa idgomāṃ yadindra te sakhā .	1 3 2 0905a aSvI raTI surUpaH id-gomAm yat-indra te saKA .
   1 3 2 0905c śvātrabhājā vayasā sacate sadā candrairyāti sabhāmupa .. 277	1 3 2 0905c SvAtra-BAjA vayasA sacate sadA candrEH-yAti saBAm-upa .. 277
   1 3 2 0906a yaddyāva indra te śataṃ śataṃ bhūmīruta syuḥ .	1 3 2 0906a yat-dyAvaH indra te Satam Satam BUmIH-uta syuH .
   1 3 2 0906c na tvā vajrintsahasraṃ sūryā anu na jātamaṣṭa rodasī .. 278	1 3 2 0906d na tvA vajrint-sahasram sUryAH anu na jAtam-azwa rodasI .. 278
   1 3 2 0907a yadindra prāgapāgudagnyagvā hūyase nṛbhiḥ .	1 3 2 0907a yat-indra prAc-apAc-udagni-agvAH hUyase nRBiH .
   1 3 2 0907c simā purū nṛṣūto asyānave 'si praśardha turvaśe .. 279	1 3 2 0907d simA purU nRzUtaH asya-anave asi praSarDa turvaSe .. 279
   1 3 2 0908a kastamindra tvā vasavā martyo dadharṣati .	1 3 2 0908a kaH-tam-indra tvA vasavAH martyaH daDarzati .
   1 3 2 0908c śraddhā hi te maghavanpārye divi vājī vājaṃ siṣāsati .. 280	1 3 2 0908d SradDA hi te maGavan-pArye divi vAjI vA-Ajam sizAsati .. 280
   1 3 2 0909a indrāgnī apādiyaṃ pūrvāgātpadvatībhyaḥ .	1 3 2 0909aH indra-agnI apAdiyam pUrvAgAt-padvatIByaH .
   1 3 2 0909c hitvā śiro jihvayā rārapaccarattriṃśatpadā nyakramīt .. 281	1 3 2 0909d hitvA SiraH jihvayA rArapat-carat-triMSat-padA nyakramIt .. 281
   1 3 2 0910a indra nedīya edihi mitamedhābhirūtibhiḥ .	1 3 2 0910aH indra nedIyaH edihi mita-meDa-aBirUtiBiH .
   1 3 2 0910c ā śaṃ tama śaṃ tamābhirabhiṣṭibhirā svāpe svāpibhiḥ .. 282	1 3 2 0910t A Sam tama Sam tam-ABiH-aBizwiBirA svApe svApiBiH .. 282
   1 3 2 1001a ita ūtī vo ajaraṃ prahetāramaprahitam .	1 3 2 1001aH itas UtI vaH ajaram praheta-aram-aprahitam .
   1 3 2 1001c āśuṃ jetāraṃ hetāraṃ rathītamamatūrtaṃ tugriyāvṛdham .. 283	1 3 2 1001t ASum jetAram hetAram raTItamamatUrtam tugriyAvRDam .. 283
   1 3 2 1002a mo ṣu tvā vāghataśca nāre asmanni rīraman .	1 3 2 1002a maH zu tvA vAGataH-ca nAre asmat-ni rIraman .
   1 3 2 1002c ārāttādvā sadhamādaṃ na ā gahīha vā sannupa śrudhi .. 284	1 3 2 1002t ArAttAt-vA saDamAdam na A gahIha vA san=-upa SruDi .. 284
   1 3 2 1003a sunota somapāvne somamindrāya vajriṇe .	1 3 2 1003a sunota soma-pAvne somam-indrAya vajriNe .
   1 3 2 1003c pacatā paktīravase kṛṇudhvamitpṛṇannitpṛṇate mayaḥ .. 285	1 3 2 1003d pacatA paktIravase kRNuDvamitpRNannitpRNate mayaH .. 285
   1 3 2 1004a yaḥ satrāhā vicarṣaṇirindraṃ taṃ hūmahe vayam .	1 3 2 1004a yaH satrAhA vicarzaNiH-indram tam hUmahe vayam .
   1 3 2 1004c sahasramanyo tuvinṛmṇa satpate bhavā samatsu no vṛdhe .. 286	1 3 2 1004c sahasram-anyo tuvinRmNa sat-pate BavA samatsu naH vRDe .. 286
   1 3 2 1005a śacībhirnaḥ śacīvasū divānaktaṃ diśasyatam .	1 3 2 1005a SacIBiH-naH SacI-vasU divAnaktam diSasyatam .
   1 3 2 1005c mā vāṃ rātirupa dasatkadā ca nāsmadrātiḥ kadā ca na .. 287	1 3 2 1005c mA vAm rAtiH-upa dasat-kadA ca na-asmad-rAtiH kadA ca na .. 287
   1 3 2 1006a yadā kadā ca mīḍhuṣe stotā jareta martyaḥ .	1 3 2 1006a yadA kadA ca mIXuze stotA jareta martyaH .
   1 3 2 1006c ādidvandeta varuṇaṃ vipā girā dharttāraṃ vivratānām .. 288	1 3 2 1006t Adidvandeta varuNam vipA girA DarttAram vivratAnAm .. 288
   1 3 2 1007a pāhi gā andhaso mada indrāya medhyātithe .	1 3 2 1007a pAhi gAH anDasaH madaH indrAya meDya-atiTe .
   1 3 2 1007c yaḥ sammiślo haryoryo hiraṇyaya indro vajrī hiraṇyayaḥ .. 289	1 3 2 1007t yaH sammiSlaH haryoH-yaH hiraNyayaH indraH vajrI hiraNyayaH .. 289
   1 3 2 1008a ubhayaṃ śṛṇavacca na indro arvāgidaṃ vacaḥ .	1 3 2 1008aH uBayam SRNavat-ca naH indraH arvAk-idam vacaH .
   1 3 2 1008c satrācyā maghavāntsomapītaye dhiyā śaviṣṭha ā gamat .. 290	1 3 2 1008c satrAcyA maGavA-An-tsoma-pItaye DiyA SavizWaH A gamat .. 290
   1 3 2 1009a mahe ca na tvādrivaḥ parā śulkāya dīyase .	1 3 2 1009a mahe ca na tvA-adrivaH parA SulkAya dIyase .
   1 3 2 1009c na sahasrāya nāyutāye vajrivo na śatāya śatāmagha .. 291	1 3 2 1009d na sahasrAya na-AyutAye vajrivaH na SatAya SatAmaGa .. 291
   1 3 2 1010a vasyāṃ indrāsi me pituruta bhrāturabhuñjataḥ .	1 3 2 1010a vasyAm indra-asi me pituH-uta BrAtuH-aBuQjataH .
   1 3 2 1010c mātā ca me chadayathaḥ samā vaso vasutvanāya rādhase .. 292	1 3 2 1010d mAtA ca me CadayaTaH samAH vasaH vasutvanAya rADase .. 292
   caturtha prapāṭhakaḥ . prathamo 'rdhaḥ	caturTa prapAWakaH . praTamaH arDaH
   1 4 1 0101a ima indrāya sunvire somāso dadhyāśiraḥ .	1 4 1 0101aH ime indrAya sunvire somAsaH daDi-ASiraH .
   1 4 1 0101c tāṃ ā madāya vajrahasta pītaye haribhyāṃ yāhyoka ā .. 293	1 4 1 0101d tAm A madAya vajrahasta pItaye hariByAm yAhi-okaH A .. 293
   1 4 1 0102a ima indra madāya te somāścikitra ukithanaḥ .	1 4 1 0102aH ime indra madAya te somAH-cikitraH ukiTanaH .
   1 4 1 0102c madhoḥ papāna upa no giraḥ śṛṇu rāsva stotrāya girvaṇaḥ .. 294	1 4 1 0102t maDoH papAnaH upa naH giraH SRNu rAsva stotrAya girvaNaH .. 294
   1 4 1 0103a ā tvā3dya sabardughāṃ huve gāyatravepasam .	1 4 1 0103aH A tvA-a3dya sa-barduGAm huve gAyatra-vepasam .
   1 4 1 0103c indraṃ dhenuṃ sudughāmanyāmiṣamurudhārāmaraṅkṛtam .. 295	1 4 1 0103t indram Denum su-duGAmanya-Amiza-m-uruDArAm-araFkRtam .. 295
   1 4 1 0104a na tvā bṛhanto adrayo varanta indra vīḍavaḥ .	1 4 1 0104a na tvA bRhantaH adrayaH varantaH indra vIxavaH .
   1 4 1 0104c yacchikṣasi stuvate māvate vasu na kiṣṭadā mināti te .. 296	1 4 1 0104t yat-Sikzasi stuvate mAvate vasu na kizwa-dA minAti te .. 296
   1 4 1 0105a ka īṃ veda sute sacā pibantaṃ kadvayo dadhe .	1 4 1 0105a kaH Im veda sute sacA pibantam kadvayaH daDe .
   1 4 1 0105c ayaṃ yaḥ puro vibhinatyojasā mandānaḥ śipryandhasaḥ .. 297	1 4 1 0105c ayam yaH puras viBinati-ojasA mandAnaH Sipri-anDasaH .. 297
   1 4 1 0106a yadindra śāso avrataṃ cyāvayā sadasaspari .	1 4 1 0106a yat-indra SAsaH avratam cyAvayA sadasaspari .
   1 4 1 0106c asmākamaṃśuṃ maghavanpuruspṛhaṃ vasavye adhi barhaya .. 298	1 4 1 0106d asmAkam-aMSum maGavan-puru-spRham vasavye aDi barhayaH .. 298
   1 4 1 0107a tvaṣṭā no daivyaṃ vacaḥ parjanyo brahmaṇaspatiḥ .	1 4 1 0107a tvazwA naH dEvyam vacaH parjanyaH brahmaNaspatiH .
