   oṃ	om
   tataḥ prāk avyāptyādīnāṃ lakṣaṇakathanamasaṅgatamityata āha	tatas prAk avyApti AdInAm lakzaNa kaTanam asaFgatam iti atas Aha
    dūṣaṇatrayetyādinā/ dūṣaṇatrayarahitadharmatvaṃ lakṣaṇasya lakṣaṇam/	 dUzaNa traya ityAdinA/ dUzaNa traya rahita Darma tvam lakzaNasya lakzaNam/
   dūṣaṇatrayarahitatvaṃ ca dūṣaṇatrayābhāvavattvam/ tathā ca	dUzaNa traya rahita tvam ca dUzaNa traya aBAvavat tvam/ taTA ca
   dūṣaṇatrayābhāvaviśiṣṭadharmatvaṃ lakṣaṇalakṣaṇamiti paryavasitam/ tatra	dUzaNa traya aBAva viSizwa Darma tvam lakzaNa lakzaNam iti paryavasitam/ tatra
   viśiṣṭabuddhau viśeṣaṇajñānasya kāraṇatvāt	viSizwa budDO viSezaNa jQAnasya kAraNa tvAt 
   dūṣaṇatrayābhāvarūpaviśeṣaṇajñānaṃ kāraṇam/ tādṛśaviśeṣaṇajñānaṃ ca	dUzaNa traya aBAva rUpa viSezaNa jQAnam kAraNam/ tAdRSa viSezaNa jQAnam ca
   dūṣaṇatrayajñānaṃ vinā na sambhavati, abhāvabuddhau pratiyogijñānasya	dUzaNa traya jQAnam vinA na samBavati, aBAva budDO pratiyogi jQAnasya
   kāraṇatvāt/ ataḥ dūṣaṇatrayaṃ	kAraNa tva at/ atas dUzaNa trayam
   1. lakṣaṇasya trīṇi	1. lakzaNasya trINi
   dūṣaṇānīti nṛsiṃhaprakāśikānumataḥ pāṭhaḥ/	dUzaNAni iti nR siMha prakASika anumataH pAWaH/
   lakṣaṇato darśaṃnīyam	lakzaNataH darSaMnIyam
   ityāśayenadīpikāyāṃavyāptyādidūṣaṇatrayasya lakṣaṇamuktamiti	iti ASayenadIpikAyAMa vyApti Adi dUzaNa trayasya lakzaNam uktam iti
   bhāvaḥ/	BAvaH/
   viśiṣya dūṣaṇatrayajñānādhīnamiti/ atrāyamāśayaḥ   dūṣaṇatrayarahitatvaṃ	viSizya dUzaNa traya jQAna aDIna miti/ atra ayam ASayaH  dUzaNa traya rahita tvam
   nāma na dūṣaṇatrayatvāvacchinnapratiyogitākābhāvaḥ/ tathā sati	nAma na dUzaNa traya tva avacCinna pratiyogi tAkA BAvaH/ taTA sati
   avyāptyādyekatamadūṣaṇavati kapilatvādidharme ekasattve 'pi trayaṃ	avyApti Adi ekatama dUzaNavati kapila tva Adi Darme eka sattve api trayam
   nāstīti nyāyena dūṣaṇatrayābhāvasattvena tadvataḥ kapilatvādeḥ dharmasya	na asti iti nyAyena dUzaNa traya aBAva sattvena tadvataH kapila tva AdeH Darmasya
   lakṣaṇatvāpatteḥ/ kiṃ tu avyāptyativyāptyasambhavarūpadūṣaṇāni	lakzaNa tva ApatteH/ kim tu avyApti ati vyApti asamBava rUpa dUzaNAni
   avyāptitvādinā viśiṣyopādāya tadavacchinnapratiyogitākābhāvatrayaṃ	avyApti tva AdinA viSizya upAdAya tad avacCinna pratiyogi tAkA BAva trayam
   dūṣaṇatrayarahitatvamiti vaktavyam/ tathā ca	dUzaNa traya rahita tvam iti vaktavyam/ taTA ca
   avyāptitvāvacchinnapratiyogitākābhāva  	avyApti tva avacCinna pratiyogitAkA BAva  
   ativyāptitvāvacchinnapratiyogitākābhāva  	ati vyApti tva avacCinna pratiyogitAkA BAva  
   asambhavatvāvacchinnapratiyogitākābhāva   etattrayaviśiṣṭo dharmo	asamBavatva avacCinna pratiyogitAkA BAva  etat traya viSizwaH DarmaH 
   lakṣaṇamiti phalitam/	lakzaNam iti Palitam/
   tatra abhāvabuddhau pratiyogitāvacchedakaviśiṣṭapratiyogijñānasya	tatra aBAva budDO pratiyogi ta avacCedaka viSizwa pratiyogi jQAnasya
   kāraṇatvāt avyāptitvādiviśiṣṭāvyāptyādijñānaṃ kāraṇamiti	kAraNa tvAt avyApti tva Adi viSizwa avyApti Adi jQAnam kAraNam iti
   tādṛśajñānotpādanāya ādau avyāptyādīnāṃ svarūpamāhadīpikāyāmiti/	tAdRSa jQAna utpAdanAya AdO avyApti AdInAm svarUpamAhadIpikAyAm iti/
   lakṣyaikadeśāvṛttitvamavyāptiriti/ kiñcillakṣyanirūpitādheyatvābhāvaḥ	lakzya eka deSa AvRtti tvam avyAptiH iti/ kiQcid lakzya nirUpita ADeya tva aBAvaH
   lakṣyatāvacchedakādhikaraṇakiñcinnirūpitavṛttitvābhāvaḥ	lakzya tAvacCedaka aDikaraNa kiQcid nirUpita vRtti tva aBAvaH
   avyāptisvarūpamityarthaḥ/ goḥ kapilatvaṃ lakṣaṇam ityukte lakṣyā	avyApti svarUpam iti arTaH/ goH kapila tvam lakzaNam iti ukte lakzyA
   gauḥ lakṣyatāvacchedakaṃ	gOH lakzya tA avacCedakam
   gotvam, tadadhikaraṇaṃ śvetagauḥ tannirūpitavṛttitvābhāvaḥ	go tvam, tad aDikaraNam Sveta gOH tad nirUpita vRtti tva aBAvaH
   kapilatve 'stīti avyāpte dharme lakṣaṇasamanvayaḥ/ nanu gotvādhikaraṇe	kapila tve asti iti avyApte Darme lakzaNa samanvayaH/ nanu go tva aDikaraNe
   śvetagavi kapilatvasya kālikasambandhena vartamānatayā	Sveta gavi kapila tvasya kAlika sambanDena vartamAna tayA
   lakṣyatāvacchedakādhikaraṇanirūpitavṛttitvābhāvo nāstīti avyāptadharme	lakzya tAvacCedaka aDikaraNa nirUpita vRtti tva aBAvaH na asti iti avyApta Darme
   avyāptalakṣaṇāsambhava ityāśaṅkyāha	avyApta lakzaNa asamBavaH iti ASaFkya Aha
    lakṣaṇatāvacchedakatvābhimatasambandheneti/ vṛttitvānvayi avacchinnatvaṃ	 lakzaNa tAvat Cedaka tva aBimata sambanDena iti/ vRtti tva anvayi avacCinna tvam
   tṛtīyārthaḥ/ tathā ca lakṣyatāvacchedakādhikaraṇanirūpita	tRtIya arTaH/ taTA ca lakzya tAvacCedaka aDikaraNa nirUpita
   1lakṣaṇatāvacchedakasambanghāvacchinnavṛttitvābhāvaḥ avyāptasya lakṣaṇam,	1lakzaNa tAvacCedaka sambanGa avacCinna vRtti tva aBAvaH avyAptasya lakzaNam,
   avyāpteḥ svarūpam/ kapilatvaṃ kapilagavi samavāyena astīti	avyApteH sva rUpam/ kapila tvam kapila gavi samavAyena asti iti
   samavāyasambandhaḥ lakṣaṇatāvacchedakasambandhaḥ/	samavAya sambanDaH lakzaNa tAvat Cedaka sambanDaH/
   1. lakṣaṇaṃ yena	1. lakzaNam yena
   sambandhena lakṣye vartate sa sambandhaḥ lakṣaṇatāvacchedakasambandhaḥ/	sambanDena lakzye vartate sa sambanDaH lakzaNa tAvat Cedaka sambanDaH/
   gotvādhikaraṇaśvetagonirūpitakālikasambandhāvacchinnavṛttitvasya	go tva aDikaraNa Sveta go nirUpita kAlika sambanDa avacCinna vRtti tvasya
   kapilatve sattve 'pi tannirūpitasamavāyasambandhāvacchinnavṛttitvābhāvāt	kapila tve sattve api tad nirUpita samavAya sambanDa avacCinna vRtti tva aBAvAt
   kapilatve lakṣaṇasamanvayaḥ/ lakṣyatāvacchedakādhikaraṇatvaṃ ca	kapila tve lakzaNa samanvayaH/ lakzya tAvacCedaka aDikaraNa tvam ca
   lakṣyatāvacchedakaniṣṭhādheyatānirūpitādhiṅkaraṇatvam, tatrādheyatāyāṃ	lakzya tA avacCeda kanizWA ADeya tA nirUpita aDiFkaraNa tvam, tatra ADeya tAyAm
   1lakṣyatāvacchedakatāvacchedakasambandhāvacchinnatvaṃ niveśanīyam/ anyathā	1lakzya tAvacCedaka tAvat Cedaka sambanDa avacCinna tvam niveSanIyam/ anyaTA
   sallakṣaṇe sāsnāvattvādau kālikasambandhena	sat lakzaNe sAsnAvattva AdO kAlika sambanDena
   lakṣyatāvacchedakagotvādhikaraṇaṃ yat mahiṣādi tadvṛttitvābhāvasattvena	lakzya tAvacCedaka go tva aDikaraNam yat mahiza Adi tad vRtti tva aBAva sattvena
   avyāptalakṣaṇasyātivyāpteḥ/ evaṃ lakṣyatāvacchedakasamānādhikaraṇatve	avyApta lakzaNasya ati vyApteH/ evam lakzya tAvacCedaka samAna aDikaraNa tve
   satītyapi avyāptalakṣaṇe viśeṣaṇaṃ deyam/ anyathā asambhavagraste	satI iti api avyApta lakzaNe viSezaNam deyam/ anyaTA asamBava graste
   ekaśaphavattvādau avyāptalakṣaṇasyātivyāpteḥ/,	eka SaPa vat tva AdO avyApta lakzaNasya ati vyApteH/,
   gotvādhikaraṇanirūpitavṛttitvābhāvasya tatrāpi sattvāt/ tasmin	go tva aDikaraNa nirUpita vRtti tva aBAvasya tatra api sattva at/ tasmin
   viśeṣaṇe datte tu ekaśaphavattvādau nātivyāptiḥ, tasya	viSezaNe datte tu eka SaPa vat tva AdO na ati vyAptiH, tasya
   gotvādhikaraṇavṛttitvābhāvāt/	go tva aDikaraNa vRtti tva aBAvAt/
   lakṣyatāvacchedakasamānādhikaraṇatvaṃ ca	lakzya tAvacCedaka samAna aDikaraNa tvam ca
   lakṣyatāvacchedakaniṣṭhādheyatānirūpitādhikaraṇatāvannirūpitavṛttitvam/	lakzya tA avacCeda kanizWA ADeya tA nirUpita aDikaraNa tAvat nirUpita vRtti tvam/
   tatra lakṣyatāvacchedakaniṣṭhādheyatāyāṃ	tatra lakzya tA avacCeda kanizWA ADeya tAyAm
   lakṣyatāvacchedakatāvacchedakasambandhāvacchinnatvaṃ niveśanīyam/ anyathā	lakzya tAvacCedaka tAvat Cedaka sambanDa avacCinna tvam niveSanIyam/ anyaTA
   lakṣyatāvacchedakasya gotvasya kālikasambandhena adhikaraṇe aśve	lakzya tAvacCedakasya go tvasya kAlika sambanDena aDikaraNe aSve
   ekaśaphavattvasya sattvena asambhavagrastadharme	eka SaPavat tvasya sattvena asamBava grasta Darme
   avyāptalakṣaṇasyātivyāpteḥ/	avyApta lakzaNasya ati vyApteH/
   tanniveśe tu tādṛśasamavāyasambandhena gotvādhikaraṇarṃ gaureva,	tad niveSe tu tAdRSa samavAya sambanDena go tva aDikaraNarm gOH eva,
   tannirūpitavṛttitvaṃ ekaśaphavattve nāstīti nātivyāptiriti/ evaṃ	tad nirUpita vRtti tvam eka SaPa vat tve na asti iti na ati vyAptiH iti/ evam
   vṛttitve lakṣaṇatāvacchedakasambandhāvacchinnatvaṃ niveśanīyam/ anyathā	vRtti tve lakzaNa tAvacCedaka sambanDa avacCinna tvam niveSanIyam/ anyaTA
   ekaśaphavattvasya kālikasambandhena govṛttitayā pūrvoktadoṣāpatteḥ/ evaṃ	eka SaPa vat tvasya kAlika sambanDena go vRtti tayA pUrva ukta doza ApatteH/ evam
   ca	ca
   lakṣyatāvacchedakatāvacchedakasambanghāvacchinnalakṣyatāvacchedakaniṣṭhādheyatānirūpitādhikaraṇatāvannirūpitalakṣaṇatāvacche 	lakzya tAvacCedaka tAvat Cedaka sambanGa avacCinna lakzya tAvacCeda kanizWA ADeya tA nirUpita aDikaraNa tAvat nirUpita lakzaNa tAvacCe 
   dakasambandhāvacchinnavṛttitve sati	daka sambanDa avacCinna vRtti tve sati
   lakṣyatāvacchedakatāvacchedakasambandhāvacchinnalakṣyatāvacchedakaniṣṭhādheyatānirūpitā 	lakzya tAvacCedaka tAvat Cedaka sambanDa avacCinna lakzya tAvacCeda kanizWA ADeya tA nirUpitA 
   dhikaraṇatāvanniyapitalakṣaṇatāvacchedakasambandhāvacchinnavṛttitvābhāvaḥ	DikaraNa tAvat niyapita lakzaNa tAvat Cedaka sambanDa avacCinna vRtti tva aBAvaH
   avyāptasya lakṣaṇamiti phalitam/ adhikaṃ	avyAptasya lakzaNam iti Palitam/ aDikam
   paṭṭābhirāmaṭippaṇyādau draṣṭavyam/	pawwa aBirAma wippaNya AdO drazwavyam/
   lakṣyatāvacchedakadharmaḥ yena sambandhena lakṣye vartate sa sambandhaḥ	lakzya tAvacCedaka DarmaH yena sambanDena lakzye vartate sa sambanDaH
   lakṣyatāvacchedakatāvacchedakasambandhaḥ/	lakzya tAvacCedaka tAvat Cedaka sambanDaH/
   dīpikāyām   alakṣye lakṣaṇasya	dIpikAyAm  alakzye lakzaNasya
   vartanamativyāptiriti/	vartanam ativyAptiH iti/
   alakṣyamityasya lakṣyaniṣṭhapratiyogitākabhedavadityarthaḥ/ saptamyāḥ	alakzyam iti asya lakzya nizWa pratiyogi tAka Beda vat iti arTaH/ saptamyAH
   nirūpitatatvamarthaḥ/ tasya vartanaśabdārthe ādheyatve 'nvayaḥ/	nirUpita tatvam arTaH/ tasya vartana Sabda arTe ADeya tve anvayaH/
   lakṣyaniṣṭhapratiyogitākabhedavannirūpitavṛttitvamativyāptirityuktaṃ	lakzya nizWa pratiyogi tAka Beda vat nirUpita vRtti tvam ati vyAptiH iti uktam
   bhavatiṃ/ yathā goḥ śṛṅgitvaṃ lakṣaṇamuktaṃ cet idaṃ	BavatiM/ yaTA goH SRFgi tvam lakzaNam uktam ced idam
   lakṣaṇamativyāptiduṣṭaṃ bhavati, lakṣyā gauḥ	lakzaNam ati vyApti duzwam Bavati, lakzyAH gOH
   tanniṣṭhapratiyogitānirūpakabhedavati mahiṣādau śṛṅgitvasya	tad nizWa pratiyogitA nirUpaka Bedavati mahiza AdO SRFgi tvasya
   vartanāt/ atra lakṣyaniṣṭhapratiyogitāyāṃ lakṣyatāvacchedakāvacchinnatvaṃ	vartanAt/ atra lakzya nizWa pratiyogitAyAm lakzya tA avacCedaka avacCinna tvam
   niveśanīyam/ anyathā goniṣṭhapratiyogitākabheda ityanena	niveSanIyam/ anyaTA gonizWa pratiyogi tAka BedaH iti anena
   śvetagobhedasyāpi grahītuṃ śakyatayā tadvati kapilagavi kapilatvasya	Sveta go Bedasya api grahItum Sakya tayA tadvati kapila gavi kapila tvasya
   vartamānatayā avyāptadharme ativyāptalakṣaṇasyātivyāpteḥ/ tanniveśe tu	vartamAna tayA avyApta Darme ati vyApta lakzaNasya ati vyApteH/ tad niveSe tu
   lakṣyā gauḥ, lakṣyatāvacchedakaṃ gotvaṃ,	lakzyA gOH, lakzya tAvacCedakam go tvaM,
   tadavacchinnagoniṣṭhapratiyogitākabhedaḥ 'gaurna' iti pratītisiddhaḥ	tad avacCinna gonizWa pratiyogi tAka BedaH agOH na a iti pratIti sidDaH
   gosāmānyabhedaḥ tadvān kapilagaurna bhavati, kiṃ tu mahiṣādikameva	go sAmAni aBedaH tadvAn kapila gOH na Bavati, kim tu mahiza Adikam eva
   tadvṛttitvaṃ kapilatve nāstīti nātivyāptiḥ/	tad vRtti tvam kapila tve na asti iti na ati vyAptiH/
   evaṃ vṛttitāyāṃ	evam vRttitAyAm
   lakṣṇatāvacchedakasambandhāvacchinnatvaṃ niveśanīyam/ anyathā gobhinne	lakzNa tAvacCedaka sambanDa avacCinna tvam niveSanIyam/ anyaTA go Binne
   mahiṣādāvapi kālikasambandhena kapilatvasya vartamānatayā	mahiza AdO= api kAlika sambanDena kapila tvasya vartamAna tayA
   pūrvoktadoṣāpatteḥ/ tanniveśe tu lakṣaṇaṃ yena sambandhena lakṣye	pUrva ukta doza ApatteH/ tad niveSe tu lakzaNam yena sambanDena lakzye
   vartate se eva sambandhaḥ lakṣaṇatāvacchedakasambandha iti prakṛte	vartate se eva sambanDaH lakzaNa tAvat Cedaka sambanDaH iti prakRte
   samavāyasyaiva tādṛśatayā	samavAyasya eva tAdRSa tayA
   mahiśādinirūpitasamavāyasambandhāvacchinnavṛttitvasya	mahiSa Adi nirUpita samavAya sambanDa avacCinna vRtti tvasya
   kapilatve 'bhāvāt na tatrātivyāptiḥ/ evamapi asambhavagraste	kapila tve aBAvAt na tatra ativyAptiH/ evam api asamBava graste
   ekaśaphavattvādau lakṣyagobhinnāśvavṛttitvasattvāt	eka SaPa vat tva AdO lakzya go Binna aSva vRtti tva sattvAt
   ativyāptalakṣṇasyātivyāptiriti tadvāraṇāya	ati vyApta lakzNasya ativyAptiH iti tat vAraNAya
   lakṣyatāvacchedakasamānādhikaraṇatve satīti viśeṣaṇamatrāpi deyam/	lakzya tAvacCedaka samAna aDikaraNa tve satI iti viSezaNam atra api deyam /
   ekaśaphavattvasya lakṣyatāvacchedakagotvādhikaraṇavṛttitvābhāvānna doṣaḥ/	eka SaPavat tvasya lakzya tAvacCedaka go tva aDikaraNa vRtti tva aBAvAt na dozaH/
   tathā ca	taTA ca
   lakṣyatāvacchedakatāvacchedakasambandhāvacchinnalakṣyatāvacchedakasambandhāvacchinnalakṣyatāvacchedakaniṣṭhādheyatānirūpitā 	lakzya tAvacCedaka tAvat Cedaka sambanDa avacCinna lakzya tAvacCedaka sambanDa avacCinna lakzya tAvacCeda kanizWA ADeya tA nirUpitA 
   dhikaraṇatāvannirūpitalakṣaṇatāvacchedakasambandhāvacchinnavṛttitve sati	DikaraNa tAvat nirUpita lakzaNa tAvacCedaka sambanDa avacCinna vRtti tve sati
   lakṣyatāvacchedakāvacchinnalakṣyaniṣṭhapratiyogitānirūpakabhedavannirūpitalakṣaṇatāvacchedakasambandhāvacchinnavṛttitvam	lakzya tAvacCedaka avacCinna lakzya nizWa pratiyogitA nirUpaka Beda vat nirUpita lakzaNa tAvacCedaka sambanDa avacCinna vRtti tvam
   ativyāptasya	ati vyAptasya
   lakṣaṇamiti phalitam/	lakzaNam iti Palitam/
   lakṣyamātrāvṛttitvamasambhavaiti/ sarvatra lakṣye avartanamasambhavaḥ/	lakzya mAtra AvRtti tvam asamBava eti/ sarvatra lakzye avartanam asamBavaH/
   kvacillakṣye avartanamavyāptadharme 'pyastīti sarvatretyuktam/ goḥ	kvacid lakzye avartanam avyApta Darme api asti iti sarvatra iti uktam/ goH
   ekaśaphavattvam lakṣaṇamuktaṃ cet tatsarvāsu govyaktiṣu nāstīti	eka SaPa vat tvam lakzaNam uktam ced tat sarvAsu go vyaktizu na asti iti
   asambhavadoṣadūṣitaṃ bhavati/	asamBava doza dUzitam Bavati/
   lakṣyanirūpitavṛttitvatvāvacchinnapratiyogitākābhāvo 'tra vivakṣitaḥ, na	lakzya nirUpita vRtti tva tva avacCinna pratiyogi tAkA BAvaH atra vivakzitaH, na
   tu lakṣyavṛttitvapratiyogiko 'bhāvaḥ/ kapilatvādyavyāpyadharme 'pi	tu lakzya vRtti tva pratiyogikaH aBAvaH/ kapila tva Adi avyApya Darme api
   yatkiñcillakṣyaśvetagovṛttitvābhāvasya lakṣyavṛttitvapratiyogikasya	yat kiQcit lakzya Sveta go vRtti tva aBAvasya lakzya vRtti tva pratiyogikasya
   sattvenātivyāptyāpatteḥ/ tadvivakṣaṇe tu govṛttitvaṃ nāstīti	sattvena ati vyApti ApatteH/ tad vivakzaNe tu go vRtti tvam na asti iti
   pratītisiddhasya govṛttitvasāmānyābhāvasyaiva	pratIti sidDasya go vRtti tva sAmAnya aBAvasya eva
   lakṣyanirūpitavṛttitvatvāvacchinnapratiyogitākatayā tasya kapilatve	lakzya nirUpita vRtti tva tva avacCinna pratiyogi tAka tayA tasya kapila tve
   kapilagovṛttau virahāt nātivyāptiriti sūcanāya kṛtsnārthakaṃ	kapila go vRttO virahAt na ativyAptiH iti sUcanAya kRtsnA arTakam
   mātrapadam/ evaṃ lakṣyanirūpitavṛttitve	mAtra padam/ evam lakzya nirUpita vRtti tve
   lakṣṇatāvacchedakasambanghāvacchinnatvamapi niveśanīyam/ anyathā	lakzNa tAvacCedaka sambanGa avacCinna tvam api niveSanIyam/ anyaTA
   ekaśaphavattvāderapi kālikasambandhena govṛttitvena	eka SaPa vat tva AdeH api kAlika sambanDena go vRtti tvena
   tadvṛttitvābhāvavirahāt asambhavalakṣaṇe asambhavadoṣaḥ syāditi/ tathā	tad vRtti tva aBAva virahAt asamBava lakzaNe asamBava dozaH syAt iti/ taTA
   ca	ca
   lakṣyanirūpitalakṣṇatāvacchedakasambandhāvacchinnavṛttitvatvāvacchinnapratiyogitākābhāvaḥ	lakzya nirUpita lakzNa tAvacCedaka sambanDa avacCinna vRtti tva tva avacCinna pratiyogi tAkA BAvaH
   asambhava iti phalitam/ sarvamidamabhisandhāyāhaprakāśikāyām mātrapadaṃ	asamBavaH iti Palitam/ sarvam idam aBisanDAya aha prakASikAyAm mAtra padam
   kṛtsnārthakamiti/sambandhaviśeṣati/	kRtsnA arTaka miti/sambanDa viSezati/
   lakṣaṇatāvacchedakasambandhetyarthaḥ/lakṣyavṛttitvasāmānyābhāveti/	lakzaNa tAvacCedaka sambanDa iti arTaH/ lakzya vRtti tva sAmAnya aBAva iti/
   lakṣyavṛttitvatvāvacchinnapratiyogitākābhāvetyarthaḥ/	lakzya vRtti tva tva avacCinna pratiyogitAkA BAva iti arTaH/
   nanu asambhavagraste	nanu asamBava graste
   ekaśaphavattve alakṣyāśvṛttitvasattvena ativyāptyākhyadoṣasyāpi sattvāt	eka SaPavat tve alakzya aSvRtti tva sattvena ati vyApti AKya dozasya api sattvAt 
   ekatra anekadoṣasāṅkaryaṃ prasajatīti śaṅkate  na cātretyādinā/ śaṅkeyaṃ	ekatra aneka doza sAFkaryam prasajati iti SaFkate  na ca atra ityAdinA/ SaFkA iyam
   yathāśrutātivyāptilakṣaṇābhiprāyeṇa/	yaTA Sruta ati vyApti lakzaNa aBiprAyeNa/
   lakṣyatāvacchedakasamānādhikaraṇatve satīti viśeṣaṇaviśiṣṭasya	lakzya tAvacCedaka samAna aDikaraNa tve satI iti viSezaNa viSizwasya
   pūrvoktapariṣkṛtātivyāptisvarūpasya ekaśaphavattve virahāt/	pUrva ukta parizkRta ati vyApti svarUpasya eka SaPavat tve virahAt /
   doṣabhedāt/ duṣṭasyāpi bhedena bhavitavyamiti śaṅkiturbhāvaḥ/	doza Beda at/ duzwasya api Bedena Bavitavyam iti SaFkituH BAvaH/
   samādhatte  duṣṭasaṅkare 'pī	samADatte  duzwa saFkare apI
   ti/ duṣṭasyaikatve 'pi doṣasya ekatvaṃ	ti/ duzwasya ekatve api dozasya eka tvam
   netyarthaḥ/ ekasmin anekadoṣāṇāṃ samāveśasambhavena doṣabhedāt	na iti arTaH/ ekasmin aneka dozANAm samAveSa samBavena doza BedAt 
   tadāśrayaduṣṭabhedāpattirneti samādhāturāśayaḥ/	tad ASraya duzwa Beda ApattiH na iti samADAtuH ASayaH/
   'upadheyasaṅkare 'pyupādherasaṅkaraḥ' iti	aupaDeya saFkare api upADeH asaFkaraHa iti
   maṇikāravacanasyāpyayamevārthaḥ/	maNikAra vacanasya api ayam eva arTaH/
   dīpikā	dIpikA
   lakṣaṇalakṣaṇavicāraḥ	lakzaNa lakzaNa vicAraH
   etaddūṣaṇatrayarahitadharmo lakṣaṇam/ yathā goḥ sāsnādimattvam/	etad dUzaNa traya rahita DarmaH lakzaNam/ yaTA goH sAsnAdimattvam/
   sa evāsādhāraṇadharma ityucyate/	saH eva asADAraNa DarmaH iti ucyate/
   lakṣyatāvacchedakasamaniyatatvamasādhāraṇatvam/ vyāvartakasyaiva	lakzya tAvacCedaka sama niyata tvam asADAraNa tvam/ vyAvartakasya eva
   lakṣaṇatve	lakzaNa tve
   vyāvṛttāvabhidheyatvādau cātivyāptiḥ ataḥ tadvāraṇāya tadbhinnatvaṃ	vyAvRttO= aBiDeya tva AdO ca ativyAptiH atas tad vAraNAya tad Binna tvam
   dharmaviśeṣaṇaṃ deyam/ vyavahārasyāpi lakṣaṇaprayojanatve tu tat na	Darma viSezaNam deyam/ vyavahArasya api lakzaNa prayojana tve tu tat na
   deyam/ vyāvṛtterapi vyavahārasādhanatvāt/	deyam/ vyAvRtteH api vyavahAra sADana tvAt/
   prakāśikā	prakASikA
   etaddūṣaṇatrayarahitaiti/ uktadūṣaṇābhāvatrayaviśiṣṭa	etad dUzaNa traya rahita eti/ ukta dUzaNa aBAva traya viSizwa
   ityarthaḥ/ nanvasādhāraṇadharmo lakṣaṇamiti hi siddhāntaḥ/ tasmāt	iti arTaH/ nanu asA DAraNa DarmaH lakzaNam iti hi sidDAntaH/ tasmAt 
   kāraṇāt kathaṃ dūṣaṇatrayarahito dharmo lakṣaṇamityata āha  sa	kAraNAt kaTam dUzaNa traya rahitaH DarmaH lakzaNam iti atas Aha  sa
   eveti/ityucyataiti/ abhiyuktairiti śeṣaḥ/ nanu	eva iti/iti ucyatA eti/ aBiyuktEH iti SezaH/ nanu
   sādhāraṇyasya lakṣyālakṣyavṛttitvarūpatayā	sADAraNyasya lakzya Alakzya vRtti tva rUpa tayA
   tadabhāvarūpāsādhāraṇyasyāvyāptyādidoṣagrastadharme 'pi sattvāt kathaṃ	tad aBAva rUpa asADa araNyasya avyApti Adi doza grasta Darme api sattvAt kaTam
   doṣatrayarahita evāsādhāraṇadharma ityāśaṅkāṃ parijihīrṣuḥ	dozatraya rahitaH eva asADAraNa DarmaH iti ASaFkAm parijihIrzuH
   asādhāraṇatvamanyādṛśaṃ nirvakti  lakṣyatāvacchedakasamaniyatatvamiti/	asADAraNa tvam anyAdRSam nirvakti  lakzya tAvacCedaka sama niyata tvam iti/
   lakṣyatāvacchedakavyāpakatve sati	lakzya tAvacCedaka vyApaka tve sati
   lakṣyatāvacchedakavyāpyatvamityarthaḥ/ avyāptyasambhavagrastayorvāraṇāya	lakzya tA avacCedaka vyApya tvam iti arTaH/ avyAptya samBava grastayoH vAraNAya
   satyantam/ ativyāptasya vāraṇāya viśeṣyam/ dharmapadaṃ	satyantam/ ati vyAptasya vAraNAya viSezyam/ Darma padam
   lakṣaṇatāghaṭakasambandhena vyāpakatvāditātparyagrāhakamiti bhāvaḥ/	lakzaNa tA Gawaka sambanDena vyApaka tvAditAtparyagrAhakam iti BAvaH/
   atredaṃ bodhyam  	atra idam boDyam  
   etaddoṣā asādhāraṇatvasya vighaṭakāḥ/ ativyāptau	etad dozAH asADAraNa tvasya viGawakAH/ ati vyAptO
   vyāpyatvasyetarayośca vyāpakatvasya bhaṅgāt/ eteṣāṃ dūṣakatābījaṃ	vyApya tvasya itarayoH ca vyApaka tvasya BaFgAt/ etezAm dUzaka tA bIjam
   lakṣaṇena lakṣaṇena itarabhedasādhane 'tivyāptau vyabhicāraḥ,	lakzaNena lakzaNena itara Beda sADane ati vyAptO vyaBicAraH,
   itarayośca bhāgāsiddhisvarūpāsiddhī iti/ nanu	itarayoH ca BAga asidDi svarUpa asidDI iti/ nanu
   lakṣyatāvacchedakasamaniyatatvasya lakṣaṇalakṣaṇatve lakṣaṇasya	lakzya tAvacCedaka sama niyata tvasya lakzaNa lakzaNa tve lakzaNasya
   vyāvṛttireva	vyAvRttiH eva
   prayojanamiti mate vyāvartakasyaiva lakṣaṇalakṣaṇalakṣyatayā	prayojanam iti mate vyAvartakasya eva lakzaNa lakzaNa lakzya tayA
   vyāvṛttyādāvativyaptirityāśaṅkāṃ tanmatānusāreṇa nirākaroti  	vyAvRtti AdO= ativyaptiH iti ASaFkAm tad mata anusAreNa nirAkaroti  
   vyāvartakasyaiveti/ itarabhedānumitijanakasyaivetyarthaṃḥ/	vyAvartakasya eva iti/ itara Beda anumiti janakasya eva iti arTaMH/
   itarabhedavidheyakānumitijanaka	itara Beda viDeyaka anumiti janaka
   tāvacchedakaviṣayatāviśeṣāśrayasyaivetiyāvat/ etena	tAvat Cedaka vizaya tA viSeza ASrayasya eva itiyAvat/ etena
   vyāvahārikavyavacchedaḥ/lakṣaṇatvegavādilakṣaṇatve	vyAvahArika vyavacCedaH/lakzaNa tvegavAdi lakzaNa tve
   uktalakṣaṇalakṣaṇalakṣyatva iti yāvat/lakṣyatvaiti pāṭhe 'pyayamevārtho	ukta lakzaNa lakzaNa lakzya tvaH iti yAvat /lakzya tvA eti pAWe api ayam eva arTaH 
   bodhyaḥ/vyāvṛttāviti/	boDyaH/ vyAvRttO= iti/
