   (Vaidya 258)	(VEdyaH 258)
   śakyamekaikaṃ binduṃ gaṇayitum / na tu kulaputra avalokiteśvarasya	Sakyam-ekEkam bindum gaNayitum / na tu kula-putra avalokita-ISvarasya
   bodhisattvasya mahāsattvasya śakyate puṇyasaṃbhāraṃ gaṇayitum / tadyathāpi	boDisattvasya mahAsattvasya Sakyate puNya-saMBAram gaNayitum / tat-yaTA-api
   nāma kulaputra caturmahādvīpeṣu ye keciccatuṣpādā	nAma kula-putra catur-mahA-dvIpezu ye kecid-catuzpAdA
   siṃhavyāghraṛkṣatarakṣumṛgoṣṭraśṛgālādayo gogardabhāḥ paśavaḥ hastino 'śvā	siMha-vyAGra-Rkza-tarakzu-mRga-uzwra-SRgAla-AdayaH go-gardaBAH paSavaH hastinaH aSvA
   mahiṣā mārjārādayaḥ, eteṣu catuṣpadeṣu śakyate mayaikaikaṃ romaṃ gaṇayitum	mahizA mArjAra-AdayaH, etezu catuzpadezu Sakyate mayA-ekEkam romam gaNayitum
   / na tu kulaputra avalokiteśvarasya bodhisattvasya mahāsattvasya śakyate	/ na tu kula-putra avalokita-ISvarasya boDisattvasya mahAsattvasya Sakyate
   puṇyasaṃbhāraṃ gaṇayitum / tadyathāpi nāma kulaputra kaścideva kulaputro	puNya-saMBAram gaNayitum / tat-yaTA-api nAma kula-putra kaScid-eva kula-putraH-
   vā kuladuhitā vā paramāṇurajopamāstathāgatā arhataḥ samyaksaṃbuddhā	vA kula-duhitA vA paramANu-raja-upamAH-taTAgatAH arhataH samyaksaMbudDA
   divyasauvarṇaratnamayān stūpān kārayeddhastaśatasahasrapramāṇam, kārayitvā	divya-sOvarNa-ratna-mayAn stUpAn kArayet-hasta-Sata-sahasra-pramANam, kArayitvA
   caikadine dhyānāvaropaṇaṃ kuryāt, tacchakyaṃ mayā kulaputra teṣāṃ	ca-eka-dine DyAna-avaropaNam kuryAt, tat-Sakyam mayA kula-putra tezAm
   sauvarṇarajatamayānāṃ tathāgatānāṃ karaṇeṣu puṇyaskandhaṃ gaṇayitum / na	sOvarNa-rajata-mayAnAm taTAgatAnAm karaNezu puNya-skanDam gaNayitum / na
   tu kulaputra avalokiteśvarasya bodhisattvasya śakyate puṇyasaṃbhāraṃ	tu kula-putra avalokita-ISvarasya boDisattvasya Sakyate puNya-saMBAram
   gaṇayitum / tadyathāpi nāma kulaputra śakyate mayā śīrṣavanasyaikaikaṃ	gaNayitum / tat-yaTA-api nAma kula-putra Sakyate mayA SIrza-vanasya-ekEkam
   patrāṇi gaṇayitum, na tvavalokiteśvarasya śakyate mayā puṇyasaṃbhāraṃ	patrANi gaNayitum, na tu-avalokiteSvarasya Sakyate mayA puNya-saMBAram
   gaṇayitum / tadyathāpi nāma kulaputra caturmahādvīpeṣu	gaNayitum / tat-yaTA-api nAma kula-putra catur-mahA-dvIpezu
   strīpuruṣadārakadārikāste sarve srotāpattiphale sakṛdāgāmiphale	strI-puruza-dAraka-dArikAH-te sarve srotApatti-Pale sakRdAgAmi-Pale
   'nāgāmiphale 'rhattve pratyekabodhau niyojayeyam / yaścaiteṣu	anAgAmi-Pale arhat-tve pratyeka-boDO niyojayeyam / yaH-ca-etezu
   puṇyaskandhaḥ, avalokiteśvarasya pūrvavadbālagre sa puṇyaskandhaḥ //	puNya-skanDaH, avalokita-ISvarasya pUrvavat-bAlagre sa puNya-skanDaH //
   ityavalokiteśvarapuṇyaskandhakathanaṃ nāma saptamaṃ prakaraṇam //	iti-avalokiteSvarapuNya-skanDakaTanam nAma saptamam prakaraNam //
   START Kvyu 1,8:	START Kvyu 1,8:
   vaineyadharmopadeśaḥ aṣṭamaṃ prakaraṇam /	vEneya-Darma-upadeSaH azwamam prakaraNam /
   atha ratnapāṇirbodhisattvo mahāsattvo bhagavantametadavocat - na me	aTa ratna-pANiH-boDisattvaH mahAsattvaH Bagavantam-etat-avocat  na me
   bhagavana kvacidīdṛśaḥ acintyastathāgatānāṃ puṇyaskandho dṛṣṭo vā śruto vā	BagavanaH kvacid-IdRSaH acintyaH-taTAgatAnAm puNya-skanDaH dRzwaH vA SrutaH vA
   prāgeva bodhisattvabhūtasya, yādṛśo bhagavato 'valokiteśvarasya	prAk-eva boDisattva-BUtasya, yAdRSaH BagavataH avalokiteSvarasya
   bodhisattvasya puṇyaskandhaḥ / bhagavānāha - yatkhalu kulaputra mama	boDisattvasya puNya-skanDaH / BagavAn-Aha  yat-Kalu kula-putra mama
   sadṛśāḥ gaṅgānadīvālukopamāstathāgatā arhantaḥ samyaksaṃbuddhā bhaveyuḥ,	sadRSAH gaFgA-nadI-vAlukA-upamAH-taTAgatAH arhantaH samyaksaMbudDAH BaveyuH,
   te caikasthāne (Vaidya 268) dhārayeyuḥ satkārāya	te ca-eka-sTAne (VEdyaH 268) DArayeyuH satkArAya
   divyakalpacīvarapiṇḍapātraśayanāsanaglānapratyayabhaiṣajyapariṣkāraiḥ, te	divya-kalpa-cIvara-piNxa-pAtra-Sayana-Asana-glAna-pratyaya-BEzajya-parizkArEH, te
   ca tathāgatā arhantaḥ samyaksaṃbuddhāḥ sarvathaikatra saṃnipātyante /	ca taTAgatAH arhantaH samyaksaMbudDAH sarvaTA-ekatra saMnipAtyante /
   sarve avalokiteśvarasya bodhisattvasya mahāsattvasya na śankuvanti	sarve avalokita-ISvarasya boDisattvasya mahAsattvasya na Sankuvanti
   puṇyaskandhaṃ gaṇayitum / prāgeva kulaputra ahamekākī asmin lokadhātau	puNya-skanDam gaNayitum / prAk-eva kula-putra aham-ekAkI asmin lokaDAtO
   viharāmi, tatkathaṃ śaknuyāṃ tasya puṇyaskandhaṃ vācā vyāhartum? api ca	viharAmi, tat-kaTam SaknuyAm tasya puNya-skanDam vAcA vyAhartum? api ca
   kulaputra sarve tathāgatā daśabhyo vāgbhiḥ evaṃ vācamabhāṣanta - te	kula-putra sarve taTAgatAH daSaByaH vAgBiH evam vAcam-aBAzanta  te
   sattvāḥ sukhitā loke bhavanti, ye avalokiteśvarasya bodhisattvasya	sattvAH suKitAH loke Bavanti, ye avalokita-ISvarasya boDisattvasya
   mahāsattvasya nāmadheyamanusmaranti / te	mahAsattvasya nAmaDeyam-anusmaranti / te
   jarāmaraṇavyādhiśokaparidevaduḥkhadaurmanasyebhyaḥ parimuktā bhavanti, te	jarA-maraNa-vyADi-Soka-parideva-duHKa-dOrmanasyeByaH parimuktAH Bavanti, te
   āpaścimasāṃsārikaṃ duḥkhaṃ nānubhavanti, te śuklapāṇḍarapaṭā iva	ApaScima-sAMsArikam duHKam na-anuBavanti, te Sukla-pANxara-pawAH iva
   rājahaṃsāḥ plutavāyuvegā iva gacchanti sukhāvatīlokadhātumamitābhasya	rAjahaMsAH pluta-vAyu-vegAH iva gacCanti suKAvatI-lokaDAtum-amita-ABasya
   tathāgatasya saṃmukhaṃ dharmaśravaṇāya / dharmaṃ śrutvā ca sāṃsārikaṃ	taTAgatasya saMmuKam Darma-SravaNAya / Darmam SrutvA ca sAMsArikam
   duḥkhaṃ teṣāṃ kāye na bādhate, na ca rāgadveṣamohena jarāmaraṇam, na ca	duHKam tezAm kAye na bADate, na ca rAga-dveza-mohena jarA-maraNam, na ca
   teṣāṃ kṣutpipāsā duḥkhaṃ kāye na bādhate, na ca te	tezAm kzuD-pipAsA duHKam kAye na bADate, na ca te
   garbhāvāsaduḥkhamanusmaranti, tasminneva padme jāyante / dharmarasena	garBa-AvAsa-duHKam-anusmaranti, tasmin=-eva padme jAyante / Darma-rasena
   pūryamāṇāḥ satataparigrahaṃ vyavasthāpitāḥ tāvadasmiṃllokadhātau	pUryamANAH satata-parigraham vyavasTApitAH tAvat-asmin=-lokaDAtO
   tiṣṭhanti, yāvadavalokiteśvarasya bodhisattvasya dṛḍhapratijñā na	tizWanti, yAvat-avalokiteSvarasya boDisattvasya dRXa-pratijQA na
   paripūritā bhavati - sarvasattvā sarvaduḥkhebhyaḥ parimokṣitāḥ	paripUritA Bavati  sarva-sattvA sarva-duHKeByaH parimokzitAH
   yāvadanuttarāyāḥ samyaksaṃbodhau na pratiṣṭhāpitā bhavanti //	yAvat-anuttarAyAH samyaksaMboDO na pratizWApitAH Bavanti //
   atha ratnapāṇirbodhisattvo bhagavantametadavocat - katamena kālena	aTa ratna-pANiH-boDisattvaH Bagavantam-etat-avocat  katamena kAlena
   bhagavato 'sya dṛḍhapratijñāṃ paripūrayati, sarvasattvāśca mokṣamārge	BagavataH asya dRXa-pratijQAm paripUrayati, sarva-sattvAH-ca mokza-mArge
   pratiṣṭhāpitā bhaveyuḥ? bhagavānāha - bahubhiḥ kulaputra kāraṇaiḥ sattvāḥ	pratizWApitA BaveyuH? BagavAn-Aha  bahuBiH kula-putra kAraNEH sattvAH
   kāraṇāt saṃsāre saṃsaranti, devatā sattvān paripācayati, teṣāṃ sattvānāṃ	kAraNAt saMsAre saMsaranti, devatA sattvAn paripAcayati, tezAm sattvAnAm
   bodhimārgamupadarśayati / yena yena rupeṇa vaineyāḥ sattvāḥ, tena tena	boDimArgam-upadarSayati / yena yena rupeNa vEneyAH sattvAH, tena tena
   rupeṇa dharmaṃ deśayati / tathāgatavaineyānāṃ sattvānāṃ tathāgatarupeṇa	rupeNa Darmam deSayati / taTAgata-vEneyAnAm sattvAnAm taTAgatarupeNa
   dharmaṃ deśayati / pratyekabuddhavaineyānāṃ sattvānāṃ pratyekabuddharūpeṇa	Darmam deSayati / pratyekabudDa-vEneyAnAm sattvAnAm pratyekabudDa-rUpeNa
   dharmaṃ deśayati / arhattvavaineyānāṃ sattvānāmarhattvarūpeṇa dharmaṃ	Darmam deSayati / arhat-tva-vEneyAnAm sattvAnAm-arhat-tva-rUpeNa Darmam
   deśayati / bodhisattvavaineyānāṃ sattvānāṃ bodhisattvarūpeṇa dharmaṃ	deSayati / boDisattva-vEneyAnAm sattvAnAm boDisattva-rUpeNa Darmam
   deśayati / maheśvaravaineyānāṃ sattvānāṃ maheśvararūpeṇa dharmaṃ deśayati	deSayati / maheSvara-vEneyAnAm sattvAnAm maheSvara-rUpeNa Darmam deSayati
   / nārāyaṇavaineyānāṃ sattvānāṃ nārāyaṇarūpeṇa dharmaṃ deśayati /	/ nArAyaNa-vEneyAnAm sattvAnAm nArAyaNa-rUpeNa Darmam deSayati /
   brahmavaineyānāṃ sattvānāṃ brahmarūpeṇa dharmaṃ deśayati / indravaineyānāṃ	brahma-vEneyAnAm sattvAnAm brahma-rUpeNa Darmam deSayati / indra-vEneyAnAm
   sattvānāmindrarūpeṇa dharmaṃ deśayati / ādityavaineyānāṃ	sattvAnAm-indra-rUpeNa Darmam deSayati / Aditya-vEneyAnAm
   sattvānāmādityarūpeṇa dharmaṃ deśayati / candravaineyānāṃ sattvānāṃ	sattvAnAm-Aditya-rUpeNa Darmam deSayati / candra-vEneyAnAm sattvAnAm
   candrarūpeṇa dharmaṃ deśayati / agnivaineyānāṃ sattvānāmagnirūpeṇa dharmaṃ	candra-rUpeNa Darmam deSayati / agni-vEneyAnAm sattvAnAm-agni-rUpeNa Darmam
   deśayati / varuṇavaineyānāṃ sattvānāṃ varuṇarūpeṇa dharmaṃ deśayati /	deSayati / varuNa-vEneyAnAm sattvAnAm varuNa-rUpeNa Darmam deSayati /
   vāyuvaineyānāṃ sattvānāṃ vāyurūpeṇa dharmaṃ deśayati / nāgavaineyānāṃ	vAyu-vEneyAnAm sattvAnAm vAyu-rUpeNa Darmam deSayati / nAga-vEneyAnAm
   sattvānāṃ nāgarūpeṇa dharmaṃ deśayati / vighnapativaineyānāṃ sattvānāṃ	sattvAnAm nAga-rUpeNa Darmam deSayati / viGnapati-vEneyAnAm sattvAnAm
   vighnapatirūpeṇa dharmaṃ deśayati / yakṣavaineyānāṃ sattvānāṃ yakṣarūpeṇa	viGnapati-rUpeNa Darmam deSayati / yakza-vEneyAnAm sattvAnAm yakza-rUpeNa
   dharmaṃ deśayati / vaiśravaṇavaineyānāṃ sattvānāṃ vaiśravaṇarūpeṇa dharmaṃ	Darmam deSayati / vESravaNa-vEneyAnAm sattvAnAm vESravaNa-rUpeNa Darmam
   deśayati / rājavaineyānāṃ sattvānāṃ rājarūpeṇa dharmaṃ deśayati /	deSayati / rAja-vEneyAnAm sattvAnAm rAja-rUpeNa Darmam deSayati /
   rājabhaṭavaineyānāṃ sattvānāṃ rājabhaṭarūpeṇa dharmaṃ deśayati /	rAja-Bawa-vEneyAnAm sattvAnAm rAja-Bawa-rUpeNa Darmam deSayati /
   mātṛpitṛvaineyānāṃ sattvānāṃ mātṛpitṛrūpeṇa dharmaṃ deśayati / yathā yathā	mAtR-pitR-vEneyAnAm sattvAnAm mAtR-pitR-rUpeNa Darmam deSayati / yaTA yaTA
   vaineyānāṃ sattvānāṃ tathā tathā (Vaidya 269) rūpeṇa dharmaṃ deśayati /	vEneyAnAm sattvAnAm taTA taTA (VEdyaH 269) rUpeNa Darmam deSayati /
   evaṃ kulaputra avalokiteśvaro bodhisattvo mahāsattvaḥ sattvān dharmaṃ	evam kula-putra avalokita-ISvaraH boDisattvaH mahAsattvaH sattvAn Darmam
   deśayati, paripācayati, nirvāṇabhūmimupadarśayati //	deSayati, paripAcayati, nirvANa-BUmim-upadarSayati //
   iti vaineyadharmopadeśo nāma aṣṭamaṃ prakaraṇam //	iti vEneya-Darma-upadeSaH nAma azwamam prakaraNam //
   START Kvyu 1,9:	START Kvyu 1,9:
   asurāśvāsanaṃ navamaṃ prakaraṇam /	asura-ASvAsanam navamam prakaraNam /
   atha ratnapāṇirbodhisattvo mahāsattvo bhagavantametadavocat -	aTa ratna-pANiH-boDisattvaH mahAsattvaH Bagavantam-etat-avocat -
   paramāścaryādbhutaprāpto 'haṃ bhagavan / na ca me kadācidasmābhirīdṛśo	parama-AH-caryA-adButa-prAptaH aham Bagavan / na ca me kadAcid-asmABiH-IdRSaH-
   viṣayo dṛṣṭo vā śruto vā, yādṛśo 'valokiteśvarasya bodhisattvasya	vizayaH dRzwaH vA SrutaH vA, yAdRSaH avalokiteSvarasya boDisattvasya
   mahāsattvasya viṣayaḥ / tādṛśastathāgatānāmapi na saṃvidyate //	mahAsattvasya vizayaH / tAdRSaH-taTAgatAnAm-api na saMvidyate //
   bhagavānāha - asti kulaputra asminneva jambudvīpe vajrakukṣirnāma guhā /	BagavAn-Aha  asti kula-putra asmin=-eva jambudvIpe vajrakukziH-nAma guhA /
   atra anekānyasurakoṭīniyutaśatasahasrāṇi prativasanti sma / tatra	atra anekAni-asura-kowI-niyuta-Sata-sahasrANi prativasanti sma / tatra
   kulaputra avalokiteśvaro bodhisattvo 'surarūpeṇāsurāṇāṃ dharmaṃ deśayati /	kula-putra avalokita-ISvaraH boDisattvaH asura-rUpeNa-asurANAm Darmam deSayati /
   imaṃ ca kāraṇḍavyūhamahāyānasūtraratnarājamuddeśayati /	imam ca kAraNxa-vyUha-mahAyAna-sUtra-ratna-rAjam-uddeSayati /
   dharmaśravaṇāyāgatānasurānevaṃ ca kathayati sma - asurāṇāṃ dharmaṃ	Darma-SravaNAya-AgatAn-asurAn-evam ca kaTayati sma  asurANAm Darmam
   śṛṇvantu bhavantaḥ / ye cānye 'suraparṣadaste maitracittāḥ śāntacittāḥ	SRNvantu BavantaH / ye ca-anye asura-parzadaH-te mEtra-cittAH SAnta-cittAH
   dayācittāḥ sattvānāmantike hitasukhacittā bhāvaṃ samanvāhṛtya imaṃ	dayA-cittAH sattvAnAm-antike hita-suKa-cittAH BAvam samanvAhRtya imam
   kāraṇḍavyūhaṃ dharmaparyāyaṃ śrotavyam //	kAraNxa-vyUham Darma-paryAyam Srotavyam //
   atha te 'surāḥ kṛtakarapuṭā avalokiteśvarasyāntikamimaṃ dharmaparyāyaṃ	aTa te asurAH kRta-kara-puwAH avalokita-ISvarasya-antikam-imam Darma-paryAyam
   śṛṇvanti sma / te sukhitā loke ye īdṛśaṃ cintāmaṇisadṛśaṃ kāraṇḍavyūhaṃ	SRNvanti sma / te suKitAH loke ye IdRSam cintAmaNi-sadRSam kAraNxa-vyUham
   mahāyānasūtraratnarājamabhimukhīkurvanti, śṛṇvanti, śrutvā	mahAyAna-sUtra-ratna-rAjam-aBimuKIkurvanti, SRNvanti, SrutvA
   cābhiśraddadhāsyanti, pratīṣyanti, likhiṣyanti, likhāpayiṣyanti,	ca-aBiSraddaDAsyanti, pratIzyanti, liKizyanti, liKApayizyanti,
   dhārayiṣyanti, vācayiṣyanti, pūjayiṣyanti, cintayiṣyanti, parebhyaśca	DArayizyanti, vAcayizyanti, pUjayizyanti, cintayizyanti, pareByaH-ca
   vistareṇa saṃprakāśayiṣyanti, bhāvayiṣyanti, paramaprītyā	vistareNa saMprakASayizyanti, BAvayizyanti, parama-prItyA
   gauraveṇādhyāśayena ca namaskurvanti / teṣāṃ ca pañcānantaryāṇi karmāṇi	gOraveNa-aDyASayena ca namaskurvanti / tezAm ca paQca-AnantaryANi karmANi
   kṣapayanti, kṣapayitvā pariśuddhakāyā bhaviṣyanti, jātismarāśca /	kzapayanti, kzapayitvA pariSudDa-kAyAH Bavizyanti, jAti-smarAH-ca /
   maraṇakāle dvādaśa tathāgatā upasaṃkramiṣyanti, te ca sarve tathāgatā	maraNa-kAle dvAdaSa taTAgatAH upasaMkramizyanti, te ca sarve taTAgatA
   āśvāsayiṣyanti - mā bhaiṣīḥ kulaputra, tvayā kāraṇḍavyūhaṃ	ASvAsayizyanti  mA BEzIH kula-putra, tvayA kAraNxa-vyUham
   mahāyānasūtraratnarājaṃ śrutam / vividhāste 'rthamārgāḥ sajjīkṛtāḥ	mahAyAna-sUtra-ratna-rAjam Srutam / viviDAH-te arTa-mArgAH sajjIkRtAH
   sukhāvatī gamanāya ca / tatra sukhāvatyāṃ lokadhātau tavārthe vicitraṃ ca	suKAvatI gamanAya ca / tatra suKAvatyAm lokaDAtO tava-arTe vicitram ca
   te chatraṃ sihāsanaṃ sajjīkṛtam, divyamaulīkuṇḍalasragdāmamīdṛśasya	te Catram sihAsanam sajjIkRtam, divya-mOlI-kuNxala-sraj-dAmam-IdRSasya
   nimittam, maraṇakālasamayaparipanthita eva sukhāvatīmanugacchati / evaṃ sa	nimittam, maraNa-kAla-samaya-paripanTitaH eva suKAvatIm-anugacCati / evam sa
   ratnapāṇe prativiśiṣṭataraṃ puṇyaphalaṃ darśayannavalokiteśvaro	ratna-pANe prativiSizwataram puNya-Palam darSayan=-avalokita-ISvaraH-
   bodhisattvo mahāsattvo nirvāṇikīṃ bhūmimupadarśayati sma / asurāṇāṃ	boDisattvaH mahAsattvaH nirvANikIm BUmim-upadarSayati sma / asurANAm
   nirvāṇapathamupadarśitaṃ sarvapāpamatinivāraṇārthamanuttare bodhimārge	nirvANa-paTam-upadarSitam sarva-pApam-ati-nivAraNa-arTam-anuttare boDi-mArge
   pratiṣṭhāpanārtham //	pratizWApana-arTam //
   atha ratnapāṇirbodhisattvo mahāsattvo bhagavataḥ pādau śirasābhivandya	aTa ratna-pANiH-boDisattvaH mahAsattvaH BagavataH pAdO SirasA-aBivandya
   tatraiva prakrāntaḥ //	tatra-eva prakrAntaH //
   iti asurāśvāsanaṃ nāma navamaṃ prakaraṇam //	iti asurASvAsanam nAma navamam prakaraNam //
   START Kvyu 1,10:	START Kvyu 1,10:
   kāñcanamayabhūmyādyupasthānaṃ daśamaṃ prakaraṇam /	kAQcana-maya-BUmi-Adi-upasTAnam daSamam prakaraNam /
   athe sarvanīvaraṇaviṣkambhī bhagavantametadavocat - atidurlabhaṃ bhagavan	aTe sarva-nIvaraNa-vizkamBI Bagavantam-etat-avocat  ati-durlaBam Bagavan
   asyāvalokiteśvarasya vikurvitāni śrūyante guṇodbhāvanāni ca / bhagavānāha	asya-avalokita-ISvarasya vikurvitAni SrUyante guNa-udBAvanAni ca / BagavAn-Aha
   - api ca kulaputra tasmād (Vaidya 270) vajrakukṣeryadā niṣkrāntaḥ,	 api ca kula-putra tasmAt (VEdyaH 270) vajra-kukzeH-yadA nizkrAntaH,
   kāñcanamayyāṃ bhūmyāṃ praviṣṭaḥ, tadā guṇodbhāvanāṃ śṛṇu / tadapi	kAQcana-mayyAm BUmyAm pravizwaH, tadA guNa-udBAvanAm SRNu / tat-api
   pūrvatarapravacanam / tadapi samatikramya viśvabhūrnāma tathāgato 'rhan	pUrvatara-pravacanam / tat-api samatikramya viSvaBUH-nAma taTAgataH arhan
   samyaksaṃbuddho babhūva vidyācaraṇasaṃpannaḥ sugato lokavidanuttaraḥ	samyaksaMbudDaH baBUva vidyA-caraNa-saMpannaH sugataH loka-vid-anuttaraH
   puruṣadamyasārathiḥ śāstā devānāṃ ca manuṣyāṇāṃ ca buddho bhagavān / tena	puruza-damya-sAraTiH SAstA devAnAm ca manuzyANAm ca budDaH BagavAn / tena
   kālena tena samayena ahaṃ sarvanīvaraṇaviṣkambhī bodhisattvaḥ kṣāntivādī	kAlena tena samayena aham sarva-nIvaraNa-vizkamBI boDisattvaH kzAnti-vAdI
   ṛṣirabhūt girigahvarāntarakarvaṭasthānavāsī, manuṣyāṇāmavacare	RziH-aBUt giri-gahvara-antara-karvawa-sTAna-vAsI, manuzyANAm-avacare
   pṛthivīpradeśe vyaharan / tadā kālānukālaṃ mayā tasya viśvabhuvaḥ	pRTivI-pradeSe vyaharan / tadA kAla-anukAlam mayA tasya viSvaBuvaH
   tathāgatasya sakāśāt guṇodbhāvanā avalokiteśvarasya bodhisattvasya	taTAgatasya sakASAt guNa-udBAvanA avalokita-ISvarasya boDisattvasya
   mahāsattvasya śrutā vividhasarvasattvaparipācanam / asti	mahAsattvasya SrutAH viviDa-sarva-sattva-paripAcanam / asti
   sarvanīvaraṇaviṣkambhin sā kāñcanamayī nāma bhūmirasti yaduttarasyāṃ	sarva-nIvaraNa-vizkamBin sA kAQcana-mayI nAma BUmiH-asti yat-uttarasyAm
   kāñcanamayyāṃ bhūmyāṃ gatvā avalokiteśvaro bodhisattvo mahāsattvo	kAQcana-mayyAm BUmyAm gatvA avalokita-ISvaraH boDisattvaH mahAsattvaH-
   'dhomukhānāṃ sattvānāṃ dharmaṃ deśayati sma / āryāṣṭāṅgikamārgaṃ	aDomuKAnAm sattvAnAm Darmam deSayati sma / Arya-azwAFgika-mArgam
   nirvāṇamupadarśayati / sa tataḥ kāñcanamayyā bhūmyā niṣkramitvā	nirvANam-upadarSayati / sa tatas kAQcana-mayyA BUmyA nizkramitvA
   rūpyamayyāṃ bhūmyāṃ praviśati / tatra sa paśyati catuṣpādikāni sattvāni	rUpya-mayyAm BUmyAm praviSati / tatra sa paSyati catuzpAdikAni sattvAni
   puruṣapudgalāni / dṛṣṭvā teṣāmavalokiteśvaro bodhisattvo mahāsattvo	puruza-pudgalAni / dRzwvA tezAm-avalokita-ISvaraH boDisattvaH mahAsattvaH-
   sarvasattvānāmeva dharmaṃ deśayati - śṛṇvantu bhavantaḥ sarve	sarva-sattvAnAm-eva Darmam deSayati  SRNvantu BavantaH sarve
   puruṣapudgalā abhimukhaṃ dharmaparyāyaṃ pracalamānasucetasā nirvāṇikam /	puruza-pudgalAH aBimuKam Darma-paryAyam pracala-mAna-su-cetasA nirvANikam /
   satvaramanuvicintayata //	sa-tvaram-anuvicintayata //
   athe te sarve puruṣā avalokiteśvarasya purataḥ sthitvā etadavocat -	aTe te sarve puruzAH avalokita-ISvarasya puratas sTitvA etat-avocat -
   āśvāsaya tvam / andhabhūtānāṃ sattvānāṃ mārgamupadarśako bhava / atrāṇānāṃ	ASvAsaya tvam / anDa-BUtAnAm sattvAnAm mArgam-upadarSakaH Bava / atrANAnAm
   sattvānāṃ trāṇaṃ bhava / aśaraṇānāṃ sattvānāṃ śaraṇaṃ parāyaṇaṃ	sattvAnAm trANam Bava / aSaraNAnAm sattvAnAm SaraNam parAyaNam
   mātāpitṛbhūto bhava / tamobhibhūtānāṃ sattvānāṃ pranaṣṭamārgāṇāṃ dīpabhūto	mAtA-pitR-BUtaH Bava / tamaH-BiBUtAnAm sattvAnAm pranazwa-mArgANAm dIpa-BUtaH-
   bhava / sacetaka, mahākaruṇayā mokṣamārgasyopadarśaka, sukhitāste sattvā	Bava / sa-cetaka, mahA-karuNayA mokza-mArgasya-upadarSaka, suKitAH-te sattvA
   ye tava satataṃ parigrahaṃ nāmamanusmaranti, udīrayanti ca / idaṃ ca	ye tava satatam parigraham nAmam-anusmaranti, udIrayanti ca / idam ca
   samāgāḍhataraṃ duḥkhaṃ na kadācitpratyanubhavanti, muñcanti te hīdṛśaṃ	sa-mAgAXataram duHKam na kadAcid-pratyanuBavanti, muQcanti te hi-IdRSam
   duḥkhaṃ yāvadyādṛśaṃ vayaṃ pratyanubhavāmaḥ //	duHKam yAvat-yAdRSam vayam pratyanuBavAmaH //
   atha sa teṣāṃ sattvānāṃ kāraṇḍavyūhaṃ nama mahāyanasūtraratnarājaṃ	aTa sa tezAm sattvAnAm kAraNxa-vyUham nama mahA-ayana-sUtra-ratna-rAjam
   karṇapuṭe niścārayati sma / te ca sattvā amuṃ dharmaparyāyaṃ śrutvā	karNa-puwe niScArayati sma / te ca sattvAH amum Darma-paryAyam SrutvA
   anyonyavihitaśrotṛkarṇapuṭā niścaranti sma / tadapi te puruṣāḥ śrutvā	anyonya-vihita-SrotRkarNa-puwAH niScaranti sma / tat-api te puruzAH SrutvA
   avaivartikabhūminiṣpāditāḥ paramasukhasamarpitāḥ saṃskṛtāḥ //	avEvartika-BUmi-nizpAditAH parama-suKa-samarpitAH saMskRtAH //
   atha āryāvalokiteśvaro bodhisattvo mahāsattvastasyā rūpamayyā	aTa Arya-avalokita-ISvaraH boDisattvaH mahAsattvaH-tasyAH rUpa-mayyA
   niṣkramyānyatarāyāṃ bhūmyāṃ praviśati sattvaparipākāya	nizkramya-anyatarAyAm BUmyAm praviSati sattva-paripAkAya
   mahākaruṇāsaṃpīḍitahṛdayo 'yomayyāṃ bhūmyāṃ yatra sa rājā balirasurendro	mahA-karuNA-saMpIxita-hRdayaH ayaH-mayyAm BUmyAm yatra sa rAjA baliH-asura-indraH-
   baddhaḥ / sa tasyaiva sakāśamupasaṃkrāntaḥ / upasaṃkramya ca rājño	badDaH / sa tasya-eva sakASam-upasaMkrAntaH / upasaMkramya ca rAjQaH-
   balerasurendrasya dūrataścakṣurdarśanaṃ yāti sma suvarṇabimbamiva	baleH-asura-indrasya dUratas-cakzuH-darSanam yAti sma suvarNa-bimbam-iva
   raśmibhiḥ pramuñcamānairnānāvarṇaiḥ //	raSmiBiH pramuQcamAnEH-nAnA-varNEH //
   iti kāñcanamayabhūmyādyupasthānaṃ nāma daśamaṃ prakaraṇam //	iti kAQcanamaya-BUmi-Adi-upasTAnam nAma daSamam prakaraNam //
   START Kvyu 1,11:	START Kvyu 1,11:
   balisamāśvāsanamekādaśamaṃ prakaraṇam /	bali-samASvAsanam-ekAdaSamam prakaraNam /
   atha sa rājā balirasurendro 'valokiteśvaraṃ bodhisattvaṃ mahāsattvaṃ	aTa sa rAjA baliH-asura-indraH avalokiteSvaram boDisattvam mahAsattvam
   dūrata evāgacchantaṃ paśyati sma / dṛṣṭvā ca sāntaḥpuraparivāraiḥ	dUratas eva-AgacCantam paSyati sma / dRzwvA ca sa-antaHpura-parivArEH
   sārdhamanekairasuraśatasahasraiḥ kubjavāmanakādibhiḥ	sArDam-anekEH-asura-Sata-sahasrEH kubja-vAmanaka-AdiBiH
   sahasraparivārairgatvā avalokiteśvarasya bodhisattvasya mahāsattvasya	sahasra-parivArEH-gatvA avalokita-ISvarasya boDisattvasya mahAsattvasya
   pādayornipatyedamudānayati sma -	pAdayoH-nipatya-idam-udAnayati sma -
   (Vaidya 271)	(VEdyaH 271)
   adya me saphalaṃ janma jīvitaṃ puṇyameva ca /	adya me saPalam janma jIvitam puNyam-eva ca /
