   śrīḥ	SrIH
   navamaḥ khaṇḍaḥ	navamaH KaNxaH
   kapardikṣāṣyam	kapardi kzAzyam
   upadhāne 'dhyardhā daśa purastāt pratīcīr ātmany upadadhāti | daśa paścāt	upaDAne aDyarDAH daSa purastAt pratIcIH Atmani upadaDAti | daSa paScAt 
   prācīḥ || ĀpŚus_10.1a ||	prAcIH || ĀpŚuH _10.1aH ||
   ātmani purastādbhāge ṣaṭtriṃśadaṅgulāyāmena kāritādyārdhāḥ pratīcīḥ	Atmani purastAt BAge zawtriMSat aFgula AyAmena kArita Adya arDAH pratIcIH
   pratyagāyatāḥ daśopadadhāti /	pratyak AyatAH daSopadaDAti /
   ātpranyeva paścādbhāge tā eveṣṭakāḥ tatsaṃkhyākāḥ prācīḥ    prāgāyatāḥ /	At pranyeva paScAt BAge tAH eva izwakAH tad saMKyAkAH prAcIH   prAc AyatAH /
   pañcapañca pakṣāgrayoḥ | pakṣāpyayayoś ca viśayās tāsām ardheṣṭakāmātrāṇi	paQca paQca pakza agrayoH | pakza apyayayoH ca viSayAH tAsAm arDa izwakA mAtrANi
   pakṣayor bhavanti || ĀpŚus_10.1b ||	pakzayoH Bavanti || ĀpŚuH _10.1B ||
   pañcapañca pakṣāgrayordakṣiṇāyatāḥ udagāyatāś ca /	paQca paQca pakza agrayoH dakziNa AyatAH udak AyatAH ca /
   viśayāś ca pañca codagāyatāḥ dakṣiṇāyatāś ca /	viSayAH ca paQca ca udak AyatAH dakziNa AyatAH ca /
   iṣṭakāśabdena pañcabhāgīyā eva gṛhyānte nādhyardā "viparītā apyayā' iti	izwakA Sabdena paQca BAgIyAH eva gRhya ante na aDyardAH "viparItAH api ayAa iti
   liṅgāt /	liFgAt /
   pañcapañca pucchapārśvayor dakṣiṇā udīcīś ca || ĀpŚus_10.1c ||	paQca paQca pucCa pArSvayoH dakziNAH udIcIH ca || ĀpŚuH _10.1t ||
   pañcapañcadhyardhā dakṣiṇāyatā udagāyatāś ca yathā samīpe	paQca paQcaDi arDAH dakziNa AyatAH udak AyatAH ca yaTA samIpe
   pradeśamātramavaśiṣyate tathopadheyāḥ /	pradeSa mAtram avaSizyate taTA upaDeyAH /
   karavindīyā vyākhyā	karavindIyA vyAKyA
   upa cīḥ	upa cIH
   upadhānakālo dvatīyakaraṇotpannā iṣṭakāḥ ātmani pūrvānte daśopadadhyāt /	upaDAna kAlaH dvatIya karaNa utpannAH izwakAH Atmani pUrva ante daSa upadaDyAt /
   pratīcīḥ pratyagāyātāḥ udīcīriti /	pratIcIH pratyak AyAtAH udIcIH iti /
   tā eva eśa paścāt prācīḥ ātmani paścimānte prāgāyātāḥ tā eva /	tAH eva eSa paScAt prAcIH Atmani paScima ante prAc AyAtAH tAH eva /
   pañca yāḥ	paQca yAH
   tā eva prācyau rītyau /	tAH eva prAcyO rItyO /
   pakṣāpyayayoś ca viśayāḥ /	pakza apyayayoH ca viSayAH /
   pakṣāpyayaḥ    pakṣamūlaṃ vividhamātmani pakṣe ca śerata iti viśayāḥ /	pakza apyayaH   pakza mUlam viviDam Atmani pakze ca SerataH iti viSayAH /
   tāsāṃ kiyadātmani kiyatpakṣa ityāha   	tAsAm kiyat Atmani kiyat pakzaH iti Aha   
   tāsāṃanti	tAsAManti
   tāsāṃ viśayānāmardheṣṭakāmātrāṇi pakṣayormavanti /	tAsAm viSayAnAm arDa izwakA mAtrANi pakzayoH mavanti /
   ātmānamaratninā pradeśena pakṣamityarthaḥ /	AtmAnam aratninA pradeSena pakzam iti arTaH /
   prācyau rītyau //	prAcyO rItyO //
   pañca cīś ca	paQca cIH ca
   pucchapārśvayoḥ pañcapañca uttarā dakṣiṇāmukhāḥ dakṣiṇā uttarāmukhāḥ	pucCa pArSvayoH paQca paQca uttarAH dakziNAmuKAH dakziNAH uttarAmuKAH
   prācyau rītyau! uttarasūtre bhedāmāvāya pucchāgraprādeśasyāpṛthaggrītitā	prAcyO rItyO! uttara sUtre BedAm AvAya pucCa agra prAdeSasya apRTak grIti tA
   pratipādayiṣyate /	pratipAdayizyate /
   ata etā agraprabhṛtyupadheyāḥ //	atas etAH agra praBRti upaDeyAH //
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   pratīcīḥ pratyagāyatāḥ /	pratIcIH pratyak AyatAH /
   udīcoriti ātmanyeva	udIcoH iti Atmani eva
   etā udagāyatāḥ, anyathā pañcānāmasaṃbhavāt /	etAH udak AyatAH, anyaTA paQcAnAm asaMBavAt /
   pakṣe ātmani ca śerata iti viśayāḥ /	pakze Atmani ca SerataH iti viSayAH /
   aratnimātrā hyātmani /	aratni mAtrA hi Atmani /
   prādeśaṃ purastādavaśiṣya /	prAdeSam purastAt avaSizya /
   kapardibhāṣyam	kapardi BAzyam
   pucche prādeśam upadhāya sarvam agniṃ pañcamabhāgīyābhiḥ pracchādayet ||	pucCe prAdeSam upaDAya sarvam agnim paQcama BAgIyABiH pracCAdayet ||
   ĀpŚus_10.2 ||	ĀpŚuH _10.2 ||
   pañcadaśabhāgīyābhiḥ saṅkhyāṃ pūrayet || ĀpŚus_10.3 ||	paQcadaSa BAgIyABiH saFKyAm pUrayet || ĀpŚuH _10.3 ||
   pucche prādeśamupadhāya ātmasamīpe yadavaśiṣṭaṃ	pucCe prAdeSam upaDAya Atma samIpe yat avaSizwam
   tatprādeśamatrārdheṣṭakādvayaṃ madhye abhitaḥ prādeśāḥ ṣaṭ /	tad prAdeSam atra arDa izwakA dvayam maDye aBitas prAdeSAH zaw /
   ṣaṭsu vitastyā ca virdhanamuktaṃ kathaṃ prādeśamātramupadhāyeti? ucyate   	zawsu vitastyA ca virDanam uktam kaTam prAdeSa mAtram upaDAya iti? ucyate   
   yadyapi vitastyā vardhanamuktaṃ, tathāpi karaṇāntarasya vidhānāt	yadi api vitastyA varDana muktaM, taTA api karaNa antarasya viDAnAt 
   prādeśakṣetrameveṣṭakābhiśvetavyamiti yadaṅgulimātraṃ parigṛhītaṃ	prAdeSa kzetram eva izwakA aBiSvetavyam iti yat aFguli mAtram parigRhItam
   tatpuraṣiṇe pūrayitavyam /	tad puraziNe pUrayitavyam /
   amumevārtaṃ pradarśayituṃ prādeśamupadhāyetyuktam /	amum eva Artam pradarSayitum prAdeSam upaDAya iti uktam /
   sarvamagnimiti    pañcāśadadhyardhaḥ sūtroktāḥ pūccher'dheṣṭakādvayaṃ	sarvam agnim iti   paQcASat aDyarDaH sUtra uktAH pUcCeH aDezwakA dvayam
   pracchādayet /	pracCAdayet /
   daśettaraṃ śataṃ pañcamabhāgīyaḥ śerate /	daSa ittaram Satam paQcama BAgIyaH Serate /
   pūrvābhiḥsahāṣṭaṣaṣṭayadhikaṃ śatam /	pUrvABiH saha azwa zazwayaDikam Satam /
   pañcadaśeti    ekasminpañcamabhāgīyākṣetre nava pañcadaśabhāgīyāḥśerate /	paQcadaSa iti   ekasmin paQcama BAgIya akzetre nava paQcadaSa BAgIyAH Serate /
   catasraḥ pañcamabāgīyā navadhā vibhajya yatra vkāpi pañcadaśabhāgīyāḥ	catasraH paQcama bAgIyAH navaDA viBajya yatra vkApi paQcadaSa BAgIyAH
   kṣeptavyāḥ tatrāpi mantrepadhānasaukaryārthaṃ prādeśa ucyate /	kzeptavyAH tatra api mantrepaDAna sOkarya arTam prAdeSaH ucyate /
   ātmani dvitīyarītyāṃ madhye dvayamapahāyāṣṭādaśa /	Atmani dvitIya rItyAm maDye dvayam apahAya azwAdaSa /
   aṣṭamyāṃ ca rītyāṃ aṣṭādaśa /	azwamyAm ca rItyAm azwAdaSa /
   evaṃ dviśataḥ prastāraḥ //	evam dviSataH prastAraH //
   karavindīyā vyākhyā	karavindIyA vyAKyA
   pucche dayet	pucCe dayet 
   pucche yatpuruṣādhikaṃ prādeśakṣetraṃ tadupadhāya sarvamagniṃ	pucCe yat puruza aDikam prAdeSa kzetram tad upaDAya sarvam agnim
   pañcamabhāgīyābhiḥ pracchādayet /	paQcama BAgIyABiH pracCAdayet /
   ayamāśayaḥ    ātmapat pucche ca purastātprabhṛti pañcamabāgīyābhiḥ	ayam ASayaH   Atmapad pucCe ca purastAt praBRti paQcama bAgIyABiH
   pracchādyamāne 'gre prādeśamaviśiṣyate /	pracCAdyamAne agre prAdeSam aviSizyate /
   asmin yogābhiriṣṭakābhirupahite pucche ca bahavo bhedā bhavantīti matvā	asmin yogABiH izwakABiH upahite pucCe ca bahavaH BedAH Bavanti iti matvA
   ācāryaḥ tatparihārāyāgramārabhya pucche prādeśopadhānapūrvakaṃ	AcAryaH tad parihArAya agram AraBya pucCe prAdeSa upaDAna pUrvakam
   pracchādayediti /	pracCAdayet iti /
   yadvā    prādeśaṃ pucche upadhāya    pucche saṃyojya yathā prādeśaṃ	yat vA   prAdeSam pucCe upaDAya   pucCe saMyojya yaTA prAdeSam
   pucchāt pṛthaggrīti na bhavati tathā kṛtvetyarthaḥ /	pucCAt pRTak grIti na Bavati taTA kRtvA iti arTaH /
   yadvā prādeśaṃ puccha upadhāya pucche nidhāya sthāpayitvā, "tāsāṃ	yat vA prAdeSam pucCe upaDAya pucCe niDAya sTApayitvA, "tAsAm
   ṣaṭṭapradhā upadhāyoti' vat /	zawwa praDA upaDAyoti a vat /
   yadvāgragataṃ prādeśaṃ pucchamūle nidadhyāt /	yat vA agra gatam prAdeSam pucCa mUle nidaDyAt /
   bhedaṃ viparyasye tarata upadadhyāditi /	Bedam viparyasye tarataH upadaDyAt iti /
   tadayamarthaḥ    yāvatā vacanavyaktiḥ sarvathā bhedābhāvāya pucchāgraṃ	tat ayam arTaH   yAvatA vacana vyaktiH sarvaTA Beda aBAvAya pucCa agram
   pucchāt pṛthagrītiṃ na kuryāt iti tātparyārtha iti /	pucCAt pRTak rItim na kuryAt iti tAtparya arTaH iti /
   sarveṣu pakṣeṣu atiriktaṃ prādeśaṃ pucchapūle 'nupahitamavaśiṣyate /	sarvezu pakzezu atiriktam prAdeSam pucCa pUle anupahitam avaSizyate /
   tadabhitaḥ prādeśābhirardheṣṭakābhirupadadhayāt /	tad aBitas prAdeSABiH arDA izwakABiH upada DayAt /
   kiñca uparitanaprastāre "yathā prathame prastāre pakṣau tathā pucchamiti'	kiQca uparitana prastAre "yaTA praTame prastAre pakzO taTA pucCam iti a
   vacanāt pucchamūle 'tideśaprāptānāmadhyardhānāṃ vaiparītyaṃ vakṣyati   	vacanAt pucCa mUle ati deSa prAptAnAm aDyarDAnAm vEparItyam vakzyati   
   "viparītā apyayā' iti /	"viparItAH api ayAa iti /
   taccaivamupadhāne samañjajasaṃ syāt /	tat ca evam upaDAne samaQjajasam syAt /
   itarathā viruddhārthamanartaṃ ca syāt /	itaraTAH virudDa arTam anartam ca syAt /
   tasmāt	tasmAt 
   pucche prādeśamupadhāyetyasya bhāgasyāyamevārtho grāhyaḥ /	pucCe prAdeSam upaDAya iti asya BAgasya ayam eva arTaH grAhyaH /
   nanu kathaṃ sarvasyāgneḥ pañcadaśabhāgīyābhiḥ pracchādanam? ucyate   	nanu kaTam sarvasya agneH paQcadaSa BAgIyABiH pracCAdanam? ucyate   
   atropahitānāmiṣṭakānāmabādhena sarvasminnagnau pañcamabhāgīyābhiḥ	atra upahitAnAm izwakAnAm abADena sarvasmin= agnO paQcama BAgIyABiH
   pracchādyāmāne tadekadeśe tāsāmasambhave satyākhyātānāmarthaṃ bruvatāṃ	pracCAdyAmAne tad eka deSe tAsAm asamBave satya AKyAtAnAm arTam bruvatAm
   śaktiḥ sahakāriṇī nahi vacanaśatenāpyaśaṅkanīyārthaḥśakyo vidhātumiti	SaktiH sahakAriNI na hi vacana Satena api aSaFkanIya arTaH SakyaH viDAtum iti
   caturaśrābhiḥ pracchādayitumaśakyatvāt prathamapratītasarvaśabdānurodhena	caturaSrABiH pracCAdayitum aSakyatvAt praTama pratIta sarva Sabda anuroDena
   jaghanyaḥ pañcamabhāgīyāśabdo bāhulyābhiprāyo varṇanīyaḥ /	jaGanyaH paQcama BAgIyA SabdaH bAhulya aBiprAyaH varNanIyaH /
   tena tattatsahakāriṇībhiratratyābhiḥ sambhavantībhirapi pracchādanaṃ	tena tad tad sahakAriNIBiH atratyABiH samBavantIBiH api pracCAdanam
   kāryamityevamarthaṃ prādeśānāmatra prāptiḥ /	kAryam iti evam arTam prAdeSAnAm atra prAptiH /
   eṣa nyāyastatrāṅgīkaraṇīyaḥ /	eza nyAyaH tatra aFgIkaraNIyaH /
   tatratyābhiranuraktābhirapi pracchādane kiṃ vār'dheṣṭakāḥ karaṇenotpannāḥ	tatratyABiH anuraktABiH api pracCAdane kim vAr aDezwakAH karaNena utpannAH
   na kutracidviniyuktāḥ /	na kutracid viniyuktAH /
   tāsāmupadeśabalādeva atra saṃkhyāpūraṇe pracchādane ca yathāyogaṃ	tAsAm upadeSa balAt eva atra saMKyA pUraNe pracCAdane ca yaTAyogam
   viniyogaḥ kāryaḥ /	viniyogaH kAryaH /
   kiñca yaccaturaśraṃ trayaśri vā sampadyetārdheṣṭakābhiḥ pādeṣṭakābhirvā	kiQca yat caturaSram traya Sri vA sampadyeta arDa izwakABiH pAda izwakABiH vA
   pracchādayediti paribhāṣāṃ vakṣyati /	pracCAdayet iti pariBAzAm vakzyati /
   tathā vātra samupadhānaṃ syāt /	taTA vA atra samupaDAnam syAt /
   atrātmani sandhyantarāle catvāriṃśat pañcamabhāgīyāstāsāṃ purastāddaśa	atra Atmani sanDi antarAle catvAriMSat paQcama BAgIyAH tAsAm purastAt daSa
   paścācca daśa /	paScAt ca daSa /
   pakṣayorviṃśatiḥ pucche daśa /	pakzayoH viMSatiH pucCe daSa /
   tā etā daśottaraśataṃ pañcamabhāgīyāḥ, pañcāśadardhāścatasror'dhāḥ dvau	tAH etAH daSa uttara Satam paQcama BAgIyAH, paQcASat arDAH catasroH aDAH dvO
   prādeśāviti ṣaṭṣaṣṭhiḥ śataṃ ceṣṭakāḥ /	prAdeSO= iti zaz zazWiH Satam ca izwakAH /
   "sāhasraṃ cinvīta prathamaṃ cinvāna' ityādibhirvākyaiḥ pratyagnīṣṭakānāṃ	"sAhasram cinvIta praTamam cinvAna a ityAdiBiH vAkyEH pratyagni izwakAnAm
   sāhasrādayaḥsaṃkhyā vidhāsyante /	sAhasra AdayaH saMKyAH viDAsyante /
   tāś ca praticiti pratiprastāraṃ ca bhidyānta iti ca tatraiva	tAH ca praticiti pratiprastAram ca BidyA antaH iti ca tatra eva
   pratipādayiṣyate /	pratipAdayizyate /
   sā sahasrasaṃkhyā kathamatra sampādyetyāha //	sA sahasra saMKyA kaTam atra sampAdya iti Aha //
   pañca rayet	paQca rayet 
   pañcadaśabhāgīyābhiraṣṭāṅgulābhiḥsaṃkhyā pūrayet /	paQcadaSa BAgIyABiH azwa aFgulABiH saMKyA pUrayet /
   kā saṃkhyātra pūryate? kiṃ samudāyagatā? uta prastāragatā aviśeṣāt? na	kA saMKyA atra pUryate? kim samudAya gatA? uta prastAra gatAH aviSezAt? na
   samudāyagatā ānantaryāt, pratiprastāraṃ śatadvayaniyamācca,	samudAya gatAH AnantaryAt, pratiprastAram Sata dvaya niyamAt ca,
   prastāragataiva saṃkhyā tatra pūryate, asya vacanasya sāmarthyādavasīyate	prastAra gatA eva saMKyA tatra pUryate, asya vacanasya sAmarTyAt avasIyate
   saṃkhyāpūraṇaṃ upadhānāya pracchādikāsu kāsāṃciduddharaṇaṃ pracālanaṃ vā	saMKyA pUraNam upaDAnAya pracCAdikAsu kAsAMcid udDaraNam pracAlanam vA
   yathāyogaṃ nyāyyamiti /	yaTAyogam nyAyyam iti /
   atra prastāraśatadvayasampattaye catustriṃśatsaṃkhyāsampādyā /	atra prastAra Sata dvaya sampattaye catustriMSat saMKyA sampAdyAH /
   sā ca pracchāditāsu kāśviduddhṛtya yogneṣṭakopadhānena bhavati /	sA ca pracCAditAsu kA aSvid udDRtya yognezwa ka upaDAnena Bavati /
   tatraikasmin pañcamabhāgīyākṣetre nava pañcadaśabhāgīyāḥśerata iti /	tatra ekasmin paQcama BAgIya akzetre nava paQcadaSa BAgIyAH SerataH iti /
   tatratatropadhāne deśāniyame taduddharaṇena tāsāmupadhāne kārye	tatra tatra upaDAne deSa aniyame tad udDaraNena tAsAm upaDAne kArye
   mantropadhānasaukaryāya uddharaṇopadhānadeśaniyama ucyate /	mantra upaDAna sOkaryAya udDaraNa upaDAna deSa niyamaH ucyate /
   tatrāsmani prācyo daśa rītayaḥ, tatra madhyamarītyoḥ dvitīye uddhṛtya	tatra asmani prAcyaH daSa rItayaH, tatra maDyam arItyoH dvitIye udDRtya
   tatra aṣṭādaśa pañcadaśabhāgīyā āvapet /	tatra azwAdaSa paQcadaSa BAgIyAH Avapet /
   tayoreva rītyorupānte uddhṛtyāṣṭādaśa āvapet /	tayoH eva rItyoH upAnte udDRtya azwAdaSe Avapet /
   pucche catasnaḥ prācyo rītyaḥ, tatra madhyamayoranta uddhṛtya	pucCe catasnaH prAcyaH rItyaH, tatra maDyamayoH ante udDRtya
   catasror'dheṣṭakā udīcīrupadadhyāt /	catasroH aDezwakAH udIcIH upadaDyAt /
   evaṃ dviśataḥ prastāraḥ pūryate /	evam dviSataH prastAraH pUryate /
   atraike pucchāgre daśa prādeśānupadhāya pañcamabhāgīyābhiḥ pracchādayanti,	atra eke pucCa agre daSa prAdeSa anupaDAya paQcama BAgIyABiH pracCAdayanti,
   teṣāṃ ca viparītavacanānarthakyaprasaṅgo maidaprasaṅgaś ca bhavatīti tathā	tezAm ca viparIta vacanA narTakya prasaFgaH mEdaprasaFgaH ca Bavati iti taTA
   nopadheyāḥ /	na upaDeyAH /
   kiñca    yadi pucchāgre prādeśānāmupadhānamapīṣṭamabhaviṣyattarhi	kiQca   yadi pucCa agre prAdeSAnAm upaDAnam api izwam aBavizyat tarhi
   pādeṣṭakāścaturmāgīyānāṃ pakṣāgrayoḥ pañcadaśa pucchāgra iti ca	pAda izwakAH caturmAgIyAnAm pakza agrayoH paQcadaSa pucCa agre iti ca
   spaṣṭataraṃ pucchāgra ityevāvakṣyat /	spazwataram pucCa agre iti eva avakzyat /
   na caivamuktaṃ /	na ca evam uktam /
   tasmāduktavidha evopadhānakrama iti sthitam //	tasmAt uktaviDaH eva upaDAna kramaH iti sTitam //
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   pucchādavaśiṣṭaṃ prādeśakṣetraṃ yāmiriṣṭakābhirmedaparihāreṇopadhātuṃ	pucCAt avaSizwam prAdeSa kzetram yAmiH izwakABiH meda parihAreNa upaDAtum
   śakyate tābhirupadadhyāt /	Sakyate tABiH upadaDyAt /
   tatra pārśvayordve prādeśamātrayau madhye catasror'dheṣṭakā udagāyatāḥ /	tatra pArSvayoH dve prAdeSa mAtrayO maDye catasroH aDezwakAH udak AyatAH /
   etadeva prādeśakaraṇasya prayojanam /	etat eva prAdeSa karaNasya prayojanam /
   ataḥ prādeśābhāvena kiyate /	atas prAdeSa aBAvena kiyate /
   śiṣṭāgnau pañcamabhāgīyābhiḥ pracchādite ṣaṭṣaṣṭiśatamiṣṭakā bhavanti /	Sizwa agnO paQcama BAgIyABiH pracCAdite zaz zazwi Satam izwakAH Bavanti /
   aratniprādeśarahite pañcāśacchataṃ iṣṭakā bhavanti /	aratni prAdeSa rahite paQcASat Satam izwakAH Bavanti /
   tatra ātmanyudīcye nava rītayaḥ /	tatra Atmani udIcye nava rItayaH /
   tatra ātmani madhyamāyāṃ madhyamāścatasra uddhṛtya catuḥpañcāśannidheyāḥ /	tatra Atmani maDyamAyAm maDyamAH catasraH udDRtya catur paQcASat niDeyAH /
   ubhayatrāpi pucchāgre dve pañcamyāvuddhṛtya catasror'dheṣṭakā upadheyā	uBayatra api pucCa agre dve paQcamyO= udDRtya catasroH aDezwakAH upaDeyA
   udagāyatāḥ /	udak AyatAH /
   evaṃ dviśataḥ prastāraḥ //	evam dviSataH prastAraH //
   kapardibāṣṭam	kapardi bAzwam
   aparasmin prastāre 'dhyardhā daśa dakṣiṇata udīcīr ātmany upadadhāti |	aparasmin prastAre aDyarDAH daSa dakziNatas udIcIH Atmani upadaDAti |
   daśottarato dakṣiṇāḥ || ĀpŚus_10.4a ||	daSa uttaratas dakziNAH || ĀpŚuH _10.4aH ||
   ātmani dakṣiṇata utīcīrudagāyatāḥ daśādhyardhāḥ upadadhāti	Atmani dakziNatas utI cIH udak AyatAH daSa aDyarDAH upadaDAti
   ātmanyevottarataḥ daśadhyardhāḥ dakṣiṇāyatāḥ /	Atmani eva uttaratas daSaDi arDAH dakziNa AyatAH /
   yathā prathame prastāre pakṣau tathā puccham | yathā pucchaṃ tathā pakṣau	yaTA praTame prastAre pakzO taTA pucCam | yaTA pucCam taTA pakzO
   viparītā apyaye || ĀpŚus_10.4b ||	viparItAH api aye || ĀpŚuH _10.4B ||
   pucchāgre paścādadhyardhāḥ prāgāyatāḥ /	pucCa agre paScAt aDyarDAH prAc AyatAH /
   dakṣiṇe pakṣe paścāt pañca prāgāyatāḥ purastācc pañca /	dakziNe pakze paScAt paQca prAc AyatAH purastAt c paQca /
   ṣaṭpratyagāyatāḥ /	zaz pratyagAyatAH /
   uttarapakṣe caivaṃ prāgāyatāḥ	uttara pakze ca evam prAc AyatAH
   pratyagāyatāś ca /	pratyak AyatAH ca /
   pucchāpyaye 'dhyardhāḥ pañca prāgāyatāḥ pratyagāyatāś ca /	pucCa apyaye aDyarDAH paQca prAc AyatAH pratyak AyatAH ca /
   pucchāpyaye 'dhyarthāḥ pañca prāgāyatāḥ /	pucCa apyaye aDyarTAH paQca prAc AyatAH /
   tāsāmardheṣṭakāmātrā ātmani bhavanti /	tAsAm arDa izwakA mAtrAH Atmani Bavanti /
   evaṃ viparītā apyaye /	evam viparItAH api aye /
   tāsāṃ purastātpañcārdheṣṭakā udīcyaḥ /	tAsAm purastAt paQca arDa izwakAH udIcyaH /
   sarvam agniṃ pañcamabhāgīyābhiḥ pracchādayet || ĀpŚus_10.5 ||	sarvam agnim paQcama BAgIyABiH pracCAdayet || ĀpŚuH _10.5 ||
   pañcadaśabhāgīyābiḥ saṅkhyāṃ pūrayet || ĀpŚus_10.6a ||	paQcadaSa BAgIyAbiH saFKyAm pUrayet || ĀpŚuH _10.6aH ||
   gatametat /	gatam etat /
   pūrvavaddviśataḥ prastāraḥ /	pUrvavat dviSataH prastAraH /
   karavindīyā vyākhyā	karavindIyA vyAKyA
   apara ṇāḥ	apara NAH
   dvitīye prastāre 'dhyardhā ātmano dakṣiṇe bhāge daśopadadhyāduttare daśa	dvitIye prastAre aDyarDAH AtmanaH dakziNe BAge daSa upadaDyAt uttare daSa
   yathāpra kṣau	yaTApra kzO
   prathamaprastāre yathā pakṣāvupahitau tathā pucche /	praTama prastAre yaTA pakzO= upahitO taTA pucCe /
   yathā pucchamupahitaṃ tathā pakṣayoḥ /	yaTA pucCam upahitam taTA pakzayoH /
   etaduktaṃ bhavati    pucchāgre pucchāgrasandhau pañca pañcādhyardhā	etat uktam Bavati   pucCa agre pucCa agra sanDO paQca paQca aDyarDA
   upadheyāḥ /	upaDeyAH /
   pakṣayostu pārśvayoḥ adhyardhā upadheyāḥ, tatra viśeṣamāha   	pakzayoH tu pArSvayoH aDyarDAH upaDeyAH, tatra viSezam Aha   
   viparītā pyaye	viparItA pyaye
   pucchāpyaye pakṣāpyayavadatideśaprāptānāmadhyardhānāṃ ātmani aratni	pucCa apyaye pakza apyayavat ati deSa prAptAnAm aDyarDAnAm Atmani aratni
   mātratvaṃ puccher'dheṣṭakāmātratvaṃ ca prāptotītyata āha /	mAtra tvam pucCeH aDezwakA mAtra tvam ca prApta uti iti atas Aha /
   atra viparītā bhaveyurardheṣṭakā mātrāṇyātmani bhaveyuraradnanimātrāṇi	atra viparItAH BaveyuH arDa izwakAH mAtrANi Atmani BaveyuH arad nanimAtrANi
   puccha ityarthaḥ /	pucCaH iti arTaH /
   asya ca bhedābhāvaḥ prayojanamiti pūrvasminneva prastāra uktaṃ /	asya ca Beda aBAvaH prayojanam iti pUrvasmin= eva prastAraH uktam /
   sarvama yet	sarvama yet 
   atra purastāt prabhṛtyātmani pracchādyamāne pucchāpyayaviśayānāṃ purataḥ	atra purastAt praBRti Atmani pracCAdyamAne pucCa apyaya viSayAnAm puratas 
   puruṣamātre prādeśo 'vaśiṣyate /	puruza mAtre prAdeSaH avaSizyate /
   tatra pañcamabhāgīyānāmasambhavāt bhedābhāvāya pañcārdheṣṭakā udīcya	tatra paQcama BAgIyAnAm asamBavAt Beda aBAvAya paQca arDa izwakAH udIcya
   upadheyāḥ, tāsāmupadhāne heturuktaḥ /	upaDeyAH, tAsAm upaDAne hetuH uktaH /
   atrātmanyadhyardhānāṃ madhye pañcaṣaṣṭiḥ pañcama	atra Atmani aDyarDAnAm maDye paQca zazwiH paQcama
   karavindīyā vyākhyā	karavindIyA vyAKyA
   bhāgīyāḥ pañca cārdhāḥ, pakṣayordvādaśa dvādaśa pañcamabhāgīyāḥ, pucche	BAgIyAH paQca ca arDAH, pakzayoH dvAdaSa dvAdaSa paQcama BAgIyAH, pucCe
   pañcadaśa tā etāḥ caturuttaraśataṃ pañcamabāgīyāḥ, pañcacārdhāḥ,	paQcadaSa tAH etAH catur uttara Satam paQcama bAgIyAH, paQcacArDAH,
   catuḥpañcāghadadhyardhāḥ /	catur paQca aGa daDi arDAH /
   tā etāḥ triṣaṣṭiḥ śataṃ ca, atra saptatriṃśatsaṃkhyā sampādyā //	tAH etAH trizazwiH Satam ca, atra saptatriMSat saMKyA sampAdyAH //
   pañca yet	paQca yet 
   atra pakṣayorātmani pucche catasraḥ pañcamabhāgīyā uddhṛtya ṣṭtriṃśataṃ	atra pakzayoH Atmani pucCe catasraH paQcama BAgIyAH udDRtya zwtriMSatam
   pañcadaśabhāgīyā upadadhyāt /	paQcadaSa BAgIyAH upadaDyAt /
   atmani pūrvasyāṃ rītyāṃ madhye pañcoddhatya daśārdheṣṭakā	atmani pUrvasyAm rItyAm maDye paQcodDatya daSArDa izwakA
   udīcīrupadadhyādevaṃ dviśataḥ prastāraḥ //	udIcIH upadaDyAt evam dviSataH prastAraH //
   sundararājīyā vyākhyā	sundara rAjIyA vyAKyA
   aparasminatathāpuccham	aparasmina taTA pucCam
   atrāpyayayoḥ pañcapañcādhyardhāḥ /	atra apyayayoH paQca paQca aDyarDAH /
   pārśveṣu pañcapañcādhyardhāḥ, aratnanivṛddhau ṣaṭṣaḍiti draṣṭavyam /	pArSvezu paQca paQca aDyarDAH, aratna nivRdDO zawzaz iti drazwavyam /
   pucchāpyaye yā upadhīyante tāsāmardheṣṭakāmātrāṇyātmani bhavanti /	pucCa apyaye yAH upaDIyante tAsAm arDa izwakA mAtrANi Atmani Bavanti /
   pucche 'ratnimātrāṇi /	pucCe aratni mAtrANi /
   etacca prādeśavṛddhau /	etat ca prAdeSa vRdDO /
   itarathā ardheṣṭakāmātrāṇyeva pucche /	itaraTAH arDa izwakA mAtrANi eva pucCe /
   sarvamagniṃapūrayet	sarvam agniMapUrayet
   pūrvavadātmani madhye catasraḥṣaḍvoddhṛtya ekaikasya sthāne	pUrvavat Atmani maDye catasraH zaxva udDRtya ekEkasya sTAne
   navanavāṣṭāṅgulāḥ /	nava nava azwa aFgulAH /
   sāratniprādeśapakṣe pucchāpyayasthābhyaḥ prākpañcārdheṣṭakā udagāyatā	sAratni prAdeSa pakze pucCa apyaya sTAByaH prAk paQca arDa izwakA udak AyatA
   upadheyāḥ /	upaDeyAH /
   ātmani pūrvarītyāṃ madhyamāḥ pañcod dhṛtya daśārdheṣṭakā udagāyatā	Atmani pUrva rItyAm maDyamAH paQca ut DRtya daSArDa izwakA udak AyatA
   upadadhyāt /	upadaDyAt /
   evaṃ dviśataḥ /	evam dviSataH /
