   (Vaidya 165)	(VEdyaH 165)
   ahitakāmā nityaṃ parasparam anarthāya parākrāmanti | te ca vanadevatām	ahita-kAmAH nityam parasparam anarTAya parAkrAmanti | te ca vana-devatAm
   āvāhayanti vṛkṣadevatāṃ giridevatāṃ ca | śmaśāneṣu pṛthag bhūtān	AvAhayanti vRkza-devatAm giri-devatAm ca | SmaSAnezu pRTak BUtAn
   āvāhayanti | tiryagyonigatāṃś ca prāṇino jīvitād vyavaropayanti |	AvAhayanti | tiryagyoni-gatAn ca prANinaH jIvitAt vyavaropayanti |
   māṃsarudhirabhakṣān yakṣarākṣasān pūjayanti | tasya śatror nāma vā	mAMsa-ruDira-BakzAn yakza-rAkzasAn pUjayanti | tasya SatroH nAma vA
   śarīrapratimāṃ vā kṛtvā tatra ghoravidyāṃ sādhayanti	SarIra-pratimAm vA kRtvA tatra Gora-vidyAm sADayanti
   kākhordavetālānuprayogeṇa jīvitāntarāyaṃ vā śarīravināśaṃ vā kartukāmāḥ |	kAKordavetAla-anuprayogeNa jIvita-antarAyam vA SarIra-vinASam vA kartu-kAmAH |
   yaiḥ punas tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya tathāgatasya	yEH punar tasya BagavataH BEzajya-guru-vEdUrya-praBasya taTAgatasya
   nāmadheyaṃ śrutaṃ bhaviṣyati, teṣāṃ na śakyaṃ kenāntarāyaṃ kartum | sarve	nAmaDeyam Srutam Bavizyati, tezAm na Sakyam kena-antarAyam kartum | sarve
   ca te parasparaṃ maitracittā hitacittā avyāpannacittāś ca viharanti	ca te parasparam mEtra-cittAH hita-cittAH avyApanna-cittAH ca viharanti
   svakasvakena parigraheṇa saṃtuṣṭāḥ ||	svaka-svakena parigraheNa saMtuzwAH ||
   punaraparaṃ mañjuśrīḥ etāś catasraḥ parṣado bhikṣubhikṣuṇyupāsakopāsikāḥ,	punar-aparam maQjuSrIH etAH catasraH parzadaH Bikzu-BikzuNI-upAsa-ka-upAsikAH,
   ye cānye śrāddhāḥ kulaputrā vā kuladuhitaro vā āryāṣṭāṅgaiḥ samanvāgatā	ye ca-anye SrAdDAH kula-putrAH vA kula-duhitaraH vA Arya-azwa-aFgEH samanvAgatA
   upavāsam upavasanti, ekavārṣikaṃ vā traimāsikaṃ vā śikṣāpadaṃ	upavAsam upavasanti, eka-vArzikam vA trEmAsikam vA SikzA-padam
   dhārayiṣyanti, yeṣām evaṃpraṇidhānam evamabhiprāyam - anena vayaṃ	DArayizyanti, yezAm evaMpraNiDAnam evam-aBiprAyam  anena vayam
   kuśalamūlena paścimāyāṃ diśi sukhāvatyāṃ lokadhātau upapadyema	kuSala-mUlena paScimAyAm diSi suKAvatyAm lokaDAtO upapadyema
   yatrāmitāyus tathāgataḥ | yaiḥ punas tasya bhagavato	yatra-amita-AyuH taTAgataH | yEH punar tasya BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya tathāgatasya nāmadheyaṃ śrutaṃ bhaviṣyati,	BEzajya-guru-vEdUrya-praBasya taTAgatasya nAmaDeyam Srutam Bavizyati,
   teṣāṃ maraṇakālasamaye aṣṭau bodhisattvā ṛddhyāgatā upadarśayanti, te	tezAm maraNa-kAla-samaye azwO boDisattvAH RdDi-AgatAH upadarSayanti, te
   tatra nānāraṅgeṣu padmeṣūpapādukāḥ prādurbhaviṣyanti | kecid punar	tatra nAnA-raFgezu padmezu-upapAdukAH prAdurBavizyanti | kecid punar-
   devaloke upapadyante | teṣāṃ tatropapannānāṃ pūrvakaṃ (BhgSū, Vaidya 169)	deva-loke upapadyante | tezAm tatra-upapannAnAm pUrvakam (Bhj-SU, VEdyaH 169)
   kuśalamūlaṃ na kṣīyate, na ca durgatigamanaṃ bhaviṣyati | te tataś cyutvā	kuSala-mUlam na kzIyate, na ca durgati-gamanam Bavizyati | te tatas cyutvA
   iha manuṣyaloke upapatsyante | rājāno bhaviṣyanti caturdvīpeśvarāś	iha manuzya-loke upapatsyante | rAjAnaH Bavizyanti catur-dvIpa-ISvara-AS
   cakravartinaḥ | te anekāni sattvakoṭīniyutaśatasahasrāṇi daśasu kuśaleṣu	cakravartinaH | te anekAni sattva-kowI-niyuta-Sata-sahasrANi daSasu kuSalezu
   karmapatheṣu pratiṣṭhāpayiṣyanti | apare punaḥ kṣatriyamahāśālakuleṣu	karma-paTezu pratizWApayizyanti | apare punar kzatriya-mahASAla-kulezu
   brāhmaṇamahāśālakuleṣu prabhūtadhanadhānyakośakoṣṭhāgārasamṛddheṣu ca	brAhmaNa-mahASAla-kulezu praBUta-Dana-DAnya-koSa-kozWAgAra-samRdDezu ca
   kuleṣu upapatsyante | te rūpasaṃpannāś ca bhaviṣyanti, eśvaryasaṃpannāś ca	kulezu upapatsyante | te rUpa-saMpannAH ca Bavizyanti, eSvarya-saMpannAH ca
   bhaviṣyanti, parivārasaṃpannāś ca bhaviṣyanti | yaś ca mātṛgrāmaḥ tasya	Bavizyanti, parivAra-saMpannAH ca Bavizyanti | yaH ca mAtR-grAmaH tasya
   bhagavato bhaiṣajyaguruvaidūryaprabhasya tathāgatasya nāmadheyaṃ śrutvā ca	BagavataH BEzajya-guru-vEdUrya-praBasya taTAgatasya nAmaDeyam SrutvA ca
   udgrahīṣyati, tasya sa eva paścimaḥ strībhāvaḥ pratikāṅkṣitavyaḥ ||	udgrahIzyati, tasya saH eva paScimaH strI-BAvaH pratikAFkzitavyaH ||
   atha khalu mañjuśrīḥ kumārabhūto bhagavantam etad avocat - ahaṃ bhagavan	aTa Kalu maQjuSrIH kumAra-BUtaH Bagavantam etat avocat  aham Bagavan
   paścime kāle paścime samaye teṣāṃ śrāddhānāṃ kulaputrāṇāṃ kuladuhitṝṇāṃ ca	paScime kAle paScime samaye tezAm SrAdDAnAm kula-putrANAm kula-duhitLNAm ca
   tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya tathāgatasya nāmadheyaṃ	tasya BagavataH BEzajya-guru-vEdUrya-praBasya taTAgatasya nAmaDeyam
   śrāvayiṣyāmi, antaśaḥ svapnāntaram api buddhanāmakaṃ karṇapuṭeṣu	SrAvayizyAmi, antaSas svapna-antaram api budDa-nAmakam karNa-puwezu
   upasaṃhārayiṣyāmi | ye idaṃ sūtraratnaṃ dhārayiṣyanti vācayiṣyanti	upasaMhArayizyAmi | ye idam sUtra-ratnam DArayizyanti vAcayizyanti
   deśayiṣyanti paryavāpsyanti, parebhyo vistareṇa saṃprakāśayiṣyanti,	deSayizyanti paryavApsyanti, pareByaH vistareNa saMprakASayizyanti,
   likhiṣyanti likhāpayiṣyanti, pustakagataṃ vā kṛtvā satkariṣyanti	liKizyanti liKA-payizyanti, pustaka-gatam vA kRtvA satkarizyanti
   nānāpuṣpadhūpagandhamālyavilepanachatradhvajapatākābhiḥ, tat	nAnA-puzpa-DUpa-ganDa-mAlya-vilepana-Catra-Dvaja-patAkABiH, tat-
   pañcaraṅgikavastraiḥ pariveṣṭya śucau pradeśe sthāpayitavyam | yatraiva	paQca-raFgika-vastrEH parivezwya SucO pradeSe sTApayitavyam | yatra-eva
   idaṃ sūtrāntaṃ sthāpitaṃ bhavati, tatra catvāro mahārājānaḥ saparivārāḥ,	idam sUtrAntam sTApitam Bavati, tatra catvAraH mahA-rAjAnaH sa-parivArAH,
   anyāni ca anekāni ca devakoṭiniyutaśatasahasrāṇi upasaṃkramiṣyanti |	anyAni ca anekAni ca deva-kowi-niyuta-Sata-sahasrANi upasaMkramizyanti |
   tatredaṃ sūtraṃ pracariṣyati | te ca bhagavan idaṃ sūtraratnaṃ	tatra-idam sUtram pracarizyati | te ca Bagavan idam sUtra-ratnam
   prakāśayiṣyanti | tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya	prakASayizyanti | tasya BagavataH BEzajya-guru-vEdUrya-praBasya
   tathāgatasya pūrvapraṇidhānaviśeṣavistaravibhāgaṃ ca tasya tathāgatasya	taTAgatasya pUrva-praNiDAna-viSeza-vistara-viBAgam ca tasya taTAgatasya
   nāmadheyaṃ dhārayiṣyanti, teṣāṃ nākālamaraṇaṃ bhaviṣyati | na teṣāṃ	nAmaDeyam DArayizyanti, tezAm na-akAla-maraNam Bavizyati | na tezAm
   kenacit śakyamojo 'pahartum, hṛtaṃ vā ojaḥ punar api pratisaṃharati |	kenacid Sakyam-ojaH apahartum, hRtam vA ojaH punar api pratisaMharati |
   bhagavān āha - etam etad mañjuśrīḥ, evam etat, yathā vadasi | yaś ca	BagavAn Aha  etam etat maQjuSrIH, evam etat, yaTA vadasi | yaH ca
   mañjuśrīḥ śrāddhaḥ kulaputro vā kuladuhitā vā tasya tathāgatasya pūjāṃ	maQjuSrIH SrAdDaH kula-putraH vA kula-duhitA vA tasya taTAgatasya pUjAm
   kartukāmaḥ, tena tasya tathāgatasya pratimā kārāpayitavyā, sapta	kartu-kAmaH, tena tasya taTAgatasya pratimA kArApayitavyA, sapta
   rātriṃdivam āryāṣṭāṅgamārgasamanvāgatena upavāsam upavasitavyam | śucinā	rAtriMdivam Arya-azwa-aFga-mArga-samanvAgatena upavAsam upavasitavyam | SucinA
   śucim āhāraṃ kṛtvā śucau pradeśe (nānāpuṣpāṇi saṃstārya	Sucim AhAram kRtvA SucO pradeSe (nAnA-puzpANi san=-tArya
   nānāgandhapradhūpite nānāvastracchatradhvajapatākāsamalaṃkṛte tasmin	nAnA-ganDa-praDUpite nAnA-vastra=-Catra-Dvaja-patAkA-samalaMkRte tasmin
   pṛthivīpradeśe susnātagātreṇa śucivimalavasanadhāriṇā nirmalacittena	pRTivI-pradeSe su-snAta-gAtreNa Suci-vimala-vasana-DAriNA nirmala-cittena
   akaluṣacittena avyāpādacittena sarvasattveṣu maitracittena (upekṣācittena)	akaluza-cittena avyApAdacittena sarva-sattvezu mEtra-cittena (upekzA-cittena)
   sarvasattvānām antike samacittena bhavitavyam |	sarva-sattvAnAm antike sama-cittena Bavitavyam |
   nānātūryasaṃgītipravāditena sā tathāgatapratimā pradakṣiṇīkartavyā tasya	nAnA-tUrya-saMgIti-pravAditena sA taTAgata-pratimA pradakziNIkartavyA tasya
   tathāgatasya pūrṇapraṇidhānāni manasi kartavyāni | idaṃ sūtraṃ	taTAgatasya pUrNa-praNiDAnAni manasi kartavyAni | idam sUtram
   pravartayitavyam | yaṃ cetayati, yaṃ prārthayati, taṃ sarvābhiprāyaṃ	pravartayitavyam | yam cetayati, yam prArTayati, tam sarva-aBiprAyam
   paripūrayati | yadi dirgham āyuḥ kāmayate, dirghāyuṣko bhavati | yadi	paripUrayati | yadi dirGam AyuH kAmayate, dirGa-AyuzkaH Bavati | yadi
   bhogaṃ prārthayate, bhogasamṛddho bhavati | yadi aiśvaryam	Bogam prArTayate, Boga-samRdDaH Bavati | yadi ESvaryam
   abhiprārthayate, tad alpakṛcchreṇa prāpnoti | yadi putrābhilāṣī bhavati,	aBiprArTayate, tat alpa-kRcCreNa prApnoti | yadi putra-aBilAzI Bavati,
   putraṃ pratilabhate | ye iha pāpakaṃ svapnaṃ paśyanti, yatra vāyasaḥ	putram pratilaBate | ye iha pApakam svapnam paSyanti, yatra vAyasaH
   sthito bhavati durnimittaṃ vā, yatra amaṅgalaśataṃ vā sthitaṃ bhavati,	sTitaH Bavati durnimittam vA, yatra amaFgala-Satam vA sTitam Bavati,
   tais tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya tathāgatasya pūjā	tEH tasya BagavataH BEzajya-guru-vEdUrya-praBasya taTAgatasya pUjA
   kartavyā | sarvaduḥsvapnadurnimittāmāṅgalyāś ca bhāvāḥ praśamiṣyanti |	kartavyA | sarva-duHsvapna-durnimitta-amAFgalyAH ca BAvAH praSamizyanti |
   (BhgSū, Vaidya 170) yeṣām	(Bhj-SU, VEdyaH 170) yezAm
   agryudakaviṣaśasrapratāpacaṇḍahastisiṃhavyāghraṛkṣatarakṣudvīpikāśīviṣavṛścikaśatapadadaṃśamaśakādibhayaṃ	agri-udaka-viza-Sasra-pratApa-caNxa-hasti-siMha-vyAGra-Rkza-tara-kzuD-vIpikA-SIviza-vRScika-Sata-pada-daMSa-maSaka-Adi-Bayam
   bhavati, tais tasya tathāgatasya pūjā kartavyā | te sarvabhayebhyaḥ	Bavati, tEH tasya taTAgatasya pUjA kartavyA | te sarva-BayeByaH
   parimokṣyante | yeṣāṃ corabhayaṃ taskarabhayam, tais tasya tathāgatasya	parimokzyante | yezAm cora-Bayam taskara-Bayam, tEH tasya taTAgatasya
   pūjā kartavyā ||	pUjA kartavyA ||
   punar aparaṃ mañjuśrīḥ ye śrāddhāḥ kulaputrā va kuladuhitaro vā ye	punar aparam maQjuSrIH ye SrAdDAH kula-putrAH va kula-duhitaraH vA ye
   yāvajjīvaṃ triśaraṇam upagṛhṇanti, ananyadevatāś ca bhavanti, ye pañca	yAvajjIvam tri-SaraNam upagRhNanti, ananya-devatAH ca Bavanti, ye paQca
   śikṣāpadāni dhārayanti, ye ca bodhisattvasaṃvaraṃ caturvaraśikṣāpadaśataṃ	SikzA-padAni DArayanti, ye ca boDisattva-saMvaram catur-vara-SikzA-pada-Satam
   dhārayanti, ye punar apiraṃ niṣkrāntagṛhavāsā bhikṣavaḥ, pañcādhike dve	DArayanti, ye punar apiram nizkrAnta-gRha-vAsAH BikzavaH, paQca-aDike dve
   śikṣāpadaśate dhārayanti, yā bhikṣuṇyaḥ pañcaśataśikṣāpadāni dhārayanti,	SikzA-pada-Sate DArayanti, yAH BikzuNyaH paQca-Sata-SikzA-padAni DArayanti,
   ye ca yathāparigṛhītāc chikṣāsaṃvarād anyatarāc chikṣāpadāt bhraṣṭā	ye ca yaTA-parigRhItAt SikzA-saMvarAt anyatarAt SikzA-padAt BrazwA
   bhavanti saced durgatibhayabhītāḥ, tasya bhagavato	Bavanti saced durgati-Baya-BItAH, tasya BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya tathāgatasya nāmadheyaṃ dhārayeyuḥ, na	BEzajya-guru-vEdUrya-praBasya taTAgatasya nAmaDeyam DArayeyuH, na
   bhūyas teṣāṃ tryapāyagamanaduḥkhaṃ pratikāṅkṣitavyam | yaś ca mātṛgrāmaḥ	BUyas tezAm tri-apAya-gamana-duHKam pratikAFkzitavyam | yaH ca mAtR-grAmaH
   prasavanakāle tīvrāṃ duḥkhāṃ kharāṃ kaṭukāṃ vedanāṃ vedayati, yā tasya	prasavana-kAle tIvrAm duHKAm KarAm kawukAm vedanAm vedayati, yA tasya
   bhagavato bhaiṣajyaguruvaidūryaprabhasya tathāgatasya nāmadheyam	BagavataH BEzajya-guru-vEdUrya-praBasya taTAgatasya nAmaDeyam
   anusmaret, pūjāṃ ca kuryāt, sā sukhaṃ ca prasūyate, sarvāṅgaparipūrṇaṃ	anusmaret, pUjAm ca kuryAt, sA suKam ca prasUyate, sarva-aFga-paripUrNam
   putraṃ (ca) janayiṣyati abhirūpaḥ prāsādiko darśanīyas tīkṣṇendriyo	putram (ca) janayizyati aBirUpaH prAsAdikaH darSanIyaH tIkzNa-indriyaH-
   buddhimān | sa ārogyasvalpābādho bhaviṣyati, na ca śakyate amanuṣyais	budDimAn | saH Arogya-su-alpa-AbADaH Bavizyati, na ca Sakyate amanuzyEH-
   tasya ojo 'pahartum ||	tasya ojaH apahartum ||
   atha khalu bhagavān āyuṣmantam ānandam āmantrayate sma - śraddadhāsi tvam	aTa Kalu BagavAn Ayuzmantam Anandam Amantrayate sma  SraddaDAsi tvam
   ānanda pattīyasi yad ahaṃ tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya	Ananda pattIyasi yat aham tasya BagavataH BEzajya-guru-vEdUrya-praBasya
   tathāgatasyārhataḥ samyaksaṃbuddhasya guṇān varṇayiṣyāmi? athavā te kāṅkṣā	taTAgatasya-arhataH samyaksaMbudDasya guNAn varNayizyAmi? aTavA te kAFkzA
   vā vimatir vā vicikitsā vā atra gambhīre buddhagocare? athāyuṣmān ānando	vA vimatiH vA vicikitsA vE atra gamBIre budDa-gocare? aTa-AyuzmAn AnandaH-
   bhagavantam etad avocat - na me bhadanta bhagavan atra kāṅkṣā vā vimatir	Bagavantam etat avocat  na me Badanta Bagavan atra kAFkzA vA vimatiH-
   vā vicikitsā vā tathāgatabhāṣiteṣu sūtrānteṣu | tat kasya hetoḥ? nāsti	vA vicikitsA vA taTAgata-BAzitezu sUtrAntezu | tat kasya hetoH? na-asti
   tathāgatānām apariśuddhakāyavāṅbhanaḥsamudācāratā | imau bhagavan	taTAgatAnAm apariSudDakAyavAFBanaH-samudAcAra-tA | imO Bagavan
   candrasūryau evaṃ maharddhikau evaṃ mahānubhāvau pṛthivyāṃ prapatetām, sa	candra-sUryO evam mahardDikO evam mahA-anuBAvO pRTivyAm prapateta-am, sa
   sumerur vā parvatarājaḥ sthānāc calet, na tu buddhānāṃ vacanam anyathā	sumeruH vA parvata-rAjaH sTAnAt calet, na tu budDAnAm vacanam anyaTA
   bhavet | kiṃ tu bhadanta santi sattvāḥ śraddhendriyavikalāḥ | idaṃ	Bavet | kim tu Badanta santi sattvAH SradDA-indriya-vikalAH | idam
   buddhagocaraṃ śrutvāṃ evaṃ vakṣyanti katham etan nāmadheyasmaraṇamātreṇa	budDa-gocaram SrutvAm evam vakzyanti kaTam etat nAmaDeya-smaraNa-mAtreNa
   tasya tathāgatasya tāvanto guṇānuśaṃsā bhavanti? te na śraddadhanti na	tasya taTAgatasya tAvantaH guNa-anuSaMsAH Bavanti? te na SraddaDanti na
   pattīyanti, pratikṣipanti| teṣāṃ dīrgharātram anarthāya na hitāya na	pattIyanti, pratikzipanti| tezAm dIrGarAtram anarTAya na hitAya na
   sukhāya vinipātāy bhaviṣyati | bhagavān āha - asthānam ānanda anavakāśaḥ,	suKAya vinipAtAy Bavizyati | BagavAn Aha  asTAnam Ananda anavakASaH,
   yena tasya tathāgatasya nāmadheyaṃ śrutam, tasya sattvasya	yena tasya taTAgatasya nAmaDeyam Srutam, tasya sattvasya
   durgatyapāyagamanaṃ bhavet, nedaṃ sthānaṃ vidyate | duḥśraddhānīyaṃ ca	durgati-apAya-gamanam Bavet, na-idam sTAnam vidyate | duHSradDAnIyam ca
   ānanda buddhānāṃ buddhagocaram | yat tvam ānanda śraddadhāsi pattīyasi,	Ananda budDAnAm budDa-gocaram | yat tvam Ananda SraddaDAsi pattIyasi,
   tathāgatasyaiṣonubhāvo draṣṭavyaḥ | abhūmir atra	taTAgatasya-ezonuBAvaH drazwavyaH | aBUmiH atra
   sarvaśrāvakapratyekabuddhānāṃ sthāpayitvā ekajātipratibaddhān bodhisattvān	sarva-SrAvaka-pratyekabudDAnAm sTApayitvA eka-jAti-pratibadDAn boDisattvAn
   mahāsattvān iti | durlabhaḥ ānanda manuṣyapratilābhaḥ, durlabhaṃ triratne	mahAsattvAn iti | durlaBaH Ananda manuzya-pratilABaH, durlaBam tri-ratne
   śraddhāgauravam, sudurlabhaṃ tathāgatasya nāmadheyaśravaṇam | tasya	SradDA-gOravam, su-durlaBam taTAgatasya nAmaDeya-SravaNam | tasya
   bhagavatas tathāgatasya bhaiṣajyaguruvaidūryaprabhasya ānanda	BagavataH taTAgatasya BEzajya-guru-vEdUrya-praBasya Ananda
   bodhisattvacaryām apramāṇam, upāyakauśalyam apy apramāṇam, apramāṇaṃ cāsya	boDisattva-caryAm apramANam, upAya-kOSalyam api apramANam, apramANam ca-asya
   praṇidhānaviśeṣavistaram | ākāṅkṣamāṇo 'haṃ tasya tathāgatasya kalpaṃ vā	praNiDAna-viSeza-vistaram | AkAFkzamANaH aham tasya taTAgatasya kalpam vA
   (BhgSū, Vaidya 171) kalpāvaśeṣaṃ vā bodhisattvacārikāyāṃ vistaravibhaṅgaṃ	(Bhj-SU, VEdyaH 171) kalpa-avaSezam vA boDisattva-cArikAyAm vistara-viBaFgam
   nirdiśeyam | kṣīyeta ānanda alpam, na tv eva śakyaṃ tasya bhagavato	nirdiSeyam | kzIyeta Ananda alpam, na tu eva Sakyam tasya BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya tathāgatasya	BEzajya-guru-vEdUrya-praBasya taTAgatasya
   pūrvapraṇidhānaviśeṣavistarāntam adhigantum ||	pUrva-praNiDAna-viSeza-vistara-antam aDigantum ||
   tena khalu punaḥ samayena tasyām eva parṣadi trāṇamukto nāma bodhisattvo	tena Kalu punar samayena tasyAm eva parzadi trANamuktaH nAma boDisattvaH-
   mahāsattvaḥ saṃnipatito 'bhūt saṃniṣaṇṇaḥ | utthāyāsanād ekāṃsam	mahAsattvaH saMnipatitaH aBUt saMnizaNNaH | utTAya-AsanAt eka-aMsam
   uttarāsaṅgaṃ kṛtvā dakṣiṇaṃ jānumaṇḍalaṃ pṛthivyāṃ pratiṣṭhāpya yena	uttarAsaFgam kRtvA dakziNam jAnu-maNxalam pRTivyAm pratizWApya yena
   bhagavāṃs tenāñjaliṃ praṇamya bhagavantam etad avocat - bhaviṣyanti	BagavAn tena-aQjalim praNamya Bagavantam etat avocat  Bavizyanti
   bhadanta bhagavan sattvāḥ paścime kāle paścime samaye nānāvyādhiparipīḍitā	Badanta Bagavan sattvAH paScime kAle paScime samaye nAnA-vyADi-paripIxitA
   dīrghavyādhinā (kṣīṇagātrāḥ) kṣuttarṣābhyāṃ śuṣkakaṇṭhoṣṭhā maraṇābhimukhā	dIrGa-vyADinA (kzINa-gAtrAH) kzuD-tarzAByAm Suzka-kaNWa-uzWA maraNa-aBimuKA
   rorudyamānebhir mitrajñātisālohitaiḥ parivāritā andhakārāṃ diśaṃ paśyanto	roH-udyamAneBiH mitra-jQAti-sa-AlohitEH parivAritAH anDakArAm diSam paSyantaH-
   yamapuruṣair ākarṣyamāṇāś ca | tasya kalevare mañcaśayite vijñānaṃ yamasya	yama-puruzEH AkarzyamANAH ca | tasya kalevare maQca-Sayite vijQAnam yamasya
   dharmarājasyāgratām upanīyate | yac ca tasya sattvasya sahajānubaddham eva	DarmarAjasya-agra-tAm upanIyate | yat ca tasya sattvasya sahaja-anubadDam eva
   yat kiṃcit tena puruṣeṇa kuśalam akuśalaṃ vā kṛtaṃ bhavati, tat sarvaṃ	yat kiMcid tena puruzeNa kuSalam akuSalam vA kRtam Bavati, tat sarvam
   sulikhitaṃ kṛtvā yamasya dharmarājasya upanāmyate | tadā yamo 'pi	suliKitam kRtvA yamasya DarmarAjasya upanAmyate | tadA yamaH api
   dharmarājas taṃ pṛcchati, gaṇayati yathākṛtaṃ cāsya kuśalam akuśalaṃ vā	DarmarAjaH tam pRcCati, gaNayati yaTAkRtam ca-asya kuSalam akuSalam vA
   tathājñāmājñāpayati | tatra ye te mitrajñātisālohitāstasyāturasyārthāya	taTA-AjQAm-AjQApayati | tatra ye te mitra-jQAti-sa-AlohitAH-tasya-Aturasya-arTAya
   taṃ bhagavantaṃ bhaiṣajyaguruvaidūryaprabhaṃ tathāgataṃ śaraṇaṃ gaccheyuḥ,	tam Bagavantam BEzajya-guru-vEdUrya-praBam taTAgatam SaraNam gacCeyuH,
   tasya ca tathāgatasya pūjāṃ kuryuḥ, sthānam etad vidyate yat tasya tad	tasya ca taTAgatasya pUjAm kuryuH, sTAnam etat vidyate yat tasya tat-
   vijñānaṃ punar api pratinivarteta, svapnāntaragata ivātmānaṃ saṃjānīte |	vijQAnam punar api pratinivarteta, svapna-antara-gataH iva-AtmAnam saMjAnIte |
   yadi vā saptame divase yadi vā (ekaviṃśatime) divase yadi vā	yadi vA saptame divase yadi vA (ekaviMSatime) divase yadi vA
   pañcatriṃśatime divase yadi vā ekonapañcāśatime divase tasya vijñānaṃ	paQcatriMSatime divase yadi vE ekonapaQcASatime divase tasya vijQAnam
   punar api nivarteta, smṛtim upalabheta | tasya kuśalam akuśalaṃ vā	punar api nivarteta, smRtim upalaBeta | tasya kuSalam akuSalam vA
   karmavipākaṃ svayam eva pratyakṣaṃ bhavati | jñātvā sa jīvitahetau na	karma-vipAkam svayam eva pratyakzam Bavati | jQAtvA sa jIvita-hetO na
   kadāpi pāpam akuśalaṃ karma kariṣyati | tasmāc chrāddhena kulaputreṇa vā	kadApi pApam akuSalam karma karizyati | tasmAt SrAdDena kula-putreNa vA
   kuladuhitā vā tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya tathāgatasya	kula-duhitA vA tasya BagavataH BEzajya-guru-vEdUrya-praBasya taTAgatasya
   pūjā kartavyā ||	pUjA kartavyA ||
   athāyuṣmān ānandas trāṇamuktaṃ nāma bodhisattvam etad avocat - kathaṃ	aTa-AyuzmAn AnandaH trANam-uktam nAma boDisattvam etat avocat  kaTam
   kulaputra tasya bhagavato bhaiṣajyaguruvaidūryaprabhasya pūjā kartavyā?	kula-putra tasya BagavataH BEzajya-guru-vEdUrya-praBasya pUjA kartavyA?
   trāṇamukto bodhisattva āha - ye bhadanta ānanda mahato vyādhitaḥ	trANa-muktaH boDisattvaH Aha  ye BadantaH Ananda mahataH vyADitaH
   parimocitukāmāḥ, tais tasyāturasyārthāya sapta divasāni	parimocitu-kAmAH, tEH tasya-Aturasya-arTAya sapta divasAni
   āryāṣṭāṅgasamanvāgatam upavāsam upavasitavyam, bhikṣusaṃghasya ca	Arya-azwa-aFga-samanvAgatam upavAsam upavasitavyam, Bikzu-saMGasya ca
   āhārapānaiḥ sarvopakaraṇair yathāśakti pūjopasthānaṃ kartavyam | bhagavato	AhAra-pAnEH sarva-upakaraNEH yaTASakti pUjA-upasTAnam kartavyam | BagavataH-
   bhaiṣajyaguruvaidūryaprabhasya nāmadheyaṃ triṣkṛtvā rātryāṃ triṣkṛtvā	BEzajya-guru-vEdUrya-praBasya nAmaDeyam trizkRtvA rAtryAm trizkRtvA
   divase manasi kartavyam | navacatvāriṃśadvāre idaṃ sūtram uccārayitavyam |	divase manasi kartavyam | navacatvAriMSat-vAre idam sUtram uccArayitavyam |
   ekonapañcāśad dīpāḥ prajvālayitavyāḥ | sapta pratimāḥ kartavyā | ekaikayā	ekonapaQcASat dIpAH prajvAlayitavyAH | sapta pratimAH kartavyA | ekEkayA
   pratimayā sapta sapta dīpāḥ prajvālayitavyāḥ | ekaiko dīpaḥ	pratimayA sapta sapta dIpAH prajvAlayitavyAH | ekEkaH dIpaH
   śakaṭacakrapramāṇaḥ kartavyaḥ | yadi ekonacatvāriṃśatime divase āloko na	Sakawa-cakra-pramANaH kartavyaH | yadi ekonacatvAriMSatime divase AlokaH na
   kṣīyate, veditavyaṃ sarvasaṃpaditi | pañcaraṅgikāḥ patākāḥ	kzIyate, veditavyam sarva-saMpad-iti | paQca-raFgikAH patAkAH
   ekonapañcāśadadhikāḥ kartavyāḥ ||	ekonapaQcASat-aDikAH kartavyAH ||
   punar aparaṃ bhadanta ānanda yeṣāṃ rājñāṃ kṣatriyāṇāṃ mūrdhābhiṣiktānām	punar aparam BadantaH Ananda yezAm rAjQAm kzatriyANAm mUrDABiziktAnAm
   upadravā vā upasargā vā pratyupasthitā bhaveyuḥ, vyādhipīḍā vā	upadravAH vA upasargAH vA pratyupasTitAH BaveyuH, vyADi-pIxA vA
   svacakrapīḍā vā paracakrapīḍā vā nakṣatrapīḍā (BhgSū, Vaidya 172) vā	sva-cakra-pIxA vA para-cakra-pIxA vA nakzatra-pIxA (Bhj-SU, VEdyaH 172) vA
   candragrahasūryagrahapīḍā vā akālavātavṛṣṭipīḍā vā avagrahapīḍā vā	candra-graha-sUrya-graha-pIxA vA akAla-vAta-vRzwi-pIxA vA avagraha-pIxA vA
   samutthitā, amāṅgalyā vā saṃkrāmakavyādhir vā vipad vā samupasthitā, tena	samutTitA, amAFgalyA vA saMkrAmaka-vyADiH vA vipad vA samupasTitA, tena
   rājñā kṣatriyeṇa mūrdhābhiṣiktena sarvasattveṣu maitracittena bhavitavyam,	rAjQA kzatriyeNa mUrDABiziktena sarva-sattvezu mEtra-cittena Bavitavyam,
