   BhG 11.1	Bhu 11.1
   tad-avayavatvenaikatraivaa pṛthag-avasthitaṃ tadā pāṇḍavo 'rjuno 'paśyat	tad--avayava-tvena-ekatra-evaa pRTak--avasTitam tadA pANxavaH arjunaH apaSyat-
   madhusūdanaḥ : ihaikasthaṃ jagat kṛtsnaṃ paśyādya sa-carācaram iti	maDusUdanaH : iha-ekasTam jagat kRtsnam paSya-adya sa-carAcaram iti
   bhagavad-ājñaptam apy anubhūtavān arjuna ity āha tatraikastham iti |	Bagavat--AjQaptam api anuBUtavAn arjunaH iti Aha tatra-ekasTam iti |
   ekastham ekatra sthitaṃ jagat kṛtsnaṃ pravibhaktam anekadhā |	ekasTam ekatra sTitam jagat kRtsnam praviBaktam anekaDA |
   deva-pitṛ-manuṣyādi-nānā-prakārair apaśyad devadevasya bhagavataḥ tatra	deva--pitR--manuzya-Adi-nAnA--prakArEH apaSyat devadevasya BagavataH tatra
   viśvarūpe śarīre pāṇḍavo 'rjunas tadā viśvarūpāścarya-darśana-daśāyām	viSva-rUpe SarIre pANxavaH arjunaH tadA viSva-rUpa-AScarya--darSana-daSAyAm
   viśvanāthaḥ : tatra tasmin yuddha-bhumāv eva devadevasya śarīre jagat	viSvanATaH : tatra tasmin yudDa--BumO eva devadevasya SarIre jagat-
   brahmāṇḍaṃ kṛtsnaṃ sarvam eva gaṇayitum aśakyam ity arthaḥ | pravibhaktaṃ	brahmANxam kRtsnam sarvam eva gaNayitum aSakyam iti arTaH | praviBaktam
   pṛthak pṛthaktayā sthitam ekastham ekadeśasthaṃ pratiromakūpasthaṃ	pRTak pRTaktayA sTitam ekasTam eka-deSa-sTam pratiromakUpa-sTam
   pratikukṣisthaṃ vety arthaḥ | anekadhā mṛnmayaṃ hiraṇmayaṃ maṇimayaṃ vā	pratikukzi-sTam vA-iti arTaH | anekaDA mRd-mayam hiraNmayam maNi-mayam vA
   pañcāśat-koṭi-yojana-pramāṇaṃ śata-koṭi-yojana-pramāṇaṃ	paQcASat--kowi--yojana-pramANam Sata--kowi--yojana--pramANam
   lakṣa-koṭy-ādi-yojana-pramāṇaṃ vety arthaḥ ||13||	lakza--kowI--Adi--yojana--pramANam vA-iti arTaH ||13||
   baladevaḥ : tataḥ kim abhūd ity apekṣāyām āha tatreti | tatra	baladevaH : tatas kim aBUt iti apekzAyAm Aha tatra-iti | tatra
   yuddha-bhūmau devadevasya kṛṣṇasya vyañjita-sahasra-śiraske śarīre	yudDa--BUmO devadevasya kRzNasya vyaQjita--sahasra--Siraske SarIre
   śrī-vigrahe kṛtsnaṃ nikhilaṃ jagad brahmāṇḍaṃ tadā pāṇḍavo 'paśyat |	SrI-vigrahe kRtsnam niKilam jagat brahmANxam tadA pANxavaH apaSyat |
   pravibhaktaṃ pṛthak-pṛthag-bhūtam ekastham iti prāgvat | anekadheti	praviBaktam pRTak--pRTak--BUtam ekasTam iti prAgvat | anekaDA-iti
   mṛṇmayaṃ svarṇa-mayaṃ ratna-mayaṃ vā laghu-madhye bṛhad-bhūtaṃ vety arthaḥ	mRNmayam svarNa--mayam ratna-mayam vA laGu--maDye bRhad-BUtam vA-iti arTaH
   BhG 11.14	Bhu 11.14
   tataḥ sa vismayāviṣṭo hṛṣṭa-romā dhanaṃjayaḥ |	tatas sa vismaya-AvizwaH hRzwa--romA DanaMjayaH |
   praṇamya śirasā devaṃ kṛtāñjalir abhāṣata ||14||	praNamya SirasA devam kRtAQjaliH aBAzata ||14||
   śrīdharaḥ : evaṃ dṛṣṭvā kiṃ kṛtavān iti ? tatrāha tata iti | tato	SrIDaraH : evam dRzwvA kim kRtavAn iti ? tatra-Aha tatas iti | tatas-
   darśanāntaram | visamyenāviṣṭo vyāptaḥ san hṛṣṭāny utpulakitāni romāṇi	darSana-antaram | visamyena-AvizwaH vyAptaH san hRzwAni utpulakitAni romANi
   yasya sa dhanañjayaḥ | tam eva devaṃ śirasā praṇamya kṛtāñjaliḥ	yasya sa DanaQjayaH | tam eva devam SirasA praNamya kRtAQjaliH
   sampuṭākṛta-hasto bhūtvā | abhāṣatoktavān ||14||	sampuwa-akRta--hastaH BUtvA | aBAzata-uktavAn ||14||
   madhusūdanaḥ : evam adbhuta-darśane 'py arjuno na vibhayāṃcakāra nāpi	maDusUdanaH : evam adButa--darSane api arjunaH na viBayAMcakAra na-api
   netre saṃcacāra, nāpi saṃbhramāt kartavyaṃ visasmāra, nāpi tasmād deśād	netre saMcacAra, na-api saMBramAt kartavyam visasmAra, na-api tasmAt deSAt-
   apasasāra, kintv atidhīratvāt tat-kālocitam eva vyavajahāra, mahati	apasasAra, kintu ati-DIra-tvAt tat-kAla-ucitam eva vyavajahAra, mahati
   citta-kṣobhe 'pīty āha tata iti | tatas tad-darśanād anantaraṃ	citta--kzoBe api-iti Aha tatas iti | tatas tad--darSanAt anantaram
   vismayenādbhuta-darśana-prabhāvenālaukika-citta-camatkāra-viśeṣeṇāviṣṭo	vismayena-adButa--darSana--praBAvena-alOkika--citta--camatkAra--viSezeNa-AvizwaH-
   vyāptaḥ | ataeva hṛṣṭa-romā pulakitaḥ san sa	vyAptaH | ataeva hRzwa-romA pulakitaH san sa
   prakhyāta-mahādeva-saṅgrāmādi-prabhāvo dhanaṃjayo yudhiṣṭhira-rājasūya	praKyAta--mahAdeva--saFgrAma-Adi-praBAvaH DanaMjayaH yuDizWira-rAjasUya
   uttara-go-grahe ca sarvātrājño jitvā dhanam āhṛtavān iti	uttara-go-grahe ca sarvAtra-ajQaH jitvA Danam AhRtavAn iti
   prathita-mahā-parākramo 'tidhīraḥ sākṣād agnir iti vā mahā-tejasvitvāt |	praTita-mahA--parAkramaH ati-DIraH sAkzAt agniH iti vA mahA--tejasvi-tvAt |
   devaṃ tam eva viśvarūpa-dharaṃ nārāyaṇaṃ śirasā bhūmi-lagnena praṇamya	devam tam eva viSva-rUpa--Daram nArAyaNam SirasA BUmi--lagnena praNamya
   prakarṣeṇa bhakti-śraddhātiśayena natvā namaskṛtya kṛtāñjaliḥ	prakarzeNa Bakti-SradDA-atiSayena natvA namaskRtya kRtAQjaliH
   sampuṭīkṛta-hasta-yugaḥ sann abhāṣatoktavān |	sampuwIkRta-hasta-yugaH san aBAzata-uktavAn |
   atra vismayākhya-sthāyi-bhāvasyārjuna-gatasyālambana-vibhāvena bhagavatā	atra vismaya-AKya--sTAyi--BAvasya-arjuna--gatasya-Alamba-na--viBAvena BagavatA
   viśvarūpeṇoddīpana-vibhāvenāsakṛt-tad-darśanenānubhāvena	viSva-rUpeNa-uddIpana--viBAvena-asakRt--tad--darSanena-anuBAvena
   sāttvika-romaharṣeṇa namaskāreṇāñjali-kareṇa ca vyabhicāriṇā	sAttvika-roma-harzeNa namaskAreNa-aQjali--kareNa ca vyaBicAriNA
   cānubhāvākṣiptena vā dhṛti-mati-harṣa-vitarkādinā paripoṣāt sa-vāsanānāṃ	ca-anuBAva-Akziptena vA DRti-mati--harza--vitarka-AdinA paripozAt sa--vAsanAnAm
   śrotṝṇāṃ tādṛśaś citta-camatkāro 'pi tad-bhedānadhyavasāyāt paripoṣaṃ	SrotLNAm tAdRSaH citta-camatkAraH api tad--Beda-an-aDyavasAyAt paripozam
   gataḥ paramānandāsvāda-rūpeṇādbhuta-raso bhavatīti sūcitam ||14||	gataH parama-Ananda-AsvAda--rUpeNa-adButa--rasaH Bavati-iti sUcitam ||14||
   viśvanāthaḥ : Nothing.	viSvanATaH : NoTing.
   baladevaḥ : evaṃ kṛṣṇa-tattvavid arjunas tasmin sattvena jñātaṃ	baladevaH : evam kRzNa--tattva-vid arjunaH tasmin sattvena jQAtam
   sahasra-śīrṣatvam adhunā vīkṣyādbhutaṃ rasam anvabhūd ity āha tata iti |	sahasra-SIrza-tvam aDunA vIkzya-adButam rasam anvaBUt iti Aha tatas iti |
   taṃ vyañjalita-tad-rūpaṃ kṛṣṇaṃ vilokyety arthaḥ | dhanaṃjayeti dhīro 'pi	tam vyaQjalita--tad--rUpam kRzNam vilokya-iti arTaH | DanaMjaya-iti DIraH api
   vismayenāviṣṭo hṛṣṭa-romā pulakito devaṃ śirasā bhū-lagnena praṇamya	vismayena-AvizwaH hRzwa-romA pulakitaH devam SirasA BU--lagnena praNamya
   kṛtāñjaliḥ sann abhāṣata | atra bhaya-netra-saṃvaraṇādikaṃ tasya nābhūt	kRtAQjaliH san aBAzata | atra Baya--netra--saMvaraNa-Adikam tasya na-aBUt-
   kintv adbhuto raso 'bhyudaid iti vyañjate | iha tādṛśo harir ālambano	kintu adButaH rasaH aByudEt iti vyaQjate | iha tAdRSaH hariH AlambanaH-
   muhur muhus tad-vīkṣaṇam uddīpanaṃ praṇati-pāṇi-yogāv anubhāvau, romāñcaḥ	muhur muhur tad--vIkzaNam uddIpanam praNati--pANi--yogO anuBAvO, romAQcaH
   sāttvikas tair ākṣiptā matir dhṛti-harṣādayaḥ sañcāriṇaḥ | etair	sAttvikaH tEH AkziptA matiH DRti--harza-AdayaH saQcAriNaH | etEH-
   ālambanādyaiḥ puṣṭo vismaya-sthāyi-bhāvo 'dbhuta-rasaḥ ||14||	Alambana-AdyEH puzwaH vismaya-sTAyi-BAvaH adButa--rasaH ||14||
   BhG 11.15	Bhu 11.15
   arjuna uvāca	arjunaH uvAca
   paśyāmi devāṃs tava deva dehe	paSyAmi devAn tava deva dehe
   sarvāṃs tathā bhūta-viśeṣa-saṃghān |	sarvAn taTA BUta--viSeza--saMGAn |
   brahmāṇam īśaṃ kamalāsana-stham	brahmANam ISam kamalAsana--sTam
   ṛṣīṃś ca sarvān uragāṃś ca divyān ||15||	RzIn ca sarvAn uragAn ca divyAn ||15||
   śrīdharaḥ : bhāṣaṇam evāha paśyāmīti saptadaśabhiḥ | he deva ! tava dehe	SrIDaraH : BAzaNam eva-Aha paSyAmi-iti saptadaSaBiH | he deva ! tava dehe
   devānām ādityādīn paśyāmi | tathā sarvān bhūta-viśeṣāṇāṃ sthāvarāṇāṃ	devAnAm Aditya-AdIn paSyAmi | taTA sarvAn BUta--viSezANAm sTAvarANAm
   jaṅgamānāṃ ca nānā-saṃsthānānāṃ saṃghān samūhān | tathā brahmāṇam	jaFgamAnAm ca nAnA--saMsTAnAnAm saMGAn samUhAn | taTA brahmANam
   caturmukham īśam īśitāraṃ sarveṣāṃ kamalāsana-stham pṛthvī-padma-madhye	caturmuKam ISam ISitAram sarvezAm kamalAsana--sTam pRTvI--padma--maDye
   meru-karṇikāsana-sthaṃ bhagavan-nābhi-kamalāsanastham iti vā | tathā ṛṣīṃś	meru-karNikA-Asana--sTam Bagavan-nABi--kamala-Asana-sTam iti vA | taTA RzIMS
   ca sarvān vaśiṣṭādīn brahma-putrān | uragāṃś ca divyān prākṛtān	ca sarvAn vaSizwa-AdIn brahma-putrAn | uragAn ca divyAn prAkRtAn
   vāsuki-prabhṛtīn paśyāmīti sarvatrānvayaḥ ||15||	vAsuki--praBRtIn paSyAmi-iti sarvatra-anvayaH ||15||
   madhusūdanaḥ : yad bhagavatā darśitaṃ viśvarūpaṃ tad bhagavad-dattena	maDusUdanaH : yat BagavatA darSitam viSva-rUpam tat Bagavat--dattena
   divyena cakṣuṣā sarva-lokādṛśyam api paśyāmy aho mama bhāgya-prakarṣa iti	divyena cakzuzA sarva-lokAdRSyam api paSyAmi aho mama BAgya--prakarzaH iti
   svānubhavam āviṣkurvan arjuna uvāca paśyāmīti | paśyāmi	sva-anuBavam Avizkurvan arjunaH uvAca paSyAmi-iti | paSyAmi
   cākṣuṣa-jñāna-viṣayīkaromi he deva tava dehe viśvarūpe devān vasv-ādīn	cAkzuza--jQAna--vizayI-karomi he deva tava dehe viSva-rUpe devAn vasv-AdIn
   sarvān | tathā bhūta-viśeṣāṇāṃ sthāvarāṇāṃ jaṅgamānāṃ ca nānā-saṃsthānānāṃ	sarvAn | taTA BUta--viSezANAm sTAvarANAm jaFgamAnAm ca nAnA-saMsTAnAnAm
   saṃghān samūhān | tathā brahmāṇam caturmukham īśam īśitāraṃ sarveṣāṃ	saMGAn samUhAn | taTA brahmANam caturmuKam ISam ISitAram sarvezAm
   kamalāsana-stham pṛthvī-padma-madhye meru-karṇikāsana-sthaṃ	kamalAsana--sTam pRTvI--padma--maDye meru-karNikA-Asana--sTam
   bhagavan-nābhi-kamalāsanastham iti vā | tathā ṛṣīṃś ca sarvān vaśiṣṭādīn	Bagavan-nABi--kamala-Asana-sTam iti vA | taTA RzIn ca sarvAn vaSizwa-AdIn
   brahma-putrān | uragāṃś ca divyān prākṛtān vāsuki-prabhṛtīn paśyāmīti	brahma--putrAn | uragAn ca divyAn prAkRtAn vAsuki--praBRtIn paSyAmi-iti
   sarvatrānvayaḥ ||15||	sarvatra-anvayaH ||15||
   viśvanāthaḥ : bhūta-viśeṣāṇāṃ jarāyujādīnāṃ saṅghān | kamalāsana-sthaṃ	viSvanATaH : BUta--viSezANAm jarAyu-ja-AdInAm saFGAn | kamalAsana---sTam
   pṛthvī-padma-karṇikāyāṃ sumerau sthitaṃ brahmāṇam ||15||	pRTvI--padma-karNikAyAm sumerO sTitam brahmANam ||15||
   baladevaḥ : kim abhāṣata tad āha paśyāmīti saptadaśabhiḥ | tathā	baladevaH : kim aBAzata tat Aha paSyAmi-iti saptadaSaBiH | taTA
   bhūta-viśeṣāṇāṃ jarāyujādīnāṃ saṃghān paśyāmi | brahmāṇam caturmukham	BUta--viSezANAm jarAyu-ja-AdInAm saMGAn paSyAmi | brahmANam caturmuKam
   kamalāsane caturmukhe sthitam tad-antaryāmiṇam īśam garbhodaka-śayam	kamala-Asane caturmuKe sTitam tad--antaryAmiNam ISam garBa-udaka--Sayam
   urugān vāsuky-ādīn sarpān ||15||	uru-gAn vAsuky-a-AdIn sarpAn ||15||
   BhG 11.16	Bhu 11.16
   aneka-bāhūdara-vaktra-netraṃ	aneka--bAhu-udara--vaktra--netram
   paśyāmi tvā sarvato 'nanta-rūpam |	paSyAmi tvA sarvatas ananta-rUpam |
   nāntaṃ na madhyaṃ na punas tavādiṃ	na-antam na maDyam na punar tava-Adim
   paśyāmi viśveśvara viśvarūpa ||16||	paSyAmi viSveSvara viSvarUpaH ||16||
   śrīdharaḥ : kiṃ ca aneketi | anekāni bāhv-ādīni yasya tādṛśaṃ tvāṃ paśyāmi	SrIDaraH : kim ca anekA-iti | anekAni bAhv-a-AdIni yasya tAdRSam tvAm paSyAmi
   | anantāni rūpāṇi yasya taṃ tvāṃ sarvataḥ paśyāmi | tava tvaṃ taṃ	| anantAni rUpANi yasya tam tvAm sarvatas paSyAmi | tava tvam tam
   madhyamādiṃ ca na paśyāmi ||16||	maDyamAdim ca na paSyAmi ||16||
   madhusūdanaḥ : yatra bhagavad-dehe sarvam idaṃ dṛṣṭavān, tam eva viśinaṣṭi	maDusUdanaH : yatra Bagavat--dehe sarvam idam dRzwavAn, tam eva viSinazwi
   aneketi | bāhava udarāṇi vaktrāṇi netrāṇi cānekāni yasya tam	aneka-iti | bAhavaH udarANi vaktrANi netrANi ca-anekAni yasya tam
   aneka-bāhūdara-vaktra-netraṃ paśyāmi | tvā tvāṃ sarvataḥ sarvatrānantāni	aneka--bAhu-udara--vaktra--netram paSyAmi | tvA tvAm sarvatas sarvatra-anantAni
   rūpāṇi yasyeti taṃ | tava tu punar nāntam avasānaṃ na madhyaṃ nāpy ādiṃ	rUpANi yasya-iti tam | tava tu punar na-antam avasAnam na maDyam na-api Adim
   paśyāmi sarva-gatatvāt | he viśveśvara ! he viśva-rūpa ! sambodhana-dvayam	paSyAmi sarva-gata-tvAt | he viSveSvara ! he viSva--rUpaH ! samboDana--dvayam
   atisambhramāt ||16||	ati-samBramAt ||16||
   viśvanāthaḥ : he viśveśvara ādi-puruṣa ||16||	viSvanATaH : he viSveSvaraH Adi-puruzaH ||16||
   baladevaḥ : yatra dehe devādīn dṛṣṭavāṃs taṃ viśinaṣṭi aneketi | he	baladevaH : yatra dehe deva-AdIn dRzwavAn tam viSinazwi anekA-iti | he
   viśvarūpa prathama-puruṣa ! ||16||	viSvarUpa praTama-puruzaH ! ||16||
   BhG 11.17	Bhu 11.17
   kirīṭinaṃ gadinaṃ cakriṇaṃ ca	kirIwinam gadinam cakriNam ca
   tejorāśiṃ sarvato dīptimantam |	tejaH-rASim sarvatas dIptimantam |
   paśyāmi tvāṃ durnirīkṣyaṃ samantād	paSyAmi tvAm durnirIkzyam samantAt-
   dīptānalārka-dyutim aprameyam ||17||	dIpta-anala-arka--dyutim aprameyam ||17||
   śrīdharaḥ : kiṃ ca kirīṭinam iti | kirīṭinaṃ mukuṭavantam | gadinaṃ	SrIDaraH : kim ca kirIwinam iti | kirIwinam mukuwavantam | gadinam
   gadāvantaṃ | cakriṇaṃ cakravantaṃ ca | sarvato dīptimantam	gadAvantam | cakriNam cakravantam ca | sarvatas dIptimantam
   tejaḥ-puñja-rūpaṃ tathā durnirīkṣyaṃ draṣṭum aśakyam | tatra hetuḥ -	tejaH-puQja--rUpam taTA durnirIkzyam drazwum aSakyam | tatra hetuH -
   dīptayor analārkayor dyutir iva dyutis tejo yasya tam | ataevāprameyam	dIptayoH anala-arkayoH dyutiH iva dyutiH tejaH yasya tam | ataeva-aprameyam
   evaṃbhūta iti niścetum aśakyaṃ tvāṃ samantataḥ paśyāmi ||17||	evaMBUtaH iti niScetum aSakyam tvAm samantataH paSyAmi ||17||
   madhusūdanaḥ : tam eva viśvarūpaṃ bhagavantaṃ prakārānantaraṃ viśinaṣṭi	maDusUdanaH : tam eva viSva-rUpam Bagavantam prakAra-anantaram viSinazwi
   kirīṭinam iti | kirīṭa-gadā-cakra-dhāriṇaṃ ca sarvato dīptimantam	kirIwinam iti | kirIwa--gadA--cakra--DAriNam ca sarvatas dIptimantam
   tejo-rāśiṃ ca | ataeva durnirīkṣyaṃ divyena cakṣuṣā vinā nirīkṣitum	tejaH--rASim ca | ataeva durnirIkzyam divyena cakzuzA vinA nirIkzitum
   aśakyam | sayakāra-pāṭhe duḥśabdo 'pahnava-vacanaḥ | anirīkṣyam iti yāvat	aSakyam | sayakAra--pAWe duHSabdaH apahnava--vacanaH | anirIkzyam iti yAvat-
   | dīptayor analārkayor dyutir iva dyutir yasya tam aprameyam iti	| dIptayoH anala-arkayoH dyutiH iva dyutiH yasya tam aprameyam iti
   paricchettum aśakyaṃ samantāt sarvataḥ paśyāmi divyena cakṣuṣā | ato	paricCettum aSakyam samantAt sarvatas paSyAmi divyena cakzuzA | atas-
   'dhikāri-bhedād durnirīkṣaṃ paśyāmīti na virodhaḥ ||17||	aDikAri--BedAt durnirIkzam paSyAmi-iti na viroDaH ||17||
   viśvanāthaḥ : Nothing.	viSvanATaH : NoTing.
   baladevaḥ : vidhāntareṇa tam eva viśinaṣṭi kirīṭinam iti | durnirīkṣyam	baladevaH : viDa-antareNa tam eva viSinazwi kirIwinam iti | durnirIkzyam
   api tvām ahaṃ paśyāmi tat-prasādād divya-cakṣur-lābhāt | durnirīkṣyāyāṃ	api tvAm aham paSyAmi tat--prasAdAt divya--cakzuH--lABAt | durnirIkzyAyAm
   hetuḥ - samantād dīptānaleti | aprameyam idam ittham iti pramātum aśakyam	hetuH  samantAt dIpta-anala-iti | aprameyam idam itTam iti pramAtum aSakyam
   BhG 11.18	Bhu 11.18
   tvam akṣaraṃ paramaṃ veditavyaṃ	tvam akzaram paramam veditavyam
   tvam asya viśvasya paraṃ nidhānam |	tvam asya viSvasya param niDAnam |
   tvam avyayaḥ śāśvata-dharma-goptā	tvam avyayaH SASvata--Darma--goptA
   sanātanas tvaṃ puruṣo mato me ||18||	sanAtanaH tvam puruzaH mataH me ||18||
   śrīdharaḥ : yasmād evaṃ tavātakaiśvaryaṃ tasmāt tvam iti | tvam evākṣaraṃ	SrIDaraH : yasmAt evam tava-Ataka-ESvaryam tasmAt tvam iti | tvam eva-akzaram
   paramaṃ brahma | kathambhūtam ? veditavyaṃ mumukṣubhir jñātavyam | tvam	paramam brahma | kaTamBUtam ? veditavyam mumukzuBiH jQAtavyam | tvam
   evāsya viśvasya paraṃ nidhānam | nidhīyate 'sminn iti nidhānaṃ	eva-asya viSvasya param niDAnam | niDIyate asmin iti niDAnam
   prakṛṣṭāśrayaḥ | ataeva tvam avyayo nityaḥ | śāśvatasya nityasya dharmasya	prakRzwa-ASrayaH | ataeva tvam avyayaH nityaH | SASvatasya nityasya Darmasya
   goptā pālakaḥ | sanātanaś cirantanaḥ puruṣaḥ | mato me saṃmato 'si mama	goptA pAlakaH | sanAtanaH cirantanaH puruzaH | mataH me saMmataH asi mama
   madhusūdanaḥ : evaṃ tavātarkya-niratiśayiśvarya-darśanād anuminomi tvam	maDusUdanaH : evam tava-atarkya--nirati-Sayi-Svarya--darSanAt anuminomi tvam
   iti | tvam evākṣaraṃ paramaṃ brahma veditavyaṃ mumukṣubhir	iti | tvam eva-akzaram paramam brahma veditavyam mumukzuBiH-
   vedānta-śravaṇādinā | tvam evāsya viśvasya paraṃ prakṛṣṭaṃ nidhīyate	vedAnta--SravaNa-AdinA | tvam eva-asya viSvasya param prakRzwam niDIyate
   'sminn iti nidhānam āśrayaḥ | ataeva tvam avyayo nityaḥ | śāśvatasya	asmin iti niDAnam ASrayaH | ataeva tvam avyayaH nityaH | SASvatasya
   nitya-veda-pratipādyatayāsya dharmasya goptā pālayitā | śāśvateti	nitya-veda--pratipAdyatayA-asya Darmasya goptA pAlayitA | SASvata-iti
   sambodhanaṃ vā | tasmin pakṣe 'vyayo vināśa-rahitaḥ | ataeva sanātanaś	samboDanam vA | tasmin pakze avyayaH vinASa--rahitaH | ataeva sanAtanaH-
   cirantanaḥ puruṣo yaḥ paramātmā sa eva tvaṃ me mato vidito 'si ||18||	cirantanaH puruzaH yaH paramAtmA saH eva tvam me mataH viditaH asi ||18||
   viśvanāthaḥ : veditavyaṃ muktair jñeyam yad akṣaraṃ brahma-tattvam |	viSvanATaH : veditavyam muktEH jQeyam yat akzaram brahma--tattvam |
   nidhānaṃ laya-sthānam ||18||	niDAnam laya-sTAnam ||18||
   baladevaḥ : acintya-mahaiśvarya-vīkṣaṇāt tvam aham evaṃ niścinomīty āha	baladevaH : acintya--mahA-ESvarya--vIkzaNAt tvam aham evam niScinomi-iti Aha
   tvam iti | atha parā yayā tad akṣaram adhigamyate, yat tad adṛśyam [MuṇḍU	tvam iti | aTa parA yayA tat akzaram aDigamyate, yat tat adRSyam [MuNxU
   1.5-6] ity ādi-vedānta-vākyair veditavyaṃ yat paramaṃ sa-śrīkam akṣaraṃ	1.5-6] iti Adi-veda-anta--vAkyEH veditavyam yat paramam sa-SrIkam akzaram
   tattvam eva nidhānam āśrayo 'vyayas tvam avināśī śāśvata-dharma-goptā	tattvam eva niDAnam ASrayaH avyayaH tvam avinASI SASvata--Darma--goptA
   vedokta-dharma-pālakas tvam | sa kāraṇaṃ kāraṇādhipādhipo na cāsya kaścij	veda-ukta-Darma-pAlakaH tvam | sa kAraNam kAraNa-aDipa-aDipaH na ca-asya kaScid-
   janitā na cādhipaḥ [ŚvetU 6.9] iti mantra-varṇoktaḥ sanātanaḥ purāṇaḥ	janitA na ca-aDipaH [ŚvetU 6.9] iti mantra--varNa-uktaH sanAtanaH purANaH
   puruṣas tvam eva ||18||	puruzaH tvam eva ||18||
   BhG 11.19	Bhu 11.19
   anādi-madhyāntam ananta-vīryam	anAdi-maDya-antam ananta--vIryam
   ananta-bāhuṃ śaśi-sūrya-netram |	ananta--bAhum SaSi--sUrya-netram |
   paśyāmi tvāṃ dīpta-hutāśa-vaktraṃ	paSyAmi tvAm dIpta-hutASa--vaktram
   sva-tejasā viśvam idaṃ tapantam ||19||	sva--tejasA viSvam idam tapantam ||19||
   śrīdharaḥ : kiṃ ca anādīti | anādi-madhyāntam utpatti-sthiti-laya-rahitam	SrIDaraH : kim ca anAdi-iti | anAdi--maDya-antam utpatti--sTiti--laya--rahitam
   | ananta-vīryam anantaṃ vīryaṃ prabhāvo yasya tam | anantā vīryavanto	| ananta--vIryam anantam vIryam praBAvaH yasya tam | anantAH vIryavantaH-
   bāhavo yasya tam | śaśi-sūryau netre yasya tādṛśaṃ tvāṃ paśyāmi | tathā	bAhavaH yasya tam | SaSi--sUryO netre yasya tAdRSam tvAm paSyAmi | taTA
   dīpto hutāśo 'gnir vaktreṣu yasya tam | svatejasedaṃ viśvaṃ viśvam	dIptaH hutASaH agniH vaktrezu yasya tam | sva-tejasA-idam viSvam viSvam
   santapantam paśyāmi ||19||	santapantam paSyAmi ||19||
   madhusūdanaḥ : kiṃ ca anādīti | ādir utpattir madhyaṃ sthitir anto vināśas	maDusUdanaH : kim ca anAdi-iti | AdiH utpattiH maDyam sTitiH antaH vinASa-s
   tad-rahitam anādi-madhyāntam | anantaṃ vīryaṃ prabhāvo yasya tam | anantā	tad--rahitam anAdi-maDya-antam | anantam vIryam praBAvaH yasya tam | anantA
   bāhavo yasya tam | upalakṣaṇam etan mukhādīnām api | śaśi-sūryau netre	bAhavaH yasya tam | upalakzaNam etat muKa-AdInAm api | SaSi--sUryO netre
   yasya tam | dīpto hutāśo vaktraṃ yasya vaktreṣu yasyeti vā tam | svatejasā	yasya tam | dIptaH hutASaH vaktram yasya vaktrezu yasya-iti vA tam | sva-tejasA
   viśvaṃ idaṃ tapantam santāpayantaṃ tvā tvāṃ paśyāmi ||19||	viSvam idam tapantam santApayantam tvA tvAm paSyAmi ||19||
   viśvanāthaḥ : kiṃ ca anādīty atra	viSvanATaH : kim ca anAdi-iti atra
   mahā-vismaya-rasa-sindhu-nimagnasyārjunasya vacasi paunaruktyaṃ na doṣāya	mahA--vismaya--rasa--sinDu--nimagnasya-arjunasya vacasi pOnaruktyam na dozAya
   | yad uktaṃ prasāde vismaye harṣe dvi-trir-uktaṃ na duṣyati ||19||	| yat uktam prasAde vismaye harze dvi-tris--uktam na duzyati ||19||
   baladevaḥ : anādīti | ādi-madhyāvasāna-śūnyam anantāni vīryāṇi	baladevaH : anAdi-iti | Adi--maDya-avasAna--SUnyam anantAni vIryANi
   tad-upalakṣaṇāni samagrāṇy aiśvaryāṇi ṣaṭ yasya tam ananta-bāhuṃ	tad--upalakzaNAni samagrANi ESvaryANi zaw yasya tam ananta--bAhum
   sahasra-bhujaṃ śaśi-sūryopamāni netrāṇi yasya taṃ | devādiṣu praṇateṣu	sahasra-Bujam SaSi--sUrya-upamAni netrANi yasya tam | deva-Adizu praNatezu
   prasanna-netraṃ tad-viparīteṣu asurādiṣu krūra-netram ity arthaḥ |	prasanna--netram tad--viparItezu asura-Adizu krUra-netram iti arTaH |
   dīpta-hutāśopamāni saṃhārānuguṇāni vaktrāṇi yasya tam | arjunasya vākye	dIpta-hutASa-upamAni saMhAra-anuguNAni vaktrANi yasya tam | arjunasya vAkye
   kvacit punar-uktis tasya vismayāviṣṭatvān na doṣāya | yad uktaṃ prasāde	kvacid punar-uktiH tasya vismaya-Avizwa-tvAt na dozAya | yat uktam prasAde
   vismaye harṣe dvi-trir-uktaṃ na duṣyati iti ||19||	vismaye harze dvi-tris--uktam na duzyati iti ||19||
   BhG 11.20	Bhu 11.20
   dyāv-āpṛthivyor idam antaraṃ hi	dyAv-A-pRTivyoH idam antaram hi
   vyāptaṃ tvayaikena diśaś ca sarvāḥ |	vyAptam tvayA-ekena diSaH ca sarvAH |
   dṛṣṭvādbhutaṃ rūpam idaṃ tavograṃ	dRzwvA-adButam rUpam idam tava-ugram
   loka-trayaṃ pravyathitaṃ mahātman ||20||	loka-trayam pravyaTitam mahAtman ||20||
   śrīdharaḥ : kiṃ ca dyāv-āpṛthivyor iti | dyāv-āpṛthivyor idam antaram	SrIDaraH : kim ca dyAv-A-pRTivyoH iti | dyAv-A-pRTivyoH idam antaram
