   oṃ	om
   iti yāvat | "deśāntaragamādikāt phalataḥ" phalāt | "nityaṃ pramāṇaṃ"	iti yAvat | "deSa antara gama AdikAt PalataH" PalAt | "nityam pramANaM"
   arthakriyākāri "dṛśyate" | "phalataḥ" kathaṃbhūtāt | "pratyakṣaṃ"	arTa kriyA kAri "dRSyate" | "PalataH" kaTaMBUtAt | "pratyakzaM"
   pratyakṣapramāṇaṃ | "pramukhaṃ" grāhakatvena pradhānaṃ yasya | tādṛśāt	pratyakza pramANam | "pramuKaM" grAhaka tvena praDAnam yasya | tAdRSAt 
   pratyakṣadṛṣṭād ity arthaḥ | ataḥ pauruṣam eva saphalaṃ | na daivam iti	pratyakza dRzwAt iti arTaH | atas pOruzam eva saPalam | na dEvam iti
   bhāvaḥ || MoT_2,7.16 ||	BAvaH || MoT_2,7.16 ||
   bhoktā tṛpyati nābhoktā gantā gacchati nāgatiḥ /	BoktA tRpyati nABoktA gantA gacCati na AgatiH /
   vaktā vakti na cāvaktā pauruṣaṃ saphalaṃ nṛṇām // Mo_2,7.17 //	vaktA vakti na ca avaktA pOruzam saPalam nRNAm // MaH _2,7.17 //
   spaṣṭam || MoT_2,7.17 ||	spazwam || MoT_2,7.17 ||
   pauruṣeṇa durantebhyaḥ saṃkaṭebhyaḥ subuddhayaḥ /	pOruzeNa duranteByaH saMkaweByaH su budDayaH /
   samuttaranty ayatnena na tu mūkatayānayā // Mo_2,7.18 //	samuttaranti ayatnena na tu mUka tayA anayA // MaH _2,7.18 //
   "mūkatayā" daivaparatvarūpeṇa udyogarāhityena || MoT_2,7.18 ||	"mUkatayA" dEva paratva rUpeNa udyogarAhityena || MoT_2,7.18 ||
   yo yo yathā prayatate sa sa tadvat phalaikabhāk /	yaH yaH yaTA prayatate sa sa tadvat Pala eka BAj /
   na tu tūṣṇīṃ sthiteneha kenacit prāpyate phalam // Mo_2,7.19 //	na tu tUzNIm sTitena iha kenacid prApyate Palam // MaH _2,7.19 //
   "tadvat" tathā | "tūṣṇīṃ sthitena" udyogarahitena tiṣṭhatā || MoT_2,7.19	"tadvat" taTA | "tUzNIm sTitena" udyoga rahitena tizWatA || MoT_2,7.19
   śubhena puruṣārthena śubham āsādyate phalam /	SuBena puruza arTena SuBam AsAdyate Palam /
   aśubhenāśubhaṃ rāma yathecchasi tathā kuru // Mo_2,7.20 //	aSuBena aSuBam rAma yaTA icCasi taTA kuru // MaH _2,7.20 //
   spaṣṭam || MoT_2,7.20 ||	spazwam || MoT_2,7.20 ||
   puruṣārthaphalaprāptir deśakālavaśād iha /	puruza arTa Pala prAptiH deSa kAla vaSAt iha /
   prāptā cireṇa śīghraṃ vā yāsau daivam iti smṛtā // Mo_2,7.21 //	prAptA cireNa SIGram vA yA asO dEvam iti smRtAH // MaH _2,7.21 //
   "prāptiḥ" "prāpte"ti kāryaṃ karoti itivat prayogaḥ | "asau"	"prAptiH" "prAptA i"ti kAryam karoti iti vat prayogaH | "asO"
   "puruṣārthaphalaprāptiḥ" || MoT_2,7.21 ||	"puruza arTa Pala prAptiH" || MoT_2,7.21 ||
   na daivaṃ dṛśyate dṛṣṭyā na ca lokāntare sthitam /	na dEvam dRSyate dRzwyA na ca loka antare sTitam /
   uktaṃ daivābhidhānena svaṃ loke karmaṇaḥ phalam // Mo_2,7.22 //	uktam dEva aBiDAnena svam loke karmaNaH Palam // MaH _2,7.22 //
   spaṣṭam || MoT_2,7.22 ||	spazwam || MoT_2,7.22 ||
   puruṣo jāyate loke vardhate kṣīyate punaḥ /	puruzaH jAyate loke varDate kzIyate punar /
   na tatra dṛśyate daivaṃ jarāyauvanabālyavān // Mo_2,7.23 //	na tatra dRSyate dEvam jarA yOvana bAlyavAn // MaH _2,7.23 //
   "tatra" puruṣe || MoT_2,7.23 ||	"tatra" puruze || MoT_2,7.23 ||
   deśād deśāntaraprāptir hastasthadravyadhāraṇam /	deSAt deSa antara prAptiH hasta sTa dravya DAraNam /
   vyāpāraś ca tathāṅgānāṃ pauruṣeṇa na daivataḥ // Mo_2,7.24 //	vyApAraH ca taTA aFgAnAm pOruzeNa na dEvataH // MaH _2,7.24 //
   spaṣṭam || MoT_2,7.24 ||	spazwam || MoT_2,7.24 ||
   arthaprāpakakāryaikaprayatnaparatā budhaiḥ /	arTa prApaka kArya eka prayatna para tA buDEH /
   proktā pauruṣaśabdena sarvam āsādyate 'nayā // Mo_2,7.25 //	proktA pOruza Sabdena sarvam AsAdyate anayA // MaH _2,7.25 //
   "arthaprāpakaṃ" yat "kāryaṃ" | tatra "ekam" kevalaṃ | "prayatnaparatā" ||	"arTa prApakaM" yat "kAryan | tatra "ekam" kevalam | "prayatna para tA" ||
   MoT_2,7.25 ||	MoT_2,7.25 ||
   anarthaprāptikāryaikaprayatnaparatā tu yā /	anarTa prApti kArya eka prayatna para tA tu yA /
   soktā pronmattaceṣṭeti na kiṃcit prāpyate 'nayā // Mo_2,7.26 //	sA uktA pronmatta cezwA iti na kiMcid prApyate anayA // MaH _2,7.26 //
   "anarthaprāptau" anarthaprāptyarthaṃ yat "kāryam" | tatra "ekam	"anarTa prAptO" anarTa prApti arTam yat "kAryam" | tatra "ekam
   prayatnaparatā" || MoT_2,7.26 ||	prayatna para tA" || MoT_2,7.26 ||
   kriyāyāḥ spandadharmiṇyāḥ svārthasādhakatā svayam /	kriyAyAH spanda DarmiNyAH sva arTa sADaka tA svayam /
   sādhusaṅgamasacchāstratīkṣṇayonnīyate dhiyā // Mo_2,7.27 //	sADu saFgam asat SAstra tIkzNayA unnIyate DiyA // MaH _2,7.27 //
   "unnīyate" niścīyate || MoT_2,7.27 ||	"unnIyate" niScIyate || MoT_2,7.27 ||
   anantaṃ samatānandaṃ paramārthaṃ svakaṃ viduḥ /	anantam samatA Anandam parama arTam svakam viduH /
   tad yebhyaḥ prāpyate yatnāt sevyās te śāstrasādhavaḥ // Mo_2,7.28 //	tat yeByaH prApyate yatnAt sevyAH te SAstra sADavaH // MaH _2,7.28 //
   "svakam paramārtham" nijaṃ paramaprayojanam || MoT_2,7.28 ||	"svakam parama arTam" nijam parama prayojanam || MoT_2,7.28 ||
   sacchāstrādiguṇo matyā sacchāstrādiguṇān matiḥ /	sat SAstra Adi guNaH matyA sat SAstra Adi guNAn matiH /
   vardhete te mitho 'bhyāsāt sarobdāv iva kālataḥ // Mo_2,7.29 //	varDete te miTas aByAsAt sarobdO iva kAlataH // MaH _2,7.29 //
   "sacchāstrādi"rūpaḥ "guṇaḥ matyā" bhavati | buddhirahitasya	"sat SAstra Adi"rUpaH "guNaH matyA" Bavati | budDi rahitasya
   "sacchāstrādau" pravṛttyabhāvāt | "matiḥ sacchāstrādiguṇāt" bhavati | "te"	"sat SAstra AdO" pravRtti aBAvAt | "matiH sat SAstra Adi guNAt" Bavati | "te"
   sacchāstrādiguṇamatī | "mithaḥ" anyonyaṃ | "abhyāsāt vardhete" vṛddhiṃ	sat SAstra Adi guNamatI | "miTaH" anyonyam | "aByAsAt varDete" vRdDim
   gacchataḥ | kāv "iva" | "sarobdāv iva" | yathā "sarobdau" saromeghau |	gacCataH | kO "iva" | "sarobdO iva" | yaTA "sarobdO" saraH meGO |
   "kālataḥ mithaḥ vardhete" tathety arthaḥ | kadācid dhi saraḥ meghavṛṣṭena	"kAlataH miTas varDete" taTA iti arTaH | kadAcid Di saraH meGa vRzwena
   jalena vardhate | kadācit tu meghaḥ sarasaḥ gṛhītena jaleneti ||	jalena varDate | kadAcid tu meGaH sarasaH gRhItena jalena iti ||
   MoT_2,7.29 ||	MoT_2,7.29 ||
   ābālyād alam abhyastaiḥ śāstrasatsaṃgamādibhiḥ /	AbAlyAt alam aByastEH SAstra sat saMgama AdiBiH /
   guṇaiḥ puruṣayatnena svo 'rthaḥ saṃprāpyate hitaḥ // Mo_2,7.30 //	guNEH puruza yatnena svaH arTaH saMprApyate hitaH // MaH _2,7.30 //
   "puruṣayatnena" pauruṣeṇ"ābhyastaiḥ" anuśīlitaiḥ | "svaḥ arthaḥ"	"puruza yatnena" pOruzeN"A aByastEH" anuSIlitEH | "svaH arTaH"
   mokṣākhyaṃ nijaṃ prayojanam || MoT_2,7.30 ||	mokza AKyam nijam prayojanam || MoT_2,7.30 ||
   pauruṣeṇa jitā daityāḥ sthāpitā bhuvanakriyāḥ /	pOruzeNa jitAH dEtyAH sTApitAH Buvana kriyAH /
   racitāni jagantīha viṣṇunā na tu daivataḥ // Mo_2,7.31 //	racitAni jaganti iha vizNunA na tu dEvataH // MaH _2,7.31 //
   spaṣṭam || MoT_2,7.31 ||	spazwam || MoT_2,7.31 ||
   sargāntaślokena śrīrāmasya pauruṣaṃ kartavyatvenopadiśati	sarga anta Slokena SrI rAmasya pOruzam kartavya tvena upadiSati
   jagati puruṣakārakāraṇe 'smin	jagati puruzakAra kAraNe asmin
   kuru raghunātha ciraṃ tathā prayatnam /	kuru raGunA aTa ciram taTA prayatnam /
   vrajasi tarusarīsṛpābhidhānāṃ	vrajasi taru sarIsRpa aBiDAnAm
   subhaga yathā na daśām aśaṅkam eva // Mo_2,7.32 //	suBaga yaTA na daSAm aSaFkam eva // MaH _2,7.32 //
   "jagati" kathaṃbhūte | "puruṣakāraḥ" pauruṣaṃ "kāraṇaṃ" yasya | tādṛśe |	"jagati" kaTaMBUte | "puruzakAraH" pOruzam "kAraNan" yasya | tAdRSe |
   cinmātrapauruṣād eva hi jagad utpannam | "prayatnam" pauruṣam |	cit mAtra pOruzAt eva hi jagat utpannam | "prayatnam" pOruzam |
   "tarusarīsṛpābhidhānāṃ daśāṃ" tarvādirūpatām ity arthaḥ | tarvādayo hi	"taru sarIsRpa aBiDAnAm daSAn" tarva Adi rUpa tAm iti arTaH | tarva AdayaH hi
   pauruṣarāhityenaiva duḥkham anubhavantīti teṣāṃ grahaṇaṃ kṛtam | iti śivam	pOruza rAhityena eva duHKam anuBavanti iti tezAm grahaNam kRtam | iti Sivam
   || MoT_2,7.32 ||	|| MoT_2,7.32 ||
   iti śrībhāskarakaṇṭhaviracitāyāṃ śrīmokṣopāyaṭīkāyāṃ	iti SrI BAskara kaNWa viracitAyAm SrI mokza upAyawIkAyAm
   mumukṣuvyavahāraprakaraṇe saptamaḥ sargaḥ || 2,7 ||	mumukzu vyavahAra prakaraNe saptamaH sargaH || 2,7 ||
   oṃ punaḥ daivanirākaraṇaṃ karoti | oṃ	om punar dEva nirAkaraNam karoti | om
   nākṛtir na ca karmāṇi nāspadaṃ na parākramaḥ /	na AkRtiH na ca karmANi na Aspadam na parAkramaH /
   tan mithyājñānavat prauḍhaṃ daivaṃ nāma kim ucyate // Mo_2,8.1 //	tat miTyAjQAna vat prOXam dEvam nAma kim ucyate // MaH _2,8.1 //
   pūrvārdhe "yasye"ti śeṣaḥ || MoT_2,8.1 ||	pUrva arDe "yasya i"ti SezaH || MoT_2,8.1 ||
   svakarmaphalasaṃprāptāv idam ittham itīha yāḥ /	sva karma Pala saMprAptO idam itTam iti iha yAH /
   giras tā daivanāmnaitāḥ prasiddhiṃ samupāgatāḥ // Mo_2,8.2 //	giraH tAH dEva nAmnA etAH prasidDim samupAgatAH // MaH _2,8.2 //
   "idam ittham iti gira" idaṃ itthaṃ saṃpannam iti vācaḥ || MoT_2,8.2 ||	"idam itTam iti gira" idam itTam saMpannam iti vAcaH || MoT_2,8.2 ||
   tathaiva mūḍhamatibhir daivam astīti niścayaḥ /	taTA eva mUXa matiBiH dEvam asti iti niScayaH /
   ātto duravabodhena rajjāv iva bhujaṅgamaḥ // Mo_2,8.3 //	AttaH duravaboDena rajjO iva BujaFgamaH // MaH _2,8.3 //
   "ātto" gṛhītaḥ | "duravabodhena" ajñānena | "iva"śabdaḥ yathāśābdārthe ||	"Atto" gRhItaH | "durava boDena" ajQAnena | "iva" SabdaH yaTA SAbda arTe ||
   MoT_2,8.3 ||	MoT_2,8.3 ||
   hyastanī duṣkriyābhyeti śobhāṃ satkriyayā yathā /	hi astanI duzkriyA aByeti SoBAm satkriyayA yaTA /
   adyaivaṃ prāktanī tasmād yatnāt satkāryavān bhava // Mo_2,8.4 //	adya evam prAktanI tasmAt yatnAt sat kAryavAn Bava // MaH _2,8.4 //
   gatārtho 'yam || MoT_2,8.4 ||	gata arTaH ayam || MoT_2,8.4 ||
   mūḍhānumānasaṃsiddhaṃ daivaṃ yasyāsti durmateḥ /	mUXa anumAna saMsidDam dEvam yasya asti durmateH /
   daivād dāho 'stu mā veti vaktavyaṃ tena pāvake // Mo_2,8.5 //	dEvAt dAhaH astu mA vA iti vaktavyam tena pAvake // MaH _2,8.5 //
   "mūḍhānumānasaṃsiddhaṃ daivaṃ yasya durmateḥ" ajñāninaḥ | "asti"	"mUXa anumAna saMsidDam dEvam yasya durmateH" ajQAninaH | "asti"
   paramārthasad asti | "tena" durmatinā | "pāvake" agnau sthitvā | "daivād	parama arTa sat asti | "tena" durmatinA | "pAvake" agnO sTitvA | "dA eva Ad
   dāhaḥ astu mā"stu "veti vaktavyam" | tatra tv asau naitad vaktuṃ śaknoti	dAhaH astu mA"H tu "vA iti vaktavyam" | tatra tu asO na etat vaktum Saknoti
   dāhaikalabdher iti bhāvaḥ || MoT_2,8.5 ||	dAha eka labDeH iti BAvaH || MoT_2,8.5 ||
   daivam eveha cet karma puṃsaḥ kim iva ceṣṭayā /	dEvam eva iha ced karma puMsaH kim iva cezwayA /
   snānadānāśanādārān daivam eva kariṣyati // Mo_2,8.6 //	snAna dAna aSana AdArAn dEvam eva karizyati // MaH _2,8.6 //
   "karma" karmasaṃpādakam ity arthaḥ | na caitat saṃbhavati akiṃcitkurvataḥ	"karma" karma saMpAdakam iti arTaH | na ca etat saMBavati akiMcid kurvataH
   "snānā"dyanupapatter iti bhāvaḥ || MoT_2,8.6 ||	"snAnA"di anupapatteH iti BAvaH || MoT_2,8.6 ||
   kiṃ vā śāstropadeśena mūko 'yaṃ puruṣaḥ kila /	kim vA SAstra upadeSena mUkaH ayam puruzaH kila /
   saṃcāryate tu daivena kiṃ kasyehopadiśyate // Mo_2,8.7 //	saMcAryate tu dEvena kim kasya iha upadiSyate // MaH _2,8.7 //
   "saṃcāryate" saṃcaraṇaśīlaḥ saṃpādyate | "kim" iti | "kena" iti śeṣaḥ |	"saMcAryate" saMcaraNa SIlaH saMpAdyate | "kim" iti | "kena" iti SezaH |
   daivāṅgīkāre na ko 'pi "kasyā"py upadeśaṃ kuryād iti bhāvaḥ || MoT_2,8.7	dEva aFgIkAre na kaH api "kasya a"pi upadeSam kuryAt iti BAvaH || MoT_2,8.7
   na ca niḥspandatā loke dṛṣṭeha śavatāṃ vinā /	na ca niHspandatA loke dRzwA iha SavatAm vinA /
   spandaś ca phalasaṃprāptis tasmād daivaṃ nirarthakam // Mo_2,8.8 //	spandaH ca Pala saMprAptiH tasmAt dEvam nirarTakam // MaH _2,8.8 //
   spaṣṭam || MoT_2,8.8 ||	spazwam || MoT_2,8.8 ||
   nanu daivena sahaiva puruṣaḥ kāryaṃ karotīty | atrāha	nanu dEvena saha eva puruzaH kAryam karoti iti | atra Aha
   na cāmūrtena daivena mūrtasya sahakartṛtā |	na ca amUrtena dEvena mUrtasya saha kartR tA |
   hastādīn īhataś caiva na daivena kvacit kṛtam || MoT_2,8.9 ||	hasta AdIn IhataH ca eva na dEvena kvacid kRtam || MoT_2,8.9 ||
   "amūrtena" mūrtirahitena "daivena" | "hastādīn īhataḥ" ceṣṭataḥ |	"amUrtena" mUrti rahitena "dA evena" | "hasta AdIn IhataH" cezwataH |
   "mūrtasya" puruṣasya | "sahakartṛtā ca na" bhavati | ataḥ "daivena kṛtam"	"mUrtasya" puruzasya | "sahakartRtA ca na" Bavati | atas "da evena kRtam"
   daivakartṛkaṃ kāryaṃ | "kvacit na" bhavati || MoT_2,8.9 ||	dEva kartRkam kAryam | "kvacid na" Bavati || MoT_2,8.9 ||
   nanu manobuddhyādivad amūrtasyāpi daivasya mūrtena saha kartṛtvam asty	nanu manaH budDi Adi vat amUrtasya api dEvasya mUrtena saha kartR tvam asti 
   evety | atrāha	eva iti | atra Aha
   manobuddhivad apy etad daivaṃ nehānubhūyate /	manaH budDi vat api etat dEvam na iha anuBUyate /
   āgopālaṃ kila prājñais tena daivam asat sadā // Mo_2,8.10 //	AgopAlam kila prAjQEH tena dEvam asat sadA // MaH _2,8.10 //
   mṛtaśarīre kartṛtvādarśanān "manobuddhī" kalpyete | na ca daivasyātra	mRta SarIre kartR tva adarSanAn "manaH budDI" kalpI ete | na ca dEvasya atra
   kaścid upayoga iti | na tatkalpanāvasara iti bhāvaḥ || MoT_2,8.10 ||	kaScid upayogaH iti | na tad kalpanA avasaraH iti BAvaH || MoT_2,8.10 ||
   nanu kadācit tasmād eva dṛśyāt śarīrādeḥ kāryaṃ dṛṣṭaṃ kadācin na dṛṣṭam	nanu kadAcid tasmAt eva dRSyAt SarIra AdeH kAryam dRzwam kadAcid na dRzwam
   iti adṛṣṭasya daivasya kalpanā yuktaivety | atrāha	iti adRzwasya dEvasya kalpanA yuktA eva iti | atra Aha
   pṛthak ced buddhir anyo 'rthaḥ saiva cet kānyatā tayoḥ /	pRTak ced budDiH anyaH arTaH sA eva ced kAnyatA tayoH /
   kalpanā vā pramāṇaṃ cet pauruṣaṃ kiṃ na kalpyate // Mo_2,8.11 //	kalpanA vA pramANam ced pOruzam kim na kalpyate // MaH _2,8.11 //
   "buddhiḥ" jñānaṃ | "pṛthak cet" yady asti | tad"ārthaḥ anya" ekasmāt	"budDiH" jQAnam | "pRTak cet" yadi asti | tat "a arTaH anya" ekasmAt 
   dvitīyaḥ pṛthag iti yāvat | asti buddhiḥ "sā eva" | na tu bhinnā "ced"	dvitIyaH pRTak iti yAvat | asti budDiH "sA eva" | na tu BinnAH "ced "
   bhavati | tadā "tayoḥ" arthayoḥ "kā anyatā" bhavati | ato 'tra	Bavati | tadA "tayoH" arTayoH "kA anya tA" Bavati | atas atra
   kevalasaddṛśyāc charīrāder eva kāryaṃ bhavatv iti bhāvaḥ | nanv atra	kevala sat dRSyAt SarIra AdeH eva kAryam Bavatu iti BAvaH | nanu atra
   buddhipṛthaktvopayogo nāsti | kalpanāyā eva pramāṇatvād ity | atrāha |	budDi pRTaktva upayogaH na asti | kalpanAyAH eva pramANa tvAt iti | atra Aha |
   "kalpane"ti | "kalpanā" prathamaṃ "pramāṇaṃ" nāsti "ced" | "vā"sti | tadā	"kalpane"ti | "kalpanA" praTamam "pramANaM" na asti "ced" | "vA a"sti | tadA
   "pauruṣaṃ kiṃ na kalpyate" | kalpanayā saṃbhāvyate samānanyāyatvāt ||	"pOruzam kim na kalpyate" | kalpanayA saMBAvyate samAna nyAya tvAt ||
   MoT_2,8.11 ||	MoT_2,8.11 ||
   punar api prakṛtaṃ mūrtāmūrtayoḥ sahakartṛtvāsaṃbhavam eva kathayati	punar api prakRtam mUrta amUrtayoH saha kartR tva asaMBavam eva kaTayati
   nāmūrtena ca saṅgo 'sti nabhaseva vapuṣmataḥ /	na amUrtena ca saFgaH asti naBasA iva vapuzmataH /
   mūrtaṃ ca dṛśyate lagnaṃ tasmād daivaṃ na vidyate // Mo_2,8.12 //	mUrtam ca dRSyate lagnam tasmAt dEvam na vidyate // MaH _2,8.12 //
   "vapuṣmataḥ" mūrtasya śarīriṇaḥ | "amūrtena" mūrtirahitena daivena |	"vapuzmataH" mUrtasya SarIriNaH | "a mUrtena" mUrti rahitena dEvena |
   "saṅgaḥ" sahakartṛtvaṃ "nāsti" | ken"eva" | "nabhasā iva" | nanu tathāpi	"saFgaH" saha kartR tvam "nAsti" | ken"eva" | "naBasA iva" | nanu taTA api
   amūrtam eva kartṛ bhavatv ity | atrāha | "mūrtaṃ ce"ti | asmābhiḥ "mūrtam"	amUrtam eva kartR Bavatu iti | atra Aha | "mUrtam ca i"ti | asmABiH "mUrtam"
   eva "lagnaṃ" kāryalagnaṃ "dṛśyate" | ataḥ tasyaiva kartṛtvaṃ yuktam iti	eva "lagnaM" kArya lagnam "dRSyate" | atas tasya eva kartR tvam yuktam iti
   bhāvaḥ | phalitaṃ kathayati | "tasmād" iti | "tasmāt" tato hetoḥ | "daivaṃ	BAvaH | Palitam kaTayati | "tasmAd" iti | "tasmAt" tatas hetoH | "dA evam
   na vidyate" | tatkalpanāyāḥ nirastatvāt || MoT_2,8.12 ||	na vidyate" | tad kalpanAyAH nirasta tvAt || MoT_2,8.12 ||
   viniyoktātha bhūtānām asty anyat tajjagattraye /	viniyoktA aTa BUtAnAm asti anyat tat jagat traye /
   śeratāṃ bhūtavṛndāni daivaṃ sarvaṃ kariṣyati // Mo_2,8.13 //	Sera tAm BUta vRndAni dEvam sarvam karizyati // MaH _2,8.13 //
   "viniyoktā" prerakaḥ | "anyad" daivākhyaṃ anyat vastu | "śeratām" kāryeṣv	"viniyoktA" prerakaH | "anyad" dEva AKyam anyat vastu | "Sera tAm" kAryezu 
   anudyogaṃ bhajantām || MoT_2,8.13 ||	anudyogam BajantAm || MoT_2,8.13 ||
   daivenetthaṃ niyukto 'smi kiṃ karomīdṛśaṃ sthitam /	dEvena itTam niyuktaH asmi kim karomi IdRSam sTitam /
   samāśvāsanavāg eṣā na daivaṃ paramārthataḥ // Mo_2,8.14 //	samASvAsana vAc ezA na dEvam paramArTataH // MaH _2,8.14 //
   "īdṛśam sthitam" īdṛśam saṃpannam || MoT_2,8.14 ||	"IdRSam sTitam" IdRSam saMpannam || MoT_2,8.14 ||
   mūḍhaiḥ prakalpitaṃ daivaṃ tatparās te kṣayaṃ gatāḥ /	mUXEH prakalpitam dEvam tad parAH te kzayam gatAH /
   prājñās tu puruṣārthena padam uttamam āgatāḥ // Mo_2,8.15 //	prAjQAH tu puruza arTena padam uttamam AgatAH // MaH _2,8.15 //
   "tatparāḥ" svayaṃkalpitadaivaparāḥ | "te" mūḍhāḥ | "puruṣārthena"	"tatparAH" svayaMkalpita dEva parAH | "te" mUXAH | "puruza arTena"
   pauruṣeṇa | "uttamaṃ padam" mokṣākhyam utkṛṣṭaṃ sthānam || MoT_2,8.15 ||	pOruzeNa | "uttamam padam" mokza AKyam utkRzwam sTAnam || MoT_2,8.15 ||
   ye śūrā ye ca vikrāntā ye prājñā ye ca paṇḍitāḥ /	ye SUrAH ye ca vikrAntAH ye prAjQAH ye ca paNxitAH /
   tais taiḥ kair iva loke 'smin vada daivaṃ pracakṣyate // Mo_2,8.16 //	tEH tEH kEH iva loke asmin vada dEvam pracakzyate // MaH _2,8.16 //
   "pracakṣyate" kathyate | na kenāpi pracakṣyate iti bhāvaḥ || MoT_2,8.<16	"pracakzyate" kaTyate | na kena api pracakzyate iti BAvaH || MoT_2,8.<16
        kālavidbhir vinirṇītā yasyāsti cirajīvitā /	kAla vidBiH vinirNItA yasya asti cira jIvitA /
        sa cej jīvati saṃchinnaśirās tad daivam uttamam // Mo_2,8.17 //	sa ced jIvati saMCinna SirAH tat dEvam uttamam // MaH _2,8.17 //
   "kālavidbhiḥ" daivajñaiḥ || MoT_2,8.17 ||	"kAla vidBiH" dEvajQEH || MoT_2,8.17 ||
        kālavidbhir vinirṇītaṃ pāṇḍityaṃ yasya rāghava /	kAla vidBiH vinirNItam pANxityam yasya rAGava /
        anadhyāpita evāsau tajjñaś ced daivam uttamam // Mo_2,8.18 //	anaDyApitaH eva asO tad jQaH ced dEvam uttamam // MaH _2,8.18 //
   "tajjñaḥ" paṇḍitaḥ || MoT_2,8.18 ||	"tajjQaH" paNxitaH || MoT_2,8.18 ||
        viśvāmitreṇa muninā daivam utsṛjya dūrataḥ /	viSvAmitreNa muninA dEvam utsRjya dUratas /
        pauruṣeṇaiva saṃprāptaṃ brāhmaṇyaṃ rāma nānyathā // Mo_2,8.19 //	pOruzeNa eva saMprAptam brAhmaNyam rAma na anyaTA // MaH _2,8.19 //
   spaṣṭam || MoT_2,8.19 ||	spazwam || MoT_2,8.19 ||
        amībhir na parai rāma puruṣair munitāṃ gataiḥ /	amIBiH na parEH rAma puruzEH muni tAm gatEH /
        pauruṣeṇaiva saṃprāptā ciraṃ gaganagamitā // Mo_2,8.20 //	pOruzeNa eva saMprAptA ciram gagana gamitAH // MaH _2,8.20 //
   "amībhiḥ" pauruṣayuktair ebhir eva | "paraiḥ" pauruṣarahitaiḥ	"amIBiH" pOruza yuktEH eBiH eva | "parEH" pOruza rahitEH
   sāmānyajantubhiḥ | "gaganagamitā" paramākāśacāritvam || MoT_2,8.20 ||	sAmAnya jantuBiH | "gagana gamitA" parama AkASa cAri tvam || MoT_2,8.20 ||
        utsādya devasaṃghātāṃś cakrus tribhuvanodare /	utsAdya deva saMGAtAn cakruH triBuvana udare /
        pauruṣeṇaiva yatnena sāmrājyaṃ dānaveśvarāḥ // Mo_2,8.21 //	pOruzeNa eva yatnena sAmrAjyam dAnava ISvarAH // MaH _2,8.21 //
   "utsādya" bādhitvā | "devasaṃghātān" devasamūhān | "dānaveśvarāḥ"	"utsAdya" bADitvA | "deva saMGAtAn" deva samUhAn | "dAnava ISvarAH"
   hiraṇyākṣyādayaḥ || MoT_2,8.21 ||	hiraNyAkzI AdayaH || MoT_2,8.21 ||
        ālūnaśīrṇam ābhogi jagad ājahrur ojasā /	AlUna SIrNam ABogi jagat AjahruH ojasA /
        pauruṣeṇaiva yatnena dānavebhyaḥ sureśvarāḥ // Mo_2,8.22 //	pOruzeNa eva yatnena dAnaveByaH sura ISvarAH // MaH _2,8.22 //
   "ālūnaśīrṇam" aticañcalam || MoT_2,8.22 ||	"AlUn a SIrNam" ati caQcalam || MoT_2,8.22 ||
        rāma pauruṣayuktyaiva salilaṃ dhāryate na vā /	rAma pOruza yuktyA eva salilam DAryate na vA /
        ciraṃ karaṇḍake yuktyā na daivaṃ tatra kāraṇam // Mo_2,8.23 //	ciram karaNxake yuktyA na dEvam tatra kAraNam // MaH _2,8.23 //
   "karaṇḍake" randhrayukte kāṇḍasādhite dravyaviśeṣe | kenacit prayogena hi	"karaNxake" ranDra yukte kANxa sADite dravya viSeze | kenacid prayogena hi
   karaṇḍe 'pi jalaṃ tiṣṭhati || MoT_2,8.23 ||	karaNxe api jalam tizWati || MoT_2,8.23 ||
        haraṇādānasaṃrambhavibhramabhramabhūmiṣu /	haraNa AdAna saMramBa viBrama Brama BUmizu /
        śaktatā dṛśyate rāma na daivasyauṣadher iva // Mo_2,8.24 //	Sakta tA dRSyate rAma na dEvasya ozaDeH iva // MaH _2,8.24 //
   "haraṇe"tyādy upalakṣaṇaṃ sarvakriyāṇām || MoT_2,8.24 ||	"haraNe"tyAdi upalakzaNam sarva kriyANAm || MoT_2,8.24 ||
   sargāntaślokenaitat samāpayati	sarga anta Slokena etat samApayati
        sakalakāraṇakāryavivarjitaṃ	sakala kAraNa kArya vivarjitam
        nijavikalpavaśād upakalpitam /	nija vikalpa vaSAt upakalpitam /
        tvam anavekṣya hi daivam asanmayaṃ	tvam anavekzya hi dEvam asat mayam
        śraya śubhāśaya pauruṣam uttamam // Mo_2,8.25 //	Sraya SuBa ASaya pOruzam uttamam // MaH _2,8.25 //
   gatārtho 'yam | iti śivam || MoT_2,8.25 ||	gata arTaH ayam | iti Sivam || MoT_2,8.25 ||
   iti śrībhāskarakaṇṭhaviracitāyāṃ śrīmokṣopāyaṭīkāyāṃ mumukṣuprakaraṇe	iti SrI BAskara kaNWa viracitAyAm SrI mokza upAyawIkAyAm mumukzu prakaraNe
   'ṣṭamaḥ sargaḥ || 2,8 ||	azwamaH sargaH || 2,8 ||
   oṃ atra śrīrāmaḥ pṛcchati	om atra SrI rAmaH pRcCati
        bhagavan sarvadharmajña pratiṣṭhām alam āgatam /	Bagavan sarva Darma jQa pratizWAm alam Agatam /
