   PADA MARKERS	PADAH MARKERS
   #c: (ṃ^ V^n)	#c: (m^ V^n)
   tato yathāvadvihitādhvarāya $ tasmai smayāveśavivarjitāya &	tatas yaTAvat vihita aDvarAya $ tasmE smaya AveSa vivarjitAya &
   varṇāśramāṇāṃ gurave sa varṇī % vicakṣaṇaḥ prastutam ācacakṣe // Ragh_5.19	varNa ASramANAm gurave sa varNI % vicakzaNaH prastutam Acacakze // RaG_5.19
   samāptavidyena mayā maharṣir $ vijñāpito 'bhūd gurudakṣiṇāyai &	samApta vidyena mayA mahA RziH $ vijQApitaH aBUt guru dakziNAyE &
   sa me cirāyāskhalitopacārāṃ % tāṃ bhaktim evāgaṇayat purastāt // Ragh_5.20	sa me cirAya asKalita upacArAm % tAm Baktim eva agaNayat purastAt // RaG_5.20
   #a: (av^ V^n)	#a: (av^ V^n)
   nirbandhasaṃjātaruṣārthakārśyam $ acintayitvā guruṇāham uktaḥ &	nirbanDa saMjAta ruzA arTa kArSyam $ acintayitvA guruNA aham uktaH &
   vittasya vidyāparisaṃkhyayā me % koṭīṣ catasro daśa cāhareti // Ragh_5.21	vittasya vidyA parisaMKyayA me % kowIH catasraH daSa ca AharA iti // RaG_5.21
   so 'haṃ saparyāvidhibhājanena $ matvā bahvantaṃ prabhuśabdaśeṣam &	saH aham saparyA viDi BAjanena $ matvA bahu antam praBu Sabda Sezam &
   abhyutsahe saṃprati noparoddhum % alpetaratvāc chrutaniṣkrayasya //	aByutsahe saMprati na uparodDum % alpa itara tvAt Sruta nizkrayasya //
   Ragh_5.22 //	Rau _5.22 //
   itthaṃ dvijena dvijarākāntir $ āvedito vedavidāṃ vareṇa &	itTam dvijena dvijarA kAntiH $ AveditaH veda vidAm vareNa &
   enonivṛttendriyavṛttir enaṃ % jagāda bhūyo jagadekanāthaḥ // Ragh_5.23 //	enaH nivRtta indriya vRttiH enam % jagAda BUyas jagat eka nATaH // RaG_5.23 //
   gurvartham arthī śrutapāradṛśvā $ raghoḥ sakāśād anavāpya kāmam &	guru arTam arTI Sruta pAradRSvA $ raGoH sakASAt anavApya kAmam &
   gato vadāyāntaram ity ayaṃ me % mā bhūt parīvādanavāvatāraḥ // Ragh_5.24	gataH vadAya antaram iti ayam me % mA BUt parIvAdanavAvatAraH // RaG_5.24
   sa tvaṃ praśaste mahite madīye $ vasaṃś caturtho 'gnir ivāgnyagāre &	sa tvam praSaste mahite madIye $ vasan caturTaH agniH iva agni agAre &
   dvitrāṇy ahāny arhasi soḍhum arhan % yāvad yate sādhayituṃ tvadartham //	dvitrANi ahAni arhasi soXum arhan % yAvat yate sADayitum tvad arTam //
   Ragh_5.25 //	Rau _5.25 //
   #a: (aḥ V^n)	#a: (aH V^n)
   tatheti tasy'; āvitathaṃ pratītaḥ $ pratyagrahīt saṃgaram agrajanmā &	taTA iti tasya; AvitaTam pratItaH $ pratyagrahIt saMgaram agrajanmA &
   gām āttasārāṃ raghur apy avekṣya % niṣkaṣṭum arthaṃ cakame kuberāt //	gAm Atta sArAm raGuH api avekzya % nizkazwum arTam cakame kuberAt //
   Ragh_5.26 //	Rau _5.26 //
   #a: (āṃ C V^t)(a^ V^n)	#a: (Am C V^t)(a^ V^n)
   #a: (^pratijñaḥ V^n)	#a: (^pratijQaH V^n)
   #b: (tāṃ giram C M^v V)	#b: (tAm giram C M^u V)
   vasiṣṭhamantrokṣaṇajāt prabhāvād $ udanvadākāśamahīdhareṣu &	vasizWa mantra ukzaNa jAt praBAvAt $ udanvat a AkASa mahIDarezu &
   marutsakhasyeva balāhakasya % gatir vijaghne na hi tadrathasya //	marut saKasya iva balAhakasya % gatiH vijaGne na hi tad raTasya //
   Ragh_5.27 //	Rau _5.27 //
   athādhiśiśye prayathaḥ pradoṣe $ rathaṃ raghuḥ kalpitaśastragarbham &	aTa ADiSiSye prayaTaH pradoze $ raTam raGuH kalpita Sastra garBam &
   sāmantasaṃbhāvanayaiva dhīraḥ % kailāsanāthaṃ tarasā jigīṣuḥ // Ragh_5.28	sAmanta saMBAvanayA eva DIraH % kElAsa nATam tarasA jigIzuH // RaG_5.28
   prātaḥ prayāṇābhimukhāya tasmai $ savismayāḥ kośagṛhe niyuktāḥ &	prAtar prayANa aBimuKAya tasmE $ sa vismayAH koSa gRhe niyuktAH &
   hiraṇmayīṃ kośagṛhasya madhye % vṛṣṭiṃ śaśaṃsuḥ patitāṃ nabhastaḥ //	hiraNmayIm koSa gRhasya maDye % vRzwim SaSaMsuH patitAm naBastaH //
   Ragh_5.29 //	Rau _5.29 //
   taṃ bhūpatir bhāsurahemarāśiṃ $ labdhaṃ kuberād abhiyāsyamānāt &	tam BUpatiH BAsura hema rASim $ labDam kuberAt aBiyAsyamAnAt &
   dideśa kautasya samastam eva % pādaṃ sumeror iva vajrabhinnam // Ragh_5.30	dideSa kOtasya samastam eva % pAdam sumeroH iva vajra Binnam // RaG_5.30
   #c: (āya ct)	#c: (Aya ct)
   #d: (śṛṅgaṃ C M^v V^n)	#d: (SRFgam C M^u V^n)
   janasya sāketanivāsinas tau $ dvāv apy abhūtām abhinandyasattvau &	janasya sa Aketa nivAsinaH tO $ dvO api aBUtAm aBinandya sattvO &
   gurupradeyādhikanīḥspṛho 'rthī % nṛpo 'rthikāmād adhikapradaś ca //	guru pradeya aDika nIH spRhaH arTI % nRpaH arTi kAmAt aDika pradaH ca //
   Ragh_5.31 //	Rau _5.31 //
   athoṣṭravāmīśatavāhitārthaṃ $ prajeṣvaraṃ prītamanā maharṣiḥ &	aTa uzwra vAmI Satava Ahita arTam $ prajezu aram prIta manAH mahA RziH &
   spṛṣan kareṇānatapūrvakāyaṃ % saṃprasthito vācam uvāca kautsaḥ //	spRzan kareNa Anata pUrva kAyam % saMprasTitaH vAcam uvAca kOtsaH //
   Ragh_5.32 //	Rau _5.32 //
   #a: (^hārit'^ V^t)	#a: (^hArita^ V^t)
   #b: (manīṣī C V)	#b: (manIzI C V)
   #d: (vākyam C^t)	#d: (vAkyam C^t)
   kim atra citraṃ yadi kāmasūr bhūr $ vṛtte sthitasyādhipateḥ prajānām &	kim atra citram yadi kAmasUH BUH $ vRtte sTitasya aDipateH prajAnAm &
   acintanīyas tu tava prabhāvo % manīṣitaṃ dyaur api yena dugdhā //	acintanIyaH tu tava praBAvaH % manIzitam dyOH api yena dugDA //
   Ragh_5.33 //	Rau _5.33 //
   āśāsyam anyat punaruktabhūtaṃ $ śreyāṃsi sarvāṇy adhijagmuṣas te &	ASAsyam anyat punarukta BUtam $ SreyAMsi sarvANi aDijagmuzaH te &
   putraṃ labhasvātmaguṇānurūpaṃ % bhavantam īḍaṃ bhavataḥ piteva //	putram laBasva Atma guNa anurUpam % Bavantam Ixam BavataH pitA iva //
   Ragh_5.34 //	Rau _5.34 //
   #d: (o C V)	#d: (aH C V)
   itthaṃ prayujyāśiṣam agrajanmā $ rājñe pratīyāya guroḥ sakāśam &	itTam prayujya ASizam agrajanmA $ rAjQe pratIyAya guroH sakASam &
   rājāpi lebhe sutam āśu tasmād % ālokam arkād iva jīvalokaḥ // Ragh_5.35 //	rAjA api leBe sutam ASu tasmAt % Alokam arkAt iva jIva lokaH // RaG_5.35 //
   #d: (caitanyam M^v)	#d: (cEtanyam M^v)
   brāhme muhūrte kila tasya devī $ kumārakalpaṃ suṣuve kumāram &	brAhme muhUrte kila tasya devI $ kumAra kalpam suzuve kumAram &
   ataḥ pitā brahmaṇa eva nāmnā % tam ātmajanmānam ajaṃ cakāra // Ragh_5.36	atas pitA brahmaNaH eva nAmnA % tam AtmajanmAnam ajam cakAra // RaG_5.36
   #d: (agrya^ C V^p)(agra^ *V^n)	#d: (agrya^ C V^p)(agra^ *V^n)
   rūpaṃ tad ojasvi tad eva vīryaṃ $ tadaiva naisargikam unnatatvam &	rUpam tat ojasvi tat eva vIryam $ tadA eva nEsargikam unnata tvam &
   na kāraṇāt svād bibhide kumāraḥ % pravartito dīpa iva pradīpāt //	na kAraNAt svAt biBide kumAraH % pravartitaH dIpaH iva pradIpAt //
   Ragh_5.37 //	Rau _5.37 //
   #b: (tath^ C^t)	#b: (taT^ C^t)
   upāttavidyaṃ vidhivad gurubhyas $ taṃ yauvanodbhedaviśeṣakāntam &	upAtta vidyam viDivat guruByaH $ tam yOvana udBeda viSeza kAntam &
   śrīr gantukāmāpi guror anujñāṃ % dhīreva kanyā pitur ācakāṅkṣa //	SrIH gantu kAmA api guroH anujQAm % DIH A iva kanyA pituH AcakAFkzaH //
   Ragh_5.38 //	Rau _5.38 //
   #c: (^ḥ sābhilāṣā^ ct)	#c: (^H sa aBilAzA^ ct)
   atheśvareṇa krathakaiśikānāṃ $ svayaṃvarārthaṃ svasur indumatyāḥ &	aTa ISvareNa kraTa kESikAnAm $ svayaMvara arTam svasuH indumatyAH &
   āptaḥ kumārānayanotsukena % bhojena dūto raghave visṛṣṭaḥ // Ragh_5.39 //	AptaH kumAra Anayana utsukena % Bojena dUtaH raGave visRzwaH // RaG_5.39 //
   #a: (a V^n)	#a: (aH V^n)
   taṃ ślāghyasaṃbandham asau vicintya $ dārakriyāyogyadaśaṃ ca putram &	tam SlAGya saMbanDam asO vicintya $ dAra kriyA yogyadaSam ca putram &
   prasthāpayām āsa sasainyam enam % ṛddhāṃ vidarbhādhiparājadhānīm //	prasTApayAm Asa sa sEnyam enam % RdDAm vidarBa aDipa rAjaDAnIm //
   Ragh_5.40 //	Rau _5.40 //
   tasyopakāryāracitopakārā $ vanyetarā jānapadopadābhiḥ &	tasya upakArya aracita upakArAH $ vanya itarAH jAnapada upadABiH &
   mārge nivāsā manujendrasūnor % babhūvur udyānavihārakalpāḥ // Ragh_5.41 //	mArge nivAsAH manuja indra sUnoH % baBUvuH udyAna vihAra kalpAH // RaG_5.41 //
   #a: (^opacārā ct)	#a: (^opacArA ct)
   #b: (vyāptāntarā C)	#b: (vyApta antarA C)
   sa narmadārodhasi śīkarārdrair $ marudbhir ānartitanaktamāle &	sa narmadA roDasi SIkara ArdrEH $ marudBiH Anartita nakta mAle &
   niveśayām āsa vilaṅghitādhvā % klāntaṃ rajodhūsaraketu sainyam //	niveSayAm Asa vilaFGita aDvA % klAntam rajaH DUsaraketu sEnyam //
   Ragh_5.42 //	Rau _5.42 //
   #d: (u^ S)	#d: (u^ S)
   athopariṣṭād bhramarair bhramadbhiḥ $ prāk sūcitāntaḥsalilapraveśaḥ &	aTa uparizwAt BramarEH BramadBiH $ prAk sUcita antar salila praveSaH &
   nirdhauta dānāmalagaṇḍabhittir % yanyaḥ saritto gaja unmamajja //	nirDOta dAna amala gaNxa BittiH % yanyaH sarittaH gajaH unmamajjaH //
   Ragh_5.43 //	Rau _5.43 //
   #b: (k^ C)	#b: (c ^ C)
   #c: (nirdhūta^ V)	#c: (nirDUta^ V)
   #c: (^galla^ V)	#c: (^galla^ V)
   niḥśeṣavikṣālitadhātunāpi $ vaprakriyām ṛkṣavatas taṭeṣu &	niHSeza vikzAlita DAtunA api $ vapra kriyAm RkzavataH tawezu &
   nīlordhvarekhāśabalena śaṃsan % dantadvayenāśmavikuṇṭhitena // Ragh_5.44	nIla UrDvareKA Sabalena SaMsan % danta dvayena aSma vikuNWitena // RaG_5.44
   saṃhāravikṣepalaghukriyeṇa $ hastena tīrābhimukhaḥ saśabdam &	saMhAra vikzepa laGu kriyeNa $ hastena tIra aBimuKaH sa Sabdam &
   babhau sa bhindan bṛhatas taraṅgān % vāryargalābhaṅga iva pravṛttaḥ //	baBO sa Bindan bRhataH taraFgAn % vAri argalA BaFgaH iva pravRttaH //
   Ragh_5.45 //	Rau _5.45 //
   sa bhogibhogādhikapīvareṇa $ hastena tīrābhimukhaḥ saśabdam &	sa Bogi Boga aDika pIvareNa $ hastena tIra aBimuKaH sa Sabdam &
   saṃvardhitārtdhaprahitena dīrghān % cikṣepa vārīparighān ivormīn //	saMvarDita ArtDa prahitena dIrGAn % cikzepa vArI pariGAn iva UrmIn //
   Ragh_5.45* //	Rau _5.45* //
   śailopamaḥ śaivalamañjarīṇāṃ $ jālāni karṣann urasā sa paścāt &	SEla upamaH SEvala maQjarINAm $ jAlAni karzan urasA sa paScAt &
   pūrvaṃ tadutpīḍitavārirāśiḥ % saritpravāhas taṭam utsasarpa // Ragh_5.46	pUrvam tad utpIxita vAri rASiH % sarit pravAhaH tawam utsasarpaH // RaG_5.46
   #a: (e C^t)	#a: (e C^t)
   #a: (^vallarīṇāṃ V^n)	#a: (^vallarINAm V^n)
   #b: (tarasā C V^n)	#b: (tarasA C V^n)
   kāraṇḍavotsṛṣṭamṛdupratnānāḥ $ pulindayoṣāmbuvihārakāñcīḥ &	kAraNxava utsRzwa mRdu pratnAnAH $ pulinda yoza ambu vihAra kAQcIH &
   karṣan sa śaivālalatā nadīṣaḥ % skandhāvalagnās taṭam utsasarpa //	karzan sa SEvAla latA nadIzaH % skanDa avalagnAH tawam utsasarpaH //
   Ragh_5.46* //	Rau _5.46* //
   tasyaikanāgasya kapolabhittyor $ jalāvagāhakṣaṇamātraśāntā &	tasya eka nAgasya kapola BittyoH $ jala avagAha kzaNa mAtra SAntAH &
   vanyetarānekapadarśanena % punar didīpe madadurdinaśrīḥ // Ragh_5.47 //	vanya itarAn eka padarSanena % punar didIpe mada durdina SrIH // RaG_5.47 //
   #b: (hrad^ V)	#b: (hrat ^ V)
   saptacchadakṣīrakaṭupravāham $ asahyam āghrāya madaṃ tadīyam &	saptacCada kzIra kawu pravAham $ asahyam AGrAya madam tadIyam &
   vilaṅghitādhoraṇatīvrayatnāḥ % senāgajendrā vimukhā babhūvuḥ // Ragh_5.48	vilaFGita aDoraNa tIvra yatnAH % senA gaja indrAH vimuKAH baBUvuH // RaG_5.48
   #d: (ī^ S V^n)	#d: (I^ S V^n)
   sa cchinnabandhadrutayugyaśūnyaṃ $ bhagnākṣaparyastarathaṃ kṣaṇena &	sa cCinna banDa druta yugya SUnyam $ Bagna akza paryasta raTam kzaNena &
   rāmāparitāṇavihastayodhaṃ % senāniveśaṃ tumulaṃ cakāra // Ragh_5.49 //	rAmA paritANa vihasta yoDam % senA niveSam tumulam cakAra // RaG_5.49 //
   #d: (a S V^n)	#d: (a S V^n)
   tam āpatantaṃ nṛpater avadhyo $ vanyaḥ karīti śrutavān kumāraḥ &	tam Apatantam nRpateH avaDyaH $ vanyaH karI iti SrutavAn kumAraH &
   nivartayiṣyan viśikhena kumbhe % jaghāna nātyāyatakṛṣṭaśārṅgaḥ //	nivartayizyan viSiKena kumBe % jaGAna na ati Ayata kRzwa SArFgaH //
   Ragh_5.50 //	Rau _5.50 //
   #d: (^cāpaḥ C V)	#d: (^cApaH C V)
   sa viddhamātraḥ kila nāgarūpam $ utsṛjya tadvismitasainyadṛṣṭaḥ &	sa vidDa mAtraH kila nAga rUpam $ utsRjya tad vismita sEnya dRzwaH &
   sphuratprabhāmaṇḍalamadhyavarti % kāntaṃ vapur vyomacaraṃ prapede //	sPurat praBA maNxala maDya varti % kAntam vapuH vyomacaram prapede //
   Ragh_5.51 //	Rau _5.51 //
   atha prabhāvopanataiḥ kumāraṃ $ kalpadrumotthair avakīrya puṣpaiḥ &	aTa praBAva upanatEH kumAram $ kalpadruma utTEH avakIrya puzpEH &
   uvāca vāgmī daśanaprabhābhiḥ % saṃvardhitoraḥsthalatārahāraḥ // Ragh_5.52	uvAca vAgmI daSana praBABiH % saMvarDita uraH sTala tAra hAraH // RaG_5.52
   mataṅgaśāpād avalepamūlād $ avāptavān asmi mataṅgajatvam &	mataFga SApAt avalepa mUlAt $ avAptavAn asmi mataFga ja tvam &
   avehi gandharvapates tanūjaṃ % priyaṃvadaṃ māṃ priyadarśanasya //	avehi ganDarva pateH tanUjam % priyaMvadam mAm priya darSanasya //
   Ragh_5.53 //	Rau _5.53 //
   sa cānunītaḥ praṇatena paścān $ mayā maharṣir mṛdutām agacchat &	sa ca anunItaH praNatena paScAt $ mayA mahA RziH mRdu tAm agacCat &
   uṣṇatvam agnyātapasaṃprayogāc % chaityaṃ hi yat sā prakṛtir jalasya //	uzNa tvam agni Atapa saMprayogAt % CEtyam hi yat sA prakRtiH jalasya //
   Ragh_5.54 //	Rau _5.54 //
   #d: (nāma V^t)	#d: (nAma V^t)
   ikṣvākuvaṃśaprabhavo yadā te $ bhetsyaty ajaḥ kumbham ayomukhena &	ikzvAku vaMSa praBavaH yadA te $ Betsyati ajaH kumBam ayaH muKena &
   saṃyokṣyase svena vapurmahimnā % tadety avocat sa taponidhir mām //	saMyokzyase svena vapuH mahimnA % tadA iti avocat sa tapaH niDiH mAm //
   Ragh_5.55 //	Rau _5.55 //
   saṃmocitaḥ sattvavatā tvayāhaṃ $ śāpāc ciraprārthitadarśanena &	saMmocitaH sattvavatA tvayA aham $ SApAt cira prArTita darSanena &
   pratipriyaṃ ced bhavato na kuryāṃ % vṛthā hi me syāt svapadopalabdhiḥ //	pratipriyam ced BavataH na kuryAm % vRTA hi me syAt sva pada upalabDiH //
   Ragh_5.56 //	Rau _5.56 //
   #a: (sa V^n)	#a: (saH V^n)
   #c: (^kriyaṃ V^t)	#c: (^kriyam V^t)
   saṃmohanaṃ nāma sakhe mamāstraṃ $ prayogasaṃhāravibhaktamantram &	saMmohanam nAma saKe mama astram $ prayoga saMhAra viBakta mantram &
   gāndharvam ādhatsva yataḥ prayoktur % na cārihiṃsā vijayaś ca haste //	gAnDarvam ADatsva yatas prayoktuH % na ca ari hiMsA vijayaH ca haste //
   Ragh_5.57 //	Rau _5.57 //
   #c: (ādatsva ct V^t)	#c: (Adatsva ct V^t)
   alaṃ hriyā māṃ prati yan muhūrtaṃ $ dayāparo 'bhuḥ praharann api tvam &	alam hriyA mAm prati yat muhUrtam $ dayA paraH aBuH praharan api tvam &
   tasmād upacchandayati prayojaṃ % mayi tvayā na pratiśedharaukṣyam //	tasmAt upacCandayati prayojam % mayi tvayA na pratiSeDa rOkzyam //
   Ragh_5.58 //	Rau _5.58 //
   #d: (^rūkṣam V^t)	#d: (^rUkzam V^t)
   tathety upaspṛśya payaḥ pavitraṃ $ somodhbavāyāḥ sarito nṛsomaḥ &	taTA iti upaspRSya payaH pavitram $ somoDbavAyAH saritaH nR somaH &
   udaṅmukhaḥ so 'stravid astramantraṃ % jagrāha tasmān nigṛhītaśāpāt //	udaFmuKaH saH astra vid astra mantram % jagrAha tasmAt nigRhIta SApAt //
   Ragh_5.59 //	Rau _5.59 //
   evaṃ tayor adhvani daivayogād $ āseduṣoḥ sakhyam acintyahetu &	evam tayoH aDvani dEva yogAt $ AseduzoH saKyam acintya hetu &
   eko yayau caitrarathapadeśān % saurājyaramyān aparo vidarbhān // Ragh_5.60	ekaH yayO cEtraraTa padeSAn % sOra Ajya ramyAn aparaH vidarBAn // RaG_5.60
   #b: (um C)	#b: (um C)
   taṃ tasthivāṃsaṃ nagaropakaṇṭhe $ tadāgamārūḍhagurupraharṣaḥ &	tam tasTivAMsam nagara upakaNWe $ tad Agama ArUXa guru praharzaH &
   pratyujjagāma krathakaiśikendraś % candraṃ pravṛddhormir ivormimālī //	pratyujjagAma kraTa kESika indraH % candram pravRdDa UrmiH iva Urmi mAlI //
   Ragh_5.61 //	Rau _5.61 //
   #c: (a V^n)	#c: (a V^n)
   praveśya cainaṃ puram agrayāyī $ nīcais tathopācarad arpitaśrīḥ &	praveSya ca enam puram agra yAyI $ nIcEs taTA upAcarat arpita SrIH &
   mene yathā tatra janaḥ sameto % vaidarbham āgantum ajaṃ gṛheśam //	mene yaTA tatra janaH sametaH % vEdarBam Agantum ajam gRheSam //
   Ragh_5.62 //	Rau _5.62 //
   tasy'; ādhikārapuruṣaiḥ praṇataiḥ pradiṣṭāṃ $ prāgdvāravediviniveśitapūrṇa	tasya; ADikAra puruzEH praNatEH pradizwAm $ prAc dvAra vedi viniveSita pUrNa
   kumbhām &	kumBAm &
   mene yathā tatra janaḥ sameto % bālyāt parām iva daśāṃ madano 'dhyuvāsa //	mene yaTA tatra janaH sametaH % bAlyAt parAm iva daSAm madanaH aDyuvAsa //
   Ragh_5.63 //	Rau _5.63 //
   #a: (i^ C V)	#a: (i^ C V)
   #b: (^hema^ V)	#b: (^hema^ V)
   tatra svayaṃvarasamāhṛtarājalokaṃ $ kanyālalāma kamanīyam ajasya lipsoḥ &	tatra svayaMvara samAhRta rAja lokam $ kanyA lalAma kamanIyam ajasya lipsoH &
   bhāvāvabodhakaluṣā dayiteva rātrau % nidrā cireṇa nayanābhimukhī babhūva	BAva avaboDa kaluzA dayitA iva rAtrO % nidrA cireNa nayana aBimuKI baBUva
   // Ragh_5.64 //	// RaG_5.64 //
   #d: (ī^ S)	#d: (I^ S)
   taṃ karṇabhūṣaṇanipīḍitapīvarāṃsaṃ $ śayyottaracchadavimardakṛśāṅgarāgam &	tam karNa BUzaNa nipIxita pIvarAMsam $ SayyA uttaracCada vimarda kRSa aFgarAgam &
   sūtātmajāḥ savayasaḥ prathitaprabodhaṃ) % prābodhayann uṣasi vāgbhir	sUta AtmajAH sa vayasaH praTita praboDaM) % prAboDayan uzasi vAgBiH 
   udāravācaḥ // Ragh_5.65 //	udAra vAcaH // RaG_5.65 //
   #c: (vaitālikāḥ M^v)	#c: (vEtAlikAH M^v)
   #c: (vaitālikā lalitabhandhamanoharābhiḥ C V)	#c: (vEtAlikA lalita BanDa manoharABiH C V)
   rātrir gatā matimatāṃ vara muñca śayyāṃ $ dhātrā dvidhaiva nanu dhūr	rAtriH gatAH matimatAm vara muQca SayyAm $ DAtrA dviDA eva nanu DUr
   jagato vibhaktā &	jagataH viBaktA &
   tām ekatas tava bibharti gurur vinidras % tasyā bhavān	tAm ekatas tava biBarti guruH vinidraH % tasyAH BavAn
   aparadhuryapadāvalambī // Ragh_5.66 //	apara Durya pada avalambI // RaG_5.66 //
   #c: (yām C V^t)	#c: (yAm C V^t)
   nidrāvaśena bhavatāpy anapekṣamāṇā $ paryutsukatvam abalā niśi khaṇḍiteva	nidrA vaSena BavatA api anapekzamANA $ paryutsuka tvam abalA niSi KaNxitA iva
   lakṣmīr vinodayati yena digantalambī % so 'pi tvadānanaruciṃ vijahāti	lakzmIH vinodayati yena diS anta lambI % saH api tvad Anana rucim vijahAti
   candraḥ // Ragh_5.67 //	candraH // RaG_5.67 //
   #a: (hy C Vk M^v V)	#a: (hi C Vc M^u V)
   #a: (anavekṣ[a ct][ya M^v V]māṇā)	#a: (anavekz[a ct][yaH M^u V]mANA)
   tad valgunā yugapadunmiṣitena tāvat $ sadyaḥ paraparatulām adhirohatāṃ dve	tat valgunA yugapad unmizitena tAvat $ sadyas para para tulAm aDiroha tAm dve
   praspandamānaparuṣetaratāram antaś % cakṣus tava pracalitabhramaraṃ ca	praspandamAna paruza itara tAram antar % cakzuH tava pracalita Bramaram ca
   padmam // Ragh_5.68 //	padmam // RaG_5.68 //
   vṛntāc chlathaṃ harati puṣpam anokahānāṃ $ saṃsṛjyate sarasijair	vRntAt SlaTam harati puzpam anokahAnAm $ saMsRjyate sarasijEH 
   aruṇāmśubhinnaiḥ &	aruNAmSu BinnEH &
   svābhāvikaṃ paraguṇena vibhātavāyuḥ % saurabhyam īpsur iva te	svABAvikam para guNena viBAta vAyuH % sOraByam IpsuH iva te
   mukhamārutasya // Ragh_5.69 //	muKa mArutasya // RaG_5.69 //
   #a: (^a^śl^ V)	#a: (^a^Sl^ V)
   tāmrodareṣu paitaṃ tarupallaveṣu $ nirdhauta hāragulikāviśadaṃ himāmbhaḥ &	tAmra udarezu pEtam taru pallavezu $ nirDOta hAra gulikA viSadam hima amBaH &
   ābhāti labdhaparabhāgatayādharoṣṭhe % līlāsmitaṃ sadaśanārcir iva tvadīyam	ABAti labDa para BAga tayA aDara uzWe % lIlA smitam sa daSana arciH iva tvadIyam
   // Ragh_5.70 //	// RaG_5.70 //
   #a: (druma^ CV)	#a: (druma^ CV)
   #b: (nirdhūta^ V^n)	#b: (nirDUta^ V^n)
   #b: (ṭ S)	#b: (w S)
   yāvat pratāpanidhir ākramate na bhānur $ ahnāya tāvad aruṇena tamo	yAvat pratApa niDiH Akramate na BAnuH $ ahnAya tAvat aruNena tamaH 
   nirastam &	nirastam &
   āyodhanāgrasaratāṃ tvayi vīra yāte % kiṃ vā ripūṃs tava guruḥ svayam	AyoDana agra saratAm tvayi vIra yAte % kim vA ripUn tava guruH svayam
   ucchinatti // Ragh_5.71 //	ucCinatti // RaG_5.71 //
   śayyāṃ jahaty ubhayapakṣavinītanidrāḥ $ stamberamā mukharaśṛṅkhalakarṣiṇas	SayyAm jahati uBaya pakza vinIta nidrAH $ stamberamAH muKara SRFKala karziNas
   te &	te &
   yeṣāṃ vibhānti taruṇāruṇarāgayogād % bhinnādrigairikataṭā iva dantakoṣāḥ	yezAm viBAnti taruNa aruNa rAga yogAt % Binna adri gErika tawAH iva dantakozAH
   // Ragh_5.72 //	// RaG_5.72 //
   dīrgheṣv amī niyamitāḥ paṭamaṇḍapeṣu $ nidrāṃ vihāya vanajākṣa	dIrGezu amI niyamitAH pawa maNxapezu $ nidrAm vihAya vanajAkza
   vanāyudeśyāḥ &	vanAyu deSyAH &
   vaktroṣmaṇā malinayanti purogatāni % lehyāni saindhavaśilāśakalāni vāhāḥ	vaktra UzmaNA malinayanti puras gatAni % lehyAni sEnDava SilA SakalAni vAhAH
   // Ragh_5.73 //	// RaG_5.73 //
   #b: (^ya^ V^n)	#b: (^ya^ V^n)
   #b: (^ujās te C)	#b: (^ujAH te C)
   bhavati viralabhaktir mlānapuṣpopahāraḥ $ svakiraṇpariveṣodhbedaśūnyāḥ	Bavati virala BaktiH mlAna puzpa upahAraH $ sva kiraN parivezoDbeda SUnyAH
   pradīpāḥ &	pradIpAH &
   ayam api ca giraṃ nas tvatprabodhaprayuktām % anuvadati śukas te mañjuvāk	ayam api ca giram naH tvad praboDa prayuktAm % anuvadati SukaH te maQjuvAc 
   pañjarasthaḥ // Ragh_5.74 //	paQjara sTaH // RaG_5.74 //
   iti viracitavāgbhir bandiputraiḥ kumāraḥ $ sapadi vigatanidras talpam	iti viracita vAgBiH bandi putrEH kumAraH $ sapadi vigata nidraH talpam
   ujjhāṃ cakāra &	ujJAm cakAra &
   madapaṭu ninadadbhir bodhito rājahaṃsaiḥ % suragaja iva gāṅgaṃ saikataṃ	mada pawu ninadadBiH boDitaH rAjahaMsEH % sura gajaH iva gAFgam sEkatam
   supratīkaḥ // Ragh_5.75 //	supratIkaH // RaG_5.75 //
   #b: (vihita V)	#b: (vihitaH V)
   #c: (u^ ct)	#c: (u^ ct)
   atha vidhim avasāyya śāstradṛṣṭaṃ $ divasamukhocitam añcitākṣipakṣmā &	aTa viDim avasAyya SAstra dRzwam $ divasa muKa ucitam aQcita akzi pakzmA &
   kuśalaviracitānukūlaveṣaḥ % kṣitipasamājam agāt svayaṃvarastham //	kuSala viracita anukUla vezaH % kzitipa samAjam agAt svayaMvara sTam //
   Ragh_5.76 //	Rau _5.76 //
   #a: (^sāya C)	#a: (^sAya C)
   #b: (^añjit' C^t)	#b: (^aQjit a C^t)
   #c: (^ānurūpa^ C V)	#c: (^AnurUpa^ C V)
   sa tatra mañceṣu manojñaveṣān $ siṃhāsanasthān upacāravastu &	sa tatra maQcezu manojQa vezAn $ siMhAsana sTAn upacAra vastu &
   vaimānikānāṃ marutām apaśyad % ākṛṣṭalīlān naralokapālān // Ragh_6.1 //	vEmAnikAnAm marutAm apaSyat % AkRzwa lIlAn nara lokapAlAn // RaG_6.1 //
   rater gṛhītānunayena kāmaṃ $ pratyarpitasvāṅgam iveśvareṇa &	rateH gRhIta anunayena kAmam $ pratyarpita sva aFgam iva ISvareNa &
