   (Vaidya 212)	(VEdyaH 212)
   mātāpitṛsaḥbhavaḥ śarīraḥ darśitam - etaccharīraḥ paśya | yadyanena	mAtA-pitR-saHBavaH SarIraH darSitam  etat-SarIraH paSya | yadi-anena
   kaścidguṇo na dṛṣṭaḥ, tena ca mātāpitṛsaḥbhavametaccharīraḥ dṛṣṭam, na	kaScid-guNaH na dRzwaH, tena ca mAtA-pitR-saHBavam-etat-SarIraH dRzwam, na
   tenāhaḥ dṛṣṭaḥ | etadarthameva gāthoktā -	tena-ahar dRzwaH | etad-arTam-eva gATA-uktA -
   cīvarakarṇakaḥ cenniśrāya ākramanti pade pade |	cIvarakarNakaH ced-niSrAyaH Akramanti pade pade |
   aparādhena tiṣṭhanti na te buddhasya sāntike ||	aparADena tizWanti na te budDasya sAntike ||
   yojanānāṃ sahasreṣu ye śrutvā na subhāṣitam |	yojanAnAm sahasrezu ye SrutvA na suBAzitam |
   tadarthaṃ pratipadyanti te vai buddhasya sāntike ||	tad-arTam pratipadyanti te vE budDasya sAntike ||
   yathā ca bhagavān dharmaprītyarthaṃ nandakasya	yaTA ca BagavAn Darma-prIti-arTam nandakasya
   bhikṣādharmaśrāvaṇāyopasaṃkrāntaḥ | yathā copasthāpanakasūtre uktam -	BikzA-Darma-SrAvaNAya-upasaMkrAntaH | yaTA ca-upasTApanaka-sUtre uktam -
   paryeṣata bhikṣavaḥ | upasthāpayati dharmaṃ ca me dhārayiṣyati | sūtraṃ	paryezata BikzavaH | upasTApayati Darmam ca me DArayizyati | sUtram
   geyaṃ vyākaraṇamitivṛttaṃ gāthodānam | evaṃ navāṅgaśāsanaṃ yo mama	geyam vyAkaraNam-itivRttam gATA-udAnam | evam nava-aFga-SAsanam yaH mama
   dhārayati, taṃ mārgayata | na mātāpitṛsaṃbhavasya (KVU, Vaidya 216)	DArayati, tam mArgayata | na mAtA-pitR-saMBavasya (KVU, VEdyaH 216)
   śarīrasya upasthāpakaṃ mārgayata | kiṃ kāraṇam? yathoktaṃ ṛddhipādanipāte	SarIrasya upasTApakam mArgayata | kim kAraNam? yaToktam RdDi-pAda-nipAte
   mṛgāramātuḥ prāsāde - evaṃ bhāviteṣu bhikṣavastathāgataścaturṣu	mRgAra-mAtuH prAsAde  evam BAvitezu BikzavaH-taTAgataH-caturzu
   ṛddhipādeṣu kalpaṃ vā tiṣṭhet kalpāvaśeṣaṃ vā | etaddarśayati - na yūyaṃ	RdDi-pAdezu kalpam vA tizWet kalpa-avaSezam vA | etat-darSayati  na yUyam
   samarthā mama śarīraṃ kalpaṃ vā dhārayitum | eṣa tu dharmo dhārayitavyaḥ |	samarTAH mama SarIram kalpam vA DArayitum | eza tu DarmaH DArayitavyaH |
   etanmama śarīram | yathā ca mahādevasūtre uktam - mā mama bhaviṣyatha	etat-mama SarIram | yaTA ca mahAdeva-sUtre uktam  mA mama BavizyaTa
   paścima - - - - | - - - - - - - - tmanāṃ yadidaṃ kauṇḍinyaḥ |	paScima     |         tmanAm yat-idam kONxinyaH |
   mahāprajñānāṃ sāriputraḥ | ṛddhimatāṃ maudgalyāyanaḥ | yāvaddakṣiṇeyānāṃ	mahA-prajQAnAm sAriputraH | RdDimatAm mOdgalyAyanaH | yAvat-dakziNeyAnAm
   subhūtiḥ kulaputraḥ | evaṃ sarvasūtraṃ vaktavyam | bhikṣuṇīnāmagratāsūtre	suBUtiH kula-putraH | evam sarva-sUtram vaktavyam | BikzuNInAm-agra-tA-sUtre
   uktam, evamupāsakānāmupāsikānāmagratāsūtre uktam | tathā	uktam, evam-upAsakAnAm-upAsikAnAm-agra-tA-sUtre uktam | taTA
   catuṣparṣadasūtram -	catuzparzada-sUtram -
   bhikṣavaḥ | vyakto vinītaḥ viśāradaḥ | bahuśrutaḥ | dharmakathikaḥ |	BikzavaH | vyaktaH vinItaH viSAradaH | bahu-SrutaH | Darma-kaTikaH |
   dharmārthapratipannaḥ saṃghaṃ śobhayati | bhikṣuṇī | upāsakaḥ | upāsikā |	Darma-arTa-pratipannaH saMGam SoBayati | BikzuNI | upAsakaH | upAsikA |
   bhikṣavaḥ | vyaktā vinītā viśāradā bahuśrutā dhārmikā	BikzavaH | vyaktA vinItA viSAradA bahuSrutA DArmikA
   dharmārthapratipannāḥ saṃghaṃ śobhayanti | tadapi sūtraṃ vaktavyam | api	Darma-arTa-pratipannAH saMGam SoBayanti | tat-api sUtram vaktavyam | api
   ca | ekapudgale 'pi tāvacca asmākaṃ vītarāge 'prameyā dakṣiṇā |	ca | eka-pudgale api tAvat-ca asmAkam vIta-rAge aprameyAH dakziNA |
   yathoktamugrasūtre - paśyogra bhikṣuḥ cīvareṇa prāvṛtenāpramāṇaṃ	yaTA-uktam-ugra-sUtre  paSya-ugra BikzuH cIvareNa prAvRtena-apramANam
   samādhimupasaṃpadya viharati | aprameyastasya puṇyasya puṇyābhiṣyandaḥ |	samADim-upasaMpadya viharati | aprameyaH-tasya puNyasya puNya-aBizyandaH |
   kuśalābhiṣyandaḥ sukhasyāhāraḥ | tathā	kuSala-aBizyandaH suKasya-AhAraH | taTA
   piṇḍapātaśayanāsanaglānapratyayabhaiṣajyaṃ paribhuktvā apramāṇaṃ	piNxa-pAta-Sayana-Asana-glAna-pratyaya-BEzajyam pariBuktvA apramANam
   samādhimupasaṃpadya viharati | tadyathogra gṛhapate saṃbahulā mahānadya	samADim-upasaMpadya viharati | tat-yaTA-ugra gRhapate saMbahulA mahAnadya
   ekībhāvaṃ gacchanti | na śakyaṃ te udakaṃ parisaṃkhyātum | atha ca	ekIBAvam gacCanti | na Sakyam te udakam parisaMKyAtum | aTa ca
   punaraprameyo 'saṃkhyeyo mahānudakaskandhaḥ iti saṃkhyāṃ gacchanti |	punar-aprameyaH asaMKyeyaH mahAn-udaka-skanDaH iti saMKyAm gacCanti |
   katamā mahānadyaḥ? gaṅgā yamunā sarayū āryavatī mahī | na śakyaṃ tadudakaṃ	katamA mahAnadyaH? gaFgA yamunA sarayU AryavatI mahI | na Sakyam tat-udakam
   parisaṃkhyātum | atha ca punaraprameyo 'saṃkhyeyo mahānudakaskandhaḥ	parisaMKyAtum | aTa ca punar-aprameyaH asaMKyeyaH mahAn-udaka-skanDaH
   saṃkhyāṃ gacchanti | evamevogra paśya bhikṣuḥ cīvaraṃ	saMKyAm gacCanti | evam-eva-ugra paSya BikzuH cIvaram
   paribhuñjannapramāṇaṃ samādhimupasaṃpadya viharati | evaṃ	pariBuQjannapramANam samADim-upasaMpadya viharati | evam
   piṇḍapātaśayanāsanaglānabhaiṣajyaṃ paribhuñjannapramāṇaṃ	piNxa-pAta-Sayana-Asana-glAna-BEzajyam pariBuQjannapramANam
   samādhimupasaṃpadya viharati | apramāṇastasya puṇyasya puṇyābhiṣyandaḥ	samADim-upasaMpadya viharati | apramANaH-tasya puNyasya puNya-aBizyandaH
   kuśalābhiṣyandaḥ sukhasyāhāraḥ | evameva pudgale 'pi tāvacchīlavati	kuSala-aBizyandaH suKasya-AhAraH | evam-eva pudgale api tAvat-SIlavati
   asmākaṃ dattamaprameyaphalaṃ bhavati | tathā ārāmadānavihāradānāni |	asmAkam dattam-aprameya-Palam Bavati | taTA ArAma-dAna-vihAra-dAnAni |
   velāmasūtre, dakṣiṇāsūtre vistaraḥ pratyavagantavyaḥ | tathā	velAm-asUtre, dakziNA-sUtre vistaraH pratyavagantavyaH | taTA
   parinirvṛtasya bhagavataḥ stūpe kṛtāyāḥ pūjāyā aprameyo vipākaḥ |	parinirvRtasya BagavataH stUpe kRtAyAH pUjAyAH aprameyaH vipAkaH |
   yathoktaṃ karmavibhaṅge - daśānuśaṃsāstathāgatapūjāyāḥ | kiṃ kāraṇam? yaḥ	yaTA-uktam karma-viBaFge  daSa-anuSaMsAH-taTAgata-pUjAyAH | kim kAraNam? yaH
   kaściddānapatiḥ, sa mahābhogavattāṃ vā prārthayan dānaṃ dadāti,	kaScid-dAna-patiH, sa mahA-Bogavat-tAm vA prArTayan dAnam dadAti,
   svargasukhaṃ vā cintayan, mokṣanimittaṃ vā | tacca sarvamuktam - yathā	svarga-suKam vA cintayan, mokza-nimittam vA | tat-ca sarvam-uktam  yaTA
   mahābhogaśca bhavati | svargeṣūpapadyate | kṣipraṃ ca parinirvāti |	mahA-BogaH-ca Bavati | svargezu-upapadyate | kzipram ca parinirvAti |
   evamaprameyaḥ stūpe kṛtādhikārasya vipākaḥ | na yathānyeṣāṃ vākyānāṃ	evam-aprameyaH stUpe kRta-aDikArasya vipAkaH | na yaTA-anyezAm vAkyAnAm
   devadattamanena gṛhṇāti | asti karma asmākaṃ yaḥ stūpe dattamapaharati,	devadattam-anena gRhNAti | asti karma asmAkam yaH stUpe dattam-apaharati,
   tasyāparimāṇaṃ pāpam | teṣāmupamānaṃ na teṣāṃ pramāṇaṃ kriyate |	tasya-aparimANam pApam | tezAm-upamAnam na tezAm pramANam kriyate |
   yatkiṃcidasmin pṛthivīmaṇḍale sarvasattvānāṃ hiraṇyasuvarṇaṃ dhanadhānyaṃ	yat-kiMcid-asmin pRTivI-maNxale sarva-sattvAnAm hiraNya-suvarNam Dana-DAnyam
   vastrālaṃkārādiḥ, tasya sarvasya yaḥ kaścidapahāraṃ karoti,	vastra-alaMkAra-AdiH, tasya sarvasya yaH kaScid-apahAram karoti,
   tasmātpāpātprabhūtataraṃ pāpaṃ yaḥ stūpe dattamapaharati | eṣo 'smākaṃ	tasmAt-pApAt-praBUtataram pApam yaH stUpe dattam-apaharati | ezaH asmAkam
   siddhāntaḥ - yatstūpe dattaṃ tatstūpe eva yojyam | yatsaṃghe, tatsaṃghe	sidDAntaH  yat-stUpe dattam tad-stUpe eva yojyam | yat-saMGe, tad-saMGe
   evopayojyam | eṣa svasiddhāntaḥ pratiṣṭhāpitaḥ | yathāsmākaṃ bhagavān	eva-upayojyam | eza sva-sidDAntaH pratizWApitaH | yaTA-asmAkam BagavAn
   tiṣṭhati, tasmiṃśca kṛto 'dhikāro 'prameyavipākaḥ | kathaṃ punarbāhyā ye	tizWati, tasmin=-ca kRtaH aDikAraH aprameya-vipAkaH | kaTam punar-bAhyAH ye
   devāsteṣāṃ datte kiṃ puṇyaṃ phalate? (KVU, Vaidya 217) evaṃ saṃpratipannāḥ	devAH-tezAm datte kim puNyam Palate? (KVU, VEdyaH 217) evam saMpratipannAH
   | buddhaḥ parinirvṛtaḥ | asmākaṃ devāstiṣṭhanti | evaṃ ca brūmaḥ -	| budDaH parinirvRtaH | asmAkam devAH-tizWanti | evam ca brUmaH -
   yastiṣṭhati yadeva bhaktā vā dhūpaṃ vā puṣpaṃ vā gandhaṃ vā dīpaṃ vā	yaH-tizWati yat-eva BaktAH vA DUpam vA puzpam vA ganDam vA dIpam vA
   bhojanaṃ vā vastraṃ vā alaṃkāraṃ vā hiraṇyaṃ vā suvarṇaṃ vā prayacchanti,	Bojanam vA vastram vE alaMkAram vA hiraNyam vA suvarNam vA prayacCanti,
   kimayaṃ hastena hastaṃ na pratigṛhṇāti? atha na pratigṛhṇāti, buddhasya	kim-ayam hastena hastam na pratigRhNAti? aTa na pratigRhNAti, budDasya
   teṣāṃ ca kaḥ prativiśeṣaḥ? atha matam - devānāṃ vā arcāsteṣāṃ pratikṛtayaḥ	tezAm ca kaH prativiSezaH? aTa matam  devAnAm vE arcAH-tezAm pratikRtayaH
   pūjyante | asmāpamapi buddhasya dharmaśarīraṃ tiṣṭhati | guṇāśca pūjyante	pUjyante | asmApam-api budDasya Darma-SarIram tizWati | guNAH-ca pUjyante
   | pratimāsu ye dhūpaṃ gandhaṃ puṣpaṃ pratiyacchanti | evaṃ kṛte 'smākameva	| pratimAsu ye DUpam ganDam puzpam pratiyacCanti | evam kRte asmAkam-eva
   datte stūpeṣu puṇyamasti | pūjyante | yasmānna pratigṛhṇāti, tasmānnāsti	datte stu-upezu puNyam-asti | pUjyante | yasmAt-na pratigRhNAti, tasmAt-na-asti
   devāḥ | athāsti devāḥ, kasmānna pratigṛhṇanti? kiṃ kāraṇam? uktaṃ	devAH | aTa-asti devAH, kasmAt-na pratigRhNanti? kim kAraNam? uktam
   bhagavatā - trayāṇāṃ samavāyena dakṣiṇā mahāphalā bhavati | yadi tāvaddātā	BagavatA  trayANAm samavAyena dakziNA mahA-PalA Bavati | yadi tAvat-dAtA
   bhavati, yacca dravyaṃ dātavyaṃ hiraṇyasuvarṇādi tacca bhavati, ye	Bavati, yat-ca dravyam dAtavyam hiraNya-suvarNa-Adi tat-ca Bavati, ye
   dakṣiṇīyāḥ | pratigrāhakāḥ devā manuṣyā vā | evaṃ teṣāṃ trayāṇāmapi	dakziNIyAH | pratigrAhakAH devAH manuzyAH vA | evam tezAm trayANAm-api
   samavāyaiḥ | na dānapratidānaṃ hastena hastaṃ dattaṃ mahāphalaṃ bhavati |	samavAyEH | na dAna-pratidAnam hastena hastam dattam mahA-Palam Bavati |
   yadyastyeva, kiṃ ca na pratigṛhṇanti? tadbhaktānām | atha pratigṛhṇanti,	yadi-asti-eva, kim ca na pratigRhNanti? tad-BaktAnAm | aTa pratigRhNanti,
   tadbhaktānām | atha na pratigṛhṇanti, kiṃ kṛtvā? atha yuktaṃ ca	tad-BaktAnAm | aTa na pratigRhNanti, kim kRtvA? aTa yuktam ca
   bhaktānāmevaṃ krodhaḥ kāraṇam | atha teṣāṃ satyaṃ nāsmākaṃ devaḥ kruddha	BaktAnAm-evam kroDaH kAraNam | aTa tezAm satyam na-asmAkam devaH krudDa
   iti | ucyate | yadi na kruddhāḥ, kimarthaṃ na pratigṛhṇanti? tasmānnāsti	iti | ucyate | yadi na krudDAH, kim-arTam na pratigRhNanti? tasmAt-na-asti
   saḥ | idaṃ tṛtīyaṃ kāraṇam | yacca teṣāṃ devānāṃ devabhaktāḥ suvarṇaṃ	saH | idam tRtIyam kAraNam | yat-ca tezAm devAnAm deva-BaktAH suvarNam
   hiraṇyaṃ vā pādamūle prayacchanti, evaṃ devasya ko bandho vā iti | tadyadi	hiraNyam vA pAda-mUle prayacCanti, evam devasya kaH banDaH vA iti | tat-yadi
   tasya dhūpeṣu puṣpeṣu gandheṣu vā mālyakare vopayujyate | yena tu dattaṃ	tasya DUpezu puzpezu ganDezu vA mAlya-kare vA-upayujyate | yena tu dattam
   tasya puṇyaphalamasti | atha taddravyamanyaireva gṛhītam, yo dātā tasya	tasya puNya-Palam-asti | aTa tat-dravyam-anyEH-eva gRhItam, yaH dAtA tasya
   puṇyaphalaṃ nāsti | ye ca gṛhṇanti vayaṃ devabhaktā devapādopajīvinaḥ |	puNya-Palam na-asti | ye ca gRhNanti vayam deva-BaktAH deva-pAda-upajIvinaH |
   devo vayaṃ caikamiti | teṣāmadattadevaiśvarye devadravyāpahāre kiṃ	devaH vayam ca-ekam-iti | tezAm-adatta-deva-ESvarye deva-dravya-apahAre kim
   kāraṇam? devadravyamanyena grāhyam | iha devasya samo vā dravyaṃ gṛhyet	kAraNam? deva-dravyam-anyena grAhyam | iha devasya samaH vA dravyam gRhyet-
   prativiśiṣṭo vā? na ca devasya kaścittulyaḥ, prāgeva viśiṣṭataraśca | te	prativiSizwaH vA? na ca devasya kaScid-tulyaH, prAk-eva viSizwataraH-ca | te
   prativiśiṣṭatarāḥ | kiṃ kāraṇam? yasmātte tasya praṇipātaṃ kurvanti |	prativiSizwatarAH | kim kAraNam? yasmAt-te tasya praNipAtam kurvanti |
   devapāde ca svapanti | yadā te viśiṣṭatarāḥ, kimarthaṃ devaḥ prasādyate?	deva-pAde ca svapanti | yadA te viSizwatarAH, kim-arTam devaH prasAdyate?
   atha tatra devadravyagrahaṇe pāpaṃ nāsti, anyeṣāmapio taskarāṇāṃ ye	aTa tatra deva-dravya-grahaNe pApam nAsti, anyezAm-apio taskarANAm ye
   cauryeṇa jīvanti, taddravyaparasvāpahāraṃ ca kurvanti, teṣāmapi pāpaṃ	cOryeNa jIvanti, tad-dravya-para-sva-apahAram ca kurvanti, tezAm-api pApam
   nāsti | atha mātā pitā putro rājā bhṛtyaḥca yathādravyaṃ yathāpaitryaṃ	na-asti | aTa mAtA pitA putraH rAjA BRtyaH-ca yaTAdravyam yaTApEtryam
   dravyaṃ putro gṛhṇāti | bhṛtyo vā rājño dravyaṃ gṛhṇāti, tathā vayamapi |	dravyam putraH gRhNAti | BRtyaH vA rAjQaH dravyam gRhNAti, taTA vayam-api |
   evamapyayuktam | kiṃ kāraṇam? putrasya tu piturdravyaṃ gṛhṇato mahān	evam-api-ayuktam | kim kAraNam? putrasya tu pituH-dravyam gRhNataH mahAn
   pātakaḥ | atha matam - rājabhṛtyavaddravyamiti | ucyate | rājā adattānāṃ	pAtakaH | aTa matam  rAja-BRtya-vat-dravyam-iti | ucyate | rAjA adattAnAm
   gṛhṇamāṇaṃ putraṃ ca piotā ca dadyāt pitā, prāgeva bhṛtyam |	gRhNamANam putram ca piotA ca dadyAt pitA, prAk-eva BRtyam |
   tasmādasmadarthaṃ so 'yaṃ dṛṣṭāntaḥ | yaccaivaṃ saṃpratipannāḥ - vayaṃ	tasmAt-asmad-arTam saH ayam dRzwAntaH | yat-ca-evam saMpratipannAH  vayam
   devabhaktāstatpādopajīvinaśca, tasmādgṛhṇīma iti | taccāyuktam | kiṃ	deva-BaktAH-tad-pAda-upajIvinaH-ca, tasmAt-gRhNImaH iti | tat-ca-ayuktam | kim
   kāraṇam? na ca devabhaktāste devadravyaṃ gṛhṇanti | atha gṛhṇanti, na te	kAraNam? na ca deva-BaktAH-te deva-dravyam gRhNanti | aTa gRhNanti, na te
   tadbhaktā bhavanti | na kaścidbhaktimān devadravyaṃ gṛhṇāti | na teṣāṃ	tad-BaktAH Bavanti | na kaScid-BaktimAn deva-dravyam gRhNAti | na tezAm
   devabhaktirbhavati | devadravye teṣāṃ bhaktiḥ | na teṣāṃ kiṃcitpāpaṃ na	deva-BaktiH-Bavati | deva-dravye tezAm BaktiH | na tezAm kiMcid-pApam na
   vidyate, ye 'dattaṃ gṛhṇanti | kiṃ kāraṇam? pūrvarṣibhirmūle chinne	vidyate, ye adattam gRhNanti | kim kAraNam? pUrva-RziBiH-mUle Cinne
   tapovṛkṣaśākhāyāṃ yasya luptapitṛsnehastasyetaro janaḥ | etaduktaṃ bhavati	tapaH-vRkza-SAKAyAm yasya lupta-pitR-snehaH-tasya-itaraH janaH | etat-uktam Bavati
   - yo 'dattaṃ devadravyaṃ gṛhṇāti, na tasya kiṃcidakaraṇīyam | kiṃ kāraṇam?	 yaH adattam deva-dravyam gRhNAti, na tasya kiMcid-akaraNIyam | kim kAraNam?
   (KVU, Vaidya 218) na te bhaktimantaḥ | atha te bhaktimantaḥ, śatravaḥ ke	(KVU, VEdya 218) na te BaktimantaH | aTa te BaktimantaH, SatravaH ke
   khyāpitā devasya? atha matam - yathā amamāstena teṣāṃ dravyaṃ na	KyApitA devasya? aTa matam  yaTA amamAstena tezAm dravyam na
   prayojanam | ucyate | asti keṣāṃciddevānāṃ śrutiryathā	prayojanam | ucyate | asti kezAMcid-devAnAm SrutiH-yaTA
   devayajñavidhvaṃsanaṃ pṛthivyā apahāraśca kṛta iti | kasmātte 'mamā na	deva-yajQa-viDvaMsanam pRTivyAH apahAraH-ca kRtaH iti | kasmAt-te amamA na
   bhavanti? asmādasmākameva dattaṃ na devasya | ucyate | dānapatinā	Bavanti? asmAt-asmAkam-eva dattam na devasya | ucyate | dAnapatinA
   kimartham? asmākameva dattam | yasmādutsṛjya devasya, tasmānna yuṣmākaṃ	kimarTam? asmAkam-eva dattam | yasmAt-utsRjya devasya, tasmAt-na yuzmAkam
   dattam | atha matam - devasyaiva tuṣṭiryadvayaṃ gṛhvīmaḥ | kimarthaṃ	dattam | aTa matam  devasya-eva tuzwiH-yat-vayam gRhvi-imaH | kim-arTam
   devena sa dātā noktaḥ - eṣāṃ prayaccha, eṣāṃ datto - - - - bhaviṣyāmīti |	devena sa dAtA na-uktaH  ezAm prayacCa, ezAm dattaH     BavizyAmi-iti |
   yasmāddātā devena noktaḥ, taiśca gṛhītam, tasmāddātuḥ puṇyaphalaṃ nāsti |	yasmAt-dAtA devena na-uktaH, tEH-ca gRhItam, tasmAt-dAtuH puNya-Palam na-asti |
   ye ca gṛhṇanti teṣāmadattādānam | atha matam - devasya puṇye ca - - - -	ye ca gRhNanti tezAm-adatta-AdAnam | aTa matam  devasya puNye ca    -
   taccāyuktam | kiṃ kāraṇam? yasmāddevena tad dravyaṃ svayameva gṛhya	tat-ca-ayuktam | kim kAraNam? yasmAt-devena tat dravyam svayam-eva gRhya
   hastena hastaṃ teṣāṃ na pratipāditam | yathoktaṃ bhagavatā - trayāṇāṃ	hastena hastam tezAm na pratipAditam | yaToktam BagavatA  trayANAm
   samavāyena dakṣiṇā mahāphalā bhavatyeveti | evaṃ kiṃ na dattam? evaṃ caite	samavAyena dakziNA mahA-PalA Bavati-eva-iti | evam kim na dattam? evam ca-ete
   viśiṣṭāḥ samānādeva | ucyate - paradravyāpahāramapi kariṣyati | asti ca ke	viSizwAH samAnAt-eva | ucyate  para-dravya-apahAram-api karizyati | asti ca ke
   - - - nānāpi jīvanti | tatparadravyamaśaktito na gṛhṇanti |	   nAnA-api jIvanti | tad-para-dravyam-aSaktitaH na gRhNanti |
   kecidrājādattabhayāt | etāni devānāṃ ca devabhaktānāṃ ca devadharmasya pa	kecid-rAjA-datta-BayAt | etAni devAnAm ca deva-BaktAnAm ca deva-Darmasya pa
   - - - - - kāni | adyāpi cātra bhūtaṃ vaktavyametattāvaddevasya	     kAni | adya-api ca-atra BUtam vaktavyam-etat-tAvat-devasya
   tīrthayātramapi teṣāṃ kaḥ pratigṛhṇati | tāsāṃ ca nadīnāṃ ca kūlāni	tIrTa-yAtram-api tezAm kaH pratigRhNati | tAsAm ca nadInAm ca kUlAni
   viśālāni pā - - - - kālagatāḥ | yattīrtheṣu śrāvayanti kastīrthayātrāṃ	viSAlAni pAH     kAlagatAH | yat-tIrTezu SrAvayanti kaH-tIrTa-yAtrAm
   teṣāṃ pratigṛhṇāti? atha matam - nadyāṃ snāyāmastīrthamuddiśya asyā	tezAm pratigRhNAti? aTa matam  nadyAm snAyAmaH-tIrTam-uddiSya asya-a
   nadyāstasmāttīrtha - - - - - yate | siddho 'smatpakṣaḥ | kiṃ kāraṇam?	nadyAH-tasmAt-tIrTaH      yate | sidDaH asmad-pakzaH | kim kAraNam?
   asmākaṃ buddhasya śarīraṃ tiṣṭhati | guṇāḥ pūjyante | stūpāni ca dhūpaṃ	asmAkam budDasya SarIram tizWati | guNAH pUjyante | stUpAni ca DUpam
   puṣpaṃ pratigṛhṇanti | - - - - tā nadyaḥ paurāṇamārgamutsṛjya anena	puzpam pratigRhNanti |     tAH nadyaH pOrANa-mArgam-utsRjya anena
   pṛthivīpradeśena vahanti | te ca ṛṣayaḥ kālagatāḥ | tasmātteṣāṃ na	pRTivI-pradeSena vahanti | te ca RzayaH kAlagatAH | tasmAt-tezAm na
   kaścittīrthayātrāṃ pratigṛhṇāti | evaṃvidhameva ye ṛṣīṇāṃ te brahmarṣiṇāṃ	kaScid-tIrTa-yAtrAm pratigRhNAti | evaMviDam-eva ye RzINAm te brahmarziNAm
   pūjāprabhṛtayaḥ | kiṃ kāraṇam? kecit tatra saṃpratipannāḥ | brahmāsya	pUjA-praBRtayaH | kim kAraNam? kecid tatra saMpratipannAH | brahma-asya
   jātiḥ | kecidākāśyapīyaṃ pūjāḥ | keṣāṃcidīśvaraḥ kartā | apare tvāhuḥ -	jAtiH | kecid-AkASi-apIyam pUjAH | kezAMcid-ISvaraH kartA | apare tu-AhuH -
   prajāpatinā sṛṣṭāḥ prajāḥ | tasya brahmaṇo mukham | bāhustu kṣatriyāḥ |	prajApatinA sRzwAH prajAH | tasya brahmaNaH muKam | bAhuH-tu kzatriyAH |
   ūrubhyāṃ vaiśyāḥ | padbhyāṃ śūdrāḥ | evaṃ te saṃpratipannāḥ | vayaṃ brūmaḥ	UruByAm vESyAH | padByAm SUdrAH | evam te saMpratipannAH | vayam brUmaH
   - pūrvakālato devaparīkṣitā idaṃ pāpataramaśrotavyaṃ ca | kiṃ kāraṇam? ye	 pUrva-kAlataH deva-parIkzitAH idam pApataram-aSrotavyam ca | kim kAraNam? ye
   kicana sattvā dvipadā catuṣpadā vā, teṣāṃ yonimukhānnirgamaḥ | kiṃ	kicana sattvAH dvipadA catuzpadA vA, tezAm yoni-muKAt-nirgamaH | kim
   prāptam? prajāpatiyonicatuṣṭayaṃ ca prathamataḥ | na bhagacatuṣṭayam |	prAptam? prajApati-yoni-catuzwayam ca praTamatas | na Baga-catuzwayam |
   manasā vicintyaiva nirmitāḥ | evaṃ ca - - - - sarve mukhata eva jātāḥ |	manasA vicintya-eva nirmitAH | evam ca     sarve muKataH eva jAtAH |
   kathamekapuruṣeṇa varṇacatuṣṭayaṃ jātam? yadi ca cāturvarṇyaṃ prajāpatinā	kaTam-eka-puruzeNa varNa-catuzwayam jAtam? yadi ca cAturvarNyam prajApatinA
   jātam | ete varṇāścaṇḍālamleccha - - - - yaśca kutaḥ prādurbhūtāḥ? tathā	jAtam | ete varNAH-caNxAla-mlecCa     yaH-ca kutas prAdurBUtAH? taTA
   hastigavāśvādayaḥ | kiṃ kāraṇam? eṣāmatra nāmagrahaṇaṃ na kṛtam |	hasti-gavASva-AdayaH | kim kAraNam? ezAm-atra nAma-grahaNam na kRtam |
   kimarthaṃ noktam? mūrdhātaśca - - - - pādatalānmlecchāḥ | striyaḥ	kimarTam na-uktam? mUrDAtaH-ca     pAda-talAt-mlecCAH | striyaH
   pṛṣṭhataḥ | hastigavāśvādīni pādāṅguṣṭhājjātāni | atha vā kiṃ noktam |	pRzWatas | hasti-gavASvAdIni pAdAFguzWAt-jAtAni | aTa vA kim na-uktam |
   mūrdhādasurā jātāḥ hastataḥ - - - ti | yasmādeteṣāṃ ca nāmagrahaṇaṃ na	mUrDAt-asurAH jAtAH hastataH    ti | yasmAt-etezAm ca nAma-grahaNam na
   kṛtam, tena prabhūtatarā mṛgapakṣiprabhṛtayaḥ | yasmādidaṃ	kRtam, tena praBUtatarA mRga-pakzi-praBRtayaH | yasmAt-idam
   pūrvāparaviruddham | yadidaṃ ca brāhmaṇāḥ - - - - samā | brāhmaṇasya	pUrva-apara-virudDam | yat-idam ca brAhmaNAH     samAH | brAhmaNasya
   prathamaḥ putro brāhmaṇaḥ | dvitīyaḥ kṣatriyaḥ | tṛtīyo vaiśyaḥ |	praTamaH putraH brAhmaNaH | dvitIyaH kzatriyaH | tRtIyaH vESyaH |
   caturthaḥ śūdraḥ | pañcamaścāṇḍālaḥ - - - - - tato nyūnatarāḥ | kiṃ	caturTaH SUdraH | paQcamaH-cANxAlaH      tatas nyUnatarAH | kim
   kāraṇam? prajāpateḥ putracatuṣṭayam | teṣāmaparimitāḥ putrāḥ | evaṃ	kAraNam? prajApateH putra-catuzwayam | tezAm-aparimitAH putrAH | evam
   kṣatriyasyaiva vaiśyasya (KVU, Vaidya 219) śūdrasya prathamaḥ putro	kzatriyasya-eva vESyasya (KVU, VEdyaH 219) SUdrasya praTamaH putraH-
   brāhmaṇaḥ | dvitīyaḥ kṣatriyaḥ | tṛtīyo vaiśyaḥ | caturthaḥ śūdraḥ |	brAhmaNaH | dvitIyaH kzatriyaH | tRtIyaH vESyaH | caturTaH SUdraH |
   pañcamaścaṇḍālaḥ | śeṣā nyūnatarāḥ | kiṃ kāraṇam? bījasadṛśaṃ phalam |	paQcamaH-caNxAlaH | SezAH nyUnatarAH | kim kAraNam? bIja-sadRSam Palam |
   yathā prajāpateścaturvarṇam, evaṃ tasya putrāṇāṃ gotrāṇāṃ ca caturvarṇaṃ	yaTA prajApateH-catur-varNam, evam tasya putrANAm gotrANAm ca catur-varNam
