   (Vaidya 221)	(VEdyaH 221)
   35. sacenme bhagavan bodhiprāptasya samantāddaśasu dikṣu	35. saced-me Bagavan boDi-prAptasya samantAt-daSasu dikzu
   aprameyāsaṃkhyeyācintyātulyāparimāṇeṣu buddhakṣetreṣu ye bodhisattvā mama	aprameya-asaMKyeya-acintya-atulya-aparimANezu budDa-kzetrezu ye boDisattvAH mama
   nāmadheyaṃ śrutvā praṇipatya pañcamaṇḍalanamaskāreṇa vandiṣyante te	nAmaDeyam SrutvA praNipatya paQca-maNxala-namaskAreNa vandizyante te
   bodhisattvacaryāṃ caranto na sadevakena lokena satkriyeran, mā	boDisattva-caryAm carantaH na sa-devakena lokena satkriyeran, mA
   tāvadahamanuttarāṃ samyaksaṃbodhimabhisaṃbudhyeyam ||	tAvat-aham-anuttarAm samyaksaMboDim-aBisaMbuDyeyam ||
   36. sacenme bhagavan bodhiprāptasya kasyacidbodhisattvasya	36. saced-me Bagavan boDi-prAptasya kasyacid-boDisattvasya
   cīvaradhāvanaśoṣaṇasīvanarañjanakarma kartavyaṃ bhavet, na tveva	cIvara-DAvana-SozaNa-sIvana-raQjana-karma kartavyam Bavet, na tu-eva
   navābhijātacīvararatnaiḥ prāvṛtamevātmānaṃ saṃjānīyuḥ	nava-aBijAta-cIvara-ratnEH prAvRtam-eva-AtmAnam saMjAnIyuH
   sahacittotpādāttathāgatānujñātaiḥ, mā tāvadahamanuttarāṃ	saha-citta-utpAdAt-taTAgata-anujQAtEH, mA tAvat-aham-anuttarAm
   samyaksaṃbodhimabhisaṃbudhyeyam ||	samyaksaMboDim-aBisaMbuDyeyam ||
   37. sacenme bhagavan bodhiprāptasya tatra buddhakṣetre sahotpannāḥ sattvā	37. saced-me Bagavan boDi-prAptasya tatra budDa-kzetre saha-utpannAH sattvA
   naivaṃvidhaṃ sukhaṃ pratilabheraṃstadyathāpi nāma niṣparidāhasyārhato	na-evaMviDam suKam pratilaBeran=-tat-yaTA-api nAma nizparidAhasya-arhataH-
   bhikṣostṛtīyadhyānasamāpannasya, mā tāvadahamanuttarāṃ	BikzoH-tRtIya-DyAna-samApannasya, mA tAvat-aham-anuttarAm
   samyaksaṃbodhimabhisaṃbudhyeyam ||	samyaksaMboDim-aBisaMbuDyeyam ||
   38. sacenme bhagavan bodhiprāptasya tatra buddhakṣetre ye bodhisattvāḥ	38. saced-me Bagavan boDi-prAptasya tatra budDa-kzetre ye boDisattvAH
   pratyājātāḥ,te yathārūpaṃ buddhakṣetre guṇālaṃkāravyūhamākāṅkṣeyuḥ,	pratyAjAta-aH,te yaTArUpam budDa-kzetre guNa-alaMkAra-vyUham-AkAFkzeyuH,
   tathārūpaṃ nānāratnavṛkṣebhyo na saṃjanayeyuḥ, mā tāvadahamanuttarāṃ	taTArUpam nAnA-ratna-vRkzeByaH na saMjanayeyuH, mA tAvat-aham-anuttarAm
   samyaksaṃbodhimabhisaṃbudhyeyam ||	samyaksaMboDim-aBisaMbuDyeyam ||
   39. sacenme bhagavan bodhiprāptasya mama nāmadheyaṃ śrutvā	39. saced-me Bagavan boDi-prAptasya mama nAmaDeyam SrutvA
   anyabuddhakṣetropapannā bodhisattvā indriyabalavaikalyaṃ gaccheyuḥ, mā	anya-budDa-kzetra-upapannAH boDisattvAH indriya-bala-vEkalyam gacCeyuH, mA
   tāvadahamanuttarāṃ samyaksaṃbodhimabhisaṃbudhyeyam ||	tAvat-aham-anuttarAm samyaksaMboDim-aBisaMbuDyeyam ||
   40. sacenme bhagavan bodhiprāptasya tadanyabuddhakṣetrasthāne bodhisattvā	40. saced-me Bagavan boDi-prAptasya tad-anyabudDa-kzetra-sTAne boDisattvA
   mama nāmadheyasahaśravaṇānna suvibhaktavatīṃ nāma samādhiṃ pratilabheran,	mama nAmaDeya-saha-SravaNAt-na suviBaktavatIm nAma samADim pratilaBeran,
   yatra samādhau sthitvā bodhisattvā ekakṣaṇavyatihāreṇa	yatra samADO sTitvA boDisattvAH eka-kzaNa-vyatihAreNa
   aprameyāsaṃkhyeyācintyātulyāparimāṇān buddhān bhagavataḥ paśyanti, sa	aprameya-asaMKyeya-acintya-atulyA-parimANAn budDAn BagavataH paSyanti, sa
   caiṣāṃ samādhirantarā vipraṇaśyet, mā tāvadahamanuttarāṃ	ca-ezAm samADiH-antarA vipraNaSyet, mA tAvat-aham-anuttarAm
   samyaksaṃbodhimabhisaṃbudhyeyam ||	samyaksaMboDim-aBisaMbuDyeyam ||
   41. sacenme bhagavan bodhiprāptasya tadanyeṣu buddhakṣetreṣu mama	41. saced-me Bagavan boDi-prAptasya tad-anyezu budDa-kzetrezu mama
   nāmadheyaṃ śrutvā tacchravaṇasahagatena kuśalamūlena sattvā	nAmaDeyam SrutvA tad-SravaNa-saha-gatena kuSala-mUlena sattvA
   nābhijātakulopapattiṃ pratilabheran yāvadbodhiparyantam, mā	nABi-jAta-kula-upapattim pratilaBeran yAvat-boDi-paryantam, mA
   tāvadahamanuttarāṃ samyaksaṃbodhimabhisaṃbudhyeyam ||	tAvat-aham-anuttarAm samyaksaMboDim-aBisaMbuDyeyam ||
   (Sukhv, Vaidya 230)	(SuKv, VEdyaH 230)
   42. sacenme bhagavan bodhiprāptasya tadanyeṣu buddhakṣetreṣu ye	42. saced-me Bagavan boDi-prAptasya tad-anyezu budDa-kzetrezu ye
   bodhisattvā mama nāmadheyaṃ śrutvā tacchravaṇakuśalamūlena	boDisattvAH mama nAmaDeyam SrutvA tad-SravaNa-kuSala-mUlena
   yāvadbodhiparyantaṃ te sarve	yAvat-boDi-paryantam te sarve
   bodhisattvacaryāprītiprāmodyakuśalamūlasamavadhānagatā na bhaveyuḥ, mā	boDisattva-caryA-prIti-prAmodya-kuSala-mUla-samavaDAna-gatA na BaveyuH, mA
   tāvadahamanuttarāṃ samyaksaṃbodhimabhisaṃbudhyeyam ||	tAvat-aham-anuttarAm samyaksaMboDim-aBisaMbuDyeyam ||
   43. sacenme bhagavan bodhiprāptasya sahanāmadheyaśravaṇāttadanyeṣu	43. saced-me Bagavan boDi-prAptasya saha-nAmaDeya-SravaNAt-tad-anyezu
   lokadhātuṣu bodhisattvā na samantānugataṃ nāma samādhiṃ pratilabheran,	lokaDAtuzu boDisattvAH na samantA-anugatam nAma samADim pratilaBeran,
   yatra sthitvā bodhisattvā ekakṣaṇavyatihāreṇa	yatra sTitvA boDisattvAH eka-kzaNa-vyatihAreNa
   aprameyāsaṃkhyeyācinyātulyāparimāṇān buddhān bhagavataḥ satkurvanti, sa	aprameya-asaMKyeya-acinyA-tulyA-parimANAn budDAn BagavataH satkurvanti, sa
   caiṣāṃ samādhirantarā vipraṇaśyedyāvadbodhimaṇḍaparyantam, mā	ca-ezAm samADiH-antarA vipraNaSyet-yAvat-boDimaNxa-paryantam, mA
   tāvadahamanuttarāṃ samyaksaṃbodhimabhisaṃbudhyeyam ||	tAvat-aham-anuttarAm samyaksaMboDim-aBisaMbuDyeyam ||
   44. sacenme bhagavan bodhiprāptasya tatra buddhakṣetre ye sattvāḥ	44. saced-me Bagavan boDi-prAptasya tatra budDa-kzetre ye sattvAH
   pratyājātā bhaveyuḥ te yathārūpāṃ dharmadeśanāmākāṅkṣeyuḥ śrotum,	pratyAjAtAH BaveyuH te yaTArUpAm Darma-deSa-nAm-AkAFkzeyuH Srotum,
   tathārūpāṃ sahacittotpādānna śṛṇuyuḥ, mā tāvadahamanuttarāṃ	taTArUpAm saha-citta-utpAdAt-na SRNuyuH, mA tAvat-aham-anuttarAm
   samyaksaṃbodhimabhisaṃbudhyeyam ||	samyaksaMboDim-aBisaMbuDyeyam ||
   45. sacenme bhagavan bodhiprāptasya tatra buddhakṣetre tadanyeṣu	45. saced-me Bagavan boDi-prAptasya tatra budDa-kzetre tad-anyezu
   buddhakṣetreṣu ye ca bodhisattvā mama nāmadheyaṃ śṛṇuyuḥ, te	budDa-kzetrezu ye ca boDisattvAH mama nAmaDeyam SRNuyuH, te
   sahanāmadheyaśravaṇānnāvaivartikā bhaveyuranuttarāyāḥ samyaksaṃbodheḥ, mā	saha-nAmaDeya-SravaNa-anna-avEvartikAH BaveyuH-anuttarAyAH samyaksaMboDeH, mA
   tāvadahamanuttarāṃ samyaksaṃbodhimabhisaṃbudhyeyam ||	tAvat-aham-anuttarAm samyaksaMboDim-aBisaMbuDyeyam ||
   46. sacenme bhagavan bodhiprāptasya buddhaśāsturbuddhakṣetreṣu te	46. saced-me Bagavan boDi-prAptasya budDa-SAstuH-budDa-kzetrezu te
   bodhisattvā mama nāmadheyaṃ śṛṇuyuḥ, te	boDisattvAH mama nAmaDeyam SRNuyuH, te
   sahanāmadheyaśravanātprathamadvitīyatṛtīyāḥ kṣāntīḥ pratilabheran	sahanAmaDeya-SravanAt-praTama-dvitIya-tRtIyAH kzAntIH pratilaBeran
   nāvaivartikā bhaveyurbuddhadharmasaṃghebhyaḥ, mā tāvadahamanuttarāṃ	na-avEvartikA BaveyuH-budDa-Darma-saMGeByaH, mA tAvat-aham-anuttarAm
   samyaksaṃbodhimabhibudhyeyam || Sukhv_8 ||	samyaksaMboDim-aBibuDyeyam || SuKu-_8 ||
   START Sukhv 9:	START SuKu 9:
   atha khalvānanda sa dharmākaro bhikṣurimānevaṃrūpān	aTa KalvAnanda sa Darma-AkaraH BikzuH-imAn-evaMrUpAn
   praṇidhānaviśeṣānnirdiśya tasyāṃ velāyām buddhānubhāven imā gāthā abhāṣata	praNiDAna-viSezAt-nirdiSya tasyAm velAyAm budDa-anuBAvet imAH gATAH aBAzata
   saci mi[siya] viśiṣṭa naivarūpā varapraṇidhāna siyā khu bodhiprāpto /	saci mi[siya] viSizwa na-eva-rUpA vara-praNiDAna siyA Ku boDi-prAptaH /
   māha siya gavendrasattvasāro daśabaladhāri atulyadakṣiṇīyaḥ // Sukhv_vs_11	mA-Aha siya gavendra-sattva-sAraH daSa-bala-DAri atulya-dakziNIyaH // SuKu-_vH-_11
   saci mi siya na kṣetra evarūpaṃ bahu adha nānaprabhūtadivyavittam /	saci mi siya na kzetre eva-rUpam bahu aDa nAna-praBUta-divya-vittam /
   sukhita naraka yeya duḥkhaprāpto māha siyā ratanāna[loka]rājā //	suKita naraka yeya duHKa-prAptaH mAha siyAH rata-nAna[-loka]rAjA //
   Sukhv_vs_12 //	SuKu-_vH-_12 //
   saci mi upagatasya bodhimaṇḍaṃ daśadiśi pravraji nāmadheyu kṣipram /	saci mi upagatasya boDimaNxam daSa-diSi pravraji nAmaDeyu kzipram /
   pṛthu bahava ananta buddhakṣetrā māha siyā balaprāptu lokanāthaḥ //	pRTu bahava ananta budDa-kzetrA mA-Aha siyAH bala-prAptu lokanATaH //
   Sukhv_vs_13 //	SuKu-_vH-_13 //
   (Sukhv, Vaidya 231)	(SuKv, VEdyaH 231)
   saci khu ahu rameya kāmabhogāṃ smṛtimatiyā gatiyā vihīnu santaḥ /	saci Ku ahu rameya kAma-BogAm smRtimatiyAH gatiyA vihInu santaH /
   atula śiva sameyamāna bodhiṃ māha siyā balaprāptu śāstra loke //	atula Siva sameyamAna boDim mA-Aha siyAH bala-prAptu SAstra loke //
   Sukhv_vs_14 //	SuKu-_vH-_14 //
   vipulaprabha atulyananta nātha diśi vidiśi sphuri sarvabuddhakṣetrā /	vipula-praBa atulyananta nATa diSi vidiSi sPuri sarva-budDa-kzetrAH /
   rāga praśami sarvadoṣamohāṃ narakagatismi praśāmi dhūmaketum //	rAga praSami sarva-doza-mohAm naraka-gatismi praSAmi DUmaketum //
   Sukhv_vs_15 //	SuKu-_vH-_15 //
   janiya suruciraṃ viśālanetraṃ vidhuniya sarvanarāṇa andhakāram /	janiya su-ruciram viSAla-netram viDuniya sarva-narANa anDakAram /
   apaniya su na akṣaṇānaśeṣāṃ upanayi svargagatānanantatejāṃ // Sukhv_vs_16	apaniya su na akzaNAn-aSezAm upanayi svarga-gatAn-ananta-tejAm // SuKu-_vH-_16
   na tapati nabha candrasūryaābhā maṇigaṇa agniprabhā na devatānām /	na tapati naBa candra-sUryaa-ABAH maNi-gaNa agnipraBA na devatAnAm /
   abhibhavati narendra ābha sarvāṃ purimacariṃ pariśuddha ācaritvā //	aBiBavati narendraH ABa sarvAm purimacarim pariSudDaH AcaritvA //
   Sukhv_vs_17 //	SuKu-_vH-_17 //
   puruṣavaru nidhāna duḥkhitānāṃ diśi vidiśāsu na asti evarūpaḥ /	puruza-varu niDAna duHKitAnAm diSi vidiSAsu na asti eva-rUpaH /
   kuśalaśatasahasrasarvapūrṇa parṣagaro nadi buddhasiṃhanādam // Sukhv_vs_18	kuSala-Sata-sahasra-sarva-pUrNa parzagaraH nadi budDa-siMhanAdam // SuKu-_vH-_18
   purimajina svayaṃbhu satkaritvā vratatapakoṭi caritva aprameyām /	purimajina svayaMBu satkaritvA vrata-tapa-kowi caritva aprameyAm /
   pravaravarasame 'smi jñānaskandha praṇidhibalapratipūrṇa sattvasāro //	pravara-vara-same asmi jQAna-skanDa praNiDi-bala-pratipUrNa sattva-sAraH //
   Sukhv_vs_19 //	SuKu-_vH-_19 //
   yatha bhagava asaṅgajñānadarśī trividha prajānati saṃskṛte narendraḥ /	yaTa Bagava asaFga-jQAna-darSI triviDa prajAnati saMskRte narendraH /
   ahamapi siya tulyadakṣiṇīyo vidupravaro naranāyako narāṇām // Sukhv_vs_20	aham-api siya tulya-dakziNIyaH vidu-pravaraH nara-nAyakaH narANAm // SuKu-_vH-_20
   saci mi ayu narendra evarūpā praṇidhi samṛdhyati bodhi prāpuṇitvā /	saci mi ayu narendra eva-rUpA praNiDi samRDyati boDi prApuNitvA /
   calatu aya sahasralokadhātu kusumapravarṣaṇa bhātu devasaṃghāṃ //	calatu aya sahasra-lokaDAtu kusumapravarzaNa BAtu deva-saMGAm //
   Sukhv_vs_21 //	SuKu-_vH-_21 //
   (Sukhv, Vaidya 232)	(SuKv, VEdyaH 232)
   pracalita vasudhā pravarṣi puṣpāḥ tūryaśatā gagane 'tha saṃpraṇeduḥ /	pracalita vasuDA pravarzi puzpAH tUrya-SatAH gagane aTa saMpraNeduH /
   divyaruciracandanasya cūrṇā avakiri caiva bhaviṣya loki buddhaḥ //	divya-rucira-candanasya cUrNAH avakiri ca-eva Bavizya loki budDaH //
   Sukhv_vs_22 //	SuKu-_vH-_22 //
   iti || Sukhv_9 ||	iti || SuKu-_9 ||
   START Sukhv 10:	START SuKu 10:
   evaṃrūpayā ānanda praṇidhānasaṃpadā sa dharmākaro bhikṣurbodhisattvo	evaMrUpayA Ananda praNiDAna-saMpadA sa Darma-AkaraH BikzuH-boDisattvaH-
   mahāsattvaḥ samanvāgato 'bhūt | evaṃrūpayā cānanda praṇidhānasaṃpadā	mahAsattvaH samanvAgataH aBUt | evaMrUpayA ca-Ananda praNiDAna-saMpadA
   alpakā bodhisattvāḥ samanvāgatāḥ | alpakānāṃ caivaṃrūpāṇāṃ praṇidhīnāṃ	alpakAH boDisattvAH samanvAgatAH | alpakAnAm ca-evaMrUpANAm praNiDInAm
   loke prādurbhāvo bhavati parīttānām | na punaḥ sarvaśo nāsti | sa khalu	loke prAdurBAvaH Bavati parIttAnAm | na punar sarvaSas na-asti | sa Kalu
   punarānanda dharmākaro bhikṣustasya bhagavato lokeśvararājasya	punar-Ananda Darma-AkaraH BikzuH-tasya BagavataH lokeSvara-rAjasya
   tathāgatasya purataḥ sadevakasya lokasya samārakasya sabrahmakasya	taTAgatasya puratas sa-devakasya lokasya samArakasya sa-brahmakasya
   saśramaṇabrāhmaṇikāyāḥ prajāyāḥ sadevamānuṣāsurāyāḥ purata imānevaṃrūpān	sa-SramaNa-brAhmaNikAyAH prajAyAH sa-deva-mAnuza-asurAyAH puratas imAn-evaMrUpAn
   praṇidhānaviśeṣānnirdiśya yathābhūtapratijñāpratipattipratiṣṭhito 'bhūt |	praNiDAna-viSezAt-nirdiSya yaTA-BUta-pratijQA-pratipatti-pratizWitaH aBUt |
   sa imāmevaṃrūpāṃ buddhakṣetrapariśuddhiṃ buddhakṣetramāhātmyaṃ	saH imAm-evaMrUpAm budDa-kzetra-pariSudDim budDa-kzetra-mAhAtmyam
   buddhakṣetrodāratāṃ samudānayan bodhisattvacaryāṃ caran	budDa-kzetra-udAra-tAm samudAnayan boDisattva-caryAm caran
   aprameyāsaṃkhyeyācintyātulyāmāpyāparimāṇānabhilāpyāni	aprameya-asaMKyeya-acintya-atulyAm-Apya-aparimANa-an-aBilApyAni
   varṣakoṭīniyutaśatasahasrāṇi na jātu kāmavyāpādavihiṃsāvitarkān	varza-kowI-niyuta-Sata-sahasrANi na jAtu kAma-vyApAt-avihiMsA-vitarkAn
   vitarkitavān,na jātu kāmavyāpādavihiṃsāsaṃjñāmutpāditavān, na jātu	vitarkita-vAn-,na jAtu kAma-vyApAt-avihiMsA-saMjQAm-utpAditavAn, na jAtu
   rūpaśabdagandharasaspraṣṭavyasaṃjñāmutpāditavān | sa daharamanohara eva	rUpa-Sabda-ganDa-rasa-sprazwavya-saMjQAm-utpAditavAn | sa dahara-manoharaH eva
   surato 'bhūtsukhasaṃvāso 'dhivāsanajātīyaḥ subhagaḥ supoṣo 'lpecchaḥ	surataH aBUt-suKa-saMvAsaH aDivAsana-jAtIyaH suBagaH su-pozaH alpa-icCaH
   saṃtuṣṭaḥ pravivikto 'duṣṭo 'mūḍho 'śaṅko 'jihmo 'śaṭho 'māyāvī sukhilomaḥ	saMtuzwaH praviviktaH aduzwaH amUXaH aSaFkaH ajihmaH aSaWaH amAyAvI suKilomaH
   priyālāpo nityābhiyuktaḥ śukladharmaparyeṣṭau sunikṣiptadhuraḥ	priya-AlApaH nitya-aBiyuktaH Sukla-Darma-paryezwO su-nikzipta-DuraH
   sarvasattvānāmarthāya mahāpraṇidhānaṃ samudānitavān	sarva-sattvAnAm-arTAya mahA-praNiDAnam samudAnitavAn
   buddhadharmasaṃghācāryopādhyāyakalyāṇamitrasagauravo nityasaṃnaddho	budDa-Darma-saMGa-AcArya-upADyAya-kalyANa-mitra-sa-gOravaH nitya-saMnadDaH-
   bodhisattvacaryāyāmārjavo mārdavo 'kuhako 'nilapako guṇavān pūrvaṃgamaḥ	boDisattva-caryAyAm-ArjavaH mArdavaH akuhakaH anilapakaH guNavAn pUrvaMgamaH
   sarvakuśaladharmasamādāpanatāyai	sarva-kuSala-Darma-samAdApana-tAyE
   śūnyatānimittāpraṇihitānabhisaṃskārānutpādavihārairnirmānaḥ	SUnyatA-nimitta-apraNihita-anaBisaMskAra-anutpAda-vihArEH-nirmAnaH
   svārakṣitavākyaścābhūt | bodhisattvacaryāṃ caran sa	svArakzita-vAkyaH-ca-aBUt | boDisattva-caryAm caran sa
   yadvākkarmotsṛṣṭamātmaparobhayavyāpādāya saṃvartate, tathāvidhaṃ tyaktvā	yat-vAk-karma-utsRzwam-Atma-para-uBaya-vyApAdAya saMvartate, taTAviDam tyaktvA
   yadvākkarma svaparobhayahitasukhasaṃvartakaṃ tadevābhiprayuktavān | evaṃ	yat-vAk-karma sva-para-uBaya-hita-suKa-saMvartakam tat-eva-aBiprayuktavAn | evam
   ca samprajāno 'bhūt	ca samprajAnaH aBUt-
   yadgrāmanagaranigamajanapadarāṣṭrarājadhānīṣvavataranna jātu	yad-grAma-nagara-nigama-janapada-rAzwra-rAja-DAnIzu-avatarat-na jAtu
   rūpaśabdagandharasaspraṣṭavyadharmeṣvanunīto 'bhūdapratihataḥ | sa	rUpa-Sabda-ganDa-rasa-sprazwavya-Darmezu-anunItaH aBUt-apratihataH | sa
   bodhisattvacaryāyāṃ caran svayaṃ ca dānapāramitāyāmacarat parāṃśca	boDisattva-caryAyAm caran svayam ca dAna-pAramitAyAm-acarat parAn=-ca
   tatraiva samādāpitavān, svayaṃ ca	tatra-eva samAdApitavAn, svayam ca
   śīlakṣāntivīryadhyānaprajñāpāramitāsvacarat, parāṃśca tatraiva	SIla-kzAnti-vIrya-DyAna-prajQApAramitA-su-acarat, parAn=-ca tatra-eva
   samādāpitavān | tathārūpāṇi ca kuśalamūlāni samudānītavān,yaiḥ samanvāgato	samAdApitavAn | taTArUpANi ca kuSala-mUlAni samudAnIta-vAn-,yEH samanvAgataH-
   yatrayatropapadyate, tatra tatra asyānekāni nidhānakoṭīniyutaśatasahasrāṇi	yatra-yatra-upapadyate, tatra tatra asya-anekAni niDAna-kowI-niyuta-Sata-sahasrANi
   dharaṇyāḥ prādurbhavanti | tena bodhisattvacaryāṃ caratā	DaraNyAH prAdurBavanti | tena boDisattva-caryAm caratA
   tāvadaprameyāsaṃkhyeyāni sattvakoṭīniyutaśatasahasrāṇyanuttarāyāṃ	tAvat-aprameya-asaMKyeyAni sattva-kowI-niyuta-Sata-sahasrANi-anuttarAyAm
   samyaksaṃbodhau pratiṣṭhāpitāni, yeṣāṃ na sukaraṃ vākkarmaṇā	samyaksaMboDO pratizWApita-ani, yezAm na sukaram vAkkarmaNA
   paryantamadhigantum | tāvadaprameyāsaṃkhyeyā buddhā bhagavantaḥ satkṛtā	paryantam-aDigantum | tAvat-aprameya-asaMKyeyAH budDAH BagavantaH satkRtA
   gurukṛtā mānitāḥ	gurukRtAH mAnitAH
   pūjitāścīvarapiṇḍapātraśayanāsanaglānapratyayabhaiṣajyapariṣkāraiḥ	pUjitAH-cIvara-piNxa-pAtra-Sayana-Asana-glAna-pratyaya-BEzajya-parizkArEH
   sarvasukhopadhānasparśavihāraiḥ pratipāditāḥ | yāvantaḥ sattvāḥ	sarva-suKa-upaDAna-sparSa-vihArEH pratipAditAH | yAvantaH sattvAH
   śreṣṭhigṛhapatyamātyakṣatriyabrāhmaṇamahāśālakuleṣu pratiṣṭhāpitāḥ, teṣāṃ	SrezWi-gRhapatya-mAtya-kzatriya-brAhmaNa-mahASAla-kulezu pratizWApitAH, tezAm
   na sukaro vākkarmanirdeśena paryanto 'dhigantum | evaṃ jāmbūdvīpeśvarāśca	na sukaraH vAkkarma-nirdeSena paryantaH aDigantum | evam jAmbUdvIpa-ISvarAH-ca
   pratiṣṭhāpitāścakravartitve lokapālatve śakratve suyāmatve (Sukhv, Vaidya	pratizWApitAH-cakravarti-tve lokapAla-tve Sakra-tve suyAma-tve (SuKv, VEdya
   233) sutuṣitatve sunirmitatve suvaśavartitve devarājatve mahābrahmatve ca	233) su-tuzita-tve su-nirmita-tve su-vaSa-varti-tve devarAja-tve mahA-brahma-tve ca
   pratiṣṭhāpitāḥ | tāvadaprameyāsaṃkhyeyā buddhā bhagavantaḥ satkṛtā	pratizWApitAH | tAvat-aprameya-asaMKyeyAH budDAH BagavantaH satkRtA
   gurukṛtā mānitāḥ	gurukRtAH mAnitAH
   pūjitāścīvarapiṇḍapātraśayanāsanaglānapratyayabhaiṣajyapariṣkāraiḥ	pUjitAH-cIvara-piNxa-pAtra-Sayana-Asana-glAna-pratyaya-BEzajya-parizkArEH
   sarvasukhopadhānasparśavihāraiḥ pratipāditāḥ | yāvantaḥ sattvāḥ	sarva-suKa-upaDAna-sparSa-vihArEH pratipAditAH | yAvantaH sattvAH
   śreṣṭhigṛhapatyamātyakṣatriyabrāhmaṇamahāśālakuleṣu pratiṣṭhāpitāḥ, teṣāṃ	SrezWi-gRhapatya-mAtya-kzatriya-brAhmaNa-mahASAla-kulezu pratizWApitAH, tezAm
   na sukaro vākkarmanirdeśena paryanto 'dhigantum | evaṃ jāmbūdvīpeśvarāśca	na sukaraH vAkkarma-nirdeSena paryantaH aDigantum | evam jAmbUdvIpa-ISvarAH-ca
   pratiṣṭhāpitāścakravartitve lokapālatve śakratve suyāmatve sutuṣitatve	pratizWApitAH-cakravarti-tve lokapAla-tve Sakra-tve suyAma-tve su-tuzita-tve
   sunirmitatve vaśavartitve devarājatve mahābrahmatve ca pratiṣṭhāpitāḥ |	su-nirmita-tve vaSa-varti-tve devarAja-tve mahA-brahma-tve ca pratizWApitAH |
   tāvadaprameyāsaṃkhyeyā buddhā bhagavantaḥ satkṛtā gurukṛtā mānitāḥ pūjitā	tAvat-aprameya-asaMKyeyAH budDAH BagavantaH satkRtAH gurukRtA mAnitAH pUjitA
   dharmacakrapravartanārthaṃ cādhīṣṭāḥ,yeṣāṃ na sukaro vākkarmanirdeśena	Darma-cakra-pravartana-arTam ca-aDIzwAH,yezAm na sukaraH vAkkarma-nirdeSena
   paryanto 'dhigantum | sa evaṃrūpaṃ kuśalaṃ samudānayat,yadasya	paryantaH aDigantum | saH evaMrUpam kuSalam samudAna-yat,yat-asya
   bodhisattvacaryāṃ carato	boDisattva-caryAm carataH-
   'prameyāsaṃkhyeyācintyātulyāmāpyāparimāṇānabhilāpyāni	aprameya-asaMKyeya-acintya-atulyAm-Apya-aparimANa-an-aBilApyAni
   kalpakoṭīniyutaśatasahasrāṇi surabhirdivyātikrāntacandanagandho	kalpa-kowI-niyuta-Sata-sahasrANi suraBiH-divya-atikrAnta-candana-ganDaH-
   mukhātpravāti sma | sarvaromakūpebhya utpalagandho vāti sma |	muKAt-pravAti sma | sarva-romakUpeByaH utpala-ganDaH vAti sma |
   sarvalokābhirūpaścābhūtprāsādiko darśanīyaḥ paramaśubhavarṇapuṣkalatayā	sarva-loka-aBirUpaH-ca-aBUt-prAsAdikaH darSanIyaH parama-SuBa-varNa-puzkala-tayA
   samanvāgataḥ lakṣaṇavyañjanasamalaṃkṛtenātmabhāvena | tasya	samanvAgataH lakzaNa-vyaQjana-samalaMkRtena-Atma-BAvena | tasya
   sarvaratnālakārāḥ sarvavastracīvarābhinirhārāḥ	sarva-ratnAlakArAH sarva-vastra-cIvara-aBinirhArAH
   sarvapuṣpadhūpagandhamālyavilepanacchatradhvajapatākābhinirhārāḥ	sarva-puzpa-DUpa-ganDa-mAlya-vilepana=-Catra-Dvaja-patAkA-aBinirhArAH
   sarvavādyasaṃgītyabhinirhārāśca sarvaromakūpebhyaḥ pāṇitalābhyāṃ ca	sarva-vAdya-saMgIti-aBinirhArAH-ca sarva-romakUpeByaH pANitalAByAm ca
   niścaranti sma | sarvānnapānakhādyabhojyalehyarasābhinirhārāḥ	niScaranti sma | sarva-anna-pAnaKa-Adya-Bojya-lehya-rasa-aBinirhArAH
   sarvopabhogaparibhogābhinirhārāśca pāṇitalābhyāṃ prasyandantaḥ	sarva-upaBoga-pariBoga-aBinirhArAH-ca pANi-talAByAm prasyandantaH
   prādurbhavanti sma | iti hi sarvapariṣkāravaśitāprāptaḥ sa ānanda	prAdurBavanti sma | iti hi sarva-parizkAra-vaSitA-prAptaH saH Ananda
   dharmākaro bhikṣurabhūt pūrvaṃ bodhisattvacaryāṃ caran || Sukhv_10 ||	Darma-AkaraH BikzuH-aBUt pUrvam boDisattva-caryAm caran || SuKu-_10 ||
   START Sukhv 11:	START SuKu 11:
   evamukte āyuṣmānānando bhagavantametadavocat - kiṃ punarbhagavan sa	evam-ukte AyuzmAn-AnandaH Bagavantam-etat-avocat  kim punar-Bagavan sa
   dharmākaro bhikṣurbodhisattvo mahāsattvo 'nuttarāṃ	Darma-AkaraH BikzuH-boDisattvaH mahAsattvaH anuttarAm
   samyaksaṃbodhimabhisaṃbudhyātītaḥ parinirvṛtaḥ, utāho 'nabhisaṃbuddhaḥ	samyaksaMboDim-aBisaMbuDya-atItaH parinirvRtaH, uta-aho anaBisaMbudDaH
   atha pratyutpanno 'bhisaṃbuddha etarhi tiṣṭhati dhriyate yāpayati dharmaṃ	aTa pratyutpannaH aBisaMbudDaH etarhi tizWati Driyate yApayati Darmam
   ca deśayati? bhagavānāha - na, khalu punarānanda sa tathāgato 'tīto na	ca deSayati? BagavAn-Aha  na, Kalu punar-Ananda sa taTAgataH atItaH na
   anāgataḥ | api tveva sa tathāgato 'rhan samyaksaṃbodhimabhisaṃbuddha	anAgataH | api tu-eva sa taTAgataH arhan samyaksaMboDim-aBisaMbudDa
