   (Vaidya 1)	(VEdyaH 1)
   na vilomam / te yato yato dharmān pṛcchyante, tatastata eva anulomaṃ	na vilomam / te yatas yatas DarmAn pRcCyante, tatas-tatas eva anulomam
   visarjayiṣyanti, anulomaṃ ca saṃdhayanti //	visarjayizyanti, anulomam ca saMDayanti //
   (Vaidya 13)	(VEdyaH 13)
   atha khalu bhagavānāyuṣmantamānandametadavocat - evametadānanda yathāyaṃ	aTa Kalu BagavAn-Ayuzmantam-Anandam-etat-avocat  evam-etat-Ananda yaTA-ayam
   śāradvatīputro nirdiśati / abhūmirānanda asyāṃ	SAradvatI-putraH nirdiSati / aBUmiH-Ananda asyAm
   dharmadeśanāyāmadhimānikānām, aviṣayo hi avatartumasyāṃ buddhabodhau /	Darma-deSanAyAm-aDimAnikA-nAm, avizayaH hi avatartum-asyAm budDa-boDO /
   anulomeyamānanda buddhabodhiḥ / na hi ānanda hīnādhimuktikānāṃ	anulomA-iyam-Ananda budDa-boDiH / na hi Ananda hIna-aDimuktikAnAm
   sattvānāmudāreṣu dharmeṣu buddhadharmeṣu cittaṃ krāmati / hīnādhimuktikā	sattvAnAm-udArezu Darmezu budDa-Darmezu cittam krAmati / hIna-aDimuktikA
   hi ānanda ābhi(dhi?)mānikāḥ pratilomamavasthitā buddhabodheḥ / te	hi AnandaH ABi(Di?)mAnikAH pratilomam-avasTitAH budDa-boDeH / te
   'dhimānasya vaśena gacchanti / śuddheyamānanda parṣat pūrvajinakṛtādhikārā	aDimAnasya vaSena gacCanti / SudDA-iyam-Ananda parzad pUrva-jina-kRta-aDikArA
   avaropitakuśalamūlā bahubuddhaparyupāsitā gambhīradharmādhimuktikā	avaropita-kuSala-mUlA bahu-budDa-paryupAsitA gamBIra-Darma-aDimuktikA
   gambhīradharmacaritā / viśvasto hi ānanda tathāgato 'syāṃ parṣadi prasahya	gamBIra-Darma-caritAH / viSvastaH hi Ananda taTAgataH asyAm parzadi prasahya
   dharmaṃ deśayati, na ca kaṃcidanurakṣyaṃ dharmaṃ deśayati / sāreyamānanda	Darmam deSayati, na ca kaMcid-anurakzyam Darmam deSayati / sAreyam-Ananda
   parṣadapagataparpaṭaśarkatakaṭhalyā bahubuddhaśatasahasraparyupāsitā sāre	parzad-apagata-parpawa-Sarkata-kaWalyA bahu-budDa-Sata-sahasra-paryupAsitA sAre
   pratiṣṭhitā / śarkarakaṭhalyamityānanda bālapṛthagjanānāmetadadhivacanam,	pratizWitA / Sarkara-kaWalyam-iti-Ananda bAla-pRTagjanAnAm-etat-aDivacanam,
   yeṣāmeṣu dharmeṣu nāstyavakāśaḥ / parpaṭamityānanda ādhimānikānāṃ	yezAm-ezu Darmezu na-asti-avakASaH / parpawam-iti-AnandaH ADimAnikAnAm
   pudgalānāmetadadhivacanam / nirabhimāneyamānanda parṣad mahadbhiḥ	pudgalAnAm-etat-aDivacanam / niraBimAnA-iyam-Ananda parzad mahadBiH
   kuśalamūlairabhyudgatā //	kuSala-mUlEH-aByudgatAH //
   tadyathāpi nāma ānanda yadā anavatapto nāgarājaḥ pramudito bhavati	tat-yaTA-api nAma Ananda yadA anavataptaH nAga-rAjaH pramuditaH Bavati
   prītisaumanasyajātaḥ, tadā svabhavane pañcabhiḥ kāmaguṇaiḥ paricārayati,	prIti-sOmanasya-jAtaH, tadA sva-Bavane paQcaBiH kAma-guNEH paricArayati,
   svabhavane 'bhipramudito mahāvṛṣṭimutsṛjati aṣṭāṅgopetasya pānīyasya /	sva-Bavane aBipramuditaH mahA-vRzwim-utsRjati azwa-aFga-upetasya pAnIyasya /
   tadā ye 'pi tasya putrā bhavanti, te 'pi pramuditāḥ sveṣu sveṣu bhavaneṣu	tadA ye api tasya putrAH Bavanti, te api pramuditAH svezu svezu Bavanezu
   pañcabhiḥ kāmaguṇaiḥ samarpitāḥ samanvaṅgībhūtāḥ krīḍanto	paQcaBiH kAma-guNEH samarpitAH samanvaFgIBUtAH krIxantaH-
   mahāvṛṣṭimutsṛjanti, evameva ānanda tathāgatasyārhataḥ samyaksaṃbuddhasya	mahA-vRzwim-utsRjanti, evam-eva Ananda taTAgatasya-arhataH samyaksaMbudDasya
   mahādharmavṛṣṭimutsṛjato ya ime jyeṣṭhaputrā bodhisattvā mahāsattvāḥ, te	mahA-Darma-vRzwim-utsRjataH ye ime jyezWa-putrAH boDisattvAH mahAsattvAH, te
   'pi iha lokadhātau svakasvakāni ca buddhakṣetrāṇi gatvā imaṃ	api iha lokaDAtO sva-ka-svakAni ca budDa-kzetrANi gatvA imam
   dharmasamudayamārabhya teṣāṃ tathāgatānāṃ	Darma-samudayam-AraBya tezAm taTAgatAnAm
   purastānmahādharmavṛṣṭimutsṛjanti, mahādharmavarṣaṃ cābhivarṣanti /	purastAt-mahA-Darma-vRzwim-utsRjanti, mahA-Darma-varzam ca-aBivarzanti /
   tadyathāpi nāma ānanda sāgaro nāgarājo yadā pramudito bhavati, tadā	tat-yaTA-api nAma Ananda sAgaraH nAga-rAjaH yadA pramuditaH Bavati, tadA
   svabhavane mahāvarṣadhārāḥ pramuñcati / ye ca tatra bhavane naivāsikā nāgā	sva-Bavane mahA-varza-DArAH pramuQcati / ye ca tatra Bavane nEvAsikA nAgA
   bhavanti, te tā varṣadhārāḥ saṃpratīcchanti, tuṣṭāśca bhavanti, tābhiśca	Bavanti, te tAH varza-DArAH saMpratIcCanti, tuzwAH-ca Bavanti, tABiH-ca
   te varṣadhārābhiḥ sukhaṃ ca saṃjānante / ye 'pi tasya putrā bhavanti, te	te varza-DArABiH suKam ca saMjAnante / ye api tasya putrAH Bavanti, te
   'pi tā varṣadhārāḥ sahante, tābhiśca varṣadhārābhiḥ prāmodyaṃ	api tAH varza-DArAH sahante, tABiH-ca varza-DArABiH prAmodyam
   pratilabhante / tatkasmāddhetoḥ? asahyā hi ānanda tā varṣadhārā	pratilaBante / tat-kasmAt-hetoH? asahyA hi Ananda tAH varza-DArA
   anyairnāgaiḥ / nāpyanye nāgāḥ sukhaṃ saṃjānīraṃstābhirvarṣadhārābhiḥ, na	anyEH-nAgEH / na-api-anye nAgAH suKam saMjAnIran=-tABiH-varza-DArABiH, na
   ca tuṣṭā bhaveyuḥ / evamevānanda ye tathāgatasya dharmaratnamadhyāvasanti,	ca tuzwA BaveyuH / evam-eva-Ananda ye taTAgatasya Darma-ratnam-aDyAvasanti,
   ye ca tathāgatasya jyeṣṭhaputrā bodhisattvā mahāsattvāḥ kṛtakuśalamūlā	ye ca taTAgatasya jyezWa-putrAH boDisattvAH mahAsattvAH kRta-kuSala-mUlA
   udārāśayā gambhīradharmanayanirjātāḥ, te imāṃ mahādharmanayavṛṣṭiṃ	udAra-ASayAH gamBIra-Darma-naya-nirjAtAH, te imAm mahA-Darma-naya-vRzwim
   tathāgatasya prasahante, śrutvā udagrāḥ prītāḥ praharṣitāḥ sukhaṃ	taTAgatasya prasahante, SrutvA udagrAH prItAH praharzitAH suKam
   saṃjānante / idamānanda tathāgato 'rthavaśaṃ saṃpratītya śuddhāyāṃ parṣadi	saMjAnante / idam-Ananda taTAgataH arTa-vaSam saMpratItya SudDAyAm parzadi
   mahāsiṃhanādaṃ nadati, mahādharmavṛṣṭimutsṛjati //	mahA-siMha-nAdam nadati, mahA-Darma-vRzwim-utsRjati //
   tadyathā ānanda rājā cakravartī bahuratnakośasaṃnicayaḥ / bahavaścāsya	tat-yaTA Ananda rAjA cakravartI bahu-ratna-koSa-saMnicayaH / bahavaH-ca-asya
   putrā bhaveyurjātimanto mātṛśuddhāḥ / tān sarvānānayitvā ratnagañjaṃ samaṃ	putrAH BaveyuH-jAtimantaH mAtR-SudDAH / tAn sarvAn-AnayitvA ratnagaQjam samam
   saṃvibhajedanuprayacchet, na ca kaṃcitputraṃ vañcayet / te khalu evaṃ	saMviBajet-anuprayacCet, na ca kaMcid-putram vaQcayet / te Kalu evam
   saṃvibhaktāstasya rājñaścakravartino 'ntike bhūyasyā mātrayā adhikaṃ prema	saMviBaktAH-tasya rAjQaH-cakravartinaH antike BUyasyAH mAtrayA aDikam prema
   ca prasādaṃ ca saṃjanayeyuḥ, samānārthatāṃ ca rājñaścakravartinaḥ ātmasu	ca prasAdam ca saMjanayeyuH, samAna-arTa-tAm ca rAjQaH-cakravartinaH Atmasu
   saṃjānīran / (Vaidya 14) evameva ānanda tathāgato 'pi dharmarājā	saMjAnIran / (VEdyaH 14) evam-eva Ananda taTAgataH api DarmarAjA
   dharmasvāmī svayaṃbhūrimān putrān saṃnipātya imaṃ dharmaratnagañjaṃ	Darma-svAmI svayaMBUH-imAn putrAn saMnipAtya imam Darma-ratna-gaQjam
   saṃvibhajati ebhyaḥ putrebhyaḥ, na kaṃcidvañcayati, te mamāntike bhūyasyā	saMviBajati eByaH putreByaH, na kaMcid-vaQcayati, te mama-antike BUyasyA
   mātrayā prema ca prasādaṃ ca gauravaṃ cotpādayanti, samānārthatāyāṃ ca	mAtrayA prema ca prasAdam ca gOravam ca-utpAdayanti, samAna-arTatAyAm ca
   buddhavaṃśasyānucchedāya tiṣṭhanti //	budDa-vaMSasya-anucCedAya tizWanti //
   na śakyamānanda anyaiḥ sattvairidaṃ dharmaratnaṃ	na Sakyam-Ananda anyEH sattvEH-idam Darma-ratnam
   hīnādhimuktikairadhimānikairdṛṣṭicaritairnimittacaritairupalambhadṛṣṭicaritairasmimānahatai	hIna-aDimuktikEH-aDimAnikEH-dRzwi-caritEH-nimitta-caritEH-upalamBa-dRzwi-caritEH-asmi-mAna-hatE
   rāgadveṣamohābhibhūtairutpathaprayātaiḥ / na hi ānanda hīnādhimuktikānāṃ	rAga-dveza-moha-aBiBUtEH-utpaTa-prayAtEH / na hi Ananda hIna-aDimuktikAnAm
   sattvānāṃ cakravartidhanaṃ rocate / ye eva ānanda cakravartiputrā	sattvAnAm cakravarti-Danam rocate / ye eva Ananda cakravarti-putrA
   bhavanti, teṣāmeva cakravartidhanaṃ rocate / kimānanda daridrasattvānāṃ	Bavanti, tezAm-eva cakravarti-Danam rocate / kim-Ananda daridra-sattvAnAm
   cakraratnena vā hastiratnena vā aśvaratnena vā maṇiratnena vā strīratnena	cakraratnena vA hasti-ratnena vA aSva-ratnena vA maNi-ratnena vA strI-ratnena
   vā gṛhapatiratnena vā pariṇāyakaratnena vā udārairvā vastraiḥ, udārairvā	vA gRhapati-ratnena vA pariNAyaka-ratnena vA udArEH-vA vastrEH, udArEH-vA
   suvarṇamuktāvaiḍūryaśaṅkhaśilāpravālajātarūparajataistaiḥ prayojanam, yāni	suvarNa-muktA-vExUrya-SaFKa-SilA-pravAla-jAtarUpa-rajatEH-tEH prayojanam, yAni
   labdhvāpi prītā na śaknuvanti paribhoktum / samarghaṃ vā vikrīṇanti,	labDvA-api prItAH na Saknuvanti pariBoktum / samarGam vA vikrINanti,
   akauśalyācca ujjhanti / tatkasmāt? na hi te ratnakovidāḥ / nāpyānanda	akOSalyAt-ca ujJanti / tat-kasmAt? na hi te ratna-kovidAH / na-api-Ananda
   daridrasattvā ratnānyapi prajānanti - asya ratnasyedaṃ nāmeti / evameva	daridra-sattvAH ratnAni-api prajAnanti  asya ratnasya-idam nAma-iti / evam-eva
   ānanda ye tathāgatasya putrā dṛṣṭasatyā bodhisattvāśca mahāsattvāḥ, te	Ananda ye taTAgatasya putrAH dRzwa-satyAH boDisattvAH-ca mahAsattvAH, te
   khalvasya dharmaratnakośasya pratyeṣakāḥ / tebhyaścedaṃ	Kalu-asya Darma-ratna-koSasya pratyezakAH / teByaH-ca-idam
   dharmaratnamanupalambhaśūnyatāpratisaṃyuktaṃ	Darma-ratnam-anupalamBa-SUnyatA-pratisaMyuktam
   buddhadharmapratisaṃyuktaṃrocate kṣamate ca / te eva anena kāryaṃ kurvanti	budDa-Darma-pratisaMyuktaMrocate kzamate ca / te eva anena kAryam kurvanti
   / kimānanda daridrasattvāḥ śrutavihīnāḥ śrutavipratipannā bālā	/ kim-Ananda daridra-sattvAH Sruta-vihInAH Sruta-vipratipannA bAlA
   acakṣuṣmantaḥ anena dharmaratnakośena kariṣyanti? labdhvā cojjhiṣyanti	acakzuzmantaH anena Darma-ratna-koSena karizyanti? labDvA ca-ujJizyanti
   anyebhyo 'pi vā dātavyaṃ maṃsyante / na hi ānanda caṇḍālā vā pukkasā vā	anyeByaH api vA dAtavyam maMsyante / na hi Ananda caNxAlAH vA pukkasA vA
   veṇukārā vā, ye vā kecidanye daridrajīvinaḥ sattvāḥ udāraṃ ratnaṃ labdhvā	veNukArAH vA, ye vA kecid-anye daridra-jIvinaH sattvAH udAram ratnam labDvA
   svayaṃ paribhuñjate / te samardhaṃ vā vikrīṇanti ujjhanti vā /	svayam pariBuQjate / te samarDam vA vikrINanti ujJanti vA /
   daridrasattvā ityānanda sarvatīrthyakarāṇāmetadadhivacanam, ye	daridra-sattvAH iti-Ananda sarva-tIrTya-karANAm-etat-aDivacanam, ye
   cānyatīrthikāḥ śrāvakāḥ / daridrasattvā ityānanda	ca-anya-tIrTikAH SrAvakAH / daridra-sattvAH iti-Ananda
   sarvabālapṛthagjanānāmetadadhivacanaṃ dṛṣṭipaṅkanimagnānāmaupalambhikānāṃ	sarva-bAla-pRTagjanAnAm-etat-aDivacanam dRzwi-paFka-nimagnAnAm-OpalamBikAnAm
   bandhābhiniviṣṭānāṃ nimittacaritānāmutpathaprayātānām, ye khalu ānanda	banDa-aBinivizwAnAm nimitta-caritAnAm-utpaTa-prayAtAnAm, ye Kalu Ananda
   idaṃ dharmaratnaṃ labdhvā na śaknuvanti paribhoktum, ujjhanti vā, mudhā vā	idam Darma-ratnam labDvA na Saknuvanti pariBoktum, ujJanti vA, muDA vA
   anyebhyaḥ prayacchanti / ye punarānanda dharmaratnaṃ prāpnuvanti	anyeByaH prayacCanti / ye punar-Ananda Darma-ratnam prApnuvanti
   buddhaputrā buddhagocaracāriṇastathāgatavaṃśānucchedasthitāḥ, te khalvimaṃ	budDa-putrAH budDa-gocara-cAriNaH-taTAgata-vaMSAnucCeda-sTitAH, te Kalu-imam
   (daṃ?) dharmaratnaṃ paribhuñjate / te labdhvā ca na vipraṇāśayanti,	(daM?) Darma-ratnam pariBuQjate / te labDvA ca na vipraNASayanti,
   ratnasaṃjñinaścātra bhavanti / na hi ānanda śṛgālaḥ siṃhanādaṃ paribhuṅkte	ratna-saMjQinaH-ca-atra Bavanti / na hi Ananda SRgAlaH siMhanAdam pariBuFkte
   / ye punarānanda siṃhapotakā bhavanti mahāsiṃhenotpāditāḥ, te taṃ	/ ye punar-Ananda siMhapotakAH Bavanti mahA-siMhena-utpAditAH, te tam
   mahāsiṃhanādaṃ paribhuñjate / evameva ānanda śṛgālopamāḥ	mahA-siMhanAdam pariBuQjate / evam-eva Ananda SRgAla-upamAH
   sarvabālapṛthagjanā mithyādṛṣṭayaḥ / te na samarthā	sarva-bAla-pRTagjanAH miTyA-dRzwayaH / te na samarTA
   tathāgatamahāsiṃhanādaṃ paribhoktum, mahāsiṃhasya samyaksaṃbuddhasya	taTAgata-mahA-siMha-nAdam pariBoktum, mahA-siMhasya samyaksaMbudDasya
   dharmam / ye punarānanda samyaksaṃbuddhasya potakāḥ mahābuddhasiṃhena	Darmam / ye punar-Ananda samyaksaMbudDasya potakAH mahAbudDa-siMhena
   svayaṃ bhuñjānenotpāditāḥ, te imaṃ samyaksaṃbuddhamahāsiṃhanādaṃ	svayam BuQjAnena-utpAditAH, te imam samyaksaMbudDa-mahA-siMha-nAdam
   paribhuñjate, paribhokṣyante iti //	pariBuQjate, pariBokzyante iti //
   (Vaidya 15)	(VEdyaH 15)
   atha khalvāyuṣmān śāradvatīputro bhagavantametadavocat - āścaryaṃ bhagavan	aTa Kalu-AyuzmAn SAradvatI-putraH Bagavantam-etat-avocat  AScaryam Bagavan
   yāvatpariśuddheyaṃ tathāgatasya parṣat saṃnipatitā / paramāścaryaṃ	yAvat-pariSudDA-iyam taTAgatasya parzad saMnipatitA / parama-AScaryam
   bhagavan pariśuddheyaṃ tathāgatasya parṣat,	Bagavan pariSudDA-iyam taTAgatasya parzat,
   svayaṃbhūparṣadanavamṛdyaparṣad vajropamaparṣad	svayaMBU-parzadana-vap-Rdya-parzat vajra-upama-parzad
   acalākampyākṣobhyaparṣadiyaṃ bhagavan / evamukte bhagavānāyuṣmantaṃ	acalA-kampya-akzoBya-parzad-iyam Bagavan / evam-ukte BagavAn-Ayuzmantam
   śāradvatīputrametadavocat - guṇāṃstvaṃ śāradvatīputra parṣadaḥ	SAradvatI-putram-etat-avocat  guNAn=-tvam SAradvatI-putra parzadaH
   parikīrtayasi / āha - na hyasyā bhagavan parṣado mayā śakyā guṇāḥ	parikIrtayasi / Aha  na hi-asyAH Bagavan parzadaH mayA SakyAH guNAH
   parikīrtayitum / tatkasmāddhetoḥ? sumerukalpeyaṃ bhagavan	parikIrtayitum / tat-kasmAt-hetoH? sumeru-kalpA-iyam Bagavan
   parṣadanantaguṇasamanvāgatā / bhagavānāha - evameva śāradvatīputra	parzad-ananta-guNa-samanvAgatA / BagavAn-Aha  evam-eva SAradvatI-putra
   anantaguṇasamanvāgateyaṃ parṣat / na hyasyāḥ parṣado guṇānāmantaḥ śakyo	ananta-guNa-samanvAgatA-iyam parzad / na hi-asyAH parzadaH guNAnAm-antar SakyaH-
   'dhigantuṃ samyaksaṃbuddhairapi, prāgeva anyaiḥ satvaiḥ / neyaṃ	aDigantum samyaksaMbudDEH-api, prAk-eva anyEH satvEH / na-iyam
   śāradvatīputra parṣattathāgatena saṃnipatitā, nāpyasyāṃ tathāgatasya	SAradvatI-putra parzad-taTAgatena saMnipatitA, na-api-asyAm taTAgatasya
   kiṃcidautsukyamāsīdvā / svenaiva kuśalamūlena iyaṃ mama nāmadheyaṃ śrutvā	kiMcid-Otsukyam-AsIt-vA / svena-eva kuSala-mUlena iyam mama nAmaDeyam SrutvA
   parṣat saṃnipatitā / nāsyāṃ parṣadi tathāgatena kaścidvyāpārito	parzad saMnipatitA / na-asyAm parzadi taTAgatena kaScid-vyApAritaH-
   nāpyadhīṣṭaḥ / svenaiva kuśalamūlenaite saṃcoditāḥ yadasyāṃ parṣadyāgatāḥ	na-api-aDIzwaH / svena-eva kuSala-mUlena-ete saMcoditAH yat-asyAm parzadyAgatAH
   / dharmataiṣā / avaśyaṃ hi evaṃrūpāyāṃ dharmadeśanāyāmevaṃrūpāṇāṃ	/ DarmatA-ezA / avaSyam hi evaMrUpAyAm Darma-deSanAyAm-evaMrUpANAm
   mahāsattvānāṃ saṃnipāto bhavati / ye 'pyanye śāradvatīputra buddhā	mahAsattvAnAm saMnipAtaH Bavati / ye api-anye SAradvatI-putra budDA
   bhagavantaḥ imaṃ sarvasaṃśayocchedanaṃ bodhisattvapiṭakaṃ	BagavantaH imam sarva-saMSaya-ucCedanam boDisattva-piwakam
   saṃprakāśayiṣyanti, teṣāmapyevaṃrūpaḥ parṣatsaṃnipāto bhaviṣyati,	saMprakASayizyanti, tezAm-api-evaMrUpaH parzad-saMnipAtaH Bavizyati,
   evaṃrūpameva parṣanmaṇḍalamavaśyaṃ bhāvanīyamasyāṃ dharmadeśanāyām / eṣā	evaMrUpam-eva parzad-maNxalam-avaSyam BAvanIyam-asyAm Darma-deSanAyAm / ezA
   dharmateti //	Darma-tA-iti //
   āryaprajñāpāramitāyāmānandaparivarto nāma dvitīyaḥ //	Arya-prajQApAramitAyAm-AnandaparivartaH nAma dvitIyaH //
   START Svp 3	START Svp 3
   (Vaidya 16)	(VEdyaH 16)
   3 tathatāparivartastṛtīyaḥ /	3 taTatA-parivartaH-tRtIyaH /
   atha khalu bhagavān suvikrāntavikrāmiṇaṃ bodhisattvaṃ	aTa Kalu BagavAn su-vikrAnta-vikrAmiNam boDisattvam
   mahāsattvamāmantrayate sma - prajñāpāramitā prajñāpāramiteti	mahAsattvam-Amantrayate sma  prajQApAramitA prajQApAramitA-iti
   suvikrāntavikrāmin katamā bodhisattvasya prajñāpāramitā? yā pāramitā	su-vikrAnta-vikrAmin katamA boDisattvasya prajQApAramitA? yA pAramitA
   sarvadharmāṇām, na sā śakyā nirdeṣṭum / yathā punaryuṣmākamājānanā	sarva-DarmANAm, na sA SakyA nirdezwum / yaTA punar-yuzmAkam-Aja-AnanA
   bhaviṣyati, tathā nirdekṣyāmi, yathā prajñāpāramitāyāṃ	Bavizyati, taTA nirdekzyAmi, yaTA prajQApAramitAyAm
   vyavahārapadānyāgamiṣyanti / na rūpaṃ prajñāpāramitā / peyālam / evaṃ na	vyavahAra-padAni-Agamizyanti / na rUpam prajQApAramitA / peyAlam / evam na
   vedanā, na saṃjñā, na saṃskārāḥ, na vijñānaṃ prajñāpāramitā / nāpyanyatra	vedanA, na saMjQA, na saMskArAH, na vijQAnam prajQApAramitA / na-api-anyatra
   rūpātprajñāpāramitā, yāvat nānyatra vijñānātprajñāpāramitā /	rUpAt-prajQApAramitA, yAvat na-anyatra vijQAnAt-prajQApAramitA /
   tatkasmāddhetoḥ? yaddhi suvikrāntavikrāmin rūpasya pāram, na tadrūpam /	tat-kasmAt-hetoH? yat-hi su-vikrAnta-vikrAmin rUpasya pAram, na tad-rUpam /
   peyālam / evaṃ yadvedanāyāḥ saṃjñāyāḥ saṃskārāṇām, yadvijñānasya pāram, na	peyAlam / evam yat-vedanAyAH saMjQAyAH saMskArANAm, yat-vijQAnasya pAram, na
   tadvijñānam / yathā va rūpasya pāram, tathā rūpam / evaṃ yathā vedanāyāḥ	tad-vijQAnam / yaTA va rUpasya pAram, taTA rUpam / evam yaTA vedanAyAH
   saṃjñāyāḥ saṃskārāṇām, yathā ca vijñānasya pāram, tathā vijñānam / yathā	saMjQAyAH saMskArANAm, yaTA ca vijQAnasya pAram, taTA vijQAnam / yaTA
   ca vijñānasya pāram, tathā sarvadharmāṇāṃ pāram / yacca sarvadharmāṇāṃ	ca vijQAnasya pAram, taTA sarva-DarmANAm pAram / yat-ca sarva-DarmANAm
   pāram, na te sarvadharmāḥ / yathā ca sarvadharmāṇāṃ pāram, tathā	pAram, na te sarva-DarmAH / yaTA ca sarva-DarmANAm pAram, taTA
   sarvadharmāḥ / tatra suvikrāntavikrāmin "yadrūpasya pāraṃ na tadrūpam" iti	sarva-DarmAH / tatra su-vikrAnta-vikrAmin "yat-rUpasya pAram na tad-rUpam" iti
   rūpavisaṃyogo hyeṣa nirdiṣṭaḥ / "yathā rūpasya pāraṃ tathā rūpam" iti	rUpa-visaMyogaH hi-eza nirdizwaH / "yaTA rUpasya pAram taTA rUpam" iti
   rūpasvabhāvanirdeśo hyeṣa nirdiṣṭaḥ / rūpayathāvattaiṣā nirdiṣṭā,	rUpa-svaBAva-nirdeSaH hi-eza nirdizwaH / rUpa-yaTAvat-tA-ezA nirdizwA,
   rūpaprakṛtireṣā nirdiṣṭā, rūpānupalabdhireṣā nirdiṣṭā / evaṃ vedanā saṃjñā	rUpa-prakRtiH-ezA nirdizwA, rUpa-anupalabDiH-ezA nirdizwA / evam vedanA saMjQA
   saṃskārāḥ / "yadvijñānasya pāraṃ na tadvijñānam" iti vijñānavisaṃyogo	saMskArAH / "yat-vijQAnasya pAram na tad-vijQAnam" iti vijQAna-visaMyogaH-
   hyeṣa nirdiṣṭaḥ / "yathā vijñānasya pāraṃ tathā vijñānam" iti	hi-eza nirdizwaH / "yaTA vijQAnasya pAram taTA vijQAnam" iti
   vijñānasvabhāvanirdeśa eṣa nirdiṣṭaḥ, vijñānayathāvattā	vijQAna-svaBAva-nirdeSaH eza nirdizwaH, vijQAna-yaTAvat-tA
   vijñānaprakṛtirvijñānānupalabdhireṣā nirdiṣṭā / "yacca sarvadharmāṇāṃ	vijQAna-prakRtiH-vijQAna-anupalabDiH-ezA nirdizwA / "yat-ca sarva-DarmANAm
   pāraṃ na te sarvadharmāḥ" iti sarvadharmāṇāmeṣa visaṃyogo nirdiṣṭaḥ /	pAram na te sarva-DarmAH" iti sarva-DarmANAm-eza visaMyogaH nirdizwaH /
   "yathā ca sarvadharmāṇāṃ pāraṃ tathā sarvadharmāḥ" iti	"yaTA ca sarva-DarmANAm pAram taTA sarva-DarmAH" iti
   sarvadharmasvabhāvanirdeśa eṣa nirdiṣṭaḥ, sarvadharmayathāvattā	sarva-Darma-svaBAva-nirdeSaH eza nirdizwaH, sarva-Darma-yaTAvat-tA
   sarvadharmaprakṛtiḥ sarvadharmānupalabdhireṣā nirdiṣṭā / yathā ca	sarva-Darma-prakRtiH sarva-Darma-anupalabDiH-ezA nirdizwA / yaTA ca
   sarvadharmayathāvattā sarvadharmaprakṛtiḥ sarvadharmānupalabdhiḥ, tathā	sarva-Darma-yaTAvat-tA sarva-Darma-prakRtiH sarva-Darma-anupalabDiH, taTA
   prajñāpāramitā //	prajQApAramitA //
   na hi suvikrāntavikrāmin prajñāpāramitā rūpaniśritā, na vedanāniśritā, na	na hi su-vikrAnta-vikrAmin prajQApAramitA rUpa-niSritA, na vedanA-niSritA, na
   saṃjñāniśritā, na saṃskāraniśritā, na vijñānaniśritā / nāpi prajñāpāramitā	saMjQA-niSritA, na saMskAra-niSritA, na vijQAna-niSritA / na-api prajQApAramitA
   rūpasyādhyātmaṃ vā bahirdhā vā ubhayamantareṇa vā viprakṛṣṭā sthitā / na	rUpasya-aDyAtmam vA bahirDA vA uBayam-antareNa vA viprakRzwA sTitAH / na
   vedanāyā na saṃjñāyā na saṃskārāṇām / na vijñānasyādhyātmaṃ vā bahirdhā vā	vedanAyAH na saMjQAyAH na saMskArANAm / na vijQAnasya-aDyAtmam vA bahirDA vA
   ubhayamantareṇa vā viprakṛṣṭā sthitā //	uBayam-antareNa vA viprakRzwA sTitAH //
   na hi suvikrāntavikrāmin rūpasaṃyuktā prajñāpāramitā, nāpi rūpavisaṃyuktā	na hi su-vikrAnta-vikrAmin rUpa-saMyuktA prajQApAramitA, na-api rUpa-visaMyuktA
   / na vedanāsaṃyuktā na saṃskārasaṃyuktā, na vijñānasaṃyuktā prajñāpāramitā	/ na vedanA-saMyuktA na saMskAra-saMyuktA, na vijQAna-saMyuktA prajQApAramitA
   / nāpi vijñānavisaṃyuktā prajñāpāramitā / na hi suvikrāntavikrāmin	/ na-api vijQAna-visaMyuktA prajQApAramitA / na hi su-vikrAnta-vikrAmin
   prajñāpāramitā kenaciddharmeṇa saṃyuktā vā visaṃyuktā vā //	prajQApAramitA kenacid-DarmeNa saMyuktAH vA visaMyuktAH vA //
   yā punā rūpasya tathatā avitathatā ananyatathatā yathāvattathatā, iyaṃ	yA punA rUpasya taTatA avitaTa-tA ananya-taTatA yaTAvat-taTatA, iyam
   prajñāpāramitā / evaṃ yā vedanāsaṃjñāsaṃskāravijñānatathatā avitathathā	prajQApAramitA / evam yA vedanA-saMjQA-saMskAra-vijQAna-taTatA avitaTaTA
   ananyatathatā yathāvattathātā, sā prajñāpāramitā //	ananya-taTatA yaTAvat-taTA-atA, sA prajQApAramitA //
   (Vaidya 17)	(VEdyaH 17)
   rūpamiti suvikrāntavikrāmin rūpāpagatametat / tatkasmāddhetoḥ? na hi rūpe	rUpam-iti su-vikrAnta-vikrAmin rUpa-apagatam-etat / tat-kasmAt-hetoH? na hi rUpe
   rūpaṃ saṃvidyate / yā ca asaṃvidyamānatā, seyaṃ prajñāpāramitā / evaṃ	rUpam saMvidyate / yA ca asaMvidyamAna-tA, sA-iyam prajQApAramitA / evam
   vedanā saṃjñā saṃskārāḥ / vijñānamiti suvikrāntavikrāmin	vedanA saMjQA saMskArAH / vijQAnam-iti su-vikrAnta-vikrAmin
   vijñānāpagatametat / tatkasmāddhetoḥ? na hi vijñāne vijñānaṃ saṃvidyate /	vijQAna-apagatam-etat / tat-kasmAt-hetoH? na hi vijQAne vijQAnam saMvidyate /
