   (Vaidya 75)	(VEdyaH 75)
   evamapratiṣṭhitaṃ cittamutpādayitavyaṃ yanna kvacitpratiṣṭhitaṃ	evam-apratizWitam cittam-utpAdayitavyam yat-na kvacid-pratizWitam
   cittamutpādayitavyam | na rūpapratiṣṭhitaṃ cittamutpādayitavyaṃ na	cittam-utpAdayitavyam | na rUpa-pratizWitam cittam-utpAdayitavyam na
   śabdagandharasaspraṣṭavyadharmapratiṣṭhitaṃ cittamutpādayitavyam |	Sabda-ganDa-rasa-sprazwavya-Darma-pratizWitam cittam-utpAdayitavyam |
   tadyathāpi nāma subhūte puruṣo bhavedupetakāyo mahākāyo yattasyaivaṃ rūpa	tat-yaTA-api nAma suBUte puruzaH Bavet-upeta-kAyaH mahA-kAyaH yat-tasya-evam rUpa
   ātmabhāvaḥ syāt tadyathāpi nāma sumeruḥ parvatarājaḥ | tatkiṃ manyase	Atma-BAvaH syAt tat-yaTA-api nAma sumeruH parvata-rAjaH | tat-kim manyase
   subhūte api nu mahān sa ātmabhāvo bhavet? subhūtirāha - mahān sa bhagavān,	suBUte api nu mahAn saH Atma-BAvaH Bavet? suBUtiH-Aha  mahAn sa BagavAn-,
   mahān sugata sa ātmabhāvo bhavet | tatkasya hetoḥ? ātmabhāva ātmabhāva iti	mahAn sugata saH Atma-BAvaH Bavet | tat-kasya hetoH? Atma-BAvaH Atma-BAvaH iti
   bhagavan na bhāvaḥ sa tathāgatena bhāṣitaḥ | tenocyata ātmabhāva iti | na	Bagavat na BAvaH sa taTAgatena BAzitaH | tena-ucyate Atma-BAvaH iti | na
   hi bhagavan sa bhāvo nābhāvaḥ | tenocyate ātmabhāva iti || 10 ||	hi Bagavan sa BAvaH na-aBAvaH | tena-ucyate Atma-BAvaH iti || 10 ||
   bhagavānāha - tatkiṃ manyase subhūte - yāvatyo gaṅgāyāṃ mahānadyāṃ	BagavAn-Aha  tat-kim manyase suBUte  yAvatyaH gaFgAyAm mahA-nadyAm
   vālukāstāvatya eva gaṅgānadyo bhaveyuḥ? tāsu yā vālukāḥ, api nu tā bahvayo	vAlukAH-tAvatyaH eva gaFgA-nadyaH BaveyuH? tAsu yAH vAlukAH, api nu tAH bahvayaH-
   bhaveyuḥ? subhūtirāha - tā eva tāvadbhagavan bahvayo gaṅgānadyo bhaveyuḥ,	BaveyuH? suBUtiH-Aha  tAH eva tAvat-Bagavan bahu-ayaH gaFgA-nadyaH BaveyuH,
   prāgeva yāstāsu gaṅgānadīṣu vālukāḥ | bhagavānāha - (Vajr, Vaidya 79)	prAk-eva yAH-tAsu gaFgA-nadIzu vAlukAH | BagavAn-Aha  (Vajr, VEdyaH 79)
   ārocayāmi te subhūte, prativedayāmi te | yāvatyastāsu gaṅgānadīṣu vālukā	ArocayAmi te suBUte, prativedayAmi te | yAvatyaH-tAsu gaFgA-nadIzu vAlukA
   bhaveyustāvato lokadhātūn kaścideva strī vā puruṣo vā saptaratnaparipurṇaṃ	BaveyuH-tAvataH lokaDAtUn kaScid-eva strI vA puruzaH vA sapta-ratna-paripurNam
   kṛtvā tathāgatebhyo 'rhadbhayaḥ samyaksaṃbuddhebhyo dānaṃ dadyāt, tat kiṃ	kRtvA taTAgateByaH arhat-BayaH samyaksaMbudDeByaH dAnam dadyAt, tat kim
   manyase subhūte - api nu sā strī vā puruṣo vā tatonidānaṃ bahu	manyase suBUte  api nu sA strI vA puruzaH vA tatonidAnam bahu
   puṇyaskandhaṃ prasunuyāt? subhūtirāha - bahu bhagavan, bahu sugata strī vā	puNya-skanDam prasunuyAt? suBUtiH-Aha  bahu Bagavan, bahu sugata strI vA
   puruṣo vā tatonidānaṃ puṇyaskandhaṃ prasunuyādaprameyamasaṃkhyeyam |	puruzaH vA tatonidAnam puNya-skanDam prasunuyAt-aprameyam-asaMKyeyam |
   bhagavānāha - yaśca khalu punaḥ subhūte strī vā puruṣo vā tāvato	BagavAn-Aha  yaH-ca Kalu punar suBUte strI vA puruzaH vA tAvataH-
   lokadhātūn saptaratnaparipūrṇaṃ kṛtvā tathāgatebhyo 'rhadbhayaḥ	lokaDAtUn sapta-ratna-paripUrNam kRtvA taTAgateByaH arhat-BayaH
   samyaksaṃbuddhebhyo dānaṃ dadyāt, yaśca kulaputro vā kuladuhitā vā ito	samyaksaMbudDeByaH dAnam dadyAt, yaH-ca kula-putraH vA kula-duhitA vA itas-
   dharmaparyāyādantaśaścatuṣpādikāmapi gāthāmudgṛhya parebhyo deśayet	Darma-paryAyAt-antaSas-catuzpAdikAm-api gATAm-udgRhya pareByaH deSayet-
   saṃprakāśayet, ayameva tatonidānaṃ bahutaraṃ puṇyaskandhaṃ	saMprakASayet, ayam-eva tatonidAnam bahutaram puNya-skanDam
   prasunuyādaprameyamasaṃkhyeyam || 11 ||	prasunuyAt-aprameyam-asaMKyeyam || 11 ||
   api tu khalu punaḥ subhute yasmin pṛthivīpradeśe ito	api tu Kalu punar suBute yasmin pRTivI-pradeSe itas-
   dharmaparyāyādantaśaścatuṣpādikāmapi gāthāmudgṛhya bhāṣyeta vā	Darma-paryAyAt-antaSas-catuzpAdikAm-api gATAm-udgRhya BAzyeta vA
   saṃprakāśyeta vā, sa pṛthivīpradeśaścaityabhūto bhavet sadevamānuṣāsurasya	saMprakASyeta vA, sa pRTivI-pradeSaH-cEtya-BUtaH Bavet sa-deva-mAnuza-asurasya
   lokasya, kaḥ punarvādo ye imaṃ dharmaparyāyaṃ sakalasamāptaṃ dhārayiṣyanti	lokasya, kaH punar-vAdaH ye imam Darma-paryAyam sakala-samAptam DArayizyanti
   vācayiṣyanti paryavāpsyanti, parebhyaśca vistareṇa saṃprakāśayiṣyanti |	vAcayizyanti paryavApsyanti, pareByaH-ca vistareNa saMprakASayizyanti |
   parameṇa te subhūte āścaryeṇa samanvāgatā bhaviṣyanti | tasmiṃśca subhūte	parameNa te suBUte AScaryeNa samanvAgatAH Bavizyanti | tasmin=-ca suBUte
   pṛthivīpradeśe śāstā viharatyanyatarānyataro vā vijñagurusthānīyaḥ || 12	pRTivI-pradeSe SAstA viharati-anyatara-anyataraH vA vijQa-guru-sTAnIyaH || 12
   evamukte āyuṣmān subhūtirbhagavantametadavocat - ko nāma ayaṃ bhagavan	evam-ukte AyuzmAn suBUtiH-Bagavantam-etat-avocat  kaH nAma ayam Bagavan
   dharmaparyāyaḥ, kathaṃ cainaṃ dhārayāmi? evamukte bhagavānāyuṣmantaṃ	Darma-paryAyaH, kaTam ca-enam DArayAmi? evam-ukte BagavAn-Ayuzmantam
   subhūtimetadavocat - prajñāpāramitā nāmāyaṃ subhūte dharmaparyāyaḥ | evaṃ	suBUtim-etat-avocat  prajQApAramitA nAma-ayam suBUte Darma-paryAyaH | evam
   cainaṃ dhāraya | tatkasya hetoḥ? yaiva subhūte prajñāpāramitā tathāgatena	ca-enam DAraya | tat-kasya hetoH? yA-eva suBUte prajQApAramitA taTAgatena
   bhāṣitā, saiva apāramitā tathāgatena bhāṣitā | tenocyate prajñāpāramiteti	BAzitA, sA-eva apAramitA taTAgatena BAzitA | tena-ucyate prajQApAramitA-iti
   tatkiṃ manyase subhūte - api nu asti sa kaściddharmo yastathāgatena	tat-kim manyase suBUte  api nu asti sa kaScid-DarmaH yaH-taTAgatena
   bhāṣitaḥ? subhūtirāha - no hīdaṃ bhagavan | nāsti sa kaściddharmo	BAzitaH? suBUtiH-Aha  no hi-idam Bagavan | na-asti sa kaScid-DarmaH-
   yastathāgatena bhāṣitaḥ ||	yaH-taTAgatena BAzitaH ||
   bhagavānāha - tatkiṃ manyase subhūte - yāvat trisāhasramahāsāhasre	BagavAn-Aha  tat-kim manyase suBUte  yAvat tri-sAhasra-mahA-sAhasre
   lokadhātau pṛthivīrajaḥ kaccit, tadbahu bhavet? subhūtirāha - bahu	lokaDAtO pRTivI-rajaH kaccit, tat-bahu Bavet? suBUtiH-Aha  bahu
   bhagavan, bahu sugata pṛthivīrajo bhavet | tatkasya hetoḥ? yattadbhagavan	Bagavan, bahu sugata pRTivI-rajaH Bavet | tat-kasya hetoH? yat-tat-Bagavan
   pṛthivīrajastathāgatena bhāṣitam, arajastadbhagavaṃstathāgatena bhāṣitam |	pRTivI-rajaH-taTAgatena BAzitam, arajaH-tat-Bagavan=-taTAgatena BAzitam |
   tenocyate pṛthivīraja iti | yo 'pyasau lokadhātustathāgatena bhāṣitaḥ,	tena-ucyate pRTivI-rajaH iti | yaH api-asO lokaDAtuH-taTAgatena BAzitaH,
   adhātuḥ sa tathāgatena bhāṣitaḥ | tenocyate lokadhāturiti ||	aDAtuH sa taTAgatena BAzitaH | tena-ucyate lokaDAtuH-iti ||
   bhagavānāha - tatkiṃ manyase subhūte	BagavAn-Aha  tat-kim manyase suBUte
   dvātriṃśanmahāpuruṣalakṣaṇaistathāgato 'rhan samyaksaṃbuddho draṣṭavyaḥ?	dvAtriMSat-mahApuruza-lakzaNEH-taTAgataH arhan samyaksaMbudDaH drazwavyaH?
   subhūtirāha - no hīdaṃ bhagavan | dvātriṃśanmahāpuruṣalakṣaṇaistathāgato	suBUtiH-Aha  no hi-idam Bagavan | dvAtriMSat-mahApuruza-lakzaNEH-taTAgataH-
   'rhan samyaksaṃbuddho (Vajr, Vaidya 80) draṣṭavyaḥ | tatkasya hetoḥ? yāni	arhan samyaksaMbudDaH (Vajr, VEdyaH 80) drazwavyaH | tat-kasya hetoH? yAni
   hi tāni bhagavan dvātriṃśanmahāpuruṣalakṣaṇāni tathāgatena bhāṣitāni,	hi tAni Bagavan dvAtriMSat-mahApuruza-lakzaNAni taTAgatena BAzitAni,
   alakṣaṇāni tāni bhagavaṃstathāgatena bhāṣitāni | tenocyante	alakzaNAni tAni Bagavan=-taTAgatena BAzitAni | tena-ucyante
   dvātriṃśanmahāpuruṣalakṣaṇānīti ||	dvAtriMSat-mahApuruza-lakzaNAni-iti ||
   bhagavānāha - yaśca khalu punaḥ subhūte strī vā puruṣo vā dine dine	BagavAn-Aha  yaH-ca Kalu punar suBUte strI vA puruzaH vA dine dine
   gaṅgānadīvālukāsamānātmabhāvān parityajet, evaṃ parityajan	gaFgA-nadI-vAlukA-samAna-Atma-BAvAn parityajet, evam parityajan
   gaṅgānadīvālukāsamān kalpāṃstānātmabhāvān parityajet, yaśca ito	gaFgA-nadI-vAlukA-samAn kalpAn=-tAn-Atma-BAvAn parityajet, yaH-ca itas-
   dharmaparyāyadantaśaścatuṣpādikāmapi gāthāmudgṛhyaparebhyo deśayet	Darma-paryAya-dantaSas-catuzpAdikAm-api gATAm-udgRhya-pareByaH deSayet-
   saṃprakāśayet, ayameva tatonidānaṃ bahutaraṃ puṇyaskandhaṃ	saMprakASayet, ayam-eva tatonidAnam bahutaram puNya-skanDam
   prasunuyādaprameyamasaṃkhyeyam || 13 ||	prasunuyAt-aprameyam-asaMKyeyam || 13 ||
   atha khalvāyuṣmān subhūtirdharmavegenāśrūṇi prāmuñcat | so 'śrūṇi pramṛjya	aTa Kalu-AyuzmAn suBUtiH-Darma-vegena-aSrUNi prAmuQcat | saH aSrUNi pramRjya
   bhagavantametadavocat - āścaryaṃ bhagavan, paramāścaryaṃ sugata, yāvadayaṃ	Bagavantam-etat-avocat  AScaryam Bagavan, parama-AScaryam sugata, yAvat-ayam
   dharmaparyāyastathāgatena bhāṣito 'grayānasaṃprasthitānāṃ	Darma-paryAyaH-taTAgatena BAzitaH agra-yAna-saMprasTitAnAm
   sattvānāmarthāya, śreṣṭhayānasaṃprasthitānāmarthāya, yato me bhagavan	sattvAnAm-arTAya, SrezWa-yAna-saMprasTitAnAm-arTAya, yatas me Bagavan
   jñānamutpannam | na mayā bhagavan jātvevaṃrūpo dharmaparyāyaḥ śrutapūrvaḥ	jQAnam-utpannam | na mayA Bagavan jAtu-evaMrUpaH Darma-paryAyaH Sruta-pUrvaH
   | parameṇa te bhagavan āścaryeṇa samanvāgatā bodhisattvā bhaviṣyanti, ye	| parameNa te Bagavan AScaryeNa samanvAgatA boDisattvAH Bavizyanti, ye
   iha sūtre bhāṣyamāṇe śrutvā bhūtasaṃjñāmutpādayiṣyanti | tatkasya hetoḥ?	iha sUtre BAzyamANe SrutvA BUta-saMjQAm-utpAdayizyanti | tat-kasya hetoH?
   yā caiṣā bhagavan bhūtasaṃjñā, saiva abhūtasaṃjñā | tasmāttathāgato	yA ca-ezA Bagavan BUta-saMjQA, sA-eva aBUta-saMjQA | tasmAt-taTAgataH-
   bhāṣatebhūtasaṃjñā bhḥtasaṃjñeti ||	BAzateBUta-saMjQA BHta-saMjQA-iti ||
   na mama bhagavan āścaryaṃ yadahamimaṃ dharmaparyāyaṃ	na mama Bagavan AScaryam yat-aham-imam Darma-paryAyam
   bhāṣyamāṇamavakalpayāmi adhimucye | ye 'pi te bhagavan sattvā	BAzyamANam-avakalpayAmi aDimucye | ye api te Bagavan sattvA
   bhaviṣyantyanāgate 'dhvani paścime kāle paścime samaye paścimāyāṃ	Bavizyanti-anAgate aDvani paScime kAle paScime samaye paScimAyAm
   pañcaśatyāṃ saddharmavipralope vartamāne, ye imaṃ bhagavan	paQcaSatyAm sat-Darma-vipralope vartamAne, ye imam Bagavan
   dharmaparyāyamudgrahīṣyanti dhārayiṣyanti vācayiṣyanti paryavāpsyanti,	Darma-paryAyam-udgrahIzyanti DArayizyanti vAcayizyanti paryavApsyanti,
   parebhyaśca vistareṇa saṃprakāśayiṣyanti, te paramāścaryeṇa samanvāgatā	pareByaH-ca vistareNa saMprakASayizyanti, te parama-AScaryeNa samanvAgatA
   bhaviṣyanti | api tu khalu punarbhagavan na teṣāmātmasaṃjñā pravartiṣyate,	Bavizyanti | api tu Kalu punar-Bagavat na tezAm-Atma-saMjQA pravartizyate,
   na sattvasaṃjñā na jīvasaṃjñā na pudgalasaṃjñā pravartiṣyate, nāpi teṣāṃ	na sattva-saMjQA na jIva-saMjQA na pudgala-saMjQA pravartizyate, na-api tezAm
   kācitsaṃjñā nāsaṃjñā pravartate | tatkasya hetoḥ? yā sā bhagavan	kAcid-saMjQA na-asaMjQA pravartate | tat-kasya hetoH? yA sA Bagavan
   ātmasaṃjñā, saivāsaṃjñā | yā sattvasaṃjñā jīvasaṃjñā pudgalasaṃjñā,	Atma-saMjQA, sA-eva-asaMjQA | yA sattva-saMjQA jIva-saMjQA pudgala-saMjQA,
   saivāsaṃjñā | tatkasya hetoḥ? sarvasaṃjñāpagatā hi buddha bhagavantaḥ ||	sA-eva-asaMjQA | tat-kasya hetoH? sarva-saMjQA-apagatAH hi budDa BagavantaH ||
   evamukte bhagavānāyuṣmantaṃ subhūtimetadavocat - evametat subhūte,	evam-ukte BagavAn-Ayuzmantam suBUtim-etat-avocat  evam-etat suBUte,
   evametat | paramāścaryasamanvāgatāste sattvā bhaviṣyanti, ye iha subhūte	evam-etat | parama-AScarya-samanvAgatAH-te sattvAH Bavizyanti, ye iha suBUte
   sūtre bhāṣyamāṇe notrasiṣyanti na (Vajr, Vaidya 81) saṃtrasiṣyanti na	sUtre BAzyamANe na-utrasizyanti na (Vajr, VEdyaH 81) saMtrasizyanti na
   saṃtrāsamāpatsyante | tatkasya hetoḥ? paramapāramiteyaṃ subhūte	saMtrAsam-Apatsyante | tat-kasya hetoH? parama-pAramitA-iyam suBUte
   tathāgatena bhāṣitā yadutāpāramitā | yāṃ ca subhūte tathāgataḥ	taTAgatena BAzitA yat-uta-apAra-mitA | yAm ca suBUte taTAgataH
   paramapāramitāṃ bhāṣate, tāmaparimāṇā api buddhā bhagavanto bhāṣante |	parama-pAramitAm BAzate, tAm-aparimANAH api budDAH BagavantaH BAzante |
   tenocyante paramapāramiteti ||	tena-ucyante parama-pAramitA-iti ||
   api tu khalu punaḥ subhute yā tathāgatasya kṣāntipāramitā, saiva apāramitā	api tu Kalu punar suBute yA taTAgatasya kzAnti-pAramitA, sA-eva apAramitA
   | tatkasya hetoḥ? yadā me subhūte kalirājā aṅgapratyaṅgamāṃsānyacchaitsīt,	| tat-kasya hetoH? yadA me suBUte kali-rAjA aFga-pratyaFga-mAMsAni-acCEtsIt,
   nāsīnme tasmin samaye ātmasaṃjñā vā sattvasaṃjñā vā jīvasaṃjñā vā	na-AsIt-me tasmin samaye Atma-saMjQA vA sattva-saMjQA vA jIva-saMjQA vA
   pudgalasaṃjñā vā, nāpi me kācitsaṃjñā vā asaṃjñā vā babhūva | tatkasya	pudgala-saMjQA vA, na-api me kAcid-saMjQA vA asaMjQA vA baBUva | tat-kasya
   hetoḥ? sacenme subhūte tasmin samaye ātmasaṃjñā abhaviṣyat,	hetoH? saced-me suBUte tasmin samaye Atma-saMjQAH aBavizyat,
   vyāpādasaṃjñāpi me tasmin samaye 'bhaviṣyat | sacetsattvasaṃjñā jīvasaṃjñā	vyApAda-saMjQA-api me tasmin samaye aBavizyat | saced-sattva-saMjQA jIva-saMjQA
   pudgalasaṃjñābhaviṣyat, vyāpādasaṃjñāpi me tasmin samaye 'bhaviṣyat |	pudgala-saMjQA-aBavizyat, vyApAda-saMjQA-api me tasmin samaye aBavizyat |
   tatkasya hetoḥ? abhijānāmyahaṃ subhūte atīte 'dhvani pañca jātiśatāni	tat-kasya hetoH? aBijAnAmi-aham suBUte atIte aDvani paQca jAti-SatAni
   yadahaṃ kṣāntivādī ṛṣirabhūvam | tatrāpi me nātmasaṃjñā babhūva, na	yat-aham kzAnti-vAdI RziH-aBUvam | tatra-api me na-Atma-saMjQA baBUva, na
   sattvasaṃjñā, na jīvasaṃjñā, na pudgalasaṃjñā babhūva | tasmāttarhi	sattva-saMjQA, na jIva-saMjQA, na pudgala-saMjQA baBUva | tasmAt-tarhi
   subhūte bodhisattvena mahāsattvena sarvasaṃjñā vivarjayitvā anuttarāyāṃ	suBUte boDisattvena mahAsattvena sarva-saMjQA vivarjayitvA anuttarAyAm
   samyaksaṃbodhau cittamutpādayitavyam | na rūpapratiṣṭhitaṃ	samyaksaMboDO cittam-utpAdayitavyam | na rUpa-pratizWitam
   cittamutpādayitavyam, na śabdagandharasaspraṣṭavyadharmapratiṣṭhitaṃ	cittam-utpAdayitavyam, na Sabda-ganDa-rasa-sprazwavya-Darma-pratizWitam
   cittamutpādayitavyam, na dharmapratiṣṭhitaṃ cittamutpādayitavyam,	cittam-utpAdayitavyam, na Darma-pratizWitam cittam-utpAdayitavyam,
   nādharmapratiṣṭhitaṃ cittamutpādayitavyam, na kvacitpratiṣṭhitaṃ	na-aDarma-pratizWitam cittam-utpAdayitavyam, na kvacid-pratizWitam
   cittamutpādayitavyam | tatkasya hetoḥ? yatpratiṣṭhitaṃ tadevāpratiṣṭhitam	cittam-utpAdayitavyam | tat-kasya hetoH? yat-pratizWitam tat-eva-apratizWitam
   | tasmādeva tathāgato bhāṣate - apratiṣṭhitena bodhisattvena dānaṃ	| tasmAt-eva taTAgataH BAzate  apratizWitena boDisattvena dAnam
   dātavyam | na rūpaśabdagandharasasparśadharmapratiṣṭhitena dānaṃ dātavyam	dAtavyam | na rUpa-Sabda-ganDa-rasa-sparSa-Darma-pratizWitena dAnam dAtavyam
   api tu khalu punaḥ subhūte bodhisattvena evaṃrūpo dānaparityāgaḥ kartavyaḥ	api tu Kalu punar suBUte boDisattvena evaMrUpaH dAna-parityAgaH kartavyaH
   sarvasattvānāmarthāya | tatkasya hetoḥ? yā caiṣā subhūte sattvasaṃjñā,	sarva-sattvAnAm-arTAya | tat-kasya hetoH? yA ca-ezA suBUte sattva-saMjQA,
   saiva asaṃjñā | ya evaṃ te sarvasattvāstathāgatena bhāṣitāsta eva asattvāḥ	sA-eva asaMjQA | yaH evam te sarva-sattvAH-taTAgatena BAzitAH-te eva asattvAH
   | tatkasya hetoḥ? bhūtavādī subhūte tathāgataḥ, satyavādī tathāvādī	| tat-kasya hetoH? BUta-vAdI suBUte taTAgataH, satya-vAdI taTA-avAdI
   ananyathāvādī tathāgataḥ, na vitathavādī tathāgataḥ ||	ananyaTAvAdI taTAgataH, na vitaTa-vAdI taTAgataH ||
   api tu khalu punaḥ subhūte yastathāgatena dharmo 'bhisaṃbuddho deśito	api tu Kalu punar suBUte yaH-taTAgatena DarmaH aBisaMbudDaH deSitaH-
   nidhyātaḥ, na tatra satyaṃ na mṛṣā | tadyathāpi nāma subhūte puruṣo	niDyAtaH, na tatra satyam na mRzA | tat-yaTA-api nAma suBUte puruzaH-
   'ndhakārapraviṣṭo na kiṃcidapi paśyet, evaṃ vastupatito bodhisattvo	anDakAra-pravizwaH na kiMcid-api paSyet, evam vastu-patitaH boDisattvaH-
   draṣṭavyo yo vastupatito dānaṃ parityajati | tadyathāpi nāma subhūte	drazwavyaH yaH vastu-patitaH dAnam parityajati | tat-yaTA-api nAma suBUte
   cakṣuṣmān puruṣaḥ prabhātāyāṃ rātrau sūrye 'bhyudgate nānavidhāni rūpāṇi	cakzuzmAn puruzaH praBAtAyAm rAtrO sUrye aByudgate nAnaviDAni rUpANi
   paśyet, evamavastupatito bodhisattvo draṣṭavyo yo 'vastupatito dānaṃ	paSyet, evam-avastu-patitaH boDisattvaH drazwavyaH yaH avastu-patitaH dAnam
   parityajati ||	parityajati ||
   api tu khalu punaḥ subhūte ye kulaputrā vā kuladuhitaro vā imaṃ	api tu Kalu punar suBUte ye kula-putrAH vA kula-duhitaraH vE imam
   dharmaparyāyamudgrahīṣyanti dhārayiṣyanti vācayiṣyanti paryavāpsyanti,	Darma-paryAyam-udgrahIzyanti DArayizyanti vAcayizyanti paryavApsyanti,
   parebhyaśca vistareṇa saṃprakāśayiṣyanti, (Vajr, Vaidya 82) jñātāste	pareByaH-ca vistareNa saMprakASayizyanti, (Vajr, VEdyaH 82) jQAtAH-te
   subhūte tathāgatena buddhajñānena, dṛṣṭāste subhūte tathāgatena	suBUte taTAgatena budDa-jQAnena, dRzwAH-te suBUte taTAgatena
   buddhacakṣuṣā, buddhāste tathāgatena | sarve te subhūte sattvā	budDa-cakzuzA, budDAH-te taTAgatena | sarve te suBUte sattvA
   aprameyamasaṃkhyeyaṃ puṇyaskandhaṃ prasaviṣyanti pratigrahīṣyanti || 14 ||	aprameyam-asaMKyeyam puNya-skanDam prasavizyanti pratigrahIzyanti || 14 ||
   yaśca khalu punaḥ subhūte strī vā puruṣo vā purvāhṇakālasamaye	yaH-ca Kalu punar suBUte strI vA puruzaH vA purvAhNa-kAla-samaye
   gaṅgānadīvālukāsamānātmabhāvān parityajet, evaṃ madhyāhnakālasamaye	gaFgA-nadI-vAlukA-samAna-Atma-BAvAn parityajet, evam maDyAhna-kAla-samaye
   gaṅgānadīvālukāsamānātmabhāvān parityajet, sāyāhnakālasamaye	gaFgA-nadI-vAlukA-samAna-Atma-BAvAn parityajet, sAyAhna-kAla-samaye
   gaṅgānadīvālukāsamānātmabhāvān parityajet, anena paryāyeṇa bahūni	gaFgA-nadI-vAlukA-samAna-Atma-BAvAn parityajet, anena paryAyeNa bahUni
   kalpakoṭiniyutaśatasahasrāṇyātmabhāvān parityajet, yaścemaṃ dharmaparyāyaṃ	kalpa-kowi-niyuta-Sata-sahasrANi-Atma-BAvAn parityajet, yaH-ca-imam Darma-paryAyam
   śrutvā na pratikṣipet, ayameva tatonidānaṃ bahutaraṃ puṇyaskandhaṃ	SrutvA na pratikzipet, ayam-eva tatonidAnam bahutaram puNya-skanDam
   prasunuyādaprameyamasaṃkhyeyam, kaḥ punarvādo yo likhitvā	prasunuyAt-aprameyam-asaMKyeyam, kaH punar-vAdaH yaH liKitvA
   udgṛhṇīyāddhārayedvācayetparyavāpnuyāt, parebhyaśca vistareṇa	udgRhNIyAt-DArayet-vAcayet-paryavApnuyAt, pareByaH-ca vistareNa
   saṃprakāśayet ||	saMprakASayet ||
   api tu khalu punaḥ subhūte acintyo 'tulyo 'yaṃ dharmaparyāyaḥ | ayaṃ ca	api tu Kalu punar suBUte acintyaH atulyaH ayam Darma-paryAyaH | ayam ca
   subhūte dharmaparyāyastathāgatena bhāṣito 'grayānasaṃprasthitānāṃ	suBUte Darma-paryAyaH-taTAgatena BAzitaH agra-yAna-saMprasTitAnAm
   sattvānāmarthāya, śreṣṭhayānasaṃprasthitānāṃ sattvānāmarthāya | ye imaṃ	sattvAnAm-arTAya, SrezWa-yAna-saMprasTitAnAm sattvAnAm-arTAya | ye imam
   dharmaparyāyamudgrahīṣyanti dhārayiṣyanti vācayiṣyanti paryavāpsyanti,	Darma-paryAyam-udgrahIzyanti DArayizyanti vAcayizyanti paryavApsyanti,
   parebhyaśca vistareṇa saṃprakāśayiṣyanti, jñātāste subhūte tathāgatena	pareByaH-ca vistareNa saMprakASayizyanti, jQAtAH-te suBUte taTAgatena
   buddhajñānena, dṛṣṭāste subhūte tathāgatena buddhacakṣuṣā, buddhāste	budDa-jQAnena, dRzwAH-te suBUte taTAgatena budDa-cakzuzA, budDAH-te
   tathāgatena | sarve te subhūte sattvā aprameyeṇa puṇyaskandhenāṃ	taTAgatena | sarve te suBUte sattvAH aprameyeNa puNya-skanDena-am
   samanvāgatā bhaviṣyanti | acintyenātulyenāmāpyenāparimāṇena puṇyaskandhena	samanvAgatAH Bavizyanti | acintyena-atulyena-AmApyena-aparimANena puNya-skanDena
   samanvāgatā bhaviṣyanti | sarve te subhūte sattvāḥ samāṃśena bodhiṃ	samanvAgatAH Bavizyanti | sarve te suBUte sattvAH sama-aMSena boDim
   dhārayiṣyanti vacayiṣyanti paryavāpsyanti | tatkasya hetoḥ? na hi śakyaṃ	DArayizyanti vacayizyanti paryavApsyanti | tat-kasya hetoH? na hi Sakyam
   subhūte ayaṃ dharmaparyāyo hīnādhimuktiakaiḥ sattvaiḥ śrotum,	suBUte ayam Darma-paryAyaH hIna-aDimuktiakEH sattvEH Srotum,
   nātmadṛṣṭikairna sattvadṛṣṭikairna jīvadṛṣṭikairna pudgaladṛṣṭikaiḥ |	na-Atma-dRzwikEH-na sattva-dRzwikEH-na jIva-dRzwikEH-na pudgala-dRzwikEH |
   nābodhisattvapratijñai sattvaiḥ śakyamayaṃ dharmaparyāyaḥ śrotuṃ vā	na-AboDisattva-pratijQEH sattvEH Sakya-mayam Darma-paryAyaH Srotum vA
   udgrahītuṃ vā dhārayituṃ vā vācayituṃ vā paryavāptuṃ vā | nedaṃ sthānaṃ	udgrahItum vA DArayitum vA vAcayitum vA paryavAptum vA | na-idam sTAnam
   vidyate ||	vidyate ||
   api tu khalu punaḥ subhūte yatra pṛthivīpradeśe idaṃ sūtraṃ	api tu Kalu punar suBUte yatra pRTivI-pradeSe idam sUtram
   prakaśayiṣyate, pūjanīyaḥ sa pṛthivīpradeśo bhaviṣyati sadevamānuṣāsurasya	prakaSayizyate, pUjanIyaH sa pRTivI-pradeSaH Bavizyati sa-deva-mAnuza-asurasya
   lokasya | vandanīyaḥ pradakṣiṇīyaśca sa pṛthivīpradeśo bhaviṣyati,	lokasya | vandanIyaH pradakziNIyaH-ca sa pRTivI-pradeSaH Bavizyati,
   caityabhūtaḥ sa pṛthivīpradeśo bhaviṣyati || 15 ||	cEtya-BUtaH sa pRTivI-pradeSaH Bavizyati || 15 ||
   api tu ye te subhūte kulaputrā vā kuladuhitaro vā imānevaṃrūpān	api tu ye te suBUte kula-putrAH vA kula-duhitaraH vE imAn-evaMrUpAn
   sūtrāntānudgrahīṣyanti dhārayiṣyanti vācayiṣyanti paryavāpsyanti,	sUtrAntAn-udgrahIzyanti DArayizyanti vAcayizyanti paryavApsyanti,
   yoniśaśca manasikariṣyanti, parebhyaśca vistareṇa saṃprakāśayiṣyanti, te	yoniSas-ca manasikarizyanti, pareByaH-ca vistareNa saMprakASayizyanti, te
   paribhūtā bhaviṣyanti, suparibhūtāśca bhaviṣyanti | tatkasya hetoḥ? yāni	pariBUtAH Bavizyanti, su-pariBUtAH-ca Bavizyanti | tat-kasya hetoH? yAni
